dataset,problem_type,model,seed,method,representation_id,member,is_reference,multiplier,learning_rate,validation_task_error,test_task_error,fit_seconds
phoneme,classification,tabm_d,2,AdamW,rbf_reference,-1,True,0.5,0.001,0.3393893506907298,0.33683051885949955,0.37244222895242274
phoneme,classification,tabm_d,2,AdamW,orthogonal_all__m0,0,False,0.5,0.001,0.3375538060465205,0.3369423886816214,0.2816424099728465
phoneme,classification,tabm_d,2,AdamW,orthogonal_all__m1,1,False,0.5,0.001,0.3340044732839147,0.33800022821065345,0.26875193300656974
phoneme,classification,tabm_d,2,AdamW,orthogonal_all__m2,2,False,0.5,0.001,0.3407740582829626,0.33756878649218647,0.2883589279372245
phoneme,classification,tabm_d,2,AdamW,orthogonal_all__m3,3,False,0.5,0.001,0.33679469129419787,0.33513924747930945,0.29438426392152905
phoneme,classification,tabm_d,2,AdamW,orthogonal_all__m4,4,False,0.5,0.001,0.33691563696467797,0.3353038964799264,0.26574131892994046
phoneme,classification,tabm_d,2,AdamW,orthogonal_all__m5,5,False,0.5,0.001,0.3392224399322554,0.34083093768226924,0.3186141001060605
phoneme,classification,tabm_d,2,AdamW,orthogonal_all__m6,6,False,0.5,0.001,0.3407826670187718,0.3392437914844204,0.33550178818404675
phoneme,classification,tabm_d,2,AdamW,orthogonal_all__m7,7,False,0.5,0.001,0.3328118230106647,0.33550217753922673,0.29301612288691103
phoneme,classification,tabm_d,2,AdamW,rbf_reference,-1,True,1.0,0.002,0.3072015979537024,0.328639836526989,0.29091468593105674
phoneme,classification,tabm_d,2,AdamW,orthogonal_all__m0,0,False,1.0,0.002,0.30510077636743094,0.32634904495916267,0.37635705689899623
phoneme,classification,tabm_d,2,AdamW,orthogonal_all__m1,1,False,1.0,0.002,0.2996376071309962,0.32639504750086107,0.2747250909451395
phoneme,classification,tabm_d,2,AdamW,orthogonal_all__m2,2,False,1.0,0.002,0.30381316150225246,0.3276874699892124,0.28572690300643444
phoneme,classification,tabm_d,2,AdamW,orthogonal_all__m3,3,False,1.0,0.002,0.3030687468587266,0.32481238689741443,0.2602398828603327
phoneme,classification,tabm_d,2,AdamW,orthogonal_all__m4,4,False,1.0,0.002,0.3068175615243631,0.3278204611933929,0.2655944679863751
phoneme,classification,tabm_d,2,AdamW,orthogonal_all__m5,5,False,1.0,0.002,0.3060932295628039,0.33345581936192314,0.28815398807637393
phoneme,classification,tabm_d,2,AdamW,orthogonal_all__m6,6,False,1.0,0.002,0.30804575188783145,0.32977486304050185,0.2873476641252637
phoneme,classification,tabm_d,2,AdamW,orthogonal_all__m7,7,False,1.0,0.002,0.2974232453752337,0.32889783166808173,0.25501694483682513
phoneme,classification,tabm_d,2,AdamW,rbf_reference,-1,True,2.0,0.004,0.2844791493160364,0.3253075778205271,0.2464476670138538
phoneme,classification,tabm_d,2,AdamW,orthogonal_all__m0,0,False,2.0,0.004,0.28502821901175823,0.3270235548599052,0.30361090088263154
phoneme,classification,tabm_d,2,AdamW,orthogonal_all__m1,1,False,2.0,0.004,0.2801822728116747,0.3307992740009007,0.2948202600236982
phoneme,classification,tabm_d,2,AdamW,orthogonal_all__m2,2,False,2.0,0.004,0.28099640351798183,0.3314676963423149,0.2367317120078951
phoneme,classification,tabm_d,2,AdamW,orthogonal_all__m3,3,False,2.0,0.004,0.2797840229567081,0.3216238701297418,0.30349145107902586
phoneme,classification,tabm_d,2,AdamW,orthogonal_all__m4,4,False,2.0,0.004,0.2830668736166454,0.3233026722046656,0.28070919401943684
phoneme,classification,tabm_d,2,AdamW,orthogonal_all__m5,5,False,2.0,0.004,0.28365226510929387,0.332153511503817,0.25346181308850646
phoneme,classification,tabm_d,2,AdamW,orthogonal_all__m6,6,False,2.0,0.004,0.28352578124648303,0.32592648829225335,0.36237303214147687
phoneme,classification,tabm_d,2,AdamW,orthogonal_all__m7,7,False,2.0,0.004,0.28173527074049765,0.33298903480776665,0.28903783904388547
phoneme,classification,tabm_d,2,BlockAdam+DataInit,rbf_reference,-1,True,0.5,0.001,0.31946728163568205,0.3540343815869612,0.3675289179664105
phoneme,classification,tabm_d,2,BlockAdam+DataInit,orthogonal_all__m0,0,False,0.5,0.001,0.31987450741066736,0.3543694323469768,0.39854451501742005
phoneme,classification,tabm_d,2,BlockAdam+DataInit,orthogonal_all__m1,1,False,0.5,0.001,0.31955587774530725,0.3542263917250138,0.3059731279499829
phoneme,classification,tabm_d,2,BlockAdam+DataInit,orthogonal_all__m2,2,False,0.5,0.001,0.3198440076920974,0.35435255448360314,0.393242398975417
phoneme,classification,tabm_d,2,BlockAdam+DataInit,orthogonal_all__m3,3,False,0.5,0.001,0.31915157889962065,0.35380880711148044,0.37907658191397786
phoneme,classification,tabm_d,2,BlockAdam+DataInit,orthogonal_all__m4,4,False,0.5,0.001,0.319841802189607,0.3545928865318093,0.32837829692289233
phoneme,classification,tabm_d,2,BlockAdam+DataInit,orthogonal_all__m5,5,False,0.5,0.001,0.3188501254737849,0.3519597846677503,0.36714720306918025
