dataset,problem_type,model,seed,method,representation_id,member,is_reference,multiplier,learning_rate,validation_task_error,test_task_error,fit_seconds
house_16H,regression,tabm_d,2,AdamW,rbf_reference,-1,True,0.5,0.001,43093.76123309604,33227.37343930769,0.28770252084359527
house_16H,regression,tabm_d,2,AdamW,orthogonal_all__m0,0,False,0.5,0.001,44130.7022181002,33992.73148255437,0.3104601348750293
house_16H,regression,tabm_d,2,AdamW,orthogonal_all__m1,1,False,0.5,0.001,44043.12672786414,33755.822722971345,0.33174163615331054
house_16H,regression,tabm_d,2,AdamW,orthogonal_all__m2,2,False,0.5,0.001,44050.20168553364,34059.68411939795,0.4519990219268948
house_16H,regression,tabm_d,2,AdamW,orthogonal_all__m3,3,False,0.5,0.001,44086.40894786834,33915.86068758562,0.3038487550802529
house_16H,regression,tabm_d,2,AdamW,orthogonal_all__m4,4,False,0.5,0.001,43158.30318697799,33437.068268476294,0.4350420660339296
house_16H,regression,tabm_d,2,AdamW,orthogonal_all__m5,5,False,0.5,0.001,44007.832162949926,33810.9696235853,0.67625791602768
house_16H,regression,tabm_d,2,AdamW,orthogonal_all__m6,6,False,0.5,0.001,43933.52725102385,33955.73125509724,0.25173558690585196
house_16H,regression,tabm_d,2,AdamW,orthogonal_all__m7,7,False,0.5,0.001,43299.223708058926,33644.65588919527,0.381812535924837
house_16H,regression,tabm_d,2,AdamW,rbf_reference,-1,True,1.0,0.002,41858.28972054938,32356.598048351767,0.44445839198306203
house_16H,regression,tabm_d,2,AdamW,orthogonal_all__m0,0,False,1.0,0.002,42267.25400554123,33249.371172012965,0.32145625981502235
house_16H,regression,tabm_d,2,AdamW,orthogonal_all__m1,1,False,1.0,0.002,42709.08044938443,33154.08764416539,0.36454369011335075
house_16H,regression,tabm_d,2,AdamW,orthogonal_all__m2,2,False,1.0,0.002,42045.16765369081,32862.03707606891,0.29109979909844697
house_16H,regression,tabm_d,2,AdamW,orthogonal_all__m3,3,False,1.0,0.002,41557.60392377382,32895.482344853495,0.40647659194655716
house_16H,regression,tabm_d,2,AdamW,orthogonal_all__m4,4,False,1.0,0.002,41087.620594611675,32799.77178242954,0.3116728509776294
house_16H,regression,tabm_d,2,AdamW,orthogonal_all__m5,5,False,1.0,0.002,41987.58142196748,32791.99663594148,0.4986223371233791
house_16H,regression,tabm_d,2,AdamW,orthogonal_all__m6,6,False,1.0,0.002,42380.86096906029,33186.484355840956,0.23857334698550403
house_16H,regression,tabm_d,2,AdamW,orthogonal_all__m7,7,False,1.0,0.002,41630.5987908801,32956.162634202396,0.44459658791311085
house_16H,regression,tabm_d,2,AdamW,rbf_reference,-1,True,2.0,0.004,41934.10951745564,32461.633926528346,0.2969742768909782
house_16H,regression,tabm_d,2,AdamW,orthogonal_all__m0,0,False,2.0,0.004,41991.86937666305,33759.76525954004,0.23844215902499855
house_16H,regression,tabm_d,2,AdamW,orthogonal_all__m1,1,False,2.0,0.004,41632.26019085702,33418.043428353645,0.30471824295818806
house_16H,regression,tabm_d,2,AdamW,orthogonal_all__m2,2,False,2.0,0.004,40063.86121707323,32354.048563430835,0.5406975909136236
house_16H,regression,tabm_d,2,AdamW,orthogonal_all__m3,3,False,2.0,0.004,39696.03108404238,32820.013222731126,0.3306692067999393
house_16H,regression,tabm_d,2,AdamW,orthogonal_all__m4,4,False,2.0,0.004,40490.91674484889,33128.69515756299,0.32150023407302797
house_16H,regression,tabm_d,2,AdamW,orthogonal_all__m5,5,False,2.0,0.004,41648.919025165174,32958.911799539455,0.3434814990032464
house_16H,regression,tabm_d,2,AdamW,orthogonal_all__m6,6,False,2.0,0.004,40989.77682935299,32404.047153610274,0.2819041940383613
house_16H,regression,tabm_d,2,AdamW,orthogonal_all__m7,7,False,2.0,0.004,41827.72332726369,33049.63967752863,0.2816638508811593
house_16H,regression,tabm_d,2,BlockAdam+DataInit,rbf_reference,-1,True,0.5,0.001,43329.225954172645,38555.7709804022,0.400821499992162
house_16H,regression,tabm_d,2,BlockAdam+DataInit,orthogonal_all__m0,0,False,0.5,0.001,43204.377659495796,38630.41460744809,0.4827153719961643
house_16H,regression,tabm_d,2,BlockAdam+DataInit,orthogonal_all__m1,1,False,0.5,0.001,43200.520593466514,38597.8516098259,0.5663909870199859
house_16H,regression,tabm_d,2,BlockAdam+DataInit,orthogonal_all__m2,2,False,0.5,0.001,43173.41013515333,38635.259097658905,0.5334314829669893
house_16H,regression,tabm_d,2,BlockAdam+DataInit,orthogonal_all__m3,3,False,0.5,0.001,43116.1979003499,38749.19697248348,0.4578488098923117
house_16H,regression,tabm_d,2,BlockAdam+DataInit,orthogonal_all__m4,4,False,0.5,0.001,43164.86142460467,38729.078098992824,0.5355303247924894
house_16H,regression,tabm_d,2,BlockAdam+DataInit,orthogonal_all__m5,5,False,0.5,0.001,43276.69681859696,38690.43242964015,0.548927326919511
house_16H,regression,tabm_d,2,BlockAdam+DataInit,orthogonal_all__m6,6,False,0.5,0.001,43162.00552229166,38764.041429120254,0.5855306098237634
house_16H,regression,tabm_d,2,BlockAdam+DataInit,orthogonal_all__m7,7,False,0.5,0.001,43306.23126520009,38612.58965814402,0.5693353000096977
house_16H,regression,tabm_d,2,BlockAdam+DataInit,rbf_reference,-1,True,1.0,0.002,44965.98078454803,37761.32460361645,0.28341551893390715
house_16H,regression,tabm_d,2,BlockAdam+DataInit,orthogonal_all__m0,0,False,1.0,0.002,44937.459151411604,37821.79532636118,0.3973097868729383
house_16H,regression,tabm_d,2,BlockAdam+DataInit,orthogonal_all__m1,1,False,1.0,0.002,45007.320523510025,37768.663945461274,0.27453269716352224
house_16H,regression,tabm_d,2,BlockAdam+DataInit,orthogonal_all__m2,2,False,1.0,0.002,45115.50047230565,37695.09249194966,0.24760584183968604
house_16H,regression,tabm_d,2,BlockAdam+DataInit,orthogonal_all__m3,3,False,1.0,0.002,43110.17097025305,37399.47743170996,0.4342491258867085
house_16H,regression,tabm_d,2,BlockAdam+DataInit,orthogonal_all__m4,4,False,1.0,0.002,45011.9681770644,37756.77203194199,0.5412497990764678
house_16H,regression,tabm_d,2,BlockAdam+DataInit,orthogonal_all__m5,5,False,1.0,0.002,44950.16744868159,37791.41771420876,0.3528304100036621
house_16H,regression,tabm_d,2,BlockAdam+DataInit,orthogonal_all__m6,6,False,1.0,0.002,45000.772488554794,37766.13077400389,0.34967060992494226
house_16H,regression,tabm_d,2,BlockAdam+DataInit,orthogonal_all__m7,7,False,1.0,0.002,44968.63206503919,37764.220870074096,0.3450517610181123
house_16H,regression,tabm_d,2,BlockAdam+DataInit,rbf_reference,-1,True,2.0,0.004,42011.626763534216,35737.377776823865,0.5403507340233773
house_16H,regression,tabm_d,2,BlockAdam+DataInit,orthogonal_all__m0,0,False,2.0,0.004,42272.47936065301,36911.77235201026,0.3394727259874344
house_16H,regression,tabm_d,2,BlockAdam+DataInit,orthogonal_all__m1,1,False,2.0,0.004,42752.28764158519,37044.08693315229,0.3561948479618877
house_16H,regression,tabm_d,2,BlockAdam+DataInit,orthogonal_all__m2,2,False,2.0,0.004,41785.085356600925,35545.66491657655,0.45171237108297646
house_16H,regression,tabm_d,2,BlockAdam+DataInit,orthogonal_all__m3,3,False,2.0,0.004,42071.1192408306,35300.389443893604,0.4962408319115639
house_16H,regression,tabm_d,2,BlockAdam+DataInit,orthogonal_all__m4,4,False,2.0,0.004,42377.819423074696,35780.393784162574,0.4327853180002421
house_16H,regression,tabm_d,2,BlockAdam+DataInit,orthogonal_all__m5,5,False,2.0,0.004,41910.31387982726,35423.68295079576,0.5662861028686166
house_16H,regression,tabm_d,2,BlockAdam+DataInit,orthogonal_all__m6,6,False,2.0,0.004,42248.64366006333,36751.41328006342,0.3297944450750947
house_16H,regression,tabm_d,2,BlockAdam+DataInit,orthogonal_all__m7,7,False,2.0,0.004,42097.83265882777,35795.1163392105,0.35551875783130527
house_16H,regression,tabm_d,2,MatrixAdam+DataInit,rbf_reference,-1,True,0.5,0.001,40719.52343320622,37464.70244241399,1.1909056920558214
house_16H,regression,tabm_d,2,MatrixAdam+DataInit,orthogonal_all__m0,0,False,0.5,0.001,40784.267753431486,37460.63871854484,1.1536979689262807
house_16H,regression,tabm_d,2,MatrixAdam+DataInit,orthogonal_all__m1,1,False,0.5,0.001,40629.90326861223,37579.771303341826,0.981238252017647
