dataset,problem_type,model,seed,method,representation_id,member,is_reference,multiplier,learning_rate,validation_task_error,test_task_error,fit_seconds
house_16H,regression,controlled_mlp,2,AdamW,rbf_reference,-1,True,0.5,0.0005,38341.55615291582,35050.375483021126,5.332883013179526
house_16H,regression,controlled_mlp,2,AdamW,orthogonal_all__m0,0,False,0.5,0.0005,40118.23918816586,35249.71795464379,2.8345925798639655
house_16H,regression,controlled_mlp,2,AdamW,orthogonal_all__m1,1,False,0.5,0.0005,40029.897556207594,35034.28982645712,2.73030084813945
house_16H,regression,controlled_mlp,2,AdamW,orthogonal_all__m2,2,False,0.5,0.0005,40047.13988926611,34826.92856273539,3.5580705869942904
house_16H,regression,controlled_mlp,2,AdamW,orthogonal_all__m3,3,False,0.5,0.0005,40734.45920367716,33835.67856455602,2.9927536831237376
house_16H,regression,controlled_mlp,2,AdamW,orthogonal_all__m4,4,False,0.5,0.0005,38764.81542502187,36357.327077804286,3.0640387190505862
house_16H,regression,controlled_mlp,2,AdamW,orthogonal_all__m5,5,False,0.5,0.0005,38771.12677832948,36438.39655041473,3.4209172429982573
house_16H,regression,controlled_mlp,2,AdamW,orthogonal_all__m6,6,False,0.5,0.0005,40704.80193955065,34311.16875247466,3.5602628390770406
house_16H,regression,controlled_mlp,2,AdamW,orthogonal_all__m7,7,False,0.5,0.0005,39994.46804224835,34944.849868297104,3.477106061996892
house_16H,regression,controlled_mlp,2,AdamW,rbf_reference,-1,True,1.0,0.001,38314.61694568237,34582.52622109668,2.8672721560578793
house_16H,regression,controlled_mlp,2,AdamW,orthogonal_all__m0,0,False,1.0,0.001,39802.763367153646,34060.13668121366,2.966032818192616
house_16H,regression,controlled_mlp,2,AdamW,orthogonal_all__m1,1,False,1.0,0.001,39725.01194856286,34495.19424862725,3.14430120610632
house_16H,regression,controlled_mlp,2,AdamW,orthogonal_all__m2,2,False,1.0,0.001,38859.390021393265,34994.31386281124,1.0051353950984776
house_16H,regression,controlled_mlp,2,AdamW,orthogonal_all__m3,3,False,1.0,0.001,39781.68411058893,34340.25264601114,2.914525573141873
house_16H,regression,controlled_mlp,2,AdamW,orthogonal_all__m4,4,False,1.0,0.001,37931.49381080108,35520.35472051975,3.08959275810048
house_16H,regression,controlled_mlp,2,AdamW,orthogonal_all__m5,5,False,1.0,0.001,38176.89890338262,34502.6776278209,2.6829899579752237
house_16H,regression,controlled_mlp,2,AdamW,orthogonal_all__m6,6,False,1.0,0.001,40703.76460092764,35257.35865300625,2.0821041960734874
house_16H,regression,controlled_mlp,2,AdamW,orthogonal_all__m7,7,False,1.0,0.001,39092.708205303425,35200.693557452694,2.7174777020700276
house_16H,regression,controlled_mlp,2,AdamW,rbf_reference,-1,True,2.0,0.002,38229.00191971442,34392.13612777235,1.2228207730222493
