dataset,problem_type,model,seed,method,representation_id,member,is_reference,multiplier,learning_rate,validation_task_error,test_task_error,fit_seconds
credit-g,classification,controlled_mlp,1,AdamW,rbf_reference,-1,True,0.5,0.0005,0.483406608907144,0.4782745093451404,0.23270436306484044
credit-g,classification,controlled_mlp,1,AdamW,orthogonal_all__m0,0,False,0.5,0.0005,0.4853853557393254,0.5037249877967451,0.20313063892535865
credit-g,classification,controlled_mlp,1,AdamW,orthogonal_all__m1,1,False,0.5,0.0005,0.47954930667342915,0.5225791028972848,0.20134021202102304
credit-g,classification,controlled_mlp,1,AdamW,orthogonal_all__m2,2,False,0.5,0.0005,0.4811790824147101,0.5003767055499139,0.2179197350051254
credit-g,classification,controlled_mlp,1,AdamW,orthogonal_all__m3,3,False,0.5,0.0005,0.48550480130757484,0.5167004137375957,0.16607855004258454
credit-g,classification,controlled_mlp,1,AdamW,orthogonal_all__m4,4,False,0.5,0.0005,0.4787559630224603,0.5247365968729674,0.2564835101366043
credit-g,classification,controlled_mlp,1,AdamW,orthogonal_all__m5,5,False,0.5,0.0005,0.4836291729823355,0.5227361002901337,0.19497911096550524
credit-g,classification,controlled_mlp,1,AdamW,orthogonal_all__m6,6,False,0.5,0.0005,0.4846331361018672,0.4685040471213723,0.18103122292086482
credit-g,classification,controlled_mlp,1,AdamW,orthogonal_all__m7,7,False,0.5,0.0005,0.4810849481946195,0.5004780906714025,0.21799866412766278
credit-g,classification,controlled_mlp,1,AdamW,rbf_reference,-1,True,1.0,0.001,0.48175201957646097,0.48845305272642725,0.10742158093489707
credit-g,classification,controlled_mlp,1,AdamW,orthogonal_all__m0,0,False,1.0,0.001,0.4824385752884667,0.49264469446118014,0.10425832495093346
credit-g,classification,controlled_mlp,1,AdamW,orthogonal_all__m1,1,False,1.0,0.001,0.4771972617011858,0.5086066982393835,0.2444025231525302
credit-g,classification,controlled_mlp,1,AdamW,orthogonal_all__m2,2,False,1.0,0.001,0.4793239693420758,0.5078265816988987,0.1477160130161792
