dataset,problem_type,model,seed,method,track,representation_id,member,is_reference,split,selected_lr_multiplier,selected_learning_rate,task_error,disagreement,fit_seconds
bike-sharing,regression,tabm_d,1,AdamW,optimizer_equal_hpo,rbf_reference,-1,True,validation,2.0,0.004,64.43161266228105,0.0,0.2421386349014938
bike-sharing,regression,tabm_d,1,AdamW,optimizer_equal_hpo,rbf_reference,-1,True,test,2.0,0.004,65.30723121548803,0.0,0.2421386349014938
bike-sharing,regression,tabm_d,1,AdamW,optimizer_equal_hpo,orthogonal_all__m0,0,False,validation,2.0,0.004,61.997895802369136,0.09757836874308075,0.2570803437847644
bike-sharing,regression,tabm_d,1,AdamW,optimizer_equal_hpo,orthogonal_all__m0,0,False,test,2.0,0.004,59.957011847375725,0.09470978329443516,0.2570803437847644
bike-sharing,regression,tabm_d,1,AdamW,optimizer_equal_hpo,orthogonal_all__m1,1,False,validation,2.0,0.004,65.00448242991848,0.0687301298324281,0.29403552296571434
bike-sharing,regression,tabm_d,1,AdamW,optimizer_equal_hpo,orthogonal_all__m1,1,False,test,2.0,0.004,65.15948651090092,0.06661227108902658,0.29403552296571434
bike-sharing,regression,tabm_d,1,AdamW,optimizer_equal_hpo,orthogonal_all__m2,2,False,validation,2.0,0.004,59.96933760380293,0.07682910135732997,0.2976720400620252
bike-sharing,regression,tabm_d,1,AdamW,optimizer_equal_hpo,orthogonal_all__m2,2,False,test,2.0,0.004,61.21408827967102,0.07776021377646489,0.2976720400620252
bike-sharing,regression,tabm_d,1,AdamW,optimizer_equal_hpo,orthogonal_all__m3,3,False,validation,2.0,0.004,62.17792846645211,0.0729796248411215,0.2765544189605862
bike-sharing,regression,tabm_d,1,AdamW,optimizer_equal_hpo,orthogonal_all__m3,3,False,test,2.0,0.004,61.859175442792356,0.08080469660108944,0.2765544189605862
bike-sharing,regression,tabm_d,1,AdamW,optimizer_equal_hpo,orthogonal_all__m4,4,False,validation,2.0,0.004,65.43423171830428,0.0804996742442351,0.27942478307522833
bike-sharing,regression,tabm_d,1,AdamW,optimizer_equal_hpo,orthogonal_all__m4,4,False,test,2.0,0.004,66.20903774012906,0.07390191890824896,0.27942478307522833
bike-sharing,regression,tabm_d,1,AdamW,optimizer_equal_hpo,orthogonal_all__m5,5,False,validation,2.0,0.004,64.34042313635429,0.08218943210803839,0.2965506110340357
bike-sharing,regression,tabm_d,1,AdamW,optimizer_equal_hpo,orthogonal_all__m5,5,False,test,2.0,0.004,64.4342337324753,0.08018323216981424,0.2965506110340357
bike-sharing,regression,tabm_d,1,AdamW,optimizer_equal_hpo,orthogonal_all__m6,6,False,validation,2.0,0.004,61.20182507145224,0.07807520596531638,0.2549906650092453
bike-sharing,regression,tabm_d,1,AdamW,optimizer_equal_hpo,orthogonal_all__m6,6,False,test,2.0,0.004,59.95656560561986,0.08964105768251852,0.2549906650092453
bike-sharing,regression,tabm_d,1,AdamW,optimizer_equal_hpo,orthogonal_all__m7,7,False,validation,2.0,0.004,66.54781389491724,0.05966515706962164,0.2524128120858222
bike-sharing,regression,tabm_d,1,AdamW,optimizer_equal_hpo,orthogonal_all__m7,7,False,test,2.0,0.004,65.73841557354275,0.06047157688822859,0.2524128120858222
bike-sharing,regression,tabm_d,1,BlockAdam+DataInit,optimizer_equal_hpo,rbf_reference,-1,True,validation,2.0,0.004,74.52229027814904,0.0,0.39745631301775575
bike-sharing,regression,tabm_d,1,BlockAdam+DataInit,optimizer_equal_hpo,rbf_reference,-1,True,test,2.0,0.004,80.06752863249089,0.0,0.39745631301775575
bike-sharing,regression,tabm_d,1,BlockAdam+DataInit,optimizer_equal_hpo,orthogonal_all__m0,0,False,validation,2.0,0.004,73.28274918493985,0.09368703739479638,0.34909130609594285
bike-sharing,regression,tabm_d,1,BlockAdam+DataInit,optimizer_equal_hpo,orthogonal_all__m0,0,False,test,2.0,0.004,78.15642366717056,0.10724338035347229,0.34909130609594285
bike-sharing,regression,tabm_d,1,BlockAdam+DataInit,optimizer_equal_hpo,orthogonal_all__m1,1,False,validation,2.0,0.004,72.98545371186192,0.09412644395653513,0.3833576440811157
bike-sharing,regression,tabm_d,1,BlockAdam+DataInit,optimizer_equal_hpo,orthogonal_all__m1,1,False,test,2.0,0.004,77.86762074092722,0.10604070436618476,0.3833576440811157
bike-sharing,regression,tabm_d,1,BlockAdam+DataInit,optimizer_equal_hpo,orthogonal_all__m2,2,False,validation,2.0,0.004,73.00867397118303,0.09319853213903316,0.39635815704241395
bike-sharing,regression,tabm_d,1,BlockAdam+DataInit,optimizer_equal_hpo,orthogonal_all__m2,2,False,test,2.0,0.004,78.09815552357522,0.10562567427646807,0.39635815704241395
bike-sharing,regression,tabm_d,1,BlockAdam+DataInit,optimizer_equal_hpo,orthogonal_all__m3,3,False,validation,2.0,0.004,73.06446178579233,0.09253485288553441,0.3659160900861025
bike-sharing,regression,tabm_d,1,BlockAdam+DataInit,optimizer_equal_hpo,orthogonal_all__m3,3,False,test,2.0,0.004,77.75836906987364,0.10502181209955364,0.3659160900861025
bike-sharing,regression,tabm_d,1,BlockAdam+DataInit,optimizer_equal_hpo,orthogonal_all__m4,4,False,validation,2.0,0.004,74.77008215210608,0.013577450274494848,0.34232699614949524
