dataset,problem_type,model,seed,method,track,representation_id,member,is_reference,split,selected_lr_multiplier,selected_learning_rate,task_error,disagreement,fit_seconds
house_16H,regression,controlled_mlp,2,AdamW,optimizer_equal_hpo,rbf_reference,-1,True,validation,2.0,0.002,38229.00191971442,0.0,1.2228207730222493
house_16H,regression,controlled_mlp,2,AdamW,optimizer_equal_hpo,rbf_reference,-1,True,test,2.0,0.002,34392.13612777235,0.0,1.2228207730222493
house_16H,regression,controlled_mlp,2,AdamW,optimizer_equal_hpo,orthogonal_all__m0,0,False,validation,2.0,0.002,38649.366954996585,0.25639536092652127,0.9032593299634755
house_16H,regression,controlled_mlp,2,AdamW,optimizer_equal_hpo,orthogonal_all__m0,0,False,test,2.0,0.002,37115.39802079036,0.282077903640563,0.9032593299634755
house_16H,regression,controlled_mlp,2,AdamW,optimizer_equal_hpo,orthogonal_all__m1,1,False,validation,2.0,0.002,38546.13506318933,0.24950091582143377,1.3288002519402653
house_16H,regression,controlled_mlp,2,AdamW,optimizer_equal_hpo,orthogonal_all__m1,1,False,test,2.0,0.002,36601.33694532454,0.27060703030455824,1.3288002519402653
house_16H,regression,controlled_mlp,2,AdamW,optimizer_equal_hpo,orthogonal_all__m2,2,False,validation,2.0,0.002,37505.28273510183,0.19744988341046693,1.0267578680068254
house_16H,regression,controlled_mlp,2,AdamW,optimizer_equal_hpo,orthogonal_all__m2,2,False,test,2.0,0.002,35209.30024154691,0.2309370032649273,1.0267578680068254
house_16H,regression,controlled_mlp,2,AdamW,optimizer_equal_hpo,orthogonal_all__m3,3,False,validation,2.0,0.002,38559.99324130963,0.14793850563506272,0.5876225680112839
house_16H,regression,controlled_mlp,2,AdamW,optimizer_equal_hpo,orthogonal_all__m3,3,False,test,2.0,0.002,34399.49083972953,0.2096500322843628,0.5876225680112839
house_16H,regression,controlled_mlp,2,AdamW,optimizer_equal_hpo,orthogonal_all__m4,4,False,validation,2.0,0.002,37392.872481300605,0.20880009755838264,0.9700994400773197
house_16H,regression,controlled_mlp,2,AdamW,optimizer_equal_hpo,orthogonal_all__m4,4,False,test,2.0,0.002,34301.33209736636,0.3138635015426993,0.9700994400773197
house_16H,regression,controlled_mlp,2,AdamW,optimizer_equal_hpo,orthogonal_all__m5,5,False,validation,2.0,0.002,37071.43072886821,0.1765920443650481,1.900126539869234
house_16H,regression,controlled_mlp,2,AdamW,optimizer_equal_hpo,orthogonal_all__m5,5,False,test,2.0,0.002,35782.64260660959,0.26686409350285895,1.900126539869234
house_16H,regression,controlled_mlp,2,AdamW,optimizer_equal_hpo,orthogonal_all__m6,6,False,validation,2.0,0.002,40220.02116756306,0.17976892944148112,0.23051734291948378
house_16H,regression,controlled_mlp,2,AdamW,optimizer_equal_hpo,orthogonal_all__m6,6,False,test,2.0,0.002,35020.76251177608,0.23358123644877626,0.23051734291948378
house_16H,regression,controlled_mlp,2,AdamW,optimizer_equal_hpo,orthogonal_all__m7,7,False,validation,1.0,0.001,39092.708205303425,0.17165537987163382,2.7174777020700276
house_16H,regression,controlled_mlp,2,AdamW,optimizer_equal_hpo,orthogonal_all__m7,7,False,test,1.0,0.001,35200.693557452694,0.2206462395823554,2.7174777020700276
house_16H,regression,controlled_mlp,2,BlockAdam+DataInit,optimizer_equal_hpo,rbf_reference,-1,True,validation,2.0,0.002,39300.96928466258,0.0,0.5638255369849503
house_16H,regression,controlled_mlp,2,BlockAdam+DataInit,optimizer_equal_hpo,rbf_reference,-1,True,test,2.0,0.002,36686.68732963246,0.0,0.5638255369849503
house_16H,regression,controlled_mlp,2,BlockAdam+DataInit,optimizer_equal_hpo,orthogonal_all__m0,0,False,validation,2.0,0.002,39300.97499906504,2.3818477913403544e-06,0.5672135099302977
house_16H,regression,controlled_mlp,2,BlockAdam+DataInit,optimizer_equal_hpo,orthogonal_all__m0,0,False,test,2.0,0.002,36686.683561513,3.154843408708239e-06,0.5672135099302977
house_16H,regression,controlled_mlp,2,BlockAdam+DataInit,optimizer_equal_hpo,orthogonal_all__m1,1,False,validation,2.0,0.002,39300.962682244186,9.372293377927193e-07,0.5732658461201936
house_16H,regression,controlled_mlp,2,BlockAdam+DataInit,optimizer_equal_hpo,orthogonal_all__m1,1,False,test,2.0,0.002,36686.683473727906,1.2915122861740965e-06,0.5732658461201936
house_16H,regression,controlled_mlp,2,BlockAdam+DataInit,optimizer_equal_hpo,orthogonal_all__m2,2,False,validation,2.0,0.002,39300.97092804613,1.2887870766961215e-06,0.5702647338621318
house_16H,regression,controlled_mlp,2,BlockAdam+DataInit,optimizer_equal_hpo,orthogonal_all__m2,2,False,test,2.0,0.002,36686.686755635084,1.723070115666475e-06,0.5702647338621318
house_16H,regression,controlled_mlp,2,BlockAdam+DataInit,optimizer_equal_hpo,orthogonal_all__m3,3,False,validation,2.0,0.002,39300.966489094004,1.1221724753993695e-06,0.5901481357868761
house_16H,regression,controlled_mlp,2,BlockAdam+DataInit,optimizer_equal_hpo,orthogonal_all__m3,3,False,test,2.0,0.002,36686.684367426744,1.606481232897306e-06,0.5901481357868761
house_16H,regression,controlled_mlp,2,BlockAdam+DataInit,optimizer_equal_hpo,orthogonal_all__m4,4,False,validation,2.0,0.002,39300.97157820858,1.110794032658776e-06,0.6184096659999341
house_16H,regression,controlled_mlp,2,BlockAdam+DataInit,optimizer_equal_hpo,orthogonal_all__m4,4,False,test,2.0,0.002,36686.687313021604,1.5290928981608608e-06,0.6184096659999341
