dataset,problem_type,model,seed,method,track,representation_id,member,is_reference,split,selected_lr_multiplier,selected_learning_rate,task_error,disagreement,fit_seconds
bike-sharing,regression,controlled_mlp,1,AdamW,optimizer_equal_hpo,rbf_reference,-1,True,validation,2.0,0.002,70.05589691958356,0.0,0.36619544494897127
bike-sharing,regression,controlled_mlp,1,AdamW,optimizer_equal_hpo,rbf_reference,-1,True,test,2.0,0.002,75.16254241329064,0.0,0.36619544494897127
bike-sharing,regression,controlled_mlp,1,AdamW,optimizer_equal_hpo,orthogonal_all__m0,0,False,validation,2.0,0.002,66.87130969677118,0.1383067554965647,0.34645899711176753
bike-sharing,regression,controlled_mlp,1,AdamW,optimizer_equal_hpo,orthogonal_all__m0,0,False,test,2.0,0.002,69.70052400576968,0.1392788133277379,0.34645899711176753
bike-sharing,regression,controlled_mlp,1,AdamW,optimizer_equal_hpo,orthogonal_all__m1,1,False,validation,2.0,0.002,72.4686187699016,0.15293642781501451,0.28358391113579273
bike-sharing,regression,controlled_mlp,1,AdamW,optimizer_equal_hpo,orthogonal_all__m1,1,False,test,2.0,0.002,73.96071952917448,0.11853048782506785,0.28358391113579273
bike-sharing,regression,controlled_mlp,1,AdamW,optimizer_equal_hpo,orthogonal_all__m2,2,False,validation,2.0,0.002,64.06757812988496,0.1535133366039522,0.38233399391174316
bike-sharing,regression,controlled_mlp,1,AdamW,optimizer_equal_hpo,orthogonal_all__m2,2,False,test,2.0,0.002,68.75886110593622,0.1528368567356193,0.38233399391174316
bike-sharing,regression,controlled_mlp,1,AdamW,optimizer_equal_hpo,orthogonal_all__m3,3,False,validation,2.0,0.002,63.56284805119056,0.18455943633914657,0.4176271641626954
bike-sharing,regression,controlled_mlp,1,AdamW,optimizer_equal_hpo,orthogonal_all__m3,3,False,test,2.0,0.002,70.88447347120892,0.17326654576715778,0.4176271641626954
bike-sharing,regression,controlled_mlp,1,AdamW,optimizer_equal_hpo,orthogonal_all__m4,4,False,validation,2.0,0.002,65.47437862030856,0.17501542244000193,0.44096569810062647
bike-sharing,regression,controlled_mlp,1,AdamW,optimizer_equal_hpo,orthogonal_all__m4,4,False,test,2.0,0.002,67.53721251943712,0.1666259841491567,0.44096569810062647
bike-sharing,regression,controlled_mlp,1,AdamW,optimizer_equal_hpo,orthogonal_all__m5,5,False,validation,2.0,0.002,68.23144070067674,0.15950483663339726,0.4809811918530613
bike-sharing,regression,controlled_mlp,1,AdamW,optimizer_equal_hpo,orthogonal_all__m5,5,False,test,2.0,0.002,74.62413612683379,0.15503993466871802,0.4809811918530613
