dataset,problem_type,model,seed,method,track,representation_id,member,is_reference,split,selected_lr_multiplier,selected_learning_rate,task_error,disagreement,fit_seconds
bike-sharing,regression,tabm_d,0,AdamW,optimizer_equal_hpo,rbf_reference,-1,True,validation,2.0,0.004,62.39661754203905,0.0,0.3947502609807998
bike-sharing,regression,tabm_d,0,AdamW,optimizer_equal_hpo,rbf_reference,-1,True,test,2.0,0.004,63.58371306143935,0.0,0.3947502609807998
bike-sharing,regression,tabm_d,0,AdamW,optimizer_equal_hpo,orthogonal_all__m0,0,False,validation,2.0,0.004,58.967799878936724,0.08613502041414925,0.39735050895251334
bike-sharing,regression,tabm_d,0,AdamW,optimizer_equal_hpo,orthogonal_all__m0,0,False,test,2.0,0.004,58.524026129001754,0.08846470877728298,0.39735050895251334
bike-sharing,regression,tabm_d,0,AdamW,optimizer_equal_hpo,orthogonal_all__m1,1,False,validation,2.0,0.004,63.15248580960846,0.05594383698240869,0.4714059978723526
bike-sharing,regression,tabm_d,0,AdamW,optimizer_equal_hpo,orthogonal_all__m1,1,False,test,2.0,0.004,64.01965853878198,0.060171902881018,0.4714059978723526
bike-sharing,regression,tabm_d,0,AdamW,optimizer_equal_hpo,orthogonal_all__m2,2,False,validation,2.0,0.004,57.677483888716,0.08467573206398774,0.3730389850679785
bike-sharing,regression,tabm_d,0,AdamW,optimizer_equal_hpo,orthogonal_all__m2,2,False,test,2.0,0.004,59.04272201357234,0.09119192357486808,0.3730389850679785
bike-sharing,regression,tabm_d,0,AdamW,optimizer_equal_hpo,orthogonal_all__m3,3,False,validation,2.0,0.004,62.606514156013546,0.0887997736633044,0.4341525579802692
bike-sharing,regression,tabm_d,0,AdamW,optimizer_equal_hpo,orthogonal_all__m3,3,False,test,2.0,0.004,60.298270736468076,0.08465392663806927,0.4341525579802692
bike-sharing,regression,tabm_d,0,AdamW,optimizer_equal_hpo,orthogonal_all__m4,4,False,validation,2.0,0.004,63.22848747620792,0.08621158510790698,0.4025174821726978
bike-sharing,regression,tabm_d,0,AdamW,optimizer_equal_hpo,orthogonal_all__m4,4,False,test,2.0,0.004,62.45027891537801,0.07991185922701033,0.4025174821726978
bike-sharing,regression,tabm_d,0,AdamW,optimizer_equal_hpo,orthogonal_all__m5,5,False,validation,2.0,0.004,60.98277225820264,0.06997875746122648,0.5608924820553511
bike-sharing,regression,tabm_d,0,AdamW,optimizer_equal_hpo,orthogonal_all__m5,5,False,test,2.0,0.004,59.95226934392382,0.08073723206796798,0.5608924820553511
bike-sharing,regression,tabm_d,0,AdamW,optimizer_equal_hpo,orthogonal_all__m6,6,False,validation,2.0,0.004,58.99835693702496,0.08509799030753841,0.4471353238914162
