dataset,problem_type,model,seed,method,track,representation_id,member,is_reference,split,selected_lr_multiplier,selected_learning_rate,task_error,disagreement,fit_seconds
california_housing,regression,controlled_mlp,1,AdamW,optimizer_equal_hpo,rbf_reference,-1,True,validation,2.0,0.002,60101.53152018604,0.0,0.42037011100910604
california_housing,regression,controlled_mlp,1,AdamW,optimizer_equal_hpo,rbf_reference,-1,True,test,2.0,0.002,63363.59229550938,0.0,0.42037011100910604
california_housing,regression,controlled_mlp,1,AdamW,optimizer_equal_hpo,orthogonal_all__m0,0,False,validation,2.0,0.002,61226.303443730656,0.15154669099024443,0.3349434349220246
california_housing,regression,controlled_mlp,1,AdamW,optimizer_equal_hpo,orthogonal_all__m0,0,False,test,2.0,0.002,66608.6828769486,0.15105854806825553,0.3349434349220246
california_housing,regression,controlled_mlp,1,AdamW,optimizer_equal_hpo,orthogonal_all__m1,1,False,validation,2.0,0.002,60546.65557310578,0.11954735448384717,0.3847645919304341
california_housing,regression,controlled_mlp,1,AdamW,optimizer_equal_hpo,orthogonal_all__m1,1,False,test,2.0,0.002,66081.18892120774,0.13131411857529138,0.3847645919304341
california_housing,regression,controlled_mlp,1,AdamW,optimizer_equal_hpo,orthogonal_all__m2,2,False,validation,2.0,0.002,61439.10092650295,0.13446356195333645,0.308037593960762
california_housing,regression,controlled_mlp,1,AdamW,optimizer_equal_hpo,orthogonal_all__m2,2,False,test,2.0,0.002,65005.36622412148,0.1333731697669433,0.308037593960762
california_housing,regression,controlled_mlp,1,AdamW,optimizer_equal_hpo,orthogonal_all__m3,3,False,validation,2.0,0.002,61003.38570064953,0.16926583686144855,0.5015621359925717
california_housing,regression,controlled_mlp,1,AdamW,optimizer_equal_hpo,orthogonal_all__m3,3,False,test,2.0,0.002,66618.10359654068,0.18066750031669404,0.5015621359925717
california_housing,regression,controlled_mlp,1,AdamW,optimizer_equal_hpo,orthogonal_all__m4,4,False,validation,1.0,0.001,61780.40447386554,0.1345120435789029,0.4982072729617357
california_housing,regression,controlled_mlp,1,AdamW,optimizer_equal_hpo,orthogonal_all__m4,4,False,test,1.0,0.001,65686.51440692588,0.11732989107603589,0.4982072729617357
california_housing,regression,controlled_mlp,1,AdamW,optimizer_equal_hpo,orthogonal_all__m5,5,False,validation,2.0,0.002,59970.74925007781,0.1291694842372095,0.47620634105987847
california_housing,regression,controlled_mlp,1,AdamW,optimizer_equal_hpo,orthogonal_all__m5,5,False,test,2.0,0.002,66761.87951253312,0.14761408212399937,0.47620634105987847
california_housing,regression,controlled_mlp,1,AdamW,optimizer_equal_hpo,orthogonal_all__m6,6,False,validation,2.0,0.002,62102.30853673589,0.13322551628757004,0.26006799610331655
california_housing,regression,controlled_mlp,1,AdamW,optimizer_equal_hpo,orthogonal_all__m6,6,False,test,2.0,0.002,65127.59298270089,0.12585069569428742,0.26006799610331655
california_housing,regression,controlled_mlp,1,AdamW,optimizer_equal_hpo,orthogonal_all__m7,7,False,validation,2.0,0.002,59905.470639216044,0.16165335646665818,0.43775893887504935
california_housing,regression,controlled_mlp,1,AdamW,optimizer_equal_hpo,orthogonal_all__m7,7,False,test,2.0,0.002,66607.52174741181,0.17270190617566797,0.43775893887504935
california_housing,regression,controlled_mlp,1,BlockAdam+DataInit,optimizer_equal_hpo,rbf_reference,-1,True,validation,2.0,0.002,60736.797441388444,0.0,0.672488922951743
california_housing,regression,controlled_mlp,1,BlockAdam+DataInit,optimizer_equal_hpo,rbf_reference,-1,True,test,2.0,0.002,66139.69623286341,0.0,0.672488922951743
california_housing,regression,controlled_mlp,1,BlockAdam+DataInit,optimizer_equal_hpo,orthogonal_all__m0,0,False,validation,2.0,0.002,60736.79096003088,7.0412410988109e-07,0.6775730820372701
california_housing,regression,controlled_mlp,1,BlockAdam+DataInit,optimizer_equal_hpo,orthogonal_all__m0,0,False,test,2.0,0.002,66139.69007530833,7.241161530403747e-07,0.6775730820372701
california_housing,regression,controlled_mlp,1,BlockAdam+DataInit,optimizer_equal_hpo,orthogonal_all__m1,1,False,validation,2.0,0.002,60736.79178521947,6.927307561832675e-07,0.7304475880227983
california_housing,regression,controlled_mlp,1,BlockAdam+DataInit,optimizer_equal_hpo,orthogonal_all__m1,1,False,test,2.0,0.002,66139.69214762244,6.564568906886674e-07,0.7304475880227983
california_housing,regression,controlled_mlp,1,BlockAdam+DataInit,optimizer_equal_hpo,orthogonal_all__m2,2,False,validation,2.0,0.002,60736.78781331316,8.006225359848067e-07,0.7459721090272069
california_housing,regression,controlled_mlp,1,BlockAdam+DataInit,optimizer_equal_hpo,orthogonal_all__m2,2,False,test,2.0,0.002,66139.68610729827,6.573159711384513e-07,0.7459721090272069
california_housing,regression,controlled_mlp,1,BlockAdam+DataInit,optimizer_equal_hpo,orthogonal_all__m3,3,False,validation,2.0,0.002,60736.78369864854,8.908489214513101e-07,0.6996375159360468
california_housing,regression,controlled_mlp,1,BlockAdam+DataInit,optimizer_equal_hpo,orthogonal_all__m3,3,False,test,2.0,0.002,66139.68290223587,7.608899799588606e-07,0.6996375159360468
california_housing,regression,controlled_mlp,1,BlockAdam+DataInit,optimizer_equal_hpo,orthogonal_all__m4,4,False,validation,2.0,0.002,60736.79135013204,7.541037476844889e-07,0.7472556421998888
california_housing,regression,controlled_mlp,1,BlockAdam+DataInit,optimizer_equal_hpo,orthogonal_all__m4,4,False,test,2.0,0.002,66139.69472481014,7.575879188738938e-07,0.7472556421998888
california_housing,regression,controlled_mlp,1,BlockAdam+DataInit,optimizer_equal_hpo,orthogonal_all__m5,5,False,validation,2.0,0.002,60736.78513671386,7.258948536783936e-07,0.6460091709159315
california_housing,regression,controlled_mlp,1,BlockAdam+DataInit,optimizer_equal_hpo,orthogonal_all__m5,5,False,test,2.0,0.002,66139.68440060843,6.419216194507822e-07,0.6460091709159315
california_housing,regression,controlled_mlp,1,BlockAdam+DataInit,optimizer_equal_hpo,orthogonal_all__m6,6,False,validation,2.0,0.002,60736.79481872447,6.466286631068051e-07,0.6653805368114263
california_housing,regression,controlled_mlp,1,BlockAdam+DataInit,optimizer_equal_hpo,orthogonal_all__m6,6,False,test,2.0,0.002,66139.69082346928,5.404922313060807e-07,0.6653805368114263
california_housing,regression,controlled_mlp,1,BlockAdam+DataInit,optimizer_equal_hpo,orthogonal_all__m7,7,False,validation,2.0,0.002,60736.794528580765,6.170910838233076e-07,0.698107877979055
california_housing,regression,controlled_mlp,1,BlockAdam+DataInit,optimizer_equal_hpo,orthogonal_all__m7,7,False,test,2.0,0.002,66139.69591111338,5.993350220028778e-07,0.698107877979055
california_housing,regression,controlled_mlp,1,MatrixAdam+DataInit,optimizer_equal_hpo,rbf_reference,-1,True,validation,2.0,0.002,61108.34859542535,0.0,1.2058788151480258
california_housing,regression,controlled_mlp,1,MatrixAdam+DataInit,optimizer_equal_hpo,rbf_reference,-1,True,test,2.0,0.002,64338.40085579114,0.0,1.2058788151480258
california_housing,regression,controlled_mlp,1,MatrixAdam+DataInit,optimizer_equal_hpo,orthogonal_all__m0,0,False,validation,2.0,0.002,61108.33976832425,1.4295926451430788e-06,1.1834754678420722
california_housing,regression,controlled_mlp,1,MatrixAdam+DataInit,optimizer_equal_hpo,orthogonal_all__m0,0,False,test,2.0,0.002,64338.40866797706,1.1932863512289676e-06,1.1834754678420722
california_housing,regression,controlled_mlp,1,MatrixAdam+DataInit,optimizer_equal_hpo,orthogonal_all__m1,1,False,validation,2.0,0.002,61108.34176269926,7.440524814451829e-07,1.192862780066207
