experiment,dataset,model,seed,representation,regularizer,epoch,train_loss,val_loss
ple_identity_whitening,adult,mlp,0,ple_raw,standard,1,0.40564490982882806,0.31208122031554897
ple_identity_whitening,adult,mlp,0,ple_raw,standard,2,0.30564669638652475,0.2975218778130771
ple_identity_whitening,adult,mlp,0,ple_raw,standard,3,0.29756197479784635,0.292603268373398
ple_identity_whitening,adult,mlp,0,ple_raw,standard,4,0.29229566542756646,0.2910377914906439
ple_identity_whitening,adult,mlp,0,ple_raw,standard,5,0.286694316591619,0.29160102164990115
ple_identity_whitening,adult,mlp,0,ple_raw,standard,6,0.28612565188794525,0.28569697475115535
ple_identity_whitening,adult,mlp,0,ple_raw,standard,7,0.2832050523388884,0.2840229486811529
ple_identity_whitening,adult,mlp,0,ple_raw,standard,8,0.2776781594431078,0.28397728438262343
ple_identity_whitening,adult,mlp,0,ple_raw,standard,9,0.27676874882466085,0.2812385237738803
ple_identity_whitening,adult,mlp,0,ple_raw,standard,10,0.27697320425246796,0.2799213598337975
ple_identity_whitening,adult,mlp,0,ple_raw,standard,11,0.274854118246997,0.27790905163025553
ple_identity_whitening,adult,mlp,0,ple_raw,standard,12,0.27218946580219033,0.27892288611348603
ple_identity_whitening,adult,mlp,0,ple_raw,standard,13,0.27115667020073686,0.278961175911409
ple_identity_whitening,adult,mlp,0,ple_raw,standard,14,0.2699444630807975,0.27597910782329244
ple_identity_whitening,adult,mlp,0,ple_raw,standard,15,0.2713961279802299,0.28370925064602764
ple_identity_whitening,adult,mlp,0,ple_raw,standard,16,0.27053331018079996,0.2806592002352062
ple_identity_whitening,adult,mlp,0,ple_raw,standard,17,0.2694376364386931,0.2776342775630051
ple_identity_whitening,adult,mlp,0,ple_raw,standard,18,0.26654698979796004,0.281121538453048
ple_identity_whitening,adult,mlp,0,ple_raw,standard,19,0.26719076810656367,0.27621832560555587
ple_identity_whitening,adult,mlp,0,ple_raw,standard,20,0.26755214898094204,0.28028875151529065
ple_identity_whitening,adult,mlp,0,ple_raw,standard,21,0.26661651989751717,0.2749545412082121
ple_identity_whitening,adult,mlp,0,ple_raw,standard,22,0.2646628425660239,0.2782844639582539
ple_identity_whitening,adult,mlp,0,ple_raw,standard,23,0.26354411676416234,0.27478958370305606
ple_identity_whitening,adult,mlp,0,ple_raw,standard,24,0.26300230578356937,0.274667388691255
ple_identity_whitening,adult,mlp,0,ple_raw,standard,25,0.2641255423536465,0.2782788354418654
ple_identity_whitening,adult,mlp,0,ple_raw,standard,26,0.26235467766661025,0.2823998728353861
ple_identity_whitening,adult,mlp,0,ple_raw,standard,27,0.26394034032446745,0.2749976062423498
ple_identity_whitening,adult,mlp,0,ple_raw,standard,28,0.26123731449722365,0.2765475482529792
ple_identity_whitening,adult,mlp,0,ple_raw,standard,29,0.2603009673389229,0.2801665154285797
ple_identity_whitening,adult,mlp,0,ple_raw,standard,30,0.26061903214864707,0.27740132420227
ple_identity_whitening,adult,mlp,0,ple_raw,standard,31,0.2598582238910825,0.2804497692764409
ple_identity_whitening,adult,mlp,0,identity_raw,standard,1,0.42532572794604945,0.32916197883792186
ple_identity_whitening,adult,mlp,0,identity_raw,standard,2,0.31849442916654547,0.3081611438481025
ple_identity_whitening,adult,mlp,0,identity_raw,standard,3,0.2992795728494846,0.29297975056611913
ple_identity_whitening,adult,mlp,0,identity_raw,standard,4,0.28604224521932203,0.2853992006863285
ple_identity_whitening,adult,mlp,0,identity_raw,standard,5,0.2796323352861756,0.28114004089285927
ple_identity_whitening,adult,mlp,0,identity_raw,standard,6,0.27725823307798886,0.29340441811995016
ple_identity_whitening,adult,mlp,0,identity_raw,standard,7,0.2761450106740291,0.2777727348404223
ple_identity_whitening,adult,mlp,0,identity_raw,standard,8,0.272223293488383,0.2799384712429509
ple_identity_whitening,adult,mlp,0,identity_raw,standard,9,0.2704674239826437,0.2770081856387754
ple_identity_whitening,adult,mlp,0,identity_raw,standard,10,0.27072950728988177,0.27683236344371004
ple_identity_whitening,adult,mlp,0,identity_raw,standard,11,0.2723213057113807,0.2842284043522913
ple_identity_whitening,adult,mlp,0,identity_raw,standard,12,0.26891879345626735,0.27629781525420977
ple_identity_whitening,adult,mlp,0,identity_raw,standard,13,0.26861566151389327,0.27260517512770993
ple_identity_whitening,adult,mlp,0,identity_raw,standard,14,0.26748511499063976,0.27541391483939104
ple_identity_whitening,adult,mlp,0,identity_raw,standard,15,0.2676825919520357,0.2742305878683586
ple_identity_whitening,adult,mlp,0,identity_raw,standard,16,0.26731993159146505,0.2860346518284771
ple_identity_whitening,adult,mlp,0,identity_raw,standard,17,0.26664104969847113,0.27595971415102755
ple_identity_whitening,adult,mlp,0,identity_raw,standard,18,0.2643218030581017,0.27466349993520534
ple_identity_whitening,adult,mlp,0,identity_raw,standard,19,0.26466393382894904,0.2787612762906517
ple_identity_whitening,adult,mlp,0,identity_raw,standard,20,0.2643456728877248,0.2739009932338232
ple_identity_whitening,adult,mlp,0,ple_centered,standard,1,0.4092999993290304,0.31172685252158316
ple_identity_whitening,adult,mlp,0,ple_centered,standard,2,0.305731556632302,0.3031666650053596
ple_identity_whitening,adult,mlp,0,ple_centered,standard,3,0.2989034429375604,0.2941789793064842
ple_identity_whitening,adult,mlp,0,ple_centered,standard,4,0.29334430612568774,0.29141782595160115
ple_identity_whitening,adult,mlp,0,ple_centered,standard,5,0.2879677510085797,0.2947946250819711
ple_identity_whitening,adult,mlp,0,ple_centered,standard,6,0.28731044607021883,0.2869114539876977
ple_identity_whitening,adult,mlp,0,ple_centered,standard,7,0.2853331700589792,0.28756662063850674
ple_identity_whitening,adult,mlp,0,ple_centered,standard,8,0.2784153395847255,0.28594824663429996
ple_identity_whitening,adult,mlp,0,ple_centered,standard,9,0.2776726630015221,0.2848440757611554
ple_identity_whitening,adult,mlp,0,ple_centered,standard,10,0.2765776629969295,0.2800042003765146
ple_identity_whitening,adult,mlp,0,ple_centered,standard,11,0.27543791498833264,0.277756465617397
ple_identity_whitening,adult,mlp,0,ple_centered,standard,12,0.27339356910684476,0.2794812080199833
ple_identity_whitening,adult,mlp,0,ple_centered,standard,13,0.27152092018935836,0.27702604164168976
ple_identity_whitening,adult,mlp,0,ple_centered,standard,14,0.27039135190720054,0.27645030667591197
ple_identity_whitening,adult,mlp,0,ple_centered,standard,15,0.2717395593991151,0.2812090722545898
ple_identity_whitening,adult,mlp,0,ple_centered,standard,16,0.2703275648323265,0.2874586528694043
ple_identity_whitening,adult,mlp,0,ple_centered,standard,17,0.27030510896546833,0.279773905408578
ple_identity_whitening,adult,mlp,0,ple_centered,standard,18,0.26707341640967996,0.28055884602062087
ple_identity_whitening,adult,mlp,0,ple_centered,standard,19,0.2666669123295777,0.2761171748558271
ple_identity_whitening,adult,mlp,0,ple_centered,standard,20,0.2677361299203713,0.27612594881886826
ple_identity_whitening,adult,mlp,0,ple_centered,standard,21,0.26639206235180324,0.27709182903137913
ple_identity_whitening,adult,mlp,0,ple_centered,standard,22,0.26423997243440706,0.27693012190309163
ple_identity_whitening,adult,mlp,0,ple_centered,standard,23,0.2640468313447966,0.27469402778686614
ple_identity_whitening,adult,mlp,0,ple_centered,standard,24,0.2625713838992013,0.27596724548596724
ple_identity_whitening,adult,mlp,0,ple_centered,standard,25,0.26370052799252974,0.2792457387837088
ple_identity_whitening,adult,mlp,0,ple_centered,standard,26,0.2630200984290542,0.27983157628207733
ple_identity_whitening,adult,mlp,0,ple_centered,standard,27,0.2631268436112041,0.2769713096005303
ple_identity_whitening,adult,mlp,0,ple_centered,standard,28,0.2611168438445145,0.27940774819481645
ple_identity_whitening,adult,mlp,0,ple_centered,standard,29,0.2613171013186546,0.2797313607906699
ple_identity_whitening,adult,mlp,0,ple_centered,standard,30,0.25978210905260185,0.2786580548133743
ple_identity_whitening,adult,mlp,0,identity_centered,standard,1,0.4222618617501833,0.32727183278120864
ple_identity_whitening,adult,mlp,0,identity_centered,standard,2,0.31541269373249364,0.3008391672859778
ple_identity_whitening,adult,mlp,0,identity_centered,standard,3,0.29213125099421133,0.28560615030951925
ple_identity_whitening,adult,mlp,0,identity_centered,standard,4,0.280667499037281,0.27940035003801256
ple_identity_whitening,adult,mlp,0,identity_centered,standard,5,0.27555861673718296,0.27940758384381287
ple_identity_whitening,adult,mlp,0,identity_centered,standard,6,0.2747998475589096,0.2781690572466174
ple_identity_whitening,adult,mlp,0,identity_centered,standard,7,0.27478523460887283,0.2757535409137729
ple_identity_whitening,adult,mlp,0,identity_centered,standard,8,0.2695902635775854,0.2770966021577076
ple_identity_whitening,adult,mlp,0,identity_centered,standard,9,0.26979698830213245,0.2761312067844966
