dataset,split_seed,model,task,CANONICAL-INDEPENDENT,OC2-COUPLED,absolute_improvement,fractional_improvement,comparison_method,comparison_budget,OC2-INDEPENDENT,SRS-JOINT
bank_marketing_subscription,2026082801,tabm,classification,0.1824989312753216,0.1823648603778804,0.00013407089744119083,0.0007346393565391829,OC2-COUPLED,4,,
bank_marketing_subscription,2026082811,ft_transformer,classification,0.2165448113222938,0.2146090319690421,0.0019357793532517042,0.008939393843847836,OC2-COUPLED,4,,
bank_marketing_subscription,2026082811,mlp,classification,0.1802658258258635,0.1800856532675844,0.00018017255827909584,0.0009994826110476549,OC2-COUPLED,4,,
bank_marketing_subscription,2026082811,resnet,classification,0.2170821759073538,0.2239319706804793,-0.0068497947731255004,-0.03155392534875296,OC2-COUPLED,4,,
bank_marketing_subscription,2026082811,tabm,classification,0.1829202112145075,0.182331876866632,0.0005883343478755021,0.0032163441315162934,OC2-COUPLED,4,,
bank_marketing_subscription,2026082821,ft_transformer,classification,0.1893945357523094,0.1907086487828877,-0.0013141130305782955,-0.006938494953713424,OC2-COUPLED,4,,
bank_marketing_subscription,2026082821,mlp,classification,0.1748381074913331,0.1749242399867203,-8.613249538719225e-05,-0.0004926414305386022,OC2-COUPLED,4,,
bank_marketing_subscription,2026082821,resnet,classification,0.1879948332969755,0.1879630804428362,3.175285413931084e-05,0.00016890280218047717,OC2-COUPLED,4,,
bank_marketing_subscription,2026082821,tabm,classification,0.1747344515372636,0.1747454885042269,-1.1036966963279271e-05,-6.316422929868266e-05,OC2-COUPLED,4,,
credit_card_default,2026082801,ft_transformer,classification,0.2798018517794927,0.2877581764300232,-0.007956324650530533,-0.02843556824206004,OC2-COUPLED,4,,
credit_card_default,2026082801,mlp,classification,0.2671155785089134,0.2676976661854366,-0.0005820876765232352,-0.002179160346141367,OC2-COUPLED,4,,
credit_card_default,2026082801,resnet,classification,0.286471188934065,0.2871719878402838,-0.0007007989062188247,-0.0024463154875240265,OC2-COUPLED,4,,
credit_card_default,2026082801,tabm,classification,0.2645213743413557,0.2649255080166952,-0.00040413367533947975,-0.001527792135307596,OC2-COUPLED,4,,
credit_card_default,2026082811,ft_transformer,classification,0.3275657406020078,0.3331704892873972,-0.005604748685389349,-0.017110301813275143,OC2-COUPLED,4,,
credit_card_default,2026082811,mlp,classification,0.3030413360986287,0.3035727895614711,-0.0005314534628423906,-0.001753732575510498,OC2-COUPLED,4,,
credit_card_default,2026082811,resnet,classification,0.3295267140904506,0.3309988042053197,-0.0014720901148690957,-0.004467286116490777,OC2-COUPLED,4,,
credit_card_default,2026082811,tabm,classification,0.3007488283744783,0.301339427209486,-0.0005905988350076719,-0.0019637610500423492,OC2-COUPLED,4,,
credit_card_default,2026082821,ft_transformer,classification,0.3083735790144819,0.3115548915303604,-0.0031813125158784983,-0.010316423754737744,OC2-COUPLED,4,,
credit_card_default,2026082821,mlp,classification,0.2964726287036082,0.2983654121546447,-0.001892783451036495,-0.006384344684071197,OC2-COUPLED,4,,
credit_card_default,2026082821,resnet,classification,0.3096820333130903,0.3125867837669215,-0.0029047504538312063,-0.009379783588848008,OC2-COUPLED,4,,
credit_card_default,2026082821,tabm,classification,0.295367391428468,0.2972808070800066,-0.0019134156515385747,-0.006478086975968588,OC2-COUPLED,4,,
fremtpl_claim_count,2026082801,ft_transformer,regression,1.0963309654034674,1.1017973838461366,-0.005466418442669152,-0.004986102386205449,OC2-COUPLED,4,,
fremtpl_claim_count,2026082801,mlp,regression,0.9710611258633436,0.9706153414049488,0.0004457844583948267,0.0004590694102788762,OC2-COUPLED,4,,
fremtpl_claim_count,2026082801,resnet,regression,1.15604067617096,1.1297853016828672,0.026255374488092897,0.022711462519689182,OC2-COUPLED,4,,
fremtpl_claim_count,2026082801,tabm,regression,0.9808948829304428,0.9812282780025852,-0.00033339507214236175,-0.00033988868526496684,OC2-COUPLED,4,,
fremtpl_claim_count,2026082811,ft_transformer,regression,1.1756972579751164,1.167684889347836,0.008012368627280386,0.006814993037476292,OC2-COUPLED,4,,
fremtpl_claim_count,2026082811,mlp,regression,1.0649058397393674,1.065471295321963,-0.0005654555825955754,-0.0005309911557382097,OC2-COUPLED,4,,
fremtpl_claim_count,2026082811,resnet,regression,1.2338851483073086,1.2354445270825525,-0.0015593787752439248,-0.0012637957247343004,OC2-COUPLED,4,,
fremtpl_claim_count,2026082811,tabm,regression,1.0971861376892775,1.0982864033868205,-0.001100265697542957,-0.0010028067797686227,OC2-COUPLED,4,,
fremtpl_claim_count,2026082821,ft_transformer,regression,1.1291412769351157,1.1421210616012378,-0.012979784666122152,-0.011495270725868624,OC2-COUPLED,4,,
fremtpl_claim_count,2026082821,mlp,regression,1.0592304023448378,1.0608692200105043,-0.0016388176656665365,-0.0015471777075494206,OC2-COUPLED,4,,
fremtpl_claim_count,2026082821,resnet,regression,1.1874445509165523,1.183501240559909,0.003943310356643304,0.003320837468662922,OC2-COUPLED,4,,
fremtpl_claim_count,2026082821,tabm,regression,1.0690767855849117,1.0711904621061157,-0.0021136765212039776,-0.0019771044977349743,OC2-COUPLED,4,,
german_credit_risk,2026082801,ft_transformer,classification,0.4226916399540649,0.4154380917417897,0.007253548212275196,0.01716037774738923,OC2-COUPLED,4,,
german_credit_risk,2026082801,mlp,classification,0.3437082590490106,0.3399481080417698,0.0037601510072408084,0.010939949530583247,OC2-COUPLED,4,,
german_credit_risk,2026082801,resnet,classification,0.4717302683330438,0.4726389650916269,-0.0009086967585830719,-0.0019263058141130932,OC2-COUPLED,4,,
german_credit_risk,2026082801,tabm,classification,0.3503278714463189,0.3460664080841238,0.004261463362195073,0.012164214467440856,OC2-COUPLED,4,,
german_credit_risk,2026082811,ft_transformer,classification,0.3361519257733056,0.3353874366332416,0.0007644891400639953,0.0022742369787271486,OC2-COUPLED,4,,
german_credit_risk,2026082811,mlp,classification,0.2908633916289479,0.2887274739654359,0.0021359176635120103,0.007343370547768291,OC2-COUPLED,4,,
german_credit_risk,2026082811,resnet,classification,0.3529542345876162,0.3452423753662846,0.007711859221331607,0.021849459407512054,OC2-COUPLED,4,,
german_credit_risk,2026082811,tabm,classification,0.3004254726815775,0.2967825500832064,0.003642922598371068,0.01212587789528826,OC2-COUPLED,4,,
german_credit_risk,2026082821,ft_transformer,classification,0.3924617095425242,0.3942356861137123,-0.0017739765711881073,-0.004520126494011239,OC2-COUPLED,4,,
german_credit_risk,2026082821,mlp,classification,0.3392285408344614,0.3397044942372792,-0.00047595340281780807,-0.0014030464584348355,OC2-COUPLED,4,,
german_credit_risk,2026082821,resnet,classification,0.4019477568655756,0.4080879535347337,-0.0061401966691581045,-0.015276106320482803,OC2-COUPLED,4,,
german_credit_risk,2026082821,tabm,classification,0.3518759913143312,0.3548939739107976,-0.003017982596466351,-0.008576835791477411,OC2-COUPLED,4,,
heloc_credit_risk,2026082801,ft_transformer,classification,0.4319935244197126,0.4391163480674528,-0.007122823647740195,-0.01648826485838677,OC2-COUPLED,4,,
heloc_credit_risk,2026082801,mlp,classification,0.3846011467132587,0.3845563780145029,4.4768698755803804e-05,0.00011640292583209933,OC2-COUPLED,4,,
heloc_credit_risk,2026082801,resnet,classification,0.4322821867116897,0.4504997468043302,-0.018217560092640472,-0.04214274992735396,OC2-COUPLED,4,,
heloc_credit_risk,2026082801,tabm,classification,0.3859882991396455,0.3850649466522365,0.0009233524874089905,0.0023921774039967303,OC2-COUPLED,4,,
heloc_credit_risk,2026082811,ft_transformer,classification,0.4142824172010455,0.4248217492098816,-0.010539332008836055,-0.025439969381373634,OC2-COUPLED,4,,
heloc_credit_risk,2026082811,mlp,classification,0.3741972432944855,0.3745021730077044,-0.0003049297132188822,-0.0008148903250441874,OC2-COUPLED,4,,
heloc_credit_risk,2026082811,resnet,classification,0.4105007428809866,0.4178767994570455,-0.007376056576058887,-0.017968436608158275,OC2-COUPLED,4,,
heloc_credit_risk,2026082811,tabm,classification,0.3738880151166683,0.3736793359983305,0.00020867911833782893,0.0005581326758299876,OC2-COUPLED,4,,
heloc_credit_risk,2026082821,ft_transformer,classification,0.5053878761841517,0.4963717633950273,0.009016112789124398,0.01783998630358741,OC2-COUPLED,4,,
heloc_credit_risk,2026082821,mlp,classification,0.4108773623881012,0.4087138662063578,0.002163496181743385,0.005265552156898384,OC2-COUPLED,4,,
heloc_credit_risk,2026082821,resnet,classification,0.4864819145403649,0.4889785798151961,-0.0024966652748312224,-0.0051320824067840375,OC2-COUPLED,4,,
heloc_credit_risk,2026082821,tabm,classification,0.4138350815082282,0.4139898276355782,-0.00015474612735000282,-0.00037393187350388043,OC2-COUPLED,4,,
kdd17_stock_return,2026082801,ft_transformer,regression,0.8171025218907744,0.825293356921057,-0.008190835030282617,-0.010024243972872625,OC2-COUPLED,4,,
kdd17_stock_return,2026082801,mlp,regression,0.7256250643404201,0.7273555356373527,-0.0017304712969326008,-0.0023848008868127615,OC2-COUPLED,4,,
kdd17_stock_return,2026082801,resnet,regression,0.8636190796969458,0.8751758975795771,-0.011556817882631298,-0.013381846411599339,OC2-COUPLED,4,,
kdd17_stock_return,2026082801,tabm,regression,0.7220926157897338,0.7279862061507314,-0.005893590360997569,-0.008161820564460286,OC2-COUPLED,4,,
kdd17_stock_return,2026082811,ft_transformer,regression,1.0440714180003852,1.0793375197729174,-0.0352661017725322,-0.03377748031841936,OC2-COUPLED,4,,
kdd17_stock_return,2026082811,mlp,regression,1.01601328747347,1.0194258310869913,-0.0034125436135212794,-0.0033587588426203406,OC2-COUPLED,4,,
kdd17_stock_return,2026082811,resnet,regression,1.115385064156726,1.155128972492674,-0.0397439083359481,-0.035632455205948106,OC2-COUPLED,4,,
kdd17_stock_return,2026082811,tabm,regression,0.9536777535686268,0.9796984764220972,-0.026020722853470346,-0.027284607149639137,OC2-COUPLED,4,,
kdd17_stock_return,2026082821,ft_transformer,regression,1.241103553911671,1.243441315981276,-0.0023377620696050094,-0.0018836156437042862,OC2-COUPLED,4,,
kdd17_stock_return,2026082821,mlp,regression,1.166361871175468,1.177489580270546,-0.011127709095078098,-0.009540528861650382,OC2-COUPLED,4,,
kdd17_stock_return,2026082821,resnet,regression,1.2875991999171674,1.3089619032693762,-0.0213627033522088,-0.016591112633172717,OC2-COUPLED,4,,
kdd17_stock_return,2026082821,tabm,regression,1.1919525237753987,1.2072747572840303,-0.0153222335086316,-0.012854734733980721,OC2-COUPLED,4,,
lendingclub_loan_default,2026082801,ft_transformer,classification,0.2859149373109367,0.2825519302899887,0.0033630070209479945,0.011762264163521736,OC2-COUPLED,4,,
lendingclub_loan_default,2026082801,mlp,classification,0.2515499754251565,0.2516759039967995,-0.00012592857164300808,-0.0005006105503694455,OC2-COUPLED,4,,
lendingclub_loan_default,2026082801,resnet,classification,0.2816332090335602,0.2787812546213067,0.002851954412253499,0.010126484806391039,OC2-COUPLED,4,,
lendingclub_loan_default,2026082801,tabm,classification,0.2525057284026386,0.2529800016893785,-0.00047427328673993463,-0.0018782674347239826,OC2-COUPLED,4,,
lendingclub_loan_default,2026082811,ft_transformer,classification,0.3057212195138836,0.3047009086173472,0.0010203108965363694,0.0033373898552371646,OC2-COUPLED,4,,
lendingclub_loan_default,2026082811,mlp,classification,0.2652758373291463,0.2657234348992304,-0.00044759757008411283,-0.001687291140386628,OC2-COUPLED,4,,
lendingclub_loan_default,2026082811,resnet,classification,0.3039073711951265,0.2941010102534485,0.009806360941678027,0.032267598193206584,OC2-COUPLED,4,,
lendingclub_loan_default,2026082811,tabm,classification,0.2645709916253643,0.2648799513083458,-0.0003089596829815022,-0.0011677761083459704,OC2-COUPLED,4,,
lendingclub_loan_default,2026082821,ft_transformer,classification,0.2737242136219734,0.2761753237150991,-0.002451110093125708,-0.008954670325624942,OC2-COUPLED,4,,
lendingclub_loan_default,2026082821,mlp,classification,0.2634258530556238,0.2637324421244681,-0.0003065890688442874,-0.0011638533776696146,OC2-COUPLED,4,,
lendingclub_loan_default,2026082821,resnet,classification,0.2718494425606417,0.2717851699024337,6.427265820801997e-05,0.00023642740482604673,OC2-COUPLED,4,,
lendingclub_loan_default,2026082821,tabm,classification,0.2623810059659843,0.2626088063909312,-0.00022780042494691122,-0.0008682047090574987,OC2-COUPLED,4,,
openml-abalone-183,2026082801,ft_transformer,regression,0.4014570164727047,0.4069459743568737,-0.005488957884168977,-0.0136725917319773,OC2-COUPLED,4,,
openml-abalone-183,2026082801,mlp,regression,0.3801870476454496,0.3790503865792372,0.0011366610662124077,0.0029897416896548824,OC2-COUPLED,4,,
openml-abalone-183,2026082801,resnet,regression,0.3963975470978766,0.4051102199560318,-0.00871267285815519,-0.021979633632808273,OC2-COUPLED,4,,
openml-abalone-183,2026082801,tabm,regression,0.3678394249873236,0.3669695117382079,0.0008699132491156725,0.0023649266229296964,OC2-COUPLED,4,,
openml-abalone-183,2026082811,ft_transformer,regression,0.4172651878325268,0.4162771500692642,0.000988037763262617,0.0023678892753909173,OC2-COUPLED,4,,
openml-abalone-183,2026082811,mlp,regression,0.4396521298331208,0.4381338940952822,0.0015182357378386024,0.0034532659682892488,OC2-COUPLED,4,,
openml-abalone-183,2026082811,resnet,regression,0.4130328487372026,0.4144333173912158,-0.0014004686540132205,-0.00339069557855987,OC2-COUPLED,4,,
openml-abalone-183,2026082811,tabm,regression,0.4277318189851939,0.4264082812749992,0.001323537710194722,0.0030943166990355163,OC2-COUPLED,4,,
openml-abalone-183,2026082821,ft_transformer,regression,0.4082090663141571,0.4096119609256192,-0.001402894611462091,-0.0034367061567966875,OC2-COUPLED,4,,
openml-abalone-183,2026082821,mlp,regression,0.4249298179056495,0.4230776596425899,0.0018521582630595668,0.004358739220015895,OC2-COUPLED,4,,
openml-abalone-183,2026082821,resnet,regression,0.4012547673773952,0.3946365505709828,0.006618216806412391,0.016493802303382255,OC2-COUPLED,4,,
openml-abalone-183,2026082821,tabm,regression,0.4095955140073783,0.4092840099247913,0.0003115040825870108,0.0007605163434026269,OC2-COUPLED,4,,
openml-kin8nm-189,2026082801,ft_transformer,regression,0.0987003190821269,0.102739211560134,-0.004038892478007108,-0.04092076414308664,OC2-COUPLED,4,,
openml-kin8nm-189,2026082801,mlp,regression,0.2256069404829759,0.2324911907586698,-0.0068842502756939206,-0.030514355014771368,OC2-COUPLED,4,,
openml-kin8nm-189,2026082801,resnet,regression,0.1001523475861176,0.1018058673590849,-0.0016535197729672935,-0.016510045074534952,OC2-COUPLED,4,,
openml-kin8nm-189,2026082801,tabm,regression,0.1516931579681113,0.1540083087508264,-0.002315150782715103,-0.015262064642373589,OC2-COUPLED,4,,
openml-kin8nm-189,2026082811,ft_transformer,regression,0.0934418922988697,0.0981456747344754,-0.004703782435605694,-0.050339117925403916,OC2-COUPLED,4,,
openml-kin8nm-189,2026082811,mlp,regression,0.246696548332693,0.2525047055292029,-0.0058081571965099,-0.02354373109702802,OC2-COUPLED,4,,
openml-kin8nm-189,2026082811,resnet,regression,0.0879169143881881,0.0908494170364573,-0.002932502648269192,-0.033355386374469734,OC2-COUPLED,4,,
openml-kin8nm-189,2026082811,tabm,regression,0.157350213965401,0.1574225181868591,-7.230422145809712e-05,-0.00045951142763616293,OC2-COUPLED,4,,
openml-kin8nm-189,2026082821,ft_transformer,regression,0.0853025560063542,0.0904328038459992,-0.005130247839644997,-0.06014178331611592,OC2-COUPLED,4,,
openml-kin8nm-189,2026082821,mlp,regression,0.2611171631724573,0.274040776962346,-0.01292361378988871,-0.049493543943540726,OC2-COUPLED,4,,
openml-kin8nm-189,2026082821,resnet,regression,0.0809378539270255,0.0854282121282092,-0.0044903582011836946,-0.055479086525227775,OC2-COUPLED,4,,
openml-kin8nm-189,2026082821,tabm,regression,0.1638691247208044,0.1674220491621341,-0.003552924441329708,-0.021681475673853024,OC2-COUPLED,4,,
openml-pol-201,2026082801,ft_transformer,regression,0.0218775844914489,0.0228543121410978,-0.0009767276496488973,-0.04464513209996571,OC2-COUPLED,4,,
openml-pol-201,2026082801,mlp,regression,0.1321764097665436,0.1325192756175363,-0.00034286585099269073,-0.0025940018464586613,OC2-COUPLED,4,,
openml-pol-201,2026082801,resnet,regression,0.0225604722145362,0.0238179818845275,-0.001257509669991299,-0.0557395101500162,OC2-COUPLED,4,,
openml-pol-201,2026082801,tabm,regression,0.0534620894686668,0.0527889863753454,0.0006731030933214005,0.012590287809755258,OC2-COUPLED,4,,
openml-pol-201,2026082811,ft_transformer,regression,0.0159058861154335,0.0193384269226169,-0.003432540807183398,-0.2158031801732064,OC2-COUPLED,4,,
openml-pol-201,2026082811,mlp,regression,0.1301055361400358,0.1331300536384435,-0.0030245174984076806,-0.02324664720763548,OC2-COUPLED,4,,
openml-pol-201,2026082811,resnet,regression,0.0176296800746058,0.0183433571808759,-0.0007136771062700997,-0.040481568766417765,OC2-COUPLED,4,,
openml-pol-201,2026082811,tabm,regression,0.0507899836593424,0.0496192759132022,0.0011707077461401982,0.023049972884266842,OC2-COUPLED,4,,
openml-pol-201,2026082821,ft_transformer,regression,0.0157964994141366,0.0178932506732644,-0.0020967512591278,-0.13273518417956423,OC2-COUPLED,4,,
openml-pol-201,2026082821,mlp,regression,0.1231086268526269,0.1258647199426698,-0.002756093090042891,-0.02238748949204189,OC2-COUPLED,4,,
openml-pol-201,2026082821,resnet,regression,0.0165588765958091,0.0179472755722989,-0.0013883989764898012,-0.08384620589788032,OC2-COUPLED,4,,
openml-pol-201,2026082821,tabm,regression,0.0483312490032403,0.0475781017072131,0.0007531472960271984,0.015583029852522636,OC2-COUPLED,4,,
openml-puma32h-308,2026082801,ft_transformer,regression,0.1094429379299981,0.1127277728126411,-0.0032848348826430007,-0.030014132887624483,OC2-COUPLED,4,,
openml-puma32h-308,2026082801,mlp,regression,0.9810358294053004,0.981648600952688,-0.0006127715473875917,-0.0006246168886197062,OC2-COUPLED,4,,
openml-puma32h-308,2026082801,resnet,regression,0.1797826467081904,0.1840915311002973,-0.0043088843921068876,-0.023967187439957665,OC2-COUPLED,4,,
openml-puma32h-308,2026082801,tabm,regression,0.8572510891826823,0.776647954668147,0.08060313451453538,0.09402511764830042,OC2-COUPLED,4,,
openml-puma32h-308,2026082811,ft_transformer,regression,0.1054339536494808,0.1113180473922959,-0.005884093742815094,-0.05580833819792994,OC2-COUPLED,4,,
openml-puma32h-308,2026082811,mlp,regression,0.8864285555901006,0.8955580725383916,-0.009129516948291005,-0.010299213501998966,OC2-COUPLED,4,,
openml-puma32h-308,2026082811,resnet,regression,0.1774345378798898,0.1845855342342895,-0.007150996354399697,-0.04030216687148247,OC2-COUPLED,4,,
openml-puma32h-308,2026082811,tabm,regression,0.7369054204318672,0.6212787968020136,0.11562662362985365,0.1569083635754641,OC2-COUPLED,4,,
openml-puma32h-308,2026082821,ft_transformer,regression,0.0986513529205694,0.1045145868629505,-0.005863233942381099,-0.059433892884388204,OC2-COUPLED,4,,
openml-puma32h-308,2026082821,mlp,regression,0.8391847802558914,0.8466908138627223,-0.007506033606830886,-0.008944434865158163,OC2-COUPLED,4,,
openml-puma32h-308,2026082821,resnet,regression,0.1742232843535021,0.177879863671502,-0.0036565793179998973,-0.02098789109371072,OC2-COUPLED,4,,
openml-puma32h-308,2026082821,tabm,regression,0.7273939882870764,0.69438139407074,0.0330125942163364,0.04538474987135515,OC2-COUPLED,4,,
australian_credit_approval,2026082801,ft_transformer,classification,0.2022532305115047,,0.001132450216218911,0.0055991699779277156,OC2-INDEPENDENT,4,0.2011207802952858,
australian_credit_approval,2026082801,mlp,classification,0.1800614939770118,,-0.0008003121174186001,-0.004444659986664194,OC2-INDEPENDENT,4,0.1808618060944304,
australian_credit_approval,2026082801,resnet,classification,0.2173416355896679,,0.0033943325907694055,0.015617498145536028,OC2-INDEPENDENT,4,0.2139473029988985,
australian_credit_approval,2026082801,tabm,classification,0.1823830924389876,,0.0005642652401325887,0.0030938462145078042,OC2-INDEPENDENT,4,0.181818827198855,
australian_credit_approval,2026082811,ft_transformer,classification,0.2508477508451409,,-0.0009646150535906339,-0.003845420380851381,OC2-INDEPENDENT,4,0.2518123658987315,
australian_credit_approval,2026082811,mlp,classification,0.2006081927883435,,-0.00010523457670730263,-0.0005245776617824025,OC2-INDEPENDENT,4,0.2007134273650508,
australian_credit_approval,2026082811,resnet,classification,0.2553698813131183,,0.001276122955760961,0.004997155299595649,OC2-INDEPENDENT,4,0.2540937583573573,
australian_credit_approval,2026082811,tabm,classification,0.1867165651108717,,0.0014216548741589063,0.0076139729397588915,OC2-INDEPENDENT,4,0.1852949102367128,
australian_credit_approval,2026082821,ft_transformer,classification,0.2729311848448735,,0.0030577979701914004,0.011203549246046647,OC2-INDEPENDENT,4,0.2698733868746821,
australian_credit_approval,2026082821,mlp,classification,0.2566438848201284,,-0.0005067602677227834,-0.001974565916807064,OC2-INDEPENDENT,4,0.2571506450878512,
australian_credit_approval,2026082821,resnet,classification,0.2562239025438662,,-0.0008993433127316153,-0.003509989910397393,OC2-INDEPENDENT,4,0.2571232458565978,
australian_credit_approval,2026082821,tabm,classification,0.2413972169675383,,2.9401838464809815e-05,0.00012179858092052322,OC2-INDEPENDENT,4,0.2413678151290735,
bank_marketing_subscription,2026082801,ft_transformer,classification,0.2124643629252409,,0.0023114709133950084,0.010879334687334543,OC2-INDEPENDENT,4,0.2101528920118459,
bank_marketing_subscription,2026082801,mlp,classification,0.1800118409641169,,-8.936623203828487e-05,-0.0004964464090787166,OC2-INDEPENDENT,4,0.1801012071961552,
bank_marketing_subscription,2026082801,resnet,classification,0.212621768004522,,-0.0005850346402122009,-0.0027515274927060076,OC2-INDEPENDENT,4,0.2132068026447342,
bank_marketing_subscription,2026082801,tabm,classification,0.1824989312753216,,-0.000133300636044692,-0.0007304187214312611,OC2-INDEPENDENT,4,0.1826322319113663,
bank_marketing_subscription,2026082811,ft_transformer,classification,0.2165448113222938,,0.0016131719324875005,0.00744959864259477,OC2-INDEPENDENT,4,0.2149316393898063,
bank_marketing_subscription,2026082811,mlp,classification,0.1802658258258635,,5.684197698610505e-05,0.0003153230886979893,OC2-INDEPENDENT,4,0.1802089838488774,
bank_marketing_subscription,2026082811,resnet,classification,0.2170821759073538,,-0.001169868794887008,-0.00538905964986404,OC2-INDEPENDENT,4,0.2182520447022408,
bank_marketing_subscription,2026082811,tabm,classification,0.1829202112145075,,-0.0001469652819814926,-0.0008034392755492112,OC2-INDEPENDENT,4,0.183067176496489,
bank_marketing_subscription,2026082821,ft_transformer,classification,0.1893945357523094,,0.0005723388840919996,0.003021939792605768,OC2-INDEPENDENT,4,0.1888221968682174,
bank_marketing_subscription,2026082821,mlp,classification,0.1748381074913331,,9.108421208481321e-05,0.0005209631549536667,OC2-INDEPENDENT,4,0.1747470232792483,
bank_marketing_subscription,2026082821,resnet,classification,0.1879948332969755,,0.002335185567371195,0.012421541200987698,OC2-INDEPENDENT,4,0.1856596477296043,
bank_marketing_subscription,2026082821,tabm,classification,0.1747344515372636,,-9.786711575940354e-05,-0.0005600905539714505,OC2-INDEPENDENT,4,0.174832318653023,
credit_card_default,2026082801,ft_transformer,classification,0.2798018517794927,,-0.002524268961382803,-0.009021630648006356,OC2-INDEPENDENT,4,0.2823261207408755,
credit_card_default,2026082801,mlp,classification,0.2671155785089134,,-0.0002645709284197495,-0.0009904735990938134,OC2-INDEPENDENT,4,0.2673801494373331,
credit_card_default,2026082801,resnet,classification,0.286471188934065,,0.0007166432478136753,0.00250162416150903,OC2-INDEPENDENT,4,0.2857545456862513,
credit_card_default,2026082801,tabm,classification,0.2645213743413557,,5.417783907202267e-05,0.00020481459846835682,OC2-INDEPENDENT,4,0.2644671965022837,
credit_card_default,2026082811,ft_transformer,classification,0.3275657406020078,,-0.0009286033597769583,-0.002834861051312478,OC2-INDEPENDENT,4,0.3284943439617848,
credit_card_default,2026082811,mlp,classification,0.3030413360986287,,0.00010036802299029368,0.00033120241707760824,OC2-INDEPENDENT,4,0.3029409680756384,
credit_card_default,2026082811,resnet,classification,0.3295267140904506,,0.0002471300440335944,0.0007499545058606708,OC2-INDEPENDENT,4,0.329279584046417,
credit_card_default,2026082811,tabm,classification,0.3007488283744783,,4.249803800360219e-05,0.00014130741001818842,OC2-INDEPENDENT,4,0.3007063303364747,
credit_card_default,2026082821,ft_transformer,classification,0.3083735790144819,,0.0011200187712392395,0.003632019237246784,OC2-INDEPENDENT,4,0.3072535602432427,
credit_card_default,2026082821,mlp,classification,0.2964726287036082,,-1.0521092266235765e-05,-3.5487566971162084e-05,OC2-INDEPENDENT,4,0.2964831497958744,
credit_card_default,2026082821,resnet,classification,0.3096820333130903,,-0.00010872001935979814,-0.0003510698318422676,OC2-INDEPENDENT,4,0.3097907533324501,
credit_card_default,2026082821,tabm,classification,0.295367391428468,,0.00016189554157702846,0.0005481158254946917,OC2-INDEPENDENT,4,0.295205495886891,
fremtpl_claim_count,2026082801,ft_transformer,regression,1.0963309654034674,,-0.00465567409992218,-0.004246595459619092,OC2-INDEPENDENT,4,1.1009866395033896,
fremtpl_claim_count,2026082801,mlp,regression,0.9710611258633436,,-1.8477323464827222e-05,-1.9027971538248474e-05,OC2-INDEPENDENT,4,0.9710796031868084,
fremtpl_claim_count,2026082801,resnet,regression,1.15604067617096,,-0.002029076684266329,-0.0017551948872482931,OC2-INDEPENDENT,4,1.1580697528552264,
fremtpl_claim_count,2026082801,tabm,regression,0.9808948829304428,,0.0011329003609718002,0.0011549661239818462,OC2-INDEPENDENT,4,0.979761982569471,
