dataset,task,model,seed,representation,bins,max_cardinality,variance_columns,utility_columns,utility_statistics,top8_values,input_features,parameters,width,best_epoch,val_score,test_score,train_seconds,selected_numeric,members,activation,test_loss,test_auc,test_mae
adult,binclass,resnet,1,utility_top8,128,128,3;4;5,3;4,"{""0"":{""cardinality"":73,""fold_wins"":0,""relative_gain"":-0.008582651031315296},""2"":{""cardinality"":16,""fold_wins"":0,""relative_gain"":-0.003506499821401756},""3"":{""cardinality"":116,""fold_wins"":5,""relative_gain"":0.027499698005552017},""4"":{""cardinality"":88,""fold_wins"":5,""relative_gain"":0.017893877469805152},""5"":{""cardinality"":93,""fold_wins"":0,""relative_gain"":-0.008277867058827862}}","{""3"":[0.0,15024.0,7688.0,7298.0,99999.0,3103.0,5178.0,4386.0],""4"":[0.0,1902.0,1977.0,1887.0,1848.0,2415.0,1485.0,1602.0]}",366,1319053,383,21,0.8645785352372178,0.8667158036975616,11.728190958034247,3;4,,gelu,0.28848262322814483,0.9213178941311252,nan
adult,binclass,resnet,1,all_identity,128,128,3;4;5,3;4,"{""0"":{""cardinality"":73,""fold_wins"":0,""relative_gain"":-0.008582651031315296},""2"":{""cardinality"":16,""fold_wins"":0,""relative_gain"":-0.003506499821401756},""3"":{""cardinality"":116,""fold_wins"":5,""relative_gain"":0.027499698005552017},""4"":{""cardinality"":88,""fold_wins"":5,""relative_gain"":0.017893877469805152},""5"":{""cardinality"":93,""fold_wins"":0,""relative_gain"":-0.008277867058827862}}","{""3"":[0.0,15024.0,7688.0,7298.0,99999.0,3103.0,5178.0,4386.0],""4"":[0.0,1902.0,1977.0,1887.0,1848.0,2415.0,1485.0,1602.0]}",736,1319853,362,9,0.8661139259941655,0.8692340765309257,9.177051883889362,0;2;3;4;5,,gelu,0.28102291656757916,0.9259759067483728,nan
adult,binclass,mlp,2,baseline_ple,128,128,3;4;5,3;4,"{""0"":{""cardinality"":73,""fold_wins"":0,""relative_gain"":-0.011281832465863456},""2"":{""cardinality"":16,""fold_wins"":0,""relative_gain"":-0.0031689214969852024},""3"":{""cardinality"":116,""fold_wins"":5,""relative_gain"":0.02864447414772803},""4"":{""cardinality"":88,""fold_wins"":5,""relative_gain"":0.017997842925303553},""5"":{""cardinality"":93,""fold_wins"":0,""relative_gain"":-0.008444663721890079}}","{""3"":[0.0,15024.0,7688.0,7298.0,99999.0,3103.0,5178.0,4386.0],""4"":[0.0,1902.0,1977.0,1887.0,1848.0,2415.0,1485.0,1602.0]}",350,430849,384,9,0.8578228159066482,0.8586081935999017,8.223760169930756,,,gelu,0.3031971166764169,0.9127627051201872,nan
adult,binclass,mlp,2,variance_identity,128,128,3;4;5,3;4,"{""0"":{""cardinality"":73,""fold_wins"":0,""relative_gain"":-0.011281832465863456},""2"":{""cardinality"":16,""fold_wins"":0,""relative_gain"":-0.0031689214969852024},""3"":{""cardinality"":116,""fold_wins"":5,""relative_gain"":0.02864447414772803},""4"":{""cardinality"":88,""fold_wins"":5,""relative_gain"":0.017997842925303553},""5"":{""cardinality"":93,""fold_wins"":0,""relative_gain"":-0.008444663721890079}}","{""3"":[0.0,15024.0,7688.0,7298.0,99999.0,3103.0,5178.0,4386.0],""4"":[0.0,1902.0,1977.0,1887.0,1848.0,2415.0,1485.0,1602.0]}",647,430662,329,7,0.8697988638108398,0.8739635157545605,6.2555563969071954,3;4;5,,gelu,0.27664965375852174,0.9269559483625827,nan
adult,binclass,mlp,2,utility_identity,128,128,3;4;5,3;4,"{""0"":{""cardinality"":73,""fold_wins"":0,""relative_gain"":-0.011281832465863456},""2"":{""cardinality"":16,""fold_wins"":0,""relative_gain"":-0.0031689214969852024},""3"":{""cardinality"":116,""fold_wins"":5,""relative_gain"":0.02864447414772803},""4"":{""cardinality"":88,""fold_wins"":5,""relative_gain"":0.017997842925303553},""5"":{""cardinality"":93,""fold_wins"":0,""relative_gain"":-0.008444663721890079}}","{""3"":[0.0,15024.0,7688.0,7298.0,99999.0,3103.0,5178.0,4386.0],""4"":[0.0,1902.0,1977.0,1887.0,1848.0,2415.0,1485.0,1602.0]}",554,430561,345,9,0.869031168432366,0.871875191941527,6.776002467144281,3;4,,gelu,0.27888108416430407,0.9258855251676894,nan
adult,binclass,mlp,2,utility_top8,128,128,3;4;5,3;4,"{""0"":{""cardinality"":73,""fold_wins"":0,""relative_gain"":-0.011281832465863456},""2"":{""cardinality"":16,""fold_wins"":0,""relative_gain"":-0.0031689214969852024},""3"":{""cardinality"":116,""fold_wins"":5,""relative_gain"":0.02864447414772803},""4"":{""cardinality"":88,""fold_wins"":5,""relative_gain"":0.017997842925303553},""5"":{""cardinality"":93,""fold_wins"":0,""relative_gain"":-0.008444663721890079}}","{""3"":[0.0,15024.0,7688.0,7298.0,99999.0,3103.0,5178.0,4386.0],""4"":[0.0,1902.0,1977.0,1887.0,1848.0,2415.0,1485.0,1602.0]}",366,431293,381,10,0.8650391524643022,0.866654382408943,6.440944816917181,3;4,,gelu,0.28680222333531225,0.9209803719852857,nan
adult,binclass,mlp,2,all_identity,128,128,3;4;5,3;4,"{""0"":{""cardinality"":73,""fold_wins"":0,""relative_gain"":-0.011281832465863456},""2"":{""cardinality"":16,""fold_wins"":0,""relative_gain"":-0.0031689214969852024},""3"":{""cardinality"":116,""fold_wins"":5,""relative_gain"":0.02864447414772803},""4"":{""cardinality"":88,""fold_wins"":5,""relative_gain"":0.017997842925303553},""5"":{""cardinality"":93,""fold_wins"":0,""relative_gain"":-0.008444663721890079}}","{""3"":[0.0,15024.0,7688.0,7298.0,99999.0,3103.0,5178.0,4386.0],""4"":[0.0,1902.0,1977.0,1887.0,1848.0,2415.0,1485.0,1602.0]}",736,431551,315,5,0.8702594810379242,0.8702168171488238,5.431902566924691,0;2;3;4;5,,gelu,0.27815947934073865,0.9265526656450255,nan
adult,binclass,resnet,2,baseline_ple,128,128,3;4;5,3;4,"{""0"":{""cardinality"":73,""fold_wins"":0,""relative_gain"":-0.011281832465863456},""2"":{""cardinality"":16,""fold_wins"":0,""relative_gain"":-0.0031689214969852024},""3"":{""cardinality"":116,""fold_wins"":5,""relative_gain"":0.02864447414772803},""4"":{""cardinality"":88,""fold_wins"":5,""relative_gain"":0.017997842925303553},""5"":{""cardinality"":93,""fold_wins"":0,""relative_gain"":-0.008444663721890079}}","{""3"":[0.0,15024.0,7688.0,7298.0,99999.0,3103.0,5178.0,4386.0],""4"":[0.0,1902.0,1977.0,1887.0,1848.0,2415.0,1485.0,1602.0]}",350,1319425,384,18,0.8576692768309535,0.8583010871568085,11.652232983149588,,,gelu,0.30145073342685125,0.9139680368075199,nan
adult,binclass,resnet,2,variance_identity,128,128,3;4;5,3;4,"{""0"":{""cardinality"":73,""fold_wins"":0,""relative_gain"":-0.011281832465863456},""2"":{""cardinality"":16,""fold_wins"":0,""relative_gain"":-0.0031689214969852024},""3"":{""cardinality"":116,""fold_wins"":5,""relative_gain"":0.02864447414772803},""4"":{""cardinality"":88,""fold_wins"":5,""relative_gain"":0.017997842925303553},""5"":{""cardinality"":93,""fold_wins"":0,""relative_gain"":-0.008444663721890079}}","{""3"":[0.0,15024.0,7688.0,7298.0,99999.0,3103.0,5178.0,4386.0],""4"":[0.0,1902.0,1977.0,1887.0,1848.0,2415.0,1485.0,1602.0]}",647,1320100,367,8,0.8679563949025026,0.8726122474049506,9.418405605945736,3;4;5,,gelu,0.27658558057825944,0.9269126655697512,nan
adult,binclass,resnet,2,utility_identity,128,128,3;4;5,3;4,"{""0"":{""cardinality"":73,""fold_wins"":0,""relative_gain"":-0.011281832465863456},""2"":{""cardinality"":16,""fold_wins"":0,""relative_gain"":-0.0031689214969852024},""3"":{""cardinality"":116,""fold_wins"":5,""relative_gain"":0.02864447414772803},""4"":{""cardinality"":88,""fold_wins"":5,""relative_gain"":0.017997842925303553},""5"":{""cardinality"":93,""fold_wins"":0,""relative_gain"":-0.008444663721890079}}","{""3"":[0.0,15024.0,7688.0,7298.0,99999.0,3103.0,5178.0,4386.0],""4"":[0.0,1902.0,1977.0,1887.0,1848.0,2415.0,1485.0,1602.0]}",554,1318369,372,16,0.8693382465837556,0.8714452429211965,10.086147859925404,3;4,,gelu,0.2785382374038934,0.9265354152565781,nan
adult,binclass,resnet,2,utility_top8,128,128,3;4;5,3;4,"{""0"":{""cardinality"":73,""fold_wins"":0,""relative_gain"":-0.011281832465863456},""2"":{""cardinality"":16,""fold_wins"":0,""relative_gain"":-0.0031689214969852024},""3"":{""cardinality"":116,""fold_wins"":5,""relative_gain"":0.02864447414772803},""4"":{""cardinality"":88,""fold_wins"":5,""relative_gain"":0.017997842925303553},""5"":{""cardinality"":93,""fold_wins"":0,""relative_gain"":-0.008444663721890079}}","{""3"":[0.0,15024.0,7688.0,7298.0,99999.0,3103.0,5178.0,4386.0],""4"":[0.0,1902.0,1977.0,1887.0,1848.0,2415.0,1485.0,1602.0]}",366,1319053,383,14,0.8654997696913864,0.8654259566365702,8.650250477017835,3;4,,gelu,0.2895202669497452,0.9213156568080174,nan
adult,binclass,resnet,2,all_identity,128,128,3;4;5,3;4,"{""0"":{""cardinality"":73,""fold_wins"":0,""relative_gain"":-0.011281832465863456},""2"":{""cardinality"":16,""fold_wins"":0,""relative_gain"":-0.0031689214969852024},""3"":{""cardinality"":116,""fold_wins"":5,""relative_gain"":0.02864447414772803},""4"":{""cardinality"":88,""fold_wins"":5,""relative_gain"":0.017997842925303553},""5"":{""cardinality"":93,""fold_wins"":0,""relative_gain"":-0.008444663721890079}}","{""3"":[0.0,15024.0,7688.0,7298.0,99999.0,3103.0,5178.0,4386.0],""4"":[0.0,1902.0,1977.0,1887.0,1848.0,2415.0,1485.0,1602.0]}",736,1319853,362,7,0.8691847075080608,0.8731650390025183,7.617641476914287,0;2;3;4;5,,gelu,0.28007483426691704,0.9253694249096863,nan
diamond,regression,mlp,0,baseline_ple,128,128,2,,"{""2"":{""cardinality"":116,""fold_wins"":0,""relative_gain"":-0.0013321606774416342}}",{},553,508801,384,26,0.13279498452288419,0.1383325159549713,13.253509000875056,,,gelu,0.01913588635341883,nan,0.07045381120779373
diamond,regression,mlp,0,variance_identity,128,128,2,,"{""2"":{""cardinality"":116,""fold_wins"":0,""relative_gain"":-0.0013321606774416342}}",{},669,507838,363,38,0.13353949413935773,0.1386294811964035,17.24484599707648,2,,gelu,0.01921813313886121,nan,0.07682952625846412
diamond,regression,mlp,0,utility_identity,128,128,2,,"{""2"":{""cardinality"":116,""fold_wins"":0,""relative_gain"":-0.0013321606774416342}}",{},553,508801,384,26,0.13279498452288419,0.1383325159549713,12.572343565989286,,,gelu,0.01913588635341883,nan,0.07045381120779373
diamond,regression,mlp,0,utility_top8,128,128,2,,"{""2"":{""cardinality"":116,""fold_wins"":0,""relative_gain"":-0.0013321606774416342}}",{},553,508801,384,26,0.13279498452288419,0.1383325159549713,12.497416340978816,,,gelu,0.01913588635341883,nan,0.07045381120779373
diamond,regression,mlp,0,all_identity,128,128,2,,"{""2"":{""cardinality"":116,""fold_wins"":0,""relative_gain"":-0.0013321606774416342}}",{},669,507838,363,38,0.13353949413935773,0.1386294811964035,19.148226951016113,2,,gelu,0.01921813313886121,nan,0.07682952625846412
diamond,regression,resnet,0,baseline_ple,128,128,2,,"{""2"":{""cardinality"":116,""fold_wins"":0,""relative_gain"":-0.0013321606774416342}}",{},553,1397377,384,54,0.1320411687220311,0.13564617931842804,24.73680028389208,,,gelu,0.018399886128549106,nan,0.07064745872653096
diamond,regression,resnet,0,variance_identity,128,128,2,,"{""2"":{""cardinality"":116,""fold_wins"":0,""relative_gain"":-0.0013321606774416342}}",{},669,1394524,377,27,0.13742414227679678,0.1403602510690689,15.45404074783437,2,,gelu,0.019700998519106613,nan,0.07520999432550204
diamond,regression,resnet,0,utility_identity,128,128,2,,"{""2"":{""cardinality"":116,""fold_wins"":0,""relative_gain"":-0.0013321606774416342}}",{},553,1397377,384,54,0.1320411687220311,0.13564617931842804,24.616534311091527,,,gelu,0.018399886128549106,nan,0.07064745872653096
diamond,regression,resnet,0,utility_top8,128,128,2,,"{""2"":{""cardinality"":116,""fold_wins"":0,""relative_gain"":-0.0013321606774416342}}",{},553,1397377,384,54,0.1320411687220311,0.13564617931842804,24.903222414897755,,,gelu,0.018399886128549106,nan,0.07064745872653096
diamond,regression,resnet,0,all_identity,128,128,2,,"{""2"":{""cardinality"":116,""fold_wins"":0,""relative_gain"":-0.0013321606774416342}}",{},669,1394524,377,27,0.13742414227679678,0.1403602510690689,14.578440665034577,2,,gelu,0.019700998519106613,nan,0.07520999432550204
diamond,regression,mlp,1,baseline_ple,128,128,2,,"{""2"":{""cardinality"":116,""fold_wins"":0,""relative_gain"":-0.0017799077482389708}}",{},553,508801,384,25,0.1347378512045907,0.13893412053585052,13.255065905861557,,,gelu,0.019302688133173165,nan,0.07107598177630822
diamond,regression,mlp,1,variance_identity,128,128,2,,"{""2"":{""cardinality"":116,""fold_wins"":0,""relative_gain"":-0.0017799077482389708}}",{},669,507838,363,47,0.1310493316462562,0.136115163564682,20.109422536101192,2,,gelu,0.018527337217686044,nan,0.07367294034660536
diamond,regression,mlp,1,utility_identity,128,128,2,,"{""2"":{""cardinality"":116,""fold_wins"":0,""relative_gain"":-0.0017799077482389708}}",{},553,508801,384,25,0.1347378512045907,0.13893412053585052,11.5334922329057,,,gelu,0.019302688133173165,nan,0.07107598177630822
diamond,regression,mlp,1,utility_top8,128,128,2,,"{""2"":{""cardinality"":116,""fold_wins"":0,""relative_gain"":-0.0017799077482389708}}",{},553,508801,384,25,0.1347378512045907,0.13893412053585052,10.818117454182357,,,gelu,0.019302688133173165,nan,0.07107598177630822
diamond,regression,mlp,1,all_identity,128,128,2,,"{""2"":{""cardinality"":116,""fold_wins"":0,""relative_gain"":-0.0017799077482389708}}",{},669,507838,363,47,0.1310493316462562,0.136115163564682,21.912445971975103,2,,gelu,0.018527337217686044,nan,0.07367294034660536
diamond,regression,resnet,1,baseline_ple,128,128,2,,"{""2"":{""cardinality"":116,""fold_wins"":0,""relative_gain"":-0.0017799077482389708}}",{},553,1397377,384,106,0.1291317076180265,0.13574519753456116,45.3438947701361,,,gelu,0.018426759098929626,nan,0.06902150353386362
diamond,regression,resnet,1,variance_identity,128,128,2,,"{""2"":{""cardinality"":116,""fold_wins"":0,""relative_gain"":-0.0017799077482389708}}",{},669,1394524,377,70,0.12958323595374566,0.13320587575435638,34.31184369511902,2,,gelu,0.01774380585681823,nan,0.06992572615521728
diamond,regression,resnet,1,utility_identity,128,128,2,,"{""2"":{""cardinality"":116,""fold_wins"":0,""relative_gain"":-0.0017799077482389708}}",{},553,1397377,384,106,0.1291317076180265,0.13574519753456116,55.116555901942775,,,gelu,0.018426759098929626,nan,0.06902150353386362
diamond,regression,resnet,1,utility_top8,128,128,2,,"{""2"":{""cardinality"":116,""fold_wins"":0,""relative_gain"":-0.0017799077482389708}}",{},553,1397377,384,106,0.1291317076180265,0.13574519753456116,46.86106038605794,,,gelu,0.018426759098929626,nan,0.06902150353386362
diamond,regression,resnet,1,all_identity,128,128,2,,"{""2"":{""cardinality"":116,""fold_wins"":0,""relative_gain"":-0.0017799077482389708}}",{},669,1394524,377,70,0.12958323595374566,0.13320587575435638,33.322191742947325,2,,gelu,0.01774380585681823,nan,0.06992572615521728
diamond,regression,mlp,2,baseline_ple,128,128,2,,"{""2"":{""cardinality"":116,""fold_wins"":0,""relative_gain"":-0.001475813795919456}}",{},553,508801,384,34,0.1304710845954391,0.13570347428321838,14.50433071097359,,,gelu,0.0184154343362148,nan,0.0694814433897953
diamond,regression,mlp,2,variance_identity,128,128,2,,"{""2"":{""cardinality"":116,""fold_wins"":0,""relative_gain"":-0.001475813795919456}}",{},669,507838,363,36,0.13317906532101542,0.13662204146385193,15.27489357511513,2,,gelu,0.018665583164472952,nan,0.07153758245309375
diamond,regression,mlp,2,utility_identity,128,128,2,,"{""2"":{""cardinality"":116,""fold_wins"":0,""relative_gain"":-0.001475813795919456}}",{},553,508801,384,34,0.1304710845954391,0.13570347428321838,13.8992622110527,,,gelu,0.0184154343362148,nan,0.0694814433897953
diamond,regression,mlp,2,utility_top8,128,128,2,,"{""2"":{""cardinality"":116,""fold_wins"":0,""relative_gain"":-0.001475813795919456}}",{},553,508801,384,34,0.1304710845954391,0.13570347428321838,13.9575154799968,,,gelu,0.0184154343362148,nan,0.0694814433897953
diamond,regression,mlp,2,all_identity,128,128,2,,"{""2"":{""cardinality"":116,""fold_wins"":0,""relative_gain"":-0.001475813795919456}}",{},669,507838,363,36,0.13317906532101542,0.13662204146385193,15.970318160951138,2,,gelu,0.018665583164472952,nan,0.07153758245309375
diamond,regression,resnet,2,baseline_ple,128,128,2,,"{""2"":{""cardinality"":116,""fold_wins"":0,""relative_gain"":-0.001475813795919456}}",{},553,1397377,384,85,0.129598666975129,0.13480406999588013,31.753020723117515,,,gelu,0.01817213814055342,nan,0.07102859188767358
diamond,regression,resnet,2,variance_identity,128,128,2,,"{""2"":{""cardinality"":116,""fold_wins"":0,""relative_gain"":-0.001475813795919456}}",{},669,1394524,377,63,0.13385562195218714,0.13834846019744873,25.333427185192704,2,,gelu,0.019140297466948834,nan,0.07392121639173425
diamond,regression,resnet,2,utility_identity,128,128,2,,"{""2"":{""cardinality"":116,""fold_wins"":0,""relative_gain"":-0.001475813795919456}}",{},553,1397377,384,85,0.129598666975129,0.13480406999588013,31.531756064854562,,,gelu,0.01817213814055342,nan,0.07102859188767358
diamond,regression,resnet,2,utility_top8,128,128,2,,"{""2"":{""cardinality"":116,""fold_wins"":0,""relative_gain"":-0.001475813795919456}}",{},553,1397377,384,85,0.129598666975129,0.13480406999588013,32.17150531383231,,,gelu,0.01817213814055342,nan,0.07102859188767358
diamond,regression,resnet,2,all_identity,128,128,2,,"{""2"":{""cardinality"":116,""fold_wins"":0,""relative_gain"":-0.001475813795919456}}",{},669,1394524,377,63,0.13385562195218714,0.13834846019744873,26.573814248200506,2,,gelu,0.019140297466948834,nan,0.07392121639173425
black-friday,regression,mlp,0,baseline_ple,128,128,1,1,"{""0"":{""cardinality"":21,""fold_wins"":0,""relative_gain"":-0.00035245990361397315},""1"":{""cardinality"":12,""fold_wins"":5,""relative_gain"":0.0012672414606856304},""2"":{""cardinality"":14,""fold_wins"":0,""relative_gain"":-0.00022237556339225865},""3"":{""cardinality"":15,""fold_wins"":0,""relative_gain"":-0.0002561673118170629}}","{""1"":[1.0,5.0,2.0,3.0,8.0,6.0,4.0,11.0]}",78,326401,384,56,0.6907170077733262,0.6934881210327148,53.80800852016546,,,gelu,0.4809257949563139,nan,0.5364361430427176
black-friday,regression,mlp,0,variance_identity,128,128,1,1,"{""0"":{""cardinality"":21,""fold_wins"":0,""relative_gain"":-0.00035245990361397315},""1"":{""cardinality"":12,""fold_wins"":5,""relative_gain"":0.0012672414606856304},""2"":{""cardinality"":14,""fold_wins"":0,""relative_gain"":-0.00022237556339225865},""3"":{""cardinality"":15,""fold_wins"":0,""relative_gain"":-0.0002561673118170629}}","{""1"":[1.0,5.0,2.0,3.0,8.0,6.0,4.0,11.0]}",90,326137,381,42,0.6911375794319135,0.6925948262214661,44.94682876812294,1,,gelu,0.47968759883160705,nan,0.5369825078998738
black-friday,regression,mlp,0,utility_identity,128,128,1,1,"{""0"":{""cardinality"":21,""fold_wins"":0,""relative_gain"":-0.00035245990361397315},""1"":{""cardinality"":12,""fold_wins"":5,""relative_gain"":0.0012672414606856304},""2"":{""cardinality"":14,""fold_wins"":0,""relative_gain"":-0.00022237556339225865},""3"":{""cardinality"":15,""fold_wins"":0,""relative_gain"":-0.0002561673118170629}}","{""1"":[1.0,5.0,2.0,3.0,8.0,6.0,4.0,11.0]}",90,326137,381,42,0.6911375794319135,0.6925948262214661,42.357021369971335,1,,gelu,0.47968759883160705,nan,0.5369825078998738
black-friday,regression,mlp,0,utility_top8,128,128,1,1,"{""0"":{""cardinality"":21,""fold_wins"":0,""relative_gain"":-0.00035245990361397315},""1"":{""cardinality"":12,""fold_wins"":5,""relative_gain"":0.0012672414606856304},""2"":{""cardinality"":14,""fold_wins"":0,""relative_gain"":-0.00022237556339225865},""3"":{""cardinality"":15,""fold_wins"":0,""relative_gain"":-0.0002561673118170629}}","{""1"":[1.0,5.0,2.0,3.0,8.0,6.0,4.0,11.0]}",86,326229,382,43,0.6920806199606204,0.6939309239387512,43.17432699399069,1,,gelu,0.48154014061324046,nan,0.5360532722099947
black-friday,regression,mlp,0,all_identity,128,128,1,1,"{""0"":{""cardinality"":21,""fold_wins"":0,""relative_gain"":-0.00035245990361397315},""1"":{""cardinality"":12,""fold_wins"":5,""relative_gain"":0.0012672414606856304},""2"":{""cardinality"":14,""fold_wins"":0,""relative_gain"":-0.00022237556339225865},""3"":{""cardinality"":15,""fold_wins"":0,""relative_gain"":-0.0002561673118170629}}","{""1"":[1.0,5.0,2.0,3.0,8.0,6.0,4.0,11.0]}",140,327081,370,29,0.6896207343251142,0.6916415691375732,32.690276438137516,0;1;2;3,,gelu,0.47836805319408127,nan,0.5356267352546602
black-friday,regression,resnet,0,baseline_ple,128,128,1,1,"{""0"":{""cardinality"":21,""fold_wins"":0,""relative_gain"":-0.00035245990361397315},""1"":{""cardinality"":12,""fold_wins"":5,""relative_gain"":0.0012672414606856304},""2"":{""cardinality"":14,""fold_wins"":0,""relative_gain"":-0.00022237556339225865},""3"":{""cardinality"":15,""fold_wins"":0,""relative_gain"":-0.0002561673118170629}}","{""1"":[1.0,5.0,2.0,3.0,8.0,6.0,4.0,11.0]}",78,1214977,384,17,0.6919980778594024,0.6957336068153381,25.458351752953604,,,gelu,0.4840452473428638,nan,0.5377688290798263
black-friday,regression,resnet,0,variance_identity,128,128,1,1,"{""0"":{""cardinality"":21,""fold_wins"":0,""relative_gain"":-0.00035245990361397315},""1"":{""cardinality"":12,""fold_wins"":5,""relative_gain"":0.0012672414606856304},""2"":{""cardinality"":14,""fold_wins"":0,""relative_gain"":-0.00022237556339225865},""3"":{""cardinality"":15,""fold_wins"":0,""relative_gain"":-0.0002561673118170629}}","{""1"":[1.0,5.0,2.0,3.0,8.0,6.0,4.0,11.0]}",90,1213345,383,22,0.6935267742491327,0.6967962980270386,29.71784951305017,1,,gelu,0.48552508744276957,nan,0.5372178731296368
black-friday,regression,resnet,0,utility_identity,128,128,1,1,"{""0"":{""cardinality"":21,""fold_wins"":0,""relative_gain"":-0.00035245990361397315},""1"":{""cardinality"":12,""fold_wins"":5,""relative_gain"":0.0012672414606856304},""2"":{""cardinality"":14,""fold_wins"":0,""relative_gain"":-0.00022237556339225865},""3"":{""cardinality"":15,""fold_wins"":0,""relative_gain"":-0.0002561673118170629}}","{""1"":[1.0,5.0,2.0,3.0,8.0,6.0,4.0,11.0]}",90,1213345,383,22,0.6935267742491327,0.6967962980270386,30.65667611709796,1,,gelu,0.48552508744276957,nan,0.5372178731296368
black-friday,regression,resnet,0,utility_top8,128,128,1,1,"{""0"":{""cardinality"":21,""fold_wins"":0,""relative_gain"":-0.00035245990361397315},""1"":{""cardinality"":12,""fold_wins"":5,""relative_gain"":0.0012672414606856304},""2"":{""cardinality"":14,""fold_wins"":0,""relative_gain"":-0.00022237556339225865},""3"":{""cardinality"":15,""fold_wins"":0,""relative_gain"":-0.0002561673118170629}}","{""1"":[1.0,5.0,2.0,3.0,8.0,6.0,4.0,11.0]}",86,1218049,384,21,0.6939182834651554,0.6944031715393066,28.653000589925796,1,,gelu,0.48219577771833966,nan,0.5357966021781219
black-friday,regression,resnet,0,all_identity,128,128,1,1,"{""0"":{""cardinality"":21,""fold_wins"":0,""relative_gain"":-0.00035245990361397315},""1"":{""cardinality"":12,""fold_wins"":5,""relative_gain"":0.0012672414606856304},""2"":{""cardinality"":14,""fold_wins"":0,""relative_gain"":-0.00022237556339225865},""3"":{""cardinality"":15,""fold_wins"":0,""relative_gain"":-0.0002561673118170629}}","{""1"":[1.0,5.0,2.0,3.0,8.0,6.0,4.0,11.0]}",140,1213721,380,13,0.6916792843039765,0.6917605400085449,22.514501460827887,0;1;2;3,,gelu,0.4785326315790313,nan,0.5339492538297137
black-friday,regression,mlp,1,baseline_ple,128,128,1,1,"{""0"":{""cardinality"":21,""fold_wins"":0,""relative_gain"":-0.0003402847099992605},""1"":{""cardinality"":12,""fold_wins"":5,""relative_gain"":0.0012018852550786702},""2"":{""cardinality"":14,""fold_wins"":0,""relative_gain"":-0.00029053905083632216},""3"":{""cardinality"":15,""fold_wins"":0,""relative_gain"":-0.00031377215348506974}}","{""1"":[1.0,5.0,2.0,3.0,8.0,6.0,4.0,11.0]}",78,326401,384,46,0.690710039933613,0.6915973424911499,45.444579414092004,,,gelu,0.47830686667527766,nan,0.5362528123975068
black-friday,regression,mlp,1,variance_identity,128,128,1,1,"{""0"":{""cardinality"":21,""fold_wins"":0,""relative_gain"":-0.0003402847099992605},""1"":{""cardinality"":12,""fold_wins"":5,""relative_gain"":0.0012018852550786702},""2"":{""cardinality"":14,""fold_wins"":0,""relative_gain"":-0.00029053905083632216},""3"":{""cardinality"":15,""fold_wins"":0,""relative_gain"":-0.00031377215348506974}}","{""1"":[1.0,5.0,2.0,3.0,8.0,6.0,4.0,11.0]}",90,326137,381,53,0.6896501540927922,0.6923397183418274,50.21615381794982,1,,gelu,0.4793342494051904,nan,0.5352387506656854
black-friday,regression,mlp,1,utility_identity,128,128,1,1,"{""0"":{""cardinality"":21,""fold_wins"":0,""relative_gain"":-0.0003402847099992605},""1"":{""cardinality"":12,""fold_wins"":5,""relative_gain"":0.0012018852550786702},""2"":{""cardinality"":14,""fold_wins"":0,""relative_gain"":-0.00029053905083632216},""3"":{""cardinality"":15,""fold_wins"":0,""relative_gain"":-0.00031377215348506974}}","{""1"":[1.0,5.0,2.0,3.0,8.0,6.0,4.0,11.0]}",90,326137,381,53,0.6896501540927922,0.6923397183418274,50.772291837027296,1,,gelu,0.4793342494051904,nan,0.5352387506656854
black-friday,regression,mlp,1,utility_top8,128,128,1,1,"{""0"":{""cardinality"":21,""fold_wins"":0,""relative_gain"":-0.0003402847099992605},""1"":{""cardinality"":12,""fold_wins"":5,""relative_gain"":0.0012018852550786702},""2"":{""cardinality"":14,""fold_wins"":0,""relative_gain"":-0.00029053905083632216},""3"":{""cardinality"":15,""fold_wins"":0,""relative_gain"":-0.00031377215348506974}}","{""1"":[1.0,5.0,2.0,3.0,8.0,6.0,4.0,11.0]}",86,326229,382,53,0.6902866692283034,0.6919748783111572,47.04536138498224,1,,gelu,0.4788292429675088,nan,0.5346723060278349
black-friday,regression,mlp,1,all_identity,128,128,1,1,"{""0"":{""cardinality"":21,""fold_wins"":0,""relative_gain"":-0.0003402847099992605},""1"":{""cardinality"":12,""fold_wins"":5,""relative_gain"":0.0012018852550786702},""2"":{""cardinality"":14,""fold_wins"":0,""relative_gain"":-0.00029053905083632216},""3"":{""cardinality"":15,""fold_wins"":0,""relative_gain"":-0.00031377215348506974}}","{""1"":[1.0,5.0,2.0,3.0,8.0,6.0,4.0,11.0]}",140,327081,370,22,0.690038506936979,0.6914176344871521,27.15746948099695,0;1;2;3,,gelu,0.4780583854999264,nan,0.5376948015841231
black-friday,regression,resnet,1,baseline_ple,128,128,1,1,"{""0"":{""cardinality"":21,""fold_wins"":0,""relative_gain"":-0.0003402847099992605},""1"":{""cardinality"":12,""fold_wins"":5,""relative_gain"":0.0012018852550786702},""2"":{""cardinality"":14,""fold_wins"":0,""relative_gain"":-0.00029053905083632216},""3"":{""cardinality"":15,""fold_wins"":0,""relative_gain"":-0.00031377215348506974}}","{""1"":[1.0,5.0,2.0,3.0,8.0,6.0,4.0,11.0]}",78,1214977,384,20,0.6916827980009259,0.6930211186408997,28.8855158330407,,,gelu,0.48027831005526384,nan,0.5366942563515079
