dataset,task,model,seed,representation,bins,max_cardinality,variance_columns,utility_columns,utility_statistics,top8_values,input_features,parameters,width,best_epoch,val_score,test_score,train_seconds,selected_numeric,members,activation,test_loss,test_auc,test_mae
california,regression,mlp,0,baseline_ple,128,128,,,"{""1"":{""cardinality"":52,""fold_wins"":0,""relative_gain"":-0.0064045660015295755}}",{},950,661249,384,23,0.48003788555690363,0.47278133034706116,6.435781443957239,,,gelu,0.2235221941781275,nan,0.3139339125100946
california,regression,mlp,0,variance_identity,128,128,,,"{""1"":{""cardinality"":52,""fold_wins"":0,""relative_gain"":-0.0064045660015295755}}",{},950,661249,384,23,0.48003788555690363,0.47278133034706116,5.521803618175909,,,gelu,0.2235221941781275,nan,0.3139339125100946
california,regression,mlp,0,utility_identity,128,128,,,"{""1"":{""cardinality"":52,""fold_wins"":0,""relative_gain"":-0.0064045660015295755}}",{},950,661249,384,23,0.48003788555690363,0.47278133034706116,5.510197333060205,,,gelu,0.2235221941781275,nan,0.3139339125100946
california,regression,mlp,0,utility_top8,128,128,,,"{""1"":{""cardinality"":52,""fold_wins"":0,""relative_gain"":-0.0064045660015295755}}",{},950,661249,384,23,0.48003788555690363,0.47278133034706116,5.661283963127062,,,gelu,0.2235221941781275,nan,0.3139339125100946
california,regression,mlp,0,all_identity,128,128,,,"{""1"":{""cardinality"":52,""fold_wins"":0,""relative_gain"":-0.0064045660015295755}}",{},1002,661009,376,20,0.4870185280283543,0.48082923889160156,5.408830764936283,1,,gelu,0.2311967654798741,nan,0.3230177745590604
california,regression,resnet,0,baseline_ple,128,128,,,"{""1"":{""cardinality"":52,""fold_wins"":0,""relative_gain"":-0.0064045660015295755}}",{},950,1549825,384,31,0.4714555287367581,0.4825955033302307,10.194951558019966,,,gelu,0.2328984384762438,nan,0.31750994179449027
california,regression,resnet,0,variance_identity,128,128,,,"{""1"":{""cardinality"":52,""fold_wins"":0,""relative_gain"":-0.0064045660015295755}}",{},950,1549825,384,31,0.4714555287367581,0.4825955033302307,10.03157458617352,,,gelu,0.2328984384762438,nan,0.31750994179449027
california,regression,resnet,0,utility_identity,128,128,,,"{""1"":{""cardinality"":52,""fold_wins"":0,""relative_gain"":-0.0064045660015295755}}",{},950,1549825,384,31,0.4714555287367581,0.4825955033302307,10.016816097078845,,,gelu,0.2328984384762438,nan,0.31750994179449027
california,regression,resnet,0,utility_top8,128,128,,,"{""1"":{""cardinality"":52,""fold_wins"":0,""relative_gain"":-0.0064045660015295755}}",{},950,1549825,384,31,0.4714555287367581,0.4825955033302307,9.404053275007755,,,gelu,0.2328984384762438,nan,0.31750994179449027
california,regression,resnet,0,all_identity,128,128,,,"{""1"":{""cardinality"":52,""fold_wins"":0,""relative_gain"":-0.0064045660015295755}}",{},1002,1548385,381,34,0.48454193757324404,0.48975247144699097,8.968214132124558,1,,gelu,0.23985749038399945,nan,0.318459249521934
