dataset,task,model,seed,representation,bins,max_cardinality,variance_columns,utility_columns,utility_statistics,top8_values,input_features,parameters,width,best_epoch,val_score,test_score,train_seconds,selected_numeric,members,activation,test_loss,test_auc,test_mae
black-friday,regression,resnet,2,baseline_ple,128,128,1,1,"{""0"":{""cardinality"":21,""fold_wins"":0,""relative_gain"":-0.0004661914365715895},""1"":{""cardinality"":12,""fold_wins"":5,""relative_gain"":0.001179476909406158},""2"":{""cardinality"":14,""fold_wins"":0,""relative_gain"":-0.0001337042951837676},""3"":{""cardinality"":15,""fold_wins"":0,""relative_gain"":-0.00033980491890951936}}","{""1"":[1.0,5.0,2.0,3.0,8.0,6.0,4.0,11.0]}",78,1214977,384,17,0.6897733717027634,0.6898201704025269,26.560778138926253,,,gelu,0.4758519241167363,nan,0.5340107663768199
black-friday,regression,resnet,2,variance_identity,128,128,1,1,"{""0"":{""cardinality"":21,""fold_wins"":0,""relative_gain"":-0.0004661914365715895},""1"":{""cardinality"":12,""fold_wins"":5,""relative_gain"":0.001179476909406158},""2"":{""cardinality"":14,""fold_wins"":0,""relative_gain"":-0.0001337042951837676},""3"":{""cardinality"":15,""fold_wins"":0,""relative_gain"":-0.00033980491890951936}}","{""1"":[1.0,5.0,2.0,3.0,8.0,6.0,4.0,11.0]}",90,1213345,383,17,0.6899423269272624,0.690622091293335,25.701154557056725,1,,gelu,0.47695884918316483,nan,0.5362476475439383
black-friday,regression,resnet,2,utility_identity,128,128,1,1,"{""0"":{""cardinality"":21,""fold_wins"":0,""relative_gain"":-0.0004661914365715895},""1"":{""cardinality"":12,""fold_wins"":5,""relative_gain"":0.001179476909406158},""2"":{""cardinality"":14,""fold_wins"":0,""relative_gain"":-0.0001337042951837676},""3"":{""cardinality"":15,""fold_wins"":0,""relative_gain"":-0.00033980491890951936}}","{""1"":[1.0,5.0,2.0,3.0,8.0,6.0,4.0,11.0]}",90,1213345,383,17,0.6899423269272624,0.690622091293335,25.19205092685297,1,,gelu,0.47695884918316483,nan,0.5362476475439383
black-friday,regression,resnet,2,utility_top8,128,128,1,1,"{""0"":{""cardinality"":21,""fold_wins"":0,""relative_gain"":-0.0004661914365715895},""1"":{""cardinality"":12,""fold_wins"":5,""relative_gain"":0.001179476909406158},""2"":{""cardinality"":14,""fold_wins"":0,""relative_gain"":-0.0001337042951837676},""3"":{""cardinality"":15,""fold_wins"":0,""relative_gain"":-0.00033980491890951936}}","{""1"":[1.0,5.0,2.0,3.0,8.0,6.0,4.0,11.0]}",86,1218049,384,22,0.6892485802194059,0.692033052444458,30.613737002946436,1,,gelu,0.47890975639086847,nan,0.5349583798949197
black-friday,regression,resnet,2,all_identity,128,128,1,1,"{""0"":{""cardinality"":21,""fold_wins"":0,""relative_gain"":-0.0004661914365715895},""1"":{""cardinality"":12,""fold_wins"":5,""relative_gain"":0.001179476909406158},""2"":{""cardinality"":14,""fold_wins"":0,""relative_gain"":-0.0001337042951837676},""3"":{""cardinality"":15,""fold_wins"":0,""relative_gain"":-0.00033980491890951936}}","{""1"":[1.0,5.0,2.0,3.0,8.0,6.0,4.0,11.0]}",140,1213721,380,14,0.6909300926493422,0.6925289630889893,23.031519677024335,0;1;2;3,,gelu,0.4795963709293507,nan,0.5345183765796239
