dataset,task,model,seed,representation,bins,max_cardinality,variance_columns,utility_columns,utility_statistics,top8_values,input_features,parameters,width,best_epoch,val_score,test_score,train_seconds,selected_numeric,members,activation,test_loss,test_auc,test_mae
black-friday,regression,tabm,1,utility_top8,128,128,1,1,"{""0"":{""cardinality"":21,""fold_wins"":0,""relative_gain"":-0.0003402847099992605},""1"":{""cardinality"":12,""fold_wins"":5,""relative_gain"":0.0012018852550786702},""2"":{""cardinality"":14,""fold_wins"":0,""relative_gain"":-0.00029053905083632216},""3"":{""cardinality"":15,""fold_wins"":0,""relative_gain"":-0.00031377215348506974}}","{""1"":[1.0,5.0,2.0,3.0,8.0,6.0,4.0,11.0]}",86,638892,510,50,0.6865886520745264,0.6879340410232544,56.105075140018016,1,16,relu,0.4732533054633148,nan,0.5315266165378807
black-friday,regression,tabm,1,all_identity,128,128,1,1,"{""0"":{""cardinality"":21,""fold_wins"":0,""relative_gain"":-0.0003402847099992605},""1"":{""cardinality"":12,""fold_wins"":5,""relative_gain"":0.0012018852550786702},""2"":{""cardinality"":14,""fold_wins"":0,""relative_gain"":-0.00029053905083632216},""3"":{""cardinality"":15,""fold_wins"":0,""relative_gain"":-0.00031377215348506974}}","{""1"":[1.0,5.0,2.0,3.0,8.0,6.0,4.0,11.0]}",140,639696,498,30,0.6850992614472808,0.6859518885612488,38.97330888779834,0;1;2;3,16,relu,0.47052995487260246,nan,0.531051383111415
black-friday,regression,tabm,2,baseline_ple,128,128,1,1,"{""0"":{""cardinality"":21,""fold_wins"":0,""relative_gain"":-0.0004661914365715895},""1"":{""cardinality"":12,""fold_wins"":5,""relative_gain"":0.001179476909406158},""2"":{""cardinality"":14,""fold_wins"":0,""relative_gain"":-0.0001337042951837676},""3"":{""cardinality"":15,""fold_wins"":0,""relative_gain"":-0.00033980491890951936}}","{""1"":[1.0,5.0,2.0,3.0,8.0,6.0,4.0,11.0]}",78,639216,512,51,0.6867664808726772,0.6879234910011292,55.78249994199723,,16,relu,0.4732387494216028,nan,0.5316018558748592
black-friday,regression,tabm,2,variance_identity,128,128,1,1,"{""0"":{""cardinality"":21,""fold_wins"":0,""relative_gain"":-0.0004661914365715895},""1"":{""cardinality"":12,""fold_wins"":5,""relative_gain"":0.001179476909406158},""2"":{""cardinality"":14,""fold_wins"":0,""relative_gain"":-0.0001337042951837676},""3"":{""cardinality"":15,""fold_wins"":0,""relative_gain"":-0.00033980491890951936}}","{""1"":[1.0,5.0,2.0,3.0,8.0,6.0,4.0,11.0]}",90,638724,509,34,0.6870842620069482,0.6879887580871582,41.03903419314884,1,16,relu,0.47332852650960905,nan,0.5326063899663869
black-friday,regression,tabm,2,utility_identity,128,128,1,1,"{""0"":{""cardinality"":21,""fold_wins"":0,""relative_gain"":-0.0004661914365715895},""1"":{""cardinality"":12,""fold_wins"":5,""relative_gain"":0.001179476909406158},""2"":{""cardinality"":14,""fold_wins"":0,""relative_gain"":-0.0001337042951837676},""3"":{""cardinality"":15,""fold_wins"":0,""relative_gain"":-0.00033980491890951936}}","{""1"":[1.0,5.0,2.0,3.0,8.0,6.0,4.0,11.0]}",90,638724,509,34,0.6870842620069482,0.6879887580871582,41.91696614399552,1,16,relu,0.47332852650960905,nan,0.5326063899663869
black-friday,regression,tabm,2,utility_top8,128,128,1,1,"{""0"":{""cardinality"":21,""fold_wins"":0,""relative_gain"":-0.0004661914365715895},""1"":{""cardinality"":12,""fold_wins"":5,""relative_gain"":0.001179476909406158},""2"":{""cardinality"":14,""fold_wins"":0,""relative_gain"":-0.0001337042951837676},""3"":{""cardinality"":15,""fold_wins"":0,""relative_gain"":-0.00033980491890951936}}","{""1"":[1.0,5.0,2.0,3.0,8.0,6.0,4.0,11.0]}",86,638892,510,34,0.6871824668589745,0.688538670539856,41.930341836065054,1,16,relu,0.47408548004925977,nan,0.5329124645063511
black-friday,regression,tabm,2,all_identity,128,128,1,1,"{""0"":{""cardinality"":21,""fold_wins"":0,""relative_gain"":-0.0004661914365715895},""1"":{""cardinality"":12,""fold_wins"":5,""relative_gain"":0.001179476909406158},""2"":{""cardinality"":14,""fold_wins"":0,""relative_gain"":-0.0001337042951837676},""3"":{""cardinality"":15,""fold_wins"":0,""relative_gain"":-0.00033980491890951936}}","{""1"":[1.0,5.0,2.0,3.0,8.0,6.0,4.0,11.0]}",140,639696,498,34,0.684563095114477,0.6851975321769714,43.03964914288372,0;1;2;3,16,relu,0.4694956672626739,nan,0.5285668667784502
california,regression,tabm,0,baseline_ple,128,128,,,"{""1"":{""cardinality"":52,""fold_wins"":0,""relative_gain"":-0.0064045660015295755}}",{},950,1099632,512,69,0.452184284713411,0.447832316160202,16.09808252984658,,16,relu,0.20055378640272198,nan,0.2876292336394667
california,regression,tabm,0,variance_identity,128,128,,,"{""1"":{""cardinality"":52,""fold_wins"":0,""relative_gain"":-0.0064045660015295755}}",{},950,1099632,512,69,0.452184284713411,0.447832316160202,14.754090873058885,,16,relu,0.20055378640272198,nan,0.2876292336394667
california,regression,tabm,0,utility_identity,128,128,,,"{""1"":{""cardinality"":52,""fold_wins"":0,""relative_gain"":-0.0064045660015295755}}",{},950,1099632,512,69,0.452184284713411,0.447832316160202,14.810583245940506,,16,relu,0.20055378640272198,nan,0.2876292336394667
california,regression,tabm,0,utility_top8,128,128,,,"{""1"":{""cardinality"":52,""fold_wins"":0,""relative_gain"":-0.0064045660015295755}}",{},950,1099632,512,69,0.452184284713411,0.447832316160202,15.08572717080824,,16,relu,0.20055378640272198,nan,0.2876292336394667
california,regression,tabm,0,all_identity,128,128,,,"{""1"":{""cardinality"":52,""fold_wins"":0,""relative_gain"":-0.0064045660015295755}}",{},1002,1098504,503,47,0.4569544244140502,0.45373886823654175,11.453833726933226,1,16,relu,0.2058789448203044,nan,0.2937515918672312
california,regression,tabm,1,baseline_ple,128,128,,,"{""1"":{""cardinality"":52,""fold_wins"":0,""relative_gain"":-0.0065069854631653315}}",{},950,1099632,512,78,0.4503775310052305,0.4478208124637604,17.560197153827175,,16,relu,0.2005434860675932,nan,0.2906147577311703
california,regression,tabm,1,variance_identity,128,128,,,"{""1"":{""cardinality"":52,""fold_wins"":0,""relative_gain"":-0.0065069854631653315}}",{},950,1099632,512,78,0.4503775310052305,0.4478208124637604,16.868561800802127,,16,relu,0.2005434860675932,nan,0.2906147577311703
california,regression,tabm,1,utility_identity,128,128,,,"{""1"":{""cardinality"":52,""fold_wins"":0,""relative_gain"":-0.0065069854631653315}}",{},950,1099632,512,78,0.4503775310052305,0.4478208124637604,16.86407090188004,,16,relu,0.2005434860675932,nan,0.2906147577311703
california,regression,tabm,1,utility_top8,128,128,,,"{""1"":{""cardinality"":52,""fold_wins"":0,""relative_gain"":-0.0065069854631653315}}",{},950,1099632,512,78,0.4503775310052305,0.4478208124637604,16.650451247114688,,16,relu,0.2005434860675932,nan,0.2906147577311703
california,regression,tabm,1,all_identity,128,128,,,"{""1"":{""cardinality"":52,""fold_wins"":0,""relative_gain"":-0.0065069854631653315}}",{},1002,1098504,503,83,0.4554237198165403,0.45249509811401367,18.494492567842826,1,16,relu,0.20475181852232616,nan,0.29947272781352163
california,regression,tabm,2,baseline_ple,128,128,,,"{""1"":{""cardinality"":52,""fold_wins"":0,""relative_gain"":-0.007088285478295721}}",{},950,1099632,512,45,0.45354170199799526,0.45421165227890015,11.300334007944912,,16,relu,0.20630821805742194,nan,0.290980462298653
california,regression,tabm,2,variance_identity,128,128,,,"{""1"":{""cardinality"":52,""fold_wins"":0,""relative_gain"":-0.007088285478295721}}",{},950,1099632,512,45,0.45354170199799526,0.45421165227890015,11.424991585779935,,16,relu,0.20630821805742194,nan,0.290980462298653
california,regression,tabm,2,utility_identity,128,128,,,"{""1"":{""cardinality"":52,""fold_wins"":0,""relative_gain"":-0.007088285478295721}}",{},950,1099632,512,45,0.45354170199799526,0.45421165227890015,10.679622013820335,,16,relu,0.20630821805742194,nan,0.290980462298653
california,regression,tabm,2,utility_top8,128,128,,,"{""1"":{""cardinality"":52,""fold_wins"":0,""relative_gain"":-0.007088285478295721}}",{},950,1099632,512,45,0.45354170199799526,0.45421165227890015,10.827102361014113,,16,relu,0.20630821805742194,nan,0.290980462298653
california,regression,tabm,2,all_identity,128,128,,,"{""1"":{""cardinality"":52,""fold_wins"":0,""relative_gain"":-0.007088285478295721}}",{},1002,1098504,503,78,0.455610323619581,0.45001107454299927,17.473788663977757,1,16,relu,0.20250999372266243,nan,0.2898773928860009
