dataset,task,model,seed,representation,selected_columns,utility_statistics,map_metadata,reused_baseline,input_features,parameters,width,best_epoch,val_score,test_score,train_seconds,selected_numeric,members,activation,test_loss,test_auc,test_mae
churn,binclass,resnet,0,residual_map_a20,,"{""1"":{""cardinality"":67,""fold_wins"":0,""relative_gain"":-0.049719066964746594},""2"":{""cardinality"":11,""fold_wins"":0,""relative_gain"":-0.019841362532310315},""4"":{""cardinality"":4,""fold_wins"":2,""relative_gain"":-0.004355098387358115}}","{""alpha"":20.0,""column_metadata"":{},""columns"":[]}",1,536,1390849,384,9,0.858125,0.8515,2.659600866958499,,,gelu,0.3610879952287073,0.8417523841252654,nan
churn,binclass,resnet,0,residual_map_a100,,"{""1"":{""cardinality"":67,""fold_wins"":0,""relative_gain"":-0.049719066964746594},""2"":{""cardinality"":11,""fold_wins"":0,""relative_gain"":-0.019841362532310315},""4"":{""cardinality"":4,""fold_wins"":2,""relative_gain"":-0.004355098387358115}}","{""alpha"":100.0,""column_metadata"":{},""columns"":[]}",1,536,1390849,384,9,0.858125,0.8515,2.659600866958499,,,gelu,0.3610879952287073,0.8417523841252654,nan
churn,binclass,mlp,1,baseline_ple,,"{""1"":{""cardinality"":67,""fold_wins"":0,""relative_gain"":-0.04853377909173995},""2"":{""cardinality"":11,""fold_wins"":0,""relative_gain"":-0.009412584964792223},""4"":{""cardinality"":4,""fold_wins"":0,""relative_gain"":-0.006437149676023945}}",{},0,536,502273,384,9,0.855625,0.842,2.0604631018359214,,,gelu,0.372195244146845,0.8337027320078167,nan
churn,binclass,mlp,1,utility_identity,,"{""1"":{""cardinality"":67,""fold_wins"":0,""relative_gain"":-0.04853377909173995},""2"":{""cardinality"":11,""fold_wins"":0,""relative_gain"":-0.009412584964792223},""4"":{""cardinality"":4,""fold_wins"":0,""relative_gain"":-0.006437149676023945}}",{},1,536,502273,384,9,0.855625,0.842,2.0604631018359214,,,gelu,0.372195244146845,0.8337027320078167,nan
churn,binclass,mlp,1,residual_map_a0,,"{""1"":{""cardinality"":67,""fold_wins"":0,""relative_gain"":-0.04853377909173995},""2"":{""cardinality"":11,""fold_wins"":0,""relative_gain"":-0.009412584964792223},""4"":{""cardinality"":4,""fold_wins"":0,""relative_gain"":-0.006437149676023945}}","{""alpha"":0.0,""column_metadata"":{},""columns"":[]}",1,536,502273,384,9,0.855625,0.842,2.0604631018359214,,,gelu,0.372195244146845,0.8337027320078167,nan
churn,binclass,mlp,1,residual_map_a5,,"{""1"":{""cardinality"":67,""fold_wins"":0,""relative_gain"":-0.04853377909173995},""2"":{""cardinality"":11,""fold_wins"":0,""relative_gain"":-0.009412584964792223},""4"":{""cardinality"":4,""fold_wins"":0,""relative_gain"":-0.006437149676023945}}","{""alpha"":5.0,""column_metadata"":{},""columns"":[]}",1,536,502273,384,9,0.855625,0.842,2.0604631018359214,,,gelu,0.372195244146845,0.8337027320078167,nan
churn,binclass,mlp,1,residual_map_a20,,"{""1"":{""cardinality"":67,""fold_wins"":0,""relative_gain"":-0.04853377909173995},""2"":{""cardinality"":11,""fold_wins"":0,""relative_gain"":-0.009412584964792223},""4"":{""cardinality"":4,""fold_wins"":0,""relative_gain"":-0.006437149676023945}}","{""alpha"":20.0,""column_metadata"":{},""columns"":[]}",1,536,502273,384,9,0.855625,0.842,2.0604631018359214,,,gelu,0.372195244146845,0.8337027320078167,nan
churn,binclass,mlp,1,residual_map_a100,,"{""1"":{""cardinality"":67,""fold_wins"":0,""relative_gain"":-0.04853377909173995},""2"":{""cardinality"":11,""fold_wins"":0,""relative_gain"":-0.009412584964792223},""4"":{""cardinality"":4,""fold_wins"":0,""relative_gain"":-0.006437149676023945}}","{""alpha"":100.0,""column_metadata"":{},""columns"":[]}",1,536,502273,384,9,0.855625,0.842,2.0604631018359214,,,gelu,0.372195244146845,0.8337027320078167,nan
churn,binclass,resnet,1,baseline_ple,,"{""1"":{""cardinality"":67,""fold_wins"":0,""relative_gain"":-0.04853377909173995},""2"":{""cardinality"":11,""fold_wins"":0,""relative_gain"":-0.009412584964792223},""4"":{""cardinality"":4,""fold_wins"":0,""relative_gain"":-0.006437149676023945}}",{},0,536,1390849,384,13,0.86,0.849,3.5518910260871053,,,gelu,0.35885007436300886,0.8430325548969617,nan
churn,binclass,resnet,1,utility_identity,,"{""1"":{""cardinality"":67,""fold_wins"":0,""relative_gain"":-0.04853377909173995},""2"":{""cardinality"":11,""fold_wins"":0,""relative_gain"":-0.009412584964792223},""4"":{""cardinality"":4,""fold_wins"":0,""relative_gain"":-0.006437149676023945}}",{},1,536,1390849,384,13,0.86,0.849,3.5518910260871053,,,gelu,0.35885007436300886,0.8430325548969617,nan
churn,binclass,resnet,1,residual_map_a0,,"{""1"":{""cardinality"":67,""fold_wins"":0,""relative_gain"":-0.04853377909173995},""2"":{""cardinality"":11,""fold_wins"":0,""relative_gain"":-0.009412584964792223},""4"":{""cardinality"":4,""fold_wins"":0,""relative_gain"":-0.006437149676023945}}","{""alpha"":0.0,""column_metadata"":{},""columns"":[]}",1,536,1390849,384,13,0.86,0.849,3.5518910260871053,,,gelu,0.35885007436300886,0.8430325548969617,nan
churn,binclass,resnet,1,residual_map_a5,,"{""1"":{""cardinality"":67,""fold_wins"":0,""relative_gain"":-0.04853377909173995},""2"":{""cardinality"":11,""fold_wins"":0,""relative_gain"":-0.009412584964792223},""4"":{""cardinality"":4,""fold_wins"":0,""relative_gain"":-0.006437149676023945}}","{""alpha"":5.0,""column_metadata"":{},""columns"":[]}",1,536,1390849,384,13,0.86,0.849,3.5518910260871053,,,gelu,0.35885007436300886,0.8430325548969617,nan
churn,binclass,resnet,1,residual_map_a20,,"{""1"":{""cardinality"":67,""fold_wins"":0,""relative_gain"":-0.04853377909173995},""2"":{""cardinality"":11,""fold_wins"":0,""relative_gain"":-0.009412584964792223},""4"":{""cardinality"":4,""fold_wins"":0,""relative_gain"":-0.006437149676023945}}","{""alpha"":20.0,""column_metadata"":{},""columns"":[]}",1,536,1390849,384,13,0.86,0.849,3.5518910260871053,,,gelu,0.35885007436300886,0.8430325548969617,nan
churn,binclass,resnet,1,residual_map_a100,,"{""1"":{""cardinality"":67,""fold_wins"":0,""relative_gain"":-0.04853377909173995},""2"":{""cardinality"":11,""fold_wins"":0,""relative_gain"":-0.009412584964792223},""4"":{""cardinality"":4,""fold_wins"":0,""relative_gain"":-0.006437149676023945}}","{""alpha"":100.0,""column_metadata"":{},""columns"":[]}",1,536,1390849,384,13,0.86,0.849,3.5518910260871053,,,gelu,0.35885007436300886,0.8430325548969617,nan
churn,binclass,mlp,2,baseline_ple,,"{""1"":{""cardinality"":67,""fold_wins"":0,""relative_gain"":-0.031198889548721916},""2"":{""cardinality"":11,""fold_wins"":0,""relative_gain"":-0.015267935842498033},""4"":{""cardinality"":4,""fold_wins"":0,""relative_gain"":-0.00934228264883952}}",{},0,536,502273,384,7,0.855625,0.8495,4.715645923046395,,,gelu,0.3659270938698031,0.8363787516329889,nan
churn,binclass,mlp,2,utility_identity,,"{""1"":{""cardinality"":67,""fold_wins"":0,""relative_gain"":-0.031198889548721916},""2"":{""cardinality"":11,""fold_wins"":0,""relative_gain"":-0.015267935842498033},""4"":{""cardinality"":4,""fold_wins"":0,""relative_gain"":-0.00934228264883952}}",{},1,536,502273,384,7,0.855625,0.8495,4.715645923046395,,,gelu,0.3659270938698031,0.8363787516329889,nan
churn,binclass,mlp,2,residual_map_a0,,"{""1"":{""cardinality"":67,""fold_wins"":0,""relative_gain"":-0.031198889548721916},""2"":{""cardinality"":11,""fold_wins"":0,""relative_gain"":-0.015267935842498033},""4"":{""cardinality"":4,""fold_wins"":0,""relative_gain"":-0.00934228264883952}}","{""alpha"":0.0,""column_metadata"":{},""columns"":[]}",1,536,502273,384,7,0.855625,0.8495,4.715645923046395,,,gelu,0.3659270938698031,0.8363787516329889,nan
churn,binclass,mlp,2,residual_map_a5,,"{""1"":{""cardinality"":67,""fold_wins"":0,""relative_gain"":-0.031198889548721916},""2"":{""cardinality"":11,""fold_wins"":0,""relative_gain"":-0.015267935842498033},""4"":{""cardinality"":4,""fold_wins"":0,""relative_gain"":-0.00934228264883952}}","{""alpha"":5.0,""column_metadata"":{},""columns"":[]}",1,536,502273,384,7,0.855625,0.8495,4.715645923046395,,,gelu,0.3659270938698031,0.8363787516329889,nan
churn,binclass,mlp,2,residual_map_a20,,"{""1"":{""cardinality"":67,""fold_wins"":0,""relative_gain"":-0.031198889548721916},""2"":{""cardinality"":11,""fold_wins"":0,""relative_gain"":-0.015267935842498033},""4"":{""cardinality"":4,""fold_wins"":0,""relative_gain"":-0.00934228264883952}}","{""alpha"":20.0,""column_metadata"":{},""columns"":[]}",1,536,502273,384,7,0.855625,0.8495,4.715645923046395,,,gelu,0.3659270938698031,0.8363787516329889,nan
churn,binclass,mlp,2,residual_map_a100,,"{""1"":{""cardinality"":67,""fold_wins"":0,""relative_gain"":-0.031198889548721916},""2"":{""cardinality"":11,""fold_wins"":0,""relative_gain"":-0.015267935842498033},""4"":{""cardinality"":4,""fold_wins"":0,""relative_gain"":-0.00934228264883952}}","{""alpha"":100.0,""column_metadata"":{},""columns"":[]}",1,536,502273,384,7,0.855625,0.8495,4.715645923046395,,,gelu,0.3659270938698031,0.8363787516329889,nan
churn,binclass,resnet,2,baseline_ple,,"{""1"":{""cardinality"":67,""fold_wins"":0,""relative_gain"":-0.031198889548721916},""2"":{""cardinality"":11,""fold_wins"":0,""relative_gain"":-0.015267935842498033},""4"":{""cardinality"":4,""fold_wins"":0,""relative_gain"":-0.00934228264883952}}",{},0,536,1390849,384,13,0.86875,0.852,2.856015350902453,,,gelu,0.37116963768002165,0.8414778414778413,nan
churn,binclass,resnet,2,utility_identity,,"{""1"":{""cardinality"":67,""fold_wins"":0,""relative_gain"":-0.031198889548721916},""2"":{""cardinality"":11,""fold_wins"":0,""relative_gain"":-0.015267935842498033},""4"":{""cardinality"":4,""fold_wins"":0,""relative_gain"":-0.00934228264883952}}",{},1,536,1390849,384,13,0.86875,0.852,2.856015350902453,,,gelu,0.37116963768002165,0.8414778414778413,nan
churn,binclass,resnet,2,residual_map_a0,,"{""1"":{""cardinality"":67,""fold_wins"":0,""relative_gain"":-0.031198889548721916},""2"":{""cardinality"":11,""fold_wins"":0,""relative_gain"":-0.015267935842498033},""4"":{""cardinality"":4,""fold_wins"":0,""relative_gain"":-0.00934228264883952}}","{""alpha"":0.0,""column_metadata"":{},""columns"":[]}",1,536,1390849,384,13,0.86875,0.852,2.856015350902453,,,gelu,0.37116963768002165,0.8414778414778413,nan
churn,binclass,resnet,2,residual_map_a5,,"{""1"":{""cardinality"":67,""fold_wins"":0,""relative_gain"":-0.031198889548721916},""2"":{""cardinality"":11,""fold_wins"":0,""relative_gain"":-0.015267935842498033},""4"":{""cardinality"":4,""fold_wins"":0,""relative_gain"":-0.00934228264883952}}","{""alpha"":5.0,""column_metadata"":{},""columns"":[]}",1,536,1390849,384,13,0.86875,0.852,2.856015350902453,,,gelu,0.37116963768002165,0.8414778414778413,nan
churn,binclass,resnet,2,residual_map_a20,,"{""1"":{""cardinality"":67,""fold_wins"":0,""relative_gain"":-0.031198889548721916},""2"":{""cardinality"":11,""fold_wins"":0,""relative_gain"":-0.015267935842498033},""4"":{""cardinality"":4,""fold_wins"":0,""relative_gain"":-0.00934228264883952}}","{""alpha"":20.0,""column_metadata"":{},""columns"":[]}",1,536,1390849,384,13,0.86875,0.852,2.856015350902453,,,gelu,0.37116963768002165,0.8414778414778413,nan
churn,binclass,resnet,2,residual_map_a100,,"{""1"":{""cardinality"":67,""fold_wins"":0,""relative_gain"":-0.031198889548721916},""2"":{""cardinality"":11,""fold_wins"":0,""relative_gain"":-0.015267935842498033},""4"":{""cardinality"":4,""fold_wins"":0,""relative_gain"":-0.00934228264883952}}","{""alpha"":100.0,""column_metadata"":{},""columns"":[]}",1,536,1390849,384,13,0.86875,0.852,2.856015350902453,,,gelu,0.37116963768002165,0.8414778414778413,nan
adult,binclass,mlp,0,baseline_ple,3;4,"{""0"":{""cardinality"":73,""fold_wins"":0,""relative_gain"":-0.01019768661167703},""2"":{""cardinality"":16,""fold_wins"":0,""relative_gain"":-0.0033561153277103964},""3"":{""cardinality"":116,""fold_wins"":5,""relative_gain"":0.027668792410538424},""4"":{""cardinality"":88,""fold_wins"":5,""relative_gain"":0.018287441471217226},""5"":{""cardinality"":93,""fold_wins"":0,""relative_gain"":-0.010883038215533186}}",{},0,350,430849,384,6,0.8572086596038692,0.8616792580308335,5.474558949004859,,,gelu,0.3022345632470673,0.9135398926210365,nan
adult,binclass,mlp,0,utility_identity,3;4,"{""0"":{""cardinality"":73,""fold_wins"":0,""relative_gain"":-0.01019768661167703},""2"":{""cardinality"":16,""fold_wins"":0,""relative_gain"":-0.0033561153277103964},""3"":{""cardinality"":116,""fold_wins"":5,""relative_gain"":0.027668792410538424},""4"":{""cardinality"":88,""fold_wins"":5,""relative_gain"":0.018287441471217226},""5"":{""cardinality"":93,""fold_wins"":0,""relative_gain"":-0.010883038215533186}}",{},0,554,430561,345,6,0.8688776293566712,0.8729193538480438,5.252251852070913,3;4,,gelu,0.27597152831155924,0.9273773805797427,nan
adult,binclass,mlp,0,residual_map_a0,3;4,"{""0"":{""cardinality"":73,""fold_wins"":0,""relative_gain"":-0.01019768661167703},""2"":{""cardinality"":16,""fold_wins"":0,""relative_gain"":-0.0033561153277103964},""3"":{""cardinality"":116,""fold_wins"":5,""relative_gain"":0.027668792410538424},""4"":{""cardinality"":88,""fold_wins"":5,""relative_gain"":0.018287441471217226},""5"":{""cardinality"":93,""fold_wins"":0,""relative_gain"":-0.010883038215533186}}","{""alpha"":0.0,""column_metadata"":{""3"":{""cardinality"":116,""scale"":0.07094506806434984,""test_unseen_rate"":0.0004913703089490795,""val_unseen_rate"":0.0006141563027790564},""4"":{""cardinality"":88,""scale"":0.05851484495160405,""test_unseen_rate"":0.0007370554634236193,""val_unseen_rate"":0.0006141563027790564}},""columns"":[3,4]}",0,352,431617,384,6,0.8713342545677875,0.8747619925066028,4.691766744013876,3;4,,gelu,0.274490887423137,0.9285765230367959,nan
adult,binclass,mlp,0,residual_map_a5,3;4,"{""0"":{""cardinality"":73,""fold_wins"":0,""relative_gain"":-0.01019768661167703},""2"":{""cardinality"":16,""fold_wins"":0,""relative_gain"":-0.0033561153277103964},""3"":{""cardinality"":116,""fold_wins"":5,""relative_gain"":0.027668792410538424},""4"":{""cardinality"":88,""fold_wins"":5,""relative_gain"":0.018287441471217226},""5"":{""cardinality"":93,""fold_wins"":0,""relative_gain"":-0.010883038215533186}}","{""alpha"":5.0,""column_metadata"":{""3"":{""cardinality"":116,""scale"":0.056995697244251735,""test_unseen_rate"":0.0004913703089490795,""val_unseen_rate"":0.0006141563027790564},""4"":{""cardinality"":88,""scale"":0.04317679934276157,""test_unseen_rate"":0.0007370554634236193,""val_unseen_rate"":0.0006141563027790564}},""columns"":[3,4]}",0,352,431617,384,6,0.8711807154920927,0.8741477796204165,4.5919974280986935,3;4,,gelu,0.275399204142567,0.9281827228054943,nan
adult,binclass,mlp,0,residual_map_a20,3;4,"{""0"":{""cardinality"":73,""fold_wins"":0,""relative_gain"":-0.01019768661167703},""2"":{""cardinality"":16,""fold_wins"":0,""relative_gain"":-0.0033561153277103964},""3"":{""cardinality"":116,""fold_wins"":5,""relative_gain"":0.027668792410538424},""4"":{""cardinality"":88,""fold_wins"":5,""relative_gain"":0.018287441471217226},""5"":{""cardinality"":93,""fold_wins"":0,""relative_gain"":-0.010883038215533186}}","{""alpha"":20.0,""column_metadata"":{""3"":{""cardinality"":116,""scale"":0.042288333602045036,""test_unseen_rate"":0.0004913703089490795,""val_unseen_rate"":0.0006141563027790564},""4"":{""cardinality"":88,""scale"":0.027919591100390054,""test_unseen_rate"":0.0007370554634236193,""val_unseen_rate"":0.0006141563027790564}},""columns"":[3,4]}",0,352,431617,384,6,0.8717948717948718,0.8735949880228487,4.71456186985597,3;4,,gelu,0.2761288582247003,0.9280543903702269,nan
adult,binclass,mlp,0,residual_map_a100,3;4,"{""0"":{""cardinality"":73,""fold_wins"":0,""relative_gain"":-0.01019768661167703},""2"":{""cardinality"":16,""fold_wins"":0,""relative_gain"":-0.0033561153277103964},""3"":{""cardinality"":116,""fold_wins"":5,""relative_gain"":0.027668792410538424},""4"":{""cardinality"":88,""fold_wins"":5,""relative_gain"":0.018287441471217226},""5"":{""cardinality"":93,""fold_wins"":0,""relative_gain"":-0.010883038215533186}}","{""alpha"":100.0,""column_metadata"":{""3"":{""cardinality"":116,""scale"":0.019791308830507073,""test_unseen_rate"":0.0004913703089490795,""val_unseen_rate"":0.0006141563027790564},""4"":{""cardinality"":88,""scale"":0.011898179470207331,""test_unseen_rate"":0.0007370554634236193,""val_unseen_rate"":0.0006141563027790564}},""columns"":[3,4]}",0,352,431617,384,6,0.8707200982650084,0.8731650390025183,4.611428636824712,3;4,,gelu,0.27675319934820947,0.9272387083661875,nan
adult,binclass,resnet,0,baseline_ple,3;4,"{""0"":{""cardinality"":73,""fold_wins"":0,""relative_gain"":-0.01019768661167703},""2"":{""cardinality"":16,""fold_wins"":0,""relative_gain"":-0.0033561153277103964},""3"":{""cardinality"":116,""fold_wins"":5,""relative_gain"":0.027668792410538424},""4"":{""cardinality"":88,""fold_wins"":5,""relative_gain"":0.018287441471217226},""5"":{""cardinality"":93,""fold_wins"":0,""relative_gain"":-0.010883038215533186}}",{},0,350,1319425,384,19,0.8601259020420697,0.8616792580308335,9.579328649910167,,,gelu,0.2996808489250813,0.914268967220289,nan
adult,binclass,resnet,0,utility_identity,3;4,"{""0"":{""cardinality"":73,""fold_wins"":0,""relative_gain"":-0.01019768661167703},""2"":{""cardinality"":16,""fold_wins"":0,""relative_gain"":-0.0033561153277103964},""3"":{""cardinality"":116,""fold_wins"":5,""relative_gain"":0.027668792410538424},""4"":{""cardinality"":88,""fold_wins"":5,""relative_gain"":0.018287441471217226},""5"":{""cardinality"":93,""fold_wins"":0,""relative_gain"":-0.010883038215533186}}",{},0,554,1318369,372,13,0.8685705512052817,0.8724894048277133,8.260359263978899,3;4,,gelu,0.27905942926315136,0.9271605379695687,nan
adult,binclass,resnet,0,residual_map_a0,3;4,"{""0"":{""cardinality"":73,""fold_wins"":0,""relative_gain"":-0.01019768661167703},""2"":{""cardinality"":16,""fold_wins"":0,""relative_gain"":-0.0033561153277103964},""3"":{""cardinality"":116,""fold_wins"":5,""relative_gain"":0.027668792410538424},""4"":{""cardinality"":88,""fold_wins"":5,""relative_gain"":0.018287441471217226},""5"":{""cardinality"":93,""fold_wins"":0,""relative_gain"":-0.010883038215533186}}","{""alpha"":0.0,""column_metadata"":{""3"":{""cardinality"":116,""scale"":0.07094506806434984,""test_unseen_rate"":0.0004913703089490795,""val_unseen_rate"":0.0006141563027790564},""4"":{""cardinality"":88,""scale"":0.05851484495160405,""test_unseen_rate"":0.0007370554634236193,""val_unseen_rate"":0.0006141563027790564}},""columns"":[3,4]}",0,352,1320193,384,15,0.8699524028865346,0.8709538726122474,9.253554054070264,3;4,,gelu,0.2789273615068364,0.9275576000925039,nan
adult,binclass,resnet,0,residual_map_a5,3;4,"{""0"":{""cardinality"":73,""fold_wins"":0,""relative_gain"":-0.01019768661167703},""2"":{""cardinality"":16,""fold_wins"":0,""relative_gain"":-0.0033561153277103964},""3"":{""cardinality"":116,""fold_wins"":5,""relative_gain"":0.027668792410538424},""4"":{""cardinality"":88,""fold_wins"":5,""relative_gain"":0.018287441471217226},""5"":{""cardinality"":93,""fold_wins"":0,""relative_gain"":-0.010883038215533186}}","{""alpha"":5.0,""column_metadata"":{""3"":{""cardinality"":116,""scale"":0.056995697244251735,""test_unseen_rate"":0.0004913703089490795,""val_unseen_rate"":0.0006141563027790564},""4"":{""cardinality"":88,""scale"":0.04317679934276157,""test_unseen_rate"":0.0007370554634236193,""val_unseen_rate"":0.0006141563027790564}},""columns"":[3,4]}",0,352,1320193,384,9,0.8714877936434823,0.873717830600086,7.301170589867979,3;4,,gelu,0.2750964624883341,0.9289348292870194,nan
adult,binclass,resnet,0,residual_map_a20,3;4,"{""0"":{""cardinality"":73,""fold_wins"":0,""relative_gain"":-0.01019768661167703},""2"":{""cardinality"":16,""fold_wins"":0,""relative_gain"":-0.0033561153277103964},""3"":{""cardinality"":116,""fold_wins"":5,""relative_gain"":0.027668792410538424},""4"":{""cardinality"":88,""fold_wins"":5,""relative_gain"":0.018287441471217226},""5"":{""cardinality"":93,""fold_wins"":0,""relative_gain"":-0.010883038215533186}}","{""alpha"":20.0,""column_metadata"":{""3"":{""cardinality"":116,""scale"":0.042288333602045036,""test_unseen_rate"":0.0004913703089490795,""val_unseen_rate"":0.0006141563027790564},""4"":{""cardinality"":88,""scale"":0.027919591100390054,""test_unseen_rate"":0.0007370554634236193,""val_unseen_rate"":0.0006141563027790564}},""columns"":[3,4]}",0,352,1320193,384,9,0.8704130201136189,0.8737792518887046,6.456772317877039,3;4,,gelu,0.2774359847070067,0.9280548399258046,nan
adult,binclass,resnet,0,residual_map_a100,3;4,"{""0"":{""cardinality"":73,""fold_wins"":0,""relative_gain"":-0.01019768661167703},""2"":{""cardinality"":16,""fold_wins"":0,""relative_gain"":-0.0033561153277103964},""3"":{""cardinality"":116,""fold_wins"":5,""relative_gain"":0.027668792410538424},""4"":{""cardinality"":88,""fold_wins"":5,""relative_gain"":0.018287441471217226},""5"":{""cardinality"":93,""fold_wins"":0,""relative_gain"":-0.010883038215533186}}","{""alpha"":100.0,""column_metadata"":{""3"":{""cardinality"":116,""scale"":0.019791308830507073,""test_unseen_rate"":0.0004913703089490795,""val_unseen_rate"":0.0006141563027790564},""4"":{""cardinality"":88,""scale"":0.011898179470207331,""test_unseen_rate"":0.0007370554634236193,""val_unseen_rate"":0.0006141563027790564}},""columns"":[3,4]}",0,352,1320193,384,15,0.8708736373407032,0.8709538726122474,8.275352166965604,3;4,,gelu,0.2811412634550139,0.9267785620954392,nan
adult,binclass,mlp,1,baseline_ple,3;4,"{""0"":{""cardinality"":73,""fold_wins"":0,""relative_gain"":-0.008582651031315296},""2"":{""cardinality"":16,""fold_wins"":0,""relative_gain"":-0.003506499821401756},""3"":{""cardinality"":116,""fold_wins"":5,""relative_gain"":0.027499698005552017},""4"":{""cardinality"":88,""fold_wins"":5,""relative_gain"":0.017893877469805152},""5"":{""cardinality"":93,""fold_wins"":0,""relative_gain"":-0.008277867058827862}}",{},0,350,430849,384,12,0.8575157377552587,0.8579939807137154,6.374755325959995,,,gelu,0.3023285837055621,0.9139564529103078,nan
