dataset,task,model,seed,representation,selected_columns,utility_statistics,map_metadata,reused_baseline,input_features,parameters,width,best_epoch,val_score,test_score,train_seconds,selected_numeric,members,activation,test_loss,test_auc,test_mae,bins,train_rows,val_rows,test_rows,baseline_score,baseline_loss,primary_gain,loss_gain_pct,win
black-friday,regression,mlp,0,residual_map_a20,1,"{""0"":{""cardinality"":21,""fold_wins"":0,""relative_gain"":-0.00035245990361397315},""1"":{""cardinality"":12,""fold_wins"":5,""relative_gain"":0.0012672414606856304},""2"":{""cardinality"":14,""fold_wins"":0,""relative_gain"":-0.00022237556339225865},""3"":{""cardinality"":15,""fold_wins"":0,""relative_gain"":-0.0002561673118170629}}","{""alpha"":20.0,""column_metadata"":{""1"":{""cardinality"":12,""scale"":0.022905043312527018,""test_unseen_rate"":0.0,""val_unseen_rate"":0.0}},""columns"":[1]}",0,79,326785,384,42,0.6903210319933848,0.6935549974441528,41.75747092906386,1,,gelu,0.481018506923306,,0.5361477052181469,,,,,0.6934881210327148,0.4809257949563139,-0.009643483343074225,-0.019277811247479938,False
black-friday,regression,mlp,0,residual_map_a5,1,"{""0"":{""cardinality"":21,""fold_wins"":0,""relative_gain"":-0.00035245990361397315},""1"":{""cardinality"":12,""fold_wins"":5,""relative_gain"":0.0012672414606856304},""2"":{""cardinality"":14,""fold_wins"":0,""relative_gain"":-0.00022237556339225865},""3"":{""cardinality"":15,""fold_wins"":0,""relative_gain"":-0.0002561673118170629}}","{""alpha"":5.0,""column_metadata"":{""1"":{""cardinality"":12,""scale"":0.02571336749281194,""test_unseen_rate"":0.0,""val_unseen_rate"":0.0}},""columns"":[1]}",0,79,326785,384,42,0.6902294972101437,0.6936240196228027,41.051211951998994,1,,gelu,0.4811142774224704,,0.5363265582818072,,,,,0.6934881210327148,0.4809257949563139,-0.0195963832640011,-0.03919159008172329,False
black-friday,regression,mlp,0,utility_identity,1,"{""0"":{""cardinality"":21,""fold_wins"":0,""relative_gain"":-0.00035245990361397315},""1"":{""cardinality"":12,""fold_wins"":5,""relative_gain"":0.0012672414606856304},""2"":{""cardinality"":14,""fold_wins"":0,""relative_gain"":-0.00022237556339225865},""3"":{""cardinality"":15,""fold_wins"":0,""relative_gain"":-0.0002561673118170629}}",{},0,90,326137,381,42,0.6911375794319135,0.6925948262214661,42.25561354495585,1,,gelu,0.479687598831607,,0.5369825078998738,,,,,0.6934881210327148,0.4809257949563139,0.12881184034104584,0.25746095087691345,True
black-friday,regression,mlp,1,baseline_ple,1,"{""0"":{""cardinality"":21,""fold_wins"":0,""relative_gain"":-0.0003402847099992605},""1"":{""cardinality"":12,""fold_wins"":5,""relative_gain"":0.0012018852550786702},""2"":{""cardinality"":14,""fold_wins"":0,""relative_gain"":-0.00029053905083632216},""3"":{""cardinality"":15,""fold_wins"":0,""relative_gain"":-0.00031377215348506974}}",{},0,78,326401,384,46,0.690710039933613,0.6915973424911499,43.66922336793505,,,gelu,0.4783068666752776,,0.5362528123975068,,,,,0.6915973424911499,0.4783068666752776,0.0,0.0,False
black-friday,regression,mlp,1,residual_map_a0,1,"{""0"":{""cardinality"":21,""fold_wins"":0,""relative_gain"":-0.0003402847099992605},""1"":{""cardinality"":12,""fold_wins"":5,""relative_gain"":0.0012018852550786702},""2"":{""cardinality"":14,""fold_wins"":0,""relative_gain"":-0.00029053905083632216},""3"":{""cardinality"":15,""fold_wins"":0,""relative_gain"":-0.00031377215348506974}}","{""alpha"":0.0,""column_metadata"":{""1"":{""cardinality"":12,""scale"":0.027679976002589975,""test_unseen_rate"":0.0,""val_unseen_rate"":0.0}},""columns"":[1]}",0,79,326785,384,53,0.6908521362204141,0.6926552057266235,50.266243119956926,1,,gelu,0.4797712171891977,,0.5350429324115561,,,,,0.6915973424911499,0.4783068666752776,-0.15295941301092691,-0.3061529356872527,False
black-friday,regression,mlp,1,residual_map_a100,1,"{""0"":{""cardinality"":21,""fold_wins"":0,""relative_gain"":-0.0003402847099992605},""1"":{""cardinality"":12,""fold_wins"":5,""relative_gain"":0.0012018852550786702},""2"":{""cardinality"":14,""fold_wins"":0,""relative_gain"":-0.00029053905083632216},""3"":{""cardinality"":15,""fold_wins"":0,""relative_gain"":-0.00031377215348506974}}","{""alpha"":100.0,""column_metadata"":{""1"":{""cardinality"":12,""scale"":0.01649734549833307,""test_unseen_rate"":0.0,""val_unseen_rate"":0.0}},""columns"":[1]}",0,79,326785,384,35,0.6915910250009425,0.6932576894760132,35.87816431117244,1,,gelu,0.4806061852950778,,0.5378047430505497,,,,,0.6915973424911499,0.4783068666752776,-0.24007422857969238,-0.48072038684763696,False
black-friday,regression,mlp,1,residual_map_a20,1,"{""0"":{""cardinality"":21,""fold_wins"":0,""relative_gain"":-0.0003402847099992605},""1"":{""cardinality"":12,""fold_wins"":5,""relative_gain"":0.0012018852550786702},""2"":{""cardinality"":14,""fold_wins"":0,""relative_gain"":-0.00029053905083632216},""3"":{""cardinality"":15,""fold_wins"":0,""relative_gain"":-0.00031377215348506974}}","{""alpha"":20.0,""column_metadata"":{""1"":{""cardinality"":12,""scale"":0.023469572366910763,""test_unseen_rate"":0.0,""val_unseen_rate"":0.0}},""columns"":[1]}",0,79,326785,384,53,0.6907279061892879,0.6917503476142883,49.86150719295256,1,,gelu,0.4785185612278684,,0.5347568208569543,,,,,0.6915973424911499,0.4783068666752776,-0.02212344000445399,-0.044259149792743896,False
black-friday,regression,mlp,1,residual_map_a5,1,"{""0"":{""cardinality"":21,""fold_wins"":0,""relative_gain"":-0.0003402847099992605},""1"":{""cardinality"":12,""fold_wins"":5,""relative_gain"":0.0012018852550786702},""2"":{""cardinality"":14,""fold_wins"":0,""relative_gain"":-0.00029053905083632216},""3"":{""cardinality"":15,""fold_wins"":0,""relative_gain"":-0.00031377215348506974}}","{""alpha"":5.0,""column_metadata"":{""1"":{""cardinality"":12,""scale"":0.02641389387030848,""test_unseen_rate"":0.0,""val_unseen_rate"":0.0}},""columns"":[1]}",0,79,326785,384,53,0.6904554457902456,0.6918632388114929,49.91840625507757,1,,gelu,0.4786747542942721,,0.5343331298738168,,,,,0.6915973424911499,0.4783068666752776,-0.03844669492008931,-0.07691455938144345,False
black-friday,regression,mlp,1,utility_identity,1,"{""0"":{""cardinality"":21,""fold_wins"":0,""relative_gain"":-0.0003402847099992605},""1"":{""cardinality"":12,""fold_wins"":5,""relative_gain"":0.0012018852550786702},""2"":{""cardinality"":14,""fold_wins"":0,""relative_gain"":-0.00029053905083632216},""3"":{""cardinality"":15,""fold_wins"":0,""relative_gain"":-0.00031377215348506974}}",{},0,90,326137,381,53,0.6896501540927922,0.6923397183418274,49.96545902499929,1,,gelu,0.4793342494051904,,0.5352387506656854,,,,,0.6915973424911499,0.4783068666752776,-0.10734220695577501,-0.21479573083576653,False
black-friday,regression,mlp,2,baseline_ple,1,"{""0"":{""cardinality"":21,""fold_wins"":0,""relative_gain"":-0.0004661914365715895},""1"":{""cardinality"":12,""fold_wins"":5,""relative_gain"":0.001179476909406158},""2"":{""cardinality"":14,""fold_wins"":0,""relative_gain"":-0.0001337042951837676},""3"":{""cardinality"":15,""fold_wins"":0,""relative_gain"":-0.00033980491890951936}}",{},0,78,326401,384,49,0.6902063901861375,0.6929522156715393,50.12751896190457,,,gelu,0.4801827760950478,,0.535144523769889,,,,,0.6929522156715393,0.4801827760950478,0.0,0.0,False
black-friday,regression,mlp,2,residual_map_a0,1,"{""0"":{""cardinality"":21,""fold_wins"":0,""relative_gain"":-0.0004661914365715895},""1"":{""cardinality"":12,""fold_wins"":5,""relative_gain"":0.001179476909406158},""2"":{""cardinality"":14,""fold_wins"":0,""relative_gain"":-0.0001337042951837676},""3"":{""cardinality"":15,""fold_wins"":0,""relative_gain"":-0.00033980491890951936}}","{""alpha"":0.0,""column_metadata"":{""1"":{""cardinality"":12,""scale"":0.026941134076542868,""test_unseen_rate"":0.0,""val_unseen_rate"":0.0}},""columns"":[1]}",0,79,326785,384,49,0.6907313007778662,0.6933384537696838,48.23458217200823,1,,gelu,0.4807181753544364,,0.5349319384955601,,,,,0.6929522156715393,0.4801827760950478,-0.055738056594599135,-0.11149905536858246,False
black-friday,regression,mlp,2,residual_map_a100,1,"{""0"":{""cardinality"":21,""fold_wins"":0,""relative_gain"":-0.0004661914365715895},""1"":{""cardinality"":12,""fold_wins"":5,""relative_gain"":0.001179476909406158},""2"":{""cardinality"":14,""fold_wins"":0,""relative_gain"":-0.0001337042951837676},""3"":{""cardinality"":15,""fold_wins"":0,""relative_gain"":-0.00033980491890951936}}","{""alpha"":100.0,""column_metadata"":{""1"":{""cardinality"":12,""scale"":0.016365398415090084,""test_unseen_rate"":0.0,""val_unseen_rate"":0.0}},""columns"":[1]}",0,79,326785,384,45,0.6912316750451346,0.6927797794342041,34.642980362987146,1,,gelu,0.4799438407003901,,0.533830086300769,,,,,0.6929522156715393,0.4801827760950478,0.02488428977286656,0.04975925971372118,True
black-friday,regression,mlp,2,residual_map_a20,1,"{""0"":{""cardinality"":21,""fold_wins"":0,""relative_gain"":-0.0004661914365715895},""1"":{""cardinality"":12,""fold_wins"":5,""relative_gain"":0.001179476909406158},""2"":{""cardinality"":14,""fold_wins"":0,""relative_gain"":-0.0001337042951837676},""3"":{""cardinality"":15,""fold_wins"":0,""relative_gain"":-0.00033980491890951936}}","{""alpha"":20.0,""column_metadata"":{""1"":{""cardinality"":12,""scale"":0.023000439201587116,""test_unseen_rate"":0.0,""val_unseen_rate"":0.0}},""columns"":[1]}",0,79,326785,384,49,0.6914718570755909,0.693348228931427,37.11013865703717,1,,gelu,0.4807317327159368,,0.5347672579671452,,,,,0.6929522156715393,0.4801827760950478,-0.05714871111335134,-0.11432243058637641,False
black-friday,regression,mlp,2,residual_map_a5,1,"{""0"":{""cardinality"":21,""fold_wins"":0,""relative_gain"":-0.0004661914365715895},""1"":{""cardinality"":12,""fold_wins"":5,""relative_gain"":0.001179476909406158},""2"":{""cardinality"":14,""fold_wins"":0,""relative_gain"":-0.0001337042951837676},""3"":{""cardinality"":15,""fold_wins"":0,""relative_gain"":-0.00033980491890951936}}","{""alpha"":5.0,""column_metadata"":{""1"":{""cardinality"":12,""scale"":0.025760703405153993,""test_unseen_rate"":0.0,""val_unseen_rate"":0.0}},""columns"":[1]}",0,79,326785,384,49,0.6910150764721692,0.6933189034461975,39.81170334806666,1,,gelu,0.4806911521027724,,0.5348454736774109,,,,,0.6929522156715393,0.4801827760950478,-0.05291674755709474,-0.10587135420784084,False
black-friday,regression,mlp,2,utility_identity,1,"{""0"":{""cardinality"":21,""fold_wins"":0,""relative_gain"":-0.0004661914365715895},""1"":{""cardinality"":12,""fold_wins"":5,""relative_gain"":0.001179476909406158},""2"":{""cardinality"":14,""fold_wins"":0,""relative_gain"":-0.0001337042951837676},""3"":{""cardinality"":15,""fold_wins"":0,""relative_gain"":-0.00033980491890951936}}",{},0,90,326137,381,49,0.6884454324726335,0.6924659609794617,42.58892810391262,1,,gelu,0.4795091227777764,,0.5363088317916207,,,,,0.6929522156715393,0.4801827760950478,0.07017146075597835,0.14029102058796641,True
black-friday,regression,resnet,0,baseline_ple,1,"{""0"":{""cardinality"":21,""fold_wins"":0,""relative_gain"":-0.00035245990361397315},""1"":{""cardinality"":12,""fold_wins"":5,""relative_gain"":0.0012672414606856304},""2"":{""cardinality"":14,""fold_wins"":0,""relative_gain"":-0.00022237556339225865},""3"":{""cardinality"":15,""fold_wins"":0,""relative_gain"":-0.0002561673118170629}}",{},0,78,1214977,384,17,0.6919980778594024,0.6957336068153381,25.5239779651165,,,gelu,0.4840452473428638,,0.5377688290798263,,,,,0.6957336068153381,0.4840452473428638,0.0,0.0,False
black-friday,regression,resnet,0,residual_map_a0,1,"{""0"":{""cardinality"":21,""fold_wins"":0,""relative_gain"":-0.00035245990361397315},""1"":{""cardinality"":12,""fold_wins"":5,""relative_gain"":0.0012672414606856304},""2"":{""cardinality"":14,""fold_wins"":0,""relative_gain"":-0.00022237556339225865},""3"":{""cardinality"":15,""fold_wins"":0,""relative_gain"":-0.0002561673118170629}}","{""alpha"":0.0,""column_metadata"":{""1"":{""cardinality"":12,""scale"":0.02692117461641116,""test_unseen_rate"":0.0,""val_unseen_rate"":0.0}},""columns"":[1]}",0,79,1215361,384,22,0.6913934242131781,0.6946670413017273,29.69142580102198,1,,gelu,0.4825622760322929,,0.5384351222091464,,,,,0.6957336068153381,0.4840452473428638,0.1533008472154958,0.3063703896921993,True
black-friday,regression,resnet,0,residual_map_a100,1,"{""0"":{""cardinality"":21,""fold_wins"":0,""relative_gain"":-0.00035245990361397315},""1"":{""cardinality"":12,""fold_wins"":5,""relative_gain"":0.0012672414606856304},""2"":{""cardinality"":14,""fold_wins"":0,""relative_gain"":-0.00022237556339225865},""3"":{""cardinality"":15,""fold_wins"":0,""relative_gain"":-0.0002561673118170629}}","{""alpha"":100.0,""column_metadata"":{""1"":{""cardinality"":12,""scale"":0.016233632285984984,""test_unseen_rate"":0.0,""val_unseen_rate"":0.0}},""columns"":[1]}",0,79,1215361,384,15,0.691511401054818,0.6930955052375793,23.246922543039545,1,,gelu,0.4803814145855575,,0.5369845566031083,,,,,0.6957336068153381,0.4840452473428638,0.3791827147511928,0.7569194775527057,True
black-friday,regression,resnet,0,residual_map_a20,1,"{""0"":{""cardinality"":21,""fold_wins"":0,""relative_gain"":-0.00035245990361397315},""1"":{""cardinality"":12,""fold_wins"":5,""relative_gain"":0.0012672414606856304},""2"":{""cardinality"":14,""fold_wins"":0,""relative_gain"":-0.00022237556339225865},""3"":{""cardinality"":15,""fold_wins"":0,""relative_gain"":-0.0002561673118170629}}","{""alpha"":20.0,""column_metadata"":{""1"":{""cardinality"":12,""scale"":0.022905043312527018,""test_unseen_rate"":0.0,""val_unseen_rate"":0.0}},""columns"":[1]}",0,79,1215361,384,22,0.6899959852484727,0.6945053339004517,29.51984088984318,1,,gelu,0.4823376698307103,,0.5394212744587229,,,,,0.6957336068153381,0.4840452473428638,0.17654356536099933,0.35277229174899294,True
black-friday,regression,resnet,0,residual_map_a5,1,"{""0"":{""cardinality"":21,""fold_wins"":0,""relative_gain"":-0.00035245990361397315},""1"":{""cardinality"":12,""fold_wins"":5,""relative_gain"":0.0012672414606856304},""2"":{""cardinality"":14,""fold_wins"":0,""relative_gain"":-0.00022237556339225865},""3"":{""cardinality"":15,""fold_wins"":0,""relative_gain"":-0.0002561673118170629}}","{""alpha"":5.0,""column_metadata"":{""1"":{""cardinality"":12,""scale"":0.02571336749281194,""test_unseen_rate"":0.0,""val_unseen_rate"":0.0}},""columns"":[1]}",0,79,1215361,384,22,0.6900321941933072,0.6937084197998047,29.738358082948253,1,,gelu,0.4812313400026798,,0.5369382936482956,,,,,0.6957336068153381,0.4840452473428638,0.29108655894941887,0.5813314675912562,True
black-friday,regression,resnet,0,utility_identity,1,"{""0"":{""cardinality"":21,""fold_wins"":0,""relative_gain"":-0.00035245990361397315},""1"":{""cardinality"":12,""fold_wins"":5,""relative_gain"":0.0012672414606856304},""2"":{""cardinality"":14,""fold_wins"":0,""relative_gain"":-0.00022237556339225865},""3"":{""cardinality"":15,""fold_wins"":0,""relative_gain"":-0.0002561673118170629}}",{},0,90,1213345,383,22,0.6935267742491327,0.6967962980270386,29.33412763592787,1,,gelu,0.4855250874427695,,0.5372178731296368,,,,,0.6957336068153381,0.4840452473428638,-0.1527439815024631,-0.3057235058146309,False
black-friday,regression,resnet,1,baseline_ple,1,"{""0"":{""cardinality"":21,""fold_wins"":0,""relative_gain"":-0.0003402847099992605},""1"":{""cardinality"":12,""fold_wins"":5,""relative_gain"":0.0012018852550786702},""2"":{""cardinality"":14,""fold_wins"":0,""relative_gain"":-0.00029053905083632216},""3"":{""cardinality"":15,""fold_wins"":0,""relative_gain"":-0.00031377215348506974}}",{},0,78,1214977,384,20,0.6916827980009259,0.6930211186408997,27.65432766615413,,,gelu,0.4802783100552638,,0.5366942563515079,,,,,0.6930211186408997,0.4802783100552638,0.0,0.0,False
black-friday,regression,resnet,1,residual_map_a0,1,"{""0"":{""cardinality"":21,""fold_wins"":0,""relative_gain"":-0.0003402847099992605},""1"":{""cardinality"":12,""fold_wins"":5,""relative_gain"":0.0012018852550786702},""2"":{""cardinality"":14,""fold_wins"":0,""relative_gain"":-0.00029053905083632216},""3"":{""cardinality"":15,""fold_wins"":0,""relative_gain"":-0.00031377215348506974}}","{""alpha"":0.0,""column_metadata"":{""1"":{""cardinality"":12,""scale"":0.027679976002589975,""test_unseen_rate"":0.0,""val_unseen_rate"":0.0}},""columns"":[1]}",0,79,1215361,384,16,0.6916904804908661,0.6946738362312317,24.838204280938957,1,,gelu,0.482571726089202,,0.5400997551241956,,,,,0.6930211186408997,0.4802783100552638,-0.23848011927446242,-0.4775181360312397,False
black-friday,regression,resnet,1,residual_map_a100,1,"{""0"":{""cardinality"":21,""fold_wins"":0,""relative_gain"":-0.0003402847099992605},""1"":{""cardinality"":12,""fold_wins"":5,""relative_gain"":0.0012018852550786702},""2"":{""cardinality"":14,""fold_wins"":0,""relative_gain"":-0.00029053905083632216},""3"":{""cardinality"":15,""fold_wins"":0,""relative_gain"":-0.00031377215348506974}}","{""alpha"":100.0,""column_metadata"":{""1"":{""cardinality"":12,""scale"":0.01649734549833307,""test_unseen_rate"":0.0,""val_unseen_rate"":0.0}},""columns"":[1]}",0,79,1215361,384,16,0.6914006302696336,0.693781852722168,24.16621768195182,1,,gelu,0.4813333223006144,,0.5391612898047808,,,,,0.6930211186408997,0.4802783100552638,-0.10977069252380135,-0.21966685216935963,False
black-friday,regression,resnet,1,residual_map_a20,1,"{""0"":{""cardinality"":21,""fold_wins"":0,""relative_gain"":-0.0003402847099992605},""1"":{""cardinality"":12,""fold_wins"":5,""relative_gain"":0.0012018852550786702},""2"":{""cardinality"":14,""fold_wins"":0,""relative_gain"":-0.00029053905083632216},""3"":{""cardinality"":15,""fold_wins"":0,""relative_gain"":-0.00031377215348506974}}","{""alpha"":20.0,""column_metadata"":{""1"":{""cardinality"":12,""scale"":0.023469572366910763,""test_unseen_rate"":0.0,""val_unseen_rate"":0.0}},""columns"":[1]}",0,79,1215361,384,16,0.6908107460614339,0.6940380334854126,24.079666987992823,1,,gelu,0.4816888216882327,,0.540347669325584,,,,,0.6930211186408997,0.4802783100552638,-0.1467364871228218,-0.29368630717606226,False
black-friday,regression,resnet,1,residual_map_a5,1,"{""0"":{""cardinality"":21,""fold_wins"":0,""relative_gain"":-0.0003402847099992605},""1"":{""cardinality"":12,""fold_wins"":5,""relative_gain"":0.0012018852550786702},""2"":{""cardinality"":14,""fold_wins"":0,""relative_gain"":-0.00029053905083632216},""3"":{""cardinality"":15,""fold_wins"":0,""relative_gain"":-0.00031377215348506974}}","{""alpha"":5.0,""column_metadata"":{""1"":{""cardinality"":12,""scale"":0.02641389387030848,""test_unseen_rate"":0.0,""val_unseen_rate"":0.0}},""columns"":[1]}",0,79,1215361,384,16,0.6917003664856729,0.6947399973869324,24.277732816059142,1,,gelu,0.4826636011855147,,0.5404521170525448,,,,,0.6930211186408997,0.4802783100552638,-0.24802689265857428,-0.49664768953993915,False
black-friday,regression,resnet,1,utility_identity,1,"{""0"":{""cardinality"":21,""fold_wins"":0,""relative_gain"":-0.0003402847099992605},""1"":{""cardinality"":12,""fold_wins"":5,""relative_gain"":0.0012018852550786702},""2"":{""cardinality"":14,""fold_wins"":0,""relative_gain"":-0.00029053905083632216},""3"":{""cardinality"":15,""fold_wins"":0,""relative_gain"":-0.00031377215348506974}}",{},0,90,1213345,383,20,0.690471108541054,0.6917667388916016,27.561156203970317,1,,gelu,0.478541235682234,,0.534381536253593,,,,,0.6930211186408997,0.4802783100552638,0.18100166294471515,0.3616807872980773,True
black-friday,regression,resnet,2,baseline_ple,1,"{""0"":{""cardinality"":21,""fold_wins"":0,""relative_gain"":-0.0004661914365715895},""1"":{""cardinality"":12,""fold_wins"":5,""relative_gain"":0.001179476909406158},""2"":{""cardinality"":14,""fold_wins"":0,""relative_gain"":-0.0001337042951837676},""3"":{""cardinality"":15,""fold_wins"":0,""relative_gain"":-0.00033980491890951936}}",{},0,78,1214977,384,17,0.6897733717027634,0.6898201704025269,20.272047131089494,,,gelu,0.4758519241167363,,0.5340107663768199,,,,,0.6898201704025269,0.4758519241167363,0.0,0.0,False
black-friday,regression,resnet,2,residual_map_a0,1,"{""0"":{""cardinality"":21,""fold_wins"":0,""relative_gain"":-0.0004661914365715895},""1"":{""cardinality"":12,""fold_wins"":5,""relative_gain"":0.001179476909406158},""2"":{""cardinality"":14,""fold_wins"":0,""relative_gain"":-0.0001337042951837676},""3"":{""cardinality"":15,""fold_wins"":0,""relative_gain"":-0.00033980491890951936}}","{""alpha"":0.0,""column_metadata"":{""1"":{""cardinality"":12,""scale"":0.026941134076542868,""test_unseen_rate"":0.0,""val_unseen_rate"":0.0}},""columns"":[1]}",0,79,1215361,384,15,0.6915414163643518,0.6930429339408875,18.96714643482119,1,,gelu,0.4803084902555866,,0.5387589954168038,,,,,0.6898201704025269,0.4758519241167363,-0.4671889394709979,-0.9365447343987143,False
black-friday,regression,resnet,2,residual_map_a100,1,"{""0"":{""cardinality"":21,""fold_wins"":0,""relative_gain"":-0.0004661914365715895},""1"":{""cardinality"":12,""fold_wins"":5,""relative_gain"":0.001179476909406158},""2"":{""cardinality"":14,""fold_wins"":0,""relative_gain"":-0.0001337042951837676},""3"":{""cardinality"":15,""fold_wins"":0,""relative_gain"":-0.00033980491890951936}}","{""alpha"":100.0,""column_metadata"":{""1"":{""cardinality"":12,""scale"":0.016365398415090084,""test_unseen_rate"":0.0,""val_unseen_rate"":0.0}},""columns"":[1]}",0,79,1215361,384,15,0.6909299735409711,0.6923603415489197,18.914884253172204,1,,gelu,0.4793628880693353,,0.5370887700272386,,,,,0.6898201704025269,0.4758519241167363,-0.3682367166663988,-0.7378269950501799,False
black-friday,regression,resnet,2,residual_map_a20,1,"{""0"":{""cardinality"":21,""fold_wins"":0,""relative_gain"":-0.0004661914365715895},""1"":{""cardinality"":12,""fold_wins"":5,""relative_gain"":0.001179476909406158},""2"":{""cardinality"":14,""fold_wins"":0,""relative_gain"":-0.0001337042951837676},""3"":{""cardinality"":15,""fold_wins"":0,""relative_gain"":-0.00033980491890951936}}","{""alpha"":20.0,""column_metadata"":{""1"":{""cardinality"":12,""scale"":0.023000439201587116,""test_unseen_rate"":0.0,""val_unseen_rate"":0.0}},""columns"":[1]}",0,79,1215361,384,14,0.691911724290307,0.6940990686416626,18.14905935805291,1,,gelu,0.4817735822438617,,0.538352076010148,,,,,0.6898201704025269,0.4758519241167363,-0.6202918416605449,-1.2444329479421536,False
black-friday,regression,resnet,2,residual_map_a5,1,"{""0"":{""cardinality"":21,""fold_wins"":0,""relative_gain"":-0.0004661914365715895},""1"":{""cardinality"":12,""fold_wins"":5,""relative_gain"":0.001179476909406158},""2"":{""cardinality"":14,""fold_wins"":0,""relative_gain"":-0.0001337042951837676},""3"":{""cardinality"":15,""fold_wins"":0,""relative_gain"":-0.00033980491890951936}}","{""alpha"":5.0,""column_metadata"":{""1"":{""cardinality"":12,""scale"":0.025760703405153993,""test_unseen_rate"":0.0,""val_unseen_rate"":0.0}},""columns"":[1]}",0,79,1215361,384,17,0.6920080829625803,0.6917474269866943,20.246758715016767,1,,gelu,0.478514511111095,,0.5346402404967188,,,,,0.6898201704025269,0.4758519241167363,-0.27938536257107116,-0.5595410797804162,False
black-friday,regression,resnet,2,utility_identity,1,"{""0"":{""cardinality"":21,""fold_wins"":0,""relative_gain"":-0.0004661914365715895},""1"":{""cardinality"":12,""fold_wins"":5,""relative_gain"":0.001179476909406158},""2"":{""cardinality"":14,""fold_wins"":0,""relative_gain"":-0.0001337042951837676},""3"":{""cardinality"":15,""fold_wins"":0,""relative_gain"":-0.00033980491890951936}}",{},0,90,1213345,383,17,0.6899423269272624,0.690622091293335,20.38197893020697,1,,gelu,0.4769588491831648,,0.5362476475439383,,,,,0.6898201704025269,0.4758519241167363,-0.11625071652227349,-0.23261964706417854,False
black-friday,regression,tabm,0,baseline_ple,1,"{""0"":{""cardinality"":21,""fold_wins"":0,""relative_gain"":-0.00035245990361397315},""1"":{""cardinality"":12,""fold_wins"":5,""relative_gain"":0.0012672414606856304},""2"":{""cardinality"":14,""fold_wins"":0,""relative_gain"":-0.00022237556339225865},""3"":{""cardinality"":15,""fold_wins"":0,""relative_gain"":-0.0002561673118170629}}",{},0,78,639216,512,57,0.6864177315619031,0.6880928874015808,67.45818215585314,,16.0,relu,0.4734718342497978,,0.5332800056529747,,,,,0.6880928874015808,0.4734718342497978,0.0,0.0,False
black-friday,regression,tabm,0,residual_map_a0,1,"{""0"":{""cardinality"":21,""fold_wins"":0,""relative_gain"":-0.00035245990361397315},""1"":{""cardinality"":12,""fold_wins"":5,""relative_gain"":0.0012672414606856304},""2"":{""cardinality"":14,""fold_wins"":0,""relative_gain"":-0.00022237556339225865},""3"":{""cardinality"":15,""fold_wins"":0,""relative_gain"":-0.0002561673118170629}}","{""alpha"":0.0,""column_metadata"":{""1"":{""cardinality"":12,""scale"":0.02692117461641116,""test_unseen_rate"":0.0,""val_unseen_rate"":0.0}},""columns"":[1]}",0,79,639744,512,56,0.6868957134553924,0.6882614493370056,62.09156857803464,1,16.0,relu,0.4737038461279824,,0.5328159718334989,,,,,0.6880928874015808,0.4734718342497978,-0.024496973956719528,-0.04900225555174334,False
black-friday,regression,tabm,0,residual_map_a100,1,"{""0"":{""cardinality"":21,""fold_wins"":0,""relative_gain"":-0.00035245990361397315},""1"":{""cardinality"":12,""fold_wins"":5,""relative_gain"":0.0012672414606856304},""2"":{""cardinality"":14,""fold_wins"":0,""relative_gain"":-0.00022237556339225865},""3"":{""cardinality"":15,""fold_wins"":0,""relative_gain"":-0.0002561673118170629}}","{""alpha"":100.0,""column_metadata"":{""1"":{""cardinality"":12,""scale"":0.016233632285984984,""test_unseen_rate"":0.0,""val_unseen_rate"":0.0}},""columns"":[1]}",0,79,639744,512,57,0.6865078370446902,0.6876828074455261,62.18489083019085,1,16.0,relu,0.4729076390859629,,0.5326516170871034,,,,,0.6880928874015808,0.4734718342497978,0.05959659859343365,0.11916129387692731,True
black-friday,regression,tabm,0,residual_map_a20,1,"{""0"":{""cardinality"":21,""fold_wins"":0,""relative_gain"":-0.00035245990361397315},""1"":{""cardinality"":12,""fold_wins"":5,""relative_gain"":0.0012672414606856304},""2"":{""cardinality"":14,""fold_wins"":0,""relative_gain"":-0.00022237556339225865},""3"":{""cardinality"":15,""fold_wins"":0,""relative_gain"":-0.0002561673118170629}}","{""alpha"":20.0,""column_metadata"":{""1"":{""cardinality"":12,""scale"":0.022905043312527018,""test_unseen_rate"":0.0,""val_unseen_rate"":0.0}},""columns"":[1]}",0,79,639744,512,57,0.6869393666734247,0.6881195902824402,63.322562342043966,1,16.0,relu,0.4735085759989083,,0.5328524948791156,,,,,0.6880928874015808,0.4734718342497978,-0.003880708745618935,-0.007760070705941543,False
black-friday,regression,tabm,0,residual_map_a5,1,"{""0"":{""cardinality"":21,""fold_wins"":0,""relative_gain"":-0.00035245990361397315},""1"":{""cardinality"":12,""fold_wins"":5,""relative_gain"":0.0012672414606856304},""2"":{""cardinality"":14,""fold_wins"":0,""relative_gain"":-0.00022237556339225865},""3"":{""cardinality"":15,""fold_wins"":0,""relative_gain"":-0.0002561673118170629}}","{""alpha"":5.0,""column_metadata"":{""1"":{""cardinality"":12,""scale"":0.02571336749281194,""test_unseen_rate"":0.0,""val_unseen_rate"":0.0}},""columns"":[1]}",0,79,639744,512,57,0.6869992186299356,0.6878867745399475,63.84413600806147,1,16.0,relu,0.4731881881198296,,0.5328597854137903,,,,,0.6880928874015808,0.4734718342497978,0.029954220630246157,0.05990770927643512,True
