dataset,task,model,seed,representation,selected_columns,utility_statistics,map_metadata,reused_baseline,input_features,parameters,width,best_epoch,val_score,test_score,train_seconds,selected_numeric,members,activation,test_loss,test_auc,test_mae
churn,binclass,tabm,1,residual_map_a20,,"{""1"":{""cardinality"":67,""fold_wins"":0,""relative_gain"":-0.04853377909173995},""2"":{""cardinality"":11,""fold_wins"":0,""relative_gain"":-0.009412584964792223},""4"":{""cardinality"":4,""fold_wins"":0,""relative_gain"":-0.006437149676023945}}","{""alpha"":20.0,""column_metadata"":{},""columns"":[]}",1,536,881040,512,13,0.8625,0.8565,4.160198517143726,,16,relu,0.3547136403013411,0.8452103875832689,nan
churn,binclass,tabm,1,residual_map_a100,,"{""1"":{""cardinality"":67,""fold_wins"":0,""relative_gain"":-0.04853377909173995},""2"":{""cardinality"":11,""fold_wins"":0,""relative_gain"":-0.009412584964792223},""4"":{""cardinality"":4,""fold_wins"":0,""relative_gain"":-0.006437149676023945}}","{""alpha"":100.0,""column_metadata"":{},""columns"":[]}",1,536,881040,512,13,0.8625,0.8565,4.160198517143726,,16,relu,0.3547136403013411,0.8452103875832689,nan
churn,binclass,tabm,2,baseline_ple,,"{""1"":{""cardinality"":67,""fold_wins"":0,""relative_gain"":-0.031198889548721916},""2"":{""cardinality"":11,""fold_wins"":0,""relative_gain"":-0.015267935842498033},""4"":{""cardinality"":4,""fold_wins"":0,""relative_gain"":-0.00934228264883952}}",{},0,536,881040,512,8,0.8625,0.8595,3.5574569418095052,,16,relu,0.3536015652566623,0.847949644559814,nan
churn,binclass,tabm,2,utility_identity,,"{""1"":{""cardinality"":67,""fold_wins"":0,""relative_gain"":-0.031198889548721916},""2"":{""cardinality"":11,""fold_wins"":0,""relative_gain"":-0.015267935842498033},""4"":{""cardinality"":4,""fold_wins"":0,""relative_gain"":-0.00934228264883952}}",{},1,536,881040,512,8,0.8625,0.8595,3.5574569418095052,,16,relu,0.3536015652566623,0.847949644559814,nan
churn,binclass,tabm,2,residual_map_a0,,"{""1"":{""cardinality"":67,""fold_wins"":0,""relative_gain"":-0.031198889548721916},""2"":{""cardinality"":11,""fold_wins"":0,""relative_gain"":-0.015267935842498033},""4"":{""cardinality"":4,""fold_wins"":0,""relative_gain"":-0.00934228264883952}}","{""alpha"":0.0,""column_metadata"":{},""columns"":[]}",1,536,881040,512,8,0.8625,0.8595,3.5574569418095052,,16,relu,0.3536015652566623,0.847949644559814,nan
churn,binclass,tabm,2,residual_map_a5,,"{""1"":{""cardinality"":67,""fold_wins"":0,""relative_gain"":-0.031198889548721916},""2"":{""cardinality"":11,""fold_wins"":0,""relative_gain"":-0.015267935842498033},""4"":{""cardinality"":4,""fold_wins"":0,""relative_gain"":-0.00934228264883952}}","{""alpha"":5.0,""column_metadata"":{},""columns"":[]}",1,536,881040,512,8,0.8625,0.8595,3.5574569418095052,,16,relu,0.3536015652566623,0.847949644559814,nan
churn,binclass,tabm,2,residual_map_a20,,"{""1"":{""cardinality"":67,""fold_wins"":0,""relative_gain"":-0.031198889548721916},""2"":{""cardinality"":11,""fold_wins"":0,""relative_gain"":-0.015267935842498033},""4"":{""cardinality"":4,""fold_wins"":0,""relative_gain"":-0.00934228264883952}}","{""alpha"":20.0,""column_metadata"":{},""columns"":[]}",1,536,881040,512,8,0.8625,0.8595,3.5574569418095052,,16,relu,0.3536015652566623,0.847949644559814,nan
churn,binclass,tabm,2,residual_map_a100,,"{""1"":{""cardinality"":67,""fold_wins"":0,""relative_gain"":-0.031198889548721916},""2"":{""cardinality"":11,""fold_wins"":0,""relative_gain"":-0.015267935842498033},""4"":{""cardinality"":4,""fold_wins"":0,""relative_gain"":-0.00934228264883952}}","{""alpha"":100.0,""column_metadata"":{},""columns"":[]}",1,536,881040,512,8,0.8625,0.8595,3.5574569418095052,,16,relu,0.3536015652566623,0.847949644559814,nan
adult,binclass,tabm,0,baseline_ple,3;4,"{""0"":{""cardinality"":73,""fold_wins"":0,""relative_gain"":-0.01019768661167703},""2"":{""cardinality"":16,""fold_wins"":0,""relative_gain"":-0.0033561153277103964},""3"":{""cardinality"":116,""fold_wins"":5,""relative_gain"":0.027668792410538424},""4"":{""cardinality"":88,""fold_wins"":5,""relative_gain"":0.018287441471217226},""5"":{""cardinality"":93,""fold_wins"":0,""relative_gain"":-0.010883038215533186}}",{},0,350,782832,512,15,0.8616612927990174,0.8624163134942571,9.72250730684027,,16,relu,0.2974401125208667,0.9164424743455359,nan
adult,binclass,tabm,0,utility_identity,3;4,"{""0"":{""cardinality"":73,""fold_wins"":0,""relative_gain"":-0.01019768661167703},""2"":{""cardinality"":16,""fold_wins"":0,""relative_gain"":-0.0033561153277103964},""3"":{""cardinality"":116,""fold_wins"":5,""relative_gain"":0.027668792410538424},""4"":{""cardinality"":88,""fold_wins"":5,""relative_gain"":0.018287441471217226},""5"":{""cardinality"":93,""fold_wins"":0,""relative_gain"":-0.010883038215533186}}",{},0,554,783904,472,9,0.8710271764163979,0.8734107241569928,8.157938082003966,3;4,16,relu,0.27346216937046913,0.9287204226407897,nan
adult,binclass,tabm,0,residual_map_a0,3;4,"{""0"":{""cardinality"":73,""fold_wins"":0,""relative_gain"":-0.01019768661167703},""2"":{""cardinality"":16,""fold_wins"":0,""relative_gain"":-0.0033561153277103964},""3"":{""cardinality"":116,""fold_wins"":5,""relative_gain"":0.027668792410538424},""4"":{""cardinality"":88,""fold_wins"":5,""relative_gain"":0.018287441471217226},""5"":{""cardinality"":93,""fold_wins"":0,""relative_gain"":-0.010883038215533186}}","{""alpha"":0.0,""column_metadata"":{""3"":{""cardinality"":116,""scale"":0.07094506806434984,""test_unseen_rate"":0.0004913703089490795,""val_unseen_rate"":0.0006141563027790564},""4"":{""cardinality"":88,""scale"":0.05851484495160405,""test_unseen_rate"":0.0007370554634236193,""val_unseen_rate"":0.0006141563027790564}},""columns"":[3,4]}",0,352,783888,512,15,0.871641332719177,0.8740249370431792,8.813617412932217,3;4,16,relu,0.27249787541148507,0.9297399519623728,nan
adult,binclass,tabm,0,residual_map_a5,3;4,"{""0"":{""cardinality"":73,""fold_wins"":0,""relative_gain"":-0.01019768661167703},""2"":{""cardinality"":16,""fold_wins"":0,""relative_gain"":-0.0033561153277103964},""3"":{""cardinality"":116,""fold_wins"":5,""relative_gain"":0.027668792410538424},""4"":{""cardinality"":88,""fold_wins"":5,""relative_gain"":0.018287441471217226},""5"":{""cardinality"":93,""fold_wins"":0,""relative_gain"":-0.010883038215533186}}","{""alpha"":5.0,""column_metadata"":{""3"":{""cardinality"":116,""scale"":0.056995697244251735,""test_unseen_rate"":0.0004913703089490795,""val_unseen_rate"":0.0006141563027790564},""4"":{""cardinality"":88,""scale"":0.04317679934276157,""test_unseen_rate"":0.0007370554634236193,""val_unseen_rate"":0.0006141563027790564}},""columns"":[3,4]}",0,352,783888,512,15,0.8710271764163979,0.8740249370431792,8.867836211109534,3;4,16,relu,0.2730345527896523,0.9295071030826758,nan
adult,binclass,tabm,0,residual_map_a20,3;4,"{""0"":{""cardinality"":73,""fold_wins"":0,""relative_gain"":-0.01019768661167703},""2"":{""cardinality"":16,""fold_wins"":0,""relative_gain"":-0.0033561153277103964},""3"":{""cardinality"":116,""fold_wins"":5,""relative_gain"":0.027668792410538424},""4"":{""cardinality"":88,""fold_wins"":5,""relative_gain"":0.018287441471217226},""5"":{""cardinality"":93,""fold_wins"":0,""relative_gain"":-0.010883038215533186}}","{""alpha"":20.0,""column_metadata"":{""3"":{""cardinality"":116,""scale"":0.042288333602045036,""test_unseen_rate"":0.0004913703089490795,""val_unseen_rate"":0.0006141563027790564},""4"":{""cardinality"":88,""scale"":0.027919591100390054,""test_unseen_rate"":0.0007370554634236193,""val_unseen_rate"":0.0006141563027790564}},""columns"":[3,4]}",0,352,783888,512,15,0.8710271764163979,0.8740249370431792,8.921924530994147,3;4,16,relu,0.27394135389400176,0.9292680440631377,nan
adult,binclass,tabm,0,residual_map_a100,3;4,"{""0"":{""cardinality"":73,""fold_wins"":0,""relative_gain"":-0.01019768661167703},""2"":{""cardinality"":16,""fold_wins"":0,""relative_gain"":-0.0033561153277103964},""3"":{""cardinality"":116,""fold_wins"":5,""relative_gain"":0.027668792410538424},""4"":{""cardinality"":88,""fold_wins"":5,""relative_gain"":0.018287441471217226},""5"":{""cardinality"":93,""fold_wins"":0,""relative_gain"":-0.010883038215533186}}","{""alpha"":100.0,""column_metadata"":{""3"":{""cardinality"":116,""scale"":0.019791308830507073,""test_unseen_rate"":0.0004913703089490795,""val_unseen_rate"":0.0006141563027790564},""4"":{""cardinality"":88,""scale"":0.011898179470207331,""test_unseen_rate"":0.0007370554634236193,""val_unseen_rate"":0.0006141563027790564}},""columns"":[3,4]}",0,352,783888,512,15,0.8714877936434823,0.8737792518887046,8.877001103945076,3;4,16,relu,0.27385936969975094,0.9291768156452033,nan
adult,binclass,tabm,1,baseline_ple,3;4,"{""0"":{""cardinality"":73,""fold_wins"":0,""relative_gain"":-0.008582651031315296},""2"":{""cardinality"":16,""fold_wins"":0,""relative_gain"":-0.003506499821401756},""3"":{""cardinality"":116,""fold_wins"":5,""relative_gain"":0.027499698005552017},""4"":{""cardinality"":88,""fold_wins"":5,""relative_gain"":0.017893877469805152},""5"":{""cardinality"":93,""fold_wins"":0,""relative_gain"":-0.008277867058827862}}",{},0,350,782832,512,12,0.8593582066635959,0.861249309010503,8.76644152100198,,16,relu,0.2974229549663601,0.9157456004713852,nan
adult,binclass,tabm,1,utility_identity,3;4,"{""0"":{""cardinality"":73,""fold_wins"":0,""relative_gain"":-0.008582651031315296},""2"":{""cardinality"":16,""fold_wins"":0,""relative_gain"":-0.003506499821401756},""3"":{""cardinality"":116,""fold_wins"":5,""relative_gain"":0.027499698005552017},""4"":{""cardinality"":88,""fold_wins"":5,""relative_gain"":0.017893877469805152},""5"":{""cardinality"":93,""fold_wins"":0,""relative_gain"":-0.008277867058827862}}",{},0,554,783904,472,14,0.8707200982650084,0.8723051409618574,9.578316272003576,3;4,16,relu,0.27358041762524127,0.9289210603406043,nan
adult,binclass,tabm,1,residual_map_a0,3;4,"{""0"":{""cardinality"":73,""fold_wins"":0,""relative_gain"":-0.008582651031315296},""2"":{""cardinality"":16,""fold_wins"":0,""relative_gain"":-0.003506499821401756},""3"":{""cardinality"":116,""fold_wins"":5,""relative_gain"":0.027499698005552017},""4"":{""cardinality"":88,""fold_wins"":5,""relative_gain"":0.017893877469805152},""5"":{""cardinality"":93,""fold_wins"":0,""relative_gain"":-0.008277867058827862}}","{""alpha"":0.0,""column_metadata"":{""3"":{""cardinality"":116,""scale"":0.07029190801442155,""test_unseen_rate"":0.0004913703089490795,""val_unseen_rate"":0.0006141563027790564},""4"":{""cardinality"":88,""scale"":0.059263978387675824,""test_unseen_rate"":0.0007370554634236193,""val_unseen_rate"":0.0006141563027790564}},""columns"":[3,4]}",0,352,783888,512,12,0.8701059419622293,0.8735335667342301,7.897313619032502,3;4,16,relu,0.2727297599742195,0.9293498004495973,nan
adult,binclass,tabm,1,residual_map_a5,3;4,"{""0"":{""cardinality"":73,""fold_wins"":0,""relative_gain"":-0.008582651031315296},""2"":{""cardinality"":16,""fold_wins"":0,""relative_gain"":-0.003506499821401756},""3"":{""cardinality"":116,""fold_wins"":5,""relative_gain"":0.027499698005552017},""4"":{""cardinality"":88,""fold_wins"":5,""relative_gain"":0.017893877469805152},""5"":{""cardinality"":93,""fold_wins"":0,""relative_gain"":-0.008277867058827862}}","{""alpha"":5.0,""column_metadata"":{""3"":{""cardinality"":116,""scale"":0.05649142477196501,""test_unseen_rate"":0.0004913703089490795,""val_unseen_rate"":0.0006141563027790564},""4"":{""cardinality"":88,""scale"":0.04285943927323863,""test_unseen_rate"":0.0007370554634236193,""val_unseen_rate"":0.0006141563027790564}},""columns"":[3,4]}",0,352,783888,512,7,0.8721019499462613,0.876420367299306,6.657845470122993,3;4,16,relu,0.2715228929214975,0.9301727171620038,nan
adult,binclass,tabm,1,residual_map_a20,3;4,"{""0"":{""cardinality"":73,""fold_wins"":0,""relative_gain"":-0.008582651031315296},""2"":{""cardinality"":16,""fold_wins"":0,""relative_gain"":-0.003506499821401756},""3"":{""cardinality"":116,""fold_wins"":5,""relative_gain"":0.027499698005552017},""4"":{""cardinality"":88,""fold_wins"":5,""relative_gain"":0.017893877469805152},""5"":{""cardinality"":93,""fold_wins"":0,""relative_gain"":-0.008277867058827862}}","{""alpha"":20.0,""column_metadata"":{""3"":{""cardinality"":116,""scale"":0.041716661737997866,""test_unseen_rate"":0.0004913703089490795,""val_unseen_rate"":0.0006141563027790564},""4"":{""cardinality"":88,""scale"":0.02752072082524275,""test_unseen_rate"":0.0007370554634236193,""val_unseen_rate"":0.0006141563027790564}},""columns"":[3,4]}",0,352,783888,512,7,0.8719484108705665,0.8764817885879246,6.43667256901972,3;4,16,relu,0.27225748232973335,0.9298958641095945,nan
adult,binclass,tabm,1,residual_map_a100,3;4,"{""0"":{""cardinality"":73,""fold_wins"":0,""relative_gain"":-0.008582651031315296},""2"":{""cardinality"":16,""fold_wins"":0,""relative_gain"":-0.003506499821401756},""3"":{""cardinality"":116,""fold_wins"":5,""relative_gain"":0.027499698005552017},""4"":{""cardinality"":88,""fold_wins"":5,""relative_gain"":0.017893877469805152},""5"":{""cardinality"":93,""fold_wins"":0,""relative_gain"":-0.008277867058827862}}","{""alpha"":100.0,""column_metadata"":{""3"":{""cardinality"":116,""scale"":0.019419677033796195,""test_unseen_rate"":0.0004913703089490795,""val_unseen_rate"":0.0006141563027790564},""4"":{""cardinality"":88,""scale"":0.011640131015015442,""test_unseen_rate"":0.0007370554634236193,""val_unseen_rate"":0.0006141563027790564}},""columns"":[3,4]}",0,352,783888,512,7,0.8721019499462613,0.8760518395675941,6.251534109003842,3;4,16,relu,0.27323654179725304,0.9295300617814821,nan
adult,binclass,tabm,2,baseline_ple,3;4,"{""0"":{""cardinality"":73,""fold_wins"":0,""relative_gain"":-0.011281832465863456},""2"":{""cardinality"":16,""fold_wins"":0,""relative_gain"":-0.0031689214969852024},""3"":{""cardinality"":116,""fold_wins"":5,""relative_gain"":0.02864447414772803},""4"":{""cardinality"":88,""fold_wins"":5,""relative_gain"":0.017997842925303553},""5"":{""cardinality"":93,""fold_wins"":0,""relative_gain"":-0.008444663721890079}}",{},0,350,782832,512,9,0.8590511285122063,0.8631533689576807,8.180630748160183,,16,relu,0.2984640528618477,0.915183279627124,nan
adult,binclass,tabm,2,utility_identity,3;4,"{""0"":{""cardinality"":73,""fold_wins"":0,""relative_gain"":-0.011281832465863456},""2"":{""cardinality"":16,""fold_wins"":0,""relative_gain"":-0.0031689214969852024},""3"":{""cardinality"":116,""fold_wins"":5,""relative_gain"":0.02864447414772803},""4"":{""cardinality"":88,""fold_wins"":5,""relative_gain"":0.017997842925303553},""5"":{""cardinality"":93,""fold_wins"":0,""relative_gain"":-0.008444663721890079}}",{},0,554,783904,472,9,0.8727161062490404,0.8733493028683742,7.970893655903637,3;4,16,relu,0.27480347028812424,0.9277950072566633,nan
adult,binclass,tabm,2,residual_map_a0,3;4,"{""0"":{""cardinality"":73,""fold_wins"":0,""relative_gain"":-0.011281832465863456},""2"":{""cardinality"":16,""fold_wins"":0,""relative_gain"":-0.0031689214969852024},""3"":{""cardinality"":116,""fold_wins"":5,""relative_gain"":0.02864447414772803},""4"":{""cardinality"":88,""fold_wins"":5,""relative_gain"":0.017997842925303553},""5"":{""cardinality"":93,""fold_wins"":0,""relative_gain"":-0.008444663721890079}}","{""alpha"":0.0,""column_metadata"":{""3"":{""cardinality"":116,""scale"":0.07016248945789723,""test_unseen_rate"":0.0004913703089490795,""val_unseen_rate"":0.0006141563027790564},""4"":{""cardinality"":88,""scale"":0.058522514007710434,""test_unseen_rate"":0.0007370554634236193,""val_unseen_rate"":0.0006141563027790564}},""columns"":[3,4]}",0,352,783888,512,9,0.8745585751573776,0.8738406731773233,7.028944641118869,3;4,16,relu,0.2731684172214408,0.929074745619499,nan
adult,binclass,tabm,2,residual_map_a5,3;4,"{""0"":{""cardinality"":73,""fold_wins"":0,""relative_gain"":-0.011281832465863456},""2"":{""cardinality"":16,""fold_wins"":0,""relative_gain"":-0.0031689214969852024},""3"":{""cardinality"":116,""fold_wins"":5,""relative_gain"":0.02864447414772803},""4"":{""cardinality"":88,""fold_wins"":5,""relative_gain"":0.017997842925303553},""5"":{""cardinality"":93,""fold_wins"":0,""relative_gain"":-0.008444663721890079}}","{""alpha"":5.0,""column_metadata"":{""3"":{""cardinality"":116,""scale"":0.056578437973460904,""test_unseen_rate"":0.0004913703089490795,""val_unseen_rate"":0.0006141563027790564},""4"":{""cardinality"":88,""scale"":0.04306224403996708,""test_unseen_rate"":0.0007370554634236193,""val_unseen_rate"":0.0006141563027790564}},""columns"":[3,4]}",0,352,783888,512,9,0.8733302625518194,0.874393464774891,7.2847342567984015,3;4,16,relu,0.27334519855626177,0.9290180075236786,nan
adult,binclass,tabm,2,residual_map_a20,3;4,"{""0"":{""cardinality"":73,""fold_wins"":0,""relative_gain"":-0.011281832465863456},""2"":{""cardinality"":16,""fold_wins"":0,""relative_gain"":-0.0031689214969852024},""3"":{""cardinality"":116,""fold_wins"":5,""relative_gain"":0.02864447414772803},""4"":{""cardinality"":88,""fold_wins"":5,""relative_gain"":0.017997842925303553},""5"":{""cardinality"":93,""fold_wins"":0,""relative_gain"":-0.008444663721890079}}","{""alpha"":20.0,""column_metadata"":{""3"":{""cardinality"":116,""scale"":0.04189684909959413,""test_unseen_rate"":0.0004913703089490795,""val_unseen_rate"":0.0006141563027790564},""4"":{""cardinality"":88,""scale"":0.027749037150302195,""test_unseen_rate"":0.0007370554634236193,""val_unseen_rate"":0.0006141563027790564}},""columns"":[3,4]}",0,352,783888,512,9,0.8748656533087671,0.8739020944659419,7.43915864196606,3;4,16,relu,0.27389692916125624,0.9288002971666918,nan
adult,binclass,tabm,2,residual_map_a100,3;4,"{""0"":{""cardinality"":73,""fold_wins"":0,""relative_gain"":-0.011281832465863456},""2"":{""cardinality"":16,""fold_wins"":0,""relative_gain"":-0.0031689214969852024},""3"":{""cardinality"":116,""fold_wins"":5,""relative_gain"":0.02864447414772803},""4"":{""cardinality"":88,""fold_wins"":5,""relative_gain"":0.017997842925303553},""5"":{""cardinality"":93,""fold_wins"":0,""relative_gain"":-0.008444663721890079}}","{""alpha"":100.0,""column_metadata"":{""3"":{""cardinality"":116,""scale"":0.019585939605210028,""test_unseen_rate"":0.0004913703089490795,""val_unseen_rate"":0.0006141563027790564},""4"":{""cardinality"":88,""scale"":0.011732809456634798,""test_unseen_rate"":0.0007370554634236193,""val_unseen_rate"":0.0006141563027790564}},""columns"":[3,4]}",0,352,783888,512,9,0.8727161062490404,0.8739635157545605,7.310746123082936,3;4,16,relu,0.27403810815678975,0.9287126129194745,nan
diamond,regression,tabm,0,baseline_ple,,"{""2"":{""cardinality"":116,""fold_wins"":0,""relative_gain"":-0.0013321606774416342}}",{},0,553,890016,512,36,0.1296599302112762,0.13408300280570984,17.465787098975852,,16,relu,0.017978250464993645,nan,0.06819658845616368
diamond,regression,tabm,0,utility_identity,,"{""2"":{""cardinality"":116,""fold_wins"":0,""relative_gain"":-0.0013321606774416342}}",{},1,553,890016,512,36,0.1296599302112762,0.13408300280570984,17.465787098975852,,16,relu,0.017978250464993645,nan,0.06819658845616368
diamond,regression,tabm,0,residual_map_a0,,"{""2"":{""cardinality"":116,""fold_wins"":0,""relative_gain"":-0.0013321606774416342}}","{""alpha"":0.0,""column_metadata"":{},""columns"":[]}",1,553,890016,512,36,0.1296599302112762,0.13408300280570984,17.465787098975852,,16,relu,0.017978250464993645,nan,0.06819658845616368
diamond,regression,tabm,0,residual_map_a5,,"{""2"":{""cardinality"":116,""fold_wins"":0,""relative_gain"":-0.0013321606774416342}}","{""alpha"":5.0,""column_metadata"":{},""columns"":[]}",1,553,890016,512,36,0.1296599302112762,0.13408300280570984,17.465787098975852,,16,relu,0.017978250464993645,nan,0.06819658845616368
diamond,regression,tabm,0,residual_map_a20,,"{""2"":{""cardinality"":116,""fold_wins"":0,""relative_gain"":-0.0013321606774416342}}","{""alpha"":20.0,""column_metadata"":{},""columns"":[]}",1,553,890016,512,36,0.1296599302112762,0.13408300280570984,17.465787098975852,,16,relu,0.017978250464993645,nan,0.06819658845616368
diamond,regression,tabm,0,residual_map_a100,,"{""2"":{""cardinality"":116,""fold_wins"":0,""relative_gain"":-0.0013321606774416342}}","{""alpha"":100.0,""column_metadata"":{},""columns"":[]}",1,553,890016,512,36,0.1296599302112762,0.13408300280570984,17.465787098975852,,16,relu,0.017978250464993645,nan,0.06819658845616368
diamond,regression,tabm,1,baseline_ple,,"{""2"":{""cardinality"":116,""fold_wins"":0,""relative_gain"":-0.0017799077482389708}}",{},0,553,890016,512,84,0.12872731971468365,0.13341227173805237,34.68844679510221,,16,relu,0.01779883399122382,nan,0.06815398306930498
diamond,regression,tabm,1,utility_identity,,"{""2"":{""cardinality"":116,""fold_wins"":0,""relative_gain"":-0.0017799077482389708}}",{},1,553,890016,512,84,0.12872731971468365,0.13341227173805237,34.68844679510221,,16,relu,0.01779883399122382,nan,0.06815398306930498
diamond,regression,tabm,1,residual_map_a0,,"{""2"":{""cardinality"":116,""fold_wins"":0,""relative_gain"":-0.0017799077482389708}}","{""alpha"":0.0,""column_metadata"":{},""columns"":[]}",1,553,890016,512,84,0.12872731971468365,0.13341227173805237,34.68844679510221,,16,relu,0.01779883399122382,nan,0.06815398306930498
diamond,regression,tabm,1,residual_map_a5,,"{""2"":{""cardinality"":116,""fold_wins"":0,""relative_gain"":-0.0017799077482389708}}","{""alpha"":5.0,""column_metadata"":{},""columns"":[]}",1,553,890016,512,84,0.12872731971468365,0.13341227173805237,34.68844679510221,,16,relu,0.01779883399122382,nan,0.06815398306930498
diamond,regression,tabm,1,residual_map_a20,,"{""2"":{""cardinality"":116,""fold_wins"":0,""relative_gain"":-0.0017799077482389708}}","{""alpha"":20.0,""column_metadata"":{},""columns"":[]}",1,553,890016,512,84,0.12872731971468365,0.13341227173805237,34.68844679510221,,16,relu,0.01779883399122382,nan,0.06815398306930498
diamond,regression,tabm,1,residual_map_a100,,"{""2"":{""cardinality"":116,""fold_wins"":0,""relative_gain"":-0.0017799077482389708}}","{""alpha"":100.0,""column_metadata"":{},""columns"":[]}",1,553,890016,512,84,0.12872731971468365,0.13341227173805237,34.68844679510221,,16,relu,0.01779883399122382,nan,0.06815398306930498
diamond,regression,tabm,2,baseline_ple,,"{""2"":{""cardinality"":116,""fold_wins"":0,""relative_gain"":-0.001475813795919456}}",{},0,553,890016,512,27,0.1316075986462648,0.13521769642829895,14.879976402968168,,16,relu,0.018283827055496155,nan,0.06988199518618628
diamond,regression,tabm,2,utility_identity,,"{""2"":{""cardinality"":116,""fold_wins"":0,""relative_gain"":-0.001475813795919456}}",{},1,553,890016,512,27,0.1316075986462648,0.13521769642829895,14.879976402968168,,16,relu,0.018283827055496155,nan,0.06988199518618628
