dataset,model,model_seed,method,family,variant,scope,representation_id,reference_id,member,is_reference,rmse,mae,prediction_rmse_normalized,prediction_pearson,prediction_spearman,fit_seconds,best_epoch,best_validation_mse_normalized,lambda
wine-quality-red,mlp,0,raw,T6,rbf_basis_reference,reference,basis_reference__density,basis_reference__density,-1,True,0.6888589446703159,0.5256385885179042,0.0,1.0,1.0,0.7841237019747496,64,0.6681346893310547,0.0
wine-quality-red,mlp,0,raw,T6,orthogonal,one,T6_basis_orthogonal_m0,basis_reference__density,0,False,0.7996098522105101,0.6324925407767296,0.5587709645826507,0.6112139996294451,0.5970622191012522,0.7841237019747496,64,0.6681346893310547,0.0
wine-quality-red,mlp,0,raw,T6,orthogonal,one,T6_basis_orthogonal_m1,basis_reference__density,1,False,0.7953912044483512,0.6382826447486878,0.6236934977637094,0.5391807027612852,0.5360953918185623,0.7841237019747496,64,0.6681346893310547,0.0
wine-quality-red,mlp,0,raw,T6,orthogonal,one,T6_basis_orthogonal_m2,basis_reference__density,2,False,0.7282215321116806,0.5684157237410545,0.4298005094763677,0.8342629191458851,0.8385297179316514,0.7841237019747496,64,0.6681346893310547,0.0
wine-quality-red,mlp,0,raw,T6,orthogonal,one,T6_basis_orthogonal_m3,basis_reference__density,3,False,0.7655675368868269,0.6124881520867348,0.5354547239203016,0.6460414839290104,0.6067065048116141,0.7841237019747496,64,0.6681346893310547,0.0
wine-quality-red,mlp,0,raw,T6,orthogonal,one,T6_basis_orthogonal_m4,basis_reference__density,4,False,0.8514126109641316,0.6386950753629208,0.6329764920035948,0.7209159141621052,0.7560455315755599,0.7841237019747496,64,0.6681346893310547,0.0
wine-quality-red,mlp,0,raw,T6,orthogonal,one,T6_basis_orthogonal_m5,basis_reference__density,5,False,0.7833012335413128,0.6170995682477951,0.5377341257908741,0.7911814203642151,0.7800740304673002,0.7841237019747496,64,0.6681346893310547,0.0
wine-quality-red,mlp,0,raw,T6,orthogonal,one,T6_basis_orthogonal_m6,basis_reference__density,6,False,0.7405715839065236,0.560816191136837,0.4734153255102727,0.7846798611638226,0.769606126053213,0.7841237019747496,64,0.6681346893310547,0.0
wine-quality-red,mlp,0,raw,T6,orthogonal,one,T6_basis_orthogonal_m7,basis_reference__density,7,False,0.7718232797865858,0.6057110674679279,0.5540263002058748,0.6931725184704498,0.7474907370361995,0.7841237019747496,64,0.6681346893310547,0.0
wine-quality-red,mlp,0,generic_noise,T6,rbf_basis_reference,reference,basis_reference__density,basis_reference__density,-1,True,0.6931051356750649,0.5218023121356964,0.0,0.9999999999999998,1.0,0.6411991959903389,71,0.6609622836112976,0.0
wine-quality-red,mlp,0,generic_noise,T6,orthogonal,one,T6_basis_orthogonal_m0,basis_reference__density,0,False,0.7707165794653422,0.6017918184399604,0.48812195837286787,0.7000251171457827,0.6958195582891511,0.6411991959903389,71,0.6609622836112976,0.0
wine-quality-red,mlp,0,generic_noise,T6,orthogonal,one,T6_basis_orthogonal_m1,basis_reference__density,1,False,0.7388714726950211,0.5906947195529938,0.5249489878557397,0.6630392322888427,0.6645876001256119,0.6411991959903389,71,0.6609622836112976,0.0
wine-quality-red,mlp,0,generic_noise,T6,orthogonal,one,T6_basis_orthogonal_m2,basis_reference__density,2,False,0.7380784401818064,0.5795152366161347,0.4442215260243846,0.8023841344269598,0.7903529676732406,0.6411991959903389,71,0.6609622836112976,0.0
wine-quality-red,mlp,0,generic_noise,T6,orthogonal,one,T6_basis_orthogonal_m3,basis_reference__density,3,False,0.7242004675365648,0.5702858239412307,0.4496584193789265,0.764022260714691,0.7441893041264249,0.6411991959903389,71,0.6609622836112976,0.0
wine-quality-red,mlp,0,generic_noise,T6,orthogonal,one,T6_basis_orthogonal_m4,basis_reference__density,4,False,0.7926035544168385,0.59502447322011,0.5884291807531692,0.7085591020338171,0.7431862398180642,0.6411991959903389,71,0.6609622836112976,0.0
wine-quality-red,mlp,0,generic_noise,T6,orthogonal,one,T6_basis_orthogonal_m5,basis_reference__density,5,False,0.7426063039250753,0.5820381812751293,0.5064187571305385,0.7608184310992776,0.7258415403757189,0.6411991959903389,71,0.6609622836112976,0.0
wine-quality-red,mlp,0,generic_noise,T6,orthogonal,one,T6_basis_orthogonal_m6,basis_reference__density,6,False,0.7223562415532919,0.5507238879799843,0.46052486492653794,0.7876364558811932,0.7600072510672894,0.6411991959903389,71,0.6609622836112976,0.0
wine-quality-red,mlp,0,generic_noise,T6,orthogonal,one,T6_basis_orthogonal_m7,basis_reference__density,7,False,0.7850508416203649,0.6079565346240997,0.570355889432226,0.7000501950484319,0.7401656942118722,0.6411991959903389,71,0.6609622836112976,0.0
wine-quality-red,mlp,0,orbit_augmentation,T6,rbf_basis_reference,reference,basis_reference__density,basis_reference__density,-1,True,0.6749518407570861,0.5272538468241692,0.0,1.0,1.0,0.6134010490495712,35,0.6691702405611674,0.0
wine-quality-red,mlp,0,orbit_augmentation,T6,orthogonal,one,T6_basis_orthogonal_m0,basis_reference__density,0,False,0.6779174231303041,0.521307672560215,0.12355130867548594,0.9799862505782405,0.9788766888257574,0.6134010490495712,35,0.6691702405611674,0.0
wine-quality-red,mlp,0,orbit_augmentation,T6,orthogonal,one,T6_basis_orthogonal_m1,basis_reference__density,1,False,0.6712239611325251,0.5276509031653405,0.21763109403504158,0.9557833160836067,0.9486767259966327,0.6134010490495712,35,0.6691702405611674,0.0
wine-quality-red,mlp,0,orbit_augmentation,T6,orthogonal,one,T6_basis_orthogonal_m2,basis_reference__density,2,False,0.6708124493713934,0.5168890669941902,0.14908423022746978,0.9738038700619788,0.9702402282255119,0.6134010490495712,35,0.6691702405611674,0.0
wine-quality-red,mlp,0,orbit_augmentation,T6,orthogonal,one,T6_basis_orthogonal_m3,basis_reference__density,3,False,0.6768678088374166,0.518485176563263,0.1896079312046255,0.9552286717284295,0.956442692306636,0.6134010490495712,35,0.6691702405611674,0.0
wine-quality-red,mlp,0,orbit_augmentation,T6,orthogonal,one,T6_basis_orthogonal_m4,basis_reference__density,4,False,0.6775900879541756,0.5285815954208374,0.22303158221702638,0.9503402215080543,0.945893854262703,0.6134010490495712,35,0.6691702405611674,0.0
wine-quality-red,mlp,0,orbit_augmentation,T6,orthogonal,one,T6_basis_orthogonal_m5,basis_reference__density,5,False,0.6696256307342533,0.5205579027533531,0.16005172209237484,0.9677397777539787,0.968029385133298,0.6134010490495712,35,0.6691702405611674,0.0
wine-quality-red,mlp,0,orbit_augmentation,T6,orthogonal,one,T6_basis_orthogonal_m6,basis_reference__density,6,False,0.6794109576007406,0.5252038642764092,0.19483981170472017,0.9566739669977553,0.9516763973182037,0.6134010490495712,35,0.6691702405611674,0.0
wine-quality-red,mlp,0,orbit_augmentation,T6,orthogonal,one,T6_basis_orthogonal_m7,basis_reference__density,7,False,0.6762958648507594,0.5266047030687332,0.18608487307869231,0.9612527465626466,0.9580741824467409,0.6134010490495712,35,0.6691702405611674,0.0
wine-quality-red,mlp,0,consistency_0.1,T6,rbf_basis_reference,reference,basis_reference__density,basis_reference__density,-1,True,0.6712986447606205,0.5080159574747085,0.0,1.0,1.0,0.8879531880374998,33,0.6758173770374722,0.1
wine-quality-red,mlp,0,consistency_0.1,T6,orthogonal,one,T6_basis_orthogonal_m0,basis_reference__density,0,False,0.682010232203421,0.5298642978072167,0.2205567654228797,0.9479353761388599,0.9431867891413438,0.8879531880374998,33,0.6758173770374722,0.1
wine-quality-red,mlp,0,consistency_0.1,T6,orthogonal,one,T6_basis_orthogonal_m1,basis_reference__density,1,False,0.6768489314393773,0.5451505362987519,0.2909962698267967,0.9093038002346698,0.8993493265754364,0.8879531880374998,33,0.6758173770374722,0.1
wine-quality-red,mlp,0,consistency_0.1,T6,orthogonal,one,T6_basis_orthogonal_m2,basis_reference__density,2,False,0.6841634484148784,0.5262333899736404,0.2263192636520769,0.9443791849806625,0.9464523329301912,0.8879531880374998,33,0.6758173770374722,0.1
wine-quality-red,mlp,0,consistency_0.1,T6,orthogonal,one,T6_basis_orthogonal_m3,basis_reference__density,3,False,0.6728171401980515,0.5314858213067055,0.23812931825704797,0.9395068190036473,0.9307819708437515,0.8879531880374998,33,0.6758173770374722,0.1
wine-quality-red,mlp,0,consistency_0.1,T6,orthogonal,one,T6_basis_orthogonal_m4,basis_reference__density,4,False,0.682135069431014,0.5280258730053902,0.21980496120461981,0.9435867384762007,0.9350476492168024,0.8879531880374998,33,0.6758173770374722,0.1
wine-quality-red,mlp,0,consistency_0.1,T6,orthogonal,one,T6_basis_orthogonal_m5,basis_reference__density,5,False,0.6810490479427954,0.5331779152154923,0.21491493481171292,0.9469963502880139,0.94134655615503,0.8879531880374998,33,0.6758173770374722,0.1
wine-quality-red,mlp,0,consistency_0.1,T6,orthogonal,one,T6_basis_orthogonal_m6,basis_reference__density,6,False,0.6780937524591253,0.5249831080436707,0.22306937047192302,0.9440664077953538,0.9332923782310508,0.8879531880374998,33,0.6758173770374722,0.1
wine-quality-red,mlp,0,consistency_0.1,T6,orthogonal,one,T6_basis_orthogonal_m7,basis_reference__density,7,False,0.6861652871495532,0.5409923166036605,0.26762073061589464,0.9177933594306115,0.9265822112642401,0.8879531880374998,33,0.6758173770374722,0.1
