dataset,problem_type,model,seed,variant,anchors,selection,normalize,min_empirical_rank,median_empirical_rank,min_anchor_rank,max_coordinate_error,validation_task_error,test_task_error,fit_seconds
credit-g,classification,controlled_mlp,1,m8-random_index-norm1,8,random_index,True,2,4.0,1,3.680747740795127e-16,0.46907080039579635,0.5023446330346519,0.17486958811059594
credit-g,classification,controlled_mlp,1,m8-gram_pivot-norm1,8,gram_pivot,True,2,4.0,2,5.413654619697899e-16,0.45892171192205583,0.5016015433913128,0.1490210599731654
credit-g,classification,controlled_mlp,1,m16-random_index-norm1,16,random_index,True,2,4.0,2,4.069859018578822e-16,0.45037656013088634,0.5317489549701427,0.160603767959401
credit-g,classification,controlled_mlp,1,m16-gram_pivot-norm1,16,gram_pivot,True,2,4.0,2,4.3714267355148074e-16,0.4607718693743049,0.5378818561288766,0.10940126492641866
credit-g,classification,controlled_mlp,1,m32-random_index-norm1,32,random_index,True,2,4.0,1,3.6547563697821927e-16,0.4625673106869709,0.5418021328198668,0.1629931670613587
credit-g,classification,controlled_mlp,1,m32-gram_pivot-norm1,32,gram_pivot,True,2,4.0,2,4.234014191241087e-16,0.4550453581765289,0.5439183042736009,0.12979323393665254
credit-g,classification,controlled_mlp,1,m16-gram_pivot-norm0,16,gram_pivot,False,2,4.0,2,5.396097652377725e-16,0.4607718693743049,0.5378818561288766,0.1636902478057891
