dataset,problem_type,model,seed,variant,anchors,selection,normalize,min_empirical_rank,median_empirical_rank,min_anchor_rank,max_coordinate_error,validation_task_error,test_task_error,fit_seconds
phoneme,classification,controlled_mlp,2,m8-random_index-norm1,8,random_index,True,8,8.0,7,6.197587959735088e-16,0.3127784087902105,0.3439925669449575,0.294709739042446
phoneme,classification,controlled_mlp,2,m8-gram_pivot-norm1,8,gram_pivot,True,8,8.0,8,2.1278152783755705e-15,0.2898894677510202,0.3718900330172743,0.25099503714591265
phoneme,classification,controlled_mlp,2,m16-random_index-norm1,16,random_index,True,8,8.0,8,5.472080103545632e-16,0.2940916726012347,0.3704412310949935,0.27914474182762206
phoneme,classification,controlled_mlp,2,m16-gram_pivot-norm1,16,gram_pivot,True,8,8.0,8,1.5269589046311825e-15,0.2981434758269599,0.3646301359758646,0.22289384389296174
phoneme,classification,controlled_mlp,2,m32-random_index-norm1,32,random_index,True,8,8.0,8,7.220410657348891e-16,0.2752092148943387,0.3602733090415188,0.2623016689904034
phoneme,classification,controlled_mlp,2,m32-gram_pivot-norm1,32,gram_pivot,True,8,8.0,8,1.1332815188976675e-15,0.2780549812793739,0.36301588548931685,0.28203189093619585
phoneme,classification,controlled_mlp,2,m16-gram_pivot-norm0,16,gram_pivot,False,8,8.0,8,1.057762222225365e-15,0.2981434758269599,0.3646301359758646,0.24387127510271966
