dataset,problem_type,model,seed,variant,anchors,selection,normalize,min_empirical_rank,median_empirical_rank,min_anchor_rank,max_coordinate_error,validation_task_error,test_task_error,fit_seconds
bike-sharing,regression,controlled_mlp,1,m8-random_index-norm1,8,random_index,True,2,8.0,1,6.038022183925211e-16,72.49777553596688,72.70248935913494,0.4541369799990207
bike-sharing,regression,controlled_mlp,1,m8-gram_pivot-norm1,8,gram_pivot,True,2,8.0,2,1.1941715327912387e-15,73.78139829520846,77.8276483630356,0.3998218870256096
bike-sharing,regression,controlled_mlp,1,m16-random_index-norm1,16,random_index,True,2,8.0,1,7.495490591956737e-16,66.2228308453741,67.89850186217221,0.3131764722056687
bike-sharing,regression,controlled_mlp,1,m16-gram_pivot-norm1,16,gram_pivot,True,2,8.0,2,9.852357639501782e-16,70.05461356020079,74.62494948159544,0.4155521939974278
bike-sharing,regression,controlled_mlp,1,m32-random_index-norm1,32,random_index,True,2,8.0,2,8.869595378895017e-16,67.30299347251635,70.12544983236678,0.36304969107732177
bike-sharing,regression,controlled_mlp,1,m32-gram_pivot-norm1,32,gram_pivot,True,2,8.0,2,8.458707763382118e-16,70.04943674884935,71.85742956378247,0.3273960021324456
bike-sharing,regression,controlled_mlp,1,m16-gram_pivot-norm0,16,gram_pivot,False,2,8.0,2,1.2717386617228045e-15,70.05461356020079,74.62494948159544,0.354296435136348
