git_commit,git_dirty,task_id,task_seed,seed,model,split,magnitude_multiplier,training_seconds,operation_count,mae,rmse,r2,nrmse,relative_error
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,heterogeneous-202610100,202610100,0,TypedFull,iid,1.0,0.014952522935345769,6,0.0024499849849465736,0.0031023606070115246,0.9999992698463993,0.0008544902577880608,0.0007893244939279022
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,heterogeneous-202610100,202610100,0,TypedFull,future,4.0,0.014952522935345769,6,0.013361842600912065,0.027879427502691817,0.9999969721763611,0.001740064262875568,0.00047005769361754964
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,heterogeneous-202610100,202610100,0,TypedNoOrdinal,iid,1.0,0.006692364811897278,6,1.8008622826582639,2.012577845114528,0.6927194638340952,0.5543289061251494,0.6137386061674464
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,heterogeneous-202610100,202610100,0,TypedNoOrdinal,future,4.0,0.006692364811897278,6,1.782711177983951,2.0197962280721233,0.984108020865091,0.12606339331823913,0.20340612209005496
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,heterogeneous-202610100,202610100,0,TypedNoTime,iid,1.0,0.005748573923483491,4,1.3838160798730643,1.687505596503537,0.7839669881608453,0.4647935152722709,0.46442827027008504
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,heterogeneous-202610100,202610100,0,TypedNoTime,future,4.0,0.005748573923483491,4,1.617719439137319,2.090793952683266,0.9829711490929351,0.1304946393805696,0.15341279433288926
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,heterogeneous-202610100,202610100,0,TypedNoCategoricalConditions,iid,1.0,0.004985049134120345,6,0.4628327965417519,0.6323530593820318,0.9696646559480642,0.174170445403162,0.13450960557374364
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,heterogeneous-202610100,202610100,0,TypedNoCategoricalConditions,future,4.0,0.004985049134120345,6,7.482112164122663,10.435026531371959,0.5758201953628079,0.6512908755979866,0.5672415781906801
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,heterogeneous-202610100,202610100,0,ManualPreprocessingMLP,iid,1.0,1.575015451060608,-1,0.1499375707788569,0.19536265911577266,0.9971045718486233,0.053809182779304646,0.04584867243131645
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,heterogeneous-202610100,202610100,0,ManualPreprocessingMLP,future,4.0,1.575015451060608,-1,5.077747587360362,8.862182403279453,0.6940543789572993,0.553123513369935,0.3308599238647184
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,heterogeneous-202610100,202610100,0,LearnedEmbeddings,iid,1.0,0.7915697430726141,-1,0.24884392474386108,0.32491650494560465,0.9919910935140974,0.08949249401990428,0.07639757532319388
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,heterogeneous-202610100,202610100,0,LearnedEmbeddings,future,4.0,0.7915697430726141,-1,5.746329597846075,9.989392817079718,0.6112762682146708,0.6234771301221314,0.46922178227623934
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,heterogeneous-202610100,202610100,1,TypedFull,iid,1.0,0.007523932959884405,6,0.0027858756146009423,0.0034429629502595654,0.999999063271495,0.0009678473562652729,0.0009181388926501209
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,heterogeneous-202610100,202610100,1,TypedFull,future,4.0,0.007523932959884405,6,0.014406397759885066,0.03040665145550538,0.9999958719415255,0.002031762406004285,0.0004255836389959531
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,heterogeneous-202610100,202610100,1,TypedNoOrdinal,iid,1.0,0.007045038044452667,6,1.7563830003996612,1.9733719972752004,0.6922720385114813,0.5547323331918906,0.5922172351915294
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,heterogeneous-202610100,202610100,1,TypedNoOrdinal,future,4.0,0.007045038044452667,6,1.8560714192454724,2.1362112996002476,0.9796250259369599,0.14274093338296537,0.20786423878362625
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,heterogeneous-202610100,202610100,1,TypedNoTime,iid,1.0,0.006485050078481436,6,1.3758175599820146,1.6772038555982023,0.7777095823506227,0.47147684741605,0.4498347256432065
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,heterogeneous-202610100,202610100,1,TypedNoTime,future,4.0,0.006485050078481436,6,1.5979106922297375,1.9974695543874819,0.9821856908170787,0.13347025579851585,0.15963595209016895
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,heterogeneous-202610100,202610100,1,TypedNoCategoricalConditions,iid,1.0,0.004709972999989986,8,0.46725539585253717,0.6293320256358836,0.9687025680906995,0.17691080212723143,0.1354780459483614
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,heterogeneous-202610100,202610100,1,TypedNoCategoricalConditions,future,4.0,0.004709972999989986,8,7.349182925885905,9.940147949375062,0.55884181059127,0.664197402440517,0.5940676219323051
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,heterogeneous-202610100,202610100,1,ManualPreprocessingMLP,iid,1.0,0.4551485781557858,-1,0.14508811270731828,0.1875513956241906,0.9972203530534567,0.052722357179315636,0.04753343087193282
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,heterogeneous-202610100,202610100,1,ManualPreprocessingMLP,future,4.0,0.4551485781557858,-1,4.77624799630539,7.864019515725994,0.7238800323546086,0.5254711863131901,0.3477046740635694
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,heterogeneous-202610100,202610100,1,LearnedEmbeddings,iid,1.0,0.5847663511522114,-1,0.29671862591438825,0.3871163897475067,0.9881578064382861,0.10882184321961261,0.09285564970184029
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,heterogeneous-202610100,202610100,1,LearnedEmbeddings,future,4.0,0.5847663511522114,-1,7.445930270084478,9.746726420686272,0.575843427647103,0.6512730397866145,0.7700274239954177
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,heterogeneous-202610100,202610100,2,TypedFull,iid,1.0,0.00630150199867785,6,0.0022350473800092315,0.002639353653004877,0.9999994209749342,0.0007609369656928404,0.0008292218687526998
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,heterogeneous-202610100,202610100,2,TypedFull,future,4.0,0.00630150199867785,6,0.003403965507093489,0.004252868546778481,0.9999999217033309,0.00027981541983035596,0.0004001451776243661
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,heterogeneous-202610100,202610100,2,TypedNoOrdinal,iid,1.0,0.005437383893877268,6,1.7925862248121258,2.015221797747687,0.6624423954559566,0.5809970779135154,0.6401626932143314
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,heterogeneous-202610100,202610100,2,TypedNoOrdinal,future,4.0,0.005437383893877268,6,2.6102779682339348,3.5303131482587404,0.9460482136124805,0.23227523842958284,0.26148641450131915
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,heterogeneous-202610100,202610100,2,TypedNoTime,iid,1.0,0.004876354010775685,8,1.3514948733522458,1.6508401776511685,0.7734770273390282,0.4759442957542108,0.4594810926678132
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,heterogeneous-202610100,202610100,2,TypedNoTime,future,4.0,0.004876354010775685,8,1.7266290037899603,2.2963850738458875,0.9771719508232136,0.15108954026267468,0.18107910668380484
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,heterogeneous-202610100,202610100,2,TypedNoCategoricalConditions,iid,1.0,0.004687367007136345,10,0.45451476928962986,0.6302807518863627,0.9669805160933012,0.18171264102064788,0.13722392971814765
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,heterogeneous-202610100,202610100,2,TypedNoCategoricalConditions,future,4.0,0.004687367007136345,10,6.743598973505675,9.940467421130581,0.5722470815351697,0.6540282245169778,0.5104287657836822
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,heterogeneous-202610100,202610100,2,ManualPreprocessingMLP,iid,1.0,0.4502166239544749,-1,0.1399902867515388,0.18605525071549572,0.9971226939833093,0.05364052588007174,0.04463866304317395
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,heterogeneous-202610100,202610100,2,ManualPreprocessingMLP,future,4.0,0.4502166239544749,-1,4.378627679147907,8.361524886298666,0.6973432654002909,0.5501424675479154,0.2379782446501318
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,heterogeneous-202610100,202610100,2,LearnedEmbeddings,iid,1.0,0.6351758970413357,-1,0.4257960972686419,0.5529827542433159,0.9745829369267277,0.15942729713970655,0.14329548828346664
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,heterogeneous-202610100,202610100,2,LearnedEmbeddings,future,4.0,0.6351758970413357,-1,5.962089278435336,10.714080320395857,0.5030769245572442,0.7049277093736319,0.5030150748718627
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,heterogeneous-202610100,202610100,3,TypedFull,iid,1.0,0.0064642890356481075,6,0.003389311190770888,0.004355139120326847,0.9999984790895103,0.0012332519976519715,0.0011102628517683966
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,heterogeneous-202610100,202610100,3,TypedFull,future,4.0,0.0064642890356481075,6,0.01932719282916632,0.037898853911684585,0.9999937751980594,0.0024949552983156167,0.0010217315564535613
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,heterogeneous-202610100,202610100,3,TypedNoOrdinal,iid,1.0,0.0053777729626744986,6,1.7526383361619815,1.9710723281475098,0.6884665304923681,0.5581518337402753,0.6035692073313474
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,heterogeneous-202610100,202610100,3,TypedNoOrdinal,future,4.0,0.0053777729626744986,6,1.7837935346123825,2.0823699908113937,0.9812073001637618,0.13708646846511974,0.20584404324849193
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,heterogeneous-202610100,202610100,3,TypedNoTime,iid,1.0,0.004894591169431806,6,1.3599159966318282,1.6428351723268655,0.7835848925624695,0.46520437168789625,0.45382749890758733
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,heterogeneous-202610100,202610100,3,TypedNoTime,future,4.0,0.004894591169431806,6,1.4389961039596884,1.7495904580002082,0.9867338107939351,0.11517894428264618,0.16357845974448249
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,heterogeneous-202610100,202610100,3,TypedNoCategoricalConditions,iid,1.0,0.0047740088775753975,6,0.47487379858593665,0.6349908403412909,0.9676678554821133,0.17981141375865634,0.14225520049877333
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,heterogeneous-202610100,202610100,3,TypedNoCategoricalConditions,future,4.0,0.0047740088775753975,6,6.993899268934517,9.781937961746527,0.5853103536180481,0.6439640101604684,0.5453177598964937
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,heterogeneous-202610100,202610100,3,ManualPreprocessingMLP,iid,1.0,0.4391099070198834,-1,0.13562775797672452,0.1758146436317715,0.9975213815429215,0.049785725434892514,0.04265234503172977
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,heterogeneous-202610100,202610100,3,ManualPreprocessingMLP,future,4.0,0.4391099070198834,-1,4.500488159304284,8.229306576890236,0.7065055669632283,0.541751264914787,0.2567504662959197
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,heterogeneous-202610100,202610100,3,LearnedEmbeddings,iid,1.0,0.6290796569082886,-1,0.19381106700806233,0.24615686295225755,0.9951412619320166,0.06970464882619674,0.06239797765279149
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,heterogeneous-202610100,202610100,3,LearnedEmbeddings,future,4.0,0.6290796569082886,-1,3.8698991243160825,8.286345339155384,0.7024229447140575,0.5455062376233131,0.204125285695755
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,heterogeneous-202610100,202610100,4,TypedFull,iid,1.0,0.005942309042438865,6,0.0013841353667084452,0.001696839830418332,0.9999997712008494,0.0004783295418904699,0.0004992701726678264
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,heterogeneous-202610100,202610100,4,TypedFull,future,4.0,0.005942309042438865,6,0.0028763378606068736,0.0038063142597022826,0.9999999361328618,0.00025271948534388606,0.00030268440703304806
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,heterogeneous-202610100,202610100,4,TypedNoOrdinal,iid,1.0,0.005397644126787782,12,1.7710617175091792,1.9984179590537239,0.6826449921814217,0.5633427090311708,0.6346560353313406
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,heterogeneous-202610100,202610100,4,TypedNoOrdinal,future,4.0,0.005397644126787782,12,1.8423380754719951,2.1333725390841054,0.9799367366355106,0.1416448494103807,0.21106543309907277
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,heterogeneous-202610100,202610100,4,TypedNoTime,iid,1.0,0.004871516954153776,4,1.3117971218777424,1.5992716632903574,0.7967562531934936,0.45082562793890313,0.46177339786585164
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,heterogeneous-202610100,202610100,4,TypedNoTime,future,4.0,0.004871516954153776,4,1.3822361642782366,1.6865227919199328,0.9874612973795603,0.11197634848681058,0.14542391355801332
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,heterogeneous-202610100,202610100,4,TypedNoCategoricalConditions,iid,1.0,0.004732515895739198,6,0.4641434066751864,0.6274549511084718,0.9687148811502897,0.1768759985122636,0.14437067056474112
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,heterogeneous-202610100,202610100,4,TypedNoCategoricalConditions,future,4.0,0.004732515895739198,6,7.03755755641038,9.79403272250537,0.5771451906829455,0.6502728729672295,0.5379360406515159
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,heterogeneous-202610100,202610100,4,ManualPreprocessingMLP,iid,1.0,0.44165256014093757,-1,0.13718763900341735,0.1806396242491976,0.9974070224872527,0.05092128742232748,0.04587511896049695
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,heterogeneous-202610100,202610100,4,ManualPreprocessingMLP,future,4.0,0.44165256014093757,-1,4.192396971185496,7.980657222893635,0.7192333703824826,0.5298741639460424,0.22490704165272574
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,heterogeneous-202610100,202610100,4,LearnedEmbeddings,iid,1.0,0.6494227219372988,-1,0.3504499638684907,0.48951495777621196,0.9809583472220068,0.13799149531037463,0.10166146213143151
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,heterogeneous-202610100,202610100,4,LearnedEmbeddings,future,4.0,0.6494227219372988,-1,7.113510138688908,10.956165800519948,0.4708420020031764,0.7274324697157968,0.6054651957861992
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,heterogeneous-202610101,202610101,0,TypedFull,iid,1.0,0.00675369706004858,6,0.003019892960820517,0.003588718245595996,0.9999986677950082,0.0011542118487147136,0.001263060409047603
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,heterogeneous-202610101,202610101,0,TypedFull,future,4.0,0.00675369706004858,6,0.006342317511729773,0.007670924233696405,0.999999432142494,0.0007535632063999549,0.0009650637454769785
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,heterogeneous-202610101,202610101,0,TypedNoOrdinal,iid,1.0,0.005421749083325267,6,0.85833708202086,0.9656747225746918,0.9035384895272727,0.3105825340754488,0.354331213988802
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,heterogeneous-202610101,202610101,0,TypedNoOrdinal,future,4.0,0.005421749083325267,6,0.8856763525271054,1.027793608645994,0.9898057375629443,0.10096664021871612,0.13067612281054022
