dataset,problem_type,model,seed,method,track,split,disagreement,max_disagreement,task_error,orbit_mean_task_error,worst_orbit_task_error,runtime_seconds,raw_disagreement,raw_task_error,raw_worst_orbit_task_error,disagreement_reduction,relative_task_change,worst_orbit_gain,failure,predictive_rank
california_housing,regression,catboost,0,GramAnchor,interface,test,0.12359882894442491,0.1427520172754952,61829.80327400173,62177.46281543918,62780.52189191088,0.0,0.12251428686960657,61413.13394131962,63571.58551692182,-0.008852372262286634,0.006784694184150248,0.012443666751089114,False,3.0
california_housing,regression,catboost,0,GramAnchor,interface,validation,0.13045219220127097,0.1472171293924636,56430.96761192544,57410.11219380944,59221.84767336291,0.0,0.12251288161429331,56035.27528994351,58237.772398741225,-0.06480388414969251,0.0070614861787419506,-0.01689754319385596,False,3.0
california_housing,regression,catboost,0,MahalanobisGram-lambda0.0001,exploratory_interface,test,0.1311280262076852,0.1348384048149711,64457.87499562235,65412.02444241051,66326.9089779961,0.0,0.12251428686960657,61413.13394131962,63571.58551692182,-0.07030803964313437,0.049578011394305094,-0.043342059800299634,False,5.0
california_housing,regression,catboost,0,MahalanobisGram-lambda0.0001,exploratory_interface,validation,0.11371610970550466,0.119969543939727,60417.94941885852,60911.549619616206,61981.81125987333,0.0,0.12251288161429331,56035.27528994351,58237.772398741225,0.07180283242772367,0.07821277054922512,-0.06428884050539385,False,5.0
california_housing,regression,catboost,0,MahalanobisGram-lambda0.01,exploratory_interface,test,0.12237291794988087,0.1316634530209875,63601.75928817797,63968.61100962379,64985.22253157657,0.0,0.12251428686960657,61413.13394131962,63571.58551692182,0.0011538974215812292,0.03563774076323135,-0.022236931848718156,False,4.0
california_housing,regression,catboost,0,MahalanobisGram-lambda0.01,exploratory_interface,validation,0.122332668897773,0.1292664965478187,60351.450090522834,58833.790396054224,59218.315394236924,0.0,0.12251288161429331,56035.27528994351,58237.772398741225,0.0014709695351683427,0.07702603008990551,-0.016836890476890798,False,4.0
california_housing,regression,catboost,0,MahalanobisGram-lambda1e-06,exploratory_interface,test,0.12337165694389898,0.1270306935756228,65921.01044480214,66210.3451912521,67006.1010421787,0.0,0.12251428686960657,61413.13394131962,63571.58551692182,-0.006998123208315388,0.07340248272934276,-0.05402595353458142,False,6.0
california_housing,regression,catboost,0,MahalanobisGram-lambda1e-06,exploratory_interface,validation,0.12594181279443384,0.1352679787916489,61604.49528086206,60962.97881975153,61539.9477923815,0.0,0.12251288161429331,56035.27528994351,58237.772398741225,-0.02798833179792326,0.09938775105684264,-0.056701608897933214,False,6.0
california_housing,regression,catboost,0,Raw,baseline,test,0.12251428686960657,0.1420811803495529,61413.13394131962,62435.427800850695,63571.58551692182,0.0,0.12251428686960657,61413.13394131962,63571.58551692182,0.0,0.0,0.0,False,1.0
california_housing,regression,catboost,0,Raw,baseline,validation,0.12251288161429331,0.1360164053088967,56035.27528994351,57045.44700951679,58237.772398741225,0.0,0.12251288161429331,56035.27528994351,58237.772398741225,0.0,0.0,0.0,False,1.0
california_housing,regression,catboost,0,Raw+GramAnchor@0.75,hybrid_prediction_mixture,test,0.10496709092085309,0.1191174471933729,61570.1108719411,61946.48126025603,62658.03408552019,0.0,0.12251428686960657,61413.13394131962,63571.58551692182,0.14322571185048139,0.0025560807688380155,0.014370436476819645,False,2.0
california_housing,regression,catboost,0,Raw+GramAnchor@0.75,hybrid_prediction_mixture,validation,0.11031903676775799,0.1215051826524946,56142.75758006844,57029.62451914066,58403.27930178364,0.0,0.12251288161429331,56035.27528994351,58237.772398741225,0.0995311242855681,0.0019181183561388683,-0.0028419167874283295,False,2.0
california_housing,regression,controlled_mlp,0,BlockAdam+DataInit[equal-HPO],optimizer,test,0.13857058130314115,0.1601197153235419,67430.59385055058,67808.62918133341,69815.98386539302,0.0,0.1579207660278819,65288.85728446,67674.49009141045,0.1225309705078581,0.03280401365824414,-0.03164403264937754,False,5.0
california_housing,regression,controlled_mlp,0,BlockAdam+DataInit[equal-HPO],optimizer,validation,0.14444970744444197,0.1799221319442275,61135.303760912895,61986.862037277344,64905.9377827245,0.0,0.1565957312560754,61317.24625348784,63738.43973511914,0.07756293044649776,-0.0029672319566144715,-0.01831701642615018,False,4.0
california_housing,regression,controlled_mlp,0,GramAnchor,interface,test,0.19516680674305834,0.229474702017618,64110.49459905955,66197.49249249307,68014.96349808166,0.0,0.1579207660278819,65288.85728446,67674.49009141045,-0.23585271052066958,-0.018048450140065782,-0.005031045024666187,True,2.0
california_housing,regression,controlled_mlp,0,GramAnchor,interface,validation,0.19453087463425167,0.2335292346234375,60010.64274014156,60876.740628615255,62620.60334438806,0.0,0.1565957312560754,61317.24625348784,63738.43973511914,-0.24224889831857732,-0.021308907251717364,0.01753786875512679,True,2.0
california_housing,regression,controlled_mlp,0,MahalanobisGram-lambda0.0001,exploratory_interface,test,0.2176737173233077,0.301225661694063,70194.54040536348,70344.70793656584,72044.58665921306,0.0,0.1579207660278819,65288.85728446,67674.49009141045,-0.3783729828468285,0.07513813727095409,-0.06457524189542853,True,7.0
california_housing,regression,controlled_mlp,0,MahalanobisGram-lambda0.0001,exploratory_interface,validation,0.2282450397708896,0.3253660870432918,64083.02442222054,63083.815342170376,64078.41640023842,0.0,0.1565957312560754,61317.24625348784,63738.43973511914,-0.45754317783828125,0.045106040106544586,-0.005333934538280843,True,6.0
california_housing,regression,controlled_mlp,0,MahalanobisGram-lambda0.01,exploratory_interface,test,0.14233908948752522,0.1974775688547841,66926.98430625489,67296.0339923789,68922.99144796087,0.0,0.1579207660278819,65288.85728446,67674.49009141045,0.09866768590525743,0.0250904532554102,-0.018448625986897314,False,4.0
california_housing,regression,controlled_mlp,0,MahalanobisGram-lambda0.01,exploratory_interface,validation,0.13974818271991793,0.1848056693493612,60494.15533100226,60751.52809751828,61480.81955930961,0.0,0.1565957312560754,61317.24625348784,63738.43973511914,0.1075862566688186,-0.01342348152888172,0.03542007280365861,False,3.0
california_housing,regression,controlled_mlp,0,MahalanobisGram-lambda1e-06,exploratory_interface,test,0.23054816944060486,0.299398590960024,68023.86870908702,70217.18895098883,71180.4312329059,0.0,0.1579207660278819,65288.85728446,67674.49009141045,-0.45989774011037987,0.041890937265308965,-0.05180594839739239,True,6.0
