dataset,problem_type,model,seed,pair,method,split,reconstruction_error,coordinate_error,disagreement,disagreement_reduction,task_error,relative_task_change
credit-g,classification,controlled_mlp,1,local_vs_spectral_hat,GramAnchor,test,2.2040031984818126e-16,1.1511609960611418e-16,0.0,1.0,0.5345862581199193,0.0954544275960209
credit-g,classification,controlled_mlp,1,onehot_vs_helmert,Raw,validation,1.6264399465171795e-16,0.0,0.0663330845933733,0.0,0.4817520195764609,0.0
credit-g,classification,controlled_mlp,1,onehot_vs_helmert,GramAnchor,validation,1.6264399465171795e-16,5.407521673497937e-17,0.0,1.0,0.4607718693743049,-0.0435496881167224
credit-g,classification,controlled_mlp,1,onehot_vs_helmert,Raw,test,1.6264399465171795e-16,0.0,0.0644380103621861,0.0,0.4884530527264272,0.0
credit-g,classification,controlled_mlp,1,onehot_vs_helmert,GramAnchor,test,1.6264399465171795e-16,5.407521673497937e-17,0.0,1.0,0.5378818561288766,0.1011945838531455
credit-g,classification,controlled_mlp,2,local_vs_spectral_hat,Raw,validation,2.2040031984818126e-16,0.0,0.0185162322564372,0.0,0.4620213148026836,0.0
credit-g,classification,controlled_mlp,2,local_vs_spectral_hat,GramAnchor,validation,2.2040031984818126e-16,1.1511609960611418e-16,0.0,1.0,0.4679377117970208,0.0128054633082542
credit-g,classification,controlled_mlp,2,local_vs_spectral_hat,Raw,test,2.2040031984818126e-16,0.0,0.0134600102452098,0.0,0.505343144292345,0.0
credit-g,classification,controlled_mlp,2,local_vs_spectral_hat,GramAnchor,test,2.2040031984818126e-16,1.1511609960611418e-16,0.0,1.0,0.5387916995929374,0.0661897874313343
credit-g,classification,controlled_mlp,2,onehot_vs_helmert,Raw,validation,1.6264399465171795e-16,0.0,0.0797558371529991,0.0,0.473389936465799,0.0
credit-g,classification,controlled_mlp,2,onehot_vs_helmert,GramAnchor,validation,1.6264399465171795e-16,5.407521673497937e-17,0.0,1.0,0.4679294821293085,-0.0115347917559395
credit-g,classification,controlled_mlp,2,onehot_vs_helmert,Raw,test,1.6264399465171795e-16,0.0,0.0790718728048328,0.0,0.4906803187663125,0.0
credit-g,classification,controlled_mlp,2,onehot_vs_helmert,GramAnchor,test,1.6264399465171795e-16,5.407521673497937e-17,0.0,1.0,0.5369779646634388,0.0943539900143736
house_16H,regression,controlled_mlp,0,local_vs_spectral_hat,Raw,validation,2.0748109606082272e-16,0.0,0.0330211191338456,0.0,40245.95108186775,0.0
house_16H,regression,controlled_mlp,0,local_vs_spectral_hat,GramAnchor,validation,2.0748109606082272e-16,9.499670588806311e-17,0.0,1.0,41766.8963531876,0.0377912617402423
house_16H,regression,controlled_mlp,0,local_vs_spectral_hat,Raw,test,2.0748109606082272e-16,0.0,0.0420692559316655,0.0,34911.706045567145,0.0
house_16H,regression,controlled_mlp,0,local_vs_spectral_hat,GramAnchor,test,2.0748109606082272e-16,9.499670588806311e-17,0.0,1.0,36799.20129516704,0.0540648241921009
house_16H,regression,controlled_mlp,1,local_vs_spectral_hat,Raw,validation,2.0748109606082272e-16,0.0,0.0348275292650496,0.0,40339.415579062,0.0
house_16H,regression,controlled_mlp,1,local_vs_spectral_hat,GramAnchor,validation,2.0748109606082272e-16,9.499670588806311e-17,0.0,1.0,41964.4165649849,0.0402832059561703
house_16H,regression,controlled_mlp,1,local_vs_spectral_hat,Raw,test,2.0748109606082272e-16,0.0,0.0488935005636723,0.0,35422.19797981114,0.0
house_16H,regression,controlled_mlp,1,local_vs_spectral_hat,GramAnchor,test,2.0748109606082272e-16,9.499670588806311e-17,0.0,1.0,35936.30312991833,0.0145136434051946
house_16H,regression,controlled_mlp,2,local_vs_spectral_hat,Raw,validation,2.0748109606082272e-16,0.0,0.0745499843849486,0.0,39406.506764237885,0.0
house_16H,regression,controlled_mlp,2,local_vs_spectral_hat,GramAnchor,validation,2.0748109606082272e-16,9.499670588806311e-17,0.0,1.0,41922.97381143444,0.0638591759034142
house_16H,regression,controlled_mlp,2,local_vs_spectral_hat,Raw,test,2.0748109606082272e-16,0.0,0.0793029874624688,0.0,34393.31922710402,0.0
house_16H,regression,controlled_mlp,2,local_vs_spectral_hat,GramAnchor,test,2.0748109606082272e-16,9.499670588806311e-17,0.0,1.0,35118.65850175037,0.0210895397986112
phoneme,classification,controlled_mlp,0,local_vs_spectral_hat,Raw,validation,1.9568997611320004e-16,0.0,0.0869430292356156,0.0,0.3100898743130607,0.0
phoneme,classification,controlled_mlp,0,local_vs_spectral_hat,GramAnchor,validation,1.9568997611320004e-16,1.312377686351325e-16,0.0,1.0,0.2980843944560487,-0.0387161299078455
phoneme,classification,controlled_mlp,0,local_vs_spectral_hat,Raw,test,1.9568997611320004e-16,0.0,0.0894105434100152,0.0,0.3448226943674312,0.0
phoneme,classification,controlled_mlp,0,local_vs_spectral_hat,GramAnchor,test,1.9568997611320004e-16,1.312377686351325e-16,0.0,1.0,0.3516193436694579,0.0197105625965106
phoneme,classification,controlled_mlp,1,local_vs_spectral_hat,Raw,validation,1.9568997611320004e-16,0.0,0.0222349790259012,0.0,0.2912147162706451,0.0
phoneme,classification,controlled_mlp,1,local_vs_spectral_hat,GramAnchor,validation,1.9568997611320004e-16,1.312377686351325e-16,0.0,1.0,0.304273739858636,0.0448432818067278
phoneme,classification,controlled_mlp,1,local_vs_spectral_hat,Raw,test,1.9568997611320004e-16,0.0,0.0249027826715504,0.0,0.3479217337756509,0.0
phoneme,classification,controlled_mlp,1,local_vs_spectral_hat,GramAnchor,test,1.9568997611320004e-16,1.312377686351325e-16,0.0,1.0,0.3488405397265115,0.0026408409181274
phoneme,classification,controlled_mlp,2,local_vs_spectral_hat,Raw,validation,1.9568997611320004e-16,0.0,0.0553924986007912,0.0,0.2958062611882136,0.0
phoneme,classification,controlled_mlp,2,local_vs_spectral_hat,GramAnchor,validation,1.9568997611320004e-16,1.312377686351325e-16,0.0,1.0,0.3084750563466066,0.0428280155649992
phoneme,classification,controlled_mlp,2,local_vs_spectral_hat,Raw,test,1.9568997611320004e-16,0.0,0.0557005715929775,0.0,0.3455859160393809,0.0
phoneme,classification,controlled_mlp,2,local_vs_spectral_hat,GramAnchor,test,1.9568997611320004e-16,1.312377686351325e-16,0.0,1.0,0.3548894476192286,0.0269210380054594
wine-quality-red,regression,controlled_mlp,0,local_vs_spectral_hat,Raw,validation,2.0028348924293496e-16,0.0,0.1239774203355852,0.0,0.657524359221131,0.0
wine-quality-red,regression,controlled_mlp,0,local_vs_spectral_hat,GramAnchor,validation,2.0028348924293496e-16,9.723333224939051e-17,0.0,1.0,0.6787888855342736,0.0323402867360405
wine-quality-red,regression,controlled_mlp,0,local_vs_spectral_hat,Raw,test,2.0028348924293496e-16,0.0,0.1165653613926623,0.0,0.7347208613514775,0.0
wine-quality-red,regression,controlled_mlp,0,local_vs_spectral_hat,GramAnchor,test,2.0028348924293496e-16,9.723333224939051e-17,0.0,1.0,0.7662635402172004,0.0429315138918227
wine-quality-red,regression,controlled_mlp,1,local_vs_spectral_hat,Raw,validation,2.0028348924293496e-16,0.0,0.1293087878735048,0.0,0.6475826116487043,0.0
wine-quality-red,regression,controlled_mlp,1,local_vs_spectral_hat,GramAnchor,validation,2.0028348924293496e-16,9.723333224939051e-17,0.0,1.0,0.6650700599931483,0.0270041968852776
wine-quality-red,regression,controlled_mlp,1,local_vs_spectral_hat,Raw,test,2.0028348924293496e-16,0.0,0.1531275693231572,0.0,0.7473566973133938,0.0
wine-quality-red,regression,controlled_mlp,1,local_vs_spectral_hat,GramAnchor,test,2.0028348924293496e-16,9.723333224939051e-17,0.0,1.0,0.7464052281333077,-0.0012731125358299
wine-quality-red,regression,controlled_mlp,2,local_vs_spectral_hat,Raw,validation,2.0028348924293496e-16,0.0,0.0408282074268234,0.0,0.6614354416723311,0.0
wine-quality-red,regression,controlled_mlp,2,local_vs_spectral_hat,GramAnchor,validation,2.0028348924293496e-16,9.723333224939051e-17,0.0,1.0,0.6632800862692575,0.0027888505524627
wine-quality-red,regression,controlled_mlp,2,local_vs_spectral_hat,Raw,test,2.0028348924293496e-16,0.0,0.0449839152482092,0.0,0.7090878336663922,0.0
wine-quality-red,regression,controlled_mlp,2,local_vs_spectral_hat,GramAnchor,test,2.0028348924293496e-16,9.723333224939051e-17,0.0,1.0,0.7291256035417705,0.0282585159750541
bike-sharing,regression,tabicl_v2,0,local_vs_spectral_hat,Raw,validation,2.1424358174305508e-16,0.0,0.1157415559149969,0.0,68.51460400390293,0.0
bike-sharing,regression,tabicl_v2,0,local_vs_spectral_hat,GramAnchor,validation,2.1424358174305508e-16,1.9777041243197727e-16,0.0,1.0,69.88627952707118,0.020020191944627
bike-sharing,regression,tabicl_v2,0,local_vs_spectral_hat,Raw,test,2.1424358174305508e-16,0.0,0.1214515439803597,0.0,70.5714219169653,0.0
bike-sharing,regression,tabicl_v2,0,local_vs_spectral_hat,GramAnchor,test,2.1424358174305508e-16,1.9777041243197727e-16,0.0,1.0,79.51279520114618,0.1266996333827783
bike-sharing,regression,tabicl_v2,0,onehot_vs_helmert,Raw,validation,1.7916185122862606e-16,0.0,0.108820035252279,0.0,67.53398141295303,0.0
bike-sharing,regression,tabicl_v2,0,onehot_vs_helmert,GramAnchor,validation,1.7916185122862606e-16,7.579601521546418e-17,0.0,1.0,67.40293993531365,-0.0019403783828186
bike-sharing,regression,tabicl_v2,0,onehot_vs_helmert,Raw,test,1.7916185122862606e-16,0.0,0.1174504243486202,0.0,70.53192975681488,0.0
bike-sharing,regression,tabicl_v2,0,onehot_vs_helmert,GramAnchor,test,1.7916185122862606e-16,7.579601521546418e-17,0.0,1.0,76.33338617142907,0.0822529092088771
bike-sharing,regression,tabicl_v2,1,local_vs_spectral_hat,Raw,validation,2.1424358174305508e-16,0.0,0.1157415559149969,0.0,68.51460400390293,0.0
bike-sharing,regression,tabicl_v2,1,local_vs_spectral_hat,GramAnchor,validation,2.1424358174305508e-16,1.9777041243197727e-16,0.0,1.0,69.88627952707118,0.020020191944627
bike-sharing,regression,tabicl_v2,1,local_vs_spectral_hat,Raw,test,2.1424358174305508e-16,0.0,0.1214515439803597,0.0,70.5714219169653,0.0
bike-sharing,regression,tabicl_v2,1,local_vs_spectral_hat,GramAnchor,test,2.1424358174305508e-16,1.9777041243197727e-16,0.0,1.0,79.51279520114618,0.1266996333827783
bike-sharing,regression,tabicl_v2,1,onehot_vs_helmert,Raw,validation,1.7916185122862606e-16,0.0,0.108820035252279,0.0,67.53398141295303,0.0
bike-sharing,regression,tabicl_v2,1,onehot_vs_helmert,GramAnchor,validation,1.7916185122862606e-16,7.579601521546418e-17,0.0,1.0,67.40293993531365,-0.0019403783828186
bike-sharing,regression,tabicl_v2,1,onehot_vs_helmert,Raw,test,1.7916185122862606e-16,0.0,0.1174504243486202,0.0,70.53192975681488,0.0
bike-sharing,regression,tabicl_v2,1,onehot_vs_helmert,GramAnchor,test,1.7916185122862606e-16,7.579601521546418e-17,0.0,1.0,76.33338617142907,0.0822529092088771
bike-sharing,regression,tabicl_v2,2,local_vs_spectral_hat,Raw,validation,2.1424358174305508e-16,0.0,0.1157415559149969,0.0,68.51460400390293,0.0
bike-sharing,regression,tabicl_v2,2,local_vs_spectral_hat,GramAnchor,validation,2.1424358174305508e-16,1.9777041243197727e-16,0.0,1.0,69.88627952707118,0.020020191944627
bike-sharing,regression,tabicl_v2,2,local_vs_spectral_hat,Raw,test,2.1424358174305508e-16,0.0,0.1214515439803597,0.0,70.5714219169653,0.0
bike-sharing,regression,tabicl_v2,2,local_vs_spectral_hat,GramAnchor,test,2.1424358174305508e-16,1.9777041243197727e-16,0.0,1.0,79.51279520114618,0.1266996333827783
bike-sharing,regression,tabicl_v2,2,onehot_vs_helmert,Raw,validation,1.7916185122862606e-16,0.0,0.108820035252279,0.0,67.53398141295303,0.0
bike-sharing,regression,tabicl_v2,2,onehot_vs_helmert,GramAnchor,validation,1.7916185122862606e-16,7.579601521546418e-17,0.0,1.0,67.40293993531365,-0.0019403783828186
bike-sharing,regression,tabicl_v2,2,onehot_vs_helmert,Raw,test,1.7916185122862606e-16,0.0,0.1174504243486202,0.0,70.53192975681488,0.0
bike-sharing,regression,tabicl_v2,2,onehot_vs_helmert,GramAnchor,test,1.7916185122862606e-16,7.579601521546418e-17,0.0,1.0,76.33338617142907,0.0822529092088771
california_housing,regression,tabicl_v2,0,local_vs_spectral_hat,Raw,validation,2.0851388871316656e-16,0.0,0.0880914496665378,0.0,51812.68199537601,0.0
california_housing,regression,tabicl_v2,0,local_vs_spectral_hat,GramAnchor,validation,2.0851388871316656e-16,1.206163813876603e-16,0.0,1.0,53524.07815290741,0.0330304491414694
california_housing,regression,tabicl_v2,0,local_vs_spectral_hat,Raw,test,2.0851388871316656e-16,0.0,0.0987994477795649,0.0,58892.626990049874,0.0
california_housing,regression,tabicl_v2,0,local_vs_spectral_hat,GramAnchor,test,2.0851388871316656e-16,1.206163813876603e-16,0.0,1.0,59495.06938861416,0.0102295045976819
california_housing,regression,tabicl_v2,0,onehot_vs_helmert,Raw,validation,1.6019295092324714e-16,0.0,0.0463385205748789,0.0,52296.55806531737,0.0
california_housing,regression,tabicl_v2,0,onehot_vs_helmert,GramAnchor,validation,1.6019295092324714e-16,9.378063810316416e-17,0.0,1.0,55258.01032987444,0.0566280530519479
california_housing,regression,tabicl_v2,0,onehot_vs_helmert,Raw,test,1.6019295092324714e-16,0.0,0.0426567050725181,0.0,58786.472722064536,0.0
california_housing,regression,tabicl_v2,0,onehot_vs_helmert,GramAnchor,test,1.6019295092324714e-16,9.378063810316416e-17,0.0,1.0,60049.90949437067,0.021491964287082
california_housing,regression,tabicl_v2,1,local_vs_spectral_hat,Raw,validation,2.0851388871316656e-16,0.0,0.0880914496665378,0.0,51812.68199537601,0.0
california_housing,regression,tabicl_v2,1,local_vs_spectral_hat,GramAnchor,validation,2.0851388871316656e-16,1.206163813876603e-16,0.0,1.0,53524.07815290741,0.0330304491414694
california_housing,regression,tabicl_v2,1,local_vs_spectral_hat,Raw,test,2.0851388871316656e-16,0.0,0.0987994477795649,0.0,58892.626990049874,0.0
california_housing,regression,tabicl_v2,1,local_vs_spectral_hat,GramAnchor,test,2.0851388871316656e-16,1.206163813876603e-16,0.0,1.0,59495.06938861416,0.0102295045976819
california_housing,regression,tabicl_v2,1,onehot_vs_helmert,Raw,validation,1.6019295092324714e-16,0.0,0.0463385205748789,0.0,52296.55806531737,0.0
california_housing,regression,tabicl_v2,1,onehot_vs_helmert,GramAnchor,validation,1.6019295092324714e-16,9.378063810316416e-17,0.0,1.0,55258.01032987444,0.0566280530519479
california_housing,regression,tabicl_v2,1,onehot_vs_helmert,Raw,test,1.6019295092324714e-16,0.0,0.0426567050725181,0.0,58786.472722064536,0.0
california_housing,regression,tabicl_v2,1,onehot_vs_helmert,GramAnchor,test,1.6019295092324714e-16,9.378063810316416e-17,0.0,1.0,60049.90949437067,0.021491964287082
california_housing,regression,tabicl_v2,2,local_vs_spectral_hat,Raw,validation,2.0851388871316656e-16,0.0,0.0880914496665378,0.0,51812.68199537601,0.0
california_housing,regression,tabicl_v2,2,local_vs_spectral_hat,GramAnchor,validation,2.0851388871316656e-16,1.206163813876603e-16,0.0,1.0,53524.07815290741,0.0330304491414694
california_housing,regression,tabicl_v2,2,local_vs_spectral_hat,Raw,test,2.0851388871316656e-16,0.0,0.0987994477795649,0.0,58892.626990049874,0.0
california_housing,regression,tabicl_v2,2,local_vs_spectral_hat,GramAnchor,test,2.0851388871316656e-16,1.206163813876603e-16,0.0,1.0,59495.06938861416,0.0102295045976819
california_housing,regression,tabicl_v2,2,onehot_vs_helmert,Raw,validation,1.6019295092324714e-16,0.0,0.0463385205748789,0.0,52296.55806531737,0.0
california_housing,regression,tabicl_v2,2,onehot_vs_helmert,GramAnchor,validation,1.6019295092324714e-16,9.378063810316416e-17,0.0,1.0,55258.01032987444,0.0566280530519479
california_housing,regression,tabicl_v2,2,onehot_vs_helmert,Raw,test,1.6019295092324714e-16,0.0,0.0426567050725181,0.0,58786.472722064536,0.0
california_housing,regression,tabicl_v2,2,onehot_vs_helmert,GramAnchor,test,1.6019295092324714e-16,9.378063810316416e-17,0.0,1.0,60049.90949437067,0.021491964287082
credit-g,classification,tabicl_v2,0,local_vs_spectral_hat,Raw,validation,2.2040031984818126e-16,0.0,0.055697440810663,0.0,0.4209181209422716,0.0
credit-g,classification,tabicl_v2,0,local_vs_spectral_hat,GramAnchor,validation,2.2040031984818126e-16,1.1511609960611418e-16,0.0,1.0,0.4367955971361198,0.037721056433267
credit-g,classification,tabicl_v2,0,local_vs_spectral_hat,Raw,test,2.2040031984818126e-16,0.0,0.065390177898969,0.0,0.4735128982413868,0.0
credit-g,classification,tabicl_v2,0,local_vs_spectral_hat,GramAnchor,test,2.2040031984818126e-16,1.1511609960611418e-16,0.0,1.0,0.4804345851731605,0.0146177368293042
credit-g,classification,tabicl_v2,0,onehot_vs_helmert,Raw,validation,1.6264399465171795e-16,0.0,0.0450348404164725,0.0,0.4177010677554251,0.0
credit-g,classification,tabicl_v2,0,onehot_vs_helmert,GramAnchor,validation,1.6264399465171795e-16,5.407521673497937e-17,0.0,1.0,0.4294042715634984,0.0280181323714639
credit-g,classification,tabicl_v2,0,onehot_vs_helmert,Raw,test,1.6264399465171795e-16,0.0,0.035167019592428,0.0,0.4758349963276596,0.0
credit-g,classification,tabicl_v2,0,onehot_vs_helmert,GramAnchor,test,1.6264399465171795e-16,5.407521673497937e-17,0.0,1.0,0.491741538599898,0.0334286935492344
credit-g,classification,tabicl_v2,1,local_vs_spectral_hat,Raw,validation,2.2040031984818126e-16,0.0,0.055697440810663,0.0,0.4209181209422716,0.0
credit-g,classification,tabicl_v2,1,local_vs_spectral_hat,GramAnchor,validation,2.2040031984818126e-16,1.1511609960611418e-16,0.0,1.0,0.4367955971361198,0.037721056433267
credit-g,classification,tabicl_v2,1,local_vs_spectral_hat,Raw,test,2.2040031984818126e-16,0.0,0.065390177898969,0.0,0.4735128982413868,0.0
credit-g,classification,tabicl_v2,1,local_vs_spectral_hat,GramAnchor,test,2.2040031984818126e-16,1.1511609960611418e-16,0.0,1.0,0.4804345851731605,0.0146177368293042
credit-g,classification,tabicl_v2,1,onehot_vs_helmert,Raw,validation,1.6264399465171795e-16,0.0,0.0450348404164725,0.0,0.4177010677554251,0.0
credit-g,classification,tabicl_v2,1,onehot_vs_helmert,GramAnchor,validation,1.6264399465171795e-16,5.407521673497937e-17,0.0,1.0,0.4294042715634984,0.0280181323714639
credit-g,classification,tabicl_v2,1,onehot_vs_helmert,Raw,test,1.6264399465171795e-16,0.0,0.035167019592428,0.0,0.4758349963276596,0.0
credit-g,classification,tabicl_v2,1,onehot_vs_helmert,GramAnchor,test,1.6264399465171795e-16,5.407521673497937e-17,0.0,1.0,0.491741538599898,0.0334286935492344
credit-g,classification,tabicl_v2,2,local_vs_spectral_hat,Raw,validation,2.2040031984818126e-16,0.0,0.055697440810663,0.0,0.4209181209422716,0.0
credit-g,classification,tabicl_v2,2,local_vs_spectral_hat,GramAnchor,validation,2.2040031984818126e-16,1.1511609960611418e-16,0.0,1.0,0.4367955971361198,0.037721056433267
credit-g,classification,tabicl_v2,2,local_vs_spectral_hat,Raw,test,2.2040031984818126e-16,0.0,0.065390177898969,0.0,0.4735128982413868,0.0
credit-g,classification,tabicl_v2,2,local_vs_spectral_hat,GramAnchor,test,2.2040031984818126e-16,1.1511609960611418e-16,0.0,1.0,0.4804345851731605,0.0146177368293042
credit-g,classification,tabicl_v2,2,onehot_vs_helmert,Raw,validation,1.6264399465171795e-16,0.0,0.0450348404164725,0.0,0.4177010677554251,0.0
credit-g,classification,tabicl_v2,2,onehot_vs_helmert,GramAnchor,validation,1.6264399465171795e-16,5.407521673497937e-17,0.0,1.0,0.4294042715634984,0.0280181323714639
credit-g,classification,tabicl_v2,2,onehot_vs_helmert,Raw,test,1.6264399465171795e-16,0.0,0.035167019592428,0.0,0.4758349963276596,0.0
credit-g,classification,tabicl_v2,2,onehot_vs_helmert,GramAnchor,test,1.6264399465171795e-16,5.407521673497937e-17,0.0,1.0,0.491741538599898,0.0334286935492344
house_16H,regression,tabicl_v2,0,local_vs_spectral_hat,Raw,validation,2.0748109606082272e-16,0.0,0.1741250191365181,0.0,42915.17770102863,0.0
house_16H,regression,tabicl_v2,0,local_vs_spectral_hat,GramAnchor,validation,2.0748109606082272e-16,9.499670588806311e-17,0.0,1.0,43183.42332226292,0.0062506002678828
house_16H,regression,tabicl_v2,0,local_vs_spectral_hat,Raw,test,2.0748109606082272e-16,0.0,0.1488963817523393,0.0,31857.664740530705,0.0
house_16H,regression,tabicl_v2,0,local_vs_spectral_hat,GramAnchor,test,2.0748109606082272e-16,9.499670588806311e-17,0.0,1.0,30281.76935656715,-0.0494667577425608
house_16H,regression,tabicl_v2,1,local_vs_spectral_hat,Raw,validation,2.0748109606082272e-16,0.0,0.1741250191365181,0.0,42915.17770102863,0.0
house_16H,regression,tabicl_v2,1,local_vs_spectral_hat,GramAnchor,validation,2.0748109606082272e-16,9.499670588806311e-17,0.0,1.0,43183.42332226292,0.0062506002678828
house_16H,regression,tabicl_v2,1,local_vs_spectral_hat,Raw,test,2.0748109606082272e-16,0.0,0.1488963817523393,0.0,31857.664740530705,0.0
house_16H,regression,tabicl_v2,1,local_vs_spectral_hat,GramAnchor,test,2.0748109606082272e-16,9.499670588806311e-17,0.0,1.0,30281.76935656715,-0.0494667577425608
house_16H,regression,tabicl_v2,2,local_vs_spectral_hat,Raw,validation,2.0748109606082272e-16,0.0,0.1741250191365181,0.0,42915.17770102863,0.0
house_16H,regression,tabicl_v2,2,local_vs_spectral_hat,GramAnchor,validation,2.0748109606082272e-16,9.499670588806311e-17,0.0,1.0,43183.42332226292,0.0062506002678828
house_16H,regression,tabicl_v2,2,local_vs_spectral_hat,Raw,test,2.0748109606082272e-16,0.0,0.1488963817523393,0.0,31857.664740530705,0.0
house_16H,regression,tabicl_v2,2,local_vs_spectral_hat,GramAnchor,test,2.0748109606082272e-16,9.499670588806311e-17,0.0,1.0,30281.76935656715,-0.0494667577425608
phoneme,classification,tabicl_v2,0,local_vs_spectral_hat,Raw,validation,1.9568997611320004e-16,0.0,0.0606987668175656,0.0,0.2641988682599221,0.0
phoneme,classification,tabicl_v2,0,local_vs_spectral_hat,GramAnchor,validation,1.9568997611320004e-16,1.312377686351325e-16,0.0,1.0,0.2793589268542523,0.057381239723614
phoneme,classification,tabicl_v2,0,local_vs_spectral_hat,Raw,test,1.9568997611320004e-16,0.0,0.06496527652129,0.0,0.2869349372840297,0.0
phoneme,classification,tabicl_v2,0,local_vs_spectral_hat,GramAnchor,test,1.9568997611320004e-16,1.312377686351325e-16,0.0,1.0,0.2824595832901811,-0.0155971037762422
phoneme,classification,tabicl_v2,1,local_vs_spectral_hat,Raw,validation,1.9568997611320004e-16,0.0,0.0606987668175656,0.0,0.2641988682599221,0.0
phoneme,classification,tabicl_v2,1,local_vs_spectral_hat,GramAnchor,validation,1.9568997611320004e-16,1.312377686351325e-16,0.0,1.0,0.2793589268542523,0.057381239723614
phoneme,classification,tabicl_v2,1,local_vs_spectral_hat,Raw,test,1.9568997611320004e-16,0.0,0.06496527652129,0.0,0.2869349372840297,0.0
phoneme,classification,tabicl_v2,1,local_vs_spectral_hat,GramAnchor,test,1.9568997611320004e-16,1.312377686351325e-16,0.0,1.0,0.2824595832901811,-0.0155971037762422
phoneme,classification,tabicl_v2,2,local_vs_spectral_hat,Raw,validation,1.9568997611320004e-16,0.0,0.0606987668175656,0.0,0.2641988682599221,0.0
phoneme,classification,tabicl_v2,2,local_vs_spectral_hat,GramAnchor,validation,1.9568997611320004e-16,1.312377686351325e-16,0.0,1.0,0.2793589268542523,0.057381239723614
phoneme,classification,tabicl_v2,2,local_vs_spectral_hat,Raw,test,1.9568997611320004e-16,0.0,0.06496527652129,0.0,0.2869349372840297,0.0
phoneme,classification,tabicl_v2,2,local_vs_spectral_hat,GramAnchor,test,1.9568997611320004e-16,1.312377686351325e-16,0.0,1.0,0.2824595832901811,-0.0155971037762422
wine-quality-red,regression,tabicl_v2,0,local_vs_spectral_hat,Raw,validation,2.0028348924293496e-16,0.0,0.103173362416887,0.0,0.6219619045150105,0.0
wine-quality-red,regression,tabicl_v2,0,local_vs_spectral_hat,GramAnchor,validation,2.0028348924293496e-16,9.723333224939051e-17,0.0,1.0,0.6250695902109177,0.0049965852785315
wine-quality-red,regression,tabicl_v2,0,local_vs_spectral_hat,Raw,test,2.0028348924293496e-16,0.0,0.1223862683674788,0.0,0.6371696801285281,0.0
wine-quality-red,regression,tabicl_v2,0,local_vs_spectral_hat,GramAnchor,test,2.0028348924293496e-16,9.723333224939051e-17,0.0,1.0,0.6380827705932768,0.0014330412968872
wine-quality-red,regression,tabicl_v2,1,local_vs_spectral_hat,Raw,validation,2.0028348924293496e-16,0.0,0.103173362416887,0.0,0.6219619045150105,0.0
wine-quality-red,regression,tabicl_v2,1,local_vs_spectral_hat,GramAnchor,validation,2.0028348924293496e-16,9.723333224939051e-17,0.0,1.0,0.6250695902109177,0.0049965852785315
wine-quality-red,regression,tabicl_v2,1,local_vs_spectral_hat,Raw,test,2.0028348924293496e-16,0.0,0.1223862683674788,0.0,0.6371696801285281,0.0
wine-quality-red,regression,tabicl_v2,1,local_vs_spectral_hat,GramAnchor,test,2.0028348924293496e-16,9.723333224939051e-17,0.0,1.0,0.6380827705932768,0.0014330412968872
wine-quality-red,regression,tabicl_v2,2,local_vs_spectral_hat,Raw,validation,2.0028348924293496e-16,0.0,0.103173362416887,0.0,0.6219619045150105,0.0
wine-quality-red,regression,tabicl_v2,2,local_vs_spectral_hat,GramAnchor,validation,2.0028348924293496e-16,9.723333224939051e-17,0.0,1.0,0.6250695902109177,0.0049965852785315
wine-quality-red,regression,tabicl_v2,2,local_vs_spectral_hat,Raw,test,2.0028348924293496e-16,0.0,0.1223862683674788,0.0,0.6371696801285281,0.0
wine-quality-red,regression,tabicl_v2,2,local_vs_spectral_hat,GramAnchor,test,2.0028348924293496e-16,9.723333224939051e-17,0.0,1.0,0.6380827705932768,0.0014330412968872
bike-sharing,regression,tabm_d,0,local_vs_spectral_hat,Raw,validation,2.1424358174305508e-16,0.0,0.0365276780115357,0.0,64.80773519975124,0.0
bike-sharing,regression,tabm_d,0,local_vs_spectral_hat,GramAnchor,validation,2.1424358174305508e-16,1.9777041243197727e-16,0.0,1.0,64.79900159382397,-0.0001347617826844
bike-sharing,regression,tabm_d,0,local_vs_spectral_hat,Raw,test,2.1424358174305508e-16,0.0,0.0340994482274445,0.0,63.84597846216564,0.0
bike-sharing,regression,tabm_d,0,local_vs_spectral_hat,GramAnchor,test,2.1424358174305508e-16,1.9777041243197727e-16,0.0,1.0,67.98047265639472,0.0647573158688316
bike-sharing,regression,tabm_d,0,onehot_vs_helmert,Raw,validation,1.7916185122862606e-16,0.0,0.0443782057936046,0.0,62.19958550712453,0.0
bike-sharing,regression,tabm_d,0,onehot_vs_helmert,GramAnchor,validation,1.7916185122862606e-16,7.579601521546418e-17,0.0,1.0,62.997730987641525,0.0128320064194892
bike-sharing,regression,tabm_d,0,onehot_vs_helmert,Raw,test,1.7916185122862606e-16,0.0,0.041089984804141,0.0,62.70433265327878,0.0
bike-sharing,regression,tabm_d,0,onehot_vs_helmert,GramAnchor,test,1.7916185122862606e-16,7.579601521546418e-17,0.0,1.0,66.93828667304771,0.0675225114535612
bike-sharing,regression,tabm_d,1,local_vs_spectral_hat,Raw,validation,2.1424358174305508e-16,0.0,0.034475789562979,0.0,66.6204146012334,0.0
bike-sharing,regression,tabm_d,1,local_vs_spectral_hat,GramAnchor,validation,2.1424358174305508e-16,1.9777041243197727e-16,0.0,1.0,65.63284351198905,-0.0148238508444537
