dataset,problem_type,model,seed,method,track,split,disagreement,max_disagreement,task_error,orbit_mean_task_error,worst_orbit_task_error,runtime_seconds,raw_disagreement,raw_task_error,raw_worst_orbit_task_error,disagreement_reduction,relative_task_change,worst_orbit_gain,failure,predictive_rank
bike-sharing,regression,controlled_mlp,2,MatrixAdam+DataInit,optimizer,test,4.843660799727842e-07,5.96097886624682e-07,82.98427672589067,82.98428241695461,82.98428829031398,6.899534818250686,0.1570453894991187,79.1057565708493,79.65519674283632,0.9999969157574028,0.0490295564213163,-0.0417937772249248,False,51.0
bike-sharing,regression,controlled_mlp,2,MatrixAdam+DataInit,optimizer,validation,5.295148536452166e-07,6.123461139284632e-07,77.11827681745822,77.11828109486122,77.1182905251686,6.899534818250686,0.1583410804985803,71.14862399696966,76.6867730022676,0.9999966558592882,0.0839039813439374,-0.0056270137079342,False,52.0
bike-sharing,regression,controlled_mlp,2,SoftBlockAdam-a0.1+DataInit,optimizer,test,0.0083538112232629,0.0133741106883543,82.65008153604552,82.72860741384089,82.88938202588665,6.381060651037842,0.1570453894991187,79.1057565708493,79.65519674283632,0.9468063898602396,0.0448048930803389,-0.0406023136631218,False,48.0
bike-sharing,regression,controlled_mlp,2,SoftBlockAdam-a0.1+DataInit,optimizer,validation,0.0077001669151016,0.0120646206134113,75.96334936095748,75.97603277350012,76.0537973587925,6.381060651037842,0.1583410804985803,71.14862399696966,76.6867730022676,0.951369746304272,0.0676713770907626,0.008254039369428,False,50.0
bike-sharing,regression,controlled_mlp,2,SoftBlockAdam-a0.25+DataInit,optimizer,test,0.0231108915932272,0.0691322958191257,82.68068190150365,82.5566230704513,83.09663542749598,6.383283289847896,0.1570453894991187,79.1057565708493,79.65519674283632,0.8528394137074815,0.0451917216347276,-0.0432041953994565,False,49.0
bike-sharing,regression,controlled_mlp,2,SoftBlockAdam-a0.25+DataInit,optimizer,validation,0.0216855335635097,0.0672049027682194,76.04129418114994,76.02005491394559,76.21603116125868,6.383283289847896,0.1583410804985803,71.14862399696966,76.6867730022676,0.8630454365018422,0.0687668982099873,0.0061385011075507,False,51.0
bike-sharing,regression,tabm_d,0,AdamW,optimizer,test,0.0986093315687361,0.1187412418976609,74.9066739681887,70.80385345774687,75.99581172336536,3.0768299649935216,0.0986093315687361,74.9066739681887,75.99581172336536,0.0,0.0,0.0,False,44.0
bike-sharing,regression,tabm_d,0,AdamW,optimizer,validation,0.094148783014201,0.1138407971442874,73.61086101383552,70.68893580578218,73.3986357215716,3.0768299649935216,0.094148783014201,73.61086101383552,73.3986357215716,0.0,0.0,0.0,False,44.0
bike-sharing,regression,tabm_d,0,BlockAdam,optimizer,test,0.100323505098348,0.1372980021736433,75.85748548508316,71.07633747456981,75.4814675670907,3.950784902321175,0.0986093315687361,74.9066739681887,75.99581172336536,-0.0173834818910318,0.0126932817401324,0.0067680592470929,False,45.0
bike-sharing,regression,tabm_d,0,BlockAdam,optimizer,validation,0.0963111440182682,0.12526596988878,74.22123205138888,70.69508499419823,74.24515294123668,3.950784902321175,0.094148783014201,73.61086101383552,73.3986357215716,-0.0229674875748633,0.0082918611349844,-0.0115331465134616,False,45.0
bike-sharing,regression,tabm_d,0,BlockAdam+DataInit,optimizer,test,0.0091419650369031,0.0135307970646334,85.44176290810265,85.43888636748203,85.56955243245959,3.485046100569889,0.0986093315687361,74.9066739681887,75.99581172336536,0.907291075890412,0.1406428610671991,-0.125977214954212,False,49.5
bike-sharing,regression,tabm_d,0,BlockAdam+DataInit,optimizer,validation,0.0098433092775893,0.0167617738625072,78.70753801769504,78.65195619929798,78.78812898719809,3.485046100569889,0.094148783014201,73.61086101383552,73.3986357215716,0.8954494262968368,0.0692381115186464,-0.0734277035621051,False,49.5
bike-sharing,regression,tabm_d,0,MatrixAdam,optimizer,test,0.0961025770265814,0.1170122834325034,73.8760664418174,69.57680160095987,75.0252772351287,5.208831627853215,0.0986093315687361,74.9066739681887,75.99581172336536,0.0254210681917798,-0.0137585541017209,0.0127708944246761,False,43.0
bike-sharing,regression,tabm_d,0,MatrixAdam,optimizer,validation,0.0912765912630058,0.1129301609550165,73.12194935235294,69.76619865717407,72.49042299135817,5.208831627853215,0.094148783014201,73.61086101383552,73.3986357215716,0.0305069450633473,-0.0066418413634732,0.012373700427602,False,43.0
bike-sharing,regression,tabm_d,0,MatrixAdam+DataInit,optimizer,test,0.0145633191250455,0.0810286306574257,81.4179903271005,81.05845757893938,81.4840980996617,4.379558212356642,0.0986093315687361,74.9066739681887,75.99581172336536,0.8523129718723008,0.0869257172154916,-0.0722182742948309,False,46.5
bike-sharing,regression,tabm_d,0,MatrixAdam+DataInit,optimizer,validation,0.0144733998168194,0.0831466014254594,77.87717643419501,77.77389989655896,77.94041265283849,4.379558212356642,0.094148783014201,73.61086101383552,73.3986357215716,0.8462709835066448,0.0579576894170225,-0.0618782200325296,False,46.5
bike-sharing,regression,tabm_d,0,SoftBlockAdam-a0.1+DataInit,optimizer,test,0.0614714707320128,0.0906718266494302,85.59505753149698,85.68533352256188,86.47307422938587,3.5427842591889203,0.0986093315687361,74.9066739681887,75.99581172336536,0.3766160894299968,0.1426893359041333,-0.1378663148458642,False,51.5
bike-sharing,regression,tabm_d,0,SoftBlockAdam-a0.1+DataInit,optimizer,validation,0.0625772839714676,0.0905439998333527,79.48651606307477,79.46316957431308,79.88777798582996,3.5427842591889203,0.094148783014201,73.61086101383552,73.3986357215716,0.3353362415525998,0.0798204907307754,-0.0884095760154739,False,51.5
bike-sharing,regression,tabm_d,0,SoftBlockAdam-a0.25+DataInit,optimizer,test,0.0634484419287989,0.101365760113705,85.09530715149353,85.4670542076049,87.02144196032533,3.632588620763272,0.0986093315687361,74.9066739681887,75.99581172336536,0.3565675690178276,0.1360176956679685,-0.1450820773794047,False,48.0
bike-sharing,regression,tabm_d,0,SoftBlockAdam-a0.25+DataInit,optimizer,validation,0.0600192131113432,0.090185745702932,78.43489227976482,79.12371096035366,79.72342207984296,3.632588620763272,0.094148783014201,73.61086101383552,73.3986357215716,0.3625067559047454,0.0655342323060534,-0.0861703531147859,False,48.0
bike-sharing,regression,tabm_d,1,AdamW,optimizer,test,0.0793272631375173,0.1010769707439877,73.65261904797227,70.65695459165846,72.91672328044136,2.5275945221073925,0.0793272631375173,73.65261904797227,72.91672328044136,0.0,0.0,0.0,False,44.0
bike-sharing,regression,tabm_d,1,AdamW,optimizer,validation,0.0803001220815408,0.0989935352668413,73.08681979053888,70.72127621808299,72.78232012110736,2.5275945221073925,0.0803001220815408,73.08681979053888,72.78232012110736,0.0,0.0,0.0,False,44.0
bike-sharing,regression,tabm_d,1,BlockAdam,optimizer,test,0.0813481086520584,0.1217624498498978,74.21373216160505,71.18087887483755,76.2286809525477,3.794249931583181,0.0793272631375173,73.65261904797227,72.91672328044136,-0.0254747918258291,0.007618372854702,-0.0454210985231521,False,45.0
bike-sharing,regression,tabm_d,1,BlockAdam,optimizer,validation,0.0854733990346443,0.1220101908891479,73.88220458666909,70.98932335431915,74.69357412754253,3.794249931583181,0.0803001220815408,73.08681979053888,72.78232012110736,-0.0644242725789416,0.0108827391643215,-0.0262598664518376,False,45.0
bike-sharing,regression,tabm_d,1,BlockAdam+DataInit,optimizer,test,0.0202424470682262,0.0236456832358699,88.01339116998383,87.6591680109949,88.14688857973213,3.739996071672067,0.0793272631375173,73.65261904797227,72.91672328044136,0.7448235793394884,0.1949797890100547,-0.2088706762194291,False,51.5
bike-sharing,regression,tabm_d,1,BlockAdam+DataInit,optimizer,validation,0.0219384710391396,0.0286429719790268,79.08065788791711,79.03594798847641,79.24082776048503,3.739996071672067,0.0803001220815408,73.08681979053888,72.78232012110736,0.7267940512361584,0.0820098358986764,-0.0887373146202392,False,48.5
bike-sharing,regression,tabm_d,1,MatrixAdam,optimizer,test,0.0760309203765012,0.0919624705744747,72.49369344300698,69.75195804366007,72.10242845945135,5.588122244691476,0.0793272631375173,73.65261904797227,72.91672328044136,0.0415537184902216,-0.015735022324331,0.0111674631601065,False,43.0
bike-sharing,regression,tabm_d,1,MatrixAdam,optimizer,validation,0.0772325128666166,0.0892215820200178,72.19606472238556,70.20856913006199,71.92480421143044,5.588122244691476,0.0803001220815408,73.08681979053888,72.78232012110736,0.0382018001393468,-0.0121876293250432,0.0117819259986496,False,43.0
bike-sharing,regression,tabm_d,1,MatrixAdam+DataInit,optimizer,test,0.0151791306277,0.0168419553000472,79.3180055929925,79.44646065413271,79.53495555875709,5.174349355278537,0.0793272631375173,73.65261904797227,72.91672328044136,0.8086517796361344,0.0769203677785062,-0.0907642579173734,False,46.5
bike-sharing,regression,tabm_d,1,MatrixAdam+DataInit,optimizer,validation,0.0170365747199238,0.0189142110356342,75.6264680130561,75.45140028668109,75.57619390128492,5.174349355278537,0.0803001220815408,73.08681979053888,72.78232012110736,0.7878387444713465,0.0347483750120151,-0.0383867095130884,False,46.5
bike-sharing,regression,tabm_d,1,SoftBlockAdam-a0.1+DataInit,optimizer,test,0.0418785284230784,0.065156813018949,86.62283629676665,87.06598786663479,87.64187523598962,3.901869679102674,0.0793272631375173,73.65261904797227,72.91672328044136,0.4720789957107166,0.1760998782724409,-0.2019447843112009,False,48.5
