method,track,median_disagreement,median_disagreement_reduction,median_relative_task_change,median_task_error,median_predictive_rank,mean_predictive_rank,median_worst_orbit_gain,failure_fraction,paper_method_score,wins,ties,losses,units,model_families,datasets,runtime_seconds,performance_preserving_eligible,pareto_frontier
Raw+GramAnchor@0.75,hybrid_prediction_mixture,0.034843926137929096,0.7500000000000002,-0.0034283656924962496,26.789841823529468,15.5,17.4,0.03646416008139475,0.0,0.7500000000000002,51,0,39,90,5,6,0.0,True,False
Raw+PCA@0.5,hybrid_prediction_mixture,0.06968785227585834,0.5000000000000002,-0.0045300573553818,27.71727537286827,16.25,14.983333333333333,0.01977239391959275,0.0,0.5000000000000002,55,0,35,90,5,6,0.0,True,False
Raw+GramAnchor-m8@0.75,hybrid_prediction_mixture,0.034843926137929096,0.7500000000000002,-0.00486893336438625,26.07037555688367,18.0,17.244444444444444,0.03593743594310425,0.0,0.7500000000000002,53,0,37,90,5,6,0.0,True,True
Raw+NystromGram@0.75,hybrid_prediction_mixture,0.034843926137929096,0.7500000000000002,-0.00027643964152135,27.366815811780672,19.5,19.81111111111111,0.02736666943814705,0.0,0.7500000000000002,47,0,43,90,5,6,0.0,True,False
Raw+GramDistance@0.5,hybrid_prediction_mixture,0.06968785227585834,0.5000000000000002,-0.0002363887255137,26.915673241064887,22.0,20.166666666666668,0.0170693042409772,0.0,0.5000000000000002,47,0,43,90,5,6,0.0,True,False
Raw+HybridSpectral-t0.01@0.75,hybrid_prediction_mixture,0.034843926137929096,0.7500000000000002,0.00099742472280235,27.413378535104812,23.5,21.127777777777776,0.0220434127941148,0.0,0.7450128763859885,45,0,45,90,5,6,0.0,True,False
Raw+PCA@0.75,hybrid_prediction_mixture,0.034843926137929096,0.7500000000000002,0.0037296324958009997,28.204729427974975,23.5,21.25,0.0210919526314125,0.0,0.7313518375209952,43,0,47,90,5,6,0.0,True,False
Raw,representation,0.1393757045517168,0.0,0.0,27.109321786012114,24.0,22.383333333333333,0.0,0.0,0.0,0,90,0,90,5,6,770.1750438907184,True,False
Raw+HybridSpectral-t0.05@0.75,hybrid_prediction_mixture,0.034843926137929096,0.7500000000000002,8.696239631673166e-05,27.29699937584186,24.25,20.772222222222222,0.023268577598868953,0.0,0.7495651880184165,43,0,47,90,5,6,0.0,True,False
Raw+HybridSpectral-t0.10@0.75,hybrid_prediction_mixture,0.034843926137929096,0.7500000000000002,8.696239631673166e-05,27.29699937584186,24.25,20.772222222222222,0.023268577598868953,0.0,0.7495651880184165,43,0,47,90,5,6,0.0,True,False
GramAnchor-m8,representation,0.0,1.0,0.0066603380592859,25.933934659237366,25.5,23.655555555555555,0.03085751794836205,0.0,0.9666983097035705,38,0,52,90,5,6,176.29093772405759,True,False
Raw+GramAnchor-m8@1,hybrid_prediction_mixture,0.0,1.0,0.0066603380592859,25.933934659237366,25.5,23.655555555555555,0.03085751794836205,0.0,0.9666983097035705,38,0,52,90,5,6,0.0,True,False
GramAnchor,representation,0.0,1.0,0.0035490298483863,26.88406845454818,25.5,23.844444444444445,0.033794823048074296,0.0,0.9822548507580685,40,0,50,90,5,6,56.98379283817485,True,True
Raw+GramAnchor@1,hybrid_prediction_mixture,0.0,1.0,0.0035490298483863,26.88406845454818,25.5,23.844444444444445,0.033794823048074296,0.0,0.9822548507580685,40,0,50,90,5,6,0.0,True,True
Raw+GramDistance@0.75,hybrid_prediction_mixture,0.034843926137929096,0.7500000000000002,0.0087581078185148,27.161269270182068,27.0,26.42222222222222,0.0152802412116246,0.0,0.7062094609074262,21,0,69,90,5,6,0.0,True,False
NystromGram,representation,0.0,1.0,0.019095191768393402,27.737174645260733,30.0,28.57777777777778,0.021402561729484147,0.0,0.904524041158033,26,0,64,90,5,6,36.22865721816197,False,False
Raw+NystromGram@1,hybrid_prediction_mixture,0.0,1.0,0.019095191768393402,27.737174645260733,30.0,28.57777777777778,0.021402561729484147,0.0,0.904524041158033,26,0,64,90,5,6,0.0,False,False
AdamW,optimizer,0.09012764887428865,0.0,0.0,37.17442499062369,32.5,29.819444444444443,0.0,0.0,0.0,0,36,0,36,2,6,101.05527966772206,True,False
AdamW[equal-HPO],optimizer_equal_hpo,0.09435002688939835,0.0,0.0,32.14329868390942,33.0,28.416666666666668,0.0,0.0,0.0,0,36,0,36,2,6,96.9405425330624,True,False
HybridSpectral-t0.05,representation,0.0,1.0,0.0159609197041865,27.636200663772136,34.5,30.755555555555556,0.014728051822049,0.0,0.9201954014790675,26,0,64,90,5,6,43.355616041691974,False,False
HybridSpectral-t0.10,representation,0.0,1.0,0.0159609197041865,27.636200663772136,34.5,30.755555555555556,0.014728051822049,0.0,0.9201954014790675,26,0,64,90,5,6,43.402926304377615,False,False
Raw+HybridSpectral-t0.05@1,hybrid_prediction_mixture,0.0,1.0,0.0159609197041865,27.636200663772136,34.5,30.755555555555556,0.014728051822049,0.0,0.9201954014790675,26,0,64,90,5,6,0.0,False,False
Raw+HybridSpectral-t0.10@1,hybrid_prediction_mixture,0.0,1.0,0.0159609197041865,27.636200663772136,34.5,30.755555555555556,0.014728051822049,0.0,0.9201954014790675,26,0,64,90,5,6,0.0,False,False
PCA,representation,0.0,1.0,0.02302582779507685,28.86955126667211,34.5,31.122222222222224,0.01473382262975725,0.0,0.8848708610246158,26,0,64,90,5,6,50.654454758856446,False,False
Raw+PCA@1,hybrid_prediction_mixture,0.0,1.0,0.02302582779507685,28.86955126667211,34.5,31.122222222222224,0.01473382262975725,0.0,0.8848708610246158,26,0,64,90,5,6,0.0,False,False
HybridSpectral-t0.01,representation,0.0,1.0,0.02214806399410945,27.79053872572654,34.5,31.333333333333332,0.01459137271473695,0.0,0.8892596800294528,27,0,63,90,5,6,44.32517836848274,False,False
Raw+HybridSpectral-t0.01@1,hybrid_prediction_mixture,0.0,1.0,0.02214806399410945,27.79053872572654,34.5,31.333333333333332,0.01459137271473695,0.0,0.8892596800294528,27,0,63,90,5,6,0.0,False,False
GramDistance,representation,0.0,1.0,0.03462245274697965,27.62810468663352,38.0,34.6,0.006989753457112,0.0,0.8268877362651017,13,0,77,90,5,6,60.604503037640825,False,False
Raw+GramDistance@1,hybrid_prediction_mixture,0.0,1.0,0.03462245274697965,27.62810468663352,38.0,34.6,0.006989753457112,0.0,0.8268877362651017,13,0,77,90,5,6,0.0,False,False
MatrixAdam,optimizer,0.0912908011356246,0.01164040971540085,0.0010160212318102,34.58634099153227,38.5,30.97222222222222,-0.0005088154966297,0.1111111111111111,-0.021217474221427925,15,0,21,36,2,6,273.5356138679199,True,False
BlockAdam,optimizer,0.08413647458833215,0.0552030859336754,0.00314095116516625,37.4622595776524,39.0,32.638888888888886,-0.0001716765986496,0.027777777777777776,0.0325538856633997,11,0,25,36,2,6,157.13846772699617,True,False
MatrixAdam+DataInit,optimizer,0.00010628675039438769,0.9964702805229988,0.03462752940731905,37.44170926190773,44.25,42.25,-0.00970793494750355,0.0,0.8233326334864035,5,0,31,36,2,6,243.13235110254027,False,False
SoftBlockAdam-a0.25+DataInit,optimizer,0.02561067551328145,0.7082525262846373,0.0385105331053295,41.49116248008798,46.0,43.22222222222222,-0.03109241314967165,0.08333333333333333,0.4948665274246565,4,0,32,36,2,6,156.58378923591226,False,False
MatrixAdam+DataInit[equal-HPO],optimizer_equal_hpo,0.00010658930104468293,0.9956626057751542,0.057120462133654154,35.7432902832494,46.25,42.69444444444444,-0.0071037391744035,0.0,0.7100602951068834,5,0,31,36,2,6,269.3895015195012,False,False
BlockAdam+DataInit,optimizer,3.158241210259906e-05,0.9989662735916469,0.04206207960309265,41.72313583239307,46.5,43.27777777777778,-0.03323649027664825,0.027777777777777776,0.7817114311317392,5,0,31,36,2,6,142.27998683811165,False,False
BlockAdam+DataInit[equal-HPO],optimizer_equal_hpo,3.1817384332786486e-05,0.9987311693387623,0.0427250207239635,41.3674143194424,47.0,46.416666666666664,-0.01676270425209165,0.027777777777777776,0.7781616212745004,2,0,34,36,2,6,144.49238672619686,False,False
SoftBlockAdam-a0.1+DataInit,optimizer,0.01760795474984845,0.8444848107542293,0.039247809093585495,41.711588032053804,47.25,44.138888888888886,-0.028105740116773803,0.05555555555555555,0.634356876397413,4,0,32,36,2,6,157.20584016502835,False,False
SoftBlockAdam-a0.1+DataInit[equal-HPO],optimizer_equal_hpo,0.01718671116423635,0.8334413219871779,0.0457565796950425,40.67315539779062,47.25,45.833333333333336,-0.0168000359736306,0.027777777777777776,0.597713979067521,2,0,34,36,2,6,162.2513613398187,False,False
