dataset,problem_type,model,seed,method,track,representation_id,member,is_reference,split,selected_lr_multiplier,task_error,disagreement,fit_seconds
california_housing,regression,controlled_mlp,1,AdamW[equal-HPO],optimizer_equal_hpo,orthogonal_all__m5,5,False,test,2.0,66761.87951253312,0.14761408212399937,0.4762063410598784
california_housing,regression,controlled_mlp,1,AdamW[equal-HPO],optimizer_equal_hpo,orthogonal_all__m6,6,False,validation,2.0,62102.30853673589,0.13322551628757004,0.2600679961033165
california_housing,regression,controlled_mlp,1,AdamW[equal-HPO],optimizer_equal_hpo,orthogonal_all__m6,6,False,test,2.0,65127.59298270089,0.12585069569428742,0.2600679961033165
california_housing,regression,controlled_mlp,1,AdamW[equal-HPO],optimizer_equal_hpo,orthogonal_all__m7,7,False,validation,2.0,59905.47063921605,0.16165335646665818,0.4377589388750493
california_housing,regression,controlled_mlp,1,AdamW[equal-HPO],optimizer_equal_hpo,orthogonal_all__m7,7,False,test,2.0,66607.52174741181,0.17270190617566797,0.4377589388750493
california_housing,regression,controlled_mlp,1,BlockAdam+DataInit[equal-HPO],optimizer_equal_hpo,rbf_reference,-1,True,validation,2.0,60736.79744138845,0.0,0.672488922951743
california_housing,regression,controlled_mlp,1,BlockAdam+DataInit[equal-HPO],optimizer_equal_hpo,rbf_reference,-1,True,test,2.0,66139.69623286341,0.0,0.672488922951743
california_housing,regression,controlled_mlp,1,BlockAdam+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m0,0,False,validation,2.0,60736.79096003088,7.0412410988109e-07,0.6775730820372701
california_housing,regression,controlled_mlp,1,BlockAdam+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m0,0,False,test,2.0,66139.69007530833,7.241161530403747e-07,0.6775730820372701
california_housing,regression,controlled_mlp,1,BlockAdam+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m1,1,False,validation,2.0,60736.79178521947,6.927307561832675e-07,0.7304475880227983
california_housing,regression,controlled_mlp,1,BlockAdam+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m1,1,False,test,2.0,66139.69214762244,6.564568906886674e-07,0.7304475880227983
california_housing,regression,controlled_mlp,1,BlockAdam+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m2,2,False,validation,2.0,60736.78781331316,8.006225359848067e-07,0.7459721090272069
california_housing,regression,controlled_mlp,1,BlockAdam+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m2,2,False,test,2.0,66139.68610729827,6.573159711384513e-07,0.7459721090272069
california_housing,regression,controlled_mlp,1,BlockAdam+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m3,3,False,validation,2.0,60736.78369864854,8.908489214513101e-07,0.6996375159360468
california_housing,regression,controlled_mlp,1,BlockAdam+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m3,3,False,test,2.0,66139.68290223587,7.608899799588606e-07,0.6996375159360468
california_housing,regression,controlled_mlp,1,BlockAdam+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m4,4,False,validation,2.0,60736.79135013204,7.541037476844889e-07,0.7472556421998888
california_housing,regression,controlled_mlp,1,BlockAdam+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m4,4,False,test,2.0,66139.69472481014,7.575879188738938e-07,0.7472556421998888
california_housing,regression,controlled_mlp,1,BlockAdam+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m5,5,False,validation,2.0,60736.78513671386,7.258948536783936e-07,0.6460091709159315
california_housing,regression,controlled_mlp,1,BlockAdam+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m5,5,False,test,2.0,66139.68440060843,6.419216194507822e-07,0.6460091709159315
california_housing,regression,controlled_mlp,1,BlockAdam+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m6,6,False,validation,2.0,60736.79481872447,6.466286631068051e-07,0.6653805368114263
california_housing,regression,controlled_mlp,1,BlockAdam+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m6,6,False,test,2.0,66139.69082346928,5.404922313060807e-07,0.6653805368114263
california_housing,regression,controlled_mlp,1,BlockAdam+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m7,7,False,validation,2.0,60736.794528580765,6.170910838233076e-07,0.698107877979055
california_housing,regression,controlled_mlp,1,BlockAdam+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m7,7,False,test,2.0,66139.69591111338,5.993350220028778e-07,0.698107877979055
california_housing,regression,controlled_mlp,1,MatrixAdam+DataInit[equal-HPO],optimizer_equal_hpo,rbf_reference,-1,True,validation,2.0,61108.34859542535,0.0,1.2058788151480258
california_housing,regression,controlled_mlp,1,MatrixAdam+DataInit[equal-HPO],optimizer_equal_hpo,rbf_reference,-1,True,test,2.0,64338.40085579114,0.0,1.2058788151480258
california_housing,regression,controlled_mlp,1,MatrixAdam+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m0,0,False,validation,2.0,61108.33976832425,1.4295926451430788e-06,1.1834754678420722
california_housing,regression,controlled_mlp,1,MatrixAdam+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m0,0,False,test,2.0,64338.40866797706,1.1932863512289676e-06,1.1834754678420722
california_housing,regression,controlled_mlp,1,MatrixAdam+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m1,1,False,validation,2.0,61108.34176269926,7.440524814451829e-07,1.192862780066207
california_housing,regression,controlled_mlp,1,MatrixAdam+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m1,1,False,test,2.0,64338.40680972646,6.831412556313926e-07,1.192862780066207
california_housing,regression,controlled_mlp,1,MatrixAdam+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m2,2,False,validation,2.0,61108.34734347866,6.277793776942118e-07,1.208068537991494
california_housing,regression,controlled_mlp,1,MatrixAdam+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m2,2,False,test,2.0,64338.40029163218,6.039249845392499e-07,1.208068537991494
california_housing,regression,controlled_mlp,1,MatrixAdam+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m3,3,False,validation,2.0,61108.34672537568,8.309595992529842e-07,1.206219110172242
california_housing,regression,controlled_mlp,1,MatrixAdam+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m3,3,False,test,2.0,64338.40779581236,7.863372853078967e-07,1.206219110172242
california_housing,regression,controlled_mlp,1,MatrixAdam+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m4,4,False,validation,2.0,61108.34563640534,7.620780646485736e-07,1.2089361920952797
california_housing,regression,controlled_mlp,1,MatrixAdam+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m4,4,False,test,2.0,64338.404796764014,7.206006789333853e-07,1.2089361920952797
california_housing,regression,controlled_mlp,1,MatrixAdam+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m5,5,False,validation,2.0,61108.35547065589,5.571976941650526e-07,1.2114747250452638
california_housing,regression,controlled_mlp,1,MatrixAdam+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m5,5,False,test,2.0,64338.401092828135,5.662215096364725e-07,1.2114747250452638
california_housing,regression,controlled_mlp,1,MatrixAdam+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m6,6,False,validation,2.0,61108.33977820257,1.2581419677819331e-06,1.2168767121620476
california_housing,regression,controlled_mlp,1,MatrixAdam+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m6,6,False,test,2.0,64338.41000528696,1.0563299823639778e-06,1.2168767121620476
california_housing,regression,controlled_mlp,1,MatrixAdam+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m7,7,False,validation,2.0,61108.343327004746,6.846906078239591e-07,1.209506775951013
california_housing,regression,controlled_mlp,1,MatrixAdam+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m7,7,False,test,2.0,64338.40428387652,6.882142232054539e-07,1.209506775951013
california_housing,regression,controlled_mlp,1,SoftBlockAdam-a0.1+DataInit[equal-HPO],optimizer_equal_hpo,rbf_reference,-1,True,validation,2.0,60708.38280677154,0.0,0.8397625149227679
california_housing,regression,controlled_mlp,1,SoftBlockAdam-a0.1+DataInit[equal-HPO],optimizer_equal_hpo,rbf_reference,-1,True,test,2.0,66139.14555713997,0.0,0.8397625149227679
california_housing,regression,controlled_mlp,1,SoftBlockAdam-a0.1+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m0,0,False,validation,2.0,60674.83087582717,0.008135500680012004,0.7986799059435725
california_housing,regression,controlled_mlp,1,SoftBlockAdam-a0.1+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m0,0,False,test,2.0,66177.84273888529,0.007124598052983199,0.7986799059435725
california_housing,regression,controlled_mlp,1,SoftBlockAdam-a0.1+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m1,1,False,validation,2.0,60693.358412531765,0.0047937106289900715,0.8344929639715701
california_housing,regression,controlled_mlp,1,SoftBlockAdam-a0.1+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m1,1,False,test,2.0,66169.44901325708,0.004672726225406023,0.8344929639715701
california_housing,regression,controlled_mlp,1,SoftBlockAdam-a0.1+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m2,2,False,validation,2.0,60651.0071619019,0.007197587559082357,0.8040299969725311
california_housing,regression,controlled_mlp,1,SoftBlockAdam-a0.1+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m2,2,False,test,2.0,66109.61502576178,0.006852150598252242,0.8040299969725311
california_housing,regression,controlled_mlp,1,SoftBlockAdam-a0.1+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m3,3,False,validation,2.0,60677.82184519234,0.005794467774253955,0.7494117638561875
california_housing,regression,controlled_mlp,1,SoftBlockAdam-a0.1+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m3,3,False,test,2.0,66084.47698374717,0.00520571052872122,0.7494117638561875
california_housing,regression,controlled_mlp,1,SoftBlockAdam-a0.1+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m4,4,False,validation,2.0,60665.232026262325,0.008788545516777817,0.8407978310715407
california_housing,regression,controlled_mlp,1,SoftBlockAdam-a0.1+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m4,4,False,test,2.0,66133.96765131793,0.008009489834669219,0.8407978310715407
california_housing,regression,controlled_mlp,1,SoftBlockAdam-a0.1+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m5,5,False,validation,2.0,60675.539163309215,0.004822797174959776,0.7465792959555984
california_housing,regression,controlled_mlp,1,SoftBlockAdam-a0.1+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m5,5,False,test,2.0,66180.42950867357,0.004889440423395979,0.7465792959555984
california_housing,regression,controlled_mlp,1,SoftBlockAdam-a0.1+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m6,6,False,validation,2.0,60637.51627057307,0.005306914668576655,0.7383935819379985
california_housing,regression,controlled_mlp,1,SoftBlockAdam-a0.1+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m6,6,False,test,2.0,66130.54389559137,0.004619003072665685,0.7383935819379985
california_housing,regression,controlled_mlp,1,SoftBlockAdam-a0.1+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m7,7,False,validation,2.0,60664.78770457722,0.005385229568001432,0.8494286420755088
california_housing,regression,controlled_mlp,1,SoftBlockAdam-a0.1+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m7,7,False,test,2.0,66211.76372729897,0.0054311057220394745,0.8494286420755088
california_housing,regression,controlled_mlp,2,AdamW[equal-HPO],optimizer_equal_hpo,rbf_reference,-1,True,validation,2.0,60314.69554137872,0.0,0.4740384900942445
california_housing,regression,controlled_mlp,2,AdamW[equal-HPO],optimizer_equal_hpo,rbf_reference,-1,True,test,2.0,64831.19514449116,0.0,0.4740384900942445
california_housing,regression,controlled_mlp,2,AdamW[equal-HPO],optimizer_equal_hpo,orthogonal_all__m0,0,False,validation,2.0,60428.07854699577,0.13703612405373064,0.5569152717944235
california_housing,regression,controlled_mlp,2,AdamW[equal-HPO],optimizer_equal_hpo,orthogonal_all__m0,0,False,test,2.0,67956.48702087253,0.14337361672806345,0.5569152717944235
california_housing,regression,controlled_mlp,2,AdamW[equal-HPO],optimizer_equal_hpo,orthogonal_all__m1,1,False,validation,2.0,61299.92195949126,0.16577098108420757,0.372679176973179
california_housing,regression,controlled_mlp,2,AdamW[equal-HPO],optimizer_equal_hpo,orthogonal_all__m1,1,False,test,2.0,65904.12798983064,0.15849621994663246,0.372679176973179
california_housing,regression,controlled_mlp,2,AdamW[equal-HPO],optimizer_equal_hpo,orthogonal_all__m2,2,False,validation,2.0,59551.23207236773,0.16178963732702517,0.3029363611713052
california_housing,regression,controlled_mlp,2,AdamW[equal-HPO],optimizer_equal_hpo,orthogonal_all__m2,2,False,test,2.0,65429.30207084203,0.15441248268521346,0.3029363611713052
california_housing,regression,controlled_mlp,2,AdamW[equal-HPO],optimizer_equal_hpo,orthogonal_all__m3,3,False,validation,2.0,61354.27123772573,0.11917091380920641,0.46045364998281
california_housing,regression,controlled_mlp,2,AdamW[equal-HPO],optimizer_equal_hpo,orthogonal_all__m3,3,False,test,2.0,65665.12395586884,0.11982759632848444,0.46045364998281
california_housing,regression,controlled_mlp,2,AdamW[equal-HPO],optimizer_equal_hpo,orthogonal_all__m4,4,False,validation,2.0,59927.341444836886,0.11413137410390387,0.4374703930225223
california_housing,regression,controlled_mlp,2,AdamW[equal-HPO],optimizer_equal_hpo,orthogonal_all__m4,4,False,test,2.0,66581.68587339287,0.12146017760570361,0.4374703930225223
california_housing,regression,controlled_mlp,2,AdamW[equal-HPO],optimizer_equal_hpo,orthogonal_all__m5,5,False,validation,2.0,60298.681843029175,0.14239697001297177,0.448662145063281
california_housing,regression,controlled_mlp,2,AdamW[equal-HPO],optimizer_equal_hpo,orthogonal_all__m5,5,False,test,2.0,66596.79157798349,0.1454514400617333,0.448662145063281
california_housing,regression,controlled_mlp,2,AdamW[equal-HPO],optimizer_equal_hpo,orthogonal_all__m6,6,False,validation,2.0,61434.50969349161,0.17553879274334175,0.3252312198746949
california_housing,regression,controlled_mlp,2,AdamW[equal-HPO],optimizer_equal_hpo,orthogonal_all__m6,6,False,test,2.0,66644.75751493564,0.15323963710681768,0.3252312198746949
california_housing,regression,controlled_mlp,2,AdamW[equal-HPO],optimizer_equal_hpo,orthogonal_all__m7,7,False,validation,2.0,60320.58448385477,0.16524934296423435,0.4940904679242521
california_housing,regression,controlled_mlp,2,AdamW[equal-HPO],optimizer_equal_hpo,orthogonal_all__m7,7,False,test,2.0,69309.08043658269,0.16715360184280817,0.4940904679242521
california_housing,regression,controlled_mlp,2,BlockAdam+DataInit[equal-HPO],optimizer_equal_hpo,rbf_reference,-1,True,validation,2.0,60473.21342498104,0.0,0.7350366991013288
california_housing,regression,controlled_mlp,2,BlockAdam+DataInit[equal-HPO],optimizer_equal_hpo,rbf_reference,-1,True,test,2.0,67008.8099228995,0.0,0.7350366991013288
california_housing,regression,controlled_mlp,2,BlockAdam+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m0,0,False,validation,2.0,60473.19848335709,1.1908466520287453e-06,0.7246238000225276
california_housing,regression,controlled_mlp,2,BlockAdam+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m0,0,False,test,2.0,67008.8121970584,1.1683332935028355e-06,0.7246238000225276
california_housing,regression,controlled_mlp,2,BlockAdam+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m1,1,False,validation,2.0,60473.216509097525,1.1355975648274885e-06,0.7380512589588761
california_housing,regression,controlled_mlp,2,BlockAdam+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m1,1,False,test,2.0,67008.80973641513,1.0630042301808133e-06,0.7380512589588761
california_housing,regression,controlled_mlp,2,BlockAdam+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m2,2,False,validation,2.0,60473.20401985594,7.036855046039586e-07,0.7295066360384226
california_housing,regression,controlled_mlp,2,BlockAdam+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m2,2,False,test,2.0,67008.8231951785,7.484846663090343e-07,0.7295066360384226
california_housing,regression,controlled_mlp,2,BlockAdam+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m3,3,False,validation,2.0,60473.20281967196,9.473682318072739e-07,0.7198402208741754
california_housing,regression,controlled_mlp,2,BlockAdam+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m3,3,False,test,2.0,67008.81826169963,9.240603781800451e-07,0.7198402208741754
california_housing,regression,controlled_mlp,2,BlockAdam+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m4,4,False,validation,2.0,60473.19806527674,1.3353507556552274e-06,0.7265652120113373
california_housing,regression,controlled_mlp,2,BlockAdam+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m4,4,False,test,2.0,67008.81272771397,1.336106014521958e-06,0.7265652120113373
california_housing,regression,controlled_mlp,2,BlockAdam+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m5,5,False,validation,2.0,60473.20741254648,6.39161891060507e-07,0.7814119739923626
california_housing,regression,controlled_mlp,2,BlockAdam+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m5,5,False,test,2.0,67008.81833090822,6.279709162402342e-07,0.7814119739923626
california_housing,regression,controlled_mlp,2,BlockAdam+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m6,6,False,validation,2.0,60473.19703417521,1.8224778820860737e-06,0.7381247980520129
california_housing,regression,controlled_mlp,2,BlockAdam+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m6,6,False,test,2.0,67008.81251112049,1.7451800959581092e-06,0.7381247980520129
california_housing,regression,controlled_mlp,2,BlockAdam+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m7,7,False,validation,2.0,60473.20581640569,1.7589816375418283e-06,0.7830966911278665
california_housing,regression,controlled_mlp,2,BlockAdam+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m7,7,False,test,2.0,67008.81210530613,1.5729804262899522e-06,0.7830966911278665
california_housing,regression,controlled_mlp,2,MatrixAdam+DataInit[equal-HPO],optimizer_equal_hpo,rbf_reference,-1,True,validation,2.0,59963.3122655296,0.0,2.4389980619307607
california_housing,regression,controlled_mlp,2,MatrixAdam+DataInit[equal-HPO],optimizer_equal_hpo,rbf_reference,-1,True,test,2.0,65747.63120212473,0.0,2.4389980619307607
california_housing,regression,controlled_mlp,2,MatrixAdam+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m0,0,False,validation,2.0,59963.34833943132,2.9024370045466115e-06,2.657525410177186
california_housing,regression,controlled_mlp,2,MatrixAdam+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m0,0,False,test,2.0,65747.6344342142,2.8376418787296797e-06,2.657525410177186
california_housing,regression,controlled_mlp,2,MatrixAdam+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m1,1,False,validation,2.0,59963.335702400014,1.8927695995253036e-06,2.6851593661122024
california_housing,regression,controlled_mlp,2,MatrixAdam+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m1,1,False,test,2.0,65747.62796863259,1.8642636836882729e-06,2.6851593661122024
california_housing,regression,controlled_mlp,2,MatrixAdam+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m2,2,False,validation,2.0,59963.32431750616,1.2019927565176897e-06,2.5954731421079487
california_housing,regression,controlled_mlp,2,MatrixAdam+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m2,2,False,test,2.0,65747.62827287696,1.1211665204541707e-06,2.5954731421079487
california_housing,regression,controlled_mlp,2,MatrixAdam+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m3,3,False,validation,2.0,59963.342005818566,2.0774397474967968e-06,2.5498053759802133
california_housing,regression,controlled_mlp,2,MatrixAdam+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m3,3,False,test,2.0,65747.62525673636,2.0861612862229755e-06,2.5498053759802133
california_housing,regression,controlled_mlp,2,MatrixAdam+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m4,4,False,validation,2.0,59963.32627572639,1.0371390491914488e-06,2.7845889320597053
california_housing,regression,controlled_mlp,2,MatrixAdam+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m4,4,False,test,2.0,65747.62973247624,9.8837301485745e-07,2.7845889320597053
california_housing,regression,controlled_mlp,2,MatrixAdam+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m5,5,False,validation,2.0,59963.3340970108,2.114577665955849e-06,1.892387836938724
california_housing,regression,controlled_mlp,2,MatrixAdam+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m5,5,False,test,2.0,65747.6324809544,2.030465258513567e-06,1.892387836938724
california_housing,regression,controlled_mlp,2,MatrixAdam+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m6,6,False,validation,2.0,59963.34912471656,2.92070286438943e-06,2.5621122419834137
california_housing,regression,controlled_mlp,2,MatrixAdam+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m6,6,False,test,2.0,65747.62769927121,2.8619933574401245e-06,2.5621122419834137
california_housing,regression,controlled_mlp,2,MatrixAdam+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m7,7,False,validation,2.0,59963.31789680271,6.950702209079851e-07,1.699172532884404
california_housing,regression,controlled_mlp,2,MatrixAdam+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m7,7,False,test,2.0,65747.63726169677,6.210381822205889e-07,1.699172532884404
california_housing,regression,controlled_mlp,2,SoftBlockAdam-a0.1+DataInit[equal-HPO],optimizer_equal_hpo,rbf_reference,-1,True,validation,2.0,60419.17130253332,0.0,1.0496023760642856
california_housing,regression,controlled_mlp,2,SoftBlockAdam-a0.1+DataInit[equal-HPO],optimizer_equal_hpo,rbf_reference,-1,True,test,2.0,67356.24216421752,0.0,1.0496023760642856
california_housing,regression,controlled_mlp,2,SoftBlockAdam-a0.1+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m0,0,False,validation,2.0,60575.4621232648,0.03231301599103547,1.084743554936722
california_housing,regression,controlled_mlp,2,SoftBlockAdam-a0.1+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m0,0,False,test,2.0,67773.62972133682,0.030473561644632788,1.084743554936722
california_housing,regression,controlled_mlp,2,SoftBlockAdam-a0.1+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m1,1,False,validation,2.0,60431.14850385941,0.009368994552795122,1.1047603900078684
california_housing,regression,controlled_mlp,2,SoftBlockAdam-a0.1+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m1,1,False,test,2.0,67376.22498114144,0.008602277346167392,1.1047603900078684
california_housing,regression,controlled_mlp,2,SoftBlockAdam-a0.1+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m2,2,False,validation,2.0,60339.83166595368,0.014516398024826318,0.923933279933408
california_housing,regression,controlled_mlp,2,SoftBlockAdam-a0.1+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m2,2,False,test,2.0,67246.67367562056,0.012995882848482895,0.923933279933408
california_housing,regression,controlled_mlp,2,SoftBlockAdam-a0.1+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m3,3,False,validation,2.0,60404.04472656979,0.1120026713847967,0.8786423071287572
california_housing,regression,controlled_mlp,2,SoftBlockAdam-a0.1+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m3,3,False,test,2.0,66952.3476073689,0.11093420989602301,0.8786423071287572
california_housing,regression,controlled_mlp,2,SoftBlockAdam-a0.1+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m4,4,False,validation,2.0,60576.32216240311,0.04173133548074956,0.9626979078166188
california_housing,regression,controlled_mlp,2,SoftBlockAdam-a0.1+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m4,4,False,test,2.0,67815.91063419398,0.04001964945885202,0.9626979078166188
california_housing,regression,controlled_mlp,2,SoftBlockAdam-a0.1+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m5,5,False,validation,2.0,60545.96797531666,0.025268546754598182,0.945741742150858
california_housing,regression,controlled_mlp,2,SoftBlockAdam-a0.1+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m5,5,False,test,2.0,67645.98098300886,0.0231147466690699,0.945741742150858
california_housing,regression,controlled_mlp,2,SoftBlockAdam-a0.1+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m6,6,False,validation,2.0,60427.42395953884,0.013766945618514485,0.93611076194793
california_housing,regression,controlled_mlp,2,SoftBlockAdam-a0.1+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m6,6,False,test,2.0,67446.98340550905,0.013514124073195109,0.93611076194793
california_housing,regression,controlled_mlp,2,SoftBlockAdam-a0.1+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m7,7,False,validation,2.0,60459.53299167476,0.11261947662445068,0.7323078699409962
california_housing,regression,controlled_mlp,2,SoftBlockAdam-a0.1+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m7,7,False,test,2.0,66716.50517146298,0.1050163721830389,0.7323078699409962
california_housing,regression,tabm_d,0,AdamW[equal-HPO],optimizer_equal_hpo,rbf_reference,-1,True,validation,2.0,60443.18557524746,0.0,0.2256467780098319
california_housing,regression,tabm_d,0,AdamW[equal-HPO],optimizer_equal_hpo,rbf_reference,-1,True,test,2.0,64563.90906619439,0.0,0.2256467780098319
california_housing,regression,tabm_d,0,AdamW[equal-HPO],optimizer_equal_hpo,orthogonal_all__m0,0,False,validation,2.0,61077.55756371385,0.10125041405671396,0.2289679001551121
california_housing,regression,tabm_d,0,AdamW[equal-HPO],optimizer_equal_hpo,orthogonal_all__m0,0,False,test,2.0,66064.84853959599,0.0951046476303075,0.2289679001551121
california_housing,regression,tabm_d,0,AdamW[equal-HPO],optimizer_equal_hpo,orthogonal_all__m1,1,False,validation,2.0,60272.97587119301,0.09004021087434612,0.2346699978224933
california_housing,regression,tabm_d,0,AdamW[equal-HPO],optimizer_equal_hpo,orthogonal_all__m1,1,False,test,2.0,65288.867900147336,0.09210729117765575,0.2346699978224933
california_housing,regression,tabm_d,0,AdamW[equal-HPO],optimizer_equal_hpo,orthogonal_all__m2,2,False,validation,2.0,60636.77072907501,0.07741124647032747,0.2332463630009442
california_housing,regression,tabm_d,0,AdamW[equal-HPO],optimizer_equal_hpo,orthogonal_all__m2,2,False,test,2.0,64630.82550882854,0.0863170791772685,0.2332463630009442
california_housing,regression,tabm_d,0,AdamW[equal-HPO],optimizer_equal_hpo,orthogonal_all__m3,3,False,validation,2.0,60261.50187102795,0.08754748551357118,0.2929127428214997
california_housing,regression,tabm_d,0,AdamW[equal-HPO],optimizer_equal_hpo,orthogonal_all__m3,3,False,test,2.0,65036.54048173548,0.0990020825225046,0.2929127428214997
california_housing,regression,tabm_d,0,AdamW[equal-HPO],optimizer_equal_hpo,orthogonal_all__m4,4,False,validation,2.0,61240.08260367617,0.07007041891344754,0.305272629018873
california_housing,regression,tabm_d,0,AdamW[equal-HPO],optimizer_equal_hpo,orthogonal_all__m4,4,False,test,2.0,65212.94726992109,0.07594535811701734,0.305272629018873
california_housing,regression,tabm_d,0,AdamW[equal-HPO],optimizer_equal_hpo,orthogonal_all__m5,5,False,validation,2.0,60874.79303434735,0.09453482791055205,0.3091885179746896
