dataset,problem_type,model,seed,method,track,representation_id,member,is_reference,split,selected_lr_multiplier,task_error,disagreement,fit_seconds
house_16H,regression,tabm_d,0,AdamW[equal-HPO],optimizer_equal_hpo,orthogonal_all__m5,5,False,validation,2.0,40793.108840805886,0.10540086024450203,0.2483764861244708
house_16H,regression,tabm_d,0,AdamW[equal-HPO],optimizer_equal_hpo,orthogonal_all__m5,5,False,test,2.0,34195.201315696824,0.12676891357667153,0.2483764861244708
house_16H,regression,tabm_d,0,AdamW[equal-HPO],optimizer_equal_hpo,orthogonal_all__m6,6,False,validation,2.0,41271.61883725904,0.12730511180933862,0.2401300719939172
house_16H,regression,tabm_d,0,AdamW[equal-HPO],optimizer_equal_hpo,orthogonal_all__m6,6,False,test,2.0,33969.47766270816,0.14439516685178316,0.2401300719939172
house_16H,regression,tabm_d,0,AdamW[equal-HPO],optimizer_equal_hpo,orthogonal_all__m7,7,False,validation,2.0,39004.75717589578,0.11738882775211912,0.2371553590055555
house_16H,regression,tabm_d,0,AdamW[equal-HPO],optimizer_equal_hpo,orthogonal_all__m7,7,False,test,2.0,33909.355297981965,0.11884135239457357,0.2371553590055555
house_16H,regression,tabm_d,0,BlockAdam+DataInit[equal-HPO],optimizer_equal_hpo,rbf_reference,-1,True,validation,1.0,39519.38718405799,0.0,0.4599088369868696
house_16H,regression,tabm_d,0,BlockAdam+DataInit[equal-HPO],optimizer_equal_hpo,rbf_reference,-1,True,test,1.0,34936.339367594264,0.0,0.4599088369868696
house_16H,regression,tabm_d,0,BlockAdam+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m0,0,False,validation,1.0,39684.93962272255,0.031555568234561716,0.4706052921246737
house_16H,regression,tabm_d,0,BlockAdam+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m0,0,False,test,1.0,35196.017130902765,0.04584022226690295,0.4706052921246737
house_16H,regression,tabm_d,0,BlockAdam+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m1,1,False,validation,1.0,39589.48360009705,0.030680506073332354,0.4356352349277586
house_16H,regression,tabm_d,0,BlockAdam+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m1,1,False,test,1.0,35252.29168517591,0.04111869811552517,0.4356352349277586
house_16H,regression,tabm_d,0,BlockAdam+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m2,2,False,validation,1.0,39583.2565299035,0.029834145356659056,0.4688471730332821
house_16H,regression,tabm_d,0,BlockAdam+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m2,2,False,test,1.0,35026.527773033355,0.04135960740276114,0.4688471730332821
house_16H,regression,tabm_d,0,BlockAdam+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m3,3,False,validation,1.0,39396.50762960292,0.03298263065819426,0.4908442641608417
house_16H,regression,tabm_d,0,BlockAdam+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m3,3,False,test,1.0,34958.01314839496,0.04425826778393422,0.4908442641608417
house_16H,regression,tabm_d,0,BlockAdam+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m4,4,False,validation,1.0,40104.67488555951,0.05231301246932444,0.4650710627902299
house_16H,regression,tabm_d,0,BlockAdam+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m4,4,False,test,1.0,34853.21528574104,0.06881407975811811,0.4650710627902299
house_16H,regression,tabm_d,0,BlockAdam+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m5,5,False,validation,1.0,39406.007875962,0.029300052174597312,0.4323291820473969
house_16H,regression,tabm_d,0,BlockAdam+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m5,5,False,test,1.0,34927.237419485515,0.04237806606930581,0.4323291820473969
house_16H,regression,tabm_d,0,BlockAdam+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m6,6,False,validation,1.0,39818.00338760249,0.03801441410911316,0.462924808030948
house_16H,regression,tabm_d,0,BlockAdam+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m6,6,False,test,1.0,35044.41051530587,0.05945798424211888,0.462924808030948
house_16H,regression,tabm_d,0,BlockAdam+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m7,7,False,validation,1.0,40084.76894635795,0.045779466603007954,0.4229993750341236
house_16H,regression,tabm_d,0,BlockAdam+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m7,7,False,test,1.0,34740.91570519596,0.08098391541915473,0.4229993750341236
house_16H,regression,tabm_d,0,MatrixAdam+DataInit[equal-HPO],optimizer_equal_hpo,rbf_reference,-1,True,validation,1.0,39001.27597155146,0.0,0.7475956899579614
house_16H,regression,tabm_d,0,MatrixAdam+DataInit[equal-HPO],optimizer_equal_hpo,rbf_reference,-1,True,test,1.0,37724.68685822866,0.0,0.7475956899579614
house_16H,regression,tabm_d,0,MatrixAdam+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m0,0,False,validation,1.0,39034.83332963061,0.008587345684514778,0.6601090920157731
house_16H,regression,tabm_d,0,MatrixAdam+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m0,0,False,test,1.0,37591.78358294746,0.011844202217995932,0.6601090920157731
house_16H,regression,tabm_d,0,MatrixAdam+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m1,1,False,validation,1.0,39061.03484435769,0.00941118096257252,0.6830136689823121
house_16H,regression,tabm_d,0,MatrixAdam+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m1,1,False,test,1.0,37626.27239466238,0.012178036455480655,0.6830136689823121
house_16H,regression,tabm_d,0,MatrixAdam+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m2,2,False,validation,1.0,39047.265518144406,0.006983389388146394,0.6944039789959788
house_16H,regression,tabm_d,0,MatrixAdam+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m2,2,False,test,1.0,37668.11131802001,0.008711858607545716,0.6944039789959788
house_16H,regression,tabm_d,0,MatrixAdam+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m3,3,False,validation,1.0,39075.017448086815,0.014031851602696977,0.7044567849952728
house_16H,regression,tabm_d,0,MatrixAdam+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m3,3,False,test,1.0,37523.97492477836,0.01863382445116057,0.7044567849952728
house_16H,regression,tabm_d,0,MatrixAdam+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m4,4,False,validation,1.0,39032.477663418606,0.011321561557891468,0.67941485485062
house_16H,regression,tabm_d,0,MatrixAdam+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m4,4,False,test,1.0,37597.975393679015,0.015360734992503277,0.67941485485062
house_16H,regression,tabm_d,0,MatrixAdam+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m5,5,False,validation,1.0,39012.74449315146,0.009068748132468694,0.6947985719889402
house_16H,regression,tabm_d,0,MatrixAdam+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m5,5,False,test,1.0,37628.248925042535,0.013119160937533155,0.6947985719889402
house_16H,regression,tabm_d,0,MatrixAdam+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m6,6,False,validation,1.0,39005.02840474261,0.004328159285316803,0.6932898678351194
house_16H,regression,tabm_d,0,MatrixAdam+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m6,6,False,test,1.0,37684.806789454015,0.0050686702915440935,0.6932898678351194
house_16H,regression,tabm_d,0,MatrixAdam+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m7,7,False,validation,1.0,39030.47220652183,0.010506016608695773,0.6864909140858799
house_16H,regression,tabm_d,0,MatrixAdam+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m7,7,False,test,1.0,37578.343584952105,0.01478444700540272,0.6864909140858799
house_16H,regression,tabm_d,0,SoftBlockAdam-a0.1+DataInit[equal-HPO],optimizer_equal_hpo,rbf_reference,-1,True,validation,1.0,39819.80052614181,0.0,0.4842494460754096
house_16H,regression,tabm_d,0,SoftBlockAdam-a0.1+DataInit[equal-HPO],optimizer_equal_hpo,rbf_reference,-1,True,test,1.0,34961.25268436246,0.0,0.4842494460754096
house_16H,regression,tabm_d,0,SoftBlockAdam-a0.1+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m0,0,False,validation,1.0,39707.059206523074,0.058848038419239086,0.5306183760985732
house_16H,regression,tabm_d,0,SoftBlockAdam-a0.1+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m0,0,False,test,1.0,35037.4171988884,0.09147789903681412,0.5306183760985732
house_16H,regression,tabm_d,0,SoftBlockAdam-a0.1+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m1,1,False,validation,1.0,39598.00227065112,0.04867617759431708,0.5155188569333404
house_16H,regression,tabm_d,0,SoftBlockAdam-a0.1+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m1,1,False,test,1.0,34990.25786882569,0.07106365567608261,0.5155188569333404
house_16H,regression,tabm_d,0,SoftBlockAdam-a0.1+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m2,2,False,validation,1.0,39581.11544329942,0.04830504975114829,0.5637669269926846
house_16H,regression,tabm_d,0,SoftBlockAdam-a0.1+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m2,2,False,test,1.0,35206.999627422585,0.07973166900311632,0.5637669269926846
house_16H,regression,tabm_d,0,SoftBlockAdam-a0.1+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m3,3,False,validation,1.0,39999.14578927346,0.055340126129426286,0.5730263669975102
house_16H,regression,tabm_d,0,SoftBlockAdam-a0.1+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m3,3,False,test,1.0,35190.0101202467,0.06927855147802958,0.5730263669975102
house_16H,regression,tabm_d,0,SoftBlockAdam-a0.1+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m4,4,False,validation,1.0,39848.94881317591,0.05617795329134202,0.5305877579376101
house_16H,regression,tabm_d,0,SoftBlockAdam-a0.1+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m4,4,False,test,1.0,34805.689739446505,0.07768587861830256,0.5305877579376101
house_16H,regression,tabm_d,0,SoftBlockAdam-a0.1+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m5,5,False,validation,1.0,39021.80143627371,0.05004752276982868,0.5538138400297612
house_16H,regression,tabm_d,0,SoftBlockAdam-a0.1+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m5,5,False,test,1.0,34684.327998975445,0.06976799848509337,0.5538138400297612
house_16H,regression,tabm_d,0,SoftBlockAdam-a0.1+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m6,6,False,validation,1.0,39468.782448449965,0.04822534688032281,0.7199159872252494
house_16H,regression,tabm_d,0,SoftBlockAdam-a0.1+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m6,6,False,test,1.0,35278.73304309589,0.06493570347079763,0.7199159872252494
house_16H,regression,tabm_d,0,SoftBlockAdam-a0.1+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m7,7,False,validation,1.0,39785.87427923168,0.04167397257584409,0.6399092690553516
house_16H,regression,tabm_d,0,SoftBlockAdam-a0.1+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m7,7,False,test,1.0,34952.69228094375,0.06815886328006457,0.6399092690553516
house_16H,regression,tabm_d,1,AdamW[equal-HPO],optimizer_equal_hpo,rbf_reference,-1,True,validation,2.0,40381.84203068564,0.0,0.3173967690672725
house_16H,regression,tabm_d,1,AdamW[equal-HPO],optimizer_equal_hpo,rbf_reference,-1,True,test,2.0,34333.2284636498,0.0,0.3173967690672725
house_16H,regression,tabm_d,1,AdamW[equal-HPO],optimizer_equal_hpo,orthogonal_all__m0,0,False,validation,2.0,40527.75501995172,0.1189847601438924,0.2300502150319516
house_16H,regression,tabm_d,1,AdamW[equal-HPO],optimizer_equal_hpo,orthogonal_all__m0,0,False,test,2.0,35659.70622570544,0.12208701935062465,0.2300502150319516
house_16H,regression,tabm_d,1,AdamW[equal-HPO],optimizer_equal_hpo,orthogonal_all__m1,1,False,validation,2.0,41344.92513772866,0.13490399879831572,0.3112097980920225
house_16H,regression,tabm_d,1,AdamW[equal-HPO],optimizer_equal_hpo,orthogonal_all__m1,1,False,test,2.0,33754.2083921934,0.16363869446528953,0.3112097980920225
house_16H,regression,tabm_d,1,AdamW[equal-HPO],optimizer_equal_hpo,orthogonal_all__m2,2,False,validation,2.0,41507.36200199644,0.14436498327568134,0.5124683280009776
house_16H,regression,tabm_d,1,AdamW[equal-HPO],optimizer_equal_hpo,orthogonal_all__m2,2,False,test,2.0,34250.63792666155,0.14317603106874746,0.5124683280009776
house_16H,regression,tabm_d,1,AdamW[equal-HPO],optimizer_equal_hpo,orthogonal_all__m3,3,False,validation,2.0,38905.60450776758,0.2276614346893529,0.3526541378814727
house_16H,regression,tabm_d,1,AdamW[equal-HPO],optimizer_equal_hpo,orthogonal_all__m3,3,False,test,2.0,32306.44967909285,0.2680047154595587,0.3526541378814727
house_16H,regression,tabm_d,1,AdamW[equal-HPO],optimizer_equal_hpo,orthogonal_all__m4,4,False,validation,2.0,39450.06765404043,0.22632376452090683,0.3746931098867208
house_16H,regression,tabm_d,1,AdamW[equal-HPO],optimizer_equal_hpo,orthogonal_all__m4,4,False,test,2.0,32986.86292495802,0.2774464260446481,0.3746931098867208
house_16H,regression,tabm_d,1,AdamW[equal-HPO],optimizer_equal_hpo,orthogonal_all__m5,5,False,validation,2.0,41446.26822207067,0.13391352649695606,0.3792750320862978
house_16H,regression,tabm_d,1,AdamW[equal-HPO],optimizer_equal_hpo,orthogonal_all__m5,5,False,test,2.0,33639.34379503663,0.13852688174974745,0.3792750320862978
house_16H,regression,tabm_d,1,AdamW[equal-HPO],optimizer_equal_hpo,orthogonal_all__m6,6,False,validation,2.0,40467.5536461751,0.1350934473438051,0.6307915879879147
house_16H,regression,tabm_d,1,AdamW[equal-HPO],optimizer_equal_hpo,orthogonal_all__m6,6,False,test,2.0,34621.51144200955,0.13779390741302366,0.6307915879879147
house_16H,regression,tabm_d,1,AdamW[equal-HPO],optimizer_equal_hpo,orthogonal_all__m7,7,False,validation,2.0,40531.3228340334,0.1761967099277776,0.415835372870788
house_16H,regression,tabm_d,1,AdamW[equal-HPO],optimizer_equal_hpo,orthogonal_all__m7,7,False,test,2.0,33233.831172147206,0.20689547804707922,0.415835372870788
house_16H,regression,tabm_d,1,BlockAdam+DataInit[equal-HPO],optimizer_equal_hpo,rbf_reference,-1,True,validation,1.0,38250.94944419634,0.0,0.4754069270566106
house_16H,regression,tabm_d,1,BlockAdam+DataInit[equal-HPO],optimizer_equal_hpo,rbf_reference,-1,True,test,1.0,35623.14993938646,0.0,0.4754069270566106
house_16H,regression,tabm_d,1,BlockAdam+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m0,0,False,validation,1.0,38264.01198672279,0.041722980307982264,0.4823609329760074
house_16H,regression,tabm_d,1,BlockAdam+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m0,0,False,test,1.0,35658.5680747802,0.05899387586100769,0.4823609329760074
house_16H,regression,tabm_d,1,BlockAdam+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m1,1,False,validation,1.0,38550.25437534748,0.02927957419754207,0.5635181409306824
house_16H,regression,tabm_d,1,BlockAdam+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m1,1,False,test,1.0,35463.2936375156,0.03626297802129761,0.5635181409306824
house_16H,regression,tabm_d,1,BlockAdam+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m2,2,False,validation,1.0,38956.2555279399,0.05107383381013841,0.7103855351451784
house_16H,regression,tabm_d,1,BlockAdam+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m2,2,False,test,1.0,35514.97510554412,0.07154549795724202,0.7103855351451784
house_16H,regression,tabm_d,1,BlockAdam+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m3,3,False,validation,1.0,38491.695455431065,0.03677518067239202,0.591780808987096
house_16H,regression,tabm_d,1,BlockAdam+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m3,3,False,test,1.0,35787.875695293296,0.055856932390233,0.591780808987096
house_16H,regression,tabm_d,1,BlockAdam+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m4,4,False,validation,1.0,38379.83571493704,0.0429774650385998,0.5814368650317192
house_16H,regression,tabm_d,1,BlockAdam+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m4,4,False,test,1.0,35446.29144700365,0.06563708273064318,0.5814368650317192
house_16H,regression,tabm_d,1,BlockAdam+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m5,5,False,validation,1.0,38571.683754433376,0.0229992603116668,0.5708908559754491
house_16H,regression,tabm_d,1,BlockAdam+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m5,5,False,test,1.0,35565.503918142,0.028798814359095627,0.5708908559754491
house_16H,regression,tabm_d,1,BlockAdam+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m6,6,False,validation,1.0,38887.37643368671,0.0484235755213719,0.4395948320161551
house_16H,regression,tabm_d,1,BlockAdam+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m6,6,False,test,1.0,35414.27396964355,0.06671913424796092,0.4395948320161551
house_16H,regression,tabm_d,1,BlockAdam+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m7,7,False,validation,1.0,38397.547272774296,0.038000568105429094,0.4411511360667646
house_16H,regression,tabm_d,1,BlockAdam+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m7,7,False,test,1.0,35399.79618928981,0.056965245150834586,0.4411511360667646
house_16H,regression,tabm_d,1,MatrixAdam+DataInit[equal-HPO],optimizer_equal_hpo,rbf_reference,-1,True,validation,1.0,37565.29916952828,0.0,1.3170770730357615
house_16H,regression,tabm_d,1,MatrixAdam+DataInit[equal-HPO],optimizer_equal_hpo,rbf_reference,-1,True,test,1.0,35757.59425153493,0.0,1.3170770730357615
house_16H,regression,tabm_d,1,MatrixAdam+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m0,0,False,validation,1.0,37642.93345510978,0.016720373440613376,1.4662060979753733
house_16H,regression,tabm_d,1,MatrixAdam+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m0,0,False,test,1.0,35597.43724635826,0.024579785741570916,1.4662060979753733
house_16H,regression,tabm_d,1,MatrixAdam+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m1,1,False,validation,1.0,37516.5683425343,0.008642920944098152,1.5141819128766656
house_16H,regression,tabm_d,1,MatrixAdam+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m1,1,False,test,1.0,35823.10467446596,0.014282592114425247,1.5141819128766656
house_16H,regression,tabm_d,1,MatrixAdam+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m2,2,False,validation,1.0,37941.35889567316,0.046830605283607475,1.3547195880673826
house_16H,regression,tabm_d,1,MatrixAdam+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m2,2,False,test,1.0,35012.627596845545,0.08794001476443175,1.3547195880673826
house_16H,regression,tabm_d,1,MatrixAdam+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m3,3,False,validation,1.0,37920.47299261781,0.05273526551449334,1.3305296630132943
house_16H,regression,tabm_d,1,MatrixAdam+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m3,3,False,test,1.0,35090.74676829118,0.09596254610709626,1.3305296630132943
house_16H,regression,tabm_d,1,MatrixAdam+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m4,4,False,validation,1.0,37774.27782967259,0.02867093577972841,1.2600338670890778
house_16H,regression,tabm_d,1,MatrixAdam+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m4,4,False,test,1.0,35873.0054653701,0.039736616080085344,1.2600338670890778
house_16H,regression,tabm_d,1,MatrixAdam+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m5,5,False,validation,1.0,37648.05652939521,0.012102191712394171,1.3369145889300853
house_16H,regression,tabm_d,1,MatrixAdam+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m5,5,False,test,1.0,35506.54360087051,0.022032128554750688,1.3369145889300853
house_16H,regression,tabm_d,1,MatrixAdam+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m6,6,False,validation,1.0,38099.10046046988,0.06114913865642449,0.8198106810450554
house_16H,regression,tabm_d,1,MatrixAdam+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m6,6,False,test,1.0,34890.99127474657,0.10701529476645653,0.8198106810450554
house_16H,regression,tabm_d,1,MatrixAdam+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m7,7,False,validation,1.0,37713.51776327321,0.025309545041259214,1.0842718959320337
house_16H,regression,tabm_d,1,MatrixAdam+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m7,7,False,test,1.0,35893.78916842136,0.03466081530161099,1.0842718959320337
house_16H,regression,tabm_d,1,SoftBlockAdam-a0.1+DataInit[equal-HPO],optimizer_equal_hpo,rbf_reference,-1,True,validation,1.0,38203.96873197068,0.0,0.5832049190066755
house_16H,regression,tabm_d,1,SoftBlockAdam-a0.1+DataInit[equal-HPO],optimizer_equal_hpo,rbf_reference,-1,True,test,1.0,36568.76684456912,0.0,0.5832049190066755
house_16H,regression,tabm_d,1,SoftBlockAdam-a0.1+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m0,0,False,validation,1.0,38662.559093076336,0.054631570214320045,0.5225482389796525
house_16H,regression,tabm_d,1,SoftBlockAdam-a0.1+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m0,0,False,test,1.0,35353.37241499008,0.09694004046490022,0.5225482389796525
house_16H,regression,tabm_d,1,SoftBlockAdam-a0.1+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m1,1,False,validation,1.0,38055.03941249734,0.04650084603195655,0.5487550001125783
house_16H,regression,tabm_d,1,SoftBlockAdam-a0.1+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m1,1,False,test,1.0,35747.47182983697,0.08745625589809905,0.5487550001125783
house_16H,regression,tabm_d,1,SoftBlockAdam-a0.1+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m2,2,False,validation,1.0,37730.759542485655,0.04707884152993213,0.645295538008213
house_16H,regression,tabm_d,1,SoftBlockAdam-a0.1+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m2,2,False,test,1.0,36305.21571302829,0.06523875361881622,0.645295538008213
house_16H,regression,tabm_d,1,SoftBlockAdam-a0.1+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m3,3,False,validation,1.0,37975.8078678414,0.049295972865357515,0.5455609168857336
house_16H,regression,tabm_d,1,SoftBlockAdam-a0.1+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m3,3,False,test,1.0,35560.93899909171,0.08339979070013416,0.5455609168857336
house_16H,regression,tabm_d,1,SoftBlockAdam-a0.1+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m4,4,False,validation,1.0,38102.59778936319,0.05167089646796537,0.4951015501283109
house_16H,regression,tabm_d,1,SoftBlockAdam-a0.1+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m4,4,False,test,1.0,35418.511881251194,0.10248222925857065,0.4951015501283109
house_16H,regression,tabm_d,1,SoftBlockAdam-a0.1+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m5,5,False,validation,1.0,38103.65992537583,0.04993737040924682,0.5756779778748751
house_16H,regression,tabm_d,1,SoftBlockAdam-a0.1+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m5,5,False,test,1.0,35762.80691489236,0.08955580681277914,0.5756779778748751
house_16H,regression,tabm_d,1,SoftBlockAdam-a0.1+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m6,6,False,validation,1.0,37987.31974185037,0.046589789749492454,0.5151885109953582
house_16H,regression,tabm_d,1,SoftBlockAdam-a0.1+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m6,6,False,test,1.0,35996.849640739565,0.06181339443752008,0.5151885109953582
house_16H,regression,tabm_d,1,SoftBlockAdam-a0.1+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m7,7,False,validation,1.0,38858.55680775318,0.06009725148195946,0.4765028601977974
house_16H,regression,tabm_d,1,SoftBlockAdam-a0.1+DataInit[equal-HPO],optimizer_equal_hpo,orthogonal_all__m7,7,False,test,1.0,35295.180773052096,0.10778053599986709,0.4765028601977974
house_16H,regression,tabm_d,2,AdamW[equal-HPO],optimizer_equal_hpo,rbf_reference,-1,True,validation,2.0,41934.10951745564,0.0,0.2969742768909782
house_16H,regression,tabm_d,2,AdamW[equal-HPO],optimizer_equal_hpo,rbf_reference,-1,True,test,2.0,32461.633926528342,0.0,0.2969742768909782
house_16H,regression,tabm_d,2,AdamW[equal-HPO],optimizer_equal_hpo,orthogonal_all__m0,0,False,validation,2.0,41991.86937666305,0.11897012024584341,0.2384421590249985
house_16H,regression,tabm_d,2,AdamW[equal-HPO],optimizer_equal_hpo,orthogonal_all__m0,0,False,test,2.0,33759.76525954004,0.1298354163833612,0.2384421590249985
house_16H,regression,tabm_d,2,AdamW[equal-HPO],optimizer_equal_hpo,orthogonal_all__m1,1,False,validation,2.0,41632.26019085702,0.11108751408583749,0.304718242958188
house_16H,regression,tabm_d,2,AdamW[equal-HPO],optimizer_equal_hpo,orthogonal_all__m1,1,False,test,2.0,33418.043428353645,0.12333778373759066,0.304718242958188
house_16H,regression,tabm_d,2,AdamW[equal-HPO],optimizer_equal_hpo,orthogonal_all__m2,2,False,validation,2.0,40063.86121707323,0.12404312283811833,0.5406975909136236
house_16H,regression,tabm_d,2,AdamW[equal-HPO],optimizer_equal_hpo,orthogonal_all__m2,2,False,test,2.0,32354.048563430835,0.1534381309300132,0.5406975909136236
house_16H,regression,tabm_d,2,AdamW[equal-HPO],optimizer_equal_hpo,orthogonal_all__m3,3,False,validation,2.0,39696.03108404238,0.14209848130904348,0.3306692067999393
house_16H,regression,tabm_d,2,AdamW[equal-HPO],optimizer_equal_hpo,orthogonal_all__m3,3,False,test,2.0,32820.013222731126,0.13985008788044848,0.3306692067999393
house_16H,regression,tabm_d,2,AdamW[equal-HPO],optimizer_equal_hpo,orthogonal_all__m4,4,False,validation,2.0,40490.91674484889,0.10935947431900411,0.3215002340730279
house_16H,regression,tabm_d,2,AdamW[equal-HPO],optimizer_equal_hpo,orthogonal_all__m4,4,False,test,2.0,33128.69515756299,0.13266143522542592,0.3215002340730279
house_16H,regression,tabm_d,2,AdamW[equal-HPO],optimizer_equal_hpo,orthogonal_all__m5,5,False,validation,2.0,41648.91902516517,0.10960555500499079,0.3434814990032464
house_16H,regression,tabm_d,2,AdamW[equal-HPO],optimizer_equal_hpo,orthogonal_all__m5,5,False,test,2.0,32958.911799539455,0.1169106163813433,0.3434814990032464
house_16H,regression,tabm_d,2,AdamW[equal-HPO],optimizer_equal_hpo,orthogonal_all__m6,6,False,validation,2.0,40989.77682935299,0.14560300824162095,0.2819041940383613
house_16H,regression,tabm_d,2,AdamW[equal-HPO],optimizer_equal_hpo,orthogonal_all__m6,6,False,test,2.0,32404.047153610278,0.1388445421657855,0.2819041940383613
