dataset,model,seed,method,representation_id,shape_match,train_relative_error,validation_relative_error,test_relative_error
california_housing,controlled_mlp,0,PCA,pca__v1__orthogonal_all__m0,True,3.3433421184373928e-15,3.4430903476137688e-15,3.3494371914660017e-15
california_housing,controlled_mlp,0,PCA,pca__v1__orthogonal_all__m1,True,5.243897091636398e-15,5.397012069920453e-15,5.2330872371988564e-15
california_housing,controlled_mlp,0,PCA,pca__v1__orthogonal_all__m2,True,3.3139761278767574e-15,3.4493325271576315e-15,3.3289991070566397e-15
california_housing,controlled_mlp,0,PCA,pca__v1__orthogonal_all__m3,True,3.376010253299657e-15,3.5045215425118752e-15,3.365772723865938e-15
california_housing,controlled_mlp,0,PCA,pca__v1__orthogonal_all__m4,True,3.1654115917535905e-15,3.3155094507802282e-15,3.1740564487950544e-15
california_housing,controlled_mlp,0,PCA,pca__v1__orthogonal_all__m5,True,4.378831257289814e-15,4.596689470025779e-15,4.366828985251616e-15
california_housing,controlled_mlp,0,PCA,pca__v1__orthogonal_all__m6,True,4.825736979103142e-15,4.921525446025584e-15,4.8958716411498895e-15
california_housing,controlled_mlp,0,PCA,pca__v1__orthogonal_all__m7,True,5.0114411968637665e-15,5.1609022058006365e-15,5.0140677576212304e-15
california_housing,controlled_mlp,0,GramAnchor,gram_anchor__pivot_tie_v2__orthogonal_all__m0,True,6.841148714204131e-16,7.055542370140554e-16,7.00027168528011e-16
california_housing,controlled_mlp,0,GramAnchor,gram_anchor__pivot_tie_v2__orthogonal_all__m1,True,7.788581358143193e-16,7.836807030087356e-16,7.911531741318374e-16
california_housing,controlled_mlp,0,GramAnchor,gram_anchor__pivot_tie_v2__orthogonal_all__m2,True,5.818602944694413e-16,5.907570585170699e-16,5.980085692253083e-16
california_housing,controlled_mlp,0,GramAnchor,gram_anchor__pivot_tie_v2__orthogonal_all__m3,True,6.611886382311579e-16,6.76952377414126e-16,6.749047750606908e-16
california_housing,controlled_mlp,0,GramAnchor,gram_anchor__pivot_tie_v2__orthogonal_all__m4,True,7.56987509832678e-16,7.615758915250359e-16,7.814973195187149e-16
california_housing,controlled_mlp,0,GramAnchor,gram_anchor__pivot_tie_v2__orthogonal_all__m5,True,8.01597130697659e-16,8.310288330566965e-16,8.259369456722711e-16
california_housing,controlled_mlp,0,GramAnchor,gram_anchor__pivot_tie_v2__orthogonal_all__m6,True,6.43601826031774e-16,6.402527526563216e-16,6.537278029385602e-16
california_housing,controlled_mlp,0,GramAnchor,gram_anchor__pivot_tie_v2__orthogonal_all__m7,True,6.624626606290732e-16,6.696154500509923e-16,6.693349599097836e-16
california_housing,controlled_mlp,0,GramDistance,gram_distance__pivot_tie_v2__orthogonal_all__m0,True,7.070404324725209e-16,7.047426679897193e-16,7.110005004516392e-16
california_housing,controlled_mlp,0,GramDistance,gram_distance__pivot_tie_v2__orthogonal_all__m1,True,7.517618789145861e-16,7.44288388080467e-16,7.604360017824746e-16
california_housing,controlled_mlp,0,GramDistance,gram_distance__pivot_tie_v2__orthogonal_all__m2,True,7.410636530322326e-16,7.332489273282011e-16,7.534031973885219e-16
california_housing,controlled_mlp,0,GramDistance,gram_distance__pivot_tie_v2__orthogonal_all__m3,True,6.80236574630348e-16,6.827207264588262e-16,6.896091512352301e-16
california_housing,controlled_mlp,0,GramDistance,gram_distance__pivot_tie_v2__orthogonal_all__m4,True,7.989234159670928e-16,7.995463676868069e-16,8.103014117710479e-16
california_housing,controlled_mlp,0,GramDistance,gram_distance__pivot_tie_v2__orthogonal_all__m5,True,7.770452477789085e-16,7.747801086971232e-16,7.898262869917439e-16
california_housing,controlled_mlp,0,GramDistance,gram_distance__pivot_tie_v2__orthogonal_all__m6,True,6.951477698736288e-16,6.900687213680539e-16,7.046616083533898e-16
california_housing,controlled_mlp,0,GramDistance,gram_distance__pivot_tie_v2__orthogonal_all__m7,True,7.160831548736593e-16,7.087470043098553e-16,7.184266151070749e-16
california_housing,controlled_mlp,0,NystromGram,nystrom_gram__nystrom_degeneracy_v3__orthogonal_all__m0,True,9.551282614133628e-16,1.001489923802178e-15,1.000120228157994e-15
california_housing,controlled_mlp,0,NystromGram,nystrom_gram__nystrom_degeneracy_v3__orthogonal_all__m1,True,1.604246032932787e-15,1.6605533559342654e-15,1.6921202817548833e-15
california_housing,controlled_mlp,0,NystromGram,nystrom_gram__nystrom_degeneracy_v3__orthogonal_all__m2,True,1.4870628595116218e-15,1.5854537438616481e-15,1.5984558897015997e-15
california_housing,controlled_mlp,0,NystromGram,nystrom_gram__nystrom_degeneracy_v3__orthogonal_all__m3,True,1.1219903458837284e-15,1.1868109795332962e-15,1.1841085911631357e-15
california_housing,controlled_mlp,0,NystromGram,nystrom_gram__nystrom_degeneracy_v3__orthogonal_all__m4,True,1.2579211057402102e-15,1.3030214637520958e-15,1.324704584586993e-15
california_housing,controlled_mlp,0,NystromGram,nystrom_gram__nystrom_degeneracy_v3__orthogonal_all__m5,True,2.037093327551965e-15,2.194551784366456e-15,2.1536771724546745e-15
california_housing,controlled_mlp,0,NystromGram,nystrom_gram__nystrom_degeneracy_v3__orthogonal_all__m6,True,1.6752520120073069e-15,1.7673097563519573e-15,1.7533359367179217e-15
california_housing,controlled_mlp,0,NystromGram,nystrom_gram__nystrom_degeneracy_v3__orthogonal_all__m7,True,1.0734233036816572e-15,1.1087863137433928e-15,1.1134910139762809e-15
phoneme,controlled_mlp,0,PCA,pca__v1__orthogonal_all__m0,True,2.304909007366193e-15,2.2921483307067072e-15,2.3217660140144108e-15
phoneme,controlled_mlp,0,PCA,pca__v1__orthogonal_all__m1,True,2.831282240024837e-15,2.7939238164229737e-15,2.845987624711093e-15
phoneme,controlled_mlp,0,PCA,pca__v1__orthogonal_all__m2,True,2.512395112016949e-15,2.493062764798904e-15,2.5056380031940933e-15
phoneme,controlled_mlp,0,PCA,pca__v1__orthogonal_all__m3,True,7.708813120782937e-15,7.694279723608042e-15,7.632228402338063e-15
