dataset,problem_type,model,seed,method,transform_family,representation_id,member,is_reference,split,coordinate_error,task_error,disagreement,fit_seconds,track
california_housing,regression,controlled_mlp,0,MahalanobisGram-lambda0.0001,condition_le_3_all,condition_le_3_all__m0,0,False,test,0.964108284151604,72044.58665921306,0.1783140566995824,0.0,exploratory_interface
california_housing,regression,controlled_mlp,0,MahalanobisGram-lambda0.0001,condition_le_3_all,condition_le_3_all__m1,1,False,validation,0.964108284151604,61707.83806510503,0.1725669594227333,0.0,exploratory_interface
california_housing,regression,controlled_mlp,0,MahalanobisGram-lambda0.0001,condition_le_3_all,condition_le_3_all__m1,1,False,test,0.964108284151604,69881.41069544137,0.1757463114212709,0.0,exploratory_interface
california_housing,regression,controlled_mlp,0,MahalanobisGram-lambda0.0001,condition_le_3_all,condition_le_3_all__m2,2,False,validation,0.964108284151604,62718.7459857709,0.1823921483036943,0.0,exploratory_interface
california_housing,regression,controlled_mlp,0,MahalanobisGram-lambda0.0001,condition_le_3_all,condition_le_3_all__m2,2,False,test,0.964108284151604,71868.91574341313,0.1647968649287756,0.0,exploratory_interface
california_housing,regression,controlled_mlp,0,MahalanobisGram-lambda0.0001,condition_le_3_all,condition_le_3_all__m3,3,False,validation,0.964108284151604,64078.41640023842,0.3253660870432918,0.0,exploratory_interface
california_housing,regression,controlled_mlp,0,MahalanobisGram-lambda0.0001,condition_le_3_all,condition_le_3_all__m3,3,False,test,0.964108284151604,69813.16083929136,0.2998049292912785,0.0,exploratory_interface
california_housing,regression,controlled_mlp,0,MahalanobisGram-lambda0.0001,condition_le_3_all,condition_le_3_all__m4,4,False,validation,0.964108284151604,63640.64497043668,0.2916394015221358,0.0,exploratory_interface
california_housing,regression,controlled_mlp,0,MahalanobisGram-lambda0.0001,condition_le_3_all,condition_le_3_all__m4,4,False,test,0.964108284151604,68192.97113384028,0.2674721705567775,0.0,exploratory_interface
california_housing,regression,controlled_mlp,0,MahalanobisGram-lambda0.0001,condition_le_3_all,condition_le_3_all__m5,5,False,validation,0.964108284151604,62847.78088379079,0.188424677533487,0.0,exploratory_interface
california_housing,regression,controlled_mlp,0,MahalanobisGram-lambda0.0001,condition_le_3_all,condition_le_3_all__m5,5,False,test,0.964108284151604,71023.59112706572,0.1728008042801992,0.0,exploratory_interface
california_housing,regression,controlled_mlp,0,MahalanobisGram-lambda0.0001,condition_le_3_all,condition_le_3_all__m6,6,False,validation,0.964108284151604,63778.52037187261,0.3144286704287048,0.0,exploratory_interface
california_housing,regression,controlled_mlp,0,MahalanobisGram-lambda0.0001,condition_le_3_all,condition_le_3_all__m6,6,False,test,0.964108284151604,69246.51057605218,0.301225661694063,0.0,exploratory_interface
california_housing,regression,controlled_mlp,0,MahalanobisGram-lambda0.0001,condition_le_3_all,condition_le_3_all__m7,7,False,validation,0.964108284151604,63563.69131342592,0.17106370488187,0.0,exploratory_interface
california_housing,regression,controlled_mlp,0,MahalanobisGram-lambda0.0001,condition_le_3_all,condition_le_3_all__m7,7,False,test,0.964108284151604,70686.51671820962,0.1812289397145144,0.0,exploratory_interface
california_housing,regression,controlled_mlp,0,MahalanobisGram-lambda0.01,condition_le_3_all,rbf_reference,-1,True,validation,0.9387872132799528,60494.15533100226,0.0,0.0,exploratory_interface
california_housing,regression,controlled_mlp,0,MahalanobisGram-lambda0.01,condition_le_3_all,rbf_reference,-1,True,test,0.9387872132799528,66926.98430625489,0.0,0.0,exploratory_interface
california_housing,regression,controlled_mlp,0,MahalanobisGram-lambda0.01,condition_le_3_all,condition_le_3_all__m0,0,False,validation,0.9387872132799528,60214.90420823372,0.1212810592122298,0.0,exploratory_interface
california_housing,regression,controlled_mlp,0,MahalanobisGram-lambda0.01,condition_le_3_all,condition_le_3_all__m0,0,False,test,0.9387872132799528,67593.01303963846,0.1218655520928993,0.0,exploratory_interface
california_housing,regression,controlled_mlp,0,MahalanobisGram-lambda0.01,condition_le_3_all,condition_le_3_all__m1,1,False,validation,0.9387872132799528,60556.099278772,0.1391189279139238,0.0,exploratory_interface
california_housing,regression,controlled_mlp,0,MahalanobisGram-lambda0.01,condition_le_3_all,condition_le_3_all__m1,1,False,test,0.9387872132799528,65956.71802431288,0.131472226913376,0.0,exploratory_interface
california_housing,regression,controlled_mlp,0,MahalanobisGram-lambda0.01,condition_le_3_all,condition_le_3_all__m2,2,False,validation,0.9387872132799528,60791.82873674857,0.1534488754824964,0.0,exploratory_interface
california_housing,regression,controlled_mlp,0,MahalanobisGram-lambda0.01,condition_le_3_all,condition_le_3_all__m2,2,False,test,0.9387872132799528,66754.84804443431,0.1726170270991903,0.0,exploratory_interface
california_housing,regression,controlled_mlp,0,MahalanobisGram-lambda0.01,condition_le_3_all,condition_le_3_all__m3,3,False,validation,0.9387872132799528,60628.9404721165,0.1281938799450389,0.0,exploratory_interface
california_housing,regression,controlled_mlp,0,MahalanobisGram-lambda0.01,condition_le_3_all,condition_le_3_all__m3,3,False,test,0.9387872132799528,68922.99144796087,0.1208510043880214,0.0,exploratory_interface
california_housing,regression,controlled_mlp,0,MahalanobisGram-lambda0.01,condition_le_3_all,condition_le_3_all__m4,4,False,validation,0.9387872132799528,60987.94077519015,0.1221182358670669,0.0,exploratory_interface
california_housing,regression,controlled_mlp,0,MahalanobisGram-lambda0.01,condition_le_3_all,condition_le_3_all__m4,4,False,test,0.9387872132799528,66539.57870599399,0.124733529842758,0.0,exploratory_interface
california_housing,regression,controlled_mlp,0,MahalanobisGram-lambda0.01,condition_le_3_all,condition_le_3_all__m5,5,False,validation,0.9387872132799528,60482.90576588353,0.1395208531182269,0.0,exploratory_interface
california_housing,regression,controlled_mlp,0,MahalanobisGram-lambda0.01,condition_le_3_all,condition_le_3_all__m5,5,False,test,0.9387872132799528,67796.51125266595,0.1440708028025398,0.0,exploratory_interface
california_housing,regression,controlled_mlp,0,MahalanobisGram-lambda0.01,condition_le_3_all,condition_le_3_all__m6,6,False,validation,0.9387872132799528,60868.785983892216,0.1294979608709995,0.0,exploratory_interface
california_housing,regression,controlled_mlp,0,MahalanobisGram-lambda0.01,condition_le_3_all,condition_le_3_all__m6,6,False,test,0.9387872132799528,67707.80962476024,0.1256250039066328,0.0,exploratory_interface
california_housing,regression,controlled_mlp,0,MahalanobisGram-lambda0.01,condition_le_3_all,condition_le_3_all__m7,7,False,validation,0.9387872132799528,61480.81955930961,0.1848056693493612,0.0,exploratory_interface
california_housing,regression,controlled_mlp,0,MahalanobisGram-lambda0.01,condition_le_3_all,condition_le_3_all__m7,7,False,test,0.9387872132799528,67096.80179926452,0.1974775688547841,0.0,exploratory_interface
phoneme,classification,controlled_mlp,0,Raw,condition_le_3_all,rbf_reference,-1,True,validation,0.0,0.2913366492337668,0.0,0.0,baseline
phoneme,classification,controlled_mlp,0,Raw,condition_le_3_all,rbf_reference,-1,True,test,0.0,0.3585542106189193,0.0,0.0,baseline
phoneme,classification,controlled_mlp,0,Raw,condition_le_3_all,condition_le_3_all__m0,0,False,validation,0.0,0.2965661578456757,0.0931106404966643,0.0,baseline
phoneme,classification,controlled_mlp,0,Raw,condition_le_3_all,condition_le_3_all__m0,0,False,test,0.0,0.3569255824806754,0.0862800922601064,0.0,baseline
phoneme,classification,controlled_mlp,0,Raw,condition_le_3_all,condition_le_3_all__m1,1,False,validation,0.0,0.2912407199620387,0.0594347081986571,0.0,baseline
phoneme,classification,controlled_mlp,0,Raw,condition_le_3_all,condition_le_3_all__m1,1,False,test,0.0,0.3685411072229533,0.0586208749489374,0.0,baseline
phoneme,classification,controlled_mlp,0,Raw,condition_le_3_all,condition_le_3_all__m2,2,False,validation,0.0,0.2760921379966026,0.0673165783078805,0.0,baseline
phoneme,classification,controlled_mlp,0,Raw,condition_le_3_all,condition_le_3_all__m2,2,False,test,0.0,0.3333958832855517,0.0647820679344688,0.0,baseline
phoneme,classification,controlled_mlp,0,Raw,condition_le_3_all,condition_le_3_all__m3,3,False,validation,0.0,0.3037141654676397,0.0695864712747681,0.0,baseline
phoneme,classification,controlled_mlp,0,Raw,condition_le_3_all,condition_le_3_all__m3,3,False,test,0.0,0.3494425356822622,0.0693071728106752,0.0,baseline
phoneme,classification,controlled_mlp,0,Raw,condition_le_3_all,condition_le_3_all__m4,4,False,validation,0.0,0.2987469059020023,0.0681344632976078,0.0,baseline
phoneme,classification,controlled_mlp,0,Raw,condition_le_3_all,condition_le_3_all__m4,4,False,test,0.0,0.3529565800389513,0.061897895320355,0.0,baseline
phoneme,classification,controlled_mlp,0,Raw,condition_le_3_all,condition_le_3_all__m5,5,False,validation,0.0,0.311893357435928,0.0808082984764887,0.0,baseline
phoneme,classification,controlled_mlp,0,Raw,condition_le_3_all,condition_le_3_all__m5,5,False,test,0.0,0.3465262329657185,0.0821912562125629,0.0,baseline
phoneme,classification,controlled_mlp,0,Raw,condition_le_3_all,condition_le_3_all__m6,6,False,validation,0.0,0.2791634481784024,0.063792266677269,0.0,baseline
phoneme,classification,controlled_mlp,0,Raw,condition_le_3_all,condition_le_3_all__m6,6,False,test,0.0,0.3487833664708125,0.0664607089480996,0.0,baseline
phoneme,classification,controlled_mlp,0,Raw,condition_le_3_all,condition_le_3_all__m7,7,False,validation,0.0,0.2943808470931462,0.0559961807795565,0.0,baseline
phoneme,classification,controlled_mlp,0,Raw,condition_le_3_all,condition_le_3_all__m7,7,False,test,0.0,0.3604431706967098,0.0548390167308946,0.0,baseline
phoneme,classification,controlled_mlp,0,BlockAdam+DataInit[equal-HPO],condition_le_3_all,rbf_reference,-1,True,validation,0.0,0.2761409176862468,0.0,0.0,optimizer
phoneme,classification,controlled_mlp,0,BlockAdam+DataInit[equal-HPO],condition_le_3_all,rbf_reference,-1,True,test,0.0,0.3578600061035661,0.0,0.0,optimizer
phoneme,classification,controlled_mlp,0,BlockAdam+DataInit[equal-HPO],condition_le_3_all,condition_le_3_all__m0,0,False,validation,0.0,0.291573059859221,0.0929260268489194,0.0,optimizer
phoneme,classification,controlled_mlp,0,BlockAdam+DataInit[equal-HPO],condition_le_3_all,condition_le_3_all__m0,0,False,test,0.0,0.3714679327215685,0.0961509704790031,0.0,optimizer
phoneme,classification,controlled_mlp,0,BlockAdam+DataInit[equal-HPO],condition_le_3_all,condition_le_3_all__m1,1,False,validation,0.0,0.2860265806078676,0.0507411433787599,0.0,optimizer
phoneme,classification,controlled_mlp,0,BlockAdam+DataInit[equal-HPO],condition_le_3_all,condition_le_3_all__m1,1,False,test,0.0,0.3515705340393025,0.0514065084935309,0.0,optimizer
phoneme,classification,controlled_mlp,0,BlockAdam+DataInit[equal-HPO],condition_le_3_all,condition_le_3_all__m2,2,False,validation,0.0,0.2728209896297697,0.0788771343688464,0.0,optimizer
phoneme,classification,controlled_mlp,0,BlockAdam+DataInit[equal-HPO],condition_le_3_all,condition_le_3_all__m2,2,False,test,0.0,0.3568406977733443,0.0969635936041106,0.0,optimizer
phoneme,classification,controlled_mlp,0,BlockAdam+DataInit[equal-HPO],condition_le_3_all,condition_le_3_all__m3,3,False,validation,0.0,0.2968199357602798,0.1063818432151532,0.0,optimizer
phoneme,classification,controlled_mlp,0,BlockAdam+DataInit[equal-HPO],condition_le_3_all,condition_le_3_all__m3,3,False,test,0.0,0.3672158935794718,0.0918508479872279,0.0,optimizer
phoneme,classification,controlled_mlp,0,BlockAdam+DataInit[equal-HPO],condition_le_3_all,condition_le_3_all__m4,4,False,validation,0.0,0.2988319307815359,0.0896100558711272,0.0,optimizer
phoneme,classification,controlled_mlp,0,BlockAdam+DataInit[equal-HPO],condition_le_3_all,condition_le_3_all__m4,4,False,test,0.0,0.3460801428938508,0.089251077738491,0.0,optimizer
phoneme,classification,controlled_mlp,0,BlockAdam+DataInit[equal-HPO],condition_le_3_all,condition_le_3_all__m5,5,False,validation,0.0,0.3165395115782456,0.0913599002040412,0.0,optimizer
phoneme,classification,controlled_mlp,0,BlockAdam+DataInit[equal-HPO],condition_le_3_all,condition_le_3_all__m5,5,False,test,0.0,0.3559421898029513,0.0849656131965472,0.0,optimizer
phoneme,classification,controlled_mlp,0,BlockAdam+DataInit[equal-HPO],condition_le_3_all,condition_le_3_all__m6,6,False,validation,0.0,0.2812234619463403,0.0782929103310035,0.0,optimizer
phoneme,classification,controlled_mlp,0,BlockAdam+DataInit[equal-HPO],condition_le_3_all,condition_le_3_all__m6,6,False,test,0.0,0.3458578172022019,0.0905417935962122,0.0,optimizer
phoneme,classification,controlled_mlp,0,BlockAdam+DataInit[equal-HPO],condition_le_3_all,condition_le_3_all__m7,7,False,validation,0.0,0.2903250377167155,0.072807056649248,0.0,optimizer
phoneme,classification,controlled_mlp,0,BlockAdam+DataInit[equal-HPO],condition_le_3_all,condition_le_3_all__m7,7,False,test,0.0,0.3781109784505995,0.077689750384916,0.0,optimizer
phoneme,classification,controlled_mlp,0,GramAnchor,condition_le_3_all,rbf_reference,-1,True,validation,1.000148450253796,0.2907324601074951,0.0,0.0,interface
phoneme,classification,controlled_mlp,0,GramAnchor,condition_le_3_all,rbf_reference,-1,True,test,1.000148450253796,0.3650134968558647,0.0,0.0,interface
phoneme,classification,controlled_mlp,0,GramAnchor,condition_le_3_all,condition_le_3_all__m0,0,False,validation,1.000148450253796,0.2958061739978606,0.0713052117862771,0.0,interface
phoneme,classification,controlled_mlp,0,GramAnchor,condition_le_3_all,condition_le_3_all__m0,0,False,test,1.000148450253796,0.3787338158639995,0.0827427392864116,0.0,interface
phoneme,classification,controlled_mlp,0,GramAnchor,condition_le_3_all,condition_le_3_all__m1,1,False,validation,1.000148450253796,0.2976024595558367,0.0862889511063747,0.0,interface
phoneme,classification,controlled_mlp,0,GramAnchor,condition_le_3_all,condition_le_3_all__m1,1,False,test,1.000148450253796,0.3777745711541623,0.095127640943346,0.0,interface
phoneme,classification,controlled_mlp,0,GramAnchor,condition_le_3_all,condition_le_3_all__m2,2,False,validation,1.000148450253796,0.2799907659423069,0.1100066642242036,0.0,interface
phoneme,classification,controlled_mlp,0,GramAnchor,condition_le_3_all,condition_le_3_all__m2,2,False,test,1.000148450253796,0.3810395928730085,0.105556066232286,0.0,interface
phoneme,classification,controlled_mlp,0,GramAnchor,condition_le_3_all,condition_le_3_all__m3,3,False,validation,1.000148450253796,0.3000977579506788,0.083828660877939,0.0,interface
phoneme,classification,controlled_mlp,0,GramAnchor,condition_le_3_all,condition_le_3_all__m3,3,False,test,1.000148450253796,0.3577018879051163,0.0640876309523512,0.0,interface
phoneme,classification,controlled_mlp,0,GramAnchor,condition_le_3_all,condition_le_3_all__m4,4,False,validation,1.000148450253796,0.3154971211839263,0.1059854762313428,0.0,interface
phoneme,classification,controlled_mlp,0,GramAnchor,condition_le_3_all,condition_le_3_all__m4,4,False,test,1.000148450253796,0.3495944930366046,0.1065434384933172,0.0,interface
phoneme,classification,controlled_mlp,0,GramAnchor,condition_le_3_all,condition_le_3_all__m5,5,False,validation,1.000148450253796,0.3173146853332481,0.0779585966654204,0.0,interface
phoneme,classification,controlled_mlp,0,GramAnchor,condition_le_3_all,condition_le_3_all__m5,5,False,test,1.000148450253796,0.3669928466092792,0.0748169396495372,0.0,interface
phoneme,classification,controlled_mlp,0,GramAnchor,condition_le_3_all,condition_le_3_all__m6,6,False,validation,1.000148450253796,0.286428242510346,0.0625962830791298,0.0,interface
phoneme,classification,controlled_mlp,0,GramAnchor,condition_le_3_all,condition_le_3_all__m6,6,False,test,1.000148450253796,0.3619238203609257,0.0813412637987718,0.0,interface
phoneme,classification,controlled_mlp,0,GramAnchor,condition_le_3_all,condition_le_3_all__m7,7,False,validation,1.000148450253796,0.2899960082738874,0.0926746895929193,0.0,interface
phoneme,classification,controlled_mlp,0,GramAnchor,condition_le_3_all,condition_le_3_all__m7,7,False,test,1.000148450253796,0.3740179295976163,0.0888314870338352,0.0,interface
phoneme,classification,controlled_mlp,0,Raw+GramAnchor@0.75,condition_le_3_all,rbf_reference,-1,True,validation,1.000148450253796,0.2875555277863035,0.0,0.0,hybrid_prediction_mixture
phoneme,classification,controlled_mlp,0,Raw+GramAnchor@0.75,condition_le_3_all,rbf_reference,-1,True,test,1.000148450253796,0.351985498633013,0.0,0.0,hybrid_prediction_mixture
phoneme,classification,controlled_mlp,0,Raw+GramAnchor@0.75,condition_le_3_all,condition_le_3_all__m0,0,False,validation,1.000148450253796,0.293420824899283,0.0649830823846106,0.0,hybrid_prediction_mixture
phoneme,classification,controlled_mlp,0,Raw+GramAnchor@0.75,condition_le_3_all,condition_le_3_all__m0,0,False,test,1.000148450253796,0.3648755117795642,0.0759132079088276,0.0,hybrid_prediction_mixture
phoneme,classification,controlled_mlp,0,Raw+GramAnchor@0.75,condition_le_3_all,condition_le_3_all__m1,1,False,validation,1.000148450253796,0.2909217678668387,0.0702041796529925,0.0,hybrid_prediction_mixture
phoneme,classification,controlled_mlp,0,Raw+GramAnchor@0.75,condition_le_3_all,condition_le_3_all__m1,1,False,test,1.000148450253796,0.3670208533165995,0.0776314439495194,0.0,hybrid_prediction_mixture
phoneme,classification,controlled_mlp,0,Raw+GramAnchor@0.75,condition_le_3_all,condition_le_3_all__m2,2,False,validation,1.000148450253796,0.2734502556360299,0.0878027863025811,0.0,hybrid_prediction_mixture
phoneme,classification,controlled_mlp,0,Raw+GramAnchor@0.75,condition_le_3_all,condition_le_3_all__m2,2,False,test,1.000148450253796,0.3559741005298606,0.0841396045286776,0.0,hybrid_prediction_mixture
phoneme,classification,controlled_mlp,0,Raw+GramAnchor@0.75,condition_le_3_all,condition_le_3_all__m3,3,False,validation,1.000148450253796,0.2965706550421565,0.0712191825910266,0.0,hybrid_prediction_mixture
phoneme,classification,controlled_mlp,0,Raw+GramAnchor@0.75,condition_le_3_all,condition_le_3_all__m3,3,False,test,1.000148450253796,0.3490006166427305,0.0557786676489607,0.0,hybrid_prediction_mixture
phoneme,classification,controlled_mlp,0,Raw+GramAnchor@0.75,condition_le_3_all,condition_le_3_all__m4,4,False,validation,1.000148450253796,0.3058795887062348,0.0812228153574092,0.0,hybrid_prediction_mixture
phoneme,classification,controlled_mlp,0,Raw+GramAnchor@0.75,condition_le_3_all,condition_le_3_all__m4,4,False,test,1.000148450253796,0.3426240769219133,0.0809822998045034,0.0,hybrid_prediction_mixture
phoneme,classification,controlled_mlp,0,Raw+GramAnchor@0.75,condition_le_3_all,condition_le_3_all__m5,5,False,validation,1.000148450253796,0.309160344820679,0.0661152168241581,0.0,hybrid_prediction_mixture
phoneme,classification,controlled_mlp,0,Raw+GramAnchor@0.75,condition_le_3_all,condition_le_3_all__m5,5,False,test,1.000148450253796,0.352580318206748,0.064187463324053,0.0,hybrid_prediction_mixture
phoneme,classification,controlled_mlp,0,Raw+GramAnchor@0.75,condition_le_3_all,condition_le_3_all__m6,6,False,validation,1.000148450253796,0.282573497534452,0.0548782414765475,0.0,hybrid_prediction_mixture
phoneme,classification,controlled_mlp,0,Raw+GramAnchor@0.75,condition_le_3_all,condition_le_3_all__m6,6,False,test,1.000148450253796,0.3542112502221906,0.0721394724354425,0.0,hybrid_prediction_mixture
phoneme,classification,controlled_mlp,0,Raw+GramAnchor@0.75,condition_le_3_all,condition_le_3_all__m7,7,False,validation,1.000148450253796,0.2868927394588789,0.0772464179326342,0.0,hybrid_prediction_mixture
phoneme,classification,controlled_mlp,0,Raw+GramAnchor@0.75,condition_le_3_all,condition_le_3_all__m7,7,False,test,1.000148450253796,0.363696223722121,0.0738332726709578,0.0,hybrid_prediction_mixture
phoneme,classification,controlled_mlp,0,MahalanobisGram-lambda1e-06,condition_le_3_all,rbf_reference,-1,True,validation,0.9836192227157914,0.3125221411449589,0.0,0.0,exploratory_interface
phoneme,classification,controlled_mlp,0,MahalanobisGram-lambda1e-06,condition_le_3_all,rbf_reference,-1,True,test,0.9836192227157914,0.3716469661185276,0.0,0.0,exploratory_interface
phoneme,classification,controlled_mlp,0,MahalanobisGram-lambda1e-06,condition_le_3_all,condition_le_3_all__m0,0,False,validation,0.9836192227157914,0.3185731705286065,0.0482534921579164,0.0,exploratory_interface
phoneme,classification,controlled_mlp,0,MahalanobisGram-lambda1e-06,condition_le_3_all,condition_le_3_all__m0,0,False,test,0.9836192227157914,0.3907912298857462,0.0513844172303592,0.0,exploratory_interface
phoneme,classification,controlled_mlp,0,MahalanobisGram-lambda1e-06,condition_le_3_all,condition_le_3_all__m1,1,False,validation,0.9836192227157914,0.3171028879586677,0.0502059313275192,0.0,exploratory_interface
phoneme,classification,controlled_mlp,0,MahalanobisGram-lambda1e-06,condition_le_3_all,condition_le_3_all__m1,1,False,test,0.9836192227157914,0.3839417225430349,0.050940938275514,0.0,exploratory_interface
phoneme,classification,controlled_mlp,0,MahalanobisGram-lambda1e-06,condition_le_3_all,condition_le_3_all__m2,2,False,validation,0.9836192227157914,0.3166582460334488,0.0496421209451774,0.0,exploratory_interface
phoneme,classification,controlled_mlp,0,MahalanobisGram-lambda1e-06,condition_le_3_all,condition_le_3_all__m2,2,False,test,0.9836192227157914,0.3848058584846857,0.0491196358896802,0.0,exploratory_interface
phoneme,classification,controlled_mlp,0,MahalanobisGram-lambda1e-06,condition_le_3_all,condition_le_3_all__m3,3,False,validation,0.9836192227157914,0.3107004557680733,0.0665884958571531,0.0,exploratory_interface
phoneme,classification,controlled_mlp,0,MahalanobisGram-lambda1e-06,condition_le_3_all,condition_le_3_all__m3,3,False,test,0.9836192227157914,0.3797194120275359,0.0707277207071613,0.0,exploratory_interface
phoneme,classification,controlled_mlp,0,MahalanobisGram-lambda1e-06,condition_le_3_all,condition_le_3_all__m4,4,False,validation,0.9836192227157914,0.3186885894830004,0.0545659386006244,0.0,exploratory_interface
phoneme,classification,controlled_mlp,0,MahalanobisGram-lambda1e-06,condition_le_3_all,condition_le_3_all__m4,4,False,test,0.9836192227157914,0.3849764536725973,0.0612539469695587,0.0,exploratory_interface
phoneme,classification,controlled_mlp,0,MahalanobisGram-lambda1e-06,condition_le_3_all,condition_le_3_all__m5,5,False,validation,0.9836192227157914,0.315169847627708,0.0584877731945498,0.0,exploratory_interface
phoneme,classification,controlled_mlp,0,MahalanobisGram-lambda1e-06,condition_le_3_all,condition_le_3_all__m5,5,False,test,0.9836192227157914,0.3872676948980389,0.0589809684163428,0.0,exploratory_interface
phoneme,classification,controlled_mlp,0,MahalanobisGram-lambda1e-06,condition_le_3_all,condition_le_3_all__m6,6,False,validation,0.9836192227157914,0.3235756304775392,0.0475389880073792,0.0,exploratory_interface
phoneme,classification,controlled_mlp,0,MahalanobisGram-lambda1e-06,condition_le_3_all,condition_le_3_all__m6,6,False,test,0.9836192227157914,0.3739088596570878,0.0482933134228619,0.0,exploratory_interface
phoneme,classification,controlled_mlp,0,MahalanobisGram-lambda1e-06,condition_le_3_all,condition_le_3_all__m7,7,False,validation,0.9836192227157914,0.3225836847146585,0.0665287254909967,0.0,exploratory_interface
phoneme,classification,controlled_mlp,0,MahalanobisGram-lambda1e-06,condition_le_3_all,condition_le_3_all__m7,7,False,test,0.9836192227157914,0.381757674337798,0.0708820628940447,0.0,exploratory_interface
phoneme,classification,controlled_mlp,0,MahalanobisGram-lambda0.0001,condition_le_3_all,rbf_reference,-1,True,validation,0.9976961850513524,0.3194343156077111,0.0,0.0,exploratory_interface
phoneme,classification,controlled_mlp,0,MahalanobisGram-lambda0.0001,condition_le_3_all,rbf_reference,-1,True,test,0.9976961850513524,0.3679213423406366,0.0,0.0,exploratory_interface
phoneme,classification,controlled_mlp,0,MahalanobisGram-lambda0.0001,condition_le_3_all,condition_le_3_all__m0,0,False,validation,0.9976961850513524,0.3145553232718862,0.046534477340927,0.0,exploratory_interface
phoneme,classification,controlled_mlp,0,MahalanobisGram-lambda0.0001,condition_le_3_all,condition_le_3_all__m0,0,False,test,0.9976961850513524,0.3825925000208643,0.0437322816963156,0.0,exploratory_interface
phoneme,classification,controlled_mlp,0,MahalanobisGram-lambda0.0001,condition_le_3_all,condition_le_3_all__m1,1,False,validation,0.9976961850513524,0.3145091437830307,0.0487579965404317,0.0,exploratory_interface
phoneme,classification,controlled_mlp,0,MahalanobisGram-lambda0.0001,condition_le_3_all,condition_le_3_all__m1,1,False,test,0.9976961850513524,0.3763378316670485,0.0411901564603847,0.0,exploratory_interface
phoneme,classification,controlled_mlp,0,MahalanobisGram-lambda0.0001,condition_le_3_all,condition_le_3_all__m2,2,False,validation,0.9976961850513524,0.3229624154269791,0.0538642636951226,0.0,exploratory_interface
phoneme,classification,controlled_mlp,0,MahalanobisGram-lambda0.0001,condition_le_3_all,condition_le_3_all__m2,2,False,test,0.9976961850513524,0.3828481503016026,0.0489566523092378,0.0,exploratory_interface
phoneme,classification,controlled_mlp,0,MahalanobisGram-lambda0.0001,condition_le_3_all,condition_le_3_all__m3,3,False,validation,0.9976961850513524,0.3171838767049241,0.0676084626180605,0.0,exploratory_interface
phoneme,classification,controlled_mlp,0,MahalanobisGram-lambda0.0001,condition_le_3_all,condition_le_3_all__m3,3,False,test,0.9976961850513524,0.38500472171007,0.0625306441876858,0.0,exploratory_interface
phoneme,classification,controlled_mlp,0,MahalanobisGram-lambda0.0001,condition_le_3_all,condition_le_3_all__m4,4,False,validation,0.9976961850513524,0.3172953191624466,0.0560724090176028,0.0,exploratory_interface
phoneme,classification,controlled_mlp,0,MahalanobisGram-lambda0.0001,condition_le_3_all,condition_le_3_all__m4,4,False,test,0.9976961850513524,0.3885225783859958,0.058589758429908,0.0,exploratory_interface
phoneme,classification,controlled_mlp,0,MahalanobisGram-lambda0.0001,condition_le_3_all,condition_le_3_all__m5,5,False,validation,0.9976961850513524,0.32315915224247,0.053322704168406,0.0,exploratory_interface
phoneme,classification,controlled_mlp,0,MahalanobisGram-lambda0.0001,condition_le_3_all,condition_le_3_all__m5,5,False,test,0.9976961850513524,0.3823767228598504,0.0460612170923788,0.0,exploratory_interface
phoneme,classification,controlled_mlp,0,MahalanobisGram-lambda0.0001,condition_le_3_all,condition_le_3_all__m6,6,False,validation,0.9976961850513524,0.3309331344375542,0.0504228236378039,0.0,exploratory_interface
phoneme,classification,controlled_mlp,0,MahalanobisGram-lambda0.0001,condition_le_3_all,condition_le_3_all__m6,6,False,test,0.9976961850513524,0.3754021223633025,0.0462930779182258,0.0,exploratory_interface
phoneme,classification,controlled_mlp,0,MahalanobisGram-lambda0.0001,condition_le_3_all,condition_le_3_all__m7,7,False,validation,0.9976961850513524,0.3205626851041385,0.0612666070279429,0.0,exploratory_interface
phoneme,classification,controlled_mlp,0,MahalanobisGram-lambda0.0001,condition_le_3_all,condition_le_3_all__m7,7,False,test,0.9976961850513524,0.378525957549206,0.063391048209426,0.0,exploratory_interface
phoneme,classification,controlled_mlp,0,MahalanobisGram-lambda0.01,condition_le_3_all,rbf_reference,-1,True,validation,0.9918425870554722,0.2955963647010019,0.0,0.0,exploratory_interface
phoneme,classification,controlled_mlp,0,MahalanobisGram-lambda0.01,condition_le_3_all,rbf_reference,-1,True,test,0.9918425870554722,0.3671778183660091,0.0,0.0,exploratory_interface
phoneme,classification,controlled_mlp,0,MahalanobisGram-lambda0.01,condition_le_3_all,condition_le_3_all__m0,0,False,validation,0.9918425870554722,0.2948310508495969,0.0543660468802346,0.0,exploratory_interface
phoneme,classification,controlled_mlp,0,MahalanobisGram-lambda0.01,condition_le_3_all,condition_le_3_all__m0,0,False,test,0.9918425870554722,0.3635475937788306,0.0492772294934475,0.0,exploratory_interface
phoneme,classification,controlled_mlp,0,MahalanobisGram-lambda0.01,condition_le_3_all,condition_le_3_all__m1,1,False,validation,0.9918425870554722,0.2985668680521759,0.0624530042443952,0.0,exploratory_interface
phoneme,classification,controlled_mlp,0,MahalanobisGram-lambda0.01,condition_le_3_all,condition_le_3_all__m1,1,False,test,0.9918425870554722,0.356664422615194,0.0559931655122834,0.0,exploratory_interface
