evidence_source,dataset,split_seed,model,task,population,factor_count,main_fraction,pair_fraction,main_pair_fraction,triple_fraction,higher_fraction,total_nuisance_variance,oc2_residual,srs_residual,effective_interaction_order,sampling_fraction,gain,relative_loss,oc2_wins,srs_wins
final_B_full_product_nfull_econvergence,heloc_credit_risk,2026082801,tabm,classification,64,4,0.1702148106401652,0.4909546118241844,0.6611694224643495,0.3388305775356506,0.0,0.0010535867164927,0.0001043885002241,9.87510081086548e-05,2.1686157668954853,0.25,-0.05708794495791203,0.05708794495791203,False,True
final_A_schema,fremtpl_claim_count,2026082801,mlp,regression,16,3,0.39968373182016903,0.6003162681798309,1.0,0.0,8.122341435280507e-17,8.342746524543735e-05,8.242596848058459e-05,7.813881302667943e-05,1.6003162681798306,1.0,-0.054865889150905955,0.054865889150905955,False,True
final_B_full_product_nfull_econvergence,openml-abalone-183,2026082801,ft_transformer,regression,128,4,0.1008746112322842,0.3866135657201642,0.4874881769524485,0.5125118230475515,0.0,0.0096993246197091,0.0005502558589366,0.0005244480367551,2.411637211815268,0.125,-0.04920949335835045,0.04920949335835045,False,True
final_B_full_product_nfull_e20,credit_card_default,2026082801,tabm,classification,64,4,0.1735188599206038,0.4624447513522992,0.635963611272903,0.364036388727097,0.0,0.000889850154132,8.784155342062098e-05,8.373239925558647e-05,2.190517528806493,0.25,-0.04907484082107394,0.04907484082107394,False,True
completion_neural,credit_card_default,2026082801,ft_transformer,classification,32,5,0.3240949856455474,0.39309828921375034,0.7171932748592977,0.2277702117322227,0.0550365134084793,0.0277039349379154,0.000944401309035,0.0009023805196015,2.0137482529036332,0.5,-0.04656659637561411,0.04656659637561411,False,True
final_A_schema,bank_marketing_subscription,2026082821,mlp,classification,32,3,0.24274669113813638,0.439519330669089,0.6822660218072254,0.3177339781927747,0.0,2.3726403298076127e-05,2.232961799342065e-05,2.1415983395650218e-05,2.0749872870546384,0.5,-0.04266134227373386,0.04266134227373386,False,True
final_B_full_product_n2048_econvergence,credit_card_default,2026082801,tabm,classification,64,4,0.1607663622968209,0.5175303570453597,0.6782967193421806,0.3217032806578194,6.69954048245644e-17,0.0008091615949814,7.787709660201561e-05,7.471306096745468e-05,2.1609369183609983,0.25,-0.04234916350086637,0.04234916350086637,False,True
final_A_schema,openml-abalone-183,2026082821,mlp,regression,16,3,0.319000117450384,0.6809998825496159,0.9999999999999999,0.0,1.2302807616052153e-16,0.00011015800278292635,0.0001085489289889,0.0001042223398029,1.6809998825496162,1.0,-0.04151306902322682,0.04151306902322682,False,True
final_A_schema,bank_marketing_subscription,2026082801,mlp,classification,32,3,0.24785619026917136,0.4509816223979281,0.6988378126670995,0.3011621873329007,0.0,2.3583169607969624e-05,2.3167766736418555e-05,2.2263998627836237e-05,2.0533059970637297,0.5,-0.040593252078822584,0.040593252078822584,False,True
final_A_schema,australian_credit_approval,2026082811,mlp,classification,32,3,0.24157580808605034,0.4895548330178586,0.7311306411039089,0.2688693588960911,0.0,5.563667663786848e-05,5.5003294891455495e-05,5.287813817799254e-05,2.027293550810041,0.5,-0.040189703849055514,0.040189703849055514,False,True
final_A_schema,openml-abalone-183,2026082821,tabm,regression,16,3,0.39432829316496487,0.6056717068350351,1.0,0.0,0.0,0.00017886229972967167,0.0001721465214131,0.0001658201269259,1.605671706835035,1.0,-0.03815215079425838,0.03815215079425838,False,True
final_B_full_product_nfull_e20,heloc_credit_risk,2026082801,mlp,classification,64,4,0.1629114737886962,0.518904268131404,0.6818157419201002,0.3181842580799,0.0,0.0005309597605859,5.175348437747543e-05,4.996712511112786e-05,2.1552727842912045,0.25,-0.035750691327040895,0.035750691327040895,False,True
final_A_schema,credit_card_default,2026082811,mlp,classification,8,3,0.5569074011351839,0.4430925988648161,1.0,0.0,0.0,2.0213304745983065e-05,9.176028748877984e-05,8.87637346225887e-05,1.443092598864816,1.0,-0.03375875157722996,0.03375875157722996,False,True
final_A_schema,openml-puma32h-308,2026082811,tabm,regression,4,3,1.0,0.0,1.0,0.0,0.0,0.0003406857801458547,0.0015909788474491,0.0015398909540018,1.0,1.0,-0.03317630596798771,0.03317630596798771,False,True
final_A_schema,openml-pol-201,2026082821,tabm,regression,4,3,1.0,0.0,1.0,0.0,0.0,1.9020112704947067e-05,0.0001084192143816,0.0001050177673135,1.0,1.0,-0.03238925331506981,0.03238925331506981,False,True
final_B_full_product_n2048_e20,openml-abalone-183,2026082801,tabm,regression,128,4,0.0862471544473761,0.3990961378240909,0.485343292271467,0.5146567077285329,7.279787912272892e-17,0.0029786641741517,0.0001781196347778,0.000172554403237,2.4284095532811567,0.125,-0.032252040147339844,0.032252040147339844,False,True
final_A_schema,openml-abalone-183,2026082801,ft_transformer,regression,16,3,0.37136708273512586,0.6286329172648742,1.0000000000000002,0.0,0.0,0.0005425767063711163,0.0007311635071636,0.00070854235099,1.6286329172648744,1.0,-0.03192632895125169,0.03192632895125169,False,True
final_B_full_product_n2048_econvergence,heloc_credit_risk,2026082801,tabm,classification,64,4,0.1619430225328771,0.4932046603884211,0.6551476829212982,0.3448523170787016,1.4953005606350446e-16,0.0007250730729513,7.182782454980357e-05,6.972741397751387e-05,2.182909294545825,0.25,-0.030123167524426675,0.030123167524426675,False,True
final_A_schema,fremtpl_claim_count,2026082811,tabm,regression,16,3,0.3991465263899228,0.6008534736100772,1.0000000000000002,0.0,0.0,0.00046130535808840703,0.0004986931668845,0.0004849079639523,1.6008534736100772,1.0,-0.028428493563690038,0.028428493563690038,False,True
final_B_full_product_nfull_econvergence,openml-abalone-183,2026082801,resnet,regression,128,4,0.1301982243511502,0.4131289698931017,0.543327194244252,0.4566728057557479,7.777059298852335e-17,0.0111528240258679,0.0006158856663234,0.0005997304479555,2.326474581404598,0.125,-0.02693746569475297,0.02693746569475297,False,True
final_A_schema,heloc_credit_risk,2026082801,mlp,classification,8,3,0.5631035079724206,0.4368964920275795,1.0000000000000002,0.0,0.0,1.6574539070302612e-05,6.745904906073718e-05,6.570639030363533e-05,1.4368964920275795,1.0,-0.02667409895753914,0.02667409895753914,False,True
final_B_full_product_nfull_econvergence,fremtpl_claim_count,2026082801,mlp,regression,128,4,0.1047480111646525,0.3894731839977905,0.494221195162443,0.505778804837557,0.0,0.0085628393125681,0.0004812180423768,0.0004688385051985,2.4010307936729047,0.125,-0.02640469381468291,0.02640469381468291,False,True
final_A_schema,openml-kin8nm-189,2026082811,tabm,regression,4,3,1.0,0.0,1.0,0.0,0.0,4.3724367986417146e-05,0.0002624721531581,0.0002557904160417,1.0,1.0,-0.02612192129712443,0.02612192129712443,False,True
final_A_schema,german_credit_risk,2026082821,mlp,classification,32,3,0.21428440578794355,0.5033502568652546,0.7176346626531982,0.2823653373468018,4.639105509639468e-17,0.00014606832209257138,0.000132286461565,0.0001289958685119,2.068080931558858,0.5,-0.025509290266892748,0.025509290266892748,False,True
final_B_full_product_nfull_econvergence,bank_marketing_subscription,2026082801,ft_transformer,classification,256,4,0.0551324271952654,0.2439703234752088,0.2991027506704742,0.4514887297867646,0.249408519542761,0.0016521996562583,0.0001952615803823,0.0001904288771419,2.895173341677022,0.0625,-0.025377995779489293,0.025377995779489293,False,True
final_B_full_product_nfull_e20,kdd17_stock_return,2026082801,tabm,regression,128,4,0.0910686805197415,0.3849308665962818,0.4759995471160233,0.5240004528839766,1.3889924850373871e-16,0.0124890774763991,0.0007007386378888,0.0006837725399508,2.432931772364235,0.125,-0.02481248799377167,0.02481248799377167,False,True
final_B_full_product_nfull_e20,bank_marketing_subscription,2026082801,tabm,classification,256,4,0.0551408509766443,0.2536510971579526,0.308791948134597,0.4476859430786712,0.2435221087867318,0.0006500225530258,7.788897527647271e-05,7.604904316901904e-05,2.8795893096754908,0.0625,-0.02419402047392527,0.02419402047392527,False,True
final_A_schema,openml-pol-201,2026082811,mlp,regression,4,3,1.0,0.0,1.0,0.0,0.0,2.1900275315514822e-05,0.0001044880737015,0.0001020881764566,1.0,1.0,-0.023508082210874415,0.023508082210874415,False,True
final_B_full_product_n2048_econvergence,credit_card_default,2026082801,resnet,classification,64,4,0.1790916274287725,0.4940336565217759,0.6731252839505484,0.3268747160494517,0.0,0.001688061464281,0.0001607564930809,0.0001571225672216,2.1477830886206792,0.25,-0.023127968970713342,0.023127968970713342,False,True
final_A_schema,australian_credit_approval,2026082801,ft_transformer,classification,32,3,0.1949706278098098,0.5084879586913668,0.7034585865011765,0.2965414134988236,0.0,0.001134056375725952,0.0011470351030862,0.0011211276641692,2.101570785689014,0.5,-0.02310837538399202,0.02310837538399202,False,True
final_A_schema,lendingclub_loan_default,2026082821,mlp,classification,32,3,0.21639898886612743,0.4807236739681711,0.6971226628342985,0.30287733716570153,0.0,4.904787741512e-05,4.544986447514933e-05,4.442745546550162e-05,2.0864783482995746,0.5,-0.023012999482755037,0.023012999482755037,False,True
final_A_schema,kdd17_stock_return,2026082821,tabm,regression,16,3,0.3646703612632058,0.6353296387367944,1.0000000000000002,0.0,0.0,0.0009630402488628128,0.0011101654254259,0.0010853344989057,1.6353296387367946,1.0,-0.022878593231152156,0.022878593231152156,False,True
final_B_full_product_nfull_econvergence,bank_marketing_subscription,2026082801,tabm,classification,256,4,0.0564529080081841,0.2487209800839707,0.3051738880921548,0.4492383424603432,0.2455877694475018,0.0005905947660603,6.97368544497219e-05,6.823934616298999e-05,2.8839609733471634,0.0625,-0.02194493896754368,0.02194493896754368,False,True
final_A_schema,lendingclub_loan_default,2026082801,mlp,classification,32,3,0.21603175627492655,0.4706174720153267,0.6866492282902533,0.3133507717097468,0.0,4.804034071211786e-05,4.814910762058554e-05,4.7130173961831097e-05,2.0973190154348202,0.5,-0.021619560742119015,0.021619560742119015,False,True
final_B_full_product_nfull_econvergence,fremtpl_claim_count,2026082801,tabm,regression,128,4,0.0997344648154351,0.3832006157993133,0.4829350806147485,0.5170649193852517,0.0,0.0045247976938782,0.0002530353485756,0.0002476987674172,2.4173304545698167,0.125,-0.0215446415581535,0.0215446415581535,False,True
final_B_full_product_nfull_e20,credit_card_default,2026082801,mlp,classification,64,4,0.1806143771349784,0.5096896467699976,0.6903040239049761,0.309695976095024,0.0,0.0006939165636985,6.675039168933377e-05,6.536609193256437e-05,2.129081598960046,0.25,-0.021177642962004306,0.021177642962004306,False,True
final_A_schema,openml-kin8nm-189,2026082821,ft_transformer,regression,4,3,1.0,0.0,1.0,0.0,0.0,0.00021216717499186578,0.0010216565204968,0.0010006626043554,1.0,1.0,-0.020980014692288718,0.020980014692288718,False,True
final_A_schema,bank_marketing_subscription,2026082811,tabm,classification,32,3,0.2119028861305352,0.4983830869604219,0.7102859730909571,0.289714026909043,0.0,3.7377284089648986e-05,4.143360074119811e-05,4.059488315050142e-05,2.0778111407785076,0.5,-0.020660672616970688,0.020660672616970688,False,True
final_A_schema,credit_card_default,2026082801,mlp,classification,8,3,0.4696603696209984,0.5303396303790017,1.0,0.0,0.0,2.2246192693458442e-05,8.162637976976135e-05,8.000609769446805e-05,1.5303396303790018,1.0,-0.02025198231115999,0.02025198231115999,False,True
final_A_schema,lendingclub_loan_default,2026082811,tabm,classification,32,3,0.21017015200900763,0.5118536942304822,0.7220238462394898,0.27797615376051044,0.0,4.0347704307959405e-05,3.976962992522586e-05,3.898981932137664e-05,2.0678060017515034,0.5,-0.020000364644461754,0.020000364644461754,False,True
final_A_schema,heloc_credit_risk,2026082811,resnet,classification,8,3,0.5213229402475441,0.4786770597524558,1.0,0.0,6.844329095346944e-17,0.0003960220780523944,0.0016298511566011,0.0015984023273303,1.4786770597524557,1.0,-0.019675164839960457,0.019675164839960457,False,True
final_B_full_product_nfull_e20,openml-abalone-183,2026082801,tabm,regression,128,4,0.1080587568160068,0.4667772976859364,0.5748360545019433,0.4251639454980568,0.0,0.0039461261350248,0.0002155159820701,0.000211404329932,2.31710518868205,0.125,-0.01944923332186499,0.01944923332186499,False,True
final_A_schema,openml-abalone-183,2026082821,resnet,regression,16,3,0.2769245374299052,0.7230754625700948,1.0,0.0,0.0,0.0008791973224476991,0.0007971682154005,0.0007820062331487,1.7230754625700948,1.0,-0.019388569565169878,0.019388569565169878,False,True
final_A_schema,openml-pol-201,2026082811,tabm,regression,4,3,1.0,0.0,1.0,0.0,0.0,3.5174894252065104e-05,0.0001180245753934,0.0001157852118515,1.0,1.0,-0.019340669728808546,0.019340669728808546,False,True
final_A_schema,german_credit_risk,2026082801,tabm,classification,32,3,0.22057138251756372,0.47736530493392404,0.6979366874514877,0.3020633125485124,0.0,0.0002053232062968454,0.0001897452425114,0.0001861507778838,2.081491930030949,0.5,-0.01930942577013428,0.01930942577013428,False,True
final_B_full_product_n2048_e20,heloc_credit_risk,2026082801,mlp,classification,64,4,0.1746218468592975,0.480676195450007,0.6552980423093047,0.3447019576906951,1.4645574202618386e-16,0.0005552200399344,5.4027630074164334e-05,5.304160704250623e-05,2.170080110831398,0.25,-0.018589614580642788,0.018589614580642788,False,True
final_A_schema,bank_marketing_subscription,2026082821,ft_transformer,classification,32,3,0.20935444668898123,0.4943636562835898,0.7037181029725711,0.29628189702742896,0.0,0.0019807392559394463,0.0019716810083606,0.001936707831609,2.086927450338448,0.5,-0.01805805510815972,0.01805805510815972,False,True
final_B_full_product_nfull_econvergence,credit_card_default,2026082801,mlp,classification,64,4,0.178019788067595,0.5051245864985641,0.6831443745661592,0.3168556254338408,0.0,0.0008677140674523,8.344064104482736e-05,8.199063264872947e-05,2.138835837366246,0.25,-0.01768504948986216,0.01768504948986216,False,True
final_B_full_product_nfull_e20,credit_card_default,2026082801,resnet,classification,64,4,0.1683825472060818,0.5019905892684055,0.6703731364744874,0.3296268635255125,1.3866620377482034e-16,0.0031275167069436,0.0002995812639845,0.0002943981947735,2.1612443163194306,0.25,-0.01760564196050085,0.01760564196050085,False,True
final_B_full_product_n2048_e20,fremtpl_claim_count,2026082801,mlp,regression,128,4,0.0951214183501357,0.416637240209419,0.5117586585595547,0.4882413414404453,0.0,0.0013689047931083,7.577758487677062e-05,7.450411771338074e-05,2.39311992309031,0.125,-0.017092574242526304,0.017092574242526304,False,True
final_A_schema,credit_card_default,2026082801,resnet,classification,8,3,0.6125450556224987,0.3874549443775012,1.0,0.0,7.277485467759049e-17,0.00018622541008305203,0.0007817285738717,0.0007686026967622,1.387454944377501,1.0,-0.01707758399078463,0.01707758399078463,False,True
final_A_schema,openml-kin8nm-189,2026082801,ft_transformer,regression,4,3,1.0,0.0,1.0,0.0,0.0,0.0002083288882009779,0.0009534827969422,0.0009399278576119,1.0,1.0,-0.01442125501497471,0.01442125501497471,False,True
final_B_full_product_n2048_econvergence,heloc_credit_risk,2026082801,resnet,classification,64,4,0.1572947232890071,0.5158977642925857,0.6731924875815928,0.3268075124184071,7.072027419732013e-17,0.0030661707262627,0.0002975700929681,0.0002933848200415,2.1695127891294,0.25,-0.014265471969572285,0.014265471969572285,False,True
final_A_schema,credit_card_default,2026082801,ft_transformer,classification,8,3,0.5734045326380105,0.4265954673619894,0.9999999999999999,0.0,1.441284199066445e-16,0.00037612365874397594,0.0017767593955261,0.0017527478311892,1.4265954673619896,1.0,-0.013699383282425037,0.013699383282425037,False,True
final_B_full_product_nfull_econvergence,kdd17_stock_return,2026082801,resnet,regression,128,4,0.0992049328100266,0.4135435215099616,0.5127484543199882,0.4872515456800118,0.0,0.0739123322337148,0.0040965539315284,0.0040442141314645,2.388046612869985,0.125,-0.012941896339436987,0.012941896339436987,False,True
final_A_schema,bank_marketing_subscription,2026082821,tabm,classification,32,3,0.24023364429153388,0.45967255704327703,0.6999062013348109,0.30009379866518904,8.106720256661334e-17,4.179411256029411e-05,3.965993429130366e-05,3.916588863130318e-05,2.0598601543736548,0.5,-0.012614182322052914,0.012614182322052914,False,True
final_B_full_product_n2048_econvergence,fremtpl_claim_count,2026082801,resnet,regression,128,4,0.1033642010852967,0.4022670423769167,0.5056312434622134,0.4943687565377864,1.1808383839218976e-16,0.0146906088046977,0.0008122860300921,0.0008027972189305,2.39100455545249,0.125,-0.01181968613972173,0.01181968613972173,False,True
final_A_schema,kdd17_stock_return,2026082801,resnet,regression,16,3,0.37499376918793775,0.6250062308120621,0.9999999999999999,0.0,1.229889959581818e-16,0.007052352376982736,0.0073822629405645,0.0072983640368557,1.6250062308120623,1.0,-0.01149557671899104,0.01149557671899104,False,True
final_B_full_product_n2048_econvergence,openml-abalone-183,2026082801,tabm,regression,128,4,0.1042204265584496,0.3725364125026105,0.4767568390610601,0.5232431609389397,1.898854584541108e-16,0.0034258616156671,0.0001920501227858,0.0001899037528809,2.41902273438049,0.125,-0.011302409101130895,0.011302409101130895,False,True
final_B_full_product_n2048_e20,openml-abalone-183,2026082801,ft_transformer,regression,128,4,0.1148231531689686,0.3941700101803517,0.5089931633493203,0.4910068366506797,0.0,0.0123751690427985,0.0006716477751172,0.0006641459081397,2.3761836834817114,0.125,-0.011295510347286486,0.011295510347286486,False,True
final_B_full_product_nfull_econvergence,kdd17_stock_return,2026082801,ft_transformer,regression,128,4,0.1075286369699432,0.3907534754760365,0.4982821124459797,0.5017178875540202,0.0,0.0953574236861321,0.005362281944292,0.0053027826611394,2.394189250584077,0.125,-0.011220388794854985,0.011220388794854985,False,True
final_B_full_product_n2048_econvergence,openml-abalone-183,2026082801,resnet,regression,128,4,0.1083081201220986,0.4295907398930271,0.5378988600151258,0.4621011399848743,0.0,0.0106418975690542,0.0006114819247927,0.0006048638130982,2.353793019862776,0.125,-0.010941490549089217,0.010941490549089217,False,True
final_A_schema,openml-kin8nm-189,2026082801,resnet,regression,4,3,1.0,0.0,1.0,0.0,0.0,0.0001458133113200067,0.0006597094556311,0.0006526470412765,1.0,1.0,-0.010821184971262054,0.010821184971262054,False,True
final_A_schema,openml-pol-201,2026082801,tabm,regression,4,3,1.0,0.0,1.0,0.0,0.0,1.8756219794944067e-05,0.0001100662065389,0.0001089057497348,1.0,1.0,-0.01065560640210328,0.01065560640210328,False,True
final_A_schema,german_credit_risk,2026082821,resnet,classification,32,3,0.21583844823684165,0.4856299578266386,0.7014684060634803,0.29853159393651973,0.0,0.0030397584635452417,0.0028445127704109,0.0028147493312361,2.082693145699678,0.5,-0.010574099385869395,0.010574099385869395,False,True
final_B_full_product_n2048_e20,bank_marketing_subscription,2026082801,tabm,classification,256,4,0.0513828116544394,0.2438168598169595,0.2951996714713989,0.4552466538529667,0.2495536746756343,0.0003631554326019,4.256572183206045e-05,4.212246744615287e-05,2.9029711915497964,0.0625,-0.010522991951366745,0.010522991951366745,False,True
final_A_schema,bank_marketing_subscription,2026082811,mlp,classification,32,3,0.2153044233942886,0.4757685607505818,0.6910729841448704,0.3089270158551295,9.268041092135257e-17,1.8278575565943095e-05,1.9354824120071097e-05,1.915773658470374e-05,2.0936225924608407,0.5,-0.010287621113066026,0.010287621113066026,False,True
final_A_schema,lendingclub_loan_default,2026082811,ft_transformer,classification,32,3,0.2321164113238332,0.47303610927321826,0.7051525205970515,0.2948474794029484,1.0757673854744876e-16,0.002015681432854179,0.0019990256782891,0.0019794289172776,2.062731068079115,0.5,-0.009900209520255165,0.009900209520255165,False,True
final_B_full_product_nfull_econvergence,kdd17_stock_return,2026082801,tabm,regression,128,4,0.1014636881540241,0.3882582757544865,0.4897219639085107,0.5102780360914891,5.900162374536591e-17,0.0147006418286331,0.0008155586080074,0.0008081403468979,2.408814347937465,0.125,-0.00917942178976161,0.00917942178976161,False,True
final_B_full_product_n2048_econvergence,fremtpl_claim_count,2026082801,ft_transformer,regression,128,4,0.0901065090892082,0.4018738890588759,0.4919803981480841,0.5080196018519157,0.0,0.0069697745379119,0.0003878738033142,0.0003844137863109,2.417913092762708,0.125,-0.009000762008315677,0.009000762008315677,False,True
final_A_schema,openml-puma32h-308,2026082821,ft_transformer,regression,4,3,1.0,0.0,1.0,0.0,0.0,0.0004457010599222507,0.0021090064255294,0.0020903636846051,1.0,1.0,-0.008918419824070822,0.008918419824070822,False,True
final_A_schema,credit_card_default,2026082821,resnet,classification,8,3,0.5842609419271251,0.41573905807287503,1.0,0.0,0.0,0.0001949023316366701,0.0008150189269828,0.0008078309184539,1.415739058072875,1.0,-0.008897912130742647,0.008897912130742647,False,True
final_A_schema,australian_credit_approval,2026082821,ft_transformer,classification,32,3,0.21683269753783335,0.48056207878224905,0.6973947763200824,0.3026052236799177,0.0,0.0015890048807185055,0.001603123780075,0.0015889922775813,2.0857725261420845,0.5,-0.008893373928292814,0.008893373928292814,False,True
final_B_full_product_n2048_econvergence,fremtpl_claim_count,2026082801,tabm,regression,128,4,0.1040983390630337,0.4565991647580639,0.5606975038210977,0.4393024961789024,0.0,0.0018686144796575,0.0001027607328352,0.000101861882008,2.335204157115869,0.125,-0.008824211859048692,0.008824211859048692,False,True
final_A_schema,heloc_credit_risk,2026082801,ft_transformer,classification,8,3,0.568233672624087,0.4317663273759131,1.0,0.0,0.0,0.0010038833450435472,0.0039986758038039,0.0039643173194234,1.4317663273759131,1.0,-0.00866693597209256,0.00866693597209256,False,True
final_A_schema,credit_card_default,2026082811,ft_transformer,classification,8,3,0.5776247810930618,0.4223752189069382,1.0,0.0,0.0,0.0003949468405625557,0.0016614285444309,0.0016473719243662,1.4223752189069383,1.0,-0.008532754417377886,0.008532754417377886,False,True
final_B_full_product_nfull_e20,credit_card_default,2026082801,ft_transformer,classification,64,4,0.1777371640001884,0.471585000258086,0.6493221642582745,0.3506778357417255,0.0,0.0069720684431384,0.0006717261484999,0.0006661361449002,2.172940671741537,0.25,-0.008391683355565949,0.008391683355565949,False,True
final_B_full_product_nfull_e20,openml-abalone-183,2026082801,resnet,regression,128,4,0.1131597124801254,0.3971847525948147,0.5103444650749402,0.4896555349250596,2.241352595964021e-16,0.0116094416320339,0.0006480335366113,0.0006426649758551,2.376495822444934,0.125,-0.008353591619111977,0.008353591619111977,False,True
final_A_schema,fremtpl_claim_count,2026082811,resnet,regression,16,3,0.42152053784258087,0.5784794621574191,1.0,0.0,8.321666278685462e-17,0.005211466723978127,0.0048891237091688,0.0048499068339561,1.578479462157419,1.0,-0.008086108982161777,0.008086108982161777,False,True
final_B_full_product_nfull_e20,bank_marketing_subscription,2026082801,ft_transformer,classification,256,4,0.0570367929773694,0.2524768660446078,0.3095136590219773,0.4501590268203719,0.2403273141576506,0.0088891621591962,0.0010505560741439,0.0010426492311568,2.8737768621583046,0.0625,-0.007583416120038322,0.007583416120038322,False,True
final_A_schema,openml-puma32h-308,2026082801,ft_transformer,regression,4,3,1.0,0.0,1.0,0.0,0.0,0.0004051385663899854,0.0024544535863839,0.0024372138418681,1.0,1.0,-0.007073546120428098,0.007073546120428098,False,True
final_A_schema,german_credit_risk,2026082801,resnet,classification,32,3,0.2299827128994506,0.5010307553864479,0.7310134682858985,0.2689865317141016,0.0,0.0032550011829440475,0.0031925805213817,0.00317112899815,2.0390038188146513,0.5,-0.006764632799300951,0.006764632799300951,False,True
final_B_full_product_nfull_e20,heloc_credit_risk,2026082801,ft_transformer,classification,64,4,0.1781270864719396,0.4862169253946914,0.664344011866631,0.3356559881333688,2.0652606782948047e-16,0.0335981504748173,0.0032337161346382,0.0032122396571299,2.1575289016614296,0.25,-0.006685826650770332,0.006685826650770332,False,True
final_A_schema,openml-abalone-183,2026082811,ft_transformer,regression,16,3,0.33215009424749214,0.6678499057525078,0.9999999999999999,0.0,1.276077939042066e-16,0.0008496363265235977,0.0007371857918699,0.0007325165479676,1.667849905752508,1.0,-0.006374250404656445,0.006374250404656445,False,True
final_B_full_product_nfull_econvergence,credit_card_default,2026082801,resnet,classification,64,4,0.1768978599469154,0.5032412690361886,0.6801391289831041,0.3198608710168959,0.0,0.0019587655639626,0.000188085346542,0.0001869228628107,2.1429630110699804,0.25,-0.0062190558919337224,0.0062190558919337224,False,True
final_B_full_product_nfull_e20,kdd17_stock_return,2026082801,ft_transformer,regression,128,4,0.1048365029365842,0.3979722242565215,0.5028087271931058,0.4971912728068939,2.873615281169488e-16,0.0724407398865509,0.0039854688669715,0.0039627000610802,2.392354769870311,0.125,-0.005745780790962218,0.005745780790962218,False,True
final_A_schema,fremtpl_claim_count,2026082811,ft_transformer,regression,16,3,0.4204015072858747,0.5795984927141252,1.0,0.0,0.0,0.008311841001320482,0.0085101140678724,0.0084621943631081,1.5795984927141251,1.0,-0.005662798880301079,0.005662798880301079,False,True
final_B_full_product_n2048_e20,openml-abalone-183,2026082801,mlp,regression,128,4,0.103422734476916,0.3912158132386213,0.4946385477155373,0.5053614522844625,1.0542853889073138e-16,0.0020567527234901,0.0001141219193754,0.0001134800400441,2.401938717807546,0.125,-0.005656319217463901,0.005656319217463901,False,True
