evidence_source,dataset,split_seed,model,task,population,factor_count,main_fraction,pair_fraction,main_pair_fraction,triple_fraction,higher_fraction,total_nuisance_variance,oc2_residual,srs_residual,effective_interaction_order,sampling_fraction,gain,relative_loss,oc2_wins,srs_wins
completion_neural,australian_credit_approval,2026082801,mlp,classification,128,5,0.2732186377001806,0.4908846849149705,0.7641033226151511,0.2098265703667806,0.0260701070180679,0.0011429550982712,2.8443089033206607e-05,6.171856559743421e-05,1.988748146702735,0.125,0.5391485729151642,-0.5391485729151642,True,False
completion_neural,australian_credit_approval,2026082801,resnet,classification,128,5,0.1976683767014718,0.37112923314989316,0.568797609851365,0.3345463846924963,0.0966560054561386,0.0122804524851578,0.0004979256643791,0.0006710235290736,2.3301900189033016,0.125,0.2579609465162497,-0.2579609465162497,True,False
completion_neural,australian_credit_approval,2026082801,ft_transformer,classification,128,5,0.1351940801301939,0.3378114292355211,0.473005509365715,0.3427723480480885,0.1842221425861963,0.0203582857866334,0.0009051089334289,0.0011328781798368,2.5760225530902865,0.125,0.20105360881848044,-0.20105360881848044,True,False
completion_neural,australian_credit_approval,2026082801,tabm,classification,128,5,0.3123530263452961,0.437749207529397,0.7501022338746931,0.2351721085128076,0.014725657612499,0.0019474075748139,5.329447649394763e-05,0.0001103327605277,1.952270397392509,0.125,0.5169659832759501,-0.5169659832759501,True,False
completion_neural,australian_credit_approval,2026082811,mlp,classification,128,5,0.2638472058676442,0.3919329257505004,0.6557801316181446,0.2857918379851176,0.0584280303967379,0.0007412278300821,2.8826509501514724e-05,4.162357666852197e-05,2.1388006929109493,0.125,0.307447561965166,-0.307447561965166,True,False
completion_neural,australian_credit_approval,2026082811,resnet,classification,128,5,0.2060164949627154,0.3859922223111342,0.5920087172738496,0.3044174249613811,0.1035738577647693,0.0102804827974127,0.0003756109551648,0.0005748624389586,2.305548645528204,0.125,0.3466072407770402,-0.3466072407770402,True,False
completion_neural,australian_credit_approval,2026082811,ft_transformer,classification,128,5,0.1989500043497522,0.3213405901479357,0.5202905944976879,0.3112111169531721,0.16849828854914,0.0167473857913575,0.0007323784783652,0.0009390716146156,2.4492576897016995,0.125,0.2201036992636689,-0.2201036992636689,True,False
completion_neural,australian_credit_approval,2026082811,tabm,classification,128,5,0.2574479678834497,0.4281852150803297,0.6856331829637794,0.2949474238910616,0.019419393145159,0.0013362593981568,4.594180421504121e-05,7.280222100938317e-05,2.0763382422979295,0.125,0.36895051307404525,-0.36895051307404525,True,False
completion_neural,australian_credit_approval,2026082821,mlp,classification,128,5,0.3044873587633807,0.38202495728216374,0.6865123160455444,0.2687767450635522,0.0447109388909034,0.0010185023537776,3.5471276601779946e-05,5.6401104168533273e-05,2.0537112640819783,0.125,0.37108896847502293,-0.37108896847502293,True,False
completion_neural,australian_credit_approval,2026082821,resnet,classification,128,5,0.1978762358288314,0.3890829582771931,0.5869591941060245,0.3051975674673786,0.107843238426597,0.0140926994581417,0.000554732943142,0.0007850109911301,2.3230078084917416,0.125,0.29334372459752733,-0.29334372459752733,True,False
completion_neural,australian_credit_approval,2026082821,ft_transformer,classification,128,5,0.1535685483701288,0.34849343332311855,0.5020619816932473,0.3394514537822662,0.1584865645244861,0.0284969699661992,0.0012971412272198,0.001569633340679,2.502856034461109,0.125,0.1736023989789386,-0.1736023989789386,True,False
completion_neural,australian_credit_approval,2026082821,tabm,classification,128,5,0.2451742504030464,0.42316742118769834,0.6683416715907448,0.3130854131542223,0.0185729152550328,0.0019166428328567,6.847068972856102e-05,0.0001079501379867,2.105056993261241,0.125,0.3657192940596615,-0.3657192940596615,True,False
completion_neural,bank_marketing_subscription,2026082801,mlp,classification,128,5,0.2970061894510816,0.3839978551617562,0.6810040446128378,0.2615632437579187,0.0574327116292437,0.00026842545041,8.80619031469689e-06,1.4843420654925338e-05,2.0794224775653247,0.125,0.40672769980585144,-0.40672769980585144,True,False
completion_neural,bank_marketing_subscription,2026082801,resnet,classification,128,5,0.2132129039782414,0.3144860724744568,0.5276989764526983,0.3093193133557386,0.162981710191563,0.0154056978437705,0.0006440115830671,0.0008535780473851,2.4220698297606225,0.125,0.24551529290144924,-0.24551529290144924,True,False
completion_neural,bank_marketing_subscription,2026082801,ft_transformer,classification,128,5,0.1064554678596878,0.2914583320548769,0.3979137999145647,0.345935081078921,0.2561511190065139,0.0305769863980259,0.0015572860412996,0.0016934500111123,2.75178185123226,0.125,0.08040625286793335,-0.08040625286793335,True,False
completion_neural,bank_marketing_subscription,2026082801,tabm,classification,128,5,0.3244511404233556,0.3553820000418227,0.6798331404651783,0.2812291088152641,0.0389377507195572,0.0005843762091752,1.953835130157415e-05,3.225195405887922e-05,2.034653469831022,0.125,0.394196355795841,-0.394196355795841,True,False
completion_neural,bank_marketing_subscription,2026082811,mlp,classification,128,5,0.4392907588140592,0.3122657419246019,0.7515565007386611,0.204898791048579,0.0435447082127598,0.0003133863346407,8.043138056874684e-06,1.7089657009533565e-05,1.852697448660039,0.125,0.5293563789847993,-0.5293563789847993,True,False
completion_neural,bank_marketing_subscription,2026082811,resnet,classification,128,5,0.2300444778205707,0.3002072964178387,0.5302517742384094,0.3055660816810923,0.164182144080498,0.021842181049135,0.0009059612545852,0.0011955174970706,2.403885892021517,0.125,0.24220159319700918,-0.24220159319700918,True,False
completion_neural,bank_marketing_subscription,2026082811,ft_transformer,classification,128,5,0.1226879395913776,0.26318763648759713,0.3858755760789747,0.3556515692387362,0.2584728546822892,0.0381113684228554,0.0019747880798329,0.0020924401303965,2.7499093390119373,0.125,0.056227200412805045,-0.056227200412805045,True,False
completion_neural,bank_marketing_subscription,2026082811,tabm,classification,128,5,0.2783079103087366,0.406812723178565,0.6851206334873016,0.2765498667563495,0.0383294997563489,0.0006246977414996,2.020306702331011e-05,3.416273245256274e-05,2.074900955960311,0.125,0.4086226255068025,-0.4086226255068025,True,False
completion_neural,bank_marketing_subscription,2026082821,mlp,classification,128,5,0.3066596208740793,0.3863910478552569,0.6930506687293362,0.2481306832833602,0.0588186479873034,0.0002548265584653,7.653622319944704e-06,1.3969718854656929e-05,2.059108358383887,0.125,0.4521276770438868,-0.4521276770438868,True,False
completion_neural,bank_marketing_subscription,2026082821,resnet,classification,128,5,0.2189634004937968,0.3059094777451614,0.5248728782389582,0.3121715328670902,0.1629555888939518,0.0179187985910645,0.0007574775354485,0.0009832284847604,2.4191193101611974,0.125,0.22960171802479123,-0.22960171802479123,True,False
completion_neural,bank_marketing_subscription,2026082821,ft_transformer,classification,128,5,0.0936871214347186,0.2756349694302038,0.3693220908649224,0.3700109838198427,0.2606669253152347,0.0331915683065805,0.0017058737637566,0.0017965915266683,2.7976577130155933,0.125,0.05049437313106564,-0.05049437313106564,True,False
completion_neural,bank_marketing_subscription,2026082821,tabm,classification,128,5,0.2611973494503991,0.4254926011577653,0.6866899506081644,0.27458094015812,0.0387291092337154,0.000487945731463,1.5444694893823056e-05,2.671718327524544e-05,2.090841809175151,0.125,0.4219190423365776,-0.4219190423365776,True,False
completion_neural,credit_card_default,2026082801,mlp,classification,32,5,0.5661071210209915,0.37226355979383474,0.9383706808148262,0.057517550222363,0.0041117689628107,0.0012006068702161,1.6433694146905385e-05,3.89108098032919e-05,1.4996339671269925,0.5,0.5776573597418403,-0.5776573597418403,True,False
completion_neural,credit_card_default,2026082801,resnet,classification,32,5,0.5279127098866274,0.2918153505943961,0.8197280604810235,0.1497123542553647,0.0305595852636115,0.0124048615734423,0.000303768848471,0.0004083457485042,1.6829188148959597,0.5,0.25609890739960617,-0.25609890739960617,True,False
completion_neural,credit_card_default,2026082801,ft_transformer,classification,32,5,0.3240949856455474,0.39309828921375034,0.7171932748592977,0.2277702117322227,0.0550365134084793,0.0277039349379154,0.000944401309035,0.0009023805196015,2.0137482529036332,0.5,-0.04656659637561411,0.04656659637561411,False,True
completion_neural,credit_card_default,2026082801,tabm,classification,32,5,0.6198616258901919,0.3308143898903161,0.950676015780508,0.0452002495245889,0.0041237346949033,0.0011936410812555,1.137405097362279e-05,3.906688200732614e-05,1.433586093024204,0.5,0.7088569553236975,-0.7088569553236975,True,False
completion_neural,credit_card_default,2026082811,mlp,classification,32,5,0.6303094006320243,0.3037209211017349,0.9340303217337592,0.0639721513971481,0.0019975268690925,0.0011973156119467,1.7368024646630176e-05,3.955850686826672e-05,1.4376578045033084,0.5,0.5609534832933101,-0.5609534832933101,True,False
completion_neural,credit_card_default,2026082811,resnet,classification,32,5,0.5024105793873396,0.3045044737531324,0.806915053140472,0.169973117274401,0.0231118295851272,0.0091216612148493,0.0002255101840022,0.0002975661967039,1.7137861970573163,0.5,0.24215120366444365,-0.24215120366444365,True,False
