dataset,model,task,split_seed,training_size_label,training_rows,budget,budget_order,full_product,population,factor_count,schema_only_variance,stochastic_only_variance,schema_stochastic_interaction,canonical_joint_expectation_distance,total_nuisance_variance,main_fraction,pair_fraction,main_pair_fraction,triple_fraction,higher_fraction,effective_interaction_order,fanova_reconstruction_error,canonical16_residual,iid16_residual,srs16_residual,oc216_residual,canonical32_residual,iid32_residual,srs32_residual,oc232_residual,best_epoch_mean,stopped_epoch_mean,final_training_loss_mean,final_validation_loss_mean,final_gradient_norm_mean,final_parameter_update_norm_mean,oc2_srs_ratio_b16,oc2_canonical_ratio_b16,oc2_srs_ratio_b32
bank_marketing_subscription,ft_transformer,classification,2026082801,2048,2048,convergence,500,True,256,4,0.00022186090642329243,4.354220120263368e-05,0.0016202692301209504,4.436020380784045e-05,0.0018856723377468766,0.046914171518339716,0.2426729688680892,0.2895871403864289,0.4588357426166897,0.25157711699688123,2.9150758050921133,4.336808689942018e-19,0.00018362122956089565,0.00023403922757268667,0.0002218745200206648,0.0002217716583188797,5.9892171027839326e-05,0.00011848196056418435,0.00010575234463950933,0.00010449951193510145,7.33203125,37.33203125,0.0446028187950418,0.7402736899675801,0.9984623590474062,0.338480666236348,0.9995363969608789,1.207766982332138,0.9881531448907487
bank_marketing_subscription,ft_transformer,classification,2026082801,2048,2048,100,100,False,128,4,0.0070181207480187096,0.0015641764261354251,0.01978072913030195,0.001203203945408147,0.028363026304456085,0.11176250956903168,0.49695972597562493,0.6087222355446565,0.9173474678428256,0.0,3.857724365048758,-0.014920928835156569,0.002710832188741472,0.003579405147174724,0.00316396135858457,0.003113902153088143,0.0009010279891915759,0.0017755561476669446,0.001342175151828929,0.0013468139908863318,7.1875,100.0,0.02117306616833048,0.8059951867908239,1.071729991706778,0.305460756132023,0.9841783132525924,1.1486886447714049,1.0034562099075384
bank_marketing_subscription,ft_transformer,classification,2026082801,2048,2048,20,20,True,256,4,0.002100061121769358,0.0004878422412844522,0.01388578469826383,0.0006738708456220433,0.016473688061317642,0.05897158036671838,0.2485732449997269,0.3075448253664453,0.4501663121874619,0.2422888624460929,2.8757724567129297,3.469446951953614e-18,0.0016704963684063725,0.00208395945404641,0.0019284572383032807,0.0019256147473137577,0.0005456638187965126,0.001029833111353354,0.0009179106993136423,0.0009104726101534274,7.33984375,20.0,0.16273448142055713,0.40568785613868386,1.081009447073908,0.47854181490299297,0.9985260285096993,1.15272010387593,0.9918967180949337
bank_marketing_subscription,ft_transformer,classification,2026082801,2048,2048,200,200,False,128,4,0.0066635320486903,0.001500209451963115,0.019497776794181278,0.0013009569543266418,0.027661518294834694,0.11293607181296891,0.4987311468555725,0.6116672186685415,0.9032507250697966,0.0,3.820150540733504,-0.014243412121056703,0.0026061836073992097,0.003418267378613032,0.003051046383261658,0.003048941935033907,0.0008734745572385424,0.0017347482478955404,0.001308678805306897,0.0013010626586430357,7.1875,200.0,0.011630656526705252,0.9194356151856482,0.7660402948083916,0.26634979549828885,0.9993102536102708,1.1698876189604075,0.9941802781301441
bank_marketing_subscription,ft_transformer,classification,2026082801,2048,2048,50,50,False,128,4,0.006320529754478344,0.0014195666850145585,0.018322304849389598,0.001139861340195802,0.0260624012888825,0.10767932188241007,0.5022680395870509,0.609947361469461,0.9110406580711939,0.0,3.845337375270094,-0.013578198831968709,0.002443537694716883,0.0032638669019619125,0.0028985519883155163,0.002877723669663054,0.000822586681382092,0.0016428388394151114,0.0012450804562906329,0.001228743988866566,7.1875,50.0,0.05019918634843634,0.6397228301502764,1.2819037712448678,0.3821939881801365,0.992814233197671,1.1776874471324568,0.9868791873316067
bank_marketing_subscription,ft_transformer,classification,2026082801,8192,8192,convergence,500,False,128,4,0.00044083281152086873,0.00010304950139595862,0.001242323738804654,6.25103180474263e-05,0.0017862060517214813,0.10872695248156503,0.5021478488857596,0.6108748013673246,0.907551298524437,0.0,3.835676545826395,-0.0009260158369970297,0.00018111389361395876,0.00022170728933468945,0.00019545080510524436,0.00020463204917348663,6.0009506311617585e-05,0.00010690316320433953,8.471376475142535e-05,8.794177511968421e-05,5.2109375,35.2109375,0.02739869127489669,0.8559488230384886,1.0146767879622534,0.940257123474334,1.0469747058002572,1.12985285165177,1.038104909842347
bank_marketing_subscription,ft_transformer,classification,2026082801,8192,8192,100,100,False,128,4,0.006336252186587663,0.001504820965463116,0.018687905081822227,0.0012096424528229973,0.026528978233873006,0.10911780090143552,0.5007169939271203,0.6098347948285558,0.8981523680455019,0.0,3.8050088928921815,-0.013476380386972776,0.0024487236887364,0.0033623970635927713,0.002921836387280779,0.0029269237420638163,0.000815241122018975,0.0016598526330124362,0.0012606190744775024,0.0012456519573906346,5.2109375,100.0,0.04555043343680154,0.7517508529126644,1.210465472284562,0.9249994028354777,1.0017411497800435,1.1952854278851606,0.988127169110882
bank_marketing_subscription,ft_transformer,classification,2026082801,8192,8192,20,20,False,128,4,0.00343194231976289,0.000841150749377149,0.009797172149560626,0.00047992968705002254,0.014070265218700665,0.11769364546407513,0.49794691117484063,0.6156405566389158,0.8897492919655434,0.0,3.7828353437103863,-0.0071109692087037175,0.0012800371702255675,0.001737459802689658,0.0015494017614562168,0.001518030999838596,0.00043101963283645293,0.0008775826002554957,0.0006651422524949587,0.000652129956164944,5.2109375,20.0,0.17888962367214845,0.38655659230425954,1.04503754208414,1.2500343869134571,0.9797529844111338,1.1859272801985035,0.9804368219261287
bank_marketing_subscription,ft_transformer,classification,2026082801,8192,8192,200,200,False,128,4,0.006856335038618423,0.0015825149301594672,0.01977006454701575,0.0011318333013543892,0.02820891451579364,0.11041291104968605,0.5110442404487994,0.6214571514984853,0.885521448848474,0.0,3.7890657384927064,-0.014301315998524085,0.0027524461478728437,0.0034657071819985926,0.0031230135164117888,0.003099203213319271,0.0009132517840152981,0.0017517171276396509,0.0013430538061993391,0.0013293467253589768,5.2109375,200.0,0.02739869127489669,0.8559488230384886,1.0146767879622534,0.940257123474334,0.9923758565349168,1.1259814168260511,0.9897940940436694
bank_marketing_subscription,ft_transformer,classification,2026082801,8192,8192,50,50,False,128,4,0.00542419028821821,0.0012664435441879782,0.015927790186941668,0.0009194571984803087,0.022618424019347855,0.1039826506740363,0.509298815477502,0.6132814661515383,0.9022046240900781,0.0,3.829194153899275,-0.011659482965160693,0.0021649349201412742,0.0028101578915056165,0.002505365828873325,0.002492366931585041,0.0007260438490571586,0.001430035346924066,0.0010590808834700855,0.0010687034044551465,5.2109375,50.0,0.08522408239150536,0.5897041398566216,1.3205086390888847,1.0385059214508754,0.9948115771603185,1.1512433507342568,1.0090857281396042
bank_marketing_subscription,ft_transformer,classification,2026082801,full,27126,convergence,500,True,256,4,0.00019387346146708493,4.7699286221177325e-05,0.0014106269085700385,7.225388648865199e-05,0.001652199656258301,0.05513242719526543,0.2439703234752088,0.2991027506704742,0.4514887297867646,0.24940851954276108,2.895173341677022,2.168404344971009e-19,0.0001519906491574721,0.00021101303004886183,0.00019042887714194648,0.00019526158038235807,5.111968717339852e-05,0.000103000843190083,9.055613211883878e-05,9.063897704387046e-05,5.3828125,35.3828125,0.12165231464191212,0.5504245185293257,1.0004125161699555,1.9493398715517447,1.025377995779544,1.2846946931587515,1.0009148461080797
bank_marketing_subscription,ft_transformer,classification,2026082801,full,27126,100,100,False,128,4,0.0057145649092568175,0.0011746089759154536,0.01599140868521919,0.0011876752256261161,0.02288058257039146,0.10782861784259919,0.510374039607157,0.6182026574497561,0.8931269205956812,0.0,3.807957458843957,-0.011699518631152053,0.0022547899532239573,0.0028718536853740706,0.002499466569654689,0.0024889960029680306,0.000759758741378503,0.001435625409901203,0.0010878310103610554,0.0010709960165947636,5.2890625,100.0,0.10230488478636887,0.5779559351503849,1.1086127096508984,1.8663819317132417,0.9958108794837353,1.1038704511740436,0.9845242564277478
bank_marketing_subscription,ft_transformer,classification,2026082801,full,27126,20,20,True,256,4,0.0010919428262432277,0.0002706903595568628,0.007526528973396158,0.000409747746698375,0.008889162159196249,0.05703679297736946,0.25247686604460784,0.3095136590219773,0.45015902682037195,0.24032731415765066,2.8737768621583046,3.469446951953614e-18,0.0008325538675258033,0.0011132838680689445,0.0010426492311568702,0.001050556074143907,0.0002790119784872063,0.0005478147900883094,0.0004853693980339289,0.0004921571040739235,5.3828125,20.0,0.21864971822013937,0.3263825495960191,0.7690445814215074,2.1544206719083565,1.007583416119977,1.2618475694142963,1.0139846188644965
bank_marketing_subscription,ft_transformer,classification,2026082801,full,27126,200,200,False,128,4,0.006443103497380786,0.0013951061323243844,0.01888288913145322,0.001053371612830271,0.02672109876115839,0.10604650372917089,0.5130069633308463,0.6190534670600171,0.8981601511554295,0.0,3.8265408838571515,-0.013820516172951016,0.0025413426682067805,0.0033364277473210114,0.002944634374365359,0.002942199138453456,0.0008444402132469871,0.0016910559177194563,0.0012564471933300956,0.0012672734929398842,5.2890625,200.0,0.07044075032048339,0.7011078693903983,1.0104013667920215,1.91861154882102,0.9991729920926338,1.1577341282077191,1.0086165973924415
bank_marketing_subscription,ft_transformer,classification,2026082801,full,27126,50,50,False,128,4,0.004451165403216748,0.0010361025388869664,0.012474848451545846,0.0007776285825565534,0.01796211639364956,0.11589016490451987,0.500087318258772,0.6159774831632918,0.8968216515495778,0.0,3.8065297560707974,-0.009210957744275345,0.0017327868771113168,0.0022420309446293325,0.001964483993991704,0.0019615677255375562,0.0005768742755529902,0.0011111051153727398,0.0008508994854439015,0.0008505155791153372,5.2890625,50.0,0.14687221542377643,0.45173058682121336,1.0729899897536774,1.9002064857078893,0.9985155040900985,1.1320305753974973,0.9995488229395697
bank_marketing_subscription,mlp,classification,2026082801,2048,2048,convergence,500,True,256,4,2.2773519557971214e-05,4.683089087777544e-06,0.0001462625661657976,1.0159719583502155e-05,0.00017371917481154636,0.05249277316811408,0.2643122156331225,0.3168049888012366,0.43646913821045435,0.24672587298830903,2.8774281110189586,8.131516293641283e-20,1.529532178655857e-05,2.106032985472417e-05,2.0738290634017514e-05,2.0634966697687075e-05,5.234565376203262e-06,1.0831085614951701e-05,9.59677607430358e-06,9.33004449872424e-06,14.6015625,44.6015625,0.19388026923661528,0.6558745194924995,0.311650709484581,0.21326734455720942,0.9950177216553734,1.3491031431467464,0.9722061269832539
bank_marketing_subscription,mlp,classification,2026082801,2048,2048,100,100,False,128,4,0.0005148798221176188,0.00012215731338546096,0.0014659279293775859,0.00014517795619210902,0.0021029650648806656,0.11256103027434097,0.5073666993344244,0.6199277296087654,0.8807768231282822,0.0,3.769624898328036,-0.0010529641822327098,0.000203042662165243,0.00026018795918016915,0.00022949780112090182,0.0002299663878312238,6.938933054492449e-05,0.00013371368546186008,0.00010044472842152285,0.00010010551045103397,14.5703125,100.0,0.19435932909982512,0.5272329847794026,0.3761407386834904,0.20818121551978658,1.0020417917210245,1.1326013231843333,0.9966228394877497
bank_marketing_subscription,mlp,classification,2026082801,2048,2048,20,20,True,256,4,2.3583169607969624e-05,6.677906683161314e-06,0.00016365920171452307,7.799155225588186e-06,0.00019392027800565402,0.06457881241434298,0.22394696883164486,0.2885257812459878,0.45275627604677887,0.25871794270723325,2.9056133490469027,2.710505431213761e-20,1.643588143621005e-05,2.448806230968785e-05,2.1936621749121343e-05,2.3349003461135095e-05,5.447626814675203e-06,1.220400774300533e-05,1.0585412426024264e-05,1.0634667498631235e-05,14.65625,20.0,0.29493498107331106,0.30787965399213135,0.13316091135732303,0.222231644287338,1.064384649932268,1.4206115778916901,1.0046531085067483
bank_marketing_subscription,mlp,classification,2026082801,2048,2048,200,200,False,128,4,0.0012649381762495342,0.00028279314131286927,0.003384961008671197,0.0001287370969056844,0.004932692326233601,0.10966608159446585,0.5268898697972001,0.6365559513916659,0.8957626541683981,0.0,3.85073378369406,-0.0026257639007574987,0.0004661984634564766,0.0006305059079466308,0.0005528824870241687,0.000541190234142111,0.00015460811823544846,0.00030679822121066545,0.00023641265477673075,0.00023324072972886393,14.5703125,200.0,0.1308937456451531,0.9436136493459344,0.4072299077549163,0.193565852680385,0.9788521916384256,1.160858039148461,0.9865830995770408
