dataset,split_seed,model,task,method,budget,residual_mean,residual_median,residual_se,iid_residual,relative_reduction_vs_none
bank_marketing_subscription,2026082811,resnet,classification,initialization,16,0.0012931560120606198,0.0012607847903976358,1.1476310078592983e-05,0.001309548220574097,0.012517453161282499
bank_marketing_subscription,2026082811,resnet,classification,order,16,0.0012126051150478138,0.0011919522843727047,1.1751260753233646e-05,0.001309548220574097,0.07402790061734721
bank_marketing_subscription,2026082811,resnet,classification,schema_initialization,16,0.0011454488409630517,0.001124147911195508,9.897553576041842e-06,0.001309548220574097,0.1253099175982273
bank_marketing_subscription,2026082811,resnet,classification,schema_order,16,0.0010861921720427634,0.0010703290378911655,8.672163655039244e-06,0.001309548220574097,0.17055962126649737
bank_marketing_subscription,2026082811,resnet,classification,initialization_order,16,0.001149449080303071,0.0011310314055129347,9.905489693454673e-06,0.001309548220574097,0.12225524631757334
bank_marketing_subscription,2026082811,resnet,classification,all_factors,16,0.0010461993394245014,0.001029769253562196,7.939755690658807e-06,0.001309548220574097,0.2010990332483864
bank_marketing_subscription,2026082821,resnet,classification,none,16,0.00116983121880081,0.001130186594327889,1.2201243497693992e-05,0.00116983121880081,0.0
bank_marketing_subscription,2026082821,resnet,classification,schema,16,0.0010769808561524072,0.0010440551397839653,1.093507548267391e-05,0.00116983121880081,0.07937073413341067
bank_marketing_subscription,2026082821,resnet,classification,initialization,16,0.0011556695260509058,0.0011212147678518513,1.104771154704542e-05,0.00116983121880081,0.012105757242845128
bank_marketing_subscription,2026082821,resnet,classification,order,16,0.0010648639729975247,0.0010374407258535972,9.270271671067101e-06,0.00116983121880081,0.08972853871252207
bank_marketing_subscription,2026082821,resnet,classification,schema_initialization,16,0.0010573834570216658,0.0010175631174489663,1.0594541055542187e-05,0.00116983121880081,0.09612306456859143
bank_marketing_subscription,2026082821,resnet,classification,schema_order,16,0.0009401681297741007,0.0009083904950622237,7.794951306810971e-06,0.00116983121880081,0.1963215593289912
bank_marketing_subscription,2026082821,resnet,classification,initialization_order,16,0.001036654581173844,0.0010090315535154467,9.262279514991922e-06,0.00116983121880081,0.11384260864869455
bank_marketing_subscription,2026082821,resnet,classification,all_factors,16,0.0009316069336630396,0.0009007701060110574,7.985281562923381e-06,0.00116983121880081,0.20363987668406835
bank_marketing_subscription,2026082801,tabm,classification,none,16,3.747808511281067e-05,3.456949749204718e-05,6.055374414010537e-07,3.747808511281067e-05,0.0
bank_marketing_subscription,2026082801,tabm,classification,schema,16,3.104453072000517e-05,2.8602941432713167e-05,4.7269346680524114e-07,3.747808511281067e-05,0.17166176909626574
bank_marketing_subscription,2026082801,tabm,classification,initialization,16,3.5918707713472085e-05,3.356425644461513e-05,5.829640612094271e-07,3.747808511281067e-05,0.04160771273785169
bank_marketing_subscription,2026082801,tabm,classification,order,16,3.270016529369405e-05,3.025495353218891e-05,5.343123462868965e-07,3.747808511281067e-05,0.12748569743451066
bank_marketing_subscription,2026082801,tabm,classification,schema_initialization,16,2.832174492021984e-05,2.6709302917899346e-05,4.3868482153757563e-07,3.747808511281067e-05,0.24431184691079721
bank_marketing_subscription,2026082801,tabm,classification,schema_order,16,2.5180340198902983e-05,2.356368328536871e-05,3.640319032611914e-07,3.747808511281067e-05,0.3281316235045344
bank_marketing_subscription,2026082801,tabm,classification,initialization_order,16,3.0219563642468673e-05,2.8786054724836664e-05,4.4092353053465376e-07,3.747808511281067e-05,0.1936737549021923
bank_marketing_subscription,2026082801,tabm,classification,all_factors,16,2.225145671940073e-05,2.1508511409535886e-05,2.4433382786153037e-07,3.747808511281067e-05,0.4062808531326273
bank_marketing_subscription,2026082811,tabm,classification,none,16,3.9429055740231635e-05,3.578307951727524e-05,6.97449677941675e-07,3.9429055740231635e-05,0.0
bank_marketing_subscription,2026082811,tabm,classification,schema,16,3.412720281816311e-05,3.125298135533435e-05,6.399718297432113e-07,3.9429055740231635e-05,0.13446563257812827
bank_marketing_subscription,2026082811,tabm,classification,initialization,16,3.7773088632835235e-05,3.450886269753578e-05,6.958328278661764e-07,3.9429055740231635e-05,0.04199864988668056
bank_marketing_subscription,2026082811,tabm,classification,order,16,3.02488637285604e-05,2.8137288574937375e-05,4.5232242525374436e-07,3.9429055740231635e-05,0.23282809692812856
bank_marketing_subscription,2026082811,tabm,classification,schema_initialization,16,3.09933091282758e-05,2.776830967831913e-05,5.668754892082152e-07,3.9429055740231635e-05,0.21394746725695435
bank_marketing_subscription,2026082811,tabm,classification,schema_order,16,2.4070499389634393e-05,2.3087178315057365e-05,3.194838418098318e-07,3.9429055740231635e-05,0.38952381846989204
bank_marketing_subscription,2026082811,tabm,classification,initialization_order,16,2.7725892880513547e-05,2.614239190702074e-05,4.1124197032794667e-07,3.9429055740231635e-05,0.2968157020249589
bank_marketing_subscription,2026082811,tabm,classification,all_factors,16,2.0823492303962164e-05,2.0386265744004816e-05,2.3012406078470676e-07,3.9429055740231635e-05,0.471874435919732
bank_marketing_subscription,2026082821,tabm,classification,none,16,3.187858971139644e-05,2.989061230585347e-05,4.866555511668545e-07,3.187858971139644e-05,0.0
bank_marketing_subscription,2026082821,tabm,classification,schema,16,2.69540062475275e-05,2.5266551846346436e-05,4.0515913884775817e-07,3.187858971139644e-05,0.15447933890589982
bank_marketing_subscription,2026082821,tabm,classification,initialization,16,3.127418412163513e-05,2.914837634251523e-05,4.691378988651405e-07,3.187858971139644e-05,0.018959608791766502
bank_marketing_subscription,2026082821,tabm,classification,order,16,2.7316984782871847e-05,2.5395255260827554e-05,4.197806589818753e-07,3.187858971139644e-05,0.1430930593172961
bank_marketing_subscription,2026082821,tabm,classification,schema_initialization,16,2.5629732074703526e-05,2.4266995075134204e-05,3.716243715018038e-07,3.187858971139644e-05,0.1960205170073437
bank_marketing_subscription,2026082821,tabm,classification,schema_order,16,2.2261588388450385e-05,2.1079099020953976e-05,3.0018268062174136e-07,3.187858971139644e-05,0.3016758711728087
bank_marketing_subscription,2026082821,tabm,classification,initialization_order,16,2.5351828615252112e-05,2.3952319354628835e-05,3.520765017289775e-07,3.187858971139644e-05,0.20473807515427966
bank_marketing_subscription,2026082821,tabm,classification,all_factors,16,2.0184610005737283e-05,1.970620263306545e-05,2.3173945951405482e-07,3.187858971139644e-05,0.3668286398967837
fremtpl_claim_count,2026082801,ft_transformer,regression,none,16,0.0076521732351504165,0.0073389512436845186,8.64151739727161e-05,0.0076521732351504165,0.0
fremtpl_claim_count,2026082801,ft_transformer,regression,schema,16,0.006899946744243052,0.0067884145948907725,6.383133869967718e-05,0.0076521732351504165,0.09830233422473977
fremtpl_claim_count,2026082801,ft_transformer,regression,initialization,16,0.007325675489578605,0.007059819425831649,7.377917611730268e-05,0.0076521732351504165,0.042667322803414454
fremtpl_claim_count,2026082801,ft_transformer,regression,order,16,0.007495516350319154,0.007169764024529576,7.58999641005922e-05,0.0076521732351504165,0.020472208354047172
fremtpl_claim_count,2026082801,ft_transformer,regression,schema_initialization,16,0.006798783493427168,0.006645332564819497,6.285963204395785e-05,0.0076521732351504165,0.1115225329456977
fremtpl_claim_count,2026082801,ft_transformer,regression,schema_order,16,0.006859172916600728,0.006665825548167177,6.247303956169162e-05,0.0076521732351504165,0.10363073262730449
fremtpl_claim_count,2026082801,ft_transformer,regression,initialization_order,16,0.00695296549953413,0.006890014173595336,6.381230673693417e-05,0.0076521732351504165,0.09137374627177297
fremtpl_claim_count,2026082801,ft_transformer,regression,all_factors,16,0.006769224396317688,0.006556165934413815,6.540443826378941e-05,0.0076521732351504165,0.11538536984197967
fremtpl_claim_count,2026082811,ft_transformer,regression,none,16,0.008020828833208787,0.007704430436741615,8.434445791989366e-05,0.008020828833208787,0.0
fremtpl_claim_count,2026082811,ft_transformer,regression,schema,16,0.007228253941404783,0.006980835094898283,7.366894464826055e-05,0.008020828833208787,0.09881458740554239
fremtpl_claim_count,2026082811,ft_transformer,regression,initialization,16,0.007843739431644603,0.007552655151822371,8.063094859525271e-05,0.008020828833208787,0.022078691023922348
fremtpl_claim_count,2026082811,ft_transformer,regression,order,16,0.007882580776677393,0.007551791884553075,8.212336694800541e-05,0.008020828833208787,0.017236131004192967
fremtpl_claim_count,2026082811,ft_transformer,regression,schema_initialization,16,0.007287356956564647,0.007058166763950076,7.329502455747152e-05,0.008020828833208787,0.09144589566695815
fremtpl_claim_count,2026082811,ft_transformer,regression,schema_order,16,0.007159840122631029,0.00698005649330616,6.745813990355051e-05,0.008020828833208787,0.10734410725896437
fremtpl_claim_count,2026082811,ft_transformer,regression,initialization_order,16,0.007503097446089314,0.007255530018212377,7.438770782545448e-05,0.008020828833208787,0.0645483649988765
fremtpl_claim_count,2026082811,ft_transformer,regression,all_factors,16,0.007103460731966028,0.006929201926383577,7.008779657144838e-05,0.008020828833208787,0.11437323003884126
fremtpl_claim_count,2026082821,ft_transformer,regression,none,16,0.008378832196225015,0.008005288893058949,8.838557423563626e-05,0.008378832196225015,0.0
fremtpl_claim_count,2026082821,ft_transformer,regression,schema,16,0.007603541569517116,0.007424191017701221,7.240940199195583e-05,0.008378832196225015,0.09252967580102589
fremtpl_claim_count,2026082821,ft_transformer,regression,initialization,16,0.008231140044669568,0.007934458912661393,8.690640231981772e-05,0.008378832196225015,0.01762681816470646
fremtpl_claim_count,2026082821,ft_transformer,regression,order,16,0.008118198759005525,0.007973431041898571,7.618091901831797e-05,0.008378832196225015,0.03110617698453433
fremtpl_claim_count,2026082821,ft_transformer,regression,schema_initialization,16,0.007568894483179749,0.007359099343443757,7.036332444117863e-05,0.008378832196225015,0.09666474922485901
fremtpl_claim_count,2026082821,ft_transformer,regression,schema_order,16,0.007460040420054204,0.00732344267181893,6.348947214285648e-05,0.008378832196225015,0.10965630467987664
fremtpl_claim_count,2026082821,ft_transformer,regression,initialization_order,16,0.007734872160517899,0.0074549691289427684,7.42032466742831e-05,0.008378832196225015,0.07685558328728015
fremtpl_claim_count,2026082821,ft_transformer,regression,all_factors,16,0.007371507065782373,0.007257869086003027,6.225344043284288e-05,0.008378832196225015,0.12022261657137379
fremtpl_claim_count,2026082801,mlp,regression,none,16,7.717157471311393e-05,7.02530279827847e-05,1.377623220033305e-06,7.717157471311393e-05,0.0
fremtpl_claim_count,2026082801,mlp,regression,schema,16,6.640871231232805e-05,5.905354438336558e-05,1.3024223884902725e-06,7.717157471311393e-05,0.1394666681455824
fremtpl_claim_count,2026082801,mlp,regression,initialization,16,7.255043245448212e-05,6.595785784797533e-05,1.272745969096195e-06,7.717157471311393e-05,0.05988140420628896
fremtpl_claim_count,2026082801,mlp,regression,order,16,4.935950500679843e-05,4.79296818540425e-05,5.209290232905719e-07,7.717157471311393e-05,0.36039266802196446
fremtpl_claim_count,2026082801,mlp,regression,schema_initialization,16,6.103961037959345e-05,5.364635000150674e-05,1.282339826381218e-06,7.717157471311393e-05,0.20904023785300752
fremtpl_claim_count,2026082801,mlp,regression,schema_order,16,3.882263933564447e-05,3.806142610149751e-05,3.2395464098739825e-07,7.717157471311393e-05,0.49693083910794866
fremtpl_claim_count,2026082801,mlp,regression,initialization_order,16,4.400716544790073e-05,4.260093475145868e-05,4.473247254002e-07,7.717157471311393e-05,0.4297490285574994
fremtpl_claim_count,2026082801,mlp,regression,all_factors,16,3.226710258019983e-05,3.181732165644689e-05,2.599427193788793e-07,7.717157471311393e-05,0.5818783962857685
fremtpl_claim_count,2026082811,mlp,regression,none,16,0.00012948158846301093,0.00011933557852347921,1.99693828147122e-06,0.00012948158846301093,0.0
fremtpl_claim_count,2026082811,mlp,regression,schema,16,0.00011162790126225678,0.00010168588632020412,1.7881474336827122e-06,0.00012948158846301093,0.13788591422675067
fremtpl_claim_count,2026082811,mlp,regression,initialization,16,0.00011998168348345577,0.00011175016844298302,1.8831371917426333e-06,0.00012948158846301093,0.07336877074433634
fremtpl_claim_count,2026082811,mlp,regression,order,16,8.82596582667896e-05,8.481071135994466e-05,9.18707061338132e-07,0.00012948158846301093,0.3183613260042545
fremtpl_claim_count,2026082811,mlp,regression,schema_initialization,16,9.303365652517037e-05,8.441765152928529e-05,1.6197278810064114e-06,0.00012948158846301093,0.2814912326183939
fremtpl_claim_count,2026082811,mlp,regression,schema_order,16,7.032286545935415e-05,6.832753493075004e-05,5.855455633770515e-07,0.00012948158846301093,0.4568890736195802
fremtpl_claim_count,2026082811,mlp,regression,initialization_order,16,7.999418016161331e-05,7.70660522557837e-05,8.317126662254367e-07,0.00012948158846301093,0.38219648746072277
fremtpl_claim_count,2026082811,mlp,regression,all_factors,16,5.737171488123161e-05,5.674634291063368e-05,4.1175185431140057e-07,0.00012948158846301093,0.5569121790808041
fremtpl_claim_count,2026082821,mlp,regression,none,16,0.00011016433285526779,0.0001008821895592269,1.980583848667883e-06,0.00011016433285526779,0.0
fremtpl_claim_count,2026082821,mlp,regression,schema,16,9.30879275106443e-05,8.411231856135005e-05,1.6825667197936433e-06,0.00011016433285526779,0.15500847599248124
fremtpl_claim_count,2026082821,mlp,regression,initialization,16,9.919342231117734e-05,8.890686074746196e-05,1.7133836890768704e-06,0.00011016433285526779,0.09958677422849604
fremtpl_claim_count,2026082821,mlp,regression,order,16,7.582870248148765e-05,7.161585610879973e-05,9.227302372665685e-07,0.00011016433285526779,0.3116764699050987
fremtpl_claim_count,2026082821,mlp,regression,schema_initialization,16,7.777123513398571e-05,6.565549740621997e-05,1.5153910486473738e-06,0.00011016433285526779,0.29404342477923073
fremtpl_claim_count,2026082821,mlp,regression,schema_order,16,6.0662082923607044e-05,5.8803439826172254e-05,5.404289102112062e-07,0.00011016433285526779,0.44934915547208953
fremtpl_claim_count,2026082821,mlp,regression,initialization_order,16,6.741893114112549e-05,6.577465233376269e-05,6.73813365912267e-07,0.00011016433285526779,0.3880148919914084
fremtpl_claim_count,2026082821,mlp,regression,all_factors,16,4.6688080934393584e-05,4.6044871579171176e-05,3.3248422210676574e-07,0.00011016433285526779,0.5761960361913899
fremtpl_claim_count,2026082801,resnet,regression,none,16,0.005861235142383764,0.005761095771458601,5.708940614054186e-05,0.005861235142383764,0.0
fremtpl_claim_count,2026082801,resnet,regression,schema,16,0.00526695223296244,0.005135153181123121,5.09024956141481e-05,0.005861235142383764,0.10139209483747635
fremtpl_claim_count,2026082801,resnet,regression,initialization,16,0.005673780168988637,0.005534037749487817,5.531545582983632e-05,0.005861235142383764,0.031982162264673986
fremtpl_claim_count,2026082801,resnet,regression,order,16,0.00555737993171501,0.005329200225192777,5.378851045555616e-05,0.005861235142383764,0.05184149812921102
fremtpl_claim_count,2026082801,resnet,regression,schema_initialization,16,0.004850547217293851,0.004700995585669957,4.3426015059831644e-05,0.005861235142383764,0.1724359969422531
fremtpl_claim_count,2026082801,resnet,regression,schema_order,16,0.004883724359609423,0.004784338404752807,4.211741873428617e-05,0.005861235142383764,0.16677556163986074
fremtpl_claim_count,2026082801,resnet,regression,initialization_order,16,0.005142912420164347,0.005012993243342888,4.739991607321767e-05,0.005861235142383764,0.12255483780629806
fremtpl_claim_count,2026082801,resnet,regression,all_factors,16,0.004567300114363019,0.004510326057320071,3.718618944789258e-05,0.005861235142383764,0.22076149422227442
fremtpl_claim_count,2026082811,resnet,regression,none,16,0.005555517696902646,0.005354467260840542,6.379281049440129e-05,0.005555517696902646,0.0
fremtpl_claim_count,2026082811,resnet,regression,schema,16,0.00478901984759285,0.004654729920633111,4.569075198480222e-05,0.005555517696902646,0.13797055308403383
fremtpl_claim_count,2026082811,resnet,regression,initialization,16,0.005416378759599055,0.005223972802653165,6.12998870233332e-05,0.005555517696902646,0.025045179386462002
fremtpl_claim_count,2026082811,resnet,regression,order,16,0.005237919174956127,0.005040528602531928,5.4899671008948096e-05,0.005555517696902646,0.057168123525839776
fremtpl_claim_count,2026082811,resnet,regression,schema_initialization,16,0.004511876313989665,0.004387584035535739,4.144580126885353e-05,0.005555517696902646,0.1878567290848232
fremtpl_claim_count,2026082811,resnet,regression,schema_order,16,0.0045818626047255135,0.004453314062546331,4.215813861367891e-05,0.005555517696902646,0.17525911090517665
fremtpl_claim_count,2026082811,resnet,regression,initialization_order,16,0.0049683149466769935,0.004862663776695782,4.8837030767345445e-05,0.005555517696902646,0.10569721532037135
fremtpl_claim_count,2026082811,resnet,regression,all_factors,16,0.004168848372356085,0.004131783894748383,3.8262077617270664e-05,0.005555517696902646,0.24960217934679008
fremtpl_claim_count,2026082821,resnet,regression,none,16,0.006035753793410143,0.0058468649070466715,6.201615641619274e-05,0.006035753793410143,0.0
fremtpl_claim_count,2026082821,resnet,regression,schema,16,0.005227106581641983,0.005046537629964858,5.3659859273252624e-05,0.006035753793410143,0.13397617587567
fremtpl_claim_count,2026082821,resnet,regression,initialization,16,0.005733529196598721,0.005594024991725576,6.0033412136084604e-05,0.006035753793410143,0.050072386508109634
fremtpl_claim_count,2026082821,resnet,regression,order,16,0.005432517234723553,0.005312563003405765,5.373458824251151e-05,0.006035753793410143,0.09994386440103076
fremtpl_claim_count,2026082821,resnet,regression,schema_initialization,16,0.005048078474703401,0.004851641749001158,5.290737264472656e-05,0.006035753793410143,0.1636374432279013
fremtpl_claim_count,2026082821,resnet,regression,schema_order,16,0.004743746335349054,0.004644224991284382,3.980136608236766e-05,0.006035753793410143,0.21405900609658846
fremtpl_claim_count,2026082821,resnet,regression,initialization_order,16,0.005118531695055198,0.005001235462105321,4.579963028151643e-05,0.006035753793410143,0.15196479673448093
fremtpl_claim_count,2026082821,resnet,regression,all_factors,16,0.004596192631116219,0.004528274732225569,3.765312486143331e-05,0.006035753793410143,0.23850561364276346
fremtpl_claim_count,2026082801,tabm,regression,none,16,0.0003150395323895376,0.00030034427205762623,3.94500647589743e-06,0.0003150395323895376,0.0
fremtpl_claim_count,2026082801,tabm,regression,schema,16,0.0002576565160418148,0.00024391140802313804,3.089580624193592e-06,0.0003150395323895376,0.18214544667610255
fremtpl_claim_count,2026082801,tabm,regression,initialization,16,0.00029857147467175305,0.0002853336578747735,3.714292211211151e-06,0.0003150395323895376,0.052272988068755355
fremtpl_claim_count,2026082801,tabm,regression,order,16,0.00024875002692474656,0.00023960859881808996,2.504179927231717e-06,0.0003150395323895376,0.2104164672985418
