dataset,split_seed,model,task,method,budget,residual_mean,residual_median,residual_se,iid_residual,relative_reduction_vs_none
fremtpl_claim_count,2026082801,tabm,regression,schema_initialization,16,0.00022948450922347693,0.00021288813795575083,3.112005955800064e-06,0.0003150395323895376,0.27156916631108463
fremtpl_claim_count,2026082801,tabm,regression,schema_order,16,0.00020045134487477488,0.00019615559834745225,1.690275467033443e-06,0.0003150395323895376,0.3637263763237104
fremtpl_claim_count,2026082801,tabm,regression,initialization_order,16,0.00023901795461723612,0.00023164017321813975,2.5318986201881344e-06,0.0003150395323895376,0.24130805805762467
fremtpl_claim_count,2026082801,tabm,regression,all_factors,16,0.0001704558101905186,0.00016723468777499976,1.2269324857638614e-06,0.0003150395323895376,0.4589383468873528
fremtpl_claim_count,2026082811,tabm,regression,none,16,0.0005027391192958604,0.00047915946289317545,6.360665154656149e-06,0.0005027391192958604,0.0
fremtpl_claim_count,2026082811,tabm,regression,schema,16,0.0004145935222665413,0.00038777982447216273,5.1123979465658234e-06,0.0005027391192958604,0.1753306907025186
fremtpl_claim_count,2026082811,tabm,regression,initialization,16,0.000475760408865328,0.0004529456176930592,6.1538852936967595e-06,0.0005027391192958604,0.05366343973454646
fremtpl_claim_count,2026082811,tabm,regression,order,16,0.00040025128802157774,0.00038594345271625676,4.487920317887464e-06,0.0005027391192958604,0.20385887499231758
fremtpl_claim_count,2026082811,tabm,regression,schema_initialization,16,0.0003696720675824402,0.00034520856599509027,4.664915797324169e-06,0.0005027391192958604,0.2646841007713796
fremtpl_claim_count,2026082811,tabm,regression,schema_order,16,0.00032976272554329655,0.00031906459822541623,2.9442043496355836e-06,0.0005027391192958604,0.34406790144923605
fremtpl_claim_count,2026082811,tabm,regression,initialization_order,16,0.000371827610461534,0.00036281170803753766,3.886811310991183e-06,0.0005027391192958604,0.2603965034940624
fremtpl_claim_count,2026082811,tabm,regression,all_factors,16,0.000280398169883791,0.0002673546758018766,2.7090809973259235e-06,0.0005027391192958604,0.4422590979661212
fremtpl_claim_count,2026082821,tabm,regression,none,16,0.0002958873007828748,0.0002856358509424027,3.279315476736918e-06,0.0002958873007828748,0.0
fremtpl_claim_count,2026082821,tabm,regression,schema,16,0.0002425596242516759,0.00023263361127583973,2.6956635011493517e-06,0.0002958873007828748,0.18022969012222423
fremtpl_claim_count,2026082821,tabm,regression,initialization,16,0.000281041570061071,0.0002683127598056374,3.265045125800166e-06,0.0002958873007828748,0.050173598807803366
fremtpl_claim_count,2026082821,tabm,regression,order,16,0.00025928082361604285,0.00025009554017587916,2.788685676525346e-06,0.0002958873007828748,0.12371763529552138
fremtpl_claim_count,2026082821,tabm,regression,schema_initialization,16,0.00021154254889659653,0.0002027638827437689,2.2540527681774127e-06,0.0002958873007828748,0.28505701888223767
fremtpl_claim_count,2026082821,tabm,regression,schema_order,16,0.00021075681560575084,0.00020429263761943201,1.9766292861278367e-06,0.0002958873007828748,0.2877125343057342
fremtpl_claim_count,2026082821,tabm,regression,initialization_order,16,0.00023426341780042432,0.00022562093481010028,2.318591995341393e-06,0.0002958873007828748,0.20826808997683455
fremtpl_claim_count,2026082821,tabm,regression,all_factors,16,0.00016976901491671894,0.000167271678137384,1.2016273864359908e-06,0.0002958873007828748,0.42623757603812396
heloc_credit_risk,2026082801,ft_transformer,classification,none,16,0.004340706407077187,0.004265822394958377,3.597788467003996e-05,0.004340706407077187,0.0
heloc_credit_risk,2026082801,ft_transformer,classification,schema,16,0.0039248276462836885,0.003856789839452342,3.1319709982070046e-05,0.004340706407077187,0.09580900475448884
heloc_credit_risk,2026082801,ft_transformer,classification,initialization,16,0.004086519838347541,0.003980734468339492,3.1952013619806375e-05,0.004340706407077187,0.05855880239106115
heloc_credit_risk,2026082801,ft_transformer,classification,order,16,0.004181730184039968,0.004063771547001249,3.4062073272732e-05,0.004340706407077187,0.03662450489119018
heloc_credit_risk,2026082801,ft_transformer,classification,schema_initialization,16,0.0030029990422223533,0.0029467239348050385,1.6271400400363666e-05,0.004340706407077187,0.30817734244218975
heloc_credit_risk,2026082801,ft_transformer,classification,schema_order,16,0.0035348495072438646,0.0034874208686045244,2.0242842527000346e-05,0.004340706407077187,0.1856510955266255
heloc_credit_risk,2026082801,ft_transformer,classification,initialization_order,16,0.0036899490928012455,0.0036745129639021304,2.2397070397810715e-05,0.004340706407077187,0.14991967971271491
heloc_credit_risk,2026082801,ft_transformer,classification,all_factors,16,0.002883227132177298,0.0028427520650584834,1.3519004705763574e-05,0.004340706407077187,0.3357700655643472
heloc_credit_risk,2026082811,ft_transformer,classification,none,16,0.00421900270556603,0.004104329458388037,3.662261221329429e-05,0.00421900270556603,0.0
heloc_credit_risk,2026082811,ft_transformer,classification,schema,16,0.0037596071906352327,0.00373508597758886,2.6631509750615036e-05,0.00421900270556603,0.10888722927926264
heloc_credit_risk,2026082811,ft_transformer,classification,initialization,16,0.003928368031617923,0.0038489064255598127,3.0715351592685074e-05,0.00421900270556603,0.06888705559839525
heloc_credit_risk,2026082811,ft_transformer,classification,order,16,0.004108538590343594,0.004032385435199903,3.1542181496306845e-05,0.00421900270556603,0.026182518223253126
heloc_credit_risk,2026082811,ft_transformer,classification,schema_initialization,16,0.0028242759283196926,0.0027794651749544204,1.4788067044742059e-05,0.00421900270556603,0.33058210069557614
heloc_credit_risk,2026082811,ft_transformer,classification,schema_order,16,0.0035668183351380027,0.00350945197504509,2.2332685524078637e-05,0.00421900270556603,0.15458259118146955
heloc_credit_risk,2026082811,ft_transformer,classification,initialization_order,16,0.00368129813930436,0.0036467913999069213,2.3955447219847462e-05,0.00421900270556603,0.1274482629632565
heloc_credit_risk,2026082811,ft_transformer,classification,all_factors,16,0.0028039643243725097,0.0027843157768093355,1.3442009039548411e-05,0.00421900270556603,0.3353964147324897
heloc_credit_risk,2026082821,ft_transformer,classification,none,16,0.004403404292462424,0.004269986352643513,3.8183485743171546e-05,0.004403404292462424,0.0
heloc_credit_risk,2026082821,ft_transformer,classification,schema,16,0.003884963227372708,0.003798560493520486,2.7783875574117565e-05,0.004403404292462424,0.11773642179010524
heloc_credit_risk,2026082821,ft_transformer,classification,initialization,16,0.0040340892945674965,0.003933614141444794,3.185868899036675e-05,0.004403404292462424,0.08387033607772654
heloc_credit_risk,2026082821,ft_transformer,classification,order,16,0.004234922983611331,0.0041720547879616505,3.313623853133809e-05,0.004403404292462424,0.038261603446109405
heloc_credit_risk,2026082821,ft_transformer,classification,schema_initialization,16,0.002968126412322307,0.0029371735328512037,1.4767174256869057e-05,0.004403404292462424,0.3259473318398153
heloc_credit_risk,2026082821,ft_transformer,classification,schema_order,16,0.0036193974719571156,0.003598995509768035,2.1007885030502312e-05,0.004403404292462424,0.1780456139008949
heloc_credit_risk,2026082821,ft_transformer,classification,initialization_order,16,0.0037744209190565025,0.003733358684381066,2.4355525035589898e-05,0.004403404292462424,0.14284025077656182
heloc_credit_risk,2026082821,ft_transformer,classification,all_factors,16,0.002892931747759544,0.00289706457745777,1.3201789693998159e-05,0.004403404292462424,0.3430238162070305
heloc_credit_risk,2026082801,mlp,classification,none,16,6.75762415937356e-05,6.265843475873243e-05,1.0858149241942498e-06,6.75762415937356e-05,0.0
heloc_credit_risk,2026082801,mlp,classification,schema,16,5.6381545378586396e-05,5.21090319424716e-05,9.89873560411308e-07,6.75762415937356e-05,0.16566023725396062
heloc_credit_risk,2026082801,mlp,classification,initialization,16,5.5347904563979476e-05,5.259015077029677e-05,8.680729713415329e-07,6.75762415937356e-05,0.18095615768737427
heloc_credit_risk,2026082801,mlp,classification,order,16,5.3579858806339774e-05,5.038005695343936e-05,8.753002493364226e-07,6.75762415937356e-05,0.20711987611772276
heloc_credit_risk,2026082801,mlp,classification,schema_initialization,16,2.1063281216179864e-05,1.7078961191545287e-05,5.790860116623277e-07,6.75762415937356e-05,0.6883034522279134
heloc_credit_risk,2026082801,mlp,classification,schema_order,16,4.303415523766719e-05,4.124879009707961e-05,6.350879184554259e-07,6.75762415937356e-05,0.3631762551047747
heloc_credit_risk,2026082801,mlp,classification,initialization_order,16,4.387129862428559e-05,4.213988415324831e-05,6.238896426970111e-07,6.75762415937356e-05,0.3507881233165161
heloc_credit_risk,2026082801,mlp,classification,all_factors,16,8.347957775875049e-06,8.221393004351598e-06,6.190670900191128e-08,6.75762415937356e-05,0.8764660836561098
heloc_credit_risk,2026082811,mlp,classification,none,16,7.337309212444356e-05,6.876147953413523e-05,1.1434372838520363e-06,7.337309212444356e-05,0.0
heloc_credit_risk,2026082811,mlp,classification,schema,16,6.144571501382352e-05,5.750481752012545e-05,9.507733667078637e-07,7.337309212444356e-05,0.16255791824052823
heloc_credit_risk,2026082811,mlp,classification,initialization,16,6.424382772228596e-05,6.000434105769291e-05,1.0276037404175914e-06,7.337309212444356e-05,0.12442251154788486
heloc_credit_risk,2026082811,mlp,classification,order,16,6.257168139903651e-05,5.8587142713422785e-05,9.378231703497645e-07,7.337309212444356e-05,0.14721215111239205
heloc_credit_risk,2026082811,mlp,classification,schema_initialization,16,2.1931578069690556e-05,1.7237328848726595e-05,6.223432761283926e-07,7.337309212444356e-05,0.7010950822067883
heloc_credit_risk,2026082811,mlp,classification,schema_order,16,5.105255421573804e-05,4.774387260076025e-05,8.13240570091018e-07,7.337309212444356e-05,0.3042060415124531
heloc_credit_risk,2026082811,mlp,classification,initialization_order,16,5.1747138386264224e-05,4.910338091968349e-05,7.80396993707448e-07,7.337309212444356e-05,0.29473957157892294
heloc_credit_risk,2026082811,mlp,classification,all_factors,16,1.0443720549566046e-05,1.0157705870005046e-05,8.626560682038743e-08,7.337309212444356e-05,0.8576627991654884
heloc_credit_risk,2026082821,mlp,classification,none,16,6.82399633300763e-05,6.289688953994958e-05,1.2667261789465756e-06,6.82399633300763e-05,0.0
heloc_credit_risk,2026082821,mlp,classification,schema,16,5.7126638506003334e-05,5.1015997295411766e-05,1.1500492193646485e-06,6.82399633300763e-05,0.16285654742101596
heloc_credit_risk,2026082821,mlp,classification,initialization,16,6.219066089361567e-05,5.514832623524743e-05,1.3406293218249346e-06,6.82399633300763e-05,0.08864750420805745
heloc_credit_risk,2026082821,mlp,classification,order,16,4.710337982801839e-05,4.444834396677249e-05,7.036943792710793e-07,6.82399633300763e-05,0.3097390806003276
heloc_credit_risk,2026082821,mlp,classification,schema_initialization,16,2.82598404406916e-05,1.9880347632790195e-05,1.0614708383553286e-06,6.82399633300763e-05,0.5858755037132872
heloc_credit_risk,2026082821,mlp,classification,schema_order,16,3.633738371944839e-05,3.4940584551285395e-05,5.068528286706905e-07,6.82399633300763e-05,0.4675058140977497
heloc_credit_risk,2026082821,mlp,classification,initialization_order,16,3.806590323066159e-05,3.629111215713017e-05,5.650841157569973e-07,6.82399633300763e-05,0.44217579592566536
heloc_credit_risk,2026082821,mlp,classification,all_factors,16,8.093750995665967e-06,7.844021452698025e-06,7.140327472454584e-08,6.82399633300763e-05,0.881392799751129
heloc_credit_risk,2026082801,resnet,classification,none,16,0.001660382761899028,0.0015746223547917387,1.9269952486436224e-05,0.001660382761899028,0.0
heloc_credit_risk,2026082801,resnet,classification,schema,16,0.0014508147452824364,0.0013915430460742356,1.6487269979784283e-05,0.001660382761899028,0.12621669016661108
heloc_credit_risk,2026082801,resnet,classification,initialization,16,0.001555214282734781,0.001497427530103171,1.8387012888342437e-05,0.001660382761899028,0.06333990064071904
heloc_credit_risk,2026082801,resnet,classification,order,16,0.0013166198276462428,0.0012974568093516371,1.1440258821414183e-05,0.001660382761899028,0.20703836617745508
heloc_credit_risk,2026082801,resnet,classification,schema_initialization,16,0.0010744050257246813,0.0009910010580711026,1.5045337712358635e-05,0.001660382761899028,0.3529172607791633
heloc_credit_risk,2026082801,resnet,classification,schema_order,16,0.0011185684395758663,0.0011037897804763133,7.961627909567618e-06,0.001660382761899028,0.3263189276329712
heloc_credit_risk,2026082801,resnet,classification,initialization_order,16,0.0011870678763699497,0.0011510592589343794,9.312391690061416e-06,0.001660382761899028,0.2850637192762314
heloc_credit_risk,2026082801,resnet,classification,all_factors,16,0.0007717455318758252,0.0007636362624170718,4.215343935153457e-06,0.001660382761899028,0.5352002263663846
heloc_credit_risk,2026082811,resnet,classification,none,16,0.001530612841451508,0.0014525838334613172,1.7547134870595398e-05,0.001530612841451508,0.0
heloc_credit_risk,2026082811,resnet,classification,schema,16,0.001353840131324081,0.0013003179148982926,1.5690310952907927e-05,0.001530612841451508,0.11549145893731705
heloc_credit_risk,2026082811,resnet,classification,initialization,16,0.001421463548832763,0.0013546802455616232,1.638628577628819e-05,0.001530612841451508,0.07131084338429872
heloc_credit_risk,2026082811,resnet,classification,order,16,0.0012504316354404839,0.001214724101985959,1.1091722254996656e-05,0.001530612841451508,0.18305164991646306
heloc_credit_risk,2026082811,resnet,classification,schema_initialization,16,0.0009871071836649883,0.0009231423376185053,1.1636939334166121e-05,0.001530612841451508,0.35509022469137497
heloc_credit_risk,2026082811,resnet,classification,schema_order,16,0.0010424959309674223,0.0010256493254698468,7.571352391438911e-06,0.001530612841451508,0.31890292389105757
heloc_credit_risk,2026082811,resnet,classification,initialization_order,16,0.0010854522802055857,0.0010643087102675886,8.048540308206721e-06,0.001530612841451508,0.2908381199936677
heloc_credit_risk,2026082811,resnet,classification,all_factors,16,0.0007412489269784043,0.0007338297672172525,4.21820937024969e-06,0.001530612841451508,0.5157175564557106
heloc_credit_risk,2026082821,resnet,classification,none,16,0.001667199826585039,0.0016118830644779474,1.8611875734574628e-05,0.001667199826585039,0.0
heloc_credit_risk,2026082821,resnet,classification,schema,16,0.0014633461670751813,0.0014152365483346473,1.5851181205896016e-05,0.001667199826585039,0.12227308104237
heloc_credit_risk,2026082821,resnet,classification,initialization,16,0.001526570577310909,0.0014743875818226649,1.7077307190896184e-05,0.001667199826585039,0.08435056615989689
heloc_credit_risk,2026082821,resnet,classification,order,16,0.0013362301039579237,0.0012996616827953404,1.1975585212541412e-05,0.001667199826585039,0.1985183283668207
heloc_credit_risk,2026082821,resnet,classification,schema_initialization,16,0.0010433554113829658,0.0009720089153798063,1.328982484902012e-05,0.001667199826585039,0.37418694823157883
heloc_credit_risk,2026082821,resnet,classification,schema_order,16,0.001129975670685416,0.0011097722463914157,8.525144107234296e-06,0.001667199826585039,0.32223141301545766
heloc_credit_risk,2026082821,resnet,classification,initialization_order,16,0.001158282068967655,0.0011361288156740061,8.941078364662811e-06,0.001667199826585039,0.3052530053699748
heloc_credit_risk,2026082821,resnet,classification,all_factors,16,0.0007687883484882719,0.0007558491846295581,4.331288779947536e-06,0.001667199826585039,0.5388745030864132
heloc_credit_risk,2026082801,tabm,classification,none,16,8.825320254441017e-05,8.280913545721363e-05,1.3957722362521006e-06,8.825320254441017e-05,0.0
heloc_credit_risk,2026082801,tabm,classification,schema,16,7.454078443830109e-05,7.292381993947795e-05,1.238673886629054e-06,8.825320254441017e-05,0.1553758697788764
heloc_credit_risk,2026082801,tabm,classification,initialization,16,7.408800526418046e-05,7.022147339265058e-05,1.2176203932599775e-06,8.825320254441017e-05,0.16050632579709045
heloc_credit_risk,2026082801,tabm,classification,order,16,7.018247786396255e-05,6.528257264634032e-05,1.1140966438773585e-06,8.825320254441017e-05,0.2047599878469475
heloc_credit_risk,2026082801,tabm,classification,schema_initialization,16,2.6949192599669614e-05,2.163599861923391e-05,7.869462486050661e-07,8.825320254441017e-05,0.6946377941796682
heloc_credit_risk,2026082801,tabm,classification,schema_order,16,5.524938075020732e-05,5.290675003914259e-05,8.506329977493658e-07,8.825320254441017e-05,0.3739674124301029
heloc_credit_risk,2026082801,tabm,classification,initialization_order,16,5.712628545657264e-05,5.4550688118407705e-05,8.1277384093683e-07,8.825320254441017e-05,0.35270014220927626
heloc_credit_risk,2026082801,tabm,classification,all_factors,16,1.1496378863835805e-05,1.0970326779498241e-05,1.190486333272089e-07,8.825320254441017e-05,0.8697341452504154
heloc_credit_risk,2026082811,tabm,classification,none,16,8.69565001475997e-05,8.157345909504747e-05,1.3221674941848565e-06,8.69565001475997e-05,0.0
heloc_credit_risk,2026082811,tabm,classification,schema,16,7.368788768586184e-05,7.013503503793117e-05,1.0532115359076728e-06,8.69565001475997e-05,0.15258908119825143
heloc_credit_risk,2026082811,tabm,classification,initialization,16,7.363682156042722e-05,6.902421902790079e-05,1.11373829125123e-06,8.69565001475997e-05,0.15317634178656803
heloc_credit_risk,2026082811,tabm,classification,order,16,7.358980998197426e-05,7.030095608910627e-05,1.0772931808203348e-06,8.69565001475997e-05,0.15371697507301763
heloc_credit_risk,2026082811,tabm,classification,schema_initialization,16,2.286356547843194e-05,1.980237501669434e-05,5.005372076945346e-07,8.69565001475997e-05,0.737068931711564
heloc_credit_risk,2026082811,tabm,classification,schema_order,16,6.013419242093746e-05,5.602549527021199e-05,8.800125878006586e-07,8.69565001475997e-05,0.3084566154471965
heloc_credit_risk,2026082811,tabm,classification,initialization_order,16,5.961858281953734e-05,5.5556424280023144e-05,9.590642791745696e-07,8.69565001475997e-05,0.314386127335611
heloc_credit_risk,2026082811,tabm,classification,all_factors,16,1.123293904287818e-05,1.0852440268024888e-05,9.271460919212276e-08,8.69565001475997e-05,0.8708211689314609
heloc_credit_risk,2026082821,tabm,classification,none,16,0.00010725423117610778,9.433122234427861e-05,2.3260977082825725e-06,0.00010725423117610778,0.0
heloc_credit_risk,2026082821,tabm,classification,schema,16,9.337301400531964e-05,8.005298885142526e-05,2.1601622522801104e-06,0.00010725423117610778,0.12942349237481976
heloc_credit_risk,2026082821,tabm,classification,initialization,16,9.269657579158043e-05,8.345622151283052e-05,1.8589447471914361e-06,0.00010725423117610778,0.13573035977130066
heloc_credit_risk,2026082821,tabm,classification,order,16,6.610992680132385e-05,6.226855373816972e-05,1.0425581252898286e-06,0.00010725423117610778,0.38361474343353774
heloc_credit_risk,2026082821,tabm,classification,schema_initialization,16,4.663338015961846e-05,3.368023671751342e-05,1.671580615951716e-06,0.00010725423117610778,0.5652070818255361
heloc_credit_risk,2026082821,tabm,classification,schema_order,16,5.4387228634546536e-05,5.133532760577573e-05,7.910623090665667e-07,0.00010725423117610778,0.49291297846101223
heloc_credit_risk,2026082821,tabm,classification,initialization_order,16,5.250381402559889e-05,4.937975263165875e-05,7.566356565986285e-07,0.00010725423117610778,0.5104732610558793
heloc_credit_risk,2026082821,tabm,classification,all_factors,16,1.0608160248134055e-05,1.0341175173920469e-05,9.966984713296222e-08,0.00010725423117610778,0.9010933169553393
kdd17_stock_return,2026082801,ft_transformer,regression,none,16,0.011086039539900342,0.010862650178435768,8.378922257775815e-05,0.011086039539900342,0.0
kdd17_stock_return,2026082801,ft_transformer,regression,schema,16,0.009702484727221159,0.00956520537883317,5.850203379256261e-05,0.011086039539900342,0.12480154050502512
kdd17_stock_return,2026082801,ft_transformer,regression,initialization,16,0.010334667869974449,0.010086238805582013,7.696720449309571e-05,0.011086039539900342,0.0677763837321338
kdd17_stock_return,2026082801,ft_transformer,regression,order,16,0.010885297411938758,0.01058127743763912,8.753167857958652e-05,0.011086039539900342,0.018107650368653583
kdd17_stock_return,2026082801,ft_transformer,regression,schema_initialization,16,0.007300402600682177,0.00722524672658424,3.42652594392338e-05,0.011086039539900342,0.34147784928901637
kdd17_stock_return,2026082801,ft_transformer,regression,schema_order,16,0.009247795633688417,0.009095254482858472,5.605026715349302e-05,0.011086039539900342,0.16581610588666995
kdd17_stock_return,2026082801,ft_transformer,regression,initialization_order,16,0.009728636467457117,0.009615493369114842,5.9503961069817875e-05,0.011086039539900342,0.1224425609847164
kdd17_stock_return,2026082801,ft_transformer,regression,all_factors,16,0.007111008243303576,0.00712701416706055,3.248715463522714e-05,0.011086039539900342,0.3585618905913175
kdd17_stock_return,2026082811,ft_transformer,regression,none,16,0.011019944334089172,0.010804803928738494,9.220299110273558e-05,0.011019944334089172,0.0
kdd17_stock_return,2026082811,ft_transformer,regression,schema,16,0.009979804620307217,0.009762858671441443,7.69725681337756e-05,0.011019944334089172,0.09438702068252547
kdd17_stock_return,2026082811,ft_transformer,regression,initialization,16,0.010335813920626907,0.01016453546924295,8.074878793900963e-05,0.011019944334089172,0.06208111336333799
kdd17_stock_return,2026082811,ft_transformer,regression,order,16,0.010941924496830652,0.010711434544786978,9.516474027724036e-05,0.011019944334089172,0.007079875804560376
kdd17_stock_return,2026082811,ft_transformer,regression,schema_initialization,16,0.007057366489311111,0.006948417592244161,4.139149791144837e-05,0.011019944334089172,0.3595823830543494
kdd17_stock_return,2026082811,ft_transformer,regression,schema_order,16,0.009494358161437979,0.009187168958352556,6.951409673691652e-05,0.011019944334089172,0.13843864600403955
kdd17_stock_return,2026082811,ft_transformer,regression,initialization_order,16,0.009634621075943752,0.00945706373929749,6.97723714299496e-05,0.011019944334089172,0.12571054954062255
kdd17_stock_return,2026082811,ft_transformer,regression,all_factors,16,0.00710685218751333,0.007021734757124272,3.860660265718844e-05,0.011019944334089172,0.35509182514389437
kdd17_stock_return,2026082821,ft_transformer,regression,none,16,0.012266644959650361,0.011989371266779002,9.34150611874705e-05,0.012266644959650361,0.0
kdd17_stock_return,2026082821,ft_transformer,regression,schema,16,0.010890897431547728,0.010784765964904262,7.171215889622796e-05,0.012266644959650361,0.11215352956150504
kdd17_stock_return,2026082821,ft_transformer,regression,initialization,16,0.011559505652009314,0.011324674668539068,8.877922709173863e-05,0.012266644959650361,0.05764732817873963
kdd17_stock_return,2026082821,ft_transformer,regression,order,16,0.012340555543978692,0.011993433172611631,0.00010199844958910628,0.012266644959650361,-0.00602533003697836
kdd17_stock_return,2026082821,ft_transformer,regression,schema_initialization,16,0.008089042398941891,0.0079955547792391,4.20630913007896e-05,0.012266644959650361,0.3405660288082183
kdd17_stock_return,2026082821,ft_transformer,regression,schema_order,16,0.010521467109596234,0.010297981428667244,6.838262984008606e-05,0.012266644959650361,0.1422701851887519
kdd17_stock_return,2026082821,ft_transformer,regression,initialization_order,16,0.010869266340425857,0.010651316934540873,7.756551054964917e-05,0.012266644959650361,0.11391693684956328
kdd17_stock_return,2026082821,ft_transformer,regression,all_factors,16,0.00785956075442971,0.0077799386666166,3.9882559158897104e-05,0.012266644959650361,0.35927380467252623
kdd17_stock_return,2026082801,mlp,regression,none,16,0.000649707382612756,0.000601385808564792,1.0038253950781446e-05,0.000649707382612756,0.0
kdd17_stock_return,2026082801,mlp,regression,schema,16,0.0005871657411562787,0.0005349243745437568,1.0219329495381424e-05,0.000649707382612756,0.09626124487760956
kdd17_stock_return,2026082801,mlp,regression,initialization,16,0.0005774501118302079,0.0005344811234514659,9.53430245480574e-06,0.000649707382612756,0.11121509885260983
kdd17_stock_return,2026082801,mlp,regression,order,16,0.0005646417094458153,0.0005321529591993243,8.436934728052777e-06,0.000649707382612756,0.1309292081996276
kdd17_stock_return,2026082801,mlp,regression,schema_initialization,16,0.00026539147918528056,0.0002325634366490725,5.657701920487136e-06,0.000649707382612756,0.5915215275559499
kdd17_stock_return,2026082801,mlp,regression,schema_order,16,0.0004545049745009628,0.0004318750670294833,6.373998424201664e-06,0.000649707382612756,0.3004466523480146
kdd17_stock_return,2026082801,mlp,regression,initialization_order,16,0.0004503172865982422,0.0004330991949387153,6.051393952442201e-06,0.000649707382612756,0.30689215075974585
kdd17_stock_return,2026082801,mlp,regression,all_factors,16,0.00017007590089503647,0.00016231445346573023,2.0668907223674493e-06,0.000649707382612756,0.7382269226938944
kdd17_stock_return,2026082811,mlp,regression,none,16,0.001834856678214124,0.0017227697799842758,3.350515601941487e-05,0.001834856678214124,0.0
kdd17_stock_return,2026082811,mlp,regression,schema,16,0.0015391395765306146,0.0013938582566840568,3.0127730147623218e-05,0.001834856678214124,0.16116632170493683
kdd17_stock_return,2026082811,mlp,regression,initialization,16,0.0015019142777485677,0.0013912785981175153,2.7491038979393387e-05,0.001834856678214124,0.18145417264394237
kdd17_stock_return,2026082811,mlp,regression,order,16,0.0015267639055884803,0.0014111867956476075,2.8719404515640213e-05,0.001834856678214124,0.16791108334712657
kdd17_stock_return,2026082811,mlp,regression,schema_initialization,16,0.0006904216053139837,0.0005851736681127216,1.7025445022561496e-05,0.001834856678214124,0.6237190547296725
kdd17_stock_return,2026082811,mlp,regression,schema_order,16,0.0012245537195881722,0.0011488158768975093,2.2816065558419326e-05,0.001834856678214124,0.3326161470115273
kdd17_stock_return,2026082811,mlp,regression,initialization_order,16,0.001183005597692802,0.0010952439946890274,2.0075452693890566e-05,0.001834856678214124,0.35525994387516535
kdd17_stock_return,2026082811,mlp,regression,all_factors,16,0.00039194562994046767,0.00036393612408272666,6.175848752221972e-06,0.001834856678214124,0.7863889672723918
kdd17_stock_return,2026082821,mlp,regression,none,16,0.0009153966403980014,0.000843631422741394,1.5844715133928173e-05,0.0009153966403980014,0.0
kdd17_stock_return,2026082821,mlp,regression,schema,16,0.0008073537964447655,0.0007258772927866732,1.5453298393050583e-05,0.0009153966403980014,0.1180284471071037
kdd17_stock_return,2026082821,mlp,regression,initialization,16,0.0008336164132953147,0.0007605987114115584,1.58082308320913e-05,0.0009153966403980014,0.08933857029137648
kdd17_stock_return,2026082821,mlp,regression,order,16,0.0008085876738577501,0.0007539173551258933,1.3354988404287496e-05,0.0009153966403980014,0.11668053150578772
kdd17_stock_return,2026082821,mlp,regression,schema_initialization,16,0.000384610252938826,0.00031712729308526054,9.845888979340265e-06,0.0009153966403980014,0.579843058227084
kdd17_stock_return,2026082821,mlp,regression,schema_order,16,0.0006380013316821343,0.0005892989412140571,9.969481957030509e-06,0.0009153966403980014,0.303032911061657
kdd17_stock_return,2026082821,mlp,regression,initialization_order,16,0.0006322085858950987,0.0006058061790327399,9.3123799734586e-06,0.0009153966403980014,0.3093610376151005
kdd17_stock_return,2026082821,mlp,regression,all_factors,16,0.0002554601372378014,0.00023275575657357632,4.357907153330074e-06,0.0009153966403980014,0.7209295665245932
kdd17_stock_return,2026082801,resnet,regression,none,16,0.007477523519663938,0.007210957335405615,6.649962035728503e-05,0.007477523519663938,0.0
kdd17_stock_return,2026082801,resnet,regression,schema,16,0.00637994083381237,0.006255399349518778,4.449751633032851e-05,0.007477523519663938,0.146784250556379
kdd17_stock_return,2026082801,resnet,regression,initialization,16,0.006806088375614463,0.006587969874100128,5.46956321548713e-05,0.007477523519663938,0.0897937856408978
kdd17_stock_return,2026082801,resnet,regression,order,16,0.007065121377718693,0.006835351183080804,5.935402527506559e-05,0.007477523519663938,0.05515223601246255
kdd17_stock_return,2026082801,resnet,regression,schema_initialization,16,0.004357426230962823,0.004300651867416629,2.1565732108423412e-05,0.007477523519663938,0.4172634536683265
kdd17_stock_return,2026082801,resnet,regression,schema_order,16,0.005828441118466993,0.005721476382779353,3.987481627107963e-05,0.007477523519663938,0.2205385776267086
kdd17_stock_return,2026082801,resnet,regression,initialization_order,16,0.006228869735648238,0.00611872606326852,4.283788097851631e-05,0.007477523519663938,0.1669876103675323
kdd17_stock_return,2026082801,resnet,regression,all_factors,16,0.004046379318439634,0.0040528775232786685,1.6409070116682935e-05,0.007477523519663938,0.45886103764184616
kdd17_stock_return,2026082811,resnet,regression,none,16,0.006860606351792424,0.006693193415154127,6.1007366049337076e-05,0.006860606351792424,0.0
kdd17_stock_return,2026082811,resnet,regression,schema,16,0.005945029132630893,0.0057855488464628345,4.885658344613891e-05,0.006860606351792424,0.13345427098033746
kdd17_stock_return,2026082811,resnet,regression,initialization,16,0.006149214052679014,0.0060250969488921365,5.3129994750786326e-05,0.006860606351792424,0.10369233601743522
kdd17_stock_return,2026082811,resnet,regression,order,16,0.006236270589165742,0.006136137109651089,5.468671851114654e-05,0.006860606351792424,0.0910030004073279
kdd17_stock_return,2026082811,resnet,regression,schema_initialization,16,0.0039404307814765276,0.0037979951836158965,3.232917475401175e-05,0.006860606351792424,0.4256439475722087
