dataset,split_seed,context_replicate,query_family,model,n_queries,variance_temperature,rho,rmse,nll,crps,coverage90
bike_sharing,20260923,0,point,neural_projective,32,1.8085428494637625,,0.7736651504942211,1.2622800940631858,0.4615212901249556,0.96875
bike_sharing,20260923,1,point,neural_projective,32,1.8085428494637625,,1.1248647043172577,1.6466187015454747,0.6560750925998948,0.90625
bike_sharing,20260923,2,point,neural_projective,32,1.8085428494637625,,1.0087738182154513,1.42493473952795,0.536123065222626,0.84375
bike_sharing,20260923,3,point,neural_projective,32,1.8085428494637625,,0.8583516361407936,1.2565340975214023,0.48208136618330577,0.875
bike_sharing,20260923,0,subset,neural_projective,32,1.8085428494637625,,0.5076666428193457,0.7208145654478013,0.2840461480209733,0.96875
bike_sharing,20260923,1,subset,neural_projective,32,1.8085428494637625,,0.5151318089596044,0.7928978887714121,0.3065982762395716,0.9375
bike_sharing,20260923,2,subset,neural_projective,32,1.8085428494637625,,0.509548624952731,0.7013504633340035,0.2817288369122014,0.9375
bike_sharing,20260923,3,subset,neural_projective,32,1.8085428494637625,,0.5054564556111232,0.8223709168621661,0.2925516151918366,0.84375
bike_sharing,20260923,0,difference,neural_projective,32,1.8085428494637625,,1.1958778572144868,1.6690848402763239,0.6864754190060196,0.90625
bike_sharing,20260923,1,difference,neural_projective,32,1.8085428494637625,,1.4161882800099646,1.8242739587586894,0.8001390464763303,0.84375
bike_sharing,20260923,2,difference,neural_projective,32,1.8085428494637625,,1.0816705689960358,1.5630180185749902,0.6275868795826061,0.90625
bike_sharing,20260923,3,difference,neural_projective,32,1.8085428494637625,,1.820400778584736,2.7044733856531584,1.0696387802182814,0.75
bike_sharing,20260923,0,dense,neural_projective,32,1.8085428494637625,,0.9868022487636642,1.4437125826099182,0.5595754923647343,0.90625
bike_sharing,20260923,1,dense,neural_projective,32,1.8085428494637625,,0.9636892326039413,1.3846335192509032,0.535123591651619,0.9375
bike_sharing,20260923,2,dense,neural_projective,32,1.8085428494637625,,1.0361978667781175,1.4626896845084483,0.5447419941137411,0.9375
bike_sharing,20260923,3,dense,neural_projective,32,1.8085428494637625,,1.1631517433462646,1.8691006979180023,0.6968797182561786,0.65625
bike_sharing,20260923,0,scaled_dense,neural_projective,32,1.8085428494637625,,2.291428612572781,2.2694200220643004,1.279390728891306,0.90625
bike_sharing,20260923,1,scaled_dense,neural_projective,32,1.8085428494637625,,2.4092034457383016,2.2101735572496812,1.2689767009828632,0.9375
bike_sharing,20260923,2,scaled_dense,neural_projective,32,1.8085428494637625,,2.291195796677556,2.2909553722696234,1.2308257640848759,0.9375
bike_sharing,20260923,3,scaled_dense,neural_projective,32,1.8085428494637625,,2.9286126059291306,2.749347303477508,1.7270096799387764,0.65625
bike_sharing,20260923,0,point,neural_direct,32,2.8663058399632635,,0.8416448362767124,1.5214357798521034,0.543387304061242,1.0
bike_sharing,20260923,1,point,neural_direct,32,2.8663058399632635,,1.2491731667263721,1.6917486161173265,0.7293201313119099,0.96875
bike_sharing,20260923,2,point,neural_direct,32,2.8663058399632635,,1.1018830416701313,1.5729288473937046,0.6090648712764268,0.90625
bike_sharing,20260923,3,point,neural_direct,32,2.8663058399632635,,0.9820730105913602,1.4058036327637113,0.5561411465352998,0.9375
bike_sharing,20260923,0,subset,neural_direct,32,2.8663058399632635,,0.5322105005179701,0.9638106235585626,0.3231892992912977,1.0
bike_sharing,20260923,1,subset,neural_direct,32,2.8663058399632635,,0.6021773978289555,1.046536591025725,0.3681371901829507,1.0
bike_sharing,20260923,2,subset,neural_direct,32,2.8663058399632635,,0.491327158804063,0.8709333156773333,0.2960642643330953,1.0
bike_sharing,20260923,3,subset,neural_direct,32,2.8663058399632635,,0.519024035116418,0.8148004332870176,0.300135107553993,0.96875
bike_sharing,20260923,0,difference,neural_direct,32,2.8663058399632635,,1.2395386470555951,1.8452910542070207,0.7656943428402372,1.0
bike_sharing,20260923,1,difference,neural_direct,32,2.8663058399632635,,1.5972255094856402,1.973341412525623,0.9214904411044,0.9375
bike_sharing,20260923,2,difference,neural_direct,32,2.8663058399632635,,1.2154951199188393,1.799565701148094,0.743861477588885,0.96875
bike_sharing,20260923,3,difference,neural_direct,32,2.8663058399632635,,1.939261080057904,2.223162980144914,1.102975218107677,0.8125
bike_sharing,20260923,0,dense,neural_direct,32,2.8663058399632635,,1.0615864902621674,1.5673952246218077,0.6179191418856674,0.96875
bike_sharing,20260923,1,dense,neural_direct,32,2.8663058399632635,,1.0982002595757658,1.609401867391256,0.636967655647369,0.96875
bike_sharing,20260923,2,dense,neural_direct,32,2.8663058399632635,,1.1655528995579885,1.655853949175867,0.6556784575521647,0.84375
bike_sharing,20260923,3,dense,neural_direct,32,2.8663058399632635,,1.2571912825337181,1.8201455101253465,0.7373899030219095,0.78125
bike_sharing,20260923,0,scaled_dense,neural_direct,32,2.8663058399632635,,2.4857094352494857,2.3141822565634955,1.367334932316591,0.875
bike_sharing,20260923,1,scaled_dense,neural_direct,32,2.8663058399632635,,2.7169086494563692,2.6970297301723845,1.4817400953400663,0.875
bike_sharing,20260923,2,scaled_dense,neural_direct,32,2.8663058399632635,,2.6047026212187485,3.952073668774165,1.4962726404510178,0.8125
bike_sharing,20260923,3,scaled_dense,neural_direct,32,2.8663058399632635,,3.1656388068718453,4.956373959165471,1.954135479479722,0.625
bike_sharing,20260923,0,point,bayes_linear,32,1.6079036870097796,,0.8344401978632672,1.3089335028793796,0.4881836143712216,0.96875
bike_sharing,20260923,1,point,bayes_linear,32,1.6079036870097796,,1.1147539027197788,1.5555032525820933,0.6495512456103848,0.90625
bike_sharing,20260923,2,point,bayes_linear,32,1.6079036870097796,,1.0915553318479037,1.5065933647389294,0.5774921982643311,0.90625
bike_sharing,20260923,3,point,bayes_linear,32,1.6079036870097796,,0.9198942942176125,1.3605809180956547,0.5252265629546602,0.84375
bike_sharing,20260923,0,subset,bayes_linear,32,1.6079036870097796,,0.5293247581689395,0.7521057648872254,0.296793983883995,0.9375
bike_sharing,20260923,1,subset,bayes_linear,32,1.6079036870097796,,0.5349446753236194,0.8278566469299188,0.31720650598943045,0.90625
bike_sharing,20260923,2,subset,bayes_linear,32,1.6079036870097796,,0.4745583304341548,0.6753800818054004,0.2663464894223585,0.9375
bike_sharing,20260923,3,subset,bayes_linear,32,1.6079036870097796,,0.5008612223774767,0.8323114936180891,0.29311987011499996,0.875
bike_sharing,20260923,0,difference,bayes_linear,32,1.6079036870097796,,1.2375386148702792,1.6833460319610205,0.7068782283063767,0.9375
bike_sharing,20260923,1,difference,bayes_linear,32,1.6079036870097796,,1.383435977791415,1.7404446478020827,0.7703254075159953,0.9375
bike_sharing,20260923,2,difference,bayes_linear,32,1.6079036870097796,,1.215883172309197,1.6609107540188723,0.6994135230977592,0.9375
bike_sharing,20260923,3,difference,bayes_linear,32,1.6079036870097796,,1.8822751382524117,2.4626425360651045,1.0817045890431596,0.71875
bike_sharing,20260923,0,dense,bayes_linear,32,1.6079036870097796,,1.0598026659532926,1.4796962960099957,0.5956951797641673,0.90625
bike_sharing,20260923,1,dense,bayes_linear,32,1.6079036870097796,,0.9905815307531144,1.428571233343515,0.5466064575437004,0.90625
bike_sharing,20260923,2,dense,bayes_linear,32,1.6079036870097796,,1.1579837724481612,1.5698828469114166,0.6245561686692754,0.875
bike_sharing,20260923,3,dense,bayes_linear,32,1.6079036870097796,,1.214437757314958,1.8732519254804194,0.7263843184289449,0.65625
bike_sharing,20260923,0,scaled_dense,bayes_linear,32,1.6079036870097796,,2.479201890241576,2.305403735464378,1.368147247241751,0.90625
bike_sharing,20260923,1,scaled_dense,bayes_linear,32,1.6079036870097796,,2.4921938126549263,2.2541112713422935,1.3023106982407728,0.90625
bike_sharing,20260923,2,scaled_dense,bayes_linear,32,1.6079036870097796,,2.5751495526409602,2.398148534672592,1.4134791432513307,0.875
bike_sharing,20260923,3,scaled_dense,bayes_linear,32,1.6079036870097796,,3.0603437856540086,2.7534985310399254,1.7993304537287553,0.65625
bike_sharing,20260923,0,point,gp_rbf,32,1.65522557105012,,0.8354247912351963,1.3157863237617549,0.4896491646187717,1.0
bike_sharing,20260923,1,point,gp_rbf,32,1.65522557105012,,1.235938009218259,1.6485241445041359,0.727903193865653,0.90625
bike_sharing,20260923,2,point,gp_rbf,32,1.65522557105012,,1.1006034091396457,1.5133305025653958,0.5835483210110177,0.90625
