dataset,split_seed,model,variance_temperature,rho,validation_nll
elevators,20260922,neural_projective,2.2959020348460557,,1.5251790813870982
elevators,20260922,neural_direct,3.3999828644356875,,1.7557514562890073
elevators,20260922,bayes_linear,1.7823404484999579,,1.4357250603425082
elevators,20260922,gp_rbf,2.498510602290214,,1.5379528881912268
elevators,20260922,tabpfn_independent,0.09458885157636021,0.0,1.5721370563453694
elevators,20260922,tabpfn_projective,0.09458885157636021,0.0,1.5721370563453694
elevators,20260922,tabicl_independent,4.202162603028657,,1.6510833526795345
