dataset,split_seed,context_replicate,query_family,model,n_queries,variance_temperature,rho,rmse,nll,crps,coverage90
cpu_act,20260923,0,point,neural_projective,32,2.1391663703197517,,1.0529877747045266,0.9102647966876664,0.3779176969856342,0.96875
cpu_act,20260923,1,point,neural_projective,32,2.1391663703197517,,0.3992850778688437,1.2820129006197178,0.3768463115831381,1.0
cpu_act,20260923,2,point,neural_projective,32,2.1391663703197517,,0.9848548595513709,1.3815576821754745,0.5024496647485686,1.0
cpu_act,20260923,3,point,neural_projective,32,2.1391663703197517,,0.34413890522061025,0.6090105683272087,0.22168786170569776,1.0
cpu_act,20260923,0,subset,neural_projective,32,2.1391663703197517,,0.7094267843747282,0.9600595270898881,0.31793997330528867,0.84375
cpu_act,20260923,1,subset,neural_projective,32,2.1391663703197517,,0.45307190385463464,0.9112367893437117,0.2867465897906279,1.0
cpu_act,20260923,2,subset,neural_projective,32,2.1391663703197517,,0.7102573794710709,0.8358112708875238,0.307025624473764,0.96875
cpu_act,20260923,3,subset,neural_projective,32,2.1391663703197517,,0.6113416234188654,0.7159576416252538,0.2736356229007928,0.84375
cpu_act,20260923,0,difference,neural_projective,32,2.1391663703197517,,1.4057384439361407,1.3839013606875246,0.59051494835279,0.90625
cpu_act,20260923,1,difference,neural_projective,32,2.1391663703197517,,1.7703891865615038,1.8848808997527615,0.8885368284224581,0.96875
cpu_act,20260923,2,difference,neural_projective,32,2.1391663703197517,,1.1181502193855417,1.7125785206636126,0.6522735720028342,1.0
cpu_act,20260923,3,difference,neural_projective,32,2.1391663703197517,,1.4308753435529296,1.3793680878789294,0.6082595072372048,0.9375
cpu_act,20260923,0,dense,neural_projective,32,2.1391663703197517,,1.1778893977237432,1.7683678399332425,0.6062898550808774,0.84375
cpu_act,20260923,1,dense,neural_projective,32,2.1391663703197517,,0.9937874283943026,1.5424726427981814,0.5788298374406624,1.0
cpu_act,20260923,2,dense,neural_projective,32,2.1391663703197517,,0.765548130728835,1.443698552048076,0.4928112110388913,1.0
cpu_act,20260923,3,dense,neural_projective,32,2.1391663703197517,,0.8270221689650472,1.2292887405555935,0.45296431955278693,0.8125
cpu_act,20260923,0,scaled_dense,neural_projective,32,2.1391663703197517,,2.6274659710584016,2.6165319505132874,1.372557663518332,0.84375
cpu_act,20260923,1,scaled_dense,neural_projective,32,2.1391663703197517,,2.3576545292241193,2.3986188079434063,1.372803802047045,1.0
cpu_act,20260923,2,scaled_dense,neural_projective,32,2.1391663703197517,,1.9330278716368332,2.282826453604286,1.1725397961405428,1.0
cpu_act,20260923,3,scaled_dense,neural_projective,32,2.1391663703197517,,1.9529093817368328,2.0343176610832963,1.0434904472573439,0.8125
cpu_act,20260923,0,point,neural_direct,32,4.218415907610753,,1.0864804817442666,1.255539974515755,0.47296874255022103,0.96875
cpu_act,20260923,1,point,neural_direct,32,4.218415907610753,,0.4461889514218126,1.9312327224272001,0.6747815308537244,1.0
cpu_act,20260923,2,point,neural_direct,32,4.218415907610753,,1.3170019539528892,1.877983328919597,0.7587768371282262,1.0
cpu_act,20260923,3,point,neural_direct,32,4.218415907610753,,0.44563270849960385,1.1589479246827579,0.344539998265706,1.0
cpu_act,20260923,0,subset,neural_direct,32,4.218415907610753,,0.7132075226303504,0.8763699420051506,0.33515174781847284,0.875
cpu_act,20260923,1,subset,neural_direct,32,4.218415907610753,,0.5807361489861903,1.3636223306491262,0.4180658953074021,1.0
cpu_act,20260923,2,subset,neural_direct,32,4.218415907610753,,0.9566876100834872,1.2368840215844945,0.43473903942000464,1.0
cpu_act,20260923,3,subset,neural_direct,32,4.218415907610753,,0.6737237914327597,0.8799454525855871,0.3307544430382447,0.90625
cpu_act,20260923,0,difference,neural_direct,32,4.218415907610753,,1.5142465131022127,1.7074610171025393,0.7501149900883286,0.90625
cpu_act,20260923,1,difference,neural_direct,32,4.218415907610753,,2.1767012311672405,2.41157190649479,1.3210396266816744,0.96875
cpu_act,20260923,2,difference,neural_direct,32,4.218415907610753,,1.4909649870648038,2.200834642540716,0.9933449272034515,0.96875
cpu_act,20260923,3,difference,neural_direct,32,4.218415907610753,,1.6150736950362983,1.9602715226544107,0.8057209117654233,0.9375
