dataset,model,model_seed,method,family,variant,scope,representation_id,reference_id,member,is_reference,rmse,mae,prediction_rmse_normalized,prediction_pearson,prediction_spearman,fit_seconds,best_epoch,best_validation_mse_normalized,lambda
california_housing,mlp,2,raw,T6,rbf_basis_reference,reference,basis_reference__median_income,basis_reference__median_income,-1,True,64320.77352420956,44598.3546295166,0.0,1.0,1.0,0.6714582340791821,32,0.2586691975593567,0.0
california_housing,mlp,2,raw,T6,orthogonal,one,T6_basis_orthogonal_m0,basis_reference__median_income,0,False,185640.18702097822,141291.55781555176,1.585430732459132,0.527132732146461,0.5573944850711253,0.6714582340791821,32,0.2586691975593567,0.0
california_housing,mlp,2,raw,T6,orthogonal,one,T6_basis_orthogonal_m1,basis_reference__median_income,1,False,250935.66470385614,225309.69686889648,2.1744123129547113,0.37277281481490143,0.3636618122074593,0.6714582340791821,32,0.2586691975593567,0.0
california_housing,mlp,2,raw,T6,orthogonal,one,T6_basis_orthogonal_m2,basis_reference__median_income,2,False,295857.86780978827,274467.2922668457,2.5816255605311174,0.5532801925145024,0.5303524400327302,0.6714582340791821,32,0.2586691975593567,0.0
california_housing,mlp,2,raw,T6,orthogonal,one,T6_basis_orthogonal_m3,basis_reference__median_income,3,False,216844.76745083748,179169.23587036133,1.8469386751625188,0.6321051394660331,0.6856269168926884,0.6714582340791821,32,0.2586691975593567,0.0
california_housing,mlp,2,raw,T6,orthogonal,one,T6_basis_orthogonal_m4,basis_reference__median_income,4,False,532407.9500744012,450195.4548339844,4.687537209329116,-0.10017546859698526,-0.03582309440839542,0.6714582340791821,32,0.2586691975593567,0.0
california_housing,mlp,2,raw,T6,orthogonal,one,T6_basis_orthogonal_m5,basis_reference__median_income,5,False,119722.37623952245,98043.17268371582,0.905939264973003,0.8836279732125273,0.8953765513956125,0.6714582340791821,32,0.2586691975593567,0.0
california_housing,mlp,2,raw,T6,orthogonal,one,T6_basis_orthogonal_m6,basis_reference__median_income,6,False,360301.3363263321,276639.9953918457,3.163138653048001,-0.05576746118844129,-0.10082193926597315,0.6714582340791821,32,0.2586691975593567,0.0
california_housing,mlp,2,raw,T6,orthogonal,one,T6_basis_orthogonal_m7,basis_reference__median_income,7,False,232373.51024579973,200427.14909362793,1.990373717962738,0.6066264197189435,0.6406010388413957,0.6714582340791821,32,0.2586691975593567,0.0
california_housing,mlp,2,generic_noise,T6,rbf_basis_reference,reference,basis_reference__median_income,basis_reference__median_income,-1,True,66020.07124706576,45872.29554748535,0.0,1.0,1.0,0.7058761632069945,32,0.27691131830215454,0.0
california_housing,mlp,2,generic_noise,T6,orthogonal,one,T6_basis_orthogonal_m0,basis_reference__median_income,0,False,196933.2389311201,153281.3893585205,1.682843342148345,0.5079812506216095,0.5484016297879402,0.7058761632069945,32,0.27691131830215454,0.0
california_housing,mlp,2,generic_noise,T6,orthogonal,one,T6_basis_orthogonal_m1,basis_reference__median_income,1,False,247173.1430369732,223672.7413635254,2.1474853236863978,0.23250954185071646,0.2186517413682608,0.7058761632069945,32,0.27691131830215454,0.0
california_housing,mlp,2,generic_noise,T6,orthogonal,one,T6_basis_orthogonal_m2,basis_reference__median_income,2,False,276463.3465474169,260192.27401733398,2.4071628567243004,0.6426970144145154,0.667183619722823,0.7058761632069945,32,0.27691131830215454,0.0
california_housing,mlp,2,generic_noise,T6,orthogonal,one,T6_basis_orthogonal_m3,basis_reference__median_income,3,False,185551.30623263572,150772.03567504883,1.5689784525232244,0.6221426837691795,0.6600297833625158,0.7058761632069945,32,0.27691131830215454,0.0
california_housing,mlp,2,generic_noise,T6,orthogonal,one,T6_basis_orthogonal_m4,basis_reference__median_income,4,False,442542.4132467693,375792.9741516113,3.9024293668227363,-0.11649373807289347,-0.04110500995639784,0.7058761632069945,32,0.27691131830215454,0.0
california_housing,mlp,2,generic_noise,T6,orthogonal,one,T6_basis_orthogonal_m5,basis_reference__median_income,5,False,117358.86918824352,97068.25366210938,0.8891878176196402,0.8451596301404972,0.8275572635927719,0.7058761632069945,32,0.27691131830215454,0.0
california_housing,mlp,2,generic_noise,T6,orthogonal,one,T6_basis_orthogonal_m6,basis_reference__median_income,6,False,357464.36408167996,276172.6352844238,3.139970628002716,-0.1247469351590149,-0.16951580935786956,0.7058761632069945,32,0.27691131830215454,0.0
california_housing,mlp,2,generic_noise,T6,orthogonal,one,T6_basis_orthogonal_m7,basis_reference__median_income,7,False,208096.8127936434,182089.33164978027,1.7751810401247665,0.6140646781249574,0.6409495485288563,0.7058761632069945,32,0.27691131830215454,0.0
california_housing,mlp,2,orbit_augmentation,T6,rbf_basis_reference,reference,basis_reference__median_income,basis_reference__median_income,-1,True,75284.8343171007,56158.78593444824,0.0,1.0,1.0,0.7807964091189206,26,0.33752349350187516,0.0
california_housing,mlp,2,orbit_augmentation,T6,orthogonal,one,T6_basis_orthogonal_m0,basis_reference__median_income,0,False,68675.28694596278,48155.01788330078,0.32974231849905034,0.9276213184399642,0.9321180376740938,0.7807964091189206,26,0.33752349350187516,0.0
california_housing,mlp,2,orbit_augmentation,T6,orthogonal,one,T6_basis_orthogonal_m1,basis_reference__median_income,1,False,68483.88736870803,49301.902404785156,0.3060143902161578,0.925913322949919,0.940849734209954,0.7807964091189206,26,0.33752349350187516,0.0
california_housing,mlp,2,orbit_augmentation,T6,orthogonal,one,T6_basis_orthogonal_m2,basis_reference__median_income,2,False,67616.2559643081,47901.97114562988,0.3556141038235722,0.9185025592614504,0.9395059423673338,0.7807964091189206,26,0.33752349350187516,0.0
california_housing,mlp,2,orbit_augmentation,T6,orthogonal,one,T6_basis_orthogonal_m3,basis_reference__median_income,3,False,69214.84748010023,50675.59814453125,0.3323690477461652,0.9089796234313703,0.9347087038372185,0.7807964091189206,26,0.33752349350187516,0.0
california_housing,mlp,2,orbit_augmentation,T6,orthogonal,one,T6_basis_orthogonal_m4,basis_reference__median_income,4,False,67905.66259925484,49390.760665893555,0.3041107696395591,0.9262147077978371,0.9353841760508577,0.7807964091189206,26,0.33752349350187516,0.0
california_housing,mlp,2,orbit_augmentation,T6,orthogonal,one,T6_basis_orthogonal_m5,basis_reference__median_income,5,False,66840.87368600524,49316.08660888672,0.33639841293941203,0.9105529218865699,0.924730580017395,0.7807964091189206,26,0.33752349350187516,0.0
california_housing,mlp,2,orbit_augmentation,T6,orthogonal,one,T6_basis_orthogonal_m6,basis_reference__median_income,6,False,68671.3960613872,48729.69680786133,0.34799403899500714,0.909523016115529,0.9206320596010573,0.7807964091189206,26,0.33752349350187516,0.0
california_housing,mlp,2,orbit_augmentation,T6,orthogonal,one,T6_basis_orthogonal_m7,basis_reference__median_income,7,False,68987.01656168519,48999.22798156738,0.3536054083094496,0.9074525870940147,0.929803193056843,0.7807964091189206,26,0.33752349350187516,0.0
california_housing,mlp,2,consistency_0.1,T6,rbf_basis_reference,reference,basis_reference__median_income,basis_reference__median_income,-1,True,60064.58049323025,40080.191635131836,0.0,0.9999999999999999,1.0,3.8775741278659552,145,0.3111775351895226,0.1
california_housing,mlp,2,consistency_0.1,T6,orthogonal,one,T6_basis_orthogonal_m0,basis_reference__median_income,0,False,66598.11073149214,46102.055236816406,0.29279234075749416,0.9402409412497672,0.9406124472139252,3.8775741278659552,145,0.3111775351895226,0.1
california_housing,mlp,2,consistency_0.1,T6,orthogonal,one,T6_basis_orthogonal_m1,basis_reference__median_income,1,False,67979.29023490267,47609.332611083984,0.32569504154161527,0.9285260397469994,0.9381391728465,3.8775741278659552,145,0.3111775351895226,0.1
california_housing,mlp,2,consistency_0.1,T6,orthogonal,one,T6_basis_orthogonal_m2,basis_reference__median_income,2,False,65641.75605579861,45721.59883117676,0.3131714662560667,0.9314320555297941,0.9433765635550062,3.8775741278659552,145,0.3111775351895226,0.1
california_housing,mlp,2,consistency_0.1,T6,orthogonal,one,T6_basis_orthogonal_m3,basis_reference__median_income,3,False,64947.06981407387,45203.825744628906,0.2774593153065738,0.9472150176568127,0.9589879736441561,3.8775741278659552,145,0.3111775351895226,0.1
california_housing,mlp,2,consistency_0.1,T6,orthogonal,one,T6_basis_orthogonal_m4,basis_reference__median_income,4,False,65826.45247935219,46204.76467895508,0.29806809273560025,0.9388749390261856,0.9516850058937298,3.8775741278659552,145,0.3111775351895226,0.1
california_housing,mlp,2,consistency_0.1,T6,orthogonal,one,T6_basis_orthogonal_m5,basis_reference__median_income,5,False,66911.00305697591,48320.54983520508,0.32415781808711636,0.9276802411835909,0.9372292746706951,3.8775741278659552,145,0.3111775351895226,0.1
california_housing,mlp,2,consistency_0.1,T6,orthogonal,one,T6_basis_orthogonal_m6,basis_reference__median_income,6,False,65967.73943707129,46886.525161743164,0.31334532425462985,0.9314327002665649,0.932087907411222,3.8775741278659552,145,0.3111775351895226,0.1
california_housing,mlp,2,consistency_0.1,T6,orthogonal,one,T6_basis_orthogonal_m7,basis_reference__median_income,7,False,64642.852769209356,45540.71691894531,0.29865818880788614,0.9381946860973506,0.9461422892276352,3.8775741278659552,145,0.3111775351895226,0.1
california_housing,mlp,2,consistency_1.0,T6,rbf_basis_reference,reference,basis_reference__median_income,basis_reference__median_income,-1,True,60424.02514212169,41663.08805847168,0.0,1.0,1.0,3.9322365869302303,149,0.2752319441901313,1.0
california_housing,mlp,2,consistency_1.0,T6,orthogonal,one,T6_basis_orthogonal_m0,basis_reference__median_income,0,False,62345.818022861604,43299.84494018555,0.14866100321289188,0.9867063334048767,0.9877624640940249,3.9322365869302303,149,0.2752319441901313,1.0
california_housing,mlp,2,consistency_1.0,T6,orthogonal,one,T6_basis_orthogonal_m1,basis_reference__median_income,1,False,61426.2616038084,43214.21307373047,0.14798576274650618,0.9867796021865972,0.9851804704397981,3.9322365869302303,149,0.2752319441901313,1.0
california_housing,mlp,2,consistency_1.0,T6,orthogonal,one,T6_basis_orthogonal_m2,basis_reference__median_income,2,False,61611.09822858013,43326.98614501953,0.15475681676733763,0.9848373792096191,0.9857573263924653,3.9322365869302303,149,0.2752319441901313,1.0
california_housing,mlp,2,consistency_1.0,T6,orthogonal,one,T6_basis_orthogonal_m3,basis_reference__median_income,3,False,62376.77183143147,43615.56266784668,0.12966770276056785,0.989315900406896,0.98911609074055,3.9322365869302303,149,0.2752319441901313,1.0
california_housing,mlp,2,consistency_1.0,T6,orthogonal,one,T6_basis_orthogonal_m4,basis_reference__median_income,4,False,61564.46051178935,42507.55665588379,0.13957038377859318,0.9878443029663211,0.9891414824160858,3.9322365869302303,149,0.2752319441901313,1.0
california_housing,mlp,2,consistency_1.0,T6,orthogonal,one,T6_basis_orthogonal_m5,basis_reference__median_income,5,False,62301.186891928744,44486.78448486328,0.15368351694789265,0.9851506868381869,0.984249740361177,3.9322365869302303,149,0.2752319441901313,1.0
california_housing,mlp,2,consistency_1.0,T6,orthogonal,one,T6_basis_orthogonal_m6,basis_reference__median_income,6,False,61925.05864629288,43965.13865661621,0.16453836350080286,0.983595076583397,0.9813917463464598,3.9322365869302303,149,0.2752319441901313,1.0
california_housing,mlp,2,consistency_1.0,T6,orthogonal,one,T6_basis_orthogonal_m7,basis_reference__median_income,7,False,61097.58799467393,42832.42614746094,0.13995158533937926,0.9877394331033542,0.9863747732630664,3.9322365869302303,149,0.2752319441901313,1.0
california_housing,mlp,2,canonical_only,T6,rbf_basis_reference,reference,basis_reference__median_income,basis_reference__median_income,-1,True,64320.77352420956,44598.3546295166,0.0,1.0,1.0,0.6917577111162245,32,0.2586691975593567,0.0
california_housing,mlp,2,canonical_only,T6,orthogonal,one,T6_basis_orthogonal_m0,basis_reference__median_income,0,False,64320.77352420956,44598.3546295166,0.0,1.0,1.0,0.6917577111162245,32,0.2586691975593567,0.0
california_housing,mlp,2,canonical_only,T6,orthogonal,one,T6_basis_orthogonal_m1,basis_reference__median_income,1,False,64320.77352420956,44598.3546295166,0.0,1.0,1.0,0.6917577111162245,32,0.2586691975593567,0.0
california_housing,mlp,2,canonical_only,T6,orthogonal,one,T6_basis_orthogonal_m2,basis_reference__median_income,2,False,64320.77352420956,44598.3546295166,0.0,1.0,1.0,0.6917577111162245,32,0.2586691975593567,0.0
california_housing,mlp,2,canonical_only,T6,orthogonal,one,T6_basis_orthogonal_m3,basis_reference__median_income,3,False,64320.77352420956,44598.3546295166,0.0,1.0,1.0,0.6917577111162245,32,0.2586691975593567,0.0
california_housing,mlp,2,canonical_only,T6,orthogonal,one,T6_basis_orthogonal_m4,basis_reference__median_income,4,False,64320.77352420956,44598.3546295166,0.0,1.0,1.0,0.6917577111162245,32,0.2586691975593567,0.0
california_housing,mlp,2,canonical_only,T6,orthogonal,one,T6_basis_orthogonal_m5,basis_reference__median_income,5,False,64320.77352420956,44598.3546295166,0.0,1.0,1.0,0.6917577111162245,32,0.2586691975593567,0.0
california_housing,mlp,2,canonical_only,T6,orthogonal,one,T6_basis_orthogonal_m6,basis_reference__median_income,6,False,64320.77352420956,44598.3546295166,0.0,1.0,1.0,0.6917577111162245,32,0.2586691975593567,0.0
california_housing,mlp,2,canonical_only,T6,orthogonal,one,T6_basis_orthogonal_m7,basis_reference__median_income,7,False,64320.77352420956,44598.3546295166,0.0,1.0,1.0,0.6917577111162245,32,0.2586691975593567,0.0
california_housing,mlp,2,dual_view,T6,rbf_basis_reference,reference,basis_reference__median_income,basis_reference__median_income,-1,True,62754.283320160364,43065.31945800781,0.0,1.0,1.0,1.8516517661046237,79,0.2622034483485752,0.0
california_housing,mlp,2,dual_view,T6,orthogonal,one,T6_basis_orthogonal_m0,basis_reference__median_income,0,False,62907.722810414765,43216.797439575195,0.12269082030125776,0.991392769307375,0.9930086167187374,1.8516517661046237,79,0.2622034483485752,0.0
california_housing,mlp,2,dual_view,T6,orthogonal,one,T6_basis_orthogonal_m1,basis_reference__median_income,1,False,62451.74590219116,42488.185791015625,0.10984858102412612,0.992428349771222,0.9940848124878406,1.8516517661046237,79,0.2622034483485752,0.0
