dataset,model,seed,best_rmse,worst_rmse,relative_rmse_spread,prediction_dispersion,relative_prediction_dispersion,view_ensemble_rmse
Electricity,lightgbm,20261222.0,0.21711820860703787,0.4142273465792338,0.9078632991388537,0.16751339038213095,0.769364783752709,0.23810026546319327
Electricity,mlp,20261222.0,0.2254781723022461,0.26439786950747174,0.1726434398273294,0.11014047761758168,0.485683611648079,0.21726723512013754
Electricity,tabpfn,20261222.0,0.19821356733640036,0.2693350911140442,0.35883033313032525,0.08303018659353256,0.41882272445204266,0.20349485178788504
JenaWeather,lightgbm,20261222.0,0.26451021432876587,0.44761213660240173,0.6922607070423693,0.17611675461133322,0.6617849532774934,0.2760370373725891
JenaWeather,mlp,20261222.0,0.2686219612757365,0.39913718899091083,0.48687593933676493,0.17923779785633087,0.6423677640551984,0.2764705816904704
JenaWeather,tabpfn,20261222.0,0.2632058461507161,0.3747100830078125,0.42421123341343364,0.12276559323072433,0.4542540543299814,0.2711094816525777
Traffic,lightgbm,20261222.0,0.5530334909756979,0.6158343950907389,0.11356920068872871,0.2219989150762558,0.39902199520370857,0.5376255313555399
Traffic,mlp,20261222.0,0.554165263970693,0.5786112546920776,0.04433740141507885,0.19490778942902884,0.34715204603614475,0.5292226672172546
Traffic,tabpfn,20261222.0,0.5072648922602335,0.5909300645192465,0.16494469249361846,0.15642004211743674,0.30523920671981314,0.5254576206207275
