dataset,model,seed,target_kappa,remedy,epoch,train_loss,val_loss
california,mlp,0,1.0,adamw,1,0.5318755589820965,0.28643858432769775
california,mlp,0,1.0,adamw,2,0.2569804228320509,0.24204644560813904
california,mlp,0,1.0,adamw,3,0.21228121019360047,0.2240845263004303
california,mlp,0,1.0,adamw,4,0.18410091339589718,0.20487353205680847
california,mlp,0,1.0,adamw,5,0.16040422537154167,0.1981019377708435
california,mlp,0,1.0,adamw,6,0.14110245517227235,0.19956304132938385
california,mlp,0,1.0,adamw,7,0.12448924334064206,0.192100390791893
california,mlp,0,1.0,adamw,8,0.11120528497072035,0.193768709897995
california,mlp,0,1.0,adamw,9,0.09924580310564073,0.1926441192626953
california,mlp,0,1.0,adamw,10,0.09026902119126866,0.19172368943691254
california,mlp,0,1.0,adamw,11,0.08085454774271558,0.19009001553058624
california,mlp,0,1.0,adamw,12,0.07423480189939047,0.19006584584712982
california,mlp,0,1.0,adamw,13,0.0708273159572273,0.18957620859146118
california,mlp,0,1.0,adamw,14,0.062285252279269274,0.19028612971305847
california,mlp,0,1.0,adamw,15,0.05986104095963149,0.19262002408504486
california,mlp,0,1.0,adamw,16,0.05645883654673136,0.195452019572258
california,mlp,0,1.0,adamw,17,0.053003810148143836,0.1937151998281479
california,mlp,0,1.0,adamw,18,0.05125266047770922,0.19330155849456787
california,mlp,0,1.0,adamw,19,0.0476428441834744,0.18823349475860596
california,mlp,0,1.0,adamw,20,0.04514298206878445,0.18988370895385742
california,mlp,0,1.0,adamw,21,0.044538264628676015,0.19137875735759735
california,mlp,0,1.0,adamw,22,0.04117526058202094,0.19017626345157623
california,mlp,0,1.0,adamw,23,0.041256809814014736,0.1918693482875824
california,mlp,0,1.0,adamw,24,0.038856718514628755,0.19027993083000183
california,mlp,0,1.0,adamw,25,0.03724369090012385,0.19217978417873383
california,mlp,0,1.0,adamw,26,0.036632295547325236,0.19064126908779144
california,mlp,1,1.0,adamw,1,0.5479141957908407,0.29702889919281006
california,mlp,1,1.0,adamw,2,0.2512880376853809,0.2395837903022766
california,mlp,1,1.0,adamw,3,0.20652016649542052,0.21802109479904175
california,mlp,1,1.0,adamw,4,0.17807302435536976,0.20327326655387878
california,mlp,1,1.0,adamw,5,0.1528293110181493,0.20023982226848602
california,mlp,1,1.0,adamw,6,0.13165330597932698,0.19021716713905334
california,mlp,1,1.0,adamw,7,0.1160468002539434,0.1954333484172821
california,mlp,1,1.0,adamw,8,0.10351391789255987,0.1931408941745758
california,mlp,1,1.0,adamw,9,0.09191525803262816,0.19313161075115204
california,mlp,1,1.0,adamw,10,0.0817188080711868,0.19346915185451508
california,mlp,1,1.0,adamw,11,0.07452599022663536,0.1961464136838913
california,mlp,1,1.0,adamw,12,0.06765635536209587,0.19542041420936584
california,mlp,1,1.0,adamw,13,0.06296061580477949,0.19927486777305603
california,mlp,2,1.0,adamw,1,0.5435552405854378,0.29307496547698975
california,mlp,2,1.0,adamw,2,0.2570846562662081,0.24228769540786743
california,mlp,2,1.0,adamw,3,0.20886354401986293,0.2212877720594406
california,mlp,2,1.0,adamw,4,0.18035067409193484,0.2091207057237625
california,mlp,2,1.0,adamw,5,0.15771738382659753,0.2037215679883957
california,mlp,2,1.0,adamw,6,0.13806858766637586,0.1986037790775299
california,mlp,2,1.0,adamw,7,0.12042164876329446,0.19456073641777039
california,mlp,2,1.0,adamw,8,0.1057120784868966,0.19478249549865723
california,mlp,2,1.0,adamw,9,0.09434661883724044,0.19800299406051636
california,mlp,2,1.0,adamw,10,0.08507531381693947,0.19557897746562958
california,mlp,2,1.0,adamw,11,0.07784395375288952,0.19116532802581787
california,mlp,2,1.0,adamw,12,0.07141663237207004,0.1944943070411682
california,mlp,2,1.0,adamw,13,0.06549377757591991,0.18750330805778503
california,mlp,2,1.0,adamw,14,0.061528319933884836,0.19339555501937866
california,mlp,2,1.0,adamw,15,0.05754125540167515,0.19148091971874237
california,mlp,2,1.0,adamw,16,0.05342697969527327,0.19003643095493317
california,mlp,2,1.0,adamw,17,0.05082994733349552,0.19262994825839996
california,mlp,2,1.0,adamw,18,0.04829806710423975,0.18863441050052643
california,mlp,2,1.0,adamw,19,0.04575852512917328,0.18898726999759674
california,mlp,2,1.0,adamw,20,0.04339893171726615,0.19348865747451782
california,mlp,3,1.0,adamw,1,0.5263043049562437,0.286937415599823
california,mlp,3,1.0,adamw,2,0.25373328117673044,0.24622565507888794
california,mlp,3,1.0,adamw,3,0.20959038179046552,0.22132638096809387
california,mlp,3,1.0,adamw,4,0.17942701105937364,0.20834136009216309
california,mlp,3,1.0,adamw,5,0.15513157717969886,0.2029847502708435
california,mlp,3,1.0,adamw,6,0.13801527706722458,0.19422690570354462
california,mlp,3,1.0,adamw,7,0.11860463216994459,0.1937553584575653
california,mlp,3,1.0,adamw,8,0.10521382860542111,0.1939442753791809
california,mlp,3,1.0,adamw,9,0.09341285613684373,0.19682782888412476
california,mlp,3,1.0,adamw,10,0.08417839035239513,0.19550485908985138
california,mlp,3,1.0,adamw,11,0.07644727487799274,0.19530315697193146
california,mlp,3,1.0,adamw,12,0.070154863319802,0.19830875098705292
california,mlp,3,1.0,adamw,13,0.06717097404062436,0.19408996403217316
california,mlp,3,1.0,adamw,14,0.060021825425805704,0.19354934990406036
california,mlp,3,1.0,adamw,15,0.05703069287001775,0.19264593720436096
california,mlp,3,1.0,adamw,16,0.05364600122561561,0.1986454278230667
california,mlp,3,1.0,adamw,17,0.050680283153580086,0.1939404010772705
california,mlp,3,1.0,adamw,18,0.04698326391933571,0.19446949660778046
california,mlp,3,1.0,adamw,19,0.04582508067435514,0.1938147246837616
california,mlp,3,1.0,adamw,20,0.04446505646493002,0.1929701417684555
california,mlp,3,1.0,adamw,21,0.04292869759790244,0.1913543939590454
california,mlp,3,1.0,adamw,22,0.03963487710640454,0.1932869404554367
california,mlp,3,1.0,adamw,23,0.03890101195822306,0.1912740021944046
california,mlp,3,1.0,adamw,24,0.037026312768806774,0.19137971103191376
california,mlp,3,1.0,adamw,25,0.03701741820826954,0.19349996745586395
california,mlp,3,1.0,adamw,26,0.035093669244805635,0.19116155803203583
california,mlp,3,1.0,adamw,27,0.03377761708645693,0.19391991198062897
california,mlp,3,1.0,adamw,28,0.032254973208877644,0.19292999804019928
california,mlp,3,1.0,adamw,29,0.03170110555576497,0.18680083751678467
california,mlp,3,1.0,adamw,30,0.03054044642289317,0.19425567984580994
california,mlp,3,1.0,adamw,31,0.030295663085197218,0.19398155808448792
california,mlp,3,1.0,adamw,32,0.028410243895616968,0.19250443577766418
california,mlp,3,1.0,adamw,33,0.02825657036292245,0.1916683167219162
california,mlp,3,1.0,adamw,34,0.027691955328663406,0.1935386210680008
california,mlp,3,1.0,adamw,35,0.027063169160634854,0.19369842112064362
california,mlp,3,1.0,adamw,36,0.026177593609036817,0.19116432964801788
california,mlp,4,1.0,adamw,1,0.5420228371433183,0.2932799756526947
california,mlp,4,1.0,adamw,2,0.2560216916995926,0.24028649926185608
california,mlp,4,1.0,adamw,3,0.2108714621407194,0.2232149839401245
california,mlp,4,1.0,adamw,4,0.18247490817267362,0.21034052968025208
