dataset,model,seed,target_kappa,remedy,epoch,train_loss,val_loss
adult,mlp,0,1.0,anchor_whiten_adamw,1,0.41419948480053087,0.31469020281975196
adult,mlp,0,1.0,anchor_whiten_adamw,2,0.3045635440865079,0.3105490338963614
adult,mlp,0,1.0,anchor_whiten_adamw,3,0.293176189540938,0.30771197285611157
adult,mlp,0,1.0,anchor_whiten_adamw,4,0.2847434010640409,0.30949639173552157
adult,mlp,0,1.0,anchor_whiten_adamw,5,0.27648570174374215,0.313241068328409
adult,mlp,0,1.0,anchor_whiten_adamw,6,0.26802565992171407,0.32189435190384114
adult,mlp,0,1.0,anchor_whiten_adamw,7,0.26064203785736967,0.3323850128682612
adult,mlp,0,1.0,anchor_whiten_adamw,8,0.25050532078274346,0.34305284368396777
adult,mlp,0,1.0,anchor_whiten_adamw,9,0.24394800783082368,0.3490273623805703
adult,mlp,0,1.0,anchor_whiten_adamw,10,0.23421141263600942,0.36520959926422775
adult,mlp,1,1.0,anchor_whiten_adamw,1,0.4098940423577658,0.315872255271409
adult,mlp,1,1.0,anchor_whiten_adamw,2,0.3042414594780315,0.3107039866482651
adult,mlp,1,1.0,anchor_whiten_adamw,3,0.2933626277440889,0.31081603647450684
adult,mlp,1,1.0,anchor_whiten_adamw,4,0.2843818607435765,0.3108143888869481
adult,mlp,1,1.0,anchor_whiten_adamw,5,0.2775672608277136,0.31585594892638014
adult,mlp,1,1.0,anchor_whiten_adamw,6,0.26854889325486353,0.32274400255344865
adult,mlp,1,1.0,anchor_whiten_adamw,7,0.26127160825659074,0.3312822901593841
adult,mlp,1,1.0,anchor_whiten_adamw,8,0.25312006810373405,0.3346289830385592
adult,mlp,1,1.0,anchor_whiten_adamw,9,0.2453998401577994,0.34912000618993827
adult,mlp,0,1.0,anchor_whiten_sgd,1,0.5793705157917314,0.5475419390069115
adult,mlp,0,1.0,anchor_whiten_sgd,2,0.5400779527733308,0.5290950332206512
adult,mlp,0,1.0,anchor_whiten_sgd,3,0.48989296574557445,0.4106455065559714
adult,mlp,0,1.0,anchor_whiten_sgd,4,0.3388790956146887,0.31285581899259823
adult,mlp,0,1.0,anchor_whiten_sgd,5,0.3058642271988515,0.30888046781721795
adult,mlp,0,1.0,anchor_whiten_sgd,6,0.30015977807068417,0.3089117892018872
adult,mlp,0,1.0,anchor_whiten_sgd,7,0.29477455040453693,0.30710060308094034
adult,mlp,0,1.0,anchor_whiten_sgd,8,0.28955681318147175,0.308268201731418
adult,mlp,0,1.0,anchor_whiten_sgd,9,0.286681010843202,0.30708544330577764
adult,mlp,0,1.0,anchor_whiten_sgd,10,0.2833938108029471,0.3072953056371899
adult,mlp,0,1.0,anchor_whiten_sgd,11,0.2800326432291354,0.3082498126542451
