dataset,model,seed,target_kappa,remedy,epoch,train_loss,val_loss
adult,mlp,0,1.0,adamw,1,0.404411603396882,0.31925733315130433
adult,mlp,0,1.0,adamw,2,0.3089342148796053,0.3133573097628738
adult,mlp,0,1.0,adamw,3,0.2990026598480468,0.3127415419732936
adult,mlp,0,1.0,adamw,4,0.2922420783622845,0.3099756496195766
adult,mlp,0,1.0,adamw,5,0.2874868194359819,0.3126638025985032
adult,mlp,0,1.0,adamw,6,0.283305823802948,0.31662062056865314
adult,mlp,0,1.0,adamw,7,0.27692218772902244,0.32462921465632205
adult,mlp,0,1.0,adamw,8,0.2709237778655434,0.3243295812559827
adult,mlp,0,1.0,adamw,9,0.2675805720855329,0.3295622378306921
adult,mlp,0,1.0,adamw,10,0.2610465034073635,0.33236601071357164
adult,mlp,0,1.0,adamw,11,0.25473068292076523,0.3487126297464652
adult,mlp,1,1.0,adamw,1,0.40640126238291036,0.31596821343245196
adult,mlp,1,1.0,adamw,2,0.30766534138956,0.31009955348490353
adult,mlp,1,1.0,adamw,3,0.2997891080613804,0.30995013797801346
adult,mlp,1,1.0,adamw,4,0.2932158930442257,0.3098727482103222
adult,mlp,1,1.0,adamw,5,0.28933813662728164,0.31011689018911776
adult,mlp,1,1.0,adamw,6,0.28366133299740875,0.31328238540586245
adult,mlp,1,1.0,adamw,7,0.2791990693429764,0.316531096933596
adult,mlp,1,1.0,adamw,8,0.2724318037161956,0.3214716882275153
adult,mlp,1,1.0,adamw,9,0.2673742337660356,0.3283715492258294
adult,mlp,1,1.0,adamw,10,0.2619658076645994,0.33066859900436985
adult,mlp,1,1.0,adamw,11,0.2563559601142893,0.3373614455946552
adult,mlp,2,1.0,adamw,1,0.405114947358279,0.3199257991103202
adult,mlp,2,1.0,adamw,2,0.30748032974376727,0.3144000119816902
adult,mlp,2,1.0,adamw,3,0.29888036517604855,0.31321687417819283
adult,mlp,2,1.0,adamw,4,0.29384236283032844,0.3097897061285294
adult,mlp,2,1.0,adamw,5,0.28801500562953714,0.3132924582177497
adult,mlp,2,1.0,adamw,6,0.2847181276695148,0.3130146902133127
adult,mlp,2,1.0,adamw,7,0.2785702888151352,0.3178744962582457
adult,mlp,2,1.0,adamw,8,0.2723560331055222,0.3254289832701346
adult,mlp,2,1.0,adamw,9,0.26787705056790345,0.32566689240311936
adult,mlp,2,1.0,adamw,10,0.2609478574273627,0.3400110386571903
adult,mlp,2,1.0,adamw,11,0.2552844215669562,0.34503427546236415
adult,mlp,3,1.0,adamw,1,0.4084768547912195,0.3246336615616164
adult,mlp,3,1.0,adamw,2,0.30903535414972233,0.3134212468085074
adult,mlp,3,1.0,adamw,3,0.2993387540376743,0.3119145473637011
adult,mlp,3,1.0,adamw,4,0.2926956140584969,0.31011430993304606
adult,mlp,3,1.0,adamw,5,0.2881126093337225,0.3146774132855653
adult,mlp,3,1.0,adamw,6,0.2842450409175723,0.31443094616216255
adult,mlp,3,1.0,adamw,7,0.2777805955902071,0.32050822484765124
adult,mlp,3,1.0,adamw,8,0.2735701483795625,0.3192549786503987
adult,mlp,3,1.0,adamw,9,0.2665160022291563,0.3369223783718818
adult,mlp,3,1.0,adamw,10,0.2612607561106764,0.3339431176510503
adult,mlp,3,1.0,adamw,11,0.2563970493889558,0.3400203810475766
adult,mlp,4,1.0,adamw,1,0.40840223907545686,0.3222745842538005
adult,mlp,4,1.0,adamw,2,0.3081187435977289,0.3136132107909607
adult,mlp,4,1.0,adamw,3,0.298287828958591,0.3147423299140523
adult,mlp,4,1.0,adamw,4,0.29285369648687376,0.31166403216168637
adult,mlp,4,1.0,adamw,5,0.2885270150199862,0.3174051144616264
adult,mlp,4,1.0,adamw,6,0.28202994918354607,0.31737604563085264
adult,mlp,4,1.0,adamw,7,0.27771927698238474,0.3227338595350399
adult,mlp,4,1.0,adamw,8,0.27144521086749046,0.3284386862138222
adult,mlp,4,1.0,adamw,9,0.2656056847267713,0.3292823469866617
adult,mlp,4,1.0,adamw,10,0.25958452844209695,0.3305688391884732
adult,mlp,4,1.0,adamw,11,0.25376617652192457,0.347956947118598
adult,resnet,0,1.0,adamw,1,0.35738000215125026,0.32170614020537874
adult,resnet,0,1.0,adamw,2,0.30779487700075714,0.3201553668985513
adult,resnet,0,1.0,adamw,3,0.2970272432234715,0.3200371269539363
adult,resnet,0,1.0,adamw,4,0.28523714682979723,0.32352831038734686
adult,resnet,0,1.0,adamw,5,0.2752635508995384,0.331438504472259
adult,resnet,0,1.0,adamw,6,0.26664577666166667,0.33712542990395844
adult,resnet,0,1.0,adamw,7,0.2525327726283296,0.35229023138680365
adult,resnet,0,1.0,adamw,8,0.2388021081905693,0.3540099284968682
adult,resnet,0,1.0,adamw,9,0.22319451194137555,0.3677066839766671
adult,resnet,0,1.0,adamw,10,0.20658958979701528,0.3995912553829321
adult,resnet,1,1.0,adamw,1,0.3525243312193662,0.32081095446246055
adult,resnet,1,1.0,adamw,2,0.30533082581855153,0.3147998127096733
adult,resnet,1,1.0,adamw,3,0.2952161339782087,0.31166312608660707
adult,resnet,1,1.0,adamw,4,0.284108228999801,0.32769420986180103
adult,resnet,1,1.0,adamw,5,0.27624703888811114,0.3308586948063113
adult,resnet,1,1.0,adamw,6,0.26372110169994156,0.3316802602278813
adult,resnet,1,1.0,adamw,7,0.25569117845422806,0.3423956372368613
adult,resnet,1,1.0,adamw,8,0.2405547291333318,0.3537380809410239
adult,resnet,1,1.0,adamw,9,0.22405932708220047,0.3737869348803654
adult,resnet,1,1.0,adamw,10,0.20830698454116428,0.3851496064857814
adult,resnet,2,1.0,adamw,1,0.3539362452393375,0.32441066020846154
adult,resnet,2,1.0,adamw,2,0.3057165995276824,0.3186007975631056
adult,resnet,2,1.0,adamw,3,0.2946073975258436,0.3206457893124766
adult,resnet,2,1.0,adamw,4,0.28499979366541495,0.3291228297888004
adult,resnet,2,1.0,adamw,5,0.27729178587986153,0.33024939456739705
adult,resnet,2,1.0,adamw,6,0.26591421784581365,0.3335116327502877
adult,resnet,2,1.0,adamw,7,0.25032024059893165,0.3466123641448511
adult,resnet,2,1.0,adamw,8,0.23657094059324382,0.36781284419478705
adult,resnet,2,1.0,adamw,9,0.2225042770477126,0.37769773660992473
adult,resnet,3,1.0,adamw,1,0.35251209981904275,0.3235272539213231
adult,resnet,3,1.0,adamw,2,0.305736082924086,0.3181662758873573
adult,resnet,3,1.0,adamw,3,0.2953265946385901,0.31753867890445514
adult,resnet,3,1.0,adamw,4,0.2835273211066787,0.3139982069647033
adult,resnet,3,1.0,adamw,5,0.2737813115998627,0.329164985584862
adult,resnet,3,1.0,adamw,6,0.26253146980259867,0.3308061360142982
adult,resnet,3,1.0,adamw,7,0.2496161517259237,0.3440778830659673
adult,resnet,3,1.0,adamw,8,0.23453616107418146,0.3635921865049928
adult,resnet,3,1.0,adamw,9,0.21585962018890523,0.38078957187089374
adult,resnet,3,1.0,adamw,10,0.2009782204610417,0.40800277512572086
adult,resnet,3,1.0,adamw,11,0.18656460977450048,0.4333188552594923
adult,resnet,4,1.0,adamw,1,0.35292289400569343,0.32404652323765043
adult,resnet,4,1.0,adamw,2,0.30540899774952074,0.3142406973070774
adult,resnet,4,1.0,adamw,3,0.2939421275323966,0.3219932166038352
adult,resnet,4,1.0,adamw,4,0.28396939872523785,0.32302061897563683
adult,resnet,4,1.0,adamw,5,0.2736414227204475,0.33675143730158924
adult,resnet,4,1.0,adamw,6,0.2625348786171297,0.34380984677019977
adult,resnet,4,1.0,adamw,7,0.24896707120340053,0.34809076493805247
adult,resnet,4,1.0,adamw,8,0.23398389753311213,0.3511212570841165
adult,resnet,4,1.0,adamw,9,0.2154722316991492,0.3825179825333685
adult,mlp,0,1.0,whiten_sgd,1,0.5793619246682019,0.547643742696328
adult,mlp,0,1.0,whiten_sgd,2,0.5401379012797916,0.5294265073322736
adult,mlp,0,1.0,whiten_sgd,3,0.48995431020160274,0.41034627882049834
adult,mlp,0,1.0,whiten_sgd,4,0.33738459137792376,0.31301382510690934
adult,mlp,0,1.0,whiten_sgd,5,0.3048112686055298,0.3125590629009985
adult,mlp,0,1.0,whiten_sgd,6,0.2989936465859706,0.3098160815953915
adult,mlp,0,1.0,whiten_sgd,7,0.2932112624077012,0.3090379759943854
adult,mlp,0,1.0,whiten_sgd,8,0.2907690247680983,0.31043580281056743
adult,mlp,0,1.0,whiten_sgd,9,0.28615086802100664,0.3099847029485632
adult,mlp,0,1.0,whiten_sgd,10,0.2832250986843203,0.3099036801300765
adult,mlp,0,1.0,whiten_sgd,11,0.2797931960671774,0.3106107656380641
adult,mlp,0,1.0,whiten_sgd,12,0.27538875118813294,0.3120962994978398
adult,mlp,0,1.0,whiten_sgd,13,0.27304336157712067,0.3143941744943631
adult,mlp,0,1.0,whiten_sgd,14,0.2694113914298777,0.3172777671273696
adult,mlp,1,1.0,whiten_sgd,1,0.5768788965094002,0.5457963284297518
adult,mlp,1,1.0,whiten_sgd,2,0.5355558723430962,0.5192754581138477
adult,mlp,1,1.0,whiten_sgd,3,0.45424827025329156,0.35206388863151716
adult,mlp,1,1.0,whiten_sgd,4,0.31848987988230637,0.3115787615138918
adult,mlp,1,1.0,whiten_sgd,5,0.30355258018730313,0.309949270344469
adult,mlp,1,1.0,whiten_sgd,6,0.29710061778600444,0.3080595024785184
adult,mlp,1,1.0,whiten_sgd,7,0.29387629083392075,0.305822493380317
adult,mlp,1,1.0,whiten_sgd,8,0.28955592899709137,0.3062915438702758
adult,mlp,1,1.0,whiten_sgd,9,0.2849428655913772,0.30704476805205183
adult,mlp,1,1.0,whiten_sgd,10,0.28288959819796045,0.3060275103766828
adult,mlp,1,1.0,whiten_sgd,11,0.279662337730792,0.3086121947877317
