model,seed,train_seconds,heldout_nll,mean_additivity_violation,scale_violation,variance_polarization_violation
projectivenet,20261232.0,28.19891791239691,-0.5792467395464579,8.087858560656969e-08,9.14430794788738e-08,7.996788061367018e-08
querynet,20261232.0,23.229620668261003,0.6480526079734167,0.4627160330613454,0.44571423530578613,0.6494377056757609
