episode_index,dataset,task_type,repeat,feature_count,method,loss
37,abalone,regression,37,7,best_individual_oracle,0.4694255612212126
38,abalone,regression,38,7,uniform,0.5383151767501198
38,abalone,regression,38,7,fixed,0.538275358786885
38,abalone,regression,38,7,competence,0.6381280583064313
38,abalone,regression,38,7,hard_cv,0.5759676884472076
38,abalone,regression,38,7,best_individual_oracle,0.5759676884472076
39,abalone,regression,39,7,uniform,0.6861586500574446
39,abalone,regression,39,7,fixed,0.7098025417807373
39,abalone,regression,39,7,competence,0.6682165235755274
39,abalone,regression,39,7,hard_cv,0.6832947372568393
39,abalone,regression,39,7,best_individual_oracle,0.6684409522983336
40,abalone,regression,40,7,uniform,0.6447528799572609
40,abalone,regression,40,7,fixed,0.6468478213589511
40,abalone,regression,40,7,competence,0.6722215076565489
40,abalone,regression,40,7,hard_cv,0.7113185804847216
40,abalone,regression,40,7,best_individual_oracle,0.7113185804847216
41,abalone,regression,41,7,uniform,0.5817127671037254
41,abalone,regression,41,7,fixed,0.6010732136301051
41,abalone,regression,41,7,competence,0.5568207684670389
41,abalone,regression,41,7,hard_cv,0.5706260578678345
41,abalone,regression,41,7,best_individual_oracle,0.527301868341053
42,abalone,regression,42,7,uniform,0.4396523778827725
42,abalone,regression,42,7,fixed,0.4461108641462803
42,abalone,regression,42,7,competence,0.420870697696456
42,abalone,regression,42,7,hard_cv,0.43067854522187893
42,abalone,regression,42,7,best_individual_oracle,0.43067854522187893
43,abalone,regression,43,7,uniform,0.41419227534135833
43,abalone,regression,43,7,fixed,0.4175161765923061
43,abalone,regression,43,7,competence,0.407635330682262
43,abalone,regression,43,7,hard_cv,0.478532544250777
43,abalone,regression,43,7,best_individual_oracle,0.3962639104318552
44,abalone,regression,44,7,uniform,0.7038109134039043
44,abalone,regression,44,7,fixed,0.7224811975191416
44,abalone,regression,44,7,competence,0.6446945271954665
44,abalone,regression,44,7,hard_cv,0.6947374721931324
44,abalone,regression,44,7,best_individual_oracle,0.6657056988143694
45,abalone,regression,45,7,uniform,0.45597194179540645
45,abalone,regression,45,7,fixed,0.46626933382548524
45,abalone,regression,45,7,competence,0.44025500886048397
45,abalone,regression,45,7,hard_cv,0.4582385898009909
45,abalone,regression,45,7,best_individual_oracle,0.4582385898009909
46,abalone,regression,46,7,uniform,0.5729542673337337
46,abalone,regression,46,7,fixed,0.5922926144771666
46,abalone,regression,46,7,competence,0.5818236848349891
46,abalone,regression,46,7,hard_cv,0.703102302347156
46,abalone,regression,46,7,best_individual_oracle,0.5581686139895393
47,abalone,regression,47,7,uniform,0.4262315749869787
47,abalone,regression,47,7,fixed,0.42943248934243233
47,abalone,regression,47,7,competence,0.41282958475822107
47,abalone,regression,47,7,hard_cv,0.42518582132647476
47,abalone,regression,47,7,best_individual_oracle,0.42518582132647476
48,abalone,regression,48,7,uniform,0.5025405007053304
48,abalone,regression,48,7,fixed,0.5155431370510843
48,abalone,regression,48,7,competence,0.4908296620368116
48,abalone,regression,48,7,hard_cv,0.515404248825909
48,abalone,regression,48,7,best_individual_oracle,0.4889505809219979
49,abalone,regression,49,7,uniform,0.749817123565187
49,abalone,regression,49,7,fixed,0.7751363947763471
49,abalone,regression,49,7,competence,0.7069054174283192
49,abalone,regression,49,7,hard_cv,0.7444332327190512
49,abalone,regression,49,7,best_individual_oracle,0.6475436796133253
50,abalone,regression,50,7,uniform,0.49700117790731185
50,abalone,regression,50,7,fixed,0.5080323609163221
50,abalone,regression,50,7,competence,0.49772002816032185
50,abalone,regression,50,7,hard_cv,0.5832325296030353
50,abalone,regression,50,7,best_individual_oracle,0.4790715106484174
51,abalone,regression,51,7,uniform,0.6046610206211173
51,abalone,regression,51,7,fixed,0.6131081121945304
51,abalone,regression,51,7,competence,0.5852441768750781
51,abalone,regression,51,7,hard_cv,0.6460868375500985
51,abalone,regression,51,7,best_individual_oracle,0.6099929981634461
52,abalone,regression,52,7,uniform,0.5837575132931121
52,abalone,regression,52,7,fixed,0.5968366323221973
52,abalone,regression,52,7,competence,0.5393060817328991
52,abalone,regression,52,7,hard_cv,0.5309200586988225
52,abalone,regression,52,7,best_individual_oracle,0.5309200586988225
53,abalone,regression,53,7,uniform,0.4677776169675562
53,abalone,regression,53,7,fixed,0.48059102917909197
53,abalone,regression,53,7,competence,0.4394404271428
53,abalone,regression,53,7,hard_cv,0.47563259206421366
53,abalone,regression,53,7,best_individual_oracle,0.42521017498046304
54,abalone,regression,54,7,uniform,0.5079577336546097
54,abalone,regression,54,7,fixed,0.5114962619174866
54,abalone,regression,54,7,competence,0.52535744589265
54,abalone,regression,54,7,hard_cv,0.6015448565104874
54,abalone,regression,54,7,best_individual_oracle,0.44748640458873856
55,abalone,regression,55,7,uniform,0.5606047763273186
55,abalone,regression,55,7,fixed,0.5779804588585972
55,abalone,regression,55,7,competence,0.526645047771174
55,abalone,regression,55,7,hard_cv,0.5360304718714418
55,abalone,regression,55,7,best_individual_oracle,0.5360304718714418
56,abalone,regression,56,7,uniform,0.5022228145912385
56,abalone,regression,56,7,fixed,0.5175136865462605
56,abalone,regression,56,7,competence,0.5015592078777932
56,abalone,regression,56,7,hard_cv,0.5204653396606158
56,abalone,regression,56,7,best_individual_oracle,0.47144393163541626
57,abalone,regression,57,7,uniform,0.47322536796745474
57,abalone,regression,57,7,fixed,0.49300619971901743
57,abalone,regression,57,7,competence,0.45140741461323436
57,abalone,regression,57,7,hard_cv,0.4412336084077315
57,abalone,regression,57,7,best_individual_oracle,0.4412336084077315
58,abalone,regression,58,7,uniform,0.45405652790609885
58,abalone,regression,58,7,fixed,0.4463023659788463
58,abalone,regression,58,7,competence,0.46753369688358565
58,abalone,regression,58,7,hard_cv,0.532717223081475
58,abalone,regression,58,7,best_individual_oracle,0.5029902468546473
59,abalone,regression,59,7,uniform,0.6690255389449008
59,abalone,regression,59,7,fixed,0.7052744629196536
59,abalone,regression,59,7,competence,0.6004068399777074
59,abalone,regression,59,7,hard_cv,0.6088874321242604
59,abalone,regression,59,7,best_individual_oracle,0.6088874321242604
60,auction_verification,regression,0,5,uniform,1.0093261307227934
60,auction_verification,regression,0,5,fixed,1.0073185392753352
60,auction_verification,regression,0,5,competence,1.0257886706811983
60,auction_verification,regression,0,5,hard_cv,1.0018690904635132
60,auction_verification,regression,0,5,best_individual_oracle,0.9999476535763527
61,auction_verification,regression,1,5,uniform,1.109051433016108
61,auction_verification,regression,1,5,fixed,1.1134131742438838
61,auction_verification,regression,1,5,competence,1.1070386361638191
61,auction_verification,regression,1,5,hard_cv,1.1053685769758184
61,auction_verification,regression,1,5,best_individual_oracle,1.087417631419077
62,auction_verification,regression,2,5,uniform,0.7774125374730708
62,auction_verification,regression,2,5,fixed,0.7839537682150652
62,auction_verification,regression,2,5,competence,0.7750379224824822
62,auction_verification,regression,2,5,hard_cv,0.8021573173497099
62,auction_verification,regression,2,5,best_individual_oracle,0.7659724773183996
63,auction_verification,regression,3,5,uniform,0.8854405724138589
63,auction_verification,regression,3,5,fixed,0.8907055778368737
63,auction_verification,regression,3,5,competence,0.8950588198888426
63,auction_verification,regression,3,5,hard_cv,0.9084906352220093
63,auction_verification,regression,3,5,best_individual_oracle,0.8042106747218912
64,auction_verification,regression,4,5,uniform,0.823542842954336
64,auction_verification,regression,4,5,fixed,0.8246873270622839
64,auction_verification,regression,4,5,competence,0.8254114340977138
64,auction_verification,regression,4,5,hard_cv,0.8685209886214212
64,auction_verification,regression,4,5,best_individual_oracle,0.7968220499281241
65,auction_verification,regression,5,5,uniform,0.845985511980269
65,auction_verification,regression,5,5,fixed,0.8452426901101812
65,auction_verification,regression,5,5,competence,0.8549164032215003
65,auction_verification,regression,5,5,hard_cv,0.9148842486973637
65,auction_verification,regression,5,5,best_individual_oracle,0.8524297153065016
66,auction_verification,regression,6,5,uniform,0.689000376576908
66,auction_verification,regression,6,5,fixed,0.7023268061584619
66,auction_verification,regression,6,5,competence,0.6987474334943787
66,auction_verification,regression,6,5,hard_cv,0.7364479612786913
66,auction_verification,regression,6,5,best_individual_oracle,0.6598651396509431
67,auction_verification,regression,7,5,uniform,0.7869676981318158
67,auction_verification,regression,7,5,fixed,0.7966588592356049
67,auction_verification,regression,7,5,competence,0.7878000899451605
67,auction_verification,regression,7,5,hard_cv,0.8032660089593279
67,auction_verification,regression,7,5,best_individual_oracle,0.7709198058678813
68,auction_verification,regression,8,5,uniform,0.9002412982917174
68,auction_verification,regression,8,5,fixed,0.8993480730919647
68,auction_verification,regression,8,5,competence,0.9300465068088567
68,auction_verification,regression,8,5,hard_cv,0.9820808838541885
68,auction_verification,regression,8,5,best_individual_oracle,0.9035399096415825
69,auction_verification,regression,9,5,uniform,0.6607603424276197
69,auction_verification,regression,9,5,fixed,0.6662696775139328
69,auction_verification,regression,9,5,competence,0.6719741731568587
69,auction_verification,regression,9,5,hard_cv,0.7604362788155367
69,auction_verification,regression,9,5,best_individual_oracle,0.6415699705206617
70,auction_verification,regression,10,5,uniform,0.8040974113629732
70,auction_verification,regression,10,5,fixed,0.8012892292199082
70,auction_verification,regression,10,5,competence,0.804192004713375
70,auction_verification,regression,10,5,hard_cv,0.8337600663515413
70,auction_verification,regression,10,5,best_individual_oracle,0.7871599687712822
71,auction_verification,regression,11,5,uniform,0.8819663479445862
71,auction_verification,regression,11,5,fixed,0.8836873751941771
71,auction_verification,regression,11,5,competence,0.8975213188952053
71,auction_verification,regression,11,5,hard_cv,0.947113771610586
71,auction_verification,regression,11,5,best_individual_oracle,0.8850877609439718
72,auction_verification,regression,12,5,uniform,0.9850239197910945
72,auction_verification,regression,12,5,fixed,0.9899602263631063
72,auction_verification,regression,12,5,competence,0.9794587839189117
72,auction_verification,regression,12,5,hard_cv,0.9944191393508635
72,auction_verification,regression,12,5,best_individual_oracle,0.964598450021878
73,auction_verification,regression,13,5,uniform,0.9508901779841
73,auction_verification,regression,13,5,fixed,0.9634279592686594
73,auction_verification,regression,13,5,competence,0.9643327371267955
73,auction_verification,regression,13,5,hard_cv,1.114703816810394
73,auction_verification,regression,13,5,best_individual_oracle,0.9443708349923026
74,auction_verification,regression,14,5,uniform,1.1602216358500808
74,auction_verification,regression,14,5,fixed,1.1552100046292633
74,auction_verification,regression,14,5,competence,1.1578594306244245
74,auction_verification,regression,14,5,hard_cv,1.1789757854108414
74,auction_verification,regression,14,5,best_individual_oracle,1.071691394333923
75,auction_verification,regression,15,5,uniform,0.9707046522816194
75,auction_verification,regression,15,5,fixed,0.962668614197645
75,auction_verification,regression,15,5,competence,0.9844289859067707
75,auction_verification,regression,15,5,hard_cv,0.990690953203341
75,auction_verification,regression,15,5,best_individual_oracle,0.9360358903289364
76,auction_verification,regression,16,5,uniform,0.8304301999948245
76,auction_verification,regression,16,5,fixed,0.8322525726580806
76,auction_verification,regression,16,5,competence,0.8693577535180136
76,auction_verification,regression,16,5,hard_cv,0.9224907356362371
76,auction_verification,regression,16,5,best_individual_oracle,0.8139828839345
77,auction_verification,regression,17,5,uniform,0.7652503427814484
77,auction_verification,regression,17,5,fixed,0.771141585004839
77,auction_verification,regression,17,5,competence,0.7626582518113812
77,auction_verification,regression,17,5,hard_cv,0.788494952889094
77,auction_verification,regression,17,5,best_individual_oracle,0.7724657502256744
78,auction_verification,regression,18,5,uniform,0.83261041680108
78,auction_verification,regression,18,5,fixed,0.8487969112816239
78,auction_verification,regression,18,5,competence,0.8336934293759574
78,auction_verification,regression,18,5,hard_cv,0.8616538011447975
78,auction_verification,regression,18,5,best_individual_oracle,0.7991295528044645
79,auction_verification,regression,19,5,uniform,0.7749165843625053
79,auction_verification,regression,19,5,fixed,0.771721824426811
79,auction_verification,regression,19,5,competence,0.7805706534897748
79,auction_verification,regression,19,5,hard_cv,0.8135065454738369
79,auction_verification,regression,19,5,best_individual_oracle,0.7729537577341977
80,auction_verification,regression,20,5,uniform,0.7301838677844108
80,auction_verification,regression,20,5,fixed,0.7294221596652561
80,auction_verification,regression,20,5,competence,0.7323570338318056
80,auction_verification,regression,20,5,hard_cv,0.7538445007860565
80,auction_verification,regression,20,5,best_individual_oracle,0.7285864516292411
81,auction_verification,regression,21,5,uniform,0.9299595619286499
81,auction_verification,regression,21,5,fixed,0.9282366773831199
81,auction_verification,regression,21,5,competence,0.9289835602297224
81,auction_verification,regression,21,5,hard_cv,0.9935153092810651
81,auction_verification,regression,21,5,best_individual_oracle,0.9236685057536745
82,auction_verification,regression,22,5,uniform,0.748835588003601
82,auction_verification,regression,22,5,fixed,0.7521278400697002
82,auction_verification,regression,22,5,competence,0.7634499102936413
82,auction_verification,regression,22,5,hard_cv,0.7773327540343037
82,auction_verification,regression,22,5,best_individual_oracle,0.7210341413077671
83,auction_verification,regression,23,5,uniform,0.8425424074266692
83,auction_verification,regression,23,5,fixed,0.8547461010167617
83,auction_verification,regression,23,5,competence,0.8904386644114775
83,auction_verification,regression,23,5,hard_cv,1.0848632920433992
83,auction_verification,regression,23,5,best_individual_oracle,0.786503777860959
84,auction_verification,regression,24,5,uniform,0.7696846441487741
84,auction_verification,regression,24,5,fixed,0.7680412708641073
84,auction_verification,regression,24,5,competence,0.7708865629706647
84,auction_verification,regression,24,5,hard_cv,0.8017831850653637
84,auction_verification,regression,24,5,best_individual_oracle,0.7990516238591955
85,auction_verification,regression,25,5,uniform,0.8467348209877787
85,auction_verification,regression,25,5,fixed,0.8593774064951613
85,auction_verification,regression,25,5,competence,0.8407943915855437
85,auction_verification,regression,25,5,hard_cv,0.8339293659105627
85,auction_verification,regression,25,5,best_individual_oracle,0.8339293659105627
86,auction_verification,regression,26,5,uniform,0.7941700033059833
86,auction_verification,regression,26,5,fixed,0.7950521181858403
86,auction_verification,regression,26,5,competence,0.7994870721109469
86,auction_verification,regression,26,5,hard_cv,0.8386107070285739
86,auction_verification,regression,26,5,best_individual_oracle,0.7860188198804376
87,auction_verification,regression,27,5,uniform,1.1658677114068936
87,auction_verification,regression,27,5,fixed,1.188631666817377
87,auction_verification,regression,27,5,competence,1.2216953173330574
87,auction_verification,regression,27,5,hard_cv,1.218948018811628
87,auction_verification,regression,27,5,best_individual_oracle,1.085725203091059
88,auction_verification,regression,28,5,uniform,0.7663527778983125
88,auction_verification,regression,28,5,fixed,0.7632331903107534
88,auction_verification,regression,28,5,competence,0.7733573760738729
88,auction_verification,regression,28,5,hard_cv,0.8394214133144539
88,auction_verification,regression,28,5,best_individual_oracle,0.7549968043065131
89,auction_verification,regression,29,5,uniform,0.9773517330044356
89,auction_verification,regression,29,5,fixed,0.9931366960032143
89,auction_verification,regression,29,5,competence,0.9872579755524153
89,auction_verification,regression,29,5,hard_cv,0.9773868427982446
89,auction_verification,regression,29,5,best_individual_oracle,0.9172831433004657
90,auction_verification,regression,30,5,uniform,0.8211690245170548
90,auction_verification,regression,30,5,fixed,0.8131401910746338
90,auction_verification,regression,30,5,competence,0.8229746442964302
90,auction_verification,regression,30,5,hard_cv,0.8617332591618228
90,auction_verification,regression,30,5,best_individual_oracle,0.764018628670949
91,auction_verification,regression,31,5,uniform,0.8911111888137299
91,auction_verification,regression,31,5,fixed,0.8951220676635522
91,auction_verification,regression,31,5,competence,0.8994888703520943
91,auction_verification,regression,31,5,hard_cv,0.9229423646178447
91,auction_verification,regression,31,5,best_individual_oracle,0.8362735631389177
92,auction_verification,regression,32,5,uniform,0.9158764918495134
92,auction_verification,regression,32,5,fixed,0.9197221976141456
92,auction_verification,regression,32,5,competence,0.9147018097426871
92,auction_verification,regression,32,5,hard_cv,0.9898326122313729
92,auction_verification,regression,32,5,best_individual_oracle,0.8833856083702102
93,auction_verification,regression,33,5,uniform,0.8686757999179422
93,auction_verification,regression,33,5,fixed,0.8683443113066565
93,auction_verification,regression,33,5,competence,0.882198030938825
93,auction_verification,regression,33,5,hard_cv,0.942659849573404
93,auction_verification,regression,33,5,best_individual_oracle,0.8966490974432394
94,auction_verification,regression,34,5,uniform,0.8505311436122304
94,auction_verification,regression,34,5,fixed,0.8425985783074537
94,auction_verification,regression,34,5,competence,0.8609627332534502
94,auction_verification,regression,34,5,hard_cv,0.9036667289233818
94,auction_verification,regression,34,5,best_individual_oracle,0.8424693976306745
95,auction_verification,regression,35,5,uniform,1.1006825806094087
95,auction_verification,regression,35,5,fixed,1.0888426190427807
95,auction_verification,regression,35,5,competence,1.1187526312841898
95,auction_verification,regression,35,5,hard_cv,1.2030251583655833
95,auction_verification,regression,35,5,best_individual_oracle,1.0130918479840063
96,auction_verification,regression,36,5,uniform,0.9577296451045498
96,auction_verification,regression,36,5,fixed,0.9564261386572784
96,auction_verification,regression,36,5,competence,0.9603657260175007
96,auction_verification,regression,36,5,hard_cv,0.9750597737615211
96,auction_verification,regression,36,5,best_individual_oracle,0.9093624884671151
97,auction_verification,regression,37,5,uniform,1.044981931607246
97,auction_verification,regression,37,5,fixed,1.0487455515293693
97,auction_verification,regression,37,5,competence,1.0723683435115332
97,auction_verification,regression,37,5,hard_cv,1.1759846887547616
97,auction_verification,regression,37,5,best_individual_oracle,1.005922319541251
98,auction_verification,regression,38,5,uniform,0.6765408823074215
98,auction_verification,regression,38,5,fixed,0.6726683664936943
98,auction_verification,regression,38,5,competence,0.6805128969045783
98,auction_verification,regression,38,5,hard_cv,0.7068924584230255
98,auction_verification,regression,38,5,best_individual_oracle,0.7068924584230255
99,auction_verification,regression,39,5,uniform,0.8695980464077898
99,auction_verification,regression,39,5,fixed,0.87268661375
99,auction_verification,regression,39,5,competence,0.8923726028202948
99,auction_verification,regression,39,5,hard_cv,0.9427361115560405
