task_type,context_size,rho,effective_rho,tasks,mechanism_accuracy,mechanism_accuracy_ci_low,mechanism_accuracy_ci_high,mechanism_log_loss,stable_mechanism_accuracy,combined_mechanism_accuracy,empirical_mi_c_w_nats,raw_mean_loss,rank_mean_loss,rank_minus_raw_loss,rank_minus_raw_ci_low,rank_minus_raw_ci_high,uniform_expert_loss,stable_expert_loss,combined_expert_loss,oracle_expert_loss,marginal_query_utility,marginal_query_utility_ci_low,marginal_query_utility_ci_high
classification,32,0.0,0.0,120,0.1,0.05,0.15833333333333333,1.9022464407653275,0.26666666666666666,0.24166666666666667,0.00971231332288614,0.7535713330505355,0.7403847461226724,-0.01318658692786311,-0.022937205221637728,-0.003495696520857011,0.656433648092461,0.6562022697634832,0.6556616574017993,0.6659869509273277,0.000540612361683857,-0.00035759561972807067,0.001487120270512471
classification,32,0.1,0.1,120,0.23333333333333334,0.15833333333333333,0.30833333333333335,1.8275483747958212,0.14166666666666666,0.20833333333333334,0.02234589028367145,0.7543220698862055,0.738902661871704,-0.015419408014501708,-0.025704677839596266,-0.005086649746454793,0.6636191830166005,0.6645071619691715,0.6645769465814114,0.6693118237938307,-6.978461223995277e-05,-0.001141504512380761,0.001025936790241297
classification,32,0.25,0.25,120,0.19166666666666668,0.125,0.26666666666666666,1.8140577013964214,0.275,0.375,0.16533165311441486,0.7460827706351941,0.7315326723855724,-0.014550098249621706,-0.022886371675371085,-0.006553705318746997,0.6536800992448574,0.6530814550946596,0.6526016471562969,0.6565100449574574,0.0004798079383627936,-0.0007781578539269901,0.0017836717023264918
classification,32,0.5,0.5,120,0.45,0.35833333333333334,0.5416666666666666,1.723902163146503,0.30833333333333335,0.44166666666666665,0.4949153397148479,0.751685270072563,0.7289119105961743,-0.022773359476388713,-0.03491950378875941,-0.0122247055550455,0.6570242581924683,0.6566663050037409,0.6548712631685767,0.6622119655720375,0.0017950418351640879,-0.00011079850511469801,0.003709035461339935
classification,32,0.75,0.75,120,0.6333333333333333,0.5416666666666666,0.7166666666666667,1.3368747059224273,0.25,0.6666666666666666,1.014098173465889,0.7689934925159778,0.7576834032092218,-0.011310089306756192,-0.021988996650373866,-0.0008322833232940382,0.6651370321661213,0.6658523876946743,0.6633775269592083,0.6727638874013462,0.002474860735466025,-0.00022229157871611396,0.0053287879141750705
classification,32,0.9,0.9,120,0.7583333333333333,0.675,0.8333333333333334,1.043076084184256,0.25,0.7583333333333333,1.5932442258821824,0.7432627872876374,0.7252306745893616,-0.01803211269827595,-0.026404335527996668,-0.009813583038015846,0.6509665505435954,0.6491238427036128,0.6434695628067161,0.65796665811656,0.005654279896896722,0.002457368445011528,0.009071971043723108
classification,32,1.0,1.0,120,0.7166666666666667,0.6333333333333333,0.8,1.0143216794672434,0.35833333333333334,0.7666666666666667,1.7917594692280547,0.7482086621881855,0.7294015873984648,-0.018807074789720775,-0.027307870169106765,-0.010182404585531293,0.6557198202632952,0.6531434982281409,0.6484252199464176,0.6609390396897931,0.004718278281723381,0.0014624511215107414,0.008116986477410788
classification,64,0.0,0.0,120,0.08333333333333333,0.03333333333333333,0.13333333333333333,1.9860423004057992,0.475,0.4166666666666667,0.00971231332288614,0.6758210991261784,0.6642925961651298,-0.011528502961048558,-0.017615816700162823,-0.0056273784249309886,0.6228604901133203,0.6199468241036674,0.6202087465558586,0.6307579931654704,-0.000261922452191105,-0.0013671671732326134,0.0008883426186893468
classification,64,0.1,0.1,120,0.1,0.05,0.15833333333333333,1.9802902814719745,0.31666666666666665,0.26666666666666666,0.02234589028367145,0.6747653522283618,0.6641999147798319,-0.010565437448529922,-0.016504657709741136,-0.004557094182856731,0.6318558365462457,0.6303187336326014,0.6296090797255806,0.6447569476184294,0.0007096539070209661,-0.0008175013258023195,0.002296306000913854
classification,64,0.25,0.25,120,0.225,0.15,0.3,1.8821949266969749,0.4,0.325,0.16533165311441486,0.6617899286455644,0.6495557378141241,-0.012234190831440197,-0.017597537230407384,-0.007015768621572436,0.6248281152105977,0.6239636936171872,0.6236775536728894,0.6351229501359253,0.00028613994429780296,-0.001331588610064009,0.0018863090216493285
