task_type,context_size,rho,effective_rho,tasks,mechanism_accuracy,mechanism_accuracy_ci_low,mechanism_accuracy_ci_high,mechanism_log_loss,stable_mechanism_accuracy,combined_mechanism_accuracy,empirical_mi_c_w_nats,raw_mean_loss,rank_mean_loss,rank_minus_raw_loss,rank_minus_raw_ci_low,rank_minus_raw_ci_high,uniform_expert_loss,stable_expert_loss,combined_expert_loss,oracle_expert_loss,marginal_query_utility,marginal_query_utility_ci_low,marginal_query_utility_ci_high
classification,64,0.5,0.5,120,0.5166666666666667,0.425,0.6083333333333333,1.6002093141434708,0.4166666666666667,0.5833333333333334,0.4949153397148479,0.6805758748060449,0.6684195107705676,-0.012156364035477126,-0.0194384880724707,-0.0056839002404484515,0.6273895822672142,0.6262862500991485,0.6210275385420009,0.6353966569475321,0.005258711557147561,0.0016393623969985756,0.00925965322203989
classification,64,0.75,0.75,120,0.675,0.5916666666666667,0.7583333333333333,1.25452539050044,0.44166666666666665,0.7083333333333334,1.014098173465889,0.675957130062068,0.6633633934946312,-0.012593736567436791,-0.0182035162899901,-0.007130352218443521,0.6346214548100672,0.6310280932394268,0.6269437203288806,0.6405721578274804,0.004084372910546013,-0.0005691105900093614,0.008625684797180094
classification,64,0.9,0.9,120,0.7916666666666666,0.7166666666666667,0.8583333333333333,0.8830284611391891,0.5083333333333333,0.875,1.5932442258821824,0.6758707298511208,0.6638466328819728,-0.012024096969148013,-0.01747194699607055,-0.006621892793520862,0.6261147405396088,0.6254097379069082,0.6183311065923165,0.6374299437416423,0.007078631314591789,0.002804672960693838,0.011592843118628769
classification,64,1.0,1.0,120,0.925,0.875,0.9666666666666667,0.622930329187429,0.45,0.9583333333333334,1.7917594692280547,0.6744786094458062,0.6629278220839432,-0.011550787361863027,-0.018660099501214392,-0.005035447909552197,0.6297421361815586,0.6263546965524511,0.6183060162215787,0.6363536241535246,0.008048680330872677,0.004339314627131007,0.011948713479525818
classification,128,0.0,0.0,120,0.125,0.06666666666666667,0.18333333333333332,1.9548510053949892,0.5083333333333333,0.475,0.00971231332288614,0.6309508100854325,0.6190369197966206,-0.011913890288811957,-0.015861732734943443,-0.007981938606839743,0.5991749867737857,0.5971349506689954,0.5973250979812117,0.6105151682601933,-0.0001901473122161911,-0.001393319372946917,0.0010961169124699334
classification,128,0.1,0.1,120,0.14166666666666666,0.08333333333333333,0.20833333333333334,1.9697364460037599,0.5166666666666667,0.44166666666666665,0.02234589028367145,0.6214456098979414,0.6126213085683122,-0.008824301329629131,-0.012495027083114368,-0.005239163836405054,0.5914796199556027,0.588355672856898,0.5898850974274523,0.5920599384555808,-0.0015294245705543357,-0.003563663129921011,0.00037890112234471434
classification,128,0.25,0.25,120,0.275,0.2,0.35833333333333334,1.812251773713343,0.5416666666666666,0.575,0.16533165311441486,0.630561132471359,0.622260233508933,-0.008300898962426011,-0.012145385630645813,-0.004630257691391888,0.59951125585695,0.5940426950168842,0.5935435755196319,0.6022027483676815,0.0004991194972522627,-0.0022131305589413288,0.0031423105967406883
classification,128,0.5,0.5,120,0.525,0.43333333333333335,0.6166666666666667,1.55212611773163,0.49166666666666664,0.6083333333333333,0.4949153397148479,0.6328861146585419,0.622534256726278,-0.010351857932263902,-0.01462613205668343,-0.006320651924621826,0.5995755394509262,0.5969811954527586,0.5919124117939643,0.6027929444594188,0.005068783658794313,0.00142443591647162,0.008805858877035761
classification,128,0.75,0.75,120,0.75,0.675,0.825,1.4172678340390932,0.575,0.7916666666666666,1.014098173465889,0.6219493511807558,0.6145077302476664,-0.007441620933089473,-0.011396142183792556,-0.003749835954341525,0.5976015453561875,0.5941165742133561,0.5856038643119547,0.6013448333166316,0.00851270990140139,0.0038167806505131517,0.01319679341782032
classification,128,0.9,0.9,120,0.8916666666666667,0.8333333333333334,0.9416666666666667,0.6852031295178743,0.525,0.9333333333333333,1.5932442258821824,0.6299188003785254,0.6191934049719002,-0.0107253954066252,-0.014608386742742303,-0.00693877708892868,0.5978833601171617,0.5912719463409261,0.5794746473137156,0.596998905491232,0.011797299027210313,0.00627085131482747,0.01752956383438897
classification,128,1.0,1.0,120,0.9333333333333333,0.8833333333333333,0.975,0.5182731238161966,0.5083333333333333,0.9666666666666667,1.7917594692280547,0.6258941940196923,0.6153281410937621,-0.010566052925930205,-0.01491073007530104,-0.006380394421991997,0.5976464795013283,0.5931462759497871,0.5773384004142402,0.5957360264308276,0.015807875535546793,0.009992697770228421,0.021590464957217174
classification,256,0.0,0.0,120,0.075,0.03333333333333333,0.125,2.0208201235455627,0.5416666666666666,0.4166666666666667,0.00971231332288614,0.6173444308942971,0.6107667714528656,-0.006577659441431706,-0.0094655818109583,-0.0038995693322798246,0.5797628236116974,0.5710287550491436,0.5732975629339999,0.5650396860973091,-0.002268807884856097,-0.003907798730826756,-0.0006689293000042136
classification,256,0.1,0.1,120,0.125,0.06666666666666667,0.18333333333333332,1.9413447845888916,0.6416666666666667,0.5666666666666667,0.02234589028367145,0.6153507738356662,0.6053965113697757,-0.009954262465890491,-0.013046919941472066,-0.007000049121920972,0.5760705485335411,0.5681151376018165,0.5691642609031724,0.5662289355450697,-0.0010491233013558028,-0.0029404665868171427,0.0009502705720994671
classification,256,0.25,0.25,120,0.275,0.2,0.35833333333333334,1.8603634010807986,0.6666666666666666,0.5916666666666667,0.16533165311441486,0.605996212738787,0.5978808616104051,-0.008115351128381834,-0.011374312770110532,-0.004999214253604456,0.5688711040936681,0.5583435182138826,0.5603206508363755,0.5580522950760124,-0.0019771326224929347,-0.004186991856833177,0.00010094752197057693
classification,256,0.5,0.5,120,0.55,0.4666666666666667,0.6416666666666667,1.5751535424963463,0.6333333333333333,0.7166666666666667,0.4949153397148479,0.6076898695147548,0.5995557122475546,-0.008134157267200294,-0.011300789141833073,-0.005105646967974282,0.5737014059244662,0.563030331825625,0.5572593037401712,0.5572352057141041,0.005771028085453848,0.001467968607939187,0.010376445003544387
classification,256,0.75,0.75,120,0.7833333333333333,0.7083333333333334,0.8583333333333333,1.1770941470860912,0.7083333333333334,0.8166666666666667,1.014098173465889,0.6149878070067795,0.6047141271642957,-0.010273679842483924,-0.013144130575462671,-0.00763010514958898,0.5782896661498088,0.569780657513136,0.5588504947724153,0.5658966602346437,0.010930162740720624,0.00458773559820094,0.017515896391979858
classification,256,0.9,0.9,120,0.9416666666666667,0.8997916666666669,0.9833333333333333,0.5650557449547563,0.5416666666666666,0.925,1.5932442258821824,0.6099590410579865,0.6003738649518666,-0.00958517610611983,-0.012863151693403388,-0.006365701241049622,0.573020042338163,0.5651128975450452,0.5515930482775268,0.560342187717475,0.013519849267518513,0.007741710079281564,0.019452020397220823
classification,256,1.0,1.0,120,0.9833333333333333,0.9583333333333334,1.0,0.3463087261495449,0.5416666666666666,0.9916666666666667,1.7917594692280547,0.6056303630899463,0.597638521871997,-0.00799184121794933,-0.011428389197051124,-0.0047467047488535105,0.5703552900430943,0.560504130499846,0.5441914876697934,0.5551286318683213,0.01631264283005265,0.010863880861764033,0.022123854165668477
classification,512,0.0,0.0,120,0.09166666666666666,0.041666666666666664,0.14166666666666666,1.9911486962446057,0.6666666666666666,0.6083333333333333,0.00971231332288614,0.5993191764860275,0.5934576577605761,-0.005861518725451425,-0.008531366963977544,-0.0033109761037611145,0.5585545734625905,0.54718002280969,0.550239163665126,0.5348242580174474,-0.0030591408554359535,-0.004693697470525189,-0.0015563020532788335
classification,512,0.1,0.1,120,0.125,0.06666666666666667,0.19166666666666668,2.0052624677799837,0.6666666666666666,0.6,0.02234589028367145,0.6041667031673661,0.5954058903539993,-0.008760812813366914,-0.011562192542018852,-0.006047769654805576,0.561724058965639,0.5505629190231327,0.5533152467275487,0.5427404375353816,-0.0027523277044162195,-0.004610090464168098,-0.0010411581359945454
classification,512,0.25,0.25,120,0.2916666666666667,0.20833333333333334,0.375,1.8979505890998272,0.6916666666666667,0.6416666666666667,0.16533165311441486,0.6032407803191153,0.5968215886622517,-0.00641919165686357,-0.00953769917082752,-0.0035543819228131845,0.560839348419729,0.5479403756409404,0.5478742345023415,0.5342665045776477,6.614113859902126e-05,-0.0027874893726036526,0.0028708064249854553
classification,512,0.5,0.5,120,0.5916666666666667,0.5,0.6833333333333333,1.967650514930226,0.625,0.6833333333333333,0.4949153397148479,0.5994308210230649,0.5920196392505431,-0.0074111817725217,-0.010631488216286485,-0.004541583508465401,0.5573128408557972,0.5434863396910121,0.5394155716049608,0.5298798736192012,0.0040707680860511564,-0.0012773694265659455,0.009610159614945352
classification,512,0.75,0.75,120,0.8,0.725,0.8666666666666667,1.1896420252935882,0.7416666666666667,0.8,1.014098173465889,0.5979942786006366,0.5906116540003166,-0.00738262460031987,-0.010615327444126943,-0.0043149269165391165,0.5524931663214865,0.539183738656734,0.5290503320957066,0.5227684375685041,0.01013340656102731,0.0041119306101852215,0.01622376656005956
classification,512,0.9,0.9,120,0.95,0.9083333333333333,0.9833333333333333,0.573124253186258,0.7083333333333334,0.95,1.5932442258821824,0.5999488951308852,0.5911425287266913,-0.008806366404193956,-0.012242505091055069,-0.005605829710405537,0.5552895427411068,0.5393686351211523,0.5233398043874735,0.5253874748254457,0.016028830733678844,0.009887001555528059,0.02212923162591888
classification,512,1.0,1.0,120,0.9916666666666667,0.975,1.0,0.29254288732628786,0.7083333333333334,1.0,1.7917594692280547,0.5979276756805322,0.587565744519536,-0.010361931160996178,-0.013680074668325536,-0.007119486669007561,0.5507518351263492,0.5333005763058815,0.5116046132083649,0.5135191036111737,0.021695963097516573,0.016335404992405694,0.027401763710522217
regression,32,0.0,0.0,120,0.14166666666666666,0.08333333333333333,0.20833333333333334,1.9252509984487507,0.525,0.475,0.00971231332288614,0.892038742329771,0.8203374522851569,-0.07170129004461413,-0.10806593781617292,-0.040584280022886804,0.6692223355743878,0.6500464713283571,0.6500106541487052,0.4906810237086636,3.58171796517708e-05,-0.011469293200483179,0.011445023582100195
regression,32,0.1,0.1,120,0.175,0.10833333333333334,0.24166666666666667,1.8688491026256118,0.4083333333333333,0.38333333333333336,0.02234589028367145,0.8469404113298638,0.7735485185372895,-0.0733918927925743,-0.1075191133274371,-0.04436092221369318,0.6555376704854178,0.6344102717213012,0.6371362832938287,0.47508779536339163,-0.0027260115725274733,-0.011802792413165298,0.005932526717144449
regression,32,0.25,0.25,120,0.14166666666666666,0.08333333333333333,0.20833333333333334,1.908015038648756,0.49166666666666664,0.39166666666666666,0.16533165311441486,0.8111216642034672,0.7470136817374431,-0.06410798246602405,-0.09381084784451059,-0.03598299518910795,0.6061480524303654,0.5878089407536142,0.5824839120816155,0.47734596018105874,0.0053250286719987595,-0.009432753537066088,0.021191458559270827
regression,32,0.5,0.5,120,0.4,0.30833333333333335,0.49166666666666664,1.6729349672130456,0.4166666666666667,0.575,0.4949153397148479,0.8272328395024411,0.7678831578795611,-0.05934968162288003,-0.08650590902974159,-0.033690021299936285,0.6322448536932922,0.6065885264582966,0.5757693971717613,0.4352743326849654,0.030819129286535348,0.0046173889013648925,0.056440405116524345
regression,32,0.75,0.75,120,0.5833333333333334,0.49166666666666664,0.675,1.3262065128547176,0.425,0.7166666666666667,1.014098173465889,0.7895267070568537,0.7419134888460663,-0.04761321821078737,-0.07348123917047347,-0.02276090116595984,0.6422470343549723,0.6258783281374394,0.5429334288426346,0.45086482627297203,0.0829448992948046,0.04511420508084588,0.12256692154010602
regression,32,0.9,0.9,120,0.7666666666666667,0.6916666666666667,0.8416666666666667,1.0542356999781421,0.5166666666666667,0.8,1.5932442258821824,0.9306854359433087,0.8434176059283227,-0.08726783001498588,-0.11766873795110863,-0.05707409938072043,0.6870301406039138,0.6616321113719076,0.526501047683213,0.4499846612901685,0.13513106368869457,0.08964838741298643,0.18546161055689217
regression,32,1.0,1.0,120,0.725,0.6416666666666667,0.8,0.9909105383789807,0.4083333333333333,0.8333333333333334,1.7917594692280547,0.8506352455328187,0.8054771878845902,-0.04515805764822838,-0.06727641654405493,-0.023281236246592906,0.6459287093616832,0.6187084423122516,0.49831101931195604,0.43603810080022054,0.12039742300029553,0.08968120906512704,0.15402790071154063
regression,64,0.0,0.0,120,0.14166666666666666,0.08333333333333333,0.20833333333333334,2.009593928923737,0.5,0.45,0.00971231332288614,0.7330761287122397,0.6946266008093828,-0.038449527902856974,-0.052067021077154094,-0.025181829733289134,0.4981792518734958,0.4820559843988446,0.48278104034992897,0.2719355900890273,-0.0007250559510842871,-0.021260170970292893,0.019348846573455928
regression,64,0.1,0.1,120,0.13333333333333333,0.075,0.2,1.9262844675590363,0.5833333333333334,0.5,0.02234589028367145,0.6617899310062231,0.6147236409707778,-0.047066290035445185,-0.06259306266883079,-0.031608916359997206,0.44278638514140634,0.42782026816137086,0.4343849309547753,0.23828887030087625,-0.006564662793404535,-0.02461387899790022,0.012304933661239567
regression,64,0.25,0.25,120,0.24166666666666667,0.16666666666666666,0.325,1.9029711158742348,0.5583333333333333,0.5,0.16533165311441486,0.6277524549419135,0.5982103426999874,-0.029542112241926044,-0.04398575554127608,-0.015634438228888995,0.43309613037284234,0.41275444914687753,0.4031897075229113,0.2341638479000447,0.009564741623966245,-0.013481028088213026,0.03185173126613574
regression,64,0.5,0.5,120,0.43333333333333335,0.3416666666666667,0.525,1.6193095424098451,0.43333333333333335,0.6333333333333333,0.4949153397148479,0.6652509676197444,0.6212403241231002,-0.044010643496644256,-0.062130094909250165,-0.027898238440022843,0.46703181159504525,0.45859614324581105,0.3873086221836061,0.2572528202823987,0.0712875210622049,0.034314666560313345,0.10874174670258198
regression,64,0.75,0.75,120,0.7333333333333333,0.6583333333333333,0.8083333333333333,1.1634150067537943,0.5083333333333333,0.8083333333333333,1.014098173465889,0.6620757748266259,0.619459887555338,-0.042615887271288067,-0.058944743376037424,-0.02672284318018981,0.4582927346369928,0.42877290011703073,0.31142576417192347,0.2142314947048643,0.11734713594510723,0.07020167074738859,0.16765186265482113
regression,64,0.9,0.9,120,0.7916666666666666,0.7166666666666667,0.8666666666666667,0.8859068163955819,0.6416666666666667,0.8833333333333333,1.5932442258821824,0.6828991935259481,0.6395020089297496,-0.04339718459619856,-0.059831957675763006,-0.028322017894946587,0.47259262330880936,0.45310547607451107,0.2622594497184562,0.21340141169080304,0.1908460263560548,0.137867111800126,0.2511861463731792
regression,64,1.0,1.0,120,0.9166666666666666,0.8666666666666667,0.9583333333333334,0.6665157426655861,0.5916666666666667,0.975,1.7917594692280547,0.6886716965428276,0.6389983830939049,-0.049673313448922646,-0.06754945760242173,-0.03240450406862281,0.47617583564262855,0.4458907212733851,0.2602000979390873,0.232305669037138,0.18569062333429773,0.13603393768627076,0.23786597427168096
regression,128,0.0,0.0,120,0.10833333333333334,0.058333333333333334,0.16666666666666666,1.9702953959954312,0.6916666666666667,0.6333333333333333,0.00971231332288614,0.5993458579392865,0.5691395322690482,-0.030206325670238145,-0.04018948626947497,-0.020238417713988186,0.37308755164999513,0.3152406477400083,0.3196635785295188,0.15316287215126625,-0.004422930789510578,-0.016587015909684366,0.008199544876269069
regression,128,0.1,0.1,120,0.1,0.05,0.15833333333333333,1.9732635369379992,0.6666666666666666,0.575,0.02234589028367145,0.589435445199796,0.5504854058166863,-0.03895003938310978,-0.05091764273142288,-0.027282043900191264,0.35767912066898583,0.30498409854665653,0.315630709075536,0.1548915113255905,-0.010646610528879415,-0.02371168962285035,0.0014234128140410646
regression,128,0.25,0.25,120,0.275,0.2,0.35833333333333334,1.8290148173489444,0.5833333333333334,0.5583333333333333,0.16533165311441486,0.6193041864041161,0.5858086525653691,-0.033495533838747045,-0.045116307970894325,-0.022156895664918488,0.3793999343292659,0.298134209179259,0.3089486513737402,0.14091654113531552,-0.01081444219448127,-0.03144097189819991,0.009020561229152095
regression,128,0.5,0.5,120,0.5666666666666667,0.475,0.6583333333333333,1.5647528889532751,0.725,0.7083333333333334,0.4949153397148479,0.6366029719320161,0.5951079142799359,-0.04149505765208011,-0.05607051165471649,-0.027587334720874036,0.3897131109849752,0.29717422260508947,0.26542085341147553,0.1154052462216448,0.031753369193613906,-0.007678832857631178,0.0694029007976346
regression,128,0.75,0.75,120,0.75,0.6666666666666666,0.825,1.2519845575500412,0.6,0.825,1.014098173465889,0.6193949068312714,0.5792401492892608,-0.040154757542010505,-0.05403710866708343,-0.027158345717204175,0.3703178641111626,0.2883391607742427,0.20323785462183383,0.11136651929551063,0.08510130615240889,0.03829355492195896,0.1302519400127027
regression,128,0.9,0.9,120,0.8916666666666667,0.8333333333333334,0.9416666666666667,0.7228349249635034,0.7,0.9416666666666667,1.5932442258821824,0.5743512715761673,0.5246384493931018,-0.04971282218306541,-0.06474990406416078,-0.03529524317404892,0.34379526234718616,0.2591528932589078,0.1366574407500794,0.11329506264350304,0.12249545250882837,0.09073418501613315,0.15573285865280323
regression,128,1.0,1.0,120,0.975,0.9416666666666667,1.0,0.42789062818684354,0.6916666666666667,0.9833333333333333,1.7917594692280547,0.6051155517312397,0.5663701610603098,-0.03874539067092975,-0.05331819581057809,-0.02541196724549727,0.362319556765652,0.29389699843187206,0.12852856044841585,0.11420698428909427,0.1653684379834562,0.12729898070474113,0.20567876239697297
regression,256,0.0,0.0,120,0.06666666666666667,0.025,0.11666666666666667,1.9645877892278514,0.675,0.625,0.00971231332288614,0.5556599016339318,0.5221270856713466,-0.03353281596258504,-0.04504149928665022,-0.023058951026560925,0.30888821475198885,0.227901941589325,0.24642641662635814,0.08627721374883285,-0.018524475037033115,-0.030109309846323973,-0.0067819747494910505
regression,256,0.1,0.1,120,0.15,0.09166666666666666,0.21666666666666667,1.9382298376673286,0.6833333333333333,0.625,0.02234589028367145,0.5716623051671105,0.539360330663881,-0.032301974503229365,-0.043227427647795365,-0.021918828119594537,0.3108002383788955,0.2180576519429948,0.23345252236410208,0.08705743602732555,-0.015394870421107288,-0.027267584781622053,-0.006582667919584727
regression,256,0.25,0.25,120,0.3416666666666667,0.25833333333333336,0.425,1.8796878513209714,0.675,0.6166666666666667,0.16533165311441486,0.5943052512404168,0.5629729004787857,-0.03133235076163124,-0.04185938645980744,-0.021215098008652226,0.33484117843678196,0.24928869113469684,0.2498312329985372,0.09417306402392396,-0.0005425418638403807,-0.024174172924237767,0.02228225020406708
regression,256,0.5,0.5,120,0.5833333333333334,0.49166666666666664,0.675,1.5264783394813952,0.6416666666666667,0.675,0.4949153397148479,0.5833855814373997,0.5528502315597444,-0.030535349877655396,-0.04128769082959552,-0.019958307918525667,0.33971060075059195,0.22903089818469002,0.2117086682710244,0.08664992854838487,0.017322229913665617,-0.012292738593373546,0.04674719487407811
regression,256,0.75,0.75,120,0.7416666666666667,0.6583333333333333,0.8166666666666667,1.286447911529646,0.6666666666666666,0.8083333333333333,1.014098173465889,0.6005106207221095,0.5662259070422735,-0.03428471367983597,-0.045889504846031784,-0.02323367893698873,0.33718825633902955,0.2404067729551697,0.16359529327943093,0.07640178417878757,0.0768114796757388,0.03501858329078315,0.11678337060638581
regression,256,0.9,0.9,120,0.9416666666666667,0.8916666666666667,0.975,0.5518295151096112,0.7333333333333333,0.95,1.5932442258821824,0.5750470386695935,0.5329752113548983,-0.04207182731469502,-0.054386480332667936,-0.03015604941345995,0.3229305424487697,0.19992716846634984,0.10204545384780542,0.07946668930335697,0.09788171461854442,0.0687278309740173,0.12965085295650666
regression,256,1.0,1.0,120,0.9833333333333333,0.9583333333333334,1.0,0.34111980977793693,0.7166666666666667,0.9833333333333333,1.7917594692280547,0.5700494197336636,0.5310274580667218,-0.039021961666941794,-0.05191734936480188,-0.026405382895472295,0.32710575929512997,0.22134807708408702,0.09523587330549432,0.08564999798093129,0.12611220377859272,0.09815415911657692,0.15606856142816314
regression,512,0.0,0.0,120,0.05,0.016666666666666666,0.09166666666666666,2.0571804452766744,0.7583333333333333,0.7166666666666667,0.00971231332288614,0.532250288191072,0.4995027252163479,-0.03274756297472415,-0.043490151135662306,-0.022849470844896594,0.274798869759409,0.15874197449290064,0.19248167831283827,0.06713960896467633,-0.03373970381993766,-0.044158403181345805,-0.02416611866600825
regression,512,0.1,0.1,120,0.10833333333333334,0.058333333333333334,0.16666666666666666,1.9662721558665657,0.8416666666666667,0.725,0.02234589028367145,0.5476569038483317,0.5117471205832577,-0.035909783265073957,-0.04605626358703937,-0.025989638151984077,0.27990125961928297,0.17447231355830706,0.20221259896348528,0.05846570155466087,-0.027740285405178207,-0.03885126590922642,-0.0181788511884264
regression,512,0.25,0.25,120,0.3416666666666667,0.25833333333333336,0.425,1.8728077801107204,0.7083333333333334,0.6583333333333333,0.16533165311441486,0.5681251986550573,0.5296796923158005,-0.03844550633925685,-0.051124687979571884,-0.026473651231419523,0.2957784690242748,0.18124419721740426,0.19772467395358326,0.06211468383144609,-0.01648047673617898,-0.03301665610053311,-0.0014581346088644708
regression,512,0.5,0.5,120,0.575,0.48333333333333334,0.6666666666666666,1.6506971722170178,0.7083333333333334,0.6916666666666667,0.4949153397148479,0.5623273677931445,0.5228420296360284,-0.03948533815711589,-0.051639443293344266,-0.02763639171581035,0.2834765341658843,0.1839458224589462,0.16246889597989977,0.048825525947118274,0.021476926479046414,-0.009527624978917066,0.04939300753698161
regression,512,0.75,0.75,120,0.7666666666666667,0.6916666666666667,0.8416666666666667,1.1827644430711877,0.675,0.775,1.014098173465889,0.5497698045216892,0.5073798362468257,-0.04238996827486341,-0.05496197859581487,-0.03007878889700752,0.27993193064023647,0.16242920813246586,0.12739802017777968,0.05809035560402913,0.03503118795468617,0.0029109190651020085,0.06529782440010609
regression,512,0.9,0.9,120,0.9416666666666667,0.9,0.9833333333333333,0.7936580387959707,0.75,0.95,1.5932442258821824,0.5792843083592166,0.5408304752852722,-0.038453833073944364,-0.050896861306410086,-0.026019695129839246,0.30900560516612513,0.18452965229540802,0.08382817820457505,0.06501150328303261,0.10070147409083298,0.07282035937410418,0.12895610754987633
regression,512,1.0,1.0,120,0.9833333333333333,0.9583333333333334,1.0,0.31848942912093425,0.8166666666666667,0.9833333333333333,1.7917594692280547,0.5386868604969285,0.4974935216887518,-0.04119333880817663,-0.05412380191769088,-0.028953778125978852,0.2788825151079683,0.14784887667871424,0.05185451256110739,0.0430327803897727,0.09599436411760687,0.07562912252953793,0.11775275460074748
