episode_index,dataset,task_type,repeat,feature_count,method,loss
7,seismic-bumps,classification,7,11,uniform,0.23837525690942735
7,seismic-bumps,classification,7,11,fixed,0.23369453509696697
7,seismic-bumps,classification,7,11,competence,0.23057028471410068
7,seismic-bumps,classification,7,11,hard_cv,0.24516195527110082
7,seismic-bumps,classification,7,11,best_individual_oracle,0.22638589937423187
8,seismic-bumps,classification,8,11,uniform,0.25642126861679276
8,seismic-bumps,classification,8,11,fixed,0.2591629725754194
8,seismic-bumps,classification,8,11,competence,0.25624362862196387
8,seismic-bumps,classification,8,11,hard_cv,0.25974684944608484
8,seismic-bumps,classification,8,11,best_individual_oracle,0.25974684944608484
9,seismic-bumps,classification,9,11,uniform,0.16563374697257383
9,seismic-bumps,classification,9,11,fixed,0.1621775425523437
9,seismic-bumps,classification,9,11,competence,0.16547811820278183
9,seismic-bumps,classification,9,11,hard_cv,0.17536589649617912
9,seismic-bumps,classification,9,11,best_individual_oracle,0.16232651978235152
10,seismic-bumps,classification,10,11,uniform,0.21167005459415228
10,seismic-bumps,classification,10,11,fixed,0.21193432813889007
10,seismic-bumps,classification,10,11,competence,0.2083429657020517
10,seismic-bumps,classification,10,11,hard_cv,0.20908560639311013
10,seismic-bumps,classification,10,11,best_individual_oracle,0.20908560639311013
11,seismic-bumps,classification,11,11,uniform,0.28183445654492834
11,seismic-bumps,classification,11,11,fixed,0.27644740619310865
11,seismic-bumps,classification,11,11,competence,0.2789327621252289
11,seismic-bumps,classification,11,11,hard_cv,0.27937032372240145
11,seismic-bumps,classification,11,11,best_individual_oracle,0.27046904157701024
12,seismic-bumps,classification,12,11,uniform,0.19712162813498663
12,seismic-bumps,classification,12,11,fixed,0.2003995090998163
12,seismic-bumps,classification,12,11,competence,0.19365380798045329
12,seismic-bumps,classification,12,11,hard_cv,0.1993112991125453
12,seismic-bumps,classification,12,11,best_individual_oracle,0.1993112991125453
13,seismic-bumps,classification,13,11,uniform,0.25665465712263524
13,seismic-bumps,classification,13,11,fixed,0.25613762955797403
13,seismic-bumps,classification,13,11,competence,0.2557477927004462
13,seismic-bumps,classification,13,11,hard_cv,0.27096449316990545
13,seismic-bumps,classification,13,11,best_individual_oracle,0.24652283420523868
14,seismic-bumps,classification,14,11,uniform,0.20883314518973073
14,seismic-bumps,classification,14,11,fixed,0.20646603701847013
14,seismic-bumps,classification,14,11,competence,0.2060748009782381
14,seismic-bumps,classification,14,11,hard_cv,0.19617028114643711
14,seismic-bumps,classification,14,11,best_individual_oracle,0.19617028114643711
15,seismic-bumps,classification,15,11,uniform,0.2237991693017867
15,seismic-bumps,classification,15,11,fixed,0.21671069801524911
15,seismic-bumps,classification,15,11,competence,0.21843200680606523
15,seismic-bumps,classification,15,11,hard_cv,0.228795199490877
15,seismic-bumps,classification,15,11,best_individual_oracle,0.20290253346887566
16,seismic-bumps,classification,16,11,uniform,0.2054184393568895
16,seismic-bumps,classification,16,11,fixed,0.20421123650233397
16,seismic-bumps,classification,16,11,competence,0.20502879140908664
16,seismic-bumps,classification,16,11,hard_cv,0.20750450996324832
16,seismic-bumps,classification,16,11,best_individual_oracle,0.20097765354648994
17,seismic-bumps,classification,17,11,uniform,0.2216808531028015
17,seismic-bumps,classification,17,11,fixed,0.20928073732179547
17,seismic-bumps,classification,17,11,competence,0.2263187761734092
17,seismic-bumps,classification,17,11,hard_cv,0.313796983685062
17,seismic-bumps,classification,17,11,best_individual_oracle,0.20038311293389702
18,seismic-bumps,classification,18,11,uniform,0.23057584596689937
18,seismic-bumps,classification,18,11,fixed,0.22847573251324543
18,seismic-bumps,classification,18,11,competence,0.24413793110594237
18,seismic-bumps,classification,18,11,hard_cv,0.28063395894550514
18,seismic-bumps,classification,18,11,best_individual_oracle,0.21352173436113892
19,seismic-bumps,classification,19,11,uniform,0.22979933652696863
19,seismic-bumps,classification,19,11,fixed,0.2284897715227603
19,seismic-bumps,classification,19,11,competence,0.22546100343812447
19,seismic-bumps,classification,19,11,hard_cv,0.26545539162784876
19,seismic-bumps,classification,19,11,best_individual_oracle,0.2209533395263818
20,seismic-bumps,classification,20,11,uniform,0.20629733670947842
20,seismic-bumps,classification,20,11,fixed,0.2049104372298903
20,seismic-bumps,classification,20,11,competence,0.20604216746555154
20,seismic-bumps,classification,20,11,hard_cv,0.21571852151253829
20,seismic-bumps,classification,20,11,best_individual_oracle,0.20323466683878666
21,seismic-bumps,classification,21,11,uniform,0.2204951981324946
21,seismic-bumps,classification,21,11,fixed,0.21014992326983367
21,seismic-bumps,classification,21,11,competence,0.2146305760114323
21,seismic-bumps,classification,21,11,hard_cv,0.21616317753025893
21,seismic-bumps,classification,21,11,best_individual_oracle,0.2126346709578338
22,seismic-bumps,classification,22,11,uniform,0.22572863039521723
22,seismic-bumps,classification,22,11,fixed,0.22051114077310952
22,seismic-bumps,classification,22,11,competence,0.2213639597694802
22,seismic-bumps,classification,22,11,hard_cv,0.21921659424284987
22,seismic-bumps,classification,22,11,best_individual_oracle,0.21921659424284987
23,seismic-bumps,classification,23,11,uniform,0.18266126106756972
23,seismic-bumps,classification,23,11,fixed,0.18947169153658128
23,seismic-bumps,classification,23,11,competence,0.1804353035976588
23,seismic-bumps,classification,23,11,hard_cv,0.1764055920358646
23,seismic-bumps,classification,23,11,best_individual_oracle,0.1764055920358646
24,seismic-bumps,classification,24,11,uniform,0.18683003821197527
24,seismic-bumps,classification,24,11,fixed,0.18129409998458149
24,seismic-bumps,classification,24,11,competence,0.1813637625546643
24,seismic-bumps,classification,24,11,hard_cv,0.16801038922211828
24,seismic-bumps,classification,24,11,best_individual_oracle,0.16801038922211828
25,seismic-bumps,classification,25,11,uniform,0.2306564993037609
25,seismic-bumps,classification,25,11,fixed,0.22233505901252382
25,seismic-bumps,classification,25,11,competence,0.2330032714952583
25,seismic-bumps,classification,25,11,hard_cv,0.27223797793675814
25,seismic-bumps,classification,25,11,best_individual_oracle,0.18587147219688438
26,seismic-bumps,classification,26,11,uniform,0.18995111022125455
26,seismic-bumps,classification,26,11,fixed,0.1853805443477855
26,seismic-bumps,classification,26,11,competence,0.18676543435700949
26,seismic-bumps,classification,26,11,hard_cv,0.19070125025188467
26,seismic-bumps,classification,26,11,best_individual_oracle,0.19070125025188467
27,seismic-bumps,classification,27,11,uniform,0.20962191075035685
27,seismic-bumps,classification,27,11,fixed,0.2076804832117784
27,seismic-bumps,classification,27,11,competence,0.2075712722323115
27,seismic-bumps,classification,27,11,hard_cv,0.20814172791977334
27,seismic-bumps,classification,27,11,best_individual_oracle,0.20814172791977334
28,seismic-bumps,classification,28,11,uniform,0.17818387473584438
28,seismic-bumps,classification,28,11,fixed,0.17820499486385916
28,seismic-bumps,classification,28,11,competence,0.17780182602306538
28,seismic-bumps,classification,28,11,hard_cv,0.17397205990000053
28,seismic-bumps,classification,28,11,best_individual_oracle,0.17397205990000053
29,seismic-bumps,classification,29,11,uniform,0.19528574617071337
29,seismic-bumps,classification,29,11,fixed,0.19166823989082815
29,seismic-bumps,classification,29,11,competence,0.1928841013854902
29,seismic-bumps,classification,29,11,hard_cv,0.22119272666407136
29,seismic-bumps,classification,29,11,best_individual_oracle,0.18173882838737515
30,seismic-bumps,classification,30,11,uniform,0.2351846538529195
30,seismic-bumps,classification,30,11,fixed,0.22486618354392116
30,seismic-bumps,classification,30,11,competence,0.21898511069813842
30,seismic-bumps,classification,30,11,hard_cv,0.2107973749959497
30,seismic-bumps,classification,30,11,best_individual_oracle,0.2107973749959497
31,seismic-bumps,classification,31,11,uniform,0.2069569401848769
31,seismic-bumps,classification,31,11,fixed,0.20761402171615143
31,seismic-bumps,classification,31,11,competence,0.21005137176442035
31,seismic-bumps,classification,31,11,hard_cv,0.24061223209294214
31,seismic-bumps,classification,31,11,best_individual_oracle,0.19966948061949857
32,seismic-bumps,classification,32,11,uniform,0.28954166779486346
32,seismic-bumps,classification,32,11,fixed,0.28861479848584215
32,seismic-bumps,classification,32,11,competence,0.2862829344665151
32,seismic-bumps,classification,32,11,hard_cv,0.27666475494430004
32,seismic-bumps,classification,32,11,best_individual_oracle,0.27666475494430004
33,seismic-bumps,classification,33,11,uniform,0.20229024759705327
33,seismic-bumps,classification,33,11,fixed,0.1994992288490242
33,seismic-bumps,classification,33,11,competence,0.19856956154280309
33,seismic-bumps,classification,33,11,hard_cv,0.1962653555775519
33,seismic-bumps,classification,33,11,best_individual_oracle,0.1962653555775519
34,seismic-bumps,classification,34,11,uniform,0.22385362493743766
34,seismic-bumps,classification,34,11,fixed,0.2207318798147404
34,seismic-bumps,classification,34,11,competence,0.22542297054552496
34,seismic-bumps,classification,34,11,hard_cv,0.24920135062076448
34,seismic-bumps,classification,34,11,best_individual_oracle,0.20690142150975352
35,seismic-bumps,classification,35,11,uniform,0.23165122288571866
35,seismic-bumps,classification,35,11,fixed,0.22806664995654713
35,seismic-bumps,classification,35,11,competence,0.23185164939742522
35,seismic-bumps,classification,35,11,hard_cv,0.23285418359528887
35,seismic-bumps,classification,35,11,best_individual_oracle,0.23219473938175605
36,seismic-bumps,classification,36,11,uniform,0.23700650546031965
36,seismic-bumps,classification,36,11,fixed,0.2309194862225583
36,seismic-bumps,classification,36,11,competence,0.2332134197870548
36,seismic-bumps,classification,36,11,hard_cv,0.22565922826246482
36,seismic-bumps,classification,36,11,best_individual_oracle,0.22565922826246482
37,seismic-bumps,classification,37,11,uniform,0.2018741205673355
37,seismic-bumps,classification,37,11,fixed,0.19352296045756096
37,seismic-bumps,classification,37,11,competence,0.19974278248698898
37,seismic-bumps,classification,37,11,hard_cv,0.2018866237177502
37,seismic-bumps,classification,37,11,best_individual_oracle,0.18613918308987282
38,seismic-bumps,classification,38,11,uniform,0.2749558489461804
38,seismic-bumps,classification,38,11,fixed,0.26534607347958494
38,seismic-bumps,classification,38,11,competence,0.2657439776914013
38,seismic-bumps,classification,38,11,hard_cv,0.2653657550595518
38,seismic-bumps,classification,38,11,best_individual_oracle,0.2502853033777098
39,seismic-bumps,classification,39,11,uniform,0.21954395955322692
39,seismic-bumps,classification,39,11,fixed,0.21743532600570808
39,seismic-bumps,classification,39,11,competence,0.22270860867150621
39,seismic-bumps,classification,39,11,hard_cv,0.22099335906029505
39,seismic-bumps,classification,39,11,best_individual_oracle,0.22099335906029505
40,heloc,classification,0,23,uniform,0.5738571508348642
40,heloc,classification,0,23,fixed,0.573112248241353
40,heloc,classification,0,23,competence,0.5698984107177858
40,heloc,classification,0,23,hard_cv,0.5783791909589008
40,heloc,classification,0,23,best_individual_oracle,0.5783791909589008
41,heloc,classification,1,23,uniform,0.6225633873780396
41,heloc,classification,1,23,fixed,0.6087274533272571
41,heloc,classification,1,23,competence,0.6016612161386508
41,heloc,classification,1,23,hard_cv,0.5967537414298394
41,heloc,classification,1,23,best_individual_oracle,0.5967537414298394
42,heloc,classification,2,23,uniform,0.5880073196413205
42,heloc,classification,2,23,fixed,0.5775143440987005
42,heloc,classification,2,23,competence,0.566192924359151
42,heloc,classification,2,23,hard_cv,0.575500416607415
42,heloc,classification,2,23,best_individual_oracle,0.575500416607415
43,heloc,classification,3,23,uniform,0.6531497466779332
43,heloc,classification,3,23,fixed,0.6400491165712365
43,heloc,classification,3,23,competence,0.6325614592105425
43,heloc,classification,3,23,hard_cv,0.6278251617711901
43,heloc,classification,3,23,best_individual_oracle,0.6278251617711901
44,heloc,classification,4,23,uniform,0.6450824799688982
44,heloc,classification,4,23,fixed,0.6272146084265003
44,heloc,classification,4,23,competence,0.6283852693969847
44,heloc,classification,4,23,hard_cv,0.6390000392599354
44,heloc,classification,4,23,best_individual_oracle,0.6116060616108038
45,heloc,classification,5,23,uniform,0.6265886303224452
45,heloc,classification,5,23,fixed,0.6110197397623817
45,heloc,classification,5,23,competence,0.6087127883442542
45,heloc,classification,5,23,hard_cv,0.6045090494346104
45,heloc,classification,5,23,best_individual_oracle,0.6045090494346104
46,heloc,classification,6,23,uniform,0.6465365000284067
46,heloc,classification,6,23,fixed,0.6466242254172144
46,heloc,classification,6,23,competence,0.6460570522173557
46,heloc,classification,6,23,hard_cv,0.639281051769448
46,heloc,classification,6,23,best_individual_oracle,0.639281051769448
47,heloc,classification,7,23,uniform,0.6485885165448328
47,heloc,classification,7,23,fixed,0.6334303669729652
47,heloc,classification,7,23,competence,0.6488369430249827
47,heloc,classification,7,23,hard_cv,0.6002327549372714
47,heloc,classification,7,23,best_individual_oracle,0.6002327549372714
48,heloc,classification,8,23,uniform,0.5549751637565145
48,heloc,classification,8,23,fixed,0.5514341842519295
48,heloc,classification,8,23,competence,0.5558489918382292
48,heloc,classification,8,23,hard_cv,0.5552695944395527
48,heloc,classification,8,23,best_individual_oracle,0.5552695944395527
49,heloc,classification,9,23,uniform,0.5832058126275561
49,heloc,classification,9,23,fixed,0.5831526655592407
49,heloc,classification,9,23,competence,0.5709824068136564
49,heloc,classification,9,23,hard_cv,0.5834596814522683
49,heloc,classification,9,23,best_individual_oracle,0.5834596814522683
50,heloc,classification,10,23,uniform,0.6232686845574666
50,heloc,classification,10,23,fixed,0.6008229600087001
50,heloc,classification,10,23,competence,0.6468774612907204
50,heloc,classification,10,23,hard_cv,0.7246704137816311
50,heloc,classification,10,23,best_individual_oracle,0.5838280811305208
51,heloc,classification,11,23,uniform,0.6353085818415999
51,heloc,classification,11,23,fixed,0.6239884872879944
51,heloc,classification,11,23,competence,0.6116913621675935
51,heloc,classification,11,23,hard_cv,0.6009036705987816
51,heloc,classification,11,23,best_individual_oracle,0.6009036705987816
52,heloc,classification,12,23,uniform,0.5448909443069734
52,heloc,classification,12,23,fixed,0.547745416656125
52,heloc,classification,12,23,competence,0.5638054797597356
52,heloc,classification,12,23,hard_cv,0.6758029363807041
52,heloc,classification,12,23,best_individual_oracle,0.547722998657852
53,heloc,classification,13,23,uniform,0.5674786377880678
53,heloc,classification,13,23,fixed,0.558481304347445
53,heloc,classification,13,23,competence,0.554430562881812
53,heloc,classification,13,23,hard_cv,0.5615565355818684
53,heloc,classification,13,23,best_individual_oracle,0.5615565355818684
54,heloc,classification,14,23,uniform,0.6477525854308045
54,heloc,classification,14,23,fixed,0.6407351983739569
54,heloc,classification,14,23,competence,0.6237136248535162
54,heloc,classification,14,23,hard_cv,0.6167690653469917
54,heloc,classification,14,23,best_individual_oracle,0.6167690653469917
55,heloc,classification,15,23,uniform,0.6252017377663022
55,heloc,classification,15,23,fixed,0.6274122160618902
55,heloc,classification,15,23,competence,0.6412357298494499
55,heloc,classification,15,23,hard_cv,0.767354613853759
55,heloc,classification,15,23,best_individual_oracle,0.6501348677492946
56,heloc,classification,16,23,uniform,0.5499366566689001
56,heloc,classification,16,23,fixed,0.5334776848757039
56,heloc,classification,16,23,competence,0.5280543575201356
56,heloc,classification,16,23,hard_cv,0.5251512078521565
56,heloc,classification,16,23,best_individual_oracle,0.5251512078521565
57,heloc,classification,17,23,uniform,0.5821525988181455
57,heloc,classification,17,23,fixed,0.5877456443096358
57,heloc,classification,17,23,competence,0.5956436458868831
57,heloc,classification,17,23,hard_cv,0.6728971589494904
57,heloc,classification,17,23,best_individual_oracle,0.5846546458506879
58,heloc,classification,18,23,uniform,0.5923852566654977
58,heloc,classification,18,23,fixed,0.5922228633383779
58,heloc,classification,18,23,competence,0.5889221568029472
58,heloc,classification,18,23,hard_cv,0.5934582020131173
58,heloc,classification,18,23,best_individual_oracle,0.5934582020131173
59,heloc,classification,19,23,uniform,0.6576335347584552
59,heloc,classification,19,23,fixed,0.6468641213447582
59,heloc,classification,19,23,competence,0.6439234315661122
59,heloc,classification,19,23,hard_cv,0.7014946318697385
59,heloc,classification,19,23,best_individual_oracle,0.6221200227099938
60,heloc,classification,20,23,uniform,0.5805452694975668
60,heloc,classification,20,23,fixed,0.5697701959496595
60,heloc,classification,20,23,competence,0.5755178290123618
60,heloc,classification,20,23,hard_cv,0.5672300118604525
60,heloc,classification,20,23,best_individual_oracle,0.5672300118604525
61,heloc,classification,21,23,uniform,0.6539485155975107
61,heloc,classification,21,23,fixed,0.6425798290673449
61,heloc,classification,21,23,competence,0.6610305490572955
61,heloc,classification,21,23,hard_cv,0.6530753754477959
61,heloc,classification,21,23,best_individual_oracle,0.6530753754477959
62,heloc,classification,22,23,uniform,0.5627623832642932
62,heloc,classification,22,23,fixed,0.561862842842273
62,heloc,classification,22,23,competence,0.5602766385010881
62,heloc,classification,22,23,hard_cv,0.5566453833090437
62,heloc,classification,22,23,best_individual_oracle,0.5566453833090437
63,heloc,classification,23,23,uniform,0.6149007236762886
63,heloc,classification,23,23,fixed,0.6135332083241269
63,heloc,classification,23,23,competence,0.6153832303802053
63,heloc,classification,23,23,hard_cv,0.6282298713081704
63,heloc,classification,23,23,best_individual_oracle,0.6232619935571803
64,heloc,classification,24,23,uniform,0.6052726038858531
64,heloc,classification,24,23,fixed,0.6131378592909594
64,heloc,classification,24,23,competence,0.5964717552185874
64,heloc,classification,24,23,hard_cv,0.6340266865755766
64,heloc,classification,24,23,best_individual_oracle,0.5722818390040254
65,heloc,classification,25,23,uniform,0.5889531286621684
65,heloc,classification,25,23,fixed,0.583933544994719
65,heloc,classification,25,23,competence,0.5856551600879917
65,heloc,classification,25,23,hard_cv,0.581788832521189
65,heloc,classification,25,23,best_individual_oracle,0.581788832521189
66,heloc,classification,26,23,uniform,0.5487576569399915
66,heloc,classification,26,23,fixed,0.5489087451532371
66,heloc,classification,26,23,competence,0.549491591681914
66,heloc,classification,26,23,hard_cv,0.5695355383847857
66,heloc,classification,26,23,best_individual_oracle,0.5695355383847857
67,heloc,classification,27,23,uniform,0.5686892760282003
67,heloc,classification,27,23,fixed,0.5650857456276995
67,heloc,classification,27,23,competence,0.5685248835949609
67,heloc,classification,27,23,hard_cv,0.566410469566087
67,heloc,classification,27,23,best_individual_oracle,0.566410469566087
68,heloc,classification,28,23,uniform,0.5758877476802868
68,heloc,classification,28,23,fixed,0.5738023548018403
68,heloc,classification,28,23,competence,0.5749196787653268
68,heloc,classification,28,23,hard_cv,0.5826794061556873
68,heloc,classification,28,23,best_individual_oracle,0.5826794061556873
69,heloc,classification,29,23,uniform,0.5871077960126114
69,heloc,classification,29,23,fixed,0.5768355808489855
69,heloc,classification,29,23,competence,0.5829035975313873
69,heloc,classification,29,23,hard_cv,0.55980568919677
69,heloc,classification,29,23,best_individual_oracle,0.55980568919677
70,heloc,classification,30,23,uniform,0.5817825296411763
70,heloc,classification,30,23,fixed,0.5657984727684988
70,heloc,classification,30,23,competence,0.5751434274614691
70,heloc,classification,30,23,hard_cv,0.5604777236884401
70,heloc,classification,30,23,best_individual_oracle,0.5604777236884401
71,heloc,classification,31,23,uniform,0.6713627634755551
71,heloc,classification,31,23,fixed,0.6539306211460734
71,heloc,classification,31,23,competence,0.6648694577437918
71,heloc,classification,31,23,hard_cv,0.7225290107182352
71,heloc,classification,31,23,best_individual_oracle,0.6366373240822905
72,heloc,classification,32,23,uniform,0.6158891729923334
72,heloc,classification,32,23,fixed,0.6097661354496968
72,heloc,classification,32,23,competence,0.6063473302404054
72,heloc,classification,32,23,hard_cv,0.6971547410158574
72,heloc,classification,32,23,best_individual_oracle,0.6180981912683251
73,heloc,classification,33,23,uniform,0.5645573071584961
73,heloc,classification,33,23,fixed,0.5690036689500225
73,heloc,classification,33,23,competence,0.5563399578794412
73,heloc,classification,33,23,hard_cv,0.5622345271924568
73,heloc,classification,33,23,best_individual_oracle,0.5622345271924568
74,heloc,classification,34,23,uniform,0.6417424047090607
74,heloc,classification,34,23,fixed,0.6305948756280568
74,heloc,classification,34,23,competence,0.6515442148440462
74,heloc,classification,34,23,hard_cv,0.7279135895429306
74,heloc,classification,34,23,best_individual_oracle,0.6295875965591311
75,heloc,classification,35,23,uniform,0.5955165390846775
75,heloc,classification,35,23,fixed,0.5961452782499564
75,heloc,classification,35,23,competence,0.5731145633723875
75,heloc,classification,35,23,hard_cv,0.5582627879670197
75,heloc,classification,35,23,best_individual_oracle,0.5582627879670197
76,heloc,classification,36,23,uniform,0.584850815301851
76,heloc,classification,36,23,fixed,0.5918636114181215
76,heloc,classification,36,23,competence,0.5801844696579551
76,heloc,classification,36,23,hard_cv,0.6005619868612699
76,heloc,classification,36,23,best_individual_oracle,0.6005619868612699
77,heloc,classification,37,23,uniform,0.6244372132338583
77,heloc,classification,37,23,fixed,0.6009853921362724
77,heloc,classification,37,23,competence,0.6229391249818668
77,heloc,classification,37,23,hard_cv,0.7086799309331724
77,heloc,classification,37,23,best_individual_oracle,0.5872671333028089
78,heloc,classification,38,23,uniform,0.6598775042777655
78,heloc,classification,38,23,fixed,0.6416843836485817
78,heloc,classification,38,23,competence,0.6402584129444795
78,heloc,classification,38,23,hard_cv,0.6576625813381511
78,heloc,classification,38,23,best_individual_oracle,0.6161595895128134
79,heloc,classification,39,23,uniform,0.6164764345703603
79,heloc,classification,39,23,fixed,0.6131372367760428
79,heloc,classification,39,23,competence,0.6136039555147785
79,heloc,classification,39,23,hard_cv,0.598916804956785
79,heloc,classification,39,23,best_individual_oracle,0.598916804956785
80,credit_card_clients_default,classification,0,20,uniform,0.46264948324333155
80,credit_card_clients_default,classification,0,20,fixed,0.46424542770344096
80,credit_card_clients_default,classification,0,20,competence,0.47934354625930553
80,credit_card_clients_default,classification,0,20,hard_cv,0.4590858748004646
80,credit_card_clients_default,classification,0,20,best_individual_oracle,0.4590858748004646
81,credit_card_clients_default,classification,1,20,uniform,0.553271850032571
81,credit_card_clients_default,classification,1,20,fixed,0.5566413008802544
81,credit_card_clients_default,classification,1,20,competence,0.5539488761359151
81,credit_card_clients_default,classification,1,20,hard_cv,0.5485428928992204
81,credit_card_clients_default,classification,1,20,best_individual_oracle,0.5485428928992204
82,credit_card_clients_default,classification,2,20,uniform,0.5020728697489578
82,credit_card_clients_default,classification,2,20,fixed,0.4977898781499793
82,credit_card_clients_default,classification,2,20,competence,0.5113162480160052
82,credit_card_clients_default,classification,2,20,hard_cv,0.6548438906766498
82,credit_card_clients_default,classification,2,20,best_individual_oracle,0.4609378914867308
83,credit_card_clients_default,classification,3,20,uniform,0.5715863945156415
83,credit_card_clients_default,classification,3,20,fixed,0.5508708298204101
83,credit_card_clients_default,classification,3,20,competence,0.5358970019795465
83,credit_card_clients_default,classification,3,20,hard_cv,0.5163440378460796
83,credit_card_clients_default,classification,3,20,best_individual_oracle,0.5163440378460796
84,credit_card_clients_default,classification,4,20,uniform,0.4648890620002665
84,credit_card_clients_default,classification,4,20,fixed,0.4674290367124472
84,credit_card_clients_default,classification,4,20,competence,0.47296633239690566
84,credit_card_clients_default,classification,4,20,hard_cv,0.527562063916982
84,credit_card_clients_default,classification,4,20,best_individual_oracle,0.46402238600464407
85,credit_card_clients_default,classification,5,20,uniform,0.5421139962329479
85,credit_card_clients_default,classification,5,20,fixed,0.5278900099570134
85,credit_card_clients_default,classification,5,20,competence,0.5345600961145902
85,credit_card_clients_default,classification,5,20,hard_cv,0.5194493124589673
85,credit_card_clients_default,classification,5,20,best_individual_oracle,0.5194493124589673
86,credit_card_clients_default,classification,6,20,uniform,0.46806250624303
86,credit_card_clients_default,classification,6,20,fixed,0.46378468008204987
86,credit_card_clients_default,classification,6,20,competence,0.4662770799113042
86,credit_card_clients_default,classification,6,20,hard_cv,0.4949652204846239
86,credit_card_clients_default,classification,6,20,best_individual_oracle,0.48082890046098054
87,credit_card_clients_default,classification,7,20,uniform,0.5201628708570081
87,credit_card_clients_default,classification,7,20,fixed,0.5196339516312163
87,credit_card_clients_default,classification,7,20,competence,0.5086819711510551
87,credit_card_clients_default,classification,7,20,hard_cv,0.5089474948675469
87,credit_card_clients_default,classification,7,20,best_individual_oracle,0.5089474948675469
88,credit_card_clients_default,classification,8,20,uniform,0.4747829065815155
88,credit_card_clients_default,classification,8,20,fixed,0.465726679530723
88,credit_card_clients_default,classification,8,20,competence,0.46825169432014224
88,credit_card_clients_default,classification,8,20,hard_cv,0.45009418543817725
88,credit_card_clients_default,classification,8,20,best_individual_oracle,0.45009418543817725
89,credit_card_clients_default,classification,9,20,uniform,0.5306156250616507
89,credit_card_clients_default,classification,9,20,fixed,0.5346740015698903
89,credit_card_clients_default,classification,9,20,competence,0.5292545303383769
89,credit_card_clients_default,classification,9,20,hard_cv,0.5218592720778392
89,credit_card_clients_default,classification,9,20,best_individual_oracle,0.5218592720778392
90,credit_card_clients_default,classification,10,20,uniform,0.46476263957709596
90,credit_card_clients_default,classification,10,20,fixed,0.46753254832871405
90,credit_card_clients_default,classification,10,20,competence,0.4649127178454863
90,credit_card_clients_default,classification,10,20,hard_cv,0.4722465503920362
90,credit_card_clients_default,classification,10,20,best_individual_oracle,0.4610464433069824
91,credit_card_clients_default,classification,11,20,uniform,0.5710888832891822
91,credit_card_clients_default,classification,11,20,fixed,0.5699452424567153
91,credit_card_clients_default,classification,11,20,competence,0.582494162580586
91,credit_card_clients_default,classification,11,20,hard_cv,0.77519166027872
91,credit_card_clients_default,classification,11,20,best_individual_oracle,0.551680537719518
92,credit_card_clients_default,classification,12,20,uniform,0.5767992052059299
92,credit_card_clients_default,classification,12,20,fixed,0.563423241326624
92,credit_card_clients_default,classification,12,20,competence,0.5742682181299236
92,credit_card_clients_default,classification,12,20,hard_cv,0.5806469485392319
92,credit_card_clients_default,classification,12,20,best_individual_oracle,0.5257410577811505
93,credit_card_clients_default,classification,13,20,uniform,0.4840882159939898
93,credit_card_clients_default,classification,13,20,fixed,0.48105021929412517
93,credit_card_clients_default,classification,13,20,competence,0.47929908522409265
93,credit_card_clients_default,classification,13,20,hard_cv,0.5020085189903795
