task_type,context_size,rho,effective_rho,tasks,mechanism_accuracy,mechanism_accuracy_ci_low,mechanism_accuracy_ci_high,mechanism_log_loss,stable_mechanism_accuracy,combined_mechanism_accuracy,empirical_mi_c_w_nats,raw_mean_loss,rank_mean_loss,rank_minus_raw_loss,rank_minus_raw_ci_low,rank_minus_raw_ci_high,uniform_expert_loss,stable_expert_loss,combined_expert_loss,oracle_expert_loss,marginal_query_utility,marginal_query_utility_ci_low,marginal_query_utility_ci_high
classification,64,0.0,0.0,420,0.14523809523809525,0.11190476190476191,0.17857142857142858,1.8557440558384477,0.36904761904761907,0.3738095238095238,0.0008244441985268284,0.6702930676142419,0.6588519810919488,-0.011441086522293269,-0.014544302144518937,-0.008390058857676876,0.6259645080195986,0.6244550856523147,0.6238138040055557,0.6337384887095379,0.0006412816467587767,-3.153220360655411e-05,0.0013198506979453857
classification,64,0.1,0.1,420,0.18095238095238095,0.14523809523809525,0.21904761904761905,1.8339985864362744,0.4,0.3952380952380952,0.0269490905146458,0.6668107374307085,0.6548379292575391,-0.011972808173169366,-0.015008663210789485,-0.00901099791046,0.6281302614285994,0.6259989307335827,0.6257415964320568,0.6364340783861261,0.0002573343015257679,-0.0004360052961484929,0.0009492759524506656
classification,64,0.25,0.2571428571428571,420,0.3333333333333333,0.28809523809523807,0.37857142857142856,1.7360402149520984,0.37142857142857144,0.44285714285714284,0.13731742199401276,0.6661935828224197,0.6563906489863939,-0.009802933836025835,-0.012684124584391785,-0.006871652789547341,0.6280209076701484,0.626701321959083,0.6247052564973532,0.6390737955183822,0.0019960654617298215,0.0009312751540205747,0.003096563076939745
classification,64,0.5,0.5,420,0.530952380952381,0.48333333333333334,0.5785714285714286,1.513472646308864,0.4,0.5952380952380952,0.447633820871845,0.6722003313008805,0.6632114451308259,-0.00898888617005466,-0.011760615752183809,-0.0061455811177806765,0.630917466515801,0.6294756364604033,0.6264160659156006,0.641049253781519,0.003059570544802785,0.0010599461919738725,0.005038463258877838
classification,64,0.75,0.7428571428571429,420,0.7214285714285714,0.6785714285714286,0.7642857142857142,1.1312239223285037,0.42857142857142855,0.7666666666666667,0.9273000774330894,0.6693454830740713,0.6575589696547275,-0.011786513419343548,-0.014689984750602066,-0.008888845355447155,0.627286762139602,0.6244892978522438,0.6185759103942776,0.6345210128392285,0.005913387457966088,0.003162022130709507,0.00857870088460674
classification,64,0.9,0.9,420,0.830952380952381,0.7952380952380952,0.8666666666666667,0.7610602587439222,0.4238095238095238,0.8738095238095238,1.4194809777960737,0.6749410787367898,0.6619180992231397,-0.013022979513650055,-0.01624226497701161,-0.009938115493342463,0.6281365242657441,0.6265296158216171,0.6170457542094715,0.6323666145451754,0.009483861612145685,0.006711212125981073,0.012315608488345446
classification,64,1.0,1.0,420,0.9023809523809524,0.8738095238095238,0.930952380952381,0.539633280030392,0.45,0.9523809523809523,1.7917594692280547,0.6718434046447798,0.6615781769754054,-0.010265227669374342,-0.012951683738689242,-0.007636679150191825,0.6275155192144688,0.6244433044437627,0.6171164689851286,0.6367683623056735,0.0073268354586339445,0.004319702481315918,0.010342225889143108
regression,64,0.0,0.0,420,0.12142857142857143,0.09047619047619047,0.15476190476190477,1.8601760607348714,0.6071428571428571,0.5952380952380952,0.0008244441985268284,0.6726584061938531,0.6295563358150321,-0.04310207037882096,-0.05138701226758799,-0.03498622687412675,0.4586736299210005,0.42525128802425505,0.4304522939276615,0.2446843578333268,-0.005201005903406408,-0.01338538830602161,0.003062400911102744
regression,64,0.1,0.1,420,0.18333333333333332,0.14761904761904762,0.22142857142857142,1.8615098793856402,0.5904761904761905,0.5952380952380952,0.0269490905146458,0.6827178483891168,0.6420315326516506,-0.04068631573746601,-0.049393689617574774,-0.03236265808652622,0.4761250879272197,0.4541567998035027,0.45507746886049427,0.26097630433273583,-0.000920669056991495,-0.010609147427056115,0.009179118983054142
regression,64,0.25,0.2571428571428571,420,0.2571428571428571,0.21666666666666667,0.3,1.794211923967521,0.6071428571428571,0.6238095238095238,0.13731742199401276,0.6837335169889945,0.6390270547743171,-0.044706462214677424,-0.05346161081423097,-0.036186056796688085,0.4656158367786183,0.4413448358593663,0.42932804114592854,0.24132793906938074,0.012016794713437806,-0.0018898475433762106,0.026053543675264208
