panel,source_episode_index,dataset,repeat,method,mse,se_top_decile,se_bottom_90pct,se_over_4_rate
small_panel,420,california,60,fixed,0.2953959147902422,1.7484119198810277,0.13114193160606644,0.0078125
small_panel,420,california,60,competence,0.3434460009518744,1.6269583805874666,0.19835329716698136,0.0
small_panel,421,california,61,fixed,0.37046175926927216,2.096062490260024,0.1753938505485785,0.0078125
small_panel,421,california,61,competence,0.27811366397421283,1.5687339738842403,0.13221745502786195,0.0
small_panel,422,california,62,fixed,0.37560365894650527,2.2748417530935354,0.16090717873858018,0.0078125
small_panel,422,california,62,competence,0.40928515503120766,2.434478474241237,0.18035025807703053,0.01171875
small_panel,423,california,63,fixed,0.3005373141846509,1.4776597673300222,0.16747129774213063,0.00390625
small_panel,423,california,63,competence,0.3105854392740838,1.5179035788169903,0.17410599741271163,0.0
small_panel,424,california,64,fixed,0.2479155128385485,1.37724493024189,0.12025218739295339,0.00390625
small_panel,424,california,64,competence,0.242958130420944,1.3564137507758767,0.11708923420690814,0.00390625
small_panel,425,california,65,fixed,0.32676305603194683,1.6588193789105121,0.17618277605436988,0.0
small_panel,425,california,65,competence,0.35203271515191037,1.767340369418638,0.1920414151043672,0.00390625
small_panel,426,california,66,fixed,0.5258502808770894,3.1646908449217688,0.22754656494160388,0.015625
small_panel,426,california,66,competence,0.3893657252116823,1.8827442438906652,0.22054902310014513,0.01171875
small_panel,427,california,67,fixed,0.36265408390228115,2.02329802738986,0.17492911637759834,0.015625
small_panel,427,california,67,competence,0.33714363246621615,1.7447199137542275,0.17802631371191918,0.00390625
small_panel,428,california,68,fixed,0.35891911490459993,1.9986872525570323,0.17355402108302068,0.015625
small_panel,428,california,68,competence,0.2990176652557346,1.7112545566853483,0.13937349492021306,0.01171875
small_panel,429,california,69,fixed,0.27255945825805034,1.6037562926397526,0.12207633784968394,0.0078125
small_panel,429,california,69,competence,0.2618755582660043,1.4121676282580466,0.13184254165820816,0.0
small_panel,430,california,70,fixed,0.2707512742498048,1.5724395269284581,0.12360390655569613,0.0
small_panel,430,california,70,competence,0.26501449108082176,1.5296016243811907,0.12206116296860618,0.0
small_panel,431,california,71,fixed,0.3446271651323489,1.9620685508108495,0.16178596501217057,0.01171875
small_panel,431,california,71,competence,0.33496195399033424,1.9476270894592433,0.15266067780689238,0.0078125
small_panel,432,california,72,fixed,0.26335448436494824,1.3028926734852861,0.14584147168177955,0.00390625
small_panel,432,california,72,competence,0.23492592094609624,1.1170455089232991,0.13520805447910808,0.00390625
small_panel,433,california,73,fixed,0.3772468395015029,2.3461342174660547,0.1546769619924666,0.01171875
small_panel,433,california,73,competence,0.38175380901410016,2.4188797549633936,0.15147000642852784,0.015625
small_panel,434,california,74,fixed,0.31716265247463,1.8549181770004473,0.14332941926736373,0.00390625
small_panel,434,california,74,competence,0.4051643715672312,2.282523338645628,0.19294118398445595,0.01171875
small_panel,435,california,75,fixed,0.31725249252464216,1.8141636992460624,0.14803644306917724,0.00390625
small_panel,435,california,75,competence,0.31570150978374123,1.6348871491671806,0.16657617663604815,0.00390625
small_panel,436,california,76,fixed,0.24915961861719552,1.4347745407875414,0.11513358393706943,0.00390625
small_panel,436,california,76,competence,0.3187826182696838,1.9284448156353902,0.13682080465443,0.01171875
small_panel,437,california,77,fixed,0.3797557139686138,2.039658164658787,0.1921145673688551,0.0078125
small_panel,437,california,77,competence,0.37450922499208883,1.743124474251372,0.21979619681495252,0.00390625
small_panel,438,california,78,fixed,0.3397432245057664,2.075933069188706,0.14347828554160802,0.01171875
small_panel,438,california,78,competence,0.35811592113773716,2.239638242718917,0.14542209348073423,0.015625
small_panel,439,california,79,fixed,0.3341725024398771,1.838283852083578,0.16414252378450228,0.0078125
small_panel,439,california,79,competence,0.3223973286648427,1.771807309308365,0.1585509830268793,0.00390625
small_panel,440,california,80,fixed,0.33187715826098163,1.7174836668126507,0.1752433790334016,0.00390625
small_panel,440,california,80,competence,0.3392581944411963,1.637762150417259,0.19247079072216308,0.00390625
small_panel,441,california,81,fixed,0.37013403782452414,2.209618103087979,0.16219236088169883,0.0078125
small_panel,441,california,81,competence,0.34024398481796225,2.0001622935783843,0.15260104556678417,0.00390625
small_panel,442,california,82,fixed,0.39341963693976223,2.1968121498715645,0.18955787460834114,0.01171875
small_panel,442,california,82,competence,0.4359214128026877,2.182626997168984,0.23846773804823687,0.01171875
small_panel,443,california,83,fixed,0.5527556312668962,3.720336767441588,0.19468124196019174,0.015625
small_panel,443,california,83,competence,0.3612176188856557,1.8609227161871604,0.19168573832113767,0.01171875
small_panel,444,california,84,fixed,0.4453148525784423,2.668895159002386,0.1939536005479095,0.01171875
small_panel,444,california,84,competence,0.4845760030788715,2.9084059242649762,0.21057783807522487,0.01171875
small_panel,445,california,85,fixed,0.2759949060699378,1.4552721822882217,0.1426853009322188,0.00390625
small_panel,445,california,85,competence,0.24200873084257024,1.272355137122172,0.12553478926313705,0.00390625
small_panel,446,california,86,fixed,0.24570749450235493,1.3803059083471996,0.11744854337206811,0.00390625
small_panel,446,california,86,competence,0.2705430811797448,1.513820547069353,0.12999867199222384,0.00390625
small_panel,447,california,87,fixed,0.31489205608076365,1.7477460588602431,0.15291725576656148,0.0
small_panel,447,california,87,competence,0.29026713537455084,1.6850368844290398,0.13259751156839114,0.00390625
small_panel,448,california,88,fixed,0.2807319169621132,1.52735571676765,0.1398092265493134,0.0
small_panel,448,california,88,competence,0.3162330213612185,1.652663871465637,0.16515822961028429,0.0
small_panel,449,california,89,fixed,0.27353992646566916,1.6424229663675438,0.11879662630284853,0.01171875
small_panel,449,california,89,competence,0.4358138057030069,2.616834053041524,0.18926369078647884,0.015625
small_panel,450,california,90,fixed,0.3378065802419762,1.9859002059434816,0.15150034429311035,0.01171875
small_panel,450,california,90,competence,0.3239531566880718,1.965059301012728,0.1384368099383281,0.01171875
small_panel,451,california,91,fixed,0.42414195119546316,2.3235262371106797,0.2094289449615691,0.01171875
small_panel,451,california,91,competence,0.3806621684860199,2.020287606626011,0.19531320591367315,0.00390625
small_panel,452,california,92,fixed,0.34271210440719846,1.9378051603791682,0.16239723721036706,0.00390625
small_panel,452,california,92,competence,0.27640942297083904,1.5019425510199975,0.13787089545223855,0.0
small_panel,453,california,93,fixed,0.3299873192792817,1.6335988092179374,0.18262254215578153,0.00390625
small_panel,453,california,93,competence,0.3687122941789177,1.7655382542332123,0.21081022912930186,0.00390625
small_panel,454,california,94,fixed,0.45571140143227135,2.9676274432446843,0.17175567496652042,0.01953125
small_panel,454,california,94,competence,0.3787384142849547,2.349889169166386,0.155912676776619,0.015625
small_panel,455,california,95,fixed,0.3055055906274304,1.6858016077247437,0.14947212782512537,0.0078125
small_panel,455,california,95,competence,0.3271100880046482,1.9135322781375241,0.14777540564180133,0.0078125
small_panel,456,california,96,fixed,0.38266507821066886,2.1431333164218147,0.1836556251954959,0.0078125
small_panel,456,california,96,competence,0.32923356290344913,1.9537299797283774,0.14559483752323985,0.0
small_panel,457,california,97,fixed,0.3477855176214244,1.680826986242103,0.19709387334256515,0.00390625
small_panel,457,california,97,competence,0.4664404864377758,2.0211217111046667,0.290693913214562,0.00390625
small_panel,458,california,98,fixed,0.31131472310011343,1.7528977616097772,0.1483531622251079,0.00390625
small_panel,458,california,98,competence,0.30901289784093655,1.728945756367361,0.14849874861621035,0.00390625
small_panel,459,california,99,fixed,0.3698553793213924,2.2289515402273117,0.15969668287115807,0.00390625
small_panel,459,california,99,competence,0.3717373458445945,2.348758881205155,0.1482479548907919,0.01953125
small_panel,460,california,100,fixed,0.2487681887044068,1.270747578275658,0.13324008379635233,0.0
small_panel,460,california,100,competence,0.2431008477619299,1.2164882738020262,0.13306574742696248,0.0
small_panel,461,california,101,fixed,0.43824038258871567,2.455434008018019,0.2102097988445335,0.0
small_panel,461,california,101,competence,0.34150591806872266,2.129180726156895,0.13942093976310316,0.00390625
small_panel,462,california,102,fixed,0.3671387728976332,2.269843320609717,0.1520504327214846,0.01953125
small_panel,462,california,102,competence,0.4009682243550858,2.4655840024034434,0.16757687553222803,0.01953125
small_panel,463,california,103,fixed,0.31076094738178284,1.75748402567055,0.14721833853174823,0.0078125
small_panel,463,california,103,competence,0.28589090827460334,1.533398972043693,0.14486825758766278,0.0
small_panel,464,california,104,fixed,0.2715181876917368,1.482996528185463,0.13456846224462002,0.00390625
small_panel,464,california,104,competence,0.2813528006666163,1.5768867375314188,0.13490113823842112,0.00390625
small_panel,465,california,105,fixed,0.34700583087707765,1.9938259116714545,0.16084356087423501,0.01171875
small_panel,465,california,105,competence,0.2955321690471531,1.6283919743552855,0.1448610606210164,0.0078125
small_panel,466,california,106,fixed,0.2908813457726867,1.5438214758797197,0.14924463541276126,0.00390625
small_panel,466,california,106,competence,0.2651131100509396,1.413905555467022,0.13524961622129547,0.0
small_panel,467,california,107,fixed,0.31524103963817773,1.7087535156501965,0.1577135423498625,0.00390625
small_panel,467,california,107,competence,0.28049200281360354,1.465106409589244,0.1465790698737485,0.00390625
small_panel,468,california,108,fixed,0.3301063685498251,1.7099106164055984,0.17412849705308553,0.0078125
small_panel,468,california,108,competence,0.3562500862993373,1.7364314556796683,0.2002295836737346,0.0078125
small_panel,469,california,109,fixed,0.5317160751774448,3.9311320568077663,0.14743426855836494,0.01953125
small_panel,469,california,109,competence,0.28887929566844817,1.7559628323904284,0.12303506977813738,0.0078125
small_panel,470,california,110,fixed,0.2841416904299209,1.509020507407357,0.14567712851073242,0.0
small_panel,470,california,110,competence,0.2658404685674899,1.4587179175614944,0.13099345259425466,0.00390625
small_panel,471,california,111,fixed,0.29885471666110697,1.699643986809731,0.14050462525300167,0.0
small_panel,471,california,111,competence,0.2865770039528831,1.6897168191576566,0.1279611987558217,0.0
small_panel,472,california,112,fixed,0.27807939169527834,1.42572881465466,0.14834510909987003,0.0
small_panel,472,california,112,competence,0.24319811436724267,1.2563046636653812,0.128673026185714,0.0
small_panel,473,california,113,fixed,0.4215423952922652,2.6266529740717033,0.17226902551719822,0.015625
small_panel,473,california,113,competence,0.41967757460123534,2.5988719766082937,0.17333385959174177,0.015625
small_panel,474,california,114,fixed,0.31747639606332195,1.710320158179535,0.16002449251974996,0.00390625
small_panel,474,california,114,competence,0.3036832862617851,1.5530807081964844,0.16244705595612355,0.0
small_panel,475,california,115,fixed,0.32627651093717736,1.8432162030733843,0.15479637182612788,0.01171875
small_panel,475,california,115,competence,0.39601788617387657,2.1841824862189023,0.1938775400818302,0.015625
small_panel,476,california,116,fixed,0.27102279272148166,1.552996766986,0.12610399563071,0.0078125
small_panel,476,california,116,competence,0.2952697127277367,1.6099531572716828,0.14665332334450812,0.0078125
small_panel,477,california,117,fixed,0.25893693362794595,1.432957012331529,0.1262216203831931,0.0078125
small_panel,477,california,117,competence,0.25416133895631,1.4683259335018262,0.1169079500076864,0.00390625
small_panel,478,california,118,fixed,0.25730709385422174,1.2917888358791114,0.14036567953836462,0.0
small_panel,478,california,118,competence,0.2533009670665438,1.3277039584923451,0.13184671586188804,0.0
small_panel,479,california,119,fixed,0.32138761660316223,1.7819432019992556,0.15628133303664735,0.0078125
small_panel,479,california,119,competence,0.3289870355833335,1.9798797250011513,0.14236438373610188,0.015625
small_panel,480,diamond,0,fixed,0.17101563194808506,1.2958342949941661,0.043862217864615,0.0
small_panel,480,diamond,0,competence,0.17331220899937427,1.3205758540691592,0.043621536078442054,0.0
small_panel,481,diamond,1,fixed,0.14533761677813095,1.095961588560437,0.03787577648969635,0.0
small_panel,481,diamond,1,competence,0.13863046137958035,1.0507010706065478,0.03552682729305356,0.0
small_panel,482,diamond,2,fixed,0.10918676271108546,0.7371943116893049,0.03819460500050414,0.0
small_panel,482,diamond,2,competence,0.1183990488141041,0.8481258515508387,0.03590819285256018,0.0
small_panel,483,diamond,3,fixed,0.19443159723387088,1.4363611695639233,0.05403955862264754,0.0078125
small_panel,483,diamond,3,competence,0.1951895395365301,1.4244132929042819,0.05623381089495817,0.01171875
small_panel,484,diamond,4,fixed,0.12361695734727905,0.7742192866257595,0.050070607081016044,0.0
small_panel,484,diamond,4,competence,0.12469643788996376,0.8020050621735793,0.048131115144859404,0.0
small_panel,485,diamond,5,fixed,0.12156212319992651,0.891760100669072,0.03449626487732745,0.00390625
small_panel,485,diamond,5,competence,0.12086877982711666,0.8949189029601361,0.03336746155990578,0.00390625
small_panel,486,diamond,6,fixed,0.19485029853138658,1.1755658797193833,0.08398679804926518,0.00390625
small_panel,486,diamond,6,competence,0.1933671117011052,1.1641712702324407,0.08362403291060644,0.0
small_panel,487,diamond,7,fixed,0.15900103203902266,1.1769264290307762,0.04393120455299835,0.00390625
small_panel,487,diamond,7,competence,0.1592311396856618,1.16625496616649,0.0453936636486986,0.00390625
small_panel,488,diamond,8,fixed,0.17879356958266468,1.4341255891516804,0.03688647171834116,0.0
small_panel,488,diamond,8,competence,0.18534665141066878,1.5075570269659406,0.03587939156529024,0.0
small_panel,489,diamond,9,fixed,0.2289165458032515,1.8207939292706474,0.04896518941128501,0.00390625
small_panel,489,diamond,9,competence,0.23216689652162545,1.87396660634468,0.04657214671554104,0.00390625
small_panel,490,diamond,10,fixed,0.15431341112272273,1.1163935005789436,0.04555653144506301,0.0
small_panel,490,diamond,10,competence,0.14823453326858968,1.0775336796046413,0.04318332542190559,0.0
small_panel,491,diamond,11,fixed,0.14577608354524535,1.006227824839145,0.04850762583376103,0.0078125
small_panel,491,diamond,11,competence,0.14101679047880727,0.9701982011555734,0.04728323970665109,0.0078125
small_panel,492,diamond,12,fixed,0.1531561629681655,1.2159408681714874,0.03301528324952909,0.00390625
small_panel,492,diamond,12,competence,0.14809258326776464,1.1689795519177193,0.032687969420378445,0.00390625
small_panel,493,diamond,13,fixed,0.15674881116232908,1.24762772179389,0.033432064743109155,0.00390625
small_panel,493,diamond,13,competence,0.15941460855566297,1.286748132026236,0.031976905902467795,0.00390625
small_panel,494,diamond,14,fixed,0.18694050426819903,1.3276739686655217,0.05798802568415386,0.00390625
small_panel,494,diamond,14,competence,0.1886254573629441,1.3433846451130427,0.05808746222597643,0.00390625
small_panel,495,diamond,15,fixed,0.1342773352747405,1.0509215463787684,0.030656685323850384,0.0
small_panel,495,diamond,15,competence,0.12658265600495233,0.9701643521981269,0.031221246870071745,0.0
small_panel,496,diamond,16,fixed,0.11936976875256994,0.8444559536174688,0.03740350437653789,0.0
small_panel,496,diamond,16,competence,0.11868541680479977,0.835620362185222,0.0376405968922303,0.0
small_panel,497,diamond,17,fixed,0.12023572260030334,0.7753087914650619,0.0461839843808089,0.0
small_panel,497,diamond,17,competence,0.11183117070913967,0.7202663116956938,0.04305154607587704,0.0
small_panel,498,diamond,18,fixed,0.1741202284126074,1.326542770494702,0.043846375829414114,0.0
small_panel,498,diamond,18,competence,0.17314436520421422,1.2286823187391058,0.05382268350026997,0.0
small_panel,499,diamond,19,fixed,0.15551679450969746,1.1920353420699212,0.0383451326115852,0.00390625
small_panel,499,diamond,19,competence,0.1519014779444111,1.175034732474805,0.0362429361279318,0.00390625
small_panel,500,diamond,20,fixed,0.18595476719760207,1.4852488197134137,0.039078048217553764,0.0078125
small_panel,500,diamond,20,competence,0.18110350946361392,1.4152111381378818,0.04159569057000103,0.0078125
small_panel,501,diamond,21,fixed,0.18132579060229212,1.313586229357679,0.05333113230820489,0.0
small_panel,501,diamond,21,competence,0.18749101423890163,1.3728041637997348,0.05349909298419875,0.0
small_panel,502,diamond,22,fixed,0.19412310010222167,1.3320970375820222,0.0654825680392877,0.0
small_panel,502,diamond,22,competence,0.1818655732450218,1.2422278132075373,0.061998537423172205,0.0
small_panel,503,diamond,23,fixed,0.36668723287100147,2.945117252923968,0.07521253495197046,0.03125
small_panel,503,diamond,23,competence,0.31012090368769163,2.4617655184104783,0.06689151245815927,0.0234375
small_panel,504,diamond,24,fixed,0.16188572357452935,1.11923490866655,0.053663641781518306,0.0
small_panel,504,diamond,24,competence,0.1637094217414339,1.1394143913828503,0.05341233821675206,0.0
small_panel,505,diamond,25,fixed,0.13619585369870357,1.005380137566304,0.037940239000627006,0.0
small_panel,505,diamond,25,competence,0.13094594559548917,0.9670762664510276,0.03642686584660222,0.0
small_panel,506,diamond,26,fixed,0.1695778842068525,1.1702357249842068,0.056460041336368935,0.0
small_panel,506,diamond,26,competence,0.1688775999009455,1.1991545959735623,0.05241150469273662,0.0
small_panel,507,diamond,27,fixed,0.11429223387766538,0.8195669718866428,0.03456552436360705,0.0
small_panel,507,diamond,27,competence,0.1141513866480108,0.811636778656719,0.03530521189920031,0.0
