panel,source_episode_index,dataset,repeat,method,mse,se_top_decile,se_bottom_90pct,se_over_4_rate
small_panel,360,california,0,fixed,0.26683527559322623,1.5640332167016615,0.12019550833749007,0.00390625
small_panel,360,california,0,competence,0.2615018679750224,1.4121148731992978,0.1314325717322782,0.0
small_panel,361,california,1,fixed,0.37373186616084153,2.4743273363732494,0.13627324778900418,0.015625
small_panel,361,california,1,competence,0.35971722091376845,2.3763704980954867,0.1317477200149654,0.015625
small_panel,362,california,2,fixed,0.2430395700790811,1.1376431968439196,0.14191046444479505,0.0
small_panel,362,california,2,competence,0.2261862105030331,1.0640161736846403,0.13147499727380793,0.0
small_panel,363,california,3,fixed,0.32917255013637964,2.080012424498557,0.13125152086065522,0.015625
small_panel,363,california,3,competence,0.32276872831232756,2.0190139366051985,0.13101926998356825,0.015625
small_panel,364,california,4,fixed,0.3623157943162916,2.2695239773772657,0.14671834753548568,0.015625
small_panel,364,california,4,competence,0.35339487234764777,2.2220775313465744,0.1421524848086387,0.01953125
small_panel,365,california,5,fixed,0.324458884286537,2.0594104124298345,0.12833392893120768,0.00390625
small_panel,365,california,5,competence,0.32094679808939885,1.9577524235860864,0.1359165969462951,0.0
small_panel,366,california,6,fixed,0.33053336062951844,1.6870140122616992,0.17719206957544584,0.00390625
small_panel,366,california,6,competence,0.32110494442474036,1.6510625164749362,0.1707619145408051,0.0
small_panel,367,california,7,fixed,0.2625591897799682,1.6245691434842155,0.1085928471873142,0.01171875
small_panel,367,california,7,competence,0.270531569128063,1.4978281039411416,0.13179369997528018,0.00390625
small_panel,368,california,8,fixed,0.29138890896804936,1.6813012734563875,0.13426838080849815,0.0078125
small_panel,368,california,8,competence,0.2808068426380097,1.6256997306893177,0.1287754726843836,0.0078125
small_panel,369,california,9,fixed,0.39199275096317904,2.142736422865947,0.19408259674808348,0.0078125
small_panel,369,california,9,competence,0.37324437152168405,2.1061406056510394,0.17735175375053946,0.0078125
small_panel,370,california,10,fixed,0.27491664620841116,1.4781597211477542,0.1388978638239637,0.00390625
small_panel,370,california,10,competence,0.2746636552338871,1.4317296739776888,0.14386488789763124,0.0
small_panel,371,california,11,fixed,0.284904868707192,1.3555069213423787,0.16388028884408393,0.0
small_panel,371,california,11,competence,0.2631699068556885,1.2001499352542822,0.1572504253845431,0.0
small_panel,372,california,12,fixed,0.3244570929421344,1.8470322192473463,0.15233990475111045,0.00390625
small_panel,372,california,12,competence,0.37894204445325136,2.0262533634724056,0.1927242431728252,0.0078125
small_panel,373,california,13,fixed,0.29748339420614905,1.5326988557449874,0.15785034203219342,0.00390625
small_panel,373,california,13,competence,0.27937323329403563,1.4674703265820246,0.1450666053571326,0.0
small_panel,374,california,14,fixed,0.33038486156500685,1.8456710059483887,0.15909164524340713,0.0078125
small_panel,374,california,14,competence,0.34220177243463823,1.9673068576645016,0.15849424106082763,0.01171875
small_panel,375,california,15,fixed,0.28394213242885297,1.5469378005789218,0.1411687090727582,0.0078125
small_panel,375,california,15,competence,0.2664897081013352,1.5015527420197095,0.12687388687577988,0.00390625
small_panel,376,california,16,fixed,0.3857946667183972,2.1309181984526955,0.1885198326962591,0.00390625
small_panel,376,california,16,competence,0.3603856074175933,2.1249450233710125,0.16091367344025034,0.01171875
small_panel,377,california,17,fixed,0.3188397259609254,1.7368609509485595,0.1585416744405842,0.0078125
small_panel,377,california,17,competence,0.31850322274304305,1.6996942495227663,0.16236858493316128,0.00390625
small_panel,378,california,18,fixed,0.32721788197166696,1.9780245477575784,0.14060495453499872,0.01171875
small_panel,378,california,18,competence,0.31737877865920205,1.8978950382452267,0.1387117232277384,0.01171875
small_panel,379,california,19,fixed,0.33800792204533864,1.9104239842518933,0.1602565411002499,0.0078125
small_panel,379,california,19,competence,0.3193357946707932,1.7199921816275068,0.16100072484090383,0.00390625
small_panel,380,california,20,fixed,0.2593156416472497,1.3871238501905943,0.13182427894234983,0.00390625
small_panel,380,california,20,competence,0.2582736650849441,1.342764356812939,0.13567906515047512,0.00390625
small_panel,381,california,21,fixed,0.284478041091056,1.4239272919172328,0.15567073447592303,0.0
small_panel,381,california,21,competence,0.26966771481354956,1.3455182973136006,0.14804982287876123,0.0
small_panel,382,california,22,fixed,0.275319813610471,1.5024208612907617,0.13660404300313378,0.00390625
small_panel,382,california,22,competence,0.2887306523397761,1.7241441463452476,0.12646651823480967,0.0
small_panel,383,california,23,fixed,0.3250282263699811,1.5727868383605643,0.18397725284061073,0.00390625
small_panel,383,california,23,competence,0.3135589141829219,1.5104650721130428,0.1782564789386474,0.0
small_panel,384,california,24,fixed,0.3269831930015095,2.036442700479516,0.13373994433008268,0.015625
small_panel,384,california,24,competence,0.3195936625540531,2.0295959962988537,0.1262890509133365,0.01171875
small_panel,385,california,25,fixed,0.33661137400912317,1.730963489676821,0.1789889609336442,0.0078125
small_panel,385,california,25,competence,0.312255819957439,1.4806063914926926,0.180181407523019,0.0
small_panel,386,california,26,fixed,0.3304941746728307,2.153616139465652,0.12440212647885962,0.00390625
small_panel,386,california,26,competence,0.31151457049341447,2.0140914989768017,0.11904935249094456,0.00390625
small_panel,387,california,27,fixed,0.30418111503153644,1.5364334584700308,0.1648830240341414,0.00390625
small_panel,387,california,27,competence,0.29454920363641435,1.5734834264757276,0.14997403061979636,0.00390625
small_panel,388,california,28,fixed,0.31729046238894604,1.6014181384017243,0.1721282033614146,0.0
small_panel,388,california,28,competence,0.31026074297092465,1.4983121816309137,0.17595927599196934,0.0
small_panel,389,california,29,fixed,0.3141471738439089,1.8829418440963896,0.13680516764145464,0.0078125
small_panel,389,california,29,competence,0.3250811551623981,1.9429029218393135,0.14219695545109465,0.0
small_panel,390,california,30,fixed,0.3284104394845379,1.8663389862425903,0.15455764724232327,0.0078125
small_panel,390,california,30,competence,0.2643751629885049,1.5491515170004022,0.11913957514368174,0.00390625
small_panel,391,california,31,fixed,0.24021422277484655,1.4519371293499428,0.10323685072722698,0.00390625
small_panel,391,california,31,competence,0.24239839305498545,1.393946282562652,0.1122234142410753,0.00390625
small_panel,392,california,32,fixed,0.3692010770948242,2.308152928049368,0.1500152156825715,0.01953125
small_panel,392,california,32,competence,0.3986623842276882,2.481631212742097,0.16319634274345068,0.01953125
small_panel,393,california,33,fixed,0.36337921445732857,2.0331292760587654,0.1746248596676008,0.01171875
small_panel,393,california,33,competence,0.34973847551262444,2.0268041511510453,0.1601571382665422,0.0078125
small_panel,394,california,34,fixed,0.20405943201900895,1.1961110332712201,0.09191446839919376,0.00390625
small_panel,394,california,34,competence,0.19551493868566547,1.1194872907308877,0.09106589019359686,0.00390625
small_panel,395,california,35,fixed,0.3519562930782133,2.349570021858944,0.12613908895517423,0.015625
small_panel,395,california,35,competence,0.33773003805496976,2.289152659906315,0.11713443732394804,0.015625
small_panel,396,california,36,fixed,0.3652257663894308,2.152063897893626,0.1632353689150434,0.01171875
small_panel,396,california,36,competence,0.29947949816844965,1.7695517578052018,0.13329741664429504,0.01171875
small_panel,397,california,37,fixed,0.31014716806877096,1.8328147787508018,0.13801952512210663,0.01171875
small_panel,397,california,37,competence,0.39309254929710824,2.2328729627657506,0.18511737212239215,0.0078125
small_panel,398,california,38,fixed,0.33656950779914513,2.072923122153011,0.14028605574175165,0.015625
small_panel,398,california,38,competence,0.30167721218648247,1.841663333189709,0.12759182459481339,0.01171875
small_panel,399,california,39,fixed,0.2525530883665934,1.2771879321227535,0.13672480168111448,0.0
small_panel,399,california,39,competence,0.25626882830596737,1.4075825071907961,0.12612032547550844,0.0
small_panel,400,california,40,fixed,0.27403889491331174,1.3761570705704764,0.14945162288250177,0.0
small_panel,400,california,40,competence,0.29394594328134,1.5624834033151762,0.1505460564949063,0.00390625
small_panel,401,california,41,fixed,0.2957016793696146,1.752603999106889,0.13100837366018359,0.0078125
small_panel,401,california,41,competence,0.30342396019108414,1.8073524438383262,0.13341465334400465,0.00390625
small_panel,402,california,42,fixed,0.42343133775867714,2.829135511947238,0.15148217024170946,0.015625
small_panel,402,california,42,competence,0.3526812447484263,2.2733146148001313,0.13556616813388572,0.01171875
small_panel,403,california,43,fixed,0.3880950199361502,2.3918838551918578,0.16157976029854848,0.015625
small_panel,403,california,43,competence,0.32089672164797167,2.1065025016824808,0.11904563347015755,0.01171875
small_panel,404,california,44,fixed,0.28393162466627114,1.631937125510611,0.1315483941360414,0.00390625
small_panel,404,california,44,competence,0.29193682121407494,1.5455288043989461,0.15022642311491557,0.00390625
small_panel,405,california,45,fixed,0.2821694347069569,1.63948258776123,0.12873403479647386,0.0078125
small_panel,405,california,45,competence,0.2820499277160129,1.6338855269758126,0.12923372953881815,0.01171875
small_panel,406,california,46,fixed,0.28073226822158465,1.525341225523868,0.14003734261350048,0.0
small_panel,406,california,46,competence,0.27342932996173885,1.458618057917493,0.13945147375804498,0.0
small_panel,407,california,47,fixed,0.24050020649230178,1.298687665287525,0.12087901549805906,0.00390625
small_panel,407,california,47,competence,0.20297580215542999,1.007580873327422,0.1120204462838135,0.0
small_panel,408,california,48,fixed,0.284534011943878,1.5505189682490899,0.14142266905720186,0.00390625
small_panel,408,california,48,competence,0.27984978695337237,1.5016685152823692,0.1417311480987901,0.0
small_panel,409,california,49,fixed,0.2801973170005434,1.5706432562311252,0.1343208195223037,0.00390625
small_panel,409,california,49,competence,0.327873844361421,1.8679459820133022,0.1537787331485996,0.01171875
small_panel,410,california,50,fixed,0.28485869064709624,1.6067989215269982,0.13542196889545519,0.00390625
small_panel,410,california,50,competence,0.2656172880448593,1.6154727444904076,0.11302493209884078,0.00390625
small_panel,411,california,51,fixed,0.3029421620748373,1.8924691608431188,0.12325650134450988,0.015625
small_panel,411,california,51,competence,0.2793250360229714,1.7017150267939039,0.11853312402277902,0.015625
small_panel,412,california,52,fixed,0.26675816274081343,1.532349986727448,0.12369126089884604,0.00390625
small_panel,412,california,52,competence,0.32717303406891474,1.7340951981940325,0.16812965899390142,0.00390625
small_panel,413,california,53,fixed,0.31476120547368214,1.7103326887450945,0.1570009508430007,0.01171875
small_panel,413,california,53,competence,0.2995390013668561,1.7159876347632137,0.1394187210698765,0.0078125
small_panel,414,california,54,fixed,0.2916321676105511,1.4631293277382076,0.1592020538569899,0.0
small_panel,414,california,54,competence,0.24497086142660715,1.204358980250524,0.13651829147259917,0.0
small_panel,415,california,55,fixed,0.30051965902844396,1.7438081725968855,0.13736530532070712,0.00390625
small_panel,415,california,55,competence,0.2694415230055253,1.5120477770107053,0.1289729899440702,0.0
small_panel,416,california,56,fixed,0.3470912198427937,2.3910171429068496,0.11603872419207428,0.01953125
small_panel,416,california,56,competence,0.3458317708811629,2.384966357129154,0.11532090460965086,0.015625
small_panel,417,california,57,fixed,0.4416561361834642,2.675428119536801,0.18914278154352185,0.01171875
small_panel,417,california,57,competence,0.3977037441973875,2.3652260894973733,0.1752881747286936,0.01171875
small_panel,418,california,58,fixed,0.2907973712454827,1.5801163927935649,0.1450482644617864,0.00390625
small_panel,418,california,58,competence,0.26352413910059963,1.519804701882232,0.12150981461224118,0.00390625
small_panel,419,california,59,fixed,0.3350115962305683,1.888625383552328,0.15938568983767376,0.00390625
small_panel,419,california,59,competence,0.3239964931213093,1.7931561511669085,0.15791757525528505,0.0
