episode_index,dataset,repeat,method,log_loss,brier,auc,nll_over_2_rate
0,breast-w,0,fixed,0.18904994766199673,0.04565548095355522,0.9945887445887447,0.0
0,breast-w,0,shrink_0.1,0.18904330485797494,0.04564736905377527,0.9956709956709957,0.0
0,breast-w,0,full,0.1907384106722929,0.046496764639893357,0.9945887445887446,0.0
1,breast-w,1,fixed,0.18902385084908702,0.047943318787176434,1.0,0.0
1,breast-w,1,shrink_0.1,0.18898922624035092,0.04793884969571163,1.0,0.0
1,breast-w,1,full,0.18909259120340488,0.04802601064247619,1.0,0.0
2,breast-w,2,fixed,0.13807920151887268,0.02425246534816507,1.0,0.0
2,breast-w,2,shrink_0.1,0.13743943230729427,0.02408324974895528,1.0,0.0
2,breast-w,2,full,0.1318646910371694,0.02274304959937145,1.0,0.0
3,breast-w,3,fixed,0.17566180123169922,0.038778147341293104,0.987012987012987,0.0
3,breast-w,3,shrink_0.1,0.17514681599869475,0.038634916530312965,0.987012987012987,0.0
3,breast-w,3,full,0.1708908743482218,0.03763238992631544,0.9859307359307359,0.0
4,breast-w,4,fixed,0.16463290726698104,0.03408283607438631,0.9924242424242424,0.0
4,breast-w,4,shrink_0.1,0.16376404123683888,0.03377500180896905,0.9924242424242424,0.0
4,breast-w,4,full,0.157256451231299,0.03217126471283149,0.9945887445887446,0.0
5,breast-w,5,fixed,0.1799126389788902,0.040582736611169956,0.9913419913419914,0.0
5,breast-w,5,shrink_0.1,0.17940884285162323,0.040387039018717,0.9913419913419914,0.0
5,breast-w,5,full,0.17515141262128958,0.038809520435474254,0.988095238095238,0.0
6,breast-w,6,fixed,0.15353706989878263,0.027588683065387483,1.0,0.0
6,breast-w,6,shrink_0.1,0.152433107001917,0.027178158476238456,1.0,0.0
6,breast-w,6,full,0.1428395485310292,0.02381197431609315,1.0,0.0
7,breast-w,7,fixed,0.1963223307499361,0.04552637108893759,0.9891774891774892,0.0
7,breast-w,7,shrink_0.1,0.19558762258564558,0.0451917266490995,0.9891774891774892,0.0
7,breast-w,7,full,0.18972781389036467,0.04262297583580593,0.9870129870129869,0.0
8,breast-w,8,fixed,0.17967442359673347,0.04246692454701209,0.9935064935064934,0.0
8,breast-w,8,shrink_0.1,0.17946246865535348,0.042440617045674096,0.9935064935064934,0.0
8,breast-w,8,full,0.17852445382300214,0.04246770505104347,0.9935064935064934,0.0
9,breast-w,9,fixed,0.1712930564503341,0.03842224821095033,0.9913419913419913,0.0
9,breast-w,9,shrink_0.1,0.17038861190566384,0.038129235116097976,0.9913419913419913,0.0
9,breast-w,9,full,0.16253827752323702,0.03579149804032537,0.9945887445887447,0.0
10,breast-w,10,fixed,0.15466422925712586,0.030720473633301274,0.9913419913419913,0.0
10,breast-w,10,shrink_0.1,0.15365387500491717,0.030362777457227538,0.9913419913419913,0.0
10,breast-w,10,full,0.1448209160712408,0.027421369059059026,0.9924242424242424,0.0
11,breast-w,11,fixed,0.17968534398836616,0.041037475739489016,0.9902597402597403,0.0
11,breast-w,11,shrink_0.1,0.1798783509926355,0.041143769911222317,0.9902597402597402,0.0
11,breast-w,11,full,0.18190654627117997,0.04218741272696368,0.9891774891774893,0.0
12,breast-w,12,fixed,0.1610449911038236,0.032354423303646,0.9891774891774893,0.0
12,breast-w,12,shrink_0.1,0.1607785255698308,0.03225190075176535,0.9891774891774892,0.0
12,breast-w,12,full,0.1586799496552022,0.03160961040193026,0.988095238095238,0.0
13,breast-w,13,fixed,0.17553722434514768,0.03858219929288303,0.9924242424242425,0.0
13,breast-w,13,shrink_0.1,0.17532658377504456,0.03858294742877173,0.9924242424242425,0.0
13,breast-w,13,full,0.17373379793292199,0.0388053712571218,0.9924242424242424,0.0
14,breast-w,14,fixed,0.16308358707341358,0.03502421718891173,0.9967532467532468,0.0
14,breast-w,14,shrink_0.1,0.162736216040816,0.03496898619696803,0.9967532467532466,0.0
14,breast-w,14,full,0.1602416583390247,0.03481887244300029,0.9956709956709957,0.0
15,breast-w,15,fixed,0.15535563609394637,0.029634158316608775,1.0,0.0
15,breast-w,15,shrink_0.1,0.1548567337063923,0.029541948391077683,1.0,0.0
15,breast-w,15,full,0.15065377541357744,0.028951233275448227,0.9989177489177489,0.0
16,breast-w,16,fixed,0.14862644336523054,0.028464501742344613,0.9989177489177489,0.0
16,breast-w,16,shrink_0.1,0.1482722973674203,0.028416403902579962,0.9989177489177489,0.0
16,breast-w,16,full,0.14556657691244831,0.02834248643521093,0.9978354978354977,0.0
17,breast-w,17,fixed,0.18008907657583095,0.03973707929561459,0.9924242424242424,0.0
17,breast-w,17,shrink_0.1,0.18040870658585048,0.03993937146751539,0.9913419913419913,0.0
17,breast-w,17,full,0.18372147675795825,0.042038176210129535,0.9891774891774892,0.0
18,breast-w,18,fixed,0.17128672417824636,0.03897530276847206,0.9945887445887446,0.0
