model,task_type,rho,episode_seed,mechanism,warp,coupled,clean_loss,matched_loss,matched_loss_gap,matched_disagreement,identity_disagreement,excess_disagreement,matched_js,identity_js,matched_flip_rate,fit_seconds,predict_seconds
tabicl_v2_single,regression,0.75,1133002,linear,identity,True,0.007914969670487578,0.029114829686425966,0.02119986001593839,0.09264039493290889,0.0,0.09264039493290889,,,,1.0299391641747206,0.07099289796315134
tabicl_v2_single,regression,0.75,1133003,periodic,sinh,True,0.693834710229648,0.7599434228959265,0.06610871266627849,0.23010124277236582,0.0,0.23010124277236582,,,,1.0122344561386853,0.06658659828826785
tabicl_v2_single,regression,0.75,1133004,threshold,signed_power,True,0.2568557533237677,0.23738758501269502,-0.019468168311072676,0.18989527110508492,0.0,0.18989527110508492,,,,0.8881539439316839,0.06606031605042517
tabicl_v2_single,regression,0.75,1133005,additive,affine,True,0.0739575709080202,0.07104000679497241,-0.002917564113047791,0.10296759860282852,0.0,0.10296759860282852,,,,1.0891086151823401,0.067188142798841
tabicl_v2_single,regression,0.75,1133006,partition,pwl,True,0.039346372524840745,0.0259761691822859,-0.013370203342554846,0.059364323905318504,0.0,0.059364323905318504,,,,1.1151274691801518,0.07046739710494876
tabicl_v2_single,regression,0.75,1133007,interaction,asinh,True,0.5984123442071932,0.6397165644771607,0.041304220269967495,0.14646290454003708,0.0,0.14646290454003708,,,,0.871722751064226,0.06914630997925997
tabicl_v2_single,regression,0.9,1143002,interaction,asinh,True,0.32370120254788737,0.32013331038213927,-0.003567892165748099,0.11362344159080877,0.0,0.11362344159080877,,,,0.8686177197378129,0.06725294189527631
tabicl_v2_single,regression,0.9,1143003,additive,affine,True,0.03193420717908281,0.03175949031748339,-0.00017471686159942212,0.10972892803948184,0.0,0.10972892803948184,,,,0.990026026032865,0.06874144123867154
tabicl_v2_single,regression,0.9,1143004,partition,pwl,True,0.4149661979760926,0.4761586872150988,0.06119248923900622,0.11555523765921873,0.0,0.11555523765921873,,,,1.0484420403372496,0.06990618212148547
tabicl_v2_single,regression,0.9,1143005,linear,identity,True,0.005457495002664188,0.00799020980582158,0.0025327148031573914,0.05741596038059615,0.0,0.05741596038059615,,,,0.9672297229990363,0.06898853299207985
tabicl_v2_single,regression,0.9,1143006,threshold,signed_power,True,0.3441940006713316,0.38308001701329075,0.03888601634195915,0.2573171072125909,0.0,0.2573171072125909,,,,0.8784303308930248,0.06592296133749187
tabicl_v2_single,regression,0.9,1143007,periodic,sinh,True,0.76457956560208,0.6705470957005566,-0.09403246990152336,0.15985761671318555,0.0,0.15985761671318555,,,,0.9475173631217331,0.06741403392516077
tabicl_v2_single,regression,1.0,1153002,additive,affine,True,0.02487645358480848,0.018944170663470976,-0.005932282921337503,0.10740780457786571,0.0,0.10740780457786571,,,,0.8552978031802922,0.06751514691859484
tabicl_v2_single,regression,1.0,1153003,partition,pwl,True,0.3583081129642147,0.26802570707661916,-0.09028240588759556,0.12776959379694858,0.0,0.12776959379694858,,,,0.8653020272031426,0.07053343672305346
tabicl_v2_single,regression,1.0,1153004,linear,identity,True,0.007784120124627458,0.018509916107505422,0.010725795982877965,0.12345504288196935,0.0,0.12345504288196935,,,,0.9328002403490245,0.06580078578554094
tabicl_v2_single,regression,1.0,1153005,periodic,sinh,True,0.45971957989743245,0.46887551488895485,0.009155934991522396,0.3242893042122559,0.0,0.3242893042122559,,,,0.9355353671126068,0.06595312431454659
tabicl_v2_single,regression,1.0,1153006,interaction,asinh,True,0.42969614739730605,0.8330756506499757,0.40337950325266964,0.3340178798693258,0.0,0.3340178798693258,,,,0.796508472179994,0.0682422798126936
tabicl_v2_single,regression,1.0,1153007,threshold,signed_power,True,0.4489544916100725,0.4605619540244752,0.011607462414402692,0.23758817452467543,0.0,0.23758817452467543,,,,0.9039936249610037,0.06854974222369492
