model,task_type,rho,episode_seed,mechanism,warp,coupled,clean_loss,matched_loss,matched_loss_gap,matched_disagreement,identity_disagreement,excess_disagreement,matched_js,identity_js,matched_flip_rate,fit_seconds,predict_seconds,clean_loss_corrected,matched_loss_corrected,matched_loss_gap_corrected,matched_disagreement_corrected,identity_disagreement_corrected,excess_disagreement_corrected
mitra_default,classification,0.0,93002,linear,identity,False,0.5608104663823335,0.5606377236832008,-0.0001727426991326,0.0026701002133722,0.0,0.0026701002133722,2.085896946498415e-05,0.0,0.015625,32.989454600028694,0.433705274015665,0.5608104663823335,0.5606377236832006,-0.0001727426991328107,0.00267010021337221,0.0,0.00267010021337221
mitra_default,classification,0.0,93003,interaction,asinh,False,0.6830527350401351,0.6837773425462723,0.0007246075061372,0.0031670834869146,0.0,0.0031670834869146,2.4741818929714662e-05,0.0,0.015625,31.20648870826699,0.7931662451010197,0.683052735040135,0.6837773425462722,0.0007246075061372315,0.0031670834869146347,0.0,0.0031670834869146347
mitra_default,classification,0.0,93004,partition,pwl,False,0.5128851806586234,0.515817109040793,0.0029319283821696,0.0147109316259302,0.0,0.0147109316259302,0.0002890292322766,0.0,0.0,33.34961530100554,0.4235266076866537,0.5128851806586234,0.515817109040793,0.002931928382169602,0.0147109316259302,0.0,0.0147109316259302
mitra_default,classification,0.0,93005,threshold,signed_power,False,0.6270227690467014,0.6267980729332678,-0.0002246961134335,0.0022255936019147,0.0,0.0022255936019147,1.7386415522403943e-05,0.0,0.0,27.529882037080824,0.4272354897111654,0.6270227690467014,0.6267980729332677,-0.00022469611343367557,0.00222559360191476,0.0,0.00222559360191476
mitra_default,classification,0.0,93006,additive,affine,False,0.5600708501083288,0.556400710477821,-0.0036701396305077,0.0065131789319071,0.0,0.0065131789319071,5.507889619755522e-05,0.0,0.015625,30.911480359733105,0.4290416589938104,0.5600708501083288,0.556400710477821,-0.003670139630507774,0.006513178931907168,0.0,0.006513178931907168
mitra_default,classification,0.0,93007,periodic,sinh,False,0.5358872948098741,0.536713416477242,0.0008261216673679,0.001292248553136,0.0,0.001292248553136,1.0094911387395473e-05,0.0,0.0,31.43399456632324,0.4127708510495722,0.5358872948098741,0.5367134164772419,0.0008261216673678407,0.0012922485531360055,0.0,0.0012922485531360055
mitra_default,classification,0.1,103002,partition,pwl,False,0.6956231187988051,0.6936851929816633,-0.0019379258171418,0.0009733918341013,0.0,0.0009733918341013,7.604302305756576e-06,0.0,0.0,30.38219687785022,0.42164784995839,0.6956231187988051,0.6936851929816633,-0.0019379258171418057,0.0009733918341013337,0.0,0.0009733918341013337
mitra_default,classification,0.1,103003,additive,affine,False,0.6042855802202333,0.5978857629539855,-0.0063998172662477,0.0139801354646843,0.0,0.0139801354646843,0.0001815781520064,0.0,0.015625,29.58287880267017,0.4297541659325361,0.6042855802202333,0.5978857629539855,-0.00639981726624772,0.013980135464684327,0.0,0.013980135464684327
mitra_default,classification,0.1,103004,threshold,signed_power,False,0.6622216497660391,0.6609735244904245,-0.0012481252756146,0.0022349566153594,0.0,0.0022349566153594,1.7459722760068737e-05,0.0,0.0,31.77974240388721,0.4275525868870318,0.6622216497660391,0.6609735244904245,-0.0012481252756146866,0.0022349566153594545,0.0,0.0022349566153594545
mitra_default,classification,0.1,103005,linear,identity,False,0.5808387085860808,0.5743827670704735,-0.0064559415156072,0.0080620025779531,0.0,0.0080620025779531,0.0001075598821119,0.0,0.0,35.66709089628421,0.5926477264147252,0.5808387085860807,0.5743827670704735,-0.006455941515607133,0.008062002577953198,0.0,0.008062002577953198
mitra_default,classification,0.1,103006,periodic,sinh,False,0.7294495025266379,0.7311086146626364,0.0016591121359985,0.0081170380653906,0.0,0.0081170380653906,6.341159016842065e-05,0.0,0.015625,31.262496639043093,0.4087467142380774,0.7294495025266379,0.7311086146626364,0.0016591121359985639,0.00811703806539061,0.0,0.00811703806539061
mitra_default,classification,0.1,103007,interaction,asinh,False,0.6833418401282226,0.6812299822741279,-0.0021118578540947,0.004307811544354,0.0,0.004307811544354,3.740676146391415e-05,0.0,0.0,29.67884789523669,0.4799152119085192,0.6833418401282226,0.6812299822741279,-0.002111857854094734,0.004307811544354013,0.0,0.004307811544354013
mitra_default,classification,0.25,113002,linear,identity,False,0.7633158908228952,0.7632730955412859,-4.2795281609331326e-05,0.0017395223010997,0.0,0.0017395223010997,1.3589011512998023e-05,0.0,0.0,28.91379054216668,0.5380015589762479,0.7633158908228951,0.7632730955412859,-4.2795281609220304e-05,0.0017395223010997453,0.0,0.0017395223010997453
mitra_default,classification,0.25,113003,periodic,sinh,False,0.6669017267009953,0.6680581451943638,0.0011564184933684,0.0014394931285809,0.0,0.0014394931285809,1.1245565967389331e-05,0.0,0.0,28.81242791400291,0.4561541739385575,0.6669017267009953,0.6680581451943638,0.0011564184933684496,0.0014394931285809927,0.0,0.0014394931285809927
