episode_index,dataset,repeat,context_size,feature_count,method,loss
170,auction_verification,12,96,5,fixed,0.7302939779522942
170,auction_verification,12,96,5,competence,0.7470752647304858
170,auction_verification,12,96,5,hard_cv,0.7690422374616784
170,auction_verification,12,96,5,best_individual_oracle,0.7252375448067258
171,auction_verification,12,192,5,uniform,0.698345313125191
171,auction_verification,12,192,5,fixed,0.6965310337196433
171,auction_verification,12,192,5,competence,0.701945698598815
171,auction_verification,12,192,5,hard_cv,0.7223029939722322
171,auction_verification,12,192,5,best_individual_oracle,0.6792632673817139
172,auction_verification,13,32,5,uniform,1.0181370425371032
172,auction_verification,13,32,5,fixed,1.0655590685860916
172,auction_verification,13,32,5,competence,0.8848832723351187
172,auction_verification,13,32,5,hard_cv,0.8401820441467138
172,auction_verification,13,32,5,best_individual_oracle,0.8401820441467138
173,auction_verification,13,64,5,uniform,0.9032023109298845
173,auction_verification,13,64,5,fixed,0.911620184821344
173,auction_verification,13,64,5,competence,0.8955590089293484
173,auction_verification,13,64,5,hard_cv,0.9293542535360806
173,auction_verification,13,64,5,best_individual_oracle,0.9059300438639862
174,auction_verification,13,96,5,uniform,0.9441151191065146
174,auction_verification,13,96,5,fixed,0.958304868152602
174,auction_verification,13,96,5,competence,0.9622999616201229
174,auction_verification,13,96,5,hard_cv,1.1879762367867435
174,auction_verification,13,96,5,best_individual_oracle,0.9404878103368587
175,auction_verification,13,192,5,uniform,0.8505534539514795
175,auction_verification,13,192,5,fixed,0.8573779557311583
175,auction_verification,13,192,5,competence,0.851827736395307
175,auction_verification,13,192,5,hard_cv,0.9004170096907465
175,auction_verification,13,192,5,best_individual_oracle,0.8393038127075944
176,auction_verification,14,32,5,uniform,1.0667895255529851
176,auction_verification,14,32,5,fixed,1.0891865728520278
176,auction_verification,14,32,5,competence,1.0477330655692005
176,auction_verification,14,32,5,hard_cv,1.0699433780596126
176,auction_verification,14,32,5,best_individual_oracle,1.0305680514146474
177,auction_verification,14,64,5,uniform,1.135239352297528
177,auction_verification,14,64,5,fixed,1.1675382222946284
177,auction_verification,14,64,5,competence,1.1563786756997119
177,auction_verification,14,64,5,hard_cv,1.0836560382733618
177,auction_verification,14,64,5,best_individual_oracle,1.0444343701841408
178,auction_verification,14,96,5,uniform,1.0155139989042972
178,auction_verification,14,96,5,fixed,1.0252579273697637
178,auction_verification,14,96,5,competence,1.0148687277285449
178,auction_verification,14,96,5,hard_cv,1.0384253134607924
178,auction_verification,14,96,5,best_individual_oracle,1.009445431951854
179,auction_verification,14,192,5,uniform,1.0137886004018628
179,auction_verification,14,192,5,fixed,1.0156371650156453
179,auction_verification,14,192,5,competence,1.014351366606264
179,auction_verification,14,192,5,hard_cv,1.0329256750295763
179,auction_verification,14,192,5,best_individual_oracle,0.9816161608252778
180,auction_verification,15,32,5,uniform,0.8395137641920242
180,auction_verification,15,32,5,fixed,0.8530644189109626
180,auction_verification,15,32,5,competence,0.8325129074203108
180,auction_verification,15,32,5,hard_cv,0.847556311180988
180,auction_verification,15,32,5,best_individual_oracle,0.847556311180988
181,auction_verification,15,64,5,uniform,0.8386054769444619
181,auction_verification,15,64,5,fixed,0.8437199238486065
181,auction_verification,15,64,5,competence,0.8362162893843443
181,auction_verification,15,64,5,hard_cv,0.8426936925088341
181,auction_verification,15,64,5,best_individual_oracle,0.8426936925088341
182,auction_verification,15,96,5,uniform,0.8747923194092225
182,auction_verification,15,96,5,fixed,0.8839828459942579
182,auction_verification,15,96,5,competence,0.8771556730499577
182,auction_verification,15,96,5,hard_cv,0.8797471596255239
182,auction_verification,15,96,5,best_individual_oracle,0.8732075645221009
183,auction_verification,15,192,5,uniform,0.7891889795981714
183,auction_verification,15,192,5,fixed,0.796062919037892
183,auction_verification,15,192,5,competence,0.7832093290514037
183,auction_verification,15,192,5,hard_cv,0.8113777117686886
183,auction_verification,15,192,5,best_individual_oracle,0.7649277741808396
184,auction_verification,16,32,5,uniform,1.166281255310357
184,auction_verification,16,32,5,fixed,1.2021985137579627
184,auction_verification,16,32,5,competence,1.2056471213533262
184,auction_verification,16,32,5,hard_cv,1.2429791208562486
184,auction_verification,16,32,5,best_individual_oracle,0.9818862102500244
185,auction_verification,16,64,5,uniform,0.9812304858723294
185,auction_verification,16,64,5,fixed,0.9868799135193361
185,auction_verification,16,64,5,competence,0.9876120337305189
185,auction_verification,16,64,5,hard_cv,1.0190629458889646
185,auction_verification,16,64,5,best_individual_oracle,0.9835129219135822
186,auction_verification,16,96,5,uniform,1.0043543335990879
186,auction_verification,16,96,5,fixed,1.0000448387834544
186,auction_verification,16,96,5,competence,1.018308171023379
186,auction_verification,16,96,5,hard_cv,1.0745786823528862
186,auction_verification,16,96,5,best_individual_oracle,0.9874030979976304
187,auction_verification,16,192,5,uniform,0.8343898584271486
187,auction_verification,16,192,5,fixed,0.8316305785784693
187,auction_verification,16,192,5,competence,0.8513282543995775
187,auction_verification,16,192,5,hard_cv,0.9436972930668155
187,auction_verification,16,192,5,best_individual_oracle,0.778442920219011
188,auction_verification,17,32,5,uniform,0.8704169677885103
188,auction_verification,17,32,5,fixed,0.8870951817891429
188,auction_verification,17,32,5,competence,0.8616051760783033
188,auction_verification,17,32,5,hard_cv,0.8712191249844704
188,auction_verification,17,32,5,best_individual_oracle,0.803732881819417
189,auction_verification,17,64,5,uniform,0.8130933378982078
189,auction_verification,17,64,5,fixed,0.8247253993186604
189,auction_verification,17,64,5,competence,0.8493909924353732
189,auction_verification,17,64,5,hard_cv,1.1434944653787664
189,auction_verification,17,64,5,best_individual_oracle,0.740952497771112
190,auction_verification,17,96,5,uniform,0.7391228993754891
190,auction_verification,17,96,5,fixed,0.7373389870843582
190,auction_verification,17,96,5,competence,0.7384788178946615
190,auction_verification,17,96,5,hard_cv,0.789557536817994
190,auction_verification,17,96,5,best_individual_oracle,0.7276327333312952
191,auction_verification,17,192,5,uniform,0.7453716370803655
191,auction_verification,17,192,5,fixed,0.7348187798104348
191,auction_verification,17,192,5,competence,0.7479032873446602
191,auction_verification,17,192,5,hard_cv,0.793488818488024
191,auction_verification,17,192,5,best_individual_oracle,0.7199949346688843
192,auction_verification,18,32,5,uniform,0.8203232107183194
192,auction_verification,18,32,5,fixed,0.8355048043969194
192,auction_verification,18,32,5,competence,0.83719673897698
192,auction_verification,18,32,5,hard_cv,0.8424842339727601
192,auction_verification,18,32,5,best_individual_oracle,0.8424842339727601
193,auction_verification,18,64,5,uniform,0.8773270267138474
193,auction_verification,18,64,5,fixed,0.8732197957207727
193,auction_verification,18,64,5,competence,0.8786381071613586
193,auction_verification,18,64,5,hard_cv,0.8936541242428575
193,auction_verification,18,64,5,best_individual_oracle,0.783256895970973
194,auction_verification,18,96,5,uniform,0.8641547824539316
194,auction_verification,18,96,5,fixed,0.8658738644624373
194,auction_verification,18,96,5,competence,0.8868107454798713
194,auction_verification,18,96,5,hard_cv,0.883922363294619
194,auction_verification,18,96,5,best_individual_oracle,0.8622381507634581
195,auction_verification,18,192,5,uniform,0.7903912290011365
195,auction_verification,18,192,5,fixed,0.7890715041288173
195,auction_verification,18,192,5,competence,0.7939991093867517
195,auction_verification,18,192,5,hard_cv,0.827045958219626
195,auction_verification,18,192,5,best_individual_oracle,0.7835932473862938
196,auction_verification,19,32,5,uniform,0.8918086198239316
196,auction_verification,19,32,5,fixed,0.9201142414450721
196,auction_verification,19,32,5,competence,0.9220921170442801
196,auction_verification,19,32,5,hard_cv,0.9214920386843902
196,auction_verification,19,32,5,best_individual_oracle,0.8954073221086379
197,auction_verification,19,64,5,uniform,0.7374499562734332
197,auction_verification,19,64,5,fixed,0.7460476261851117
197,auction_verification,19,64,5,competence,0.7506129224487671
197,auction_verification,19,64,5,hard_cv,0.8300407328220177
197,auction_verification,19,64,5,best_individual_oracle,0.7179671138908681
198,auction_verification,19,96,5,uniform,0.7260077505488338
198,auction_verification,19,96,5,fixed,0.7323678515030921
198,auction_verification,19,96,5,competence,0.7260742766641002
198,auction_verification,19,96,5,hard_cv,0.7458477843577077
198,auction_verification,19,96,5,best_individual_oracle,0.7026047892506181
199,auction_verification,19,192,5,uniform,0.7351499264799027
199,auction_verification,19,192,5,fixed,0.7368422354508981
199,auction_verification,19,192,5,competence,0.7445480612986225
199,auction_verification,19,192,5,hard_cv,0.7703835287157125
199,auction_verification,19,192,5,best_individual_oracle,0.7207845570285407
200,auction_verification,20,32,5,uniform,0.6700101336012657
200,auction_verification,20,32,5,fixed,0.6855670887392106
200,auction_verification,20,32,5,competence,0.6849386949270185
200,auction_verification,20,32,5,hard_cv,0.6979586684133386
200,auction_verification,20,32,5,best_individual_oracle,0.6921172115816198
201,auction_verification,20,64,5,uniform,0.6619738252208368
201,auction_verification,20,64,5,fixed,0.6740741688669051
201,auction_verification,20,64,5,competence,0.7573743270742755
201,auction_verification,20,64,5,hard_cv,1.1113272010939375
201,auction_verification,20,64,5,best_individual_oracle,0.6531667146672345
202,auction_verification,20,96,5,uniform,0.6737397244387782
202,auction_verification,20,96,5,fixed,0.6840682411170685
202,auction_verification,20,96,5,competence,0.6823427070806698
202,auction_verification,20,96,5,hard_cv,0.7105715886841762
202,auction_verification,20,96,5,best_individual_oracle,0.6380875880641187
203,auction_verification,20,192,5,uniform,0.6647497405282659
203,auction_verification,20,192,5,fixed,0.6654770841161878
203,auction_verification,20,192,5,competence,0.6616876223570588
203,auction_verification,20,192,5,hard_cv,0.6924255086655414
203,auction_verification,20,192,5,best_individual_oracle,0.6309827153292166
204,auction_verification,21,32,5,uniform,0.8944837443133312
204,auction_verification,21,32,5,fixed,0.9332108621967725
204,auction_verification,21,32,5,competence,0.8865260120468026
204,auction_verification,21,32,5,hard_cv,1.0430369294353201
204,auction_verification,21,32,5,best_individual_oracle,0.7515138212239193
205,auction_verification,21,64,5,uniform,0.8053101795479982
205,auction_verification,21,64,5,fixed,0.8239824648258823
205,auction_verification,21,64,5,competence,0.764727654456084
205,auction_verification,21,64,5,hard_cv,0.747748237123146
205,auction_verification,21,64,5,best_individual_oracle,0.747748237123146
206,auction_verification,21,96,5,uniform,0.8220771593387317
206,auction_verification,21,96,5,fixed,0.8267047536827627
206,auction_verification,21,96,5,competence,0.8490056020345406
206,auction_verification,21,96,5,hard_cv,0.8649464667085857
206,auction_verification,21,96,5,best_individual_oracle,0.7346304401414475
207,auction_verification,21,192,5,uniform,0.7031601658600136
207,auction_verification,21,192,5,fixed,0.7052033919088991
207,auction_verification,21,192,5,competence,0.7039958717353677
207,auction_verification,21,192,5,hard_cv,0.7111776108106785
207,auction_verification,21,192,5,best_individual_oracle,0.7101367432686457
208,auction_verification,22,32,5,uniform,0.907061719277408
208,auction_verification,22,32,5,fixed,0.9118367389009231
208,auction_verification,22,32,5,competence,0.9477005704499527
208,auction_verification,22,32,5,hard_cv,1.0890649101275007
208,auction_verification,22,32,5,best_individual_oracle,0.9184507661625294
209,auction_verification,22,64,5,uniform,0.9483759171917695
209,auction_verification,22,64,5,fixed,0.9600729523989003
209,auction_verification,22,64,5,competence,0.9300143413364528
209,auction_verification,22,64,5,hard_cv,0.901614331381185
209,auction_verification,22,64,5,best_individual_oracle,0.901614331381185
210,auction_verification,22,96,5,uniform,0.7709844410681986
210,auction_verification,22,96,5,fixed,0.7671199595174397
210,auction_verification,22,96,5,competence,0.7848197461676115
210,auction_verification,22,96,5,hard_cv,0.8249905104098504
210,auction_verification,22,96,5,best_individual_oracle,0.7421412697696864
211,auction_verification,22,192,5,uniform,0.7976802739474259
211,auction_verification,22,192,5,fixed,0.791602947036043
211,auction_verification,22,192,5,competence,0.7952368240497011
211,auction_verification,22,192,5,hard_cv,0.8072192587483422
211,auction_verification,22,192,5,best_individual_oracle,0.7720873850381588
212,auction_verification,23,32,5,uniform,0.8298920200946415
212,auction_verification,23,32,5,fixed,0.8263209436187257
212,auction_verification,23,32,5,competence,0.867929384057838
212,auction_verification,23,32,5,hard_cv,0.9565872276032175
212,auction_verification,23,32,5,best_individual_oracle,0.8799373268550492
213,auction_verification,23,64,5,uniform,0.813501089536072
213,auction_verification,23,64,5,fixed,0.8114333494203304
213,auction_verification,23,64,5,competence,0.8204380498995172
213,auction_verification,23,64,5,hard_cv,0.831446193193956
213,auction_verification,23,64,5,best_individual_oracle,0.7737492279594599
214,auction_verification,23,96,5,uniform,0.8904297059030722
214,auction_verification,23,96,5,fixed,0.8958588336816561
214,auction_verification,23,96,5,competence,0.8747975584753735
214,auction_verification,23,96,5,hard_cv,0.9019603304114835
214,auction_verification,23,96,5,best_individual_oracle,0.8539736580804549
215,auction_verification,23,192,5,uniform,0.8727488568791592
215,auction_verification,23,192,5,fixed,0.8785738588571147
215,auction_verification,23,192,5,competence,0.869437211483346
215,auction_verification,23,192,5,hard_cv,0.8647267752987035
215,auction_verification,23,192,5,best_individual_oracle,0.8647267752987035
216,auction_verification,24,32,5,uniform,1.0037049042183888
216,auction_verification,24,32,5,fixed,1.0221459734795029
216,auction_verification,24,32,5,competence,0.9921542997629489
216,auction_verification,24,32,5,hard_cv,1.1139372473383105
216,auction_verification,24,32,5,best_individual_oracle,0.9295281842860673
217,auction_verification,24,64,5,uniform,1.0392607751221434
217,auction_verification,24,64,5,fixed,1.0514757872010994
217,auction_verification,24,64,5,competence,1.0413528429151528
217,auction_verification,24,64,5,hard_cv,1.0507358945966292
217,auction_verification,24,64,5,best_individual_oracle,1.0050733571773613
218,auction_verification,24,96,5,uniform,0.9139851985963773
218,auction_verification,24,96,5,fixed,0.9102872743821244
218,auction_verification,24,96,5,competence,0.9175746276862128
218,auction_verification,24,96,5,hard_cv,0.9652247583294903
218,auction_verification,24,96,5,best_individual_oracle,0.9062556094578772
219,auction_verification,24,192,5,uniform,0.8627001392328282
219,auction_verification,24,192,5,fixed,0.8600423240371035
219,auction_verification,24,192,5,competence,0.8787799839022613
219,auction_verification,24,192,5,hard_cv,0.8807871740390047
219,auction_verification,24,192,5,best_individual_oracle,0.8474930845781041
220,auction_verification,25,32,5,uniform,0.8408761634985725
220,auction_verification,25,32,5,fixed,0.8505055295781606
220,auction_verification,25,32,5,competence,0.8396778263097358
220,auction_verification,25,32,5,hard_cv,0.8616139339662053
220,auction_verification,25,32,5,best_individual_oracle,0.828142981413091
221,auction_verification,25,64,5,uniform,0.7738823502477743
221,auction_verification,25,64,5,fixed,0.7783724941017164
221,auction_verification,25,64,5,competence,0.778555763081603
221,auction_verification,25,64,5,hard_cv,0.7611343132821121
221,auction_verification,25,64,5,best_individual_oracle,0.7611343132821121
222,auction_verification,25,96,5,uniform,0.7900521406957065
222,auction_verification,25,96,5,fixed,0.7911748617547643
222,auction_verification,25,96,5,competence,0.7962662822278799
222,auction_verification,25,96,5,hard_cv,0.7972438383450369
222,auction_verification,25,96,5,best_individual_oracle,0.7782038366978205
223,auction_verification,25,192,5,uniform,0.7587298662267231
223,auction_verification,25,192,5,fixed,0.7588641999471579
223,auction_verification,25,192,5,competence,0.7635986535102006
223,auction_verification,25,192,5,hard_cv,0.7843252611534949
223,auction_verification,25,192,5,best_individual_oracle,0.7666536077314493
224,auction_verification,26,32,5,uniform,0.7148654060474543
224,auction_verification,26,32,5,fixed,0.7141511943997493
224,auction_verification,26,32,5,competence,0.8112072989885761
224,auction_verification,26,32,5,hard_cv,0.8216955902587081
224,auction_verification,26,32,5,best_individual_oracle,0.7202862791078509
225,auction_verification,26,64,5,uniform,0.663407580768417
225,auction_verification,26,64,5,fixed,0.6644127971039949
225,auction_verification,26,64,5,competence,0.6649801125862113
225,auction_verification,26,64,5,hard_cv,0.677099694752202
225,auction_verification,26,64,5,best_individual_oracle,0.677099694752202
226,auction_verification,26,96,5,uniform,0.6832723652368579
226,auction_verification,26,96,5,fixed,0.6823615126927408
226,auction_verification,26,96,5,competence,0.6930914918538335
226,auction_verification,26,96,5,hard_cv,0.7296289683800863
226,auction_verification,26,96,5,best_individual_oracle,0.6836256475766693
227,auction_verification,26,192,5,uniform,0.6426286420041035
227,auction_verification,26,192,5,fixed,0.6395178162219901
227,auction_verification,26,192,5,competence,0.6495528782633703
227,auction_verification,26,192,5,hard_cv,0.6960464983258845
227,auction_verification,26,192,5,best_individual_oracle,0.6403255027688106
228,auction_verification,27,32,5,uniform,1.0412314489750638
228,auction_verification,27,32,5,fixed,1.0500635738521147
228,auction_verification,27,32,5,competence,1.028230022492081
228,auction_verification,27,32,5,hard_cv,1.0263498621014504
228,auction_verification,27,32,5,best_individual_oracle,1.0190396341543237
229,auction_verification,27,64,5,uniform,1.0235835530561348
229,auction_verification,27,64,5,fixed,1.0283375679868125
229,auction_verification,27,64,5,competence,1.0084973196755567
229,auction_verification,27,64,5,hard_cv,1.0108266617384045
229,auction_verification,27,64,5,best_individual_oracle,1.0108266617384045
230,auction_verification,27,96,5,uniform,0.9249783233714893
230,auction_verification,27,96,5,fixed,0.9133910483165822
230,auction_verification,27,96,5,competence,0.9438982936433914
230,auction_verification,27,96,5,hard_cv,1.0078464510185505
230,auction_verification,27,96,5,best_individual_oracle,0.9189696351730351
231,auction_verification,27,192,5,uniform,0.9274405511167784
231,auction_verification,27,192,5,fixed,0.9222882648868987
231,auction_verification,27,192,5,competence,0.937393082419477
231,auction_verification,27,192,5,hard_cv,1.0173104994607745
231,auction_verification,27,192,5,best_individual_oracle,0.9146987786992353
232,auction_verification,28,32,5,uniform,1.118678234234761
232,auction_verification,28,32,5,fixed,1.1394755751941303
232,auction_verification,28,32,5,competence,1.0885900191103175
232,auction_verification,28,32,5,hard_cv,1.0511029353820591
232,auction_verification,28,32,5,best_individual_oracle,1.0511029353820591
233,auction_verification,28,64,5,uniform,0.918032050476489
233,auction_verification,28,64,5,fixed,0.9190927839663968
233,auction_verification,28,64,5,competence,0.923392038634271
233,auction_verification,28,64,5,hard_cv,0.9491772975475588
233,auction_verification,28,64,5,best_individual_oracle,0.9491772975475588
234,auction_verification,28,96,5,uniform,0.9437397935037272
234,auction_verification,28,96,5,fixed,0.9466306154744014
234,auction_verification,28,96,5,competence,0.9358654559109104
234,auction_verification,28,96,5,hard_cv,0.9633035563684894
234,auction_verification,28,96,5,best_individual_oracle,0.9501831291700283
235,auction_verification,28,192,5,uniform,0.939974355584171
235,auction_verification,28,192,5,fixed,0.9236470107721306
235,auction_verification,28,192,5,competence,0.9320268129525692
235,auction_verification,28,192,5,hard_cv,0.9570802131478254
235,auction_verification,28,192,5,best_individual_oracle,0.9437152102202266
236,auction_verification,29,32,5,uniform,0.9852497057528268
236,auction_verification,29,32,5,fixed,1.0261847906618706
236,auction_verification,29,32,5,competence,0.9333909959918892
236,auction_verification,29,32,5,hard_cv,0.9452400512949994
236,auction_verification,29,32,5,best_individual_oracle,0.8966269855114078
237,auction_verification,29,64,5,uniform,0.8284543124603662
237,auction_verification,29,64,5,fixed,0.8182286070343512
237,auction_verification,29,64,5,competence,0.8541360179967441
237,auction_verification,29,64,5,hard_cv,0.9065542117130518
237,auction_verification,29,64,5,best_individual_oracle,0.8076071681119029
238,auction_verification,29,96,5,uniform,0.8365119563045756
238,auction_verification,29,96,5,fixed,0.8264954394454573
238,auction_verification,29,96,5,competence,0.8567758529339295
238,auction_verification,29,96,5,hard_cv,0.9235743689982968
238,auction_verification,29,96,5,best_individual_oracle,0.8097540639916635
239,auction_verification,29,192,5,uniform,0.8178812161624108
239,auction_verification,29,192,5,fixed,0.8093762362293154
239,auction_verification,29,192,5,competence,0.8141210845732033
239,auction_verification,29,192,5,hard_cv,0.8077968229810243
239,auction_verification,29,192,5,best_individual_oracle,0.7938062098616392
240,geographical_origin_of_music,0,32,32,uniform,1.644500678998971
240,geographical_origin_of_music,0,32,32,fixed,2.062742051411312
240,geographical_origin_of_music,0,32,32,competence,0.9156180045268889
240,geographical_origin_of_music,0,32,32,hard_cv,0.9122462182141392
240,geographical_origin_of_music,0,32,32,best_individual_oracle,0.9122462182141392
241,geographical_origin_of_music,0,64,32,uniform,1.5250324565734241
241,geographical_origin_of_music,0,64,32,fixed,1.7820275500513258
241,geographical_origin_of_music,0,64,32,competence,0.9113900344653336
241,geographical_origin_of_music,0,64,32,hard_cv,0.8608825558252263
241,geographical_origin_of_music,0,64,32,best_individual_oracle,0.8608825558252263
242,geographical_origin_of_music,0,96,32,uniform,1.3754227838709518
242,geographical_origin_of_music,0,96,32,fixed,1.5315681070072298
242,geographical_origin_of_music,0,96,32,competence,0.8723075503277151
242,geographical_origin_of_music,0,96,32,hard_cv,0.8700925015523057
242,geographical_origin_of_music,0,96,32,best_individual_oracle,0.8700925015523057
243,geographical_origin_of_music,0,192,32,uniform,0.8942086628241296
243,geographical_origin_of_music,0,192,32,fixed,0.9990244593505704
243,geographical_origin_of_music,0,192,32,competence,0.7698176486051064
243,geographical_origin_of_music,0,192,32,hard_cv,0.771633887121153
243,geographical_origin_of_music,0,192,32,best_individual_oracle,0.771633887121153
244,geographical_origin_of_music,1,32,32,uniform,1.1631985340700557
244,geographical_origin_of_music,1,32,32,fixed,1.2279602348280851
244,geographical_origin_of_music,1,32,32,competence,1.0315855543562689
244,geographical_origin_of_music,1,32,32,hard_cv,1.0346965118953173
244,geographical_origin_of_music,1,32,32,best_individual_oracle,1.0346965118953173
245,geographical_origin_of_music,1,64,32,uniform,1.1249410862011384
245,geographical_origin_of_music,1,64,32,fixed,1.169740389929576
245,geographical_origin_of_music,1,64,32,competence,1.0434440696607454
245,geographical_origin_of_music,1,64,32,hard_cv,0.9150496284139035
245,geographical_origin_of_music,1,64,32,best_individual_oracle,0.9150496284139035
246,geographical_origin_of_music,1,96,32,uniform,1.263670540773484
246,geographical_origin_of_music,1,96,32,fixed,1.3716025939264582
246,geographical_origin_of_music,1,96,32,competence,0.9457110887491552
246,geographical_origin_of_music,1,96,32,hard_cv,0.9444503759293417
246,geographical_origin_of_music,1,96,32,best_individual_oracle,0.9444503759293417
247,geographical_origin_of_music,1,192,32,uniform,1.1487888569798699
247,geographical_origin_of_music,1,192,32,fixed,1.2609788209445771
247,geographical_origin_of_music,1,192,32,competence,0.9268685045516906
247,geographical_origin_of_music,1,192,32,hard_cv,0.9164573683757653
247,geographical_origin_of_music,1,192,32,best_individual_oracle,0.9164573683757653
248,geographical_origin_of_music,2,32,32,uniform,1.0203752826371657
248,geographical_origin_of_music,2,32,32,fixed,1.1261151671070384
248,geographical_origin_of_music,2,32,32,competence,0.9676443751459812
248,geographical_origin_of_music,2,32,32,hard_cv,1.1073105529194618
248,geographical_origin_of_music,2,32,32,best_individual_oracle,0.7825397889427653
249,geographical_origin_of_music,2,64,32,uniform,0.9367025432615552
249,geographical_origin_of_music,2,64,32,fixed,1.029079985755757
249,geographical_origin_of_music,2,64,32,competence,0.8238778862171635
249,geographical_origin_of_music,2,64,32,hard_cv,0.8242781345809522
249,geographical_origin_of_music,2,64,32,best_individual_oracle,0.8242781345809522
250,geographical_origin_of_music,2,96,32,uniform,0.9216662229401059
250,geographical_origin_of_music,2,96,32,fixed,1.0708218386822395
250,geographical_origin_of_music,2,96,32,competence,0.7493917127570889
250,geographical_origin_of_music,2,96,32,hard_cv,0.7499261835792961
250,geographical_origin_of_music,2,96,32,best_individual_oracle,0.7499261835792961
251,geographical_origin_of_music,2,192,32,uniform,0.8283231142505372
251,geographical_origin_of_music,2,192,32,fixed,0.9147803853171178
251,geographical_origin_of_music,2,192,32,competence,0.7081392454475051
251,geographical_origin_of_music,2,192,32,hard_cv,0.6901573028669796
251,geographical_origin_of_music,2,192,32,best_individual_oracle,0.6901573028669796
252,geographical_origin_of_music,3,32,32,uniform,0.9574363871009431
252,geographical_origin_of_music,3,32,32,fixed,0.9736203349013927
252,geographical_origin_of_music,3,32,32,competence,0.8846655705129342
252,geographical_origin_of_music,3,32,32,hard_cv,0.885282458436325
252,geographical_origin_of_music,3,32,32,best_individual_oracle,0.885282458436325
253,geographical_origin_of_music,3,64,32,uniform,0.9819511475225596
253,geographical_origin_of_music,3,64,32,fixed,0.9792333404543504
253,geographical_origin_of_music,3,64,32,competence,0.9005867707430171
253,geographical_origin_of_music,3,64,32,hard_cv,0.8535982948472506
253,geographical_origin_of_music,3,64,32,best_individual_oracle,0.8535982948472506
254,geographical_origin_of_music,3,96,32,uniform,1.1228514046441402
254,geographical_origin_of_music,3,96,32,fixed,1.189280226980573
254,geographical_origin_of_music,3,96,32,competence,0.9248999275051024
254,geographical_origin_of_music,3,96,32,hard_cv,0.9249495190231082
254,geographical_origin_of_music,3,96,32,best_individual_oracle,0.9249495190231082
255,geographical_origin_of_music,3,192,32,uniform,0.9642863490369341
255,geographical_origin_of_music,3,192,32,fixed,1.0205626136606523
255,geographical_origin_of_music,3,192,32,competence,0.857758214845664
255,geographical_origin_of_music,3,192,32,hard_cv,0.8576623365555837
255,geographical_origin_of_music,3,192,32,best_individual_oracle,0.8576623365555837
256,geographical_origin_of_music,4,32,32,uniform,1.1469407161924587
256,geographical_origin_of_music,4,32,32,fixed,1.2215425844995578
256,geographical_origin_of_music,4,32,32,competence,1.3428704605994097
256,geographical_origin_of_music,4,32,32,hard_cv,1.5589528219186521
256,geographical_origin_of_music,4,32,32,best_individual_oracle,1.0072810258340277
257,geographical_origin_of_music,4,64,32,uniform,1.1153494980903054
257,geographical_origin_of_music,4,64,32,fixed,1.1594195698079124
257,geographical_origin_of_music,4,64,32,competence,1.092899434404364
257,geographical_origin_of_music,4,64,32,hard_cv,1.2176760639727355
257,geographical_origin_of_music,4,64,32,best_individual_oracle,1.0204513680503773
258,geographical_origin_of_music,4,96,32,uniform,0.9281631333630171
258,geographical_origin_of_music,4,96,32,fixed,1.0005047762185661
258,geographical_origin_of_music,4,96,32,competence,0.9162068712031424
258,geographical_origin_of_music,4,96,32,hard_cv,0.9241697565451256
258,geographical_origin_of_music,4,96,32,best_individual_oracle,0.9241697565451256
259,geographical_origin_of_music,4,192,32,uniform,1.007599038482969
259,geographical_origin_of_music,4,192,32,fixed,1.0657508180032682
259,geographical_origin_of_music,4,192,32,competence,0.9417107974493316
259,geographical_origin_of_music,4,192,32,hard_cv,0.9007104982062026
259,geographical_origin_of_music,4,192,32,best_individual_oracle,0.9007104982062026
260,geographical_origin_of_music,5,32,32,uniform,1.267014572788289
260,geographical_origin_of_music,5,32,32,fixed,1.3113888215964689
260,geographical_origin_of_music,5,32,32,competence,1.4890523836975529
260,geographical_origin_of_music,5,32,32,hard_cv,1.6560206953470356
260,geographical_origin_of_music,5,32,32,best_individual_oracle,1.081957540546702
261,geographical_origin_of_music,5,64,32,uniform,0.9458998867342704
261,geographical_origin_of_music,5,64,32,fixed,0.9809637361279098
261,geographical_origin_of_music,5,64,32,competence,0.9832189848005313
261,geographical_origin_of_music,5,64,32,hard_cv,0.9685232289013622
261,geographical_origin_of_music,5,64,32,best_individual_oracle,0.9685232289013622
262,geographical_origin_of_music,5,96,32,uniform,1.1620122901549903
262,geographical_origin_of_music,5,96,32,fixed,1.2216172243559933
262,geographical_origin_of_music,5,96,32,competence,1.000730820302169
262,geographical_origin_of_music,5,96,32,hard_cv,0.9571337290209619
262,geographical_origin_of_music,5,96,32,best_individual_oracle,0.9571337290209619
263,geographical_origin_of_music,5,192,32,uniform,1.0047354949714673
263,geographical_origin_of_music,5,192,32,fixed,1.0655920916129025
263,geographical_origin_of_music,5,192,32,competence,0.8891904499615579
263,geographical_origin_of_music,5,192,32,hard_cv,0.8866693535444773
263,geographical_origin_of_music,5,192,32,best_individual_oracle,0.8866693535444773
264,geographical_origin_of_music,6,32,32,uniform,1.8956134797562747
264,geographical_origin_of_music,6,32,32,fixed,2.1946670181264047
264,geographical_origin_of_music,6,32,32,competence,1.024302712776284
264,geographical_origin_of_music,6,32,32,hard_cv,1.0215318719277224
264,geographical_origin_of_music,6,32,32,best_individual_oracle,1.0215318719277224
265,geographical_origin_of_music,6,64,32,uniform,1.1929733537179528
