model,task_type,rho,episode_seed,mechanism,warp,coupled,clean_loss,matched_loss,matched_loss_gap,matched_disagreement,identity_disagreement,excess_disagreement,matched_js,identity_js,matched_flip_rate,fit_seconds,predict_seconds
tabicl_v2_default,classification,0.0,93002,linear,identity,False,0.5924375231194601,0.6308223208352876,0.03838479771582748,0.04794173192717228,0.0,0.04794173192717228,0.0024060580058256533,0.0,0.078125,1.619948181323707,0.3699026359245181
tabicl_v2_default,classification,0.0,93003,interaction,asinh,False,0.6197831884123763,0.6318934939131093,0.012110305500732998,0.06875016351936439,0.0,0.06875016351936439,0.003665254190332462,0.0,0.109375,0.7526547580491751,0.12466097180731595
tabicl_v2_default,classification,0.0,93004,partition,pwl,False,0.6724420121699217,0.6788078114127433,0.006365799242821546,0.04043466468286838,0.0,0.04043466468286838,0.001427007909814732,0.0,0.15625,0.7594296517781913,0.12509251106530428
tabicl_v2_default,classification,0.0,93005,threshold,signed_power,False,0.5480559984743743,0.5827829863965015,0.03472698792212725,0.059547717895373845,0.0,0.059547717895373845,0.0033133046736023002,0.0,0.109375,0.7392667441163212,0.1250206131953746
tabicl_v2_default,classification,0.0,93006,additive,affine,False,0.5618336210225058,0.6448542458302438,0.08302062480773797,0.05792378097224267,0.0,0.05792378097224267,0.0037680711360568286,0.0,0.078125,0.7451004020404071,0.1246635657735169
tabicl_v2_default,classification,0.0,93007,periodic,sinh,False,0.5729707142391639,0.6065589407407816,0.033588226501617746,0.0670499891123578,0.0,0.0670499891123578,0.004824189578445179,0.0,0.046875,0.7422296039294451,0.12498523201793432
tabicl_v2_default,classification,0.1,103002,partition,pwl,False,0.7101173165079304,0.7813237919283389,0.07120647542040848,0.056705530598268,0.0,0.056705530598268,0.0031644206819338126,0.0,0.078125,0.7513984909746796,0.1273131708148867
tabicl_v2_default,classification,0.1,103003,additive,affine,False,0.5816130724027604,0.5712119401886673,-0.010401132214093112,0.05146956269263968,0.0,0.05146956269263968,0.0030546197920954194,0.0,0.125,0.7284794568549842,0.12955403607338667
tabicl_v2_default,classification,0.1,103004,threshold,signed_power,False,0.6570053379065648,0.6707006605097163,0.013695322603151538,0.07641615053104349,0.0,0.07641615053104349,0.005957675701282781,0.0,0.109375,0.73925437964499,0.12436234485358
tabicl_v2_default,classification,0.1,103005,linear,identity,False,0.5405235585998693,0.5572857541304159,0.016762195530546586,0.06892488622116444,0.0,0.06892488622116444,0.005324416184142559,0.0,0.171875,0.7310470517259091,0.12751240376383066
tabicl_v2_default,classification,0.1,103006,periodic,sinh,False,0.696735916197959,0.7098468770542044,0.013110960856245302,0.0602316135724364,0.0,0.0602316135724364,0.0029611302407195183,0.0,0.125,0.7019496122375131,0.12498281616717577
tabicl_v2_default,classification,0.1,103007,interaction,asinh,False,0.5808711850080839,0.5836100407896696,0.002738855781585725,0.11498043192235513,0.0,0.11498043192235513,0.012286918459439284,0.0,0.140625,0.7269725040532649,0.12965473788790405
tabicl_v2_default,classification,0.25,113002,linear,identity,False,0.6847166937952855,0.7354167819627533,0.05070008816746774,0.05711506333575392,0.0,0.05711506333575392,0.003537690176883411,0.0,0.09375,0.7963161838706583,0.12636326486244798
tabicl_v2_default,classification,0.25,113003,periodic,sinh,False,0.5826510836751941,0.6531378631950937,0.07048677951989957,0.08244852066548959,0.0,0.08244852066548959,0.007032341615058696,0.0,0.125,0.7381909748073667,0.12650950392708182
tabicl_v2_default,classification,0.25,113004,interaction,asinh,False,0.8129432083673928,0.7965590340676931,-0.016384174299699628,0.06548457566264594,0.0,0.06548457566264594,0.004573714461460909,0.0,0.109375,0.7254187986254692,0.12446588953025639
tabicl_v2_default,classification,0.25,113005,partition,pwl,False,0.706189125377594,0.6711110570672596,-0.03507806831033444,0.09383458964388645,0.0,0.09383458964388645,0.009059170825098507,0.0,0.140625,0.7255490373354405,0.12468725303187966
tabicl_v2_default,classification,0.25,113006,threshold,signed_power,False,0.7279456791504176,0.7551219442861321,0.027176265135714472,0.07518538739181649,0.0,0.07518538739181649,0.007139417595485096,0.0,0.078125,0.6967139490880072,0.12428192375227809
tabicl_v2_default,classification,0.25,113007,additive,affine,False,0.7077080592073939,0.7574479956752971,0.0497399364679032,0.057018532194313534,0.0,0.057018532194313534,0.005075409433563542,0.0,0.0625,0.6710822421591729,0.12416434707120061
tabicl_v2_default,classification,0.5,123002,interaction,asinh,False,0.6622137670700583,0.6472595694845567,-0.01495419758550165,0.042380036782134936,0.0,0.042380036782134936,0.00136163423281193,0.0,0.125,0.7145830080844462,0.13142308918759227
tabicl_v2_default,classification,0.5,123003,additive,affine,False,0.5137758045194163,0.5234512619006153,0.009675457381199015,0.04286462609604917,0.0,0.04286462609604917,0.0018550063118976745,0.0,0.078125,0.7280772340018302,0.1245120211970061
tabicl_v2_default,classification,0.5,123004,linear,identity,False,0.7433703614135186,0.839424891855912,0.09605453044239332,0.09750692581057635,0.0,0.09750692581057635,0.009296669506780045,0.0,0.09375,0.7573622788768262,0.12542044697329402
tabicl_v2_default,classification,0.5,123005,periodic,sinh,False,0.8057030911712548,0.7780097492375211,-0.02769334193373374,0.06661053913031255,0.0,0.06661053913031255,0.004312599180029001,0.0,0.125,0.6924935418646783,0.12449402594938874
tabicl_v2_default,classification,0.5,123006,partition,pwl,False,0.7269117000950407,0.7180378099688458,-0.008873890126194883,0.039926028375127834,0.0,0.039926028375127834,0.001503877462900781,0.0,0.140625,0.7132403710857034,0.12813269975595176
tabicl_v2_default,classification,0.5,123007,threshold,signed_power,False,0.58461733151003,0.6266540686719002,0.042036737161870175,0.08258133611727232,0.0,0.08258133611727232,0.006295469647553552,0.0,0.1875,0.7608410459943116,0.12525888509117067
tabicl_v2_default,classification,0.75,133002,partition,pwl,True,0.6277334371428507,0.6552786818748488,0.027545244731998153,0.09435452953424144,0.0,0.09435452953424144,0.009359073749752355,0.0,0.109375,0.7336488112341613,0.12475719046778977
tabicl_v2_default,classification,0.75,133003,threshold,signed_power,True,0.6327985854749705,0.6440811036880977,0.011282518213127202,0.08299023181636977,0.0,0.08299023181636977,0.009278312618293618,0.0,0.109375,0.7183144318405539,0.124305090168491
tabicl_v2_default,classification,0.75,133004,additive,affine,True,0.5436815035944322,0.6190210391454833,0.0753395355510511,0.08358751844652201,0.0,0.08358751844652201,0.0074986846147877,0.0,0.09375,0.7190794011112303,0.13343311613425612
tabicl_v2_default,classification,0.75,133005,interaction,asinh,True,0.7960249249972855,0.7834581601733599,-0.012566764823925602,0.0917410760033429,0.0,0.0917410760033429,0.006976360196164759,0.0,0.125,0.7431025097612292,0.13290126738138497
tabicl_v2_default,classification,0.75,133006,linear,identity,True,0.5647663292110071,0.5367729719184503,-0.02799335729255681,0.10357420359318797,0.0,0.10357420359318797,0.013240885469862441,0.0,0.203125,0.7067869671154767,0.13253961107693613
tabicl_v2_default,classification,0.75,133007,periodic,sinh,True,0.6809005193131339,0.7084684314748639,0.027567912161730046,0.07077504423560078,0.0,0.07077504423560078,0.005899333221236707,0.0,0.0625,0.7142255508806556,0.13083968381397426
tabicl_v2_default,classification,0.9,143002,additive,affine,True,0.5124583606001087,0.5109850274054483,-0.0014733331946604755,0.07416716626829113,0.0,0.07416716626829113,0.005858975041547705,0.0,0.171875,0.7372486935928464,0.12456957111135125
tabicl_v2_default,classification,0.9,143003,periodic,sinh,True,0.7269748790211398,0.7130274649421456,-0.013947414078994136,0.061936173147104825,0.0,0.061936173147104825,0.0032068077466555177,0.0,0.234375,0.6759967298712581,0.12467537820339203
tabicl_v2_default,classification,0.9,143004,interaction,asinh,True,0.6406617077209444,0.6420417685944417,0.0013800608734972908,0.06601436266554457,0.0,0.06601436266554457,0.0041964132806293335,0.0,0.15625,0.6782873682677746,0.12478238996118307
tabicl_v2_default,classification,0.9,143005,partition,pwl,True,0.554246299522827,0.5631746020294435,0.00892830250661647,0.062373700147658556,0.0,0.062373700147658556,0.004608911722863769,0.0,0.109375,0.6799089682754129,0.1248184540309012
tabicl_v2_default,classification,0.9,143006,linear,identity,True,0.6656060193783184,0.7336413336586329,0.06803531428031451,0.09597246108178117,0.0,0.09597246108178117,0.01181130623763131,0.0,0.140625,0.6777724148705602,0.12490295292809606
tabicl_v2_default,classification,0.9,143007,threshold,signed_power,True,0.6083503406153759,0.6000736749894431,-0.008276665625932766,0.10055470662665869,0.0,0.10055470662665869,0.009110571021171392,0.0,0.1875,0.7275298547465354,0.12443306483328342
tabicl_v2_default,classification,1.0,153002,interaction,asinh,True,0.7065708786290442,0.7093833107479703,0.0028124321189261225,0.0376405414454857,0.0,0.0376405414454857,0.001183733227254789,0.0,0.125,0.6797030710149556,0.12492783996276557
tabicl_v2_default,classification,1.0,153003,periodic,sinh,True,0.6489974477348405,0.6458359810834587,-0.003161466651381728,0.08368314529749038,0.0,0.08368314529749038,0.005559085444287258,0.0,0.1875,0.684531998122111,0.12479177420027554
tabicl_v2_default,classification,1.0,153004,additive,affine,True,0.592681762664549,0.560505089662322,-0.03217667300222693,0.06522249434478716,0.0,0.06522249434478716,0.004109060518196875,0.0,0.078125,0.675088498974219,0.12475171498954296
tabicl_v2_default,classification,1.0,153005,partition,pwl,True,0.734868816867661,0.773579387105736,0.038710570238075004,0.0544096237489271,0.0,0.0544096237489271,0.003801325966430294,0.0,0.078125,0.700243481202051,0.12701439927332103
tabicl_v2_default,classification,1.0,153006,threshold,signed_power,True,0.5762070909930618,0.6189136061231189,0.04270651513005708,0.06932585714041486,0.0,0.06932585714041486,0.0044897856787567665,0.0,0.140625,0.6755631461273879,0.12468087789602578
tabicl_v2_default,classification,1.0,153007,linear,identity,True,0.45154766965587223,0.4129644861519044,-0.03858318350396783,0.11026151890166128,0.0,0.11026151890166128,0.011000171764243036,0.0,0.234375,0.675682585220784,0.12467493885196745
