task_type,test_episodes,fixed_minus_gate_mean,fixed_minus_gate_ci_low,fixed_minus_gate_ci_high,fixed_minus_oracle_mean,fixed_minus_oracle_ci_low,fixed_minus_oracle_ci_high,rank_minus_gate_mean,rank_minus_gate_ci_low,rank_minus_gate_ci_high,oracle_headroom_fraction_captured,fraction_gate_beats_fixed,fixed_alpha,gate_alpha_mean,oracle_alpha_mean
classification,2940,2.8199062564215363e-05,-2.2848231666028238e-05,7.799165179221421e-05,0.004418107470804741,0.004227434725894847,0.004617112340317392,0.008364394631441752,0.007445539025159269,0.009353845788019453,0.006382611276560689,0.4976190476190476,0.34,0.3915732083669252,0.38833333333333325
regression,2940,0.0005632860606490797,0.00038251530621529264,0.000751929999968883,0.009120388045923548,0.008547104176762773,0.00971755283604032,0.000820719907050772,0.0004917513835597758,0.0011506469990923273,0.061761194569001504,0.5081632653061224,0.08,0.18877369534119104,0.2989557823129252
