task_type,test_episodes,fixed_minus_gate_mean,fixed_minus_gate_ci_low,fixed_minus_gate_ci_high,fixed_minus_oracle_mean,fixed_minus_oracle_ci_low,fixed_minus_oracle_ci_high,rank_minus_gate_mean,rank_minus_gate_ci_low,rank_minus_gate_ci_high,oracle_headroom_fraction_captured,fraction_gate_beats_fixed,fixed_alpha,gate_alpha_mean,oracle_alpha_mean
classification,2940,3.0832718426360414e-05,1.1551115178607696e-05,5.040182931467581e-05,0.004620452511929886,0.004421062546976701,0.00482780874056494,0.008936890758243903,0.007984063120615729,0.009941813145517377,0.0066730949721377185,0.5037414965986394,0.31,0.3323095305660966,0.38294897959183677
regression,2940,0.00022209919357248905,0.00012286860676148724,0.0003236654372182771,0.008444491170565718,0.007908169241771254,0.008996017990260596,0.00040215465774337365,0.00021316405237159592,0.0005929766822006651,0.026301074758256875,0.530952380952381,0.05,0.10898857217271833,0.28704421768707483
