task_type,context_size,rho,effective_rho,tasks,mechanism_accuracy,mechanism_accuracy_ci_low,mechanism_accuracy_ci_high,mechanism_log_loss,empirical_mi_c_w_nats,raw_mean_loss,rank_mean_loss,rank_minus_raw_loss,rank_minus_raw_ci_low,rank_minus_raw_ci_high
classification,64,0.0,0.0,60,0.16666666666666666,0.08333333333333333,0.26666666666666666,1.9407743863052174,0.04369212068196554,0.745263270845545,0.7324159187830723,-0.012847352062472906,-0.0217501600342736,-0.005221564586111681
classification,64,0.5,0.5,60,0.48333333333333334,0.36666666666666664,0.6,1.6312493693144292,0.5642300577708423,0.7266279752576589,0.7258559902378714,-0.0007719850197874116,-0.008432856475791554,0.007132852204722411
classification,64,1.0,1.0,60,0.9,0.8166666666666667,0.9666666666666667,0.787066035889699,1.7917594692280547,0.7404245732863847,0.7408828879428936,0.0004583146565091123,-0.006004773004669474,0.007349549991257101
regression,64,0.0,0.0,60,0.1,0.03333333333333333,0.18333333333333332,2.0198684815928902,0.04369212068196554,0.7151132775472231,0.6923849606241305,-0.02272831692309265,-0.04203443807378708,-0.002269579250228001
regression,64,0.5,0.5,60,0.5166666666666667,0.38333333333333336,0.6333333333333333,1.6759951468069916,0.5642300577708423,0.70730275289625,0.6517055083836448,-0.05559724451260499,-0.08209263907521427,-0.031551152396729884
regression,64,1.0,1.0,60,0.9,0.8166666666666667,0.9666666666666667,0.7614819238689925,1.7917594692280547,0.7501081792210472,0.7034725157599938,-0.046635663461053606,-0.06850968281484594,-0.025022195480915884
