episode_index,dataset,task_type,repeat,feature_count,method,loss
15,breast-w,classification,15,9,competence,0.12837080629470696
15,breast-w,classification,15,9,hard_cv,0.11932970713459667
15,breast-w,classification,15,9,best_individual_oracle,0.11932970713459667
16,breast-w,classification,16,9,uniform,0.17544860562070064
16,breast-w,classification,16,9,fixed,0.17642158355400603
16,breast-w,classification,16,9,competence,0.16492409062267477
16,breast-w,classification,16,9,hard_cv,0.15652074495786128
16,breast-w,classification,16,9,best_individual_oracle,0.15652074495786128
17,breast-w,classification,17,9,uniform,0.21101901558870248
17,breast-w,classification,17,9,fixed,0.20753380108688052
17,breast-w,classification,17,9,competence,0.2112083931848049
17,breast-w,classification,17,9,hard_cv,0.20812200026091615
17,breast-w,classification,17,9,best_individual_oracle,0.20173259677921274
18,breast-w,classification,18,9,uniform,0.15804832830717505
18,breast-w,classification,18,9,fixed,0.1609191648309158
18,breast-w,classification,18,9,competence,0.15219760754430545
18,breast-w,classification,18,9,hard_cv,0.14491522369052443
18,breast-w,classification,18,9,best_individual_oracle,0.14491522369052443
19,breast-w,classification,19,9,uniform,0.19885078158676445
19,breast-w,classification,19,9,fixed,0.20181823106503038
19,breast-w,classification,19,9,competence,0.19346410074693585
19,breast-w,classification,19,9,hard_cv,0.1958498114912963
19,breast-w,classification,19,9,best_individual_oracle,0.18242056645048715
20,breast-w,classification,20,9,uniform,0.16336179852599794
20,breast-w,classification,20,9,fixed,0.16310658137651732
20,breast-w,classification,20,9,competence,0.16124542721673962
20,breast-w,classification,20,9,hard_cv,0.1536648136244163
20,breast-w,classification,20,9,best_individual_oracle,0.15040384082518046
21,breast-w,classification,21,9,uniform,0.1830634444388324
21,breast-w,classification,21,9,fixed,0.18500090872981842
21,breast-w,classification,21,9,competence,0.1747857610217456
21,breast-w,classification,21,9,hard_cv,0.17286331118226755
21,breast-w,classification,21,9,best_individual_oracle,0.17168569056076566
22,breast-w,classification,22,9,uniform,0.16862101798959211
22,breast-w,classification,22,9,fixed,0.1682818603396007
22,breast-w,classification,22,9,competence,0.16632601194459085
22,breast-w,classification,22,9,hard_cv,0.14689737589752805
22,breast-w,classification,22,9,best_individual_oracle,0.14689737589752805
23,breast-w,classification,23,9,uniform,0.13675630663941957
23,breast-w,classification,23,9,fixed,0.1382537389701496
23,breast-w,classification,23,9,competence,0.1294711763503111
23,breast-w,classification,23,9,hard_cv,0.12768340447366355
23,breast-w,classification,23,9,best_individual_oracle,0.10858175750938989
24,breast-w,classification,24,9,uniform,0.14812371278084496
24,breast-w,classification,24,9,fixed,0.14933028056354636
24,breast-w,classification,24,9,competence,0.1403596145065336
24,breast-w,classification,24,9,hard_cv,0.1300325302766021
24,breast-w,classification,24,9,best_individual_oracle,0.1300325302766021
25,breast-w,classification,25,9,uniform,0.1681447352008989
25,breast-w,classification,25,9,fixed,0.17074475641100892
25,breast-w,classification,25,9,competence,0.16326541956696816
25,breast-w,classification,25,9,hard_cv,0.1617734880457354
25,breast-w,classification,25,9,best_individual_oracle,0.15881994609370917
26,breast-w,classification,26,9,uniform,0.17781058100076802
26,breast-w,classification,26,9,fixed,0.1779011000037765
26,breast-w,classification,26,9,competence,0.17275011989364492
26,breast-w,classification,26,9,hard_cv,0.16447438833657807
26,breast-w,classification,26,9,best_individual_oracle,0.16447438833657807
27,breast-w,classification,27,9,uniform,0.17671083535951843
27,breast-w,classification,27,9,fixed,0.17691869271720523
27,breast-w,classification,27,9,competence,0.16939532434565888
27,breast-w,classification,27,9,hard_cv,0.16506697476562404
27,breast-w,classification,27,9,best_individual_oracle,0.16506697476562404
28,breast-w,classification,28,9,uniform,0.13266596413765946
28,breast-w,classification,28,9,fixed,0.1356161506559998
28,breast-w,classification,28,9,competence,0.1260259364106771
28,breast-w,classification,28,9,hard_cv,0.1189675527658401
28,breast-w,classification,28,9,best_individual_oracle,0.10162926116857193
29,breast-w,classification,29,9,uniform,0.1628394062598611
29,breast-w,classification,29,9,fixed,0.1616234408736364
29,breast-w,classification,29,9,competence,0.1534590824003406
29,breast-w,classification,29,9,hard_cv,0.1490796030747178
29,breast-w,classification,29,9,best_individual_oracle,0.1482671926530261
30,breast-w,classification,30,9,uniform,0.16841222569110853
30,breast-w,classification,30,9,fixed,0.16672526664672643
30,breast-w,classification,30,9,competence,0.163307456277851
30,breast-w,classification,30,9,hard_cv,0.14453006688018616
30,breast-w,classification,30,9,best_individual_oracle,0.14453006688018616
31,breast-w,classification,31,9,uniform,0.18008137793476248
31,breast-w,classification,31,9,fixed,0.17714056418108493
31,breast-w,classification,31,9,competence,0.1812545124718949
31,breast-w,classification,31,9,hard_cv,0.20802685140855343
31,breast-w,classification,31,9,best_individual_oracle,0.16888148599816247
32,breast-w,classification,32,9,uniform,0.17420839517307712
32,breast-w,classification,32,9,fixed,0.17824190884960367
32,breast-w,classification,32,9,competence,0.175222194585659
32,breast-w,classification,32,9,hard_cv,0.18956592312550868
32,breast-w,classification,32,9,best_individual_oracle,0.1520050854041537
33,breast-w,classification,33,9,uniform,0.17083995109292655
33,breast-w,classification,33,9,fixed,0.17240764204849782
33,breast-w,classification,33,9,competence,0.17505919702362496
33,breast-w,classification,33,9,hard_cv,0.1865255131227192
33,breast-w,classification,33,9,best_individual_oracle,0.16989668652661846
34,breast-w,classification,34,9,uniform,0.2083779205605757
34,breast-w,classification,34,9,fixed,0.21118267703518895
34,breast-w,classification,34,9,competence,0.2088042629056889
34,breast-w,classification,34,9,hard_cv,0.20778014192108835
34,breast-w,classification,34,9,best_individual_oracle,0.20778014192108835
35,breast-w,classification,35,9,uniform,0.1779384326104316
35,breast-w,classification,35,9,fixed,0.17876230427156203
35,breast-w,classification,35,9,competence,0.17647236696090693
35,breast-w,classification,35,9,hard_cv,0.1770749812854912
35,breast-w,classification,35,9,best_individual_oracle,0.1649993869746611
36,breast-w,classification,36,9,uniform,0.15678585755804825
36,breast-w,classification,36,9,fixed,0.1618428351790455
36,breast-w,classification,36,9,competence,0.15396544842326138
36,breast-w,classification,36,9,hard_cv,0.16430709818987432
36,breast-w,classification,36,9,best_individual_oracle,0.13719076082665674
37,breast-w,classification,37,9,uniform,0.18975527530293457
37,breast-w,classification,37,9,fixed,0.1928697718212729
37,breast-w,classification,37,9,competence,0.1880128630829336
37,breast-w,classification,37,9,hard_cv,0.1916587356317033
37,breast-w,classification,37,9,best_individual_oracle,0.1771482618289088
38,breast-w,classification,38,9,uniform,0.13327521363242778
38,breast-w,classification,38,9,fixed,0.13385956564900237
38,breast-w,classification,38,9,competence,0.13278619541347514
38,breast-w,classification,38,9,hard_cv,0.13743803858390477
38,breast-w,classification,38,9,best_individual_oracle,0.1268119024361353
39,breast-w,classification,39,9,uniform,0.16412409972164496
39,breast-w,classification,39,9,fixed,0.16570453361491194
39,breast-w,classification,39,9,competence,0.16250583554895248
39,breast-w,classification,39,9,hard_cv,0.15434784929043233
39,breast-w,classification,39,9,best_individual_oracle,0.15434784929043233
40,breast-w,classification,40,9,uniform,0.20784604736523785
40,breast-w,classification,40,9,fixed,0.2014435116532161
40,breast-w,classification,40,9,competence,0.20459904697777187
40,breast-w,classification,40,9,hard_cv,0.19548013956057836
40,breast-w,classification,40,9,best_individual_oracle,0.19205334247793704
41,breast-w,classification,41,9,uniform,0.1549296190076935
41,breast-w,classification,41,9,fixed,0.1554213275640849
41,breast-w,classification,41,9,competence,0.1490459009277628
41,breast-w,classification,41,9,hard_cv,0.13572022768493314
41,breast-w,classification,41,9,best_individual_oracle,0.13572022768493314
42,breast-w,classification,42,9,uniform,0.16886345709027753
42,breast-w,classification,42,9,fixed,0.1719843622869392
42,breast-w,classification,42,9,competence,0.16205293727893905
42,breast-w,classification,42,9,hard_cv,0.1440750732699546
42,breast-w,classification,42,9,best_individual_oracle,0.1440750732699546
43,breast-w,classification,43,9,uniform,0.17957562424040874
43,breast-w,classification,43,9,fixed,0.1831927888990726
43,breast-w,classification,43,9,competence,0.17560845439114903
43,breast-w,classification,43,9,hard_cv,0.16438795910034132
43,breast-w,classification,43,9,best_individual_oracle,0.16438795910034132
44,breast-w,classification,44,9,uniform,0.17589009092304497
44,breast-w,classification,44,9,fixed,0.17767405585718074
44,breast-w,classification,44,9,competence,0.17350813392774955
44,breast-w,classification,44,9,hard_cv,0.1823352539588636
44,breast-w,classification,44,9,best_individual_oracle,0.14173829528406517
45,breast-w,classification,45,9,uniform,0.16293566369191098
45,breast-w,classification,45,9,fixed,0.16496097311695856
45,breast-w,classification,45,9,competence,0.1573247820460677
45,breast-w,classification,45,9,hard_cv,0.1395036417885311
45,breast-w,classification,45,9,best_individual_oracle,0.1395036417885311
46,breast-w,classification,46,9,uniform,0.15123805110406563
46,breast-w,classification,46,9,fixed,0.15508443926306303
46,breast-w,classification,46,9,competence,0.15038147578608985
46,breast-w,classification,46,9,hard_cv,0.15480242923258958
46,breast-w,classification,46,9,best_individual_oracle,0.13776453049533063
47,breast-w,classification,47,9,uniform,0.15269987454204093
47,breast-w,classification,47,9,fixed,0.15556413015537432
47,breast-w,classification,47,9,competence,0.14840122597844257
47,breast-w,classification,47,9,hard_cv,0.14778228250940417
47,breast-w,classification,47,9,best_individual_oracle,0.14297258922115927
48,breast-w,classification,48,9,uniform,0.17172572857735352
48,breast-w,classification,48,9,fixed,0.17141558759492914
48,breast-w,classification,48,9,competence,0.16729405679076276
48,breast-w,classification,48,9,hard_cv,0.16235614786484392
48,breast-w,classification,48,9,best_individual_oracle,0.15878860202806727
49,breast-w,classification,49,9,uniform,0.15943849680234184
49,breast-w,classification,49,9,fixed,0.16707702444557754
49,breast-w,classification,49,9,competence,0.15849571436863424
49,breast-w,classification,49,9,hard_cv,0.1992095241168289
49,breast-w,classification,49,9,best_individual_oracle,0.13662109501115272
50,credit-approval,classification,0,6,uniform,0.5241967903515296
50,credit-approval,classification,0,6,fixed,0.5272357873975868
50,credit-approval,classification,0,6,competence,0.5201948704337078
50,credit-approval,classification,0,6,hard_cv,0.5182864441195361
50,credit-approval,classification,0,6,best_individual_oracle,0.5089498066138325
51,credit-approval,classification,1,6,uniform,0.5910851696900353
51,credit-approval,classification,1,6,fixed,0.5844495694883347
51,credit-approval,classification,1,6,competence,0.5843563030959757
51,credit-approval,classification,1,6,hard_cv,0.5922268594367197
51,credit-approval,classification,1,6,best_individual_oracle,0.5690678987585968
52,credit-approval,classification,2,6,uniform,0.5499972554656563
52,credit-approval,classification,2,6,fixed,0.5530800075385081
52,credit-approval,classification,2,6,competence,0.5516380804008759
52,credit-approval,classification,2,6,hard_cv,0.5689827214671389
52,credit-approval,classification,2,6,best_individual_oracle,0.5469800852115686
53,credit-approval,classification,3,6,uniform,0.5483690406384365
53,credit-approval,classification,3,6,fixed,0.5488494610327586
53,credit-approval,classification,3,6,competence,0.5551094334414614
53,credit-approval,classification,3,6,hard_cv,0.5793247675959017
53,credit-approval,classification,3,6,best_individual_oracle,0.5491547611845577
54,credit-approval,classification,4,6,uniform,0.5461167218406556
54,credit-approval,classification,4,6,fixed,0.5431670524861227
54,credit-approval,classification,4,6,competence,0.5365448323386139
54,credit-approval,classification,4,6,hard_cv,0.5279190841712759
54,credit-approval,classification,4,6,best_individual_oracle,0.5279190841712759
55,credit-approval,classification,5,6,uniform,0.5725815610415241
55,credit-approval,classification,5,6,fixed,0.5731415856411359
55,credit-approval,classification,5,6,competence,0.5862966222792599
55,credit-approval,classification,5,6,hard_cv,0.609054124804038
55,credit-approval,classification,5,6,best_individual_oracle,0.5859209448097236
56,credit-approval,classification,6,6,uniform,0.5445739238549784
56,credit-approval,classification,6,6,fixed,0.543885151442786
56,credit-approval,classification,6,6,competence,0.540718196368369
56,credit-approval,classification,6,6,hard_cv,0.5282584243959341
56,credit-approval,classification,6,6,best_individual_oracle,0.5282584243959341
57,credit-approval,classification,7,6,uniform,0.5576778723590622
57,credit-approval,classification,7,6,fixed,0.5568993596795911
57,credit-approval,classification,7,6,competence,0.558785609649932
57,credit-approval,classification,7,6,hard_cv,0.5573069314100147
57,credit-approval,classification,7,6,best_individual_oracle,0.5573069314100147
58,credit-approval,classification,8,6,uniform,0.5625800264269422
58,credit-approval,classification,8,6,fixed,0.5674697748330516
58,credit-approval,classification,8,6,competence,0.5613677151641463
58,credit-approval,classification,8,6,hard_cv,0.575103127243378
58,credit-approval,classification,8,6,best_individual_oracle,0.5627958699273634
59,credit-approval,classification,9,6,uniform,0.5227872604600567
59,credit-approval,classification,9,6,fixed,0.5228227830092209
59,credit-approval,classification,9,6,competence,0.5202083283311982
59,credit-approval,classification,9,6,hard_cv,0.5215158208790401
59,credit-approval,classification,9,6,best_individual_oracle,0.5060858219816219
60,credit-approval,classification,10,6,uniform,0.5110271696930183
60,credit-approval,classification,10,6,fixed,0.508177810893798
60,credit-approval,classification,10,6,competence,0.5127879471283866
60,credit-approval,classification,10,6,hard_cv,0.5363063933289015
60,credit-approval,classification,10,6,best_individual_oracle,0.49033751803177855
61,credit-approval,classification,11,6,uniform,0.5217831808707019
61,credit-approval,classification,11,6,fixed,0.5197467540550902
61,credit-approval,classification,11,6,competence,0.5370986420744013
61,credit-approval,classification,11,6,hard_cv,0.5659241297639048
61,credit-approval,classification,11,6,best_individual_oracle,0.5063099428795299
62,credit-approval,classification,12,6,uniform,0.5505890990605946
62,credit-approval,classification,12,6,fixed,0.5442935095696193
62,credit-approval,classification,12,6,competence,0.5487464408389933
62,credit-approval,classification,12,6,hard_cv,0.5830690605824382
62,credit-approval,classification,12,6,best_individual_oracle,0.5116138049158325
63,credit-approval,classification,13,6,uniform,0.5352515180888482
63,credit-approval,classification,13,6,fixed,0.5355361280160391
63,credit-approval,classification,13,6,competence,0.5325148712837109
63,credit-approval,classification,13,6,hard_cv,0.5322184602361584
63,credit-approval,classification,13,6,best_individual_oracle,0.5322184602361584
64,credit-approval,classification,14,6,uniform,0.5616597617941584
64,credit-approval,classification,14,6,fixed,0.559188246650295
64,credit-approval,classification,14,6,competence,0.5514222357296221
64,credit-approval,classification,14,6,hard_cv,0.5693083412373265
64,credit-approval,classification,14,6,best_individual_oracle,0.5364752710439058
65,credit-approval,classification,15,6,uniform,0.5801246775804461
65,credit-approval,classification,15,6,fixed,0.5854977966084662
65,credit-approval,classification,15,6,competence,0.5900852781418039
65,credit-approval,classification,15,6,hard_cv,0.5938502002460249
65,credit-approval,classification,15,6,best_individual_oracle,0.5703218818609921
66,credit-approval,classification,16,6,uniform,0.5496521154303065
66,credit-approval,classification,16,6,fixed,0.5511016249947763
66,credit-approval,classification,16,6,competence,0.5558650167207289
66,credit-approval,classification,16,6,hard_cv,0.570082499122305
66,credit-approval,classification,16,6,best_individual_oracle,0.5540219931521784
67,credit-approval,classification,17,6,uniform,0.6042541115547293
67,credit-approval,classification,17,6,fixed,0.5937000569481334
67,credit-approval,classification,17,6,competence,0.6086316996252626
67,credit-approval,classification,17,6,hard_cv,0.8161497104844528
67,credit-approval,classification,17,6,best_individual_oracle,0.5511553784034113
68,credit-approval,classification,18,6,uniform,0.5259380221070229
68,credit-approval,classification,18,6,fixed,0.5380435169845198
68,credit-approval,classification,18,6,competence,0.5489475453112636
68,credit-approval,classification,18,6,hard_cv,0.5799466315282098
68,credit-approval,classification,18,6,best_individual_oracle,0.5110449988004354
69,credit-approval,classification,19,6,uniform,0.552007434457534
69,credit-approval,classification,19,6,fixed,0.5489895344293729
69,credit-approval,classification,19,6,competence,0.5539283229850034
69,credit-approval,classification,19,6,hard_cv,0.5743679709577525
69,credit-approval,classification,19,6,best_individual_oracle,0.5500364832877169
70,credit-approval,classification,20,6,uniform,0.5677927426058977
70,credit-approval,classification,20,6,fixed,0.5705453678762378
70,credit-approval,classification,20,6,competence,0.5721701577292537
70,credit-approval,classification,20,6,hard_cv,0.6044996920301406
70,credit-approval,classification,20,6,best_individual_oracle,0.5688816166717797
71,credit-approval,classification,21,6,uniform,0.5417754693394718
71,credit-approval,classification,21,6,fixed,0.5496328366081369
71,credit-approval,classification,21,6,competence,0.5496055827898503
71,credit-approval,classification,21,6,hard_cv,0.535253321487351
71,credit-approval,classification,21,6,best_individual_oracle,0.5328844607905776
72,credit-approval,classification,22,6,uniform,0.5594106707559546
72,credit-approval,classification,22,6,fixed,0.5490691810064822
72,credit-approval,classification,22,6,competence,0.5403446248832728
72,credit-approval,classification,22,6,hard_cv,0.5414401030931859
72,credit-approval,classification,22,6,best_individual_oracle,0.525175509078732
73,credit-approval,classification,23,6,uniform,0.5478437507006411
73,credit-approval,classification,23,6,fixed,0.5428244130962333
73,credit-approval,classification,23,6,competence,0.548904732503487
73,credit-approval,classification,23,6,hard_cv,0.55668656597167
73,credit-approval,classification,23,6,best_individual_oracle,0.533052400826036
74,credit-approval,classification,24,6,uniform,0.5732084712013665
74,credit-approval,classification,24,6,fixed,0.5705195403504587
74,credit-approval,classification,24,6,competence,0.5672233484197557
74,credit-approval,classification,24,6,hard_cv,0.5798593904896172
74,credit-approval,classification,24,6,best_individual_oracle,0.5724423618236653
75,credit-approval,classification,25,6,uniform,0.4983454580318007
75,credit-approval,classification,25,6,fixed,0.5003094511356352
75,credit-approval,classification,25,6,competence,0.5012849918179927
75,credit-approval,classification,25,6,hard_cv,0.5185410647273769
75,credit-approval,classification,25,6,best_individual_oracle,0.48666012777768264
76,credit-approval,classification,26,6,uniform,0.5586249062358439
76,credit-approval,classification,26,6,fixed,0.5554182831415173
76,credit-approval,classification,26,6,competence,0.5621686791479077
76,credit-approval,classification,26,6,hard_cv,0.5801267112015515
76,credit-approval,classification,26,6,best_individual_oracle,0.5495250962612062
77,credit-approval,classification,27,6,uniform,0.578164572119262
77,credit-approval,classification,27,6,fixed,0.5730399690992727
77,credit-approval,classification,27,6,competence,0.5789149789273822
77,credit-approval,classification,27,6,hard_cv,0.6077023175572582
77,credit-approval,classification,27,6,best_individual_oracle,0.5762585561728872
78,credit-approval,classification,28,6,uniform,0.5551537428191053
78,credit-approval,classification,28,6,fixed,0.5540012623351316
78,credit-approval,classification,28,6,competence,0.5483128597989693
78,credit-approval,classification,28,6,hard_cv,0.5567389947632062
78,credit-approval,classification,28,6,best_individual_oracle,0.5376313195257596
79,credit-approval,classification,29,6,uniform,0.5593715424556294
79,credit-approval,classification,29,6,fixed,0.5584448309508403
79,credit-approval,classification,29,6,competence,0.5637064643935603
79,credit-approval,classification,29,6,hard_cv,0.6060569297113446
79,credit-approval,classification,29,6,best_individual_oracle,0.5565030634148933
80,credit-approval,classification,30,6,uniform,0.5678889657097148
80,credit-approval,classification,30,6,fixed,0.5706197484364357
80,credit-approval,classification,30,6,competence,0.5660342162866558
80,credit-approval,classification,30,6,hard_cv,0.5559949412213046
80,credit-approval,classification,30,6,best_individual_oracle,0.5559949412213046
81,credit-approval,classification,31,6,uniform,0.5653935772301173
81,credit-approval,classification,31,6,fixed,0.5634818675704685
81,credit-approval,classification,31,6,competence,0.5670222467756058
81,credit-approval,classification,31,6,hard_cv,0.5784715091209836
81,credit-approval,classification,31,6,best_individual_oracle,0.5618249012773078
82,credit-approval,classification,32,6,uniform,0.5278647363442945
82,credit-approval,classification,32,6,fixed,0.5289122021266304
82,credit-approval,classification,32,6,competence,0.5318094979552274
82,credit-approval,classification,32,6,hard_cv,0.5407625748005228
82,credit-approval,classification,32,6,best_individual_oracle,0.5349989402271574
83,credit-approval,classification,33,6,uniform,0.5555358778594018
83,credit-approval,classification,33,6,fixed,0.5489323031900321
83,credit-approval,classification,33,6,competence,0.5433111180655471
83,credit-approval,classification,33,6,hard_cv,0.5174821054329541
83,credit-approval,classification,33,6,best_individual_oracle,0.5174821054329541
84,credit-approval,classification,34,6,uniform,0.5250040947873691
84,credit-approval,classification,34,6,fixed,0.5270652353887227
84,credit-approval,classification,34,6,competence,0.5305997675316253
84,credit-approval,classification,34,6,hard_cv,0.5496035853175634
84,credit-approval,classification,34,6,best_individual_oracle,0.5191976809015866
85,credit-approval,classification,35,6,uniform,0.5494431986244016
85,credit-approval,classification,35,6,fixed,0.546112693112871
85,credit-approval,classification,35,6,competence,0.5434798953018644
85,credit-approval,classification,35,6,hard_cv,0.543229737315306
85,credit-approval,classification,35,6,best_individual_oracle,0.543229737315306
86,credit-approval,classification,36,6,uniform,0.5722741145523698
86,credit-approval,classification,36,6,fixed,0.5685345371360743
86,credit-approval,classification,36,6,competence,0.5665409121624121
86,credit-approval,classification,36,6,hard_cv,0.5732279686847829
86,credit-approval,classification,36,6,best_individual_oracle,0.5565879199163215
87,credit-approval,classification,37,6,uniform,0.5148489389269342
87,credit-approval,classification,37,6,fixed,0.5225806469939431
87,credit-approval,classification,37,6,competence,0.509809471849956
87,credit-approval,classification,37,6,hard_cv,0.5184617164551225
87,credit-approval,classification,37,6,best_individual_oracle,0.5098796818352634
88,credit-approval,classification,38,6,uniform,0.5496064719679586
88,credit-approval,classification,38,6,fixed,0.5525843756226292
88,credit-approval,classification,38,6,competence,0.5497305327421789
88,credit-approval,classification,38,6,hard_cv,0.5801190450618453
88,credit-approval,classification,38,6,best_individual_oracle,0.5325164615315545
89,credit-approval,classification,39,6,uniform,0.4910445866990519
89,credit-approval,classification,39,6,fixed,0.4988078260995582
89,credit-approval,classification,39,6,competence,0.48960395157138653
89,credit-approval,classification,39,6,hard_cv,0.5058033150804733
89,credit-approval,classification,39,6,best_individual_oracle,0.4848809733008762
90,credit-approval,classification,40,6,uniform,0.5606559160530037
90,credit-approval,classification,40,6,fixed,0.5609830911085556
90,credit-approval,classification,40,6,competence,0.5565134719710809
90,credit-approval,classification,40,6,hard_cv,0.5575896209090134
90,credit-approval,classification,40,6,best_individual_oracle,0.5575896209090134
91,credit-approval,classification,41,6,uniform,0.5701054035748423
91,credit-approval,classification,41,6,fixed,0.5737192543879007
91,credit-approval,classification,41,6,competence,0.5810602848635088
91,credit-approval,classification,41,6,hard_cv,0.5645001629384964
91,credit-approval,classification,41,6,best_individual_oracle,0.5547101947974649
92,credit-approval,classification,42,6,uniform,0.5148981175860349
92,credit-approval,classification,42,6,fixed,0.5215749072245452
92,credit-approval,classification,42,6,competence,0.5101478022827882
92,credit-approval,classification,42,6,hard_cv,0.4995154372596321
92,credit-approval,classification,42,6,best_individual_oracle,0.4995154372596321
93,credit-approval,classification,43,6,uniform,0.5275827527438596
93,credit-approval,classification,43,6,fixed,0.5303765098810787
93,credit-approval,classification,43,6,competence,0.525077012284332
93,credit-approval,classification,43,6,hard_cv,0.5407244985006359
93,credit-approval,classification,43,6,best_individual_oracle,0.5139051994884745
94,credit-approval,classification,44,6,uniform,0.5876006849228321
94,credit-approval,classification,44,6,fixed,0.586403254973975
94,credit-approval,classification,44,6,competence,0.5907673881179814
94,credit-approval,classification,44,6,hard_cv,0.6046600170562302
94,credit-approval,classification,44,6,best_individual_oracle,0.5891184075337281
95,credit-approval,classification,45,6,uniform,0.5231454851483419
95,credit-approval,classification,45,6,fixed,0.5313201589787648
95,credit-approval,classification,45,6,competence,0.5273275743749243
95,credit-approval,classification,45,6,hard_cv,0.5310623020985494
95,credit-approval,classification,45,6,best_individual_oracle,0.5198602313739228
96,credit-approval,classification,46,6,uniform,0.4925741150239924
96,credit-approval,classification,46,6,fixed,0.5056256720567827
96,credit-approval,classification,46,6,competence,0.48347327856035793
96,credit-approval,classification,46,6,hard_cv,0.5056158354490325
96,credit-approval,classification,46,6,best_individual_oracle,0.48624095243309085
97,credit-approval,classification,47,6,uniform,0.5334741190245049
97,credit-approval,classification,47,6,fixed,0.5380031270101243
