task_type,context_size,rho,effective_rho,tasks,mechanism_accuracy,mechanism_accuracy_ci_low,mechanism_accuracy_ci_high,mechanism_log_loss,stable_mechanism_accuracy,combined_mechanism_accuracy,empirical_mi_c_w_nats,raw_mean_loss,rank_mean_loss,rank_minus_raw_loss,rank_minus_raw_ci_low,rank_minus_raw_ci_high,uniform_expert_loss,stable_expert_loss,combined_expert_loss,oracle_expert_loss,marginal_query_utility,marginal_query_utility_ci_low,marginal_query_utility_ci_high
classification,64,0.0,0.0,420,0.15476190476190477,0.12142857142857143,0.1880952380952381,1.8806450880266765,0.3976190476190476,0.37142857142857144,0.0008244441985268284,0.7228859745464475,0.7096314678421466,-0.01325450670430075,-0.016977812438681582,-0.009571956027825913,0.6437249522785785,0.6431040773776274,0.6428212865840776,0.6659396418379229,0.00028279079354990487,-0.00028477447685258634,0.0008612278818036018
classification,64,0.1,0.1,420,0.15,0.11666666666666667,0.18333333333333332,1.8722796977113358,0.38571428571428573,0.38571428571428573,0.0269490905146458,0.7195442862058213,0.7093033237886264,-0.010240962417194997,-0.01380105752466889,-0.006723617468779801,0.6454738049518998,0.6448133930566043,0.6439555090216604,0.6660072058035609,0.0008578840349437684,0.00019990068465888995,0.0015406137356706313
classification,64,0.25,0.2571428571428571,420,0.3380952380952381,0.29285714285714287,0.38333333333333336,1.788469568344541,0.42857142857142855,0.4380952380952381,0.13731742199401276,0.7159104305646357,0.7048895025158932,-0.011020928048742593,-0.014445541972262064,-0.007709284877715823,0.64374762035588,0.6435688525508036,0.6426154601109823,0.6677938025643698,0.000953392439821546,4.798694940922104e-05,0.0018356366700864068
classification,64,0.5,0.5,420,0.5404761904761904,0.49047619047619045,0.5880952380952381,1.503627017077025,0.4261904761904762,0.5952380952380952,0.447633820871845,0.7237407776215539,0.7101775065878213,-0.013563271033732588,-0.017269648371558123,-0.00999595864038441,0.6489145998264352,0.6468677986816499,0.6465391092222346,0.6697925817973625,0.0003286894594153075,-0.001290702359080635,0.0019398025063143642
classification,64,0.75,0.7428571428571429,420,0.7428571428571429,0.7,0.7833333333333333,1.076684616650054,0.3523809523809524,0.7547619047619047,0.9273000774330894,0.7213303031760194,0.7084162186891939,-0.012914084486825406,-0.016812872575096536,-0.009079942227788676,0.6491061575630032,0.6475639231791663,0.6464937145771099,0.6689696050197905,0.001070208602056522,-0.001552843489884327,0.0036940969018271863
classification,64,0.9,0.9,420,0.8809523809523809,0.85,0.9119047619047619,0.68545162504731,0.3476190476190476,0.9047619047619048,1.4194809777960737,0.7166583906748446,0.7014018624560077,-0.015256528218836968,-0.01882688308652262,-0.011747029344474854,0.6432643220210458,0.6421453116310318,0.64029923143634,0.6621517242435454,0.0018460801946919088,-0.0008536993012765124,0.004485188444175143
classification,64,1.0,1.0,420,0.9595238095238096,0.9404761904761905,0.9761904761904762,0.3678698263810736,0.4,0.9619047619047619,1.7917594692280547,0.7166239665126962,0.7051685133017754,-0.01145545321092071,-0.015517725223229795,-0.00739873132953957,0.6441074431113712,0.642277045815571,0.640266521637083,0.6611142760320726,0.0020105241784879675,-0.0007064290653770241,0.004827490168535532
regression,64,0.0,0.0,420,0.1761904761904762,0.14047619047619048,0.2119047619047619,1.8630830152496687,0.6023809523809524,0.5785714285714286,0.0008244441985268284,0.7239592018075363,0.678362452703198,-0.04559674910433824,-0.05345216284993907,-0.037946957365956116,0.5530351475232332,0.5469772243303164,0.5418115101001557,0.38174563072232154,0.005165714230160524,-0.0025006204062621353,0.01347162125376317
regression,64,0.1,0.1,420,0.16904761904761906,0.13333333333333333,0.20476190476190476,1.8764005431430546,0.5928571428571429,0.55,0.0269490905146458,0.7337919928728932,0.6800317239669663,-0.053760268905926806,-0.06329262487205531,-0.04457078090147641,0.5515599181581875,0.5490296209441182,0.5455623890433038,0.36402157285316017,0.0034672319008142807,-0.006516744661196059,0.013817542164068195
regression,64,0.25,0.2571428571428571,420,0.30952380952380953,0.26666666666666666,0.3547619047619048,1.7792624479372345,0.6023809523809524,0.5952380952380952,0.13731742199401276,0.7439202126165964,0.694626723343892,-0.049293489272704195,-0.058052881434927955,-0.04106055100255326,0.56300343891284,0.5594820099865729,0.542894815117451,0.361126708346898,0.016587194869122086,0.00194608432640591,0.03147610791115694
regression,64,0.5,0.5,420,0.5523809523809524,0.5047619047619047,0.6,1.5100682895912547,0.6047619047619047,0.6880952380952381,0.447633820871845,0.7618259447896651,0.7129539665790925,-0.048871978210572466,-0.05774508295612402,-0.039799969537487725,0.5813032144716366,0.5794947258262382,0.4929125932930299,0.35572544807826384,0.08658213253320822,0.057773156375261835,0.11682593362095037
regression,64,0.75,0.7428571428571429,420,0.7547619047619047,0.7119047619047619,0.7952380952380952,1.083446277746612,0.580952380952381,0.819047619047619,0.9273000774330894,0.7063266535428718,0.6587252491231904,-0.04760140441968146,-0.05651934612452198,-0.03878862294727352,0.5410311745949934,0.5345438351346445,0.4000569943955628,0.3237215319871804,0.13448684073908168,0.10605960319586437,0.16328166767525484
regression,64,0.9,0.9,420,0.9023809523809524,0.8738095238095238,0.9285714285714286,0.6631529687551457,0.6214285714285714,0.9261904761904762,1.4194809777960737,0.7244214626172061,0.6779924463287686,-0.04642901628843737,-0.0556259494446575,-0.03739344281319635,0.5558892679998614,0.5483889442653881,0.3523409048547539,0.3283055072358505,0.1960480394106341,0.16543407892356804,0.22748876427197307
