scope,task_type,unit,lambda,loss
synthetic_test,classification,n96_d8_r0.00,0.5,0.5984517058824934
synthetic_test,classification,n96_d8_r0.00,0.6000000000000001,0.5975352079017072
synthetic_test,classification,n96_d8_r0.00,0.7000000000000001,0.5968448681418633
synthetic_test,classification,n96_d8_r0.00,0.8,0.5963903144373919
synthetic_test,classification,n96_d8_r0.00,0.9,0.5961853185301229
synthetic_test,classification,n96_d8_r0.00,1.0,0.596249602576997
synthetic_test,classification,n96_d8_r0.25,0.0,0.6110209778093658
synthetic_test,classification,n96_d8_r0.25,0.1,0.609191607376095
synthetic_test,classification,n96_d8_r0.25,0.2,0.6075938789064265
synthetic_test,classification,n96_d8_r0.25,0.30000000000000004,0.6062259871622113
synthetic_test,classification,n96_d8_r0.25,0.4,0.6050885208635216
synthetic_test,classification,n96_d8_r0.25,0.5,0.6041845354059681
synthetic_test,classification,n96_d8_r0.25,0.6000000000000001,0.6035198128367607
synthetic_test,classification,n96_d8_r0.25,0.7000000000000001,0.603103364062094
synthetic_test,classification,n96_d8_r0.25,0.8,0.602948296897615
synthetic_test,classification,n96_d8_r0.25,0.9,0.6030733119296354
synthetic_test,classification,n96_d8_r0.25,1.0,0.6035054193586326
synthetic_test,classification,n96_d8_r0.50,0.0,0.6022826452710562
synthetic_test,classification,n96_d8_r0.50,0.1,0.5998264853185796
synthetic_test,classification,n96_d8_r0.50,0.2,0.597621907180317
synthetic_test,classification,n96_d8_r0.50,0.30000000000000004,0.5956644736348095
synthetic_test,classification,n96_d8_r0.50,0.4,0.5939524704302684
synthetic_test,classification,n96_d8_r0.50,0.5,0.5924868504732079
synthetic_test,classification,n96_d8_r0.50,0.6000000000000001,0.5912713936654477
synthetic_test,classification,n96_d8_r0.50,0.7000000000000001,0.5903131204733287
synthetic_test,classification,n96_d8_r0.50,0.8,0.5896230739046506
synthetic_test,classification,n96_d8_r0.50,0.9,0.5892177370392707
synthetic_test,classification,n96_d8_r0.50,1.0,0.5891217483055345
synthetic_test,classification,n96_d8_r0.75,0.0,0.6108142773662906
synthetic_test,classification,n96_d8_r0.75,0.1,0.6088562822545286
synthetic_test,classification,n96_d8_r0.75,0.2,0.6071009294589952
synthetic_test,classification,n96_d8_r0.75,0.30000000000000004,0.6055456341418352
synthetic_test,classification,n96_d8_r0.75,0.4,0.6041894614418092
synthetic_test,classification,n96_d8_r0.75,0.5,0.6030331200118021
synthetic_test,classification,n96_d8_r0.75,0.6000000000000001,0.6020790516048428
synthetic_test,classification,n96_d8_r0.75,0.7000000000000001,0.6013316345962919
synthetic_test,classification,n96_d8_r0.75,0.8,0.6007975443261447
synthetic_test,classification,n96_d8_r0.75,0.9,0.6004863589320746
synthetic_test,classification,n96_d8_r0.75,1.0,0.6004115998478322
synthetic_test,classification,n96_d8_r1.00,0.0,0.6082105436495553
synthetic_test,classification,n96_d8_r1.00,0.1,0.6058280506617678
synthetic_test,classification,n96_d8_r1.00,0.2,0.6037090469149697
synthetic_test,classification,n96_d8_r1.00,0.30000000000000004,0.6018495855992262
synthetic_test,classification,n96_d8_r1.00,0.4,0.600248650165503
synthetic_test,classification,n96_d8_r1.00,0.5,0.5989081494204554
synthetic_test,classification,n96_d8_r1.00,0.6000000000000001,0.5978331566978146
synthetic_test,classification,n96_d8_r1.00,0.7000000000000001,0.5970324542175365
synthetic_test,classification,n96_d8_r1.00,0.8,0.5965195442896009
synthetic_test,classification,n96_d8_r1.00,0.9,0.5963145044761732
synthetic_test,classification,n96_d8_r1.00,1.0,0.5964476518889487
synthetic_test,regression,n64_d12_r0.00,0.0,0.5410967230744947
synthetic_test,regression,n64_d12_r0.00,0.1,0.4975338771220905
synthetic_test,regression,n64_d12_r0.00,0.2,0.4586020533621226
synthetic_test,regression,n64_d12_r0.00,0.30000000000000004,0.424301251794591
synthetic_test,regression,n64_d12_r0.00,0.4,0.39463147241949564
synthetic_test,regression,n64_d12_r0.00,0.5,0.3695927152368367
synthetic_test,regression,n64_d12_r0.00,0.6000000000000001,0.34918498024661393
synthetic_test,regression,n64_d12_r0.00,0.7000000000000001,0.3334082674488276
synthetic_test,regression,n64_d12_r0.00,0.8,0.32226257684347753
synthetic_test,regression,n64_d12_r0.00,0.9,0.31574790843056383
synthetic_test,regression,n64_d12_r0.00,1.0,0.3138642622100864
synthetic_test,regression,n64_d12_r0.25,0.0,0.5599459849393971
synthetic_test,regression,n64_d12_r0.25,0.1,0.5127008682671688
synthetic_test,regression,n64_d12_r0.25,0.2,0.4705405210382496
synthetic_test,regression,n64_d12_r0.25,0.30000000000000004,0.4334649432526397
synthetic_test,regression,n64_d12_r0.25,0.4,0.40147413491033895
synthetic_test,regression,n64_d12_r0.25,0.5,0.3745680960113474
synthetic_test,regression,n64_d12_r0.25,0.6000000000000001,0.35274682655566497
synthetic_test,regression,n64_d12_r0.25,0.7000000000000001,0.3360103265432919
synthetic_test,regression,n64_d12_r0.25,0.8,0.32435859597422795
synthetic_test,regression,n64_d12_r0.25,0.9,0.31779163484847317
synthetic_test,regression,n64_d12_r0.25,1.0,0.3163094431660276
synthetic_test,regression,n64_d12_r0.50,0.0,0.5564716239669578
synthetic_test,regression,n64_d12_r0.50,0.1,0.5091565641360998
synthetic_test,regression,n64_d12_r0.50,0.2,0.4668866267548394
synthetic_test,regression,n64_d12_r0.50,0.30000000000000004,0.4296618118231765
synthetic_test,regression,n64_d12_r0.50,0.4,0.3974821193411113
synthetic_test,regression,n64_d12_r0.50,0.5,0.37034754930864355
synthetic_test,regression,n64_d12_r0.50,0.6000000000000001,0.34825810172577343
synthetic_test,regression,n64_d12_r0.50,0.7000000000000001,0.3312137765925009
synthetic_test,regression,n64_d12_r0.50,0.8,0.319214573908826
synthetic_test,regression,n64_d12_r0.50,0.9,0.3122604936747486
synthetic_test,regression,n64_d12_r0.50,1.0,0.31035153589026887
synthetic_test,regression,n64_d12_r0.75,0.0,0.5310022171345733
synthetic_test,regression,n64_d12_r0.75,0.1,0.4841133266578393
synthetic_test,regression,n64_d12_r0.75,0.2,0.442054081047165
synthetic_test,regression,n64_d12_r0.75,0.30000000000000004,0.4048244803025502
synthetic_test,regression,n64_d12_r0.75,0.4,0.3724245244239951
synthetic_test,regression,n64_d12_r0.75,0.5,0.3448542134114997
synthetic_test,regression,n64_d12_r0.75,0.6000000000000001,0.32211354726506386
synthetic_test,regression,n64_d12_r0.75,0.7000000000000001,0.30420252598468767
synthetic_test,regression,n64_d12_r0.75,0.8,0.2911211495703711
synthetic_test,regression,n64_d12_r0.75,0.9,0.2828694180221143
synthetic_test,regression,n64_d12_r0.75,1.0,0.279447331339917
synthetic_test,regression,n64_d12_r1.00,0.0,0.5781760180972256
synthetic_test,regression,n64_d12_r1.00,0.1,0.5259615849514719
synthetic_test,regression,n64_d12_r1.00,0.2,0.47908883173397815
synthetic_test,regression,n64_d12_r1.00,0.30000000000000004,0.4375577584447441
synthetic_test,regression,n64_d12_r1.00,0.4,0.40136836508376994
synthetic_test,regression,n64_d12_r1.00,0.5,0.37052065165105563
synthetic_test,regression,n64_d12_r1.00,0.6000000000000001,0.3450146181466011
synthetic_test,regression,n64_d12_r1.00,0.7000000000000001,0.3248502645704064
synthetic_test,regression,n64_d12_r1.00,0.8,0.31002759092247156
synthetic_test,regression,n64_d12_r1.00,0.9,0.3005465972027966
synthetic_test,regression,n64_d12_r1.00,1.0,0.29640728341138145
synthetic_test,regression,n64_d8_r0.00,0.0,0.454637811693635
synthetic_test,regression,n64_d8_r0.00,0.1,0.4116412707456491
synthetic_test,regression,n64_d8_r0.00,0.2,0.37310705192929744
synthetic_test,regression,n64_d8_r0.00,0.30000000000000004,0.33903515524458
synthetic_test,regression,n64_d8_r0.00,0.4,0.3094255806914968
synthetic_test,regression,n64_d8_r0.00,0.5,0.2842783282700478
synthetic_test,regression,n64_d8_r0.00,0.6000000000000001,0.2635933979802329
synthetic_test,regression,n64_d8_r0.00,0.7000000000000001,0.24737078982205232
synthetic_test,regression,n64_d8_r0.00,0.8,0.23561050379550594
synthetic_test,regression,n64_d8_r0.00,0.9,0.22831253990059372
synthetic_test,regression,n64_d8_r0.00,1.0,0.22547689813731572
synthetic_test,regression,n64_d8_r0.25,0.0,0.455791377043127
synthetic_test,regression,n64_d8_r0.25,0.1,0.4121917370016692
synthetic_test,regression,n64_d8_r0.25,0.2,0.37306289124231384
synthetic_test,regression,n64_d8_r0.25,0.30000000000000004,0.33840483976506086
synthetic_test,regression,n64_d8_r0.25,0.4,0.3082175825699103
synthetic_test,regression,n64_d8_r0.25,0.5,0.2825011196568621
synthetic_test,regression,n64_d8_r0.25,0.6000000000000001,0.2612554510259163
synthetic_test,regression,n64_d8_r0.25,0.7000000000000001,0.24448057667707296
synthetic_test,regression,n64_d8_r0.25,0.8,0.232176496610332
synthetic_test,regression,n64_d8_r0.25,0.9,0.22434321082569342
synthetic_test,regression,n64_d8_r0.25,1.0,0.22098071932315727
synthetic_test,regression,n64_d8_r0.50,0.0,0.4632959898490403
synthetic_test,regression,n64_d8_r0.50,0.1,0.417584445201209
synthetic_test,regression,n64_d8_r0.50,0.2,0.3765023385130001
synthetic_test,regression,n64_d8_r0.50,0.30000000000000004,0.3400496697844134
synthetic_test,regression,n64_d8_r0.50,0.4,0.3082264390154491
synthetic_test,regression,n64_d8_r0.50,0.5,0.2810326462061071
synthetic_test,regression,n64_d8_r0.50,0.6000000000000001,0.2584682913563873
synthetic_test,regression,n64_d8_r0.50,0.7000000000000001,0.24053337446628995
synthetic_test,regression,n64_d8_r0.50,0.8,0.22722789553581482
synthetic_test,regression,n64_d8_r0.50,0.9,0.21855185456496204
synthetic_test,regression,n64_d8_r0.50,1.0,0.21450525155373154
synthetic_test,regression,n64_d8_r0.75,0.0,0.45332212712988934
synthetic_test,regression,n64_d8_r0.75,0.1,0.40736173101587686
synthetic_test,regression,n64_d8_r0.75,0.2,0.3660986476135146
synthetic_test,regression,n64_d8_r0.75,0.30000000000000004,0.3295328769228027
synthetic_test,regression,n64_d8_r0.75,0.4,0.2976644189437411
synthetic_test,regression,n64_d8_r0.75,0.5,0.27049327367632986
synthetic_test,regression,n64_d8_r0.75,0.6000000000000001,0.2480194411205688
synthetic_test,regression,n64_d8_r0.75,0.7000000000000001,0.23024292127645815
synthetic_test,regression,n64_d8_r0.75,0.8,0.21716371414399774
synthetic_test,regression,n64_d8_r0.75,0.9,0.20878181972318763
synthetic_test,regression,n64_d8_r0.75,1.0,0.20509723801402782
synthetic_test,regression,n64_d8_r1.00,0.0,0.4664752999791937
synthetic_test,regression,n64_d8_r1.00,0.1,0.41437093327700764
synthetic_test,regression,n64_d8_r1.00,0.2,0.3673793459327628
synthetic_test,regression,n64_d8_r1.00,0.30000000000000004,0.3255005379464591
synthetic_test,regression,n64_d8_r1.00,0.4,0.2887345093180967
synthetic_test,regression,n64_d8_r1.00,0.5,0.2570812600476754
synthetic_test,regression,n64_d8_r1.00,0.6000000000000001,0.23054079013519532
synthetic_test,regression,n64_d8_r1.00,0.7000000000000001,0.20911309958065646
synthetic_test,regression,n64_d8_r1.00,0.8,0.19279818838405877
synthetic_test,regression,n64_d8_r1.00,0.9,0.1815960565454023
synthetic_test,regression,n64_d8_r1.00,1.0,0.175506704064687
synthetic_test,regression,n96_d12_r0.00,0.0,0.4441181480839773
synthetic_test,regression,n96_d12_r0.00,0.1,0.3965428213230812
synthetic_test,regression,n96_d12_r0.00,0.2,0.35413239346998304
synthetic_test,regression,n96_d12_r0.00,0.30000000000000004,0.3168868645246828
synthetic_test,regression,n96_d12_r0.00,0.4,0.28480623448718034
synthetic_test,regression,n96_d12_r0.00,0.5,0.25789050335747576
synthetic_test,regression,n96_d12_r0.00,0.6000000000000001,0.236139671135569
synthetic_test,regression,n96_d12_r0.00,0.7000000000000001,0.21955373782146015
synthetic_test,regression,n96_d12_r0.00,0.8,0.20813270341514914
synthetic_test,regression,n96_d12_r0.00,0.9,0.20187656791663597
synthetic_test,regression,n96_d12_r0.00,1.0,0.2007853313259207
synthetic_test,regression,n96_d12_r0.25,0.0,0.4630094346880394
synthetic_test,regression,n96_d12_r0.25,0.1,0.41209333244754
synthetic_test,regression,n96_d12_r0.25,0.2,0.3665303727384743
synthetic_test,regression,n96_d12_r0.25,0.30000000000000004,0.32632055556084244
synthetic_test,regression,n96_d12_r0.25,0.4,0.2914638809146443
synthetic_test,regression,n96_d12_r0.25,0.5,0.26196034879987995
synthetic_test,regression,n96_d12_r0.25,0.6000000000000001,0.23780995921654935
synthetic_test,regression,n96_d12_r0.25,0.7000000000000001,0.2190127121646525
synthetic_test,regression,n96_d12_r0.25,0.8,0.20556860764418947
synthetic_test,regression,n96_d12_r0.25,0.9,0.19747764565516016
synthetic_test,regression,n96_d12_r0.25,1.0,0.19473982619756464
synthetic_test,regression,n96_d12_r0.50,0.0,0.4416709583283286
synthetic_test,regression,n96_d12_r0.50,0.1,0.3897718212098578
synthetic_test,regression,n96_d12_r0.50,0.2,0.3433183580012474
synthetic_test,regression,n96_d12_r0.50,0.30000000000000004,0.30231056870249723
synthetic_test,regression,n96_d12_r0.50,0.4,0.2667484533136075
synthetic_test,regression,n96_d12_r0.50,0.5,0.23663201183457805
synthetic_test,regression,n96_d12_r0.50,0.6000000000000001,0.21196124426540888
synthetic_test,regression,n96_d12_r0.50,0.7000000000000001,0.1927361506061001
synthetic_test,regression,n96_d12_r0.50,0.8,0.17895673085665165
synthetic_test,regression,n96_d12_r0.50,0.9,0.1706229850170635
synthetic_test,regression,n96_d12_r0.50,1.0,0.1677349130873357
synthetic_test,regression,n96_d12_r0.75,0.0,0.4556405691997511
synthetic_test,regression,n96_d12_r0.75,0.1,0.40214415019738753
synthetic_test,regression,n96_d12_r0.75,0.2,0.3542353204341689
synthetic_test,regression,n96_d12_r0.75,0.30000000000000004,0.3119140799100951
synthetic_test,regression,n96_d12_r0.75,0.4,0.2751804286251663
synthetic_test,regression,n96_d12_r0.75,0.5,0.24403436657938246
synthetic_test,regression,n96_d12_r0.75,0.6000000000000001,0.21847589377274348
synthetic_test,regression,n96_d12_r0.75,0.7000000000000001,0.1985050102052495
synthetic_test,regression,n96_d12_r0.75,0.8,0.18412171587690038
synthetic_test,regression,n96_d12_r0.75,0.9,0.17532601078769625
synthetic_test,regression,n96_d12_r0.75,1.0,0.17211789493763702
synthetic_test,regression,n96_d12_r1.00,0.0,0.45469969539193383
synthetic_test,regression,n96_d12_r1.00,0.1,0.40196844639887447
synthetic_test,regression,n96_d12_r1.00,0.2,0.3547627599202594
synthetic_test,regression,n96_d12_r1.00,0.30000000000000004,0.3130826359560885
synthetic_test,regression,n96_d12_r1.00,0.4,0.27692807450636187
synthetic_test,regression,n96_d12_r1.00,0.5,0.2462990755710794
synthetic_test,regression,n96_d12_r1.00,0.6000000000000001,0.22119563915024115
synthetic_test,regression,n96_d12_r1.00,0.7000000000000001,0.20161776524384714
synthetic_test,regression,n96_d12_r1.00,0.8,0.18756545385189735
synthetic_test,regression,n96_d12_r1.00,0.9,0.17903870497439175
synthetic_test,regression,n96_d12_r1.00,1.0,0.17603751861133038
synthetic_test,regression,n96_d8_r0.00,0.0,0.36425367560508887
synthetic_test,regression,n96_d8_r0.00,0.1,0.32173121298870394
synthetic_test,regression,n96_d8_r0.00,0.2,0.28362373160531723
synthetic_test,regression,n96_d8_r0.00,0.30000000000000004,0.2499312314549287
synthetic_test,regression,n96_d8_r0.00,0.4,0.22065371253753835
synthetic_test,regression,n96_d8_r0.00,0.5,0.19579117485314615
synthetic_test,regression,n96_d8_r0.00,0.6000000000000001,0.1753436184017521
synthetic_test,regression,n96_d8_r0.00,0.7000000000000001,0.15931104318335626
synthetic_test,regression,n96_d8_r0.00,0.8,0.14769344919795857
synthetic_test,regression,n96_d8_r0.00,0.9,0.14049083644555907
synthetic_test,regression,n96_d8_r0.00,1.0,0.1377032049261577
synthetic_test,regression,n96_d8_r0.25,0.0,0.388836178411765
synthetic_test,regression,n96_d8_r0.25,0.1,0.34210015195592425
synthetic_test,regression,n96_d8_r0.25,0.2,0.3002383281084687
synthetic_test,regression,n96_d8_r0.25,0.30000000000000004,0.26325070686939844
synthetic_test,regression,n96_d8_r0.25,0.4,0.2311372882387134
synthetic_test,regression,n96_d8_r0.25,0.5,0.20389807221641362
synthetic_test,regression,n96_d8_r0.25,0.6000000000000001,0.1815330588024991
synthetic_test,regression,n96_d8_r0.25,0.7000000000000001,0.1640422479969698
synthetic_test,regression,n96_d8_r0.25,0.8,0.15142563979982573
synthetic_test,regression,n96_d8_r0.25,0.9,0.1436832342110669
synthetic_test,regression,n96_d8_r0.25,1.0,0.14081503123069336
synthetic_test,regression,n96_d8_r0.50,0.0,0.37756780534267154
synthetic_test,regression,n96_d8_r0.50,0.1,0.33157481371750563
synthetic_test,regression,n96_d8_r0.50,0.2,0.29031830704721795
synthetic_test,regression,n96_d8_r0.50,0.30000000000000004,0.2537982853318086
synthetic_test,regression,n96_d8_r0.50,0.4,0.22201474857127754
synthetic_test,regression,n96_d8_r0.50,0.5,0.19496769676562478
synthetic_test,regression,n96_d8_r0.50,0.6000000000000001,0.17265712991485024
synthetic_test,regression,n96_d8_r0.50,0.7000000000000001,0.15508304801895406
synthetic_test,regression,n96_d8_r0.50,0.8,0.14224545107793618
synthetic_test,regression,n96_d8_r0.50,0.9,0.13414433909179654
synthetic_test,regression,n96_d8_r0.50,1.0,0.13077971206053524
synthetic_test,regression,n96_d8_r0.75,0.0,0.39672168381678025
synthetic_test,regression,n96_d8_r0.75,0.1,0.3489045010909109
synthetic_test,regression,n96_d8_r0.75,0.2,0.3059390007941525
synthetic_test,regression,n96_d8_r0.75,0.30000000000000004,0.2678251829265047
synthetic_test,regression,n96_d8_r0.75,0.4,0.23456304748796783
synthetic_test,regression,n96_d8_r0.75,0.5,0.2061525944785417
synthetic_test,regression,n96_d8_r0.75,0.6000000000000001,0.18259382389822632
synthetic_test,regression,n96_d8_r0.75,0.7000000000000001,0.16388673574702176
synthetic_test,regression,n96_d8_r0.75,0.8,0.150031330024928
synthetic_test,regression,n96_d8_r0.75,0.9,0.14102760673194498
synthetic_test,regression,n96_d8_r0.75,1.0,0.13687556586807278
synthetic_test,regression,n96_d8_r1.00,0.0,0.373951551734379
synthetic_test,regression,n96_d8_r1.00,0.1,0.3273332763543934
synthetic_test,regression,n96_d8_r1.00,0.2,0.285463587439682
synthetic_test,regression,n96_d8_r1.00,0.30000000000000004,0.24834248499024458
synthetic_test,regression,n96_d8_r1.00,0.4,0.21596996900608134
synthetic_test,regression,n96_d8_r1.00,0.5,0.18834603948719217
synthetic_test,regression,n96_d8_r1.00,0.6000000000000001,0.16547069643357704
synthetic_test,regression,n96_d8_r1.00,0.7000000000000001,0.14734393984523605
synthetic_test,regression,n96_d8_r1.00,0.8,0.13396576972216917
synthetic_test,regression,n96_d8_r1.00,0.9,0.12533618606437635
synthetic_test,regression,n96_d8_r1.00,1.0,0.12145518887185766
