task_type,context_size,rho,effective_rho,tasks,mechanism_accuracy,mechanism_accuracy_ci_low,mechanism_accuracy_ci_high,mechanism_log_loss,empirical_mi_c_w_nats,raw_mean_loss,rank_mean_loss,rank_minus_raw_loss,rank_minus_raw_ci_low,rank_minus_raw_ci_high
classification,64,0.0,0.0,60,0.1,0.03333333333333333,0.18333333333333332,1.9605359643309748,0.17971575673700393,0.7473677106695096,0.7455899749746865,-0.0017777356948232921,-0.00982914851073857,0.0056129639215638455
classification,64,0.5,0.5,60,0.4,0.2833333333333333,0.5166666666666667,1.7683196231369083,0.5862864271657907,0.7516433755011215,0.7473337718603712,-0.004309603640750418,-0.012628839083095044,0.004071687122391467
classification,64,1.0,1.0,60,0.9,0.8166666666666667,0.9666666666666667,0.787066035889699,1.7917594692280547,0.7404245732863847,0.7408828879428936,0.0004583146565091123,-0.006004773004669474,0.007349549991257101
regression,64,0.0,0.0,60,0.26666666666666666,0.16666666666666666,0.38333333333333336,1.9054424549672018,0.38009279965961085,0.7737138233917971,0.7371476607547934,-0.03656616263700378,-0.057703873106461065,-0.016899373313759267
regression,64,0.5,0.5,60,0.38333333333333336,0.26666666666666666,0.5,1.7883866572117668,0.717161862106275,0.6495768951644704,0.6097159256549216,-0.03986096950954855,-0.06845054928788116,-0.0144245879865548
regression,64,1.0,1.0,60,0.9,0.8166666666666667,0.9666666666666667,0.7614819238689925,1.7917594692280547,0.7501081792210472,0.7034725157599938,-0.046635663461053606,-0.06850968281484594,-0.025022195480915884
